,time,TraceabilityCode,PressForceValueFL,time.value
19447,2023-01-19 00:36:33.967,1010223018233549,23.4,2023-01-19 00:36:39.447
19448,2023-01-19 00:36:42.877,1010223018233559,22.9,2023-01-19 00:36:48.414
19449,2023-01-19 00:37:00.796,1010223018233616,23.2,2023-01-19 00:37:06.325
19450,2023-01-19 00:37:09.726,1010223018233625,22.9,2023-01-19 00:37:15.144
19451,2023-01-19 00:37:18.605,1010223018233634,23.2,2023-01-19 00:37:24.095
19452,2023-01-19 00:37:27.686,1010223018233643,22.6,2023-01-19 00:37:33.125
19453,2023-01-19 00:37:36.555,1010223018233652,23.4,2023-01-19 00:37:42.016
19454,2023-01-19 00:37:45.506,1010223018233701,23.2,2023-01-19 00:37:50.973
19455,2023-01-19 00:38:39.115,1010223018233755,22.9,2023-01-19 00:38:44.664
19456,2023-01-19 00:38:48.063,1010223018233804,23.2,2023-01-19 00:38:53.612
19457,2023-01-19 00:39:15.003,1010223018233830,22.9,2023-01-19 00:39:20.493
19458,2023-01-19 00:39:32.723,1010223018233848,23.4,2023-01-19 00:39:38.184
19459,2023-01-19 00:39:41.684,1010223018233857,22.9,2023-01-19 00:39:47.213
19460,2023-01-19 00:39:50.713,1010223018233906,23.2,2023-01-19 00:39:56.181
19461,2023-01-19 00:40:35.471,1010223018233951,22.9,2023-01-19 00:40:40.982
19462,2023-01-19 00:40:44.391,1010223018234000,23.2,2023-01-19 00:40:49.861
19463,2023-01-19 00:41:02.411,1010223018234018,22.9,2023-01-19 00:41:07.921
19464,2023-01-19 00:41:11.401,1010223018234027,23.2,2023-01-19 00:41:16.821
19465,2023-01-19 00:41:20.411,1010223018234036,22.9,2023-01-19 00:41:25.950
19466,2023-01-19 00:41:29.321,1010223018234045,23.2,2023-01-19 00:41:34.740
19467,2023-01-19 00:41:56.161,1010223018234112,22.9,2023-01-19 00:42:01.700
19468,2023-01-19 00:42:14.091,1010223018234130,23.2,2023-01-19 00:42:19.529
19469,2023-01-19 00:42:23.029,1010223018234139,22.9,2023-01-19 00:42:28.500
19470,2023-01-19 00:42:31.970,1010223018234147,23.2,2023-01-19 00:42:37.470
19471,2023-01-19 00:42:40.950,1010223018234156,22.9,2023-01-19 00:42:46.499
19472,2023-01-19 00:42:49.980,1010223018234205,23.2,2023-01-19 00:42:55.450
19473,2023-01-19 00:43:07.940,1010223018234223,22.6,2023-01-19 00:43:13.460
19474,2023-01-19 00:43:16.869,1010223018234232,22.9,2023-01-19 00:43:22.418
19475,2023-01-19 00:43:34.838,1010223018234250,23.2,2023-01-19 00:43:40.259
19476,2023-01-19 00:43:43.809,1010223018234259,22.9,2023-01-19 00:43:49.286
19477,2023-01-19 00:44:10.538,1010223018234326,23.2,2023-01-19 00:44:16.007
19478,2023-01-19 00:44:19.538,1010223018234335,22.9,2023-01-19 00:44:24.967
19479,2023-01-19 00:44:46.338,1010223018234402,23.2,2023-01-19 00:44:51.776
19480,2023-01-19 00:44:55.296,1010223018234411,22.9,2023-01-19 00:45:00.736
19481,2023-01-19 00:45:13.177,1010223018234429,23.4,2023-01-19 00:45:18.667
19482,2023-01-19 00:45:31.256,1010223018234447,22.9,2023-01-19 00:45:36.736
19483,2023-01-19 00:45:40.177,1010223018234456,23.2,2023-01-19 00:45:45.617
19484,2023-01-19 00:46:07.145,1010223018234523,22.9,2023-01-19 00:46:12.655
19485,2023-01-19 00:46:16.046,1010223018234531,23.2,2023-01-19 00:46:21.535
19486,2023-01-19 00:46:24.936,1010223018234540,22.9,2023-01-19 00:46:30.414
19487,2023-01-19 00:46:33.885,1010223018234549,23.2,2023-01-19 00:46:39.375
19488,2023-01-19 00:46:51.855,1010223018234608,22.9,2023-01-19 00:46:57.375
19489,2023-01-19 00:47:00.775,1010223018234616,23.2,2023-01-19 00:47:06.265
19490,2023-01-19 00:47:18.553,1010223018234634,22.9,2023-01-19 00:47:24.094
19491,2023-01-19 00:47:27.533,1010223018234643,23.2,2023-01-19 00:47:33.063
19492,2023-01-19 00:47:45.453,1010223018234701,22.9,2023-01-19 00:47:50.983
19493,2023-01-19 00:48:03.344,1010223018234719,23.2,2023-01-19 00:48:08.903
19494,2023-01-19 00:48:12.354,1010223018234728,23.4,2023-01-19 00:48:17.861
19495,2023-01-19 00:48:21.483,1010223018234737,23.2,2023-01-19 00:48:26.911
19496,2023-01-19 00:49:06.443,1010223018234822,23.4,2023-01-19 00:49:11.861
19497,2023-01-19 00:49:15.243,1010223018234831,22.9,2023-01-19 00:49:20.730
19498,2023-01-19 00:49:42.141,1010223018234857,23.2,2023-01-19 00:49:47.621
19499,2023-01-19 00:50:00.111,1010223018234916,23.4,2023-01-19 00:50:05.611
19500,2023-01-19 00:50:09.072,1010223018234924,23.2,2023-01-19 00:50:14.581
19501,2023-01-19 00:50:17.980,1010223018234933,22.9,2023-01-19 00:50:23.549
19502,2023-01-19 00:50:35.940,1010223018234952,23.2,2023-01-19 00:50:41.460
19503,2023-01-19 00:50:44.950,1010223018235000,22.9,2023-01-19 00:50:50.499
19504,2023-01-19 00:50:53.819,1010223018235009,23.2,2023-01-19 00:50:59.378
19505,2023-01-19 00:51:02.829,1010223018235018,22.9,2023-01-19 00:51:08.339
19506,2023-01-19 00:51:11.779,1010223018235027,23.2,2023-01-19 00:51:17.299
19507,2023-01-19 00:51:20.720,1010223018235036,22.9,2023-01-19 00:51:26.259
19508,2023-01-19 00:51:38.579,1010223018235054,23.2,2023-01-19 00:51:44.098
19509,2023-01-19 00:51:47.559,1010223018235103,22.9,2023-01-19 00:51:53.058
19510,2023-01-19 00:52:05.438,1010223018235121,23.2,2023-01-19 00:52:10.898
19511,2023-01-19 00:52:23.448,1010223018235139,22.9,2023-01-19 00:52:28.907
19512,2023-01-19 00:52:32.328,1010223018235148,23.2,2023-01-19 00:52:37.858
19513,2023-01-19 00:52:41.319,1010223018235157,22.9,2023-01-19 00:52:46.818
19514,2023-01-19 00:52:50.237,1010223018235206,23.2,2023-01-19 00:52:55.786
19515,2023-01-19 00:52:59.278,1010223018235215,22.9,2023-01-19 00:53:04.818
19516,2023-01-19 00:53:17.217,1010223018235233,23.2,2023-01-19 00:53:22.736
19517,2023-01-19 00:53:59.697,1010223018235309,22.9,2023-01-19 00:54:05.216
19518,2023-01-19 00:54:08.687,1010223018235318,23.2,2023-01-19 00:54:14.186
19519,2023-01-19 00:54:17.766,1010223018235327,22.9,2023-01-19 00:54:23.226
19520,2023-01-19 00:54:44.566,1010223018235400,23.2,2023-01-19 00:54:50.105
19521,2023-01-19 00:55:02.486,1010223018235418,23.4,2023-01-19 00:55:07.936
19522,2023-01-19 00:55:11.516,1010223018235427,22.9,2023-01-19 00:55:16.994
19523,2023-01-19 00:55:29.415,1010223018235445,23.2,2023-01-19 00:55:34.895
19524,2023-01-19 00:55:56.174,1010223018235512,23.4,2023-01-19 00:56:01.714
19525,2023-01-19 00:56:14.214,1010223018235530,23.2,2023-01-19 00:56:19.703
19526,2023-01-19 00:56:32.035,1010223018235548,22.9,2023-01-19 00:56:37.545
19527,2023-01-19 00:56:41.075,1010223018235557,23.2,2023-01-19 00:56:46.515
19528,2023-01-19 00:56:50.015,1010223018235606,22.9,2023-01-19 00:56:55.543
19529,2023-01-19 00:56:58.924,1010223018235614,23.2,2023-01-19 00:57:04.424
19530,2023-01-19 00:57:07.934,1010223018235624,22.9,2023-01-19 00:57:13.394
19531,2023-01-19 00:57:25.823,1010223018235641,23.2,2023-01-19 00:57:31.312
19532,2023-01-19 00:58:10.624,1010223018235726,22.9,2023-01-19 00:58:16.184
19533,2023-01-19 00:58:28.664,1010223018235744,23.2,2023-01-19 00:58:34.092
19534,2023-01-19 00:58:37.573,1010223018235753,22.9,2023-01-19 00:58:43.062
19535,2023-01-19 00:58:55.372,1010223018235811,23.2,2023-01-19 00:59:00.822
19536,2023-01-19 00:59:04.342,1010223018235820,22.9,2023-01-19 00:59:09.851
19537,2023-01-19 00:59:13.312,1010223018235829,23.2,2023-01-19 00:59:18.822
19538,2023-01-19 00:59:40.342,1010223018235856,22.9,2023-01-19 00:59:45.792
19539,2023-01-19 00:59:49.262,1010223018235905,23.2,2023-01-19 00:59:54.762
19540,2023-01-19 01:00:34.032,1010223018235949,22.9,2023-01-19 01:00:39.542
19541,2023-01-19 01:00:51.891,1010223019000007,23.2,2023-01-19 01:00:57.311
19542,2023-01-19 01:01:08.701,1010223019000016,23.4,2023-01-19 01:01:14.210
19543,2023-01-19 01:01:19.551,1010223019000025,22.9,2023-01-19 01:01:24.990
19544,2023-01-19 01:01:28.450,1010223019000034,23.2,2023-01-19 01:01:33.950
19545,2023-01-19 01:01:55.341,1010223019000110,23.4,2023-01-19 01:02:00.740
19546,2023-01-19 01:02:04.341,1010223019000120,23.2,2023-01-19 01:02:09.779
19547,2023-01-19 01:02:13.391,1010223019000129,22.9,2023-01-19 01:02:18.839
19548,2023-01-19 01:02:22.359,1010223019000138,23.4,2023-01-19 01:02:27.789
19549,2023-01-19 01:02:31.279,1010223019000147,23.2,2023-01-19 01:02:36.819
19550,2023-01-19 01:02:40.369,1010223019000156,22.9,2023-01-19 01:02:45.868
19551,2023-01-19 01:02:58.359,1010223019000214,23.2,2023-01-19 01:03:03.789
19552,2023-01-19 01:03:16.160,1010223019000232,22.9,2023-01-19 01:03:21.720
19553,2023-01-19 01:03:25.099,1010223019000241,23.2,2023-01-19 01:03:30.589
19554,2023-01-19 01:04:00.828,1010223019000316,22.6,2023-01-19 01:04:06.267
19555,2023-01-19 01:04:09.688,1010223019000325,23.2,2023-01-19 01:04:15.148
19556,2023-01-19 01:04:27.459,1010223019000343,22.9,2023-01-19 01:04:32.918
19557,2023-01-19 01:04:36.499,1010223019000352,23.2,2023-01-19 01:04:41.937
19558,2023-01-19 01:04:45.358,1010223019000401,22.9,2023-01-19 01:04:50.917
19559,2023-01-19 01:04:54.388,1010223019000410,23.2,2023-01-19 01:04:59.878
19560,2023-01-19 01:05:21.328,1010223019000437,22.9,2023-01-19 01:05:26.828
19561,2023-01-19 01:05:30.257,1010223019000446,23.2,2023-01-19 01:05:35.796
19562,2023-01-19 01:06:33.365,1010223019000549,22.9,2023-01-19 01:06:38.835
19563,2023-01-19 01:06:42.186,1010223019000558,23.2,2023-01-19 01:06:47.714
19564,2023-01-19 01:07:18.036,1010223019000634,23.4,2023-01-19 01:07:23.545
19565,2023-01-19 01:07:35.924,1010223019000651,23.2,2023-01-19 01:07:41.473
19566,2023-01-19 01:07:44.894,1010223019000701,22.9,2023-01-19 01:07:50.355
19567,2023-01-19 01:07:53.855,1010223019000709,23.2,2023-01-19 01:07:59.394
19568,2023-01-19 01:08:02.855,1010223019000718,22.9,2023-01-19 01:08:08.354
19569,2023-01-19 01:08:11.805,1010223019000727,23.2,2023-01-19 01:08:17.305
19570,2023-01-19 01:08:20.753,1010223019000736,22.9,2023-01-19 01:08:26.273
19571,2023-01-19 01:08:56.384,1010223019000812,23.2,2023-01-19 01:09:01.963
19572,2023-01-19 01:09:05.243,1010223019000821,22.6,2023-01-19 01:09:10.684
19573,2023-01-19 01:09:14.084,1010223019000830,22.9,2023-01-19 01:09:19.552
19574,2023-01-19 01:09:41.124,1010223019000857,23.2,2023-01-19 01:09:46.594
19575,2023-01-19 01:09:50.114,1010223019000906,22.9,2023-01-19 01:09:55.642
19576,2023-01-19 01:09:59.043,1010223019000915,23.4,2023-01-19 01:10:04.523
19577,2023-01-19 01:10:08.033,1010223019000923,22.9,2023-01-19 01:10:13.553
19578,2023-01-19 01:10:16.874,1010223019000933,23.2,2023-01-19 01:10:22.354
19579,2023-01-19 01:10:25.914,1010223019000942,22.9,2023-01-19 01:10:31.404
19580,2023-01-19 01:10:34.924,1010223019000950,23.2,2023-01-19 01:10:40.433
19581,2023-01-19 01:12:07.052,1010223019001008,22.9,2023-01-19 01:12:12.513
19582,2023-01-19 01:12:38.173,1010223019001035,23.2,2023-01-19 01:12:43.632
19583,2023-01-19 01:12:46.273,1010223019001153,22.9,2023-01-19 01:12:51.792
19584,2023-01-19 01:13:11.872,1010223019001225,23.2,2023-01-19 01:13:17.403
19585,2023-01-19 01:13:20.711,1010223019001234,22.9,2023-01-19 01:13:26.200
19586,2023-01-19 01:13:47.532,1010223019001303,23.4,2023-01-19 01:13:53.002
19587,2023-01-19 01:13:56.611,1010223019001312,22.9,2023-01-19 01:14:02.042
19588,2023-01-19 01:14:05.641,1010223019001321,23.2,2023-01-19 01:14:11.161
19589,2023-01-19 01:14:14.671,1010223019001330,22.9,2023-01-19 01:14:20.201
19590,2023-01-19 01:14:23.661,1010223019001339,23.2,2023-01-19 01:14:29.161
19591,2023-01-19 01:14:32.611,1010223019001348,22.9,2023-01-19 01:14:38.121
19592,2023-01-19 01:14:41.471,1010223019001357,23.2,2023-01-19 01:14:46.921
19593,2023-01-19 01:14:50.351,1010223019001406,22.9,2023-01-19 01:14:55.890
19594,2023-01-19 01:14:59.280,1010223019001415,23.2,2023-01-19 01:15:04.690
19595,2023-01-19 01:15:17.180,1010223019001433,22.9,2023-01-19 01:15:22.690
19596,2023-01-19 01:15:26.141,1010223019001442,23.2,2023-01-19 01:15:31.561
19597,2023-01-19 01:15:34.990,1010223019001451,22.9,2023-01-19 01:15:40.440
19598,2023-01-19 01:15:52.901,1010223019001509,23.2,2023-01-19 01:15:58.359
19599,2023-01-19 01:16:01.921,1010223019001517,22.9,2023-01-19 01:16:07.411
19600,2023-01-19 01:16:46.349,1010223019001602,23.2,2023-01-19 01:16:51.809
19601,2023-01-19 01:16:55.410,1010223019001611,22.9,2023-01-19 01:17:00.918
19602,2023-01-19 01:17:04.299,1010223019001620,23.2,2023-01-19 01:17:09.799
19603,2023-01-19 01:17:13.269,1010223019001629,22.9,2023-01-19 01:17:18.668
19604,2023-01-19 01:17:22.239,1010223019001639,23.2,2023-01-19 01:17:27.729
19605,2023-01-19 01:17:58.138,1010223019001713,22.9,2023-01-19 01:18:03.628
19606,2023-01-19 01:18:16.049,1010223019001732,23.2,2023-01-19 01:18:21.568
19607,2023-01-19 01:19:27.667,1010223019001844,22.9,2023-01-19 01:19:33.088
19608,2023-01-19 01:19:36.588,1010223019001852,23.2,2023-01-19 01:19:42.048
19609,2023-01-19 01:20:03.536,1010223019001920,22.9,2023-01-19 01:20:09.075
19610,2023-01-19 01:20:12.556,1010223019001928,23.2,2023-01-19 01:20:18.046
19611,2023-01-19 01:21:33.075,1010223019002050,22.9,2023-01-19 01:21:38.526
19612,2023-01-19 01:22:00.016,1010223019002116,23.4,2023-01-19 01:22:05.484
19613,2023-01-19 01:22:09.055,1010223019002125,22.9,2023-01-19 01:22:14.536
19614,2023-01-19 01:22:17.986,1010223019002134,23.2,2023-01-19 01:22:23.484
19615,2023-01-19 01:22:26.956,1010223019002143,22.9,2023-01-19 01:22:32.375
19616,2023-01-19 01:23:02.494,1010223019002219,23.2,2023-01-19 01:23:07.964
19617,2023-01-19 01:23:11.505,1010223019002228,22.9,2023-01-19 01:23:17.005
19618,2023-01-19 01:23:29.474,1010223019002246,23.2,2023-01-19 01:23:34.924
19619,2023-01-19 01:23:38.414,1010223019002255,22.9,2023-01-19 01:23:43.974
19620,2023-01-19 01:23:47.394,1010223019002304,23.2,2023-01-19 01:23:52.933
19621,2023-01-19 01:23:56.364,1010223019002313,23.4,2023-01-19 01:24:01.882
19622,2023-01-19 01:24:14.354,1010223019002331,22.9,2023-01-19 01:24:19.812
19623,2023-01-19 01:24:23.443,1010223019002340,23.2,2023-01-19 01:24:28.923
19624,2023-01-19 01:24:41.362,1010223019002357,22.9,2023-01-19 01:24:46.773
19625,2023-01-19 01:24:50.332,1010223019002407,23.2,2023-01-19 01:24:55.802
19626,2023-01-19 01:24:59.312,1010223019002416,22.9,2023-01-19 01:25:04.861
19627,2023-01-19 01:25:26.161,1010223019002443,23.2,2023-01-19 01:25:31.641
19628,2023-01-19 01:25:35.191,1010223019002451,22.9,2023-01-19 01:25:40.691
19629,2023-01-19 01:25:44.062,1010223019002500,23.4,2023-01-19 01:25:49.561
19630,2023-01-19 01:25:52.992,1010223019002509,22.9,2023-01-19 01:25:58.451
19631,2023-01-19 01:26:01.861,1010223019002518,23.2,2023-01-19 01:26:07.331
19632,2023-01-19 01:26:28.760,1010223019002545,22.9,2023-01-19 01:26:34.210
19633,2023-01-19 01:26:37.661,1010223019002554,23.2,2023-01-19 01:26:43.171
19634,2023-01-19 01:27:04.190,1010223019002621,22.9,2023-01-19 01:27:09.730
19635,2023-01-19 01:27:22.170,1010223019002639,23.2,2023-01-19 01:27:27.640
19636,2023-01-19 01:27:40.069,1010223019002657,22.9,2023-01-19 01:27:45.569
19637,2023-01-19 01:27:48.990,1010223019002705,23.2,2023-01-19 01:27:54.447
19638,2023-01-19 01:27:57.938,1010223019002714,22.9,2023-01-19 01:28:03.407
19639,2023-01-19 01:28:06.848,1010223019002723,23.2,2023-01-19 01:28:12.278
19640,2023-01-19 01:28:15.828,1010223019002732,22.9,2023-01-19 01:28:21.328
19641,2023-01-19 01:28:42.969,1010223019002759,23.2,2023-01-19 01:28:48.448
19642,2023-01-19 01:29:00.918,1010223019002817,22.9,2023-01-19 01:29:06.459
19643,2023-01-19 01:29:09.908,1010223019002826,23.4,2023-01-19 01:29:15.408
19644,2023-01-19 01:29:18.848,1010223019002835,22.9,2023-01-19 01:29:24.368
19645,2023-01-19 01:29:27.757,1010223019002844,23.2,2023-01-19 01:29:33.257
19646,2023-01-19 01:29:45.657,1010223019002902,22.9,2023-01-19 01:29:51.167
19647,2023-01-19 01:29:54.548,1010223019002911,23.2,2023-01-19 01:29:59.977
19648,2023-01-19 01:30:03.358,1010223019002920,22.9,2023-01-19 01:30:08.848
19649,2023-01-19 01:30:21.187,1010223019002938,23.2,2023-01-19 01:30:26.615
19650,2023-01-19 01:30:48.066,1010223019003020,23.4,2023-01-19 01:30:53.486
19651,2023-01-19 01:30:56.967,1010123019003025,23.2,2023-01-19 01:31:02.446
19652,2023-01-19 01:31:23.796,1010123019003041,22.9,2023-01-19 01:31:29.336
19653,2023-01-19 01:31:32.796,1010123019003048,23.2,2023-01-19 01:31:38.216
19654,2023-01-19 01:31:50.776,1010123019003106,22.9,2023-01-19 01:31:56.216
19655,2023-01-19 01:31:59.665,1010123019003115,23.4,2023-01-19 01:32:05.085
19656,2023-01-19 01:32:08.645,1010123019003124,23.2,2023-01-19 01:32:14.134
19657,2023-01-19 01:32:26.405,1010123019003142,22.9,2023-01-19 01:32:31.895
19658,2023-01-19 01:32:35.395,1010123019003151,23.2,2023-01-19 01:32:40.845
19659,2023-01-19 01:32:44.286,1010123019003200,22.9,2023-01-19 01:32:49.815
19660,2023-01-19 01:33:10.956,1010123019003227,23.2,2023-01-19 01:33:16.385
19661,2023-01-19 01:33:28.904,1010123019003245,22.9,2023-01-19 01:33:34.364
19662,2023-01-19 01:33:37.825,1010123019003253,23.2,2023-01-19 01:33:43.323
19663,2023-01-19 01:34:13.494,1010123019003329,22.9,2023-01-19 01:34:18.934
19664,2023-01-19 01:34:22.354,1010123019003338,23.2,2023-01-19 01:34:27.884
19665,2023-01-19 01:34:49.233,1010123019003405,22.9,2023-01-19 01:34:54.783
19666,2023-01-19 01:34:58.174,1010123019003414,23.4,2023-01-19 01:35:03.654
19667,2023-01-19 01:35:07.063,1010123019003422,23.2,2023-01-19 01:35:12.553
19668,2023-01-19 01:35:25.223,1010123019003440,23.4,2023-01-19 01:35:30.622
19669,2023-01-19 01:35:34.293,1010123019003449,23.2,2023-01-19 01:35:39.743
19670,2023-01-19 01:35:52.082,1010123019003507,22.9,2023-01-19 01:35:57.572
19671,2023-01-19 01:36:18.923,1010123019003534,23.2,2023-01-19 01:36:24.371
19672,2023-01-19 01:36:27.743,1010123019003543,22.9,2023-01-19 01:36:33.181
19673,2023-01-19 01:36:36.602,1010123019003552,23.2,2023-01-19 01:36:42.062
19674,2023-01-19 01:36:54.661,1010123019003610,22.9,2023-01-19 01:37:00.131
19675,2023-01-19 01:37:03.601,1010123019003619,23.2,2023-01-19 01:37:09.091
19676,2023-01-19 01:37:21.441,1010123019003637,23.7,2023-01-19 01:37:26.940
19677,2023-01-19 01:37:30.431,1010123019003646,23.2,2023-01-19 01:37:35.901
19678,2023-01-19 01:37:39.371,1010123019003655,23.4,2023-01-19 01:37:44.861
19679,2023-01-19 01:37:48.542,1010123019003704,22.9,2023-01-19 01:37:53.982
19680,2023-01-19 01:38:06.361,1010123019003722,23.2,2023-01-19 01:38:11.901
19681,2023-01-19 01:38:15.361,1010123019003731,22.9,2023-01-19 01:38:20.869
19682,2023-01-19 01:38:24.341,1010123019003739,23.2,2023-01-19 01:38:29.819
19683,2023-01-19 01:38:33.171,1010123019003748,22.9,2023-01-19 01:38:38.619
19684,2023-01-19 01:38:42.091,1010123019003758,23.2,2023-01-19 01:38:47.500
19685,2023-01-19 01:39:09.101,1010123019003824,22.9,2023-01-19 01:39:14.630
19686,2023-01-19 01:39:35.980,1010123019003851,23.2,2023-01-19 01:39:41.500
19687,2023-01-19 01:39:45.000,1010123019003900,22.9,2023-01-19 01:39:50.539
19688,2023-01-19 01:39:53.890,1010123019003909,23.2,2023-01-19 01:39:59.430
19689,2023-01-19 01:40:20.529,1010123019003936,22.9,2023-01-19 01:40:26.059
19690,2023-01-19 01:40:29.390,1010123019003945,23.2,2023-01-19 01:40:34.928
19691,2023-01-19 01:41:23.448,1010123019004039,22.9,2023-01-19 01:41:28.938
19692,2023-01-19 01:41:41.239,1010123019004057,23.2,2023-01-19 01:41:46.788
19693,2023-01-19 01:42:16.928,1010123019004133,22.9,2023-01-19 01:42:22.447
19694,2023-01-19 01:42:25.888,1010123019004141,23.4,2023-01-19 01:42:31.417
19695,2023-01-19 01:42:34.878,1010123019004150,22.9,2023-01-19 01:42:40.378
19696,2023-01-19 01:42:43.858,1010123019004159,23.2,2023-01-19 01:42:49.266
19697,2023-01-19 01:43:19.538,1010123019004235,23.4,2023-01-19 01:43:24.947
19698,2023-01-19 01:43:28.526,1010123019004244,23.2,2023-01-19 01:43:33.986
19699,2023-01-19 01:43:55.615,1010123019004311,22.9,2023-01-19 01:44:01.115
19700,2023-01-19 01:44:04.516,1010123019004320,23.2,2023-01-19 01:44:10.065
19701,2023-01-19 01:44:31.595,1010123019004346,22.9,2023-01-19 01:44:37.095
19702,2023-01-19 01:44:40.456,1010123019004356,23.4,2023-01-19 01:44:45.905
19703,2023-01-19 01:44:49.476,1010123019004405,22.9,2023-01-19 01:44:54.944
19704,2023-01-19 01:44:58.434,1010123019004414,23.2,2023-01-19 01:45:03.894
19705,2023-01-19 01:45:16.394,1010123019004432,23.4,2023-01-19 01:45:21.904
19706,2023-01-19 01:45:25.464,1010123019004441,23.2,2023-01-19 01:45:30.954
19707,2023-01-19 01:45:34.384,1010123019004450,22.9,2023-01-19 01:45:39.904
19708,2023-01-19 01:45:43.305,1010123019004459,23.2,2023-01-19 01:45:48.714
19709,2023-01-19 01:45:52.094,1010123019004508,22.9,2023-01-19 01:45:57.584
19710,2023-01-19 01:46:00.993,1010123019004517,23.2,2023-01-19 01:46:06.543
19711,2023-01-19 01:46:10.003,1010123019004526,22.9,2023-01-19 01:46:15.503
19712,2023-01-19 01:46:27.884,1010123019004543,23.2,2023-01-19 01:46:33.332
19713,2023-01-19 01:46:36.844,1010123019004552,22.9,2023-01-19 01:46:42.384
19714,2023-01-19 01:46:45.793,1010123019004601,23.2,2023-01-19 01:46:51.253
19715,2023-01-19 01:47:03.733,1010123019004619,22.9,2023-01-19 01:47:09.181
19716,2023-01-19 01:47:30.512,1010123019004646,23.2,2023-01-19 01:47:35.980
19717,2023-01-19 01:47:48.461,1010123019004704,22.6,2023-01-19 01:47:53.980
19718,2023-01-19 01:47:57.512,1010123019004713,23.2,2023-01-19 01:48:03.032
19719,2023-01-19 01:48:42.091,1010123019004758,23.4,2023-01-19 01:48:47.579
19720,2023-01-19 01:48:51.220,1010123019004807,23.2,2023-01-19 01:48:56.710
19721,2023-01-19 01:49:18.171,1010123019004834,22.9,2023-01-19 01:49:23.668
19722,2023-01-19 01:49:44.940,1010123019004900,23.2,2023-01-19 01:49:50.459
19723,2023-01-19 01:50:03.000,1010123019004918,22.9,2023-01-19 01:50:08.470
19724,2023-01-19 01:50:20.809,1010123019004936,23.2,2023-01-19 01:50:26.309
19725,2023-01-19 01:50:29.819,1010123019004945,22.9,2023-01-19 01:50:35.348
19726,2023-01-19 01:50:38.678,1010123019004954,23.2,2023-01-19 01:50:44.229
19727,2023-01-19 01:50:56.437,1010123019005012,22.9,2023-01-19 01:51:01.897
19728,2023-01-19 01:51:14.267,1010123019005030,23.2,2023-01-19 01:51:19.747
19729,2023-01-19 01:51:32.128,1010123019005048,22.9,2023-01-19 01:51:37.596
19730,2023-01-19 01:51:41.028,1010123019005057,23.2,2023-01-19 01:51:46.558
19731,2023-01-19 01:52:16.907,1010123019005132,22.9,2023-01-19 01:52:22.387
19732,2023-01-19 01:52:25.816,1010123019005141,23.2,2023-01-19 01:52:31.346
19733,2023-01-19 01:52:34.917,1010123019005150,22.9,2023-01-19 01:52:40.387
19734,2023-01-19 01:52:52.805,1010123019005208,23.2,2023-01-19 01:52:58.236
19735,2023-01-19 01:53:10.736,1010123019005226,22.9,2023-01-19 01:53:16.234
19736,2023-01-19 01:53:19.595,1010123019005235,23.4,2023-01-19 01:53:25.035
19737,2023-01-19 01:53:37.676,1010123019005253,23.2,2023-01-19 01:53:43.115
19738,2023-01-19 01:54:13.464,1010123019005329,22.9,2023-01-19 01:54:18.874
19739,2023-01-19 01:54:22.334,1010123019005338,23.2,2023-01-19 01:54:27.834
19740,2023-01-19 01:54:58.364,1010123019005414,23.4,2023-01-19 01:55:03.832
19741,2023-01-19 01:55:07.334,1010123019005423,23.2,2023-01-19 01:55:12.792
19742,2023-01-19 01:55:16.334,1010123019005432,22.9,2023-01-19 01:55:21.832
19743,2023-01-19 01:55:25.302,1010123019005440,23.2,2023-01-19 01:55:30.792
19744,2023-01-19 01:55:52.193,1010123019005508,23.4,2023-01-19 01:55:57.671
19745,2023-01-19 01:56:10.132,1010123019005526,22.9,2023-01-19 01:56:15.592
19746,2023-01-19 01:56:19.173,1010123019005534,23.2,2023-01-19 01:56:24.710
19747,2023-01-19 01:56:28.141,1010123019005544,22.9,2023-01-19 01:56:33.671
19748,2023-01-19 01:56:37.012,1010123019005552,23.2,2023-01-19 01:56:42.480
19749,2023-01-19 01:56:45.961,1010123019005601,22.9,2023-01-19 01:56:51.361
19750,2023-01-19 01:56:54.861,1010123019005610,23.2,2023-01-19 01:57:00.312
19751,2023-01-19 01:57:57.831,1010123019005713,22.9,2023-01-19 01:58:03.349
19752,2023-01-19 01:58:06.821,1010123019005722,23.4,2023-01-19 01:58:12.240
19753,2023-01-19 01:58:15.851,1010123019005731,23.2,2023-01-19 01:58:21.279
19754,2023-01-19 01:58:24.859,1010123019005740,22.9,2023-01-19 01:58:30.319
19755,2023-01-19 01:58:33.670,1010123019005749,23.4,2023-01-19 01:58:39.190
19756,2023-01-19 01:58:42.619,1010123019005758,23.2,2023-01-19 01:58:48.160
19757,2023-01-19 01:59:36.640,1010123019005852,22.9,2023-01-19 01:59:42.160
19758,2023-01-19 01:59:54.529,1010123019005910,23.4,2023-01-19 02:00:00.009
19759,2023-01-19 02:00:03.588,1010123019005919,23.2,2023-01-19 02:00:09.118
19760,2023-01-19 02:00:12.428,1010123019005928,22.9,2023-01-19 02:00:17.917
19761,2023-01-19 02:00:21.338,1010123019005937,23.2,2023-01-19 02:00:26.799
19762,2023-01-19 02:00:48.088,1010123019010004,22.9,2023-01-19 02:00:53.588
19763,2023-01-19 02:01:05.907,1010123019010022,23.2,2023-01-19 02:01:11.417
