,time,TraceabilityCode,PressForceValueFL,time.value
15970,2023-01-17 20:27:22.380,1010223017192632,6.4,2023-01-17 20:27:27.328
15971,2023-01-17 20:28:51.729,1010223017192741,6.1,2023-01-17 20:28:56.608
15972,2023-01-17 20:29:01.198,1010223017192748,6.4,2023-01-17 20:29:06.207
15973,2023-01-17 20:30:54.007,1010223017192802,6.1,2023-01-17 20:30:58.907
15974,2023-01-17 20:31:01.727,1010223017192849,6.4,2023-01-17 20:31:06.586
15975,2023-01-17 20:32:32.976,1010223017193145,6.1,2023-01-17 20:32:37.884
15976,2023-01-17 20:32:42.496,1010223017193153,6.4,2023-01-17 20:32:47.414
15977,2023-01-17 20:32:52.256,1010223017193202,6.6,2023-01-17 20:32:57.164
15978,2023-01-17 20:33:02.716,1010223017193213,6.4,2023-01-17 20:33:07.724
15979,2023-01-17 20:34:11.484,1010223017193322,6.6,2023-01-17 20:34:16.454
15980,2023-01-17 20:34:21.244,1010223017193332,6.4,2023-01-17 20:34:26.214
15981,2023-01-17 20:40:28.407,1010223017193807,6.1,2023-01-17 20:40:33.326
15982,2023-01-17 20:40:36.967,1010223017193823,6.4,2023-01-17 20:40:41.976
15983,2023-01-17 20:40:58.638,1010223017193838,6.1,2023-01-17 20:41:03.576
15984,2023-01-17 20:41:07.898,1010223017193854,6.4,2023-01-17 20:41:12.788
15985,2023-01-17 20:41:19.098,1010223017194026,6.1,2023-01-17 20:41:24.058
15986,2023-01-17 20:41:37.657,1010223017194053,6.4,2023-01-17 20:41:42.536
15987,2023-01-17 20:47:03.463,1010223017194126,5.8,2023-01-17 20:47:08.392
15988,2023-01-17 20:47:39.653,1010223017194141,6.1,2023-01-17 20:47:44.552
15989,2023-01-17 20:49:14.690,1010223017194706,6.4,2023-01-17 20:49:19.660
15990,2023-01-17 20:49:58.811,1010223017194844,6.1,2023-01-17 20:50:03.750
15991,2023-01-17 20:50:09.321,1010223017194901,6.4,2023-01-17 20:50:14.220
15992,2023-01-17 20:50:28.571,1010223017194915,6.1,2023-01-17 20:50:33.509
15993,2023-01-17 20:50:39.260,1010223017194935,6.4,2023-01-17 20:50:44.148
15994,2023-01-17 20:52:07.640,1010223017195124,6.1,2023-01-17 20:52:12.628
15995,2023-01-17 20:52:17.509,1010223017195140,6.4,2023-01-17 20:52:22.467
15996,2023-01-17 20:52:38.009,1010223017195155,6.1,2023-01-17 20:52:42.947
15997,2023-01-17 20:53:26.628,1010223017195240,6.4,2023-01-17 20:53:31.598
15998,2023-01-17 20:54:06.138,1010223017195330,6.1,2023-01-17 20:54:11.118
15999,2023-01-17 20:54:16.098,1010223017195346,6.4,2023-01-17 20:54:21.028
16000,2023-01-17 20:54:36.507,1010223017195409,6.1,2023-01-17 20:54:41.437
16001,2023-01-17 20:54:45.836,1010223017195417,6.4,2023-01-17 20:54:50.786
16002,2023-01-17 20:55:22.266,1010223017195456,6.6,2023-01-17 20:55:27.276
16003,2023-01-17 20:55:31.006,1010223017195504,6.4,2023-01-17 20:55:35.915
16004,2023-01-17 20:55:44.496,1010223017195520,6.1,2023-01-17 20:55:49.436
16005,2023-01-17 20:55:53.165,1010223017195527,6.4,2023-01-17 20:55:58.075
16006,2023-01-17 20:56:08.165,1010223017195543,6.1,2023-01-17 20:56:13.115
16007,2023-01-17 20:56:16.996,1010223017195550,6.4,2023-01-17 20:56:21.914
16008,2023-01-17 20:56:55.255,1010223017195630,6.1,2023-01-17 20:57:00.244
16009,2023-01-17 20:57:04.105,1010223017195637,6.4,2023-01-17 20:57:09.023
16010,2023-01-17 20:58:52.703,1010223017195827,6.1,2023-01-17 20:58:57.592
16011,2023-01-17 20:59:01.352,1010223017195835,6.4,2023-01-17 20:59:06.312
16012,2023-01-17 20:59:16.082,1010223017195851,6.6,2023-01-17 20:59:21.121
16013,2023-01-17 20:59:24.742,1010223017195858,6.4,2023-01-17 20:59:29.750
16014,2023-01-17 20:59:39.701,1010223017195915,6.1,2023-01-17 20:59:44.651
16015,2023-01-17 20:59:48.342,1010223017195922,6.4,2023-01-17 20:59:53.270
16016,2023-01-17 21:00:10.792,1010223017195946,6.1,2023-01-17 21:00:15.759
16017,2023-01-17 21:00:19.430,1010223017195953,6.4,2023-01-17 21:00:24.380
16018,2023-01-17 21:00:27.460,1010223017200000,6.1,2023-01-17 21:00:32.390
16019,2023-01-17 21:00:41.520,1010223017200016,6.4,2023-01-17 21:00:46.480
16020,2023-01-17 21:01:13.579,1010223017200047,6.1,2023-01-17 21:01:18.539
16021,2023-01-17 21:01:28.730,1010223017200104,6.4,2023-01-17 21:01:33.690
16022,2023-01-17 21:02:47.378,1010223017200220,6.6,2023-01-17 21:02:52.318
16023,2023-01-17 21:02:55.437,1010223017200228,6.4,2023-01-17 21:03:00.388
16024,2023-01-17 21:03:32.358,1010223017200308,6.1,2023-01-17 21:03:37.299
16025,2023-01-17 21:03:49.197,1010223017200322,6.4,2023-01-17 21:03:54.157
16026,2023-01-17 21:04:19.298,1010223017200354,6.6,2023-01-17 21:04:24.328
16027,2023-01-17 21:04:28.207,1010223017200402,6.4,2023-01-17 21:04:33.128
16028,2023-01-17 21:04:36.217,1010223017200409,6.1,2023-01-17 21:04:41.107
16029,2023-01-17 21:04:44.217,1010223017200417,6.4,2023-01-17 21:04:49.197
16030,2023-01-17 21:06:03.637,1010223017200424,6.1,2023-01-17 21:06:08.576
16031,2023-01-17 21:06:12.417,1010223017200440,6.4,2023-01-17 21:06:17.446
16032,2023-01-17 21:07:39.805,1010223017200520,6.1,2023-01-17 21:07:44.813
16033,2023-01-17 21:08:15.934,1010223017200616,6.6,2023-01-17 21:08:20.964
16034,2023-01-17 21:08:23.914,1010223017200739,6.1,2023-01-17 21:08:28.884
16035,2023-01-17 21:08:40.134,1010223017200757,6.6,2023-01-17 21:08:45.124
16036,2023-01-17 21:08:48.154,1010223017200810,6.4,2023-01-17 21:08:53.114
16037,2023-01-17 21:09:12.174,1010223017200836,6.1,2023-01-17 21:09:17.114
16038,2023-01-17 21:09:20.303,1010223017200844,6.4,2023-01-17 21:09:25.273
16039,2023-01-17 21:09:29.813,1010223017200852,6.6,2023-01-17 21:09:34.802
16040,2023-01-17 21:09:39.823,1010223017200900,6.4,2023-01-17 21:09:44.803
16041,2023-01-17 21:11:48.151,1010223017201058,6.1,2023-01-17 21:11:53.051
16042,2023-01-17 21:11:58.592,1010223017201108,6.4,2023-01-17 21:12:03.611
16043,2023-01-17 21:14:31.619,1010223017201138,6.1,2023-01-17 21:14:36.579
16044,2023-01-17 21:15:01.140,1010223017201208,6.4,2023-01-17 21:15:06.089
16045,2023-01-17 21:15:11.130,1010223017201218,6.1,2023-01-17 21:15:15.999
16046,2023-01-17 21:16:10.198,1010223017201521,6.4,2023-01-17 21:16:15.207
16047,2023-01-17 21:17:09.467,1010223017201620,6.1,2023-01-17 21:17:14.397
16048,2023-01-17 21:17:19.937,1010223017201630,6.4,2023-01-17 21:17:24.966
16049,2023-01-17 21:17:29.566,1010223017201640,6.1,2023-01-17 21:17:34.486
16050,2023-01-17 21:17:39.506,1010223017201650,6.4,2023-01-17 21:17:44.476
16051,2023-01-17 21:18:09.236,1010223017201719,6.6,2023-01-17 21:18:14.244
16052,2023-01-17 21:18:19.085,1010223017201729,6.4,2023-01-17 21:18:24.015
16053,2023-01-17 21:19:18.664,1010223017201829,6.1,2023-01-17 21:19:23.694
16054,2023-01-17 21:19:28.025,1010223017201839,6.4,2023-01-17 21:19:32.973
16055,2023-01-17 21:19:37.855,1010223017201848,6.1,2023-01-17 21:19:42.813
16056,2023-01-17 21:19:48.453,1010223017201858,6.4,2023-01-17 21:19:53.453
16057,2023-01-17 21:20:17.563,1010223017201928,6.1,2023-01-17 21:20:22.483
16058,2023-01-17 21:20:37.904,1010223017201947,6.4,2023-01-17 21:20:42.892
16059,2023-01-17 21:22:46.062,1010223017202157,6.1,2023-01-17 21:22:50.982
16060,2023-01-17 21:22:56.631,1010223017202206,6.4,2023-01-17 21:23:01.530
16061,2023-01-17 21:23:05.891,1010223017202216,6.1,2023-01-17 21:23:10.802
16062,2023-01-17 21:23:25.891,1010223017202236,6.4,2023-01-17 21:23:30.891
16063,2023-01-17 21:23:46.180,1010223017202256,6.1,2023-01-17 21:23:51.130
16064,2023-01-17 21:23:55.450,1010223017202306,6.4,2023-01-17 21:24:00.410
16065,2023-01-17 21:24:05.141,1010223017202316,6.1,2023-01-17 21:24:10.180
16066,2023-01-17 21:24:15.730,1010223017202325,6.4,2023-01-17 21:24:20.740
16067,2023-01-17 21:24:25.131,1010223017202336,6.1,2023-01-17 21:24:30.091
16068,2023-01-17 21:24:35.770,1010223017202345,6.4,2023-01-17 21:24:40.651
16069,2023-01-17 21:27:13.438,1010223017202623,6.1,2023-01-17 21:27:18.338
16070,2023-01-17 21:27:23.158,1010223017202634,6.4,2023-01-17 21:27:28.098
16071,2023-01-17 21:27:52.798,1010223017202703,6.6,2023-01-17 21:27:57.778
16072,2023-01-17 21:28:02.677,1010223017202713,6.1,2023-01-17 21:28:07.627
16073,2023-01-17 21:28:22.398,1010223017202733,6.4,2023-01-17 21:28:27.377
16074,2023-01-17 21:30:33.496,1010223017202803,5.8,2023-01-17 21:30:38.515
16075,2023-01-17 21:30:41.335,1010223017202812,6.4,2023-01-17 21:30:46.255
16076,2023-01-17 21:31:10.706,1010223017202842,6.1,2023-01-17 21:31:15.703
16077,2023-01-17 21:31:30.394,1010223017202902,6.4,2023-01-17 21:31:35.295
16078,2023-01-17 21:32:20.755,1010223017203130,6.1,2023-01-17 21:32:25.703
16079,2023-01-17 21:32:30.025,1010223017203140,6.4,2023-01-17 21:32:34.983
16080,2023-01-17 21:33:29.894,1010223017203240,6.1,2023-01-17 21:33:34.903
16081,2023-01-17 21:33:49.924,1010223017203259,6.4,2023-01-17 21:33:54.832
16082,2023-01-17 21:35:57.982,1010223017203508,6.1,2023-01-17 21:36:02.901
16083,2023-01-17 21:36:17.970,1010223017203528,6.4,2023-01-17 21:36:22.990
16084,2023-01-17 21:36:47.010,1010223017203602,6.1,2023-01-17 21:36:51.950
16085,2023-01-17 21:37:06.780,1010223017203618,6.4,2023-01-17 21:37:11.700
16086,2023-01-17 21:38:26.239,1010223017203736,6.1,2023-01-17 21:38:31.148
16087,2023-01-17 21:38:35.457,1010223017203746,6.4,2023-01-17 21:38:40.417
16088,2023-01-17 21:38:45.957,1010223017203756,6.1,2023-01-17 21:38:50.986
16089,2023-01-17 21:38:55.278,1010223017203805,6.4,2023-01-17 21:39:00.267
16090,2023-01-17 21:40:04.627,1010223017203915,6.1,2023-01-17 21:40:09.555
16091,2023-01-17 21:40:14.556,1010223017203925,6.4,2023-01-17 21:40:19.466
16092,2023-01-17 21:40:44.686,1010223017203954,6.1,2023-01-17 21:40:49.635
16093,2023-01-17 21:41:03.815,1010223017204014,6.4,2023-01-17 21:41:08.825
16094,2023-01-17 21:41:14.315,1010223017204024,6.6,2023-01-17 21:41:19.305
16095,2023-01-17 21:41:23.746,1010223017204034,6.4,2023-01-17 21:41:28.664
16096,2023-01-17 21:41:43.516,1010223017204101,6.1,2023-01-17 21:41:48.424
16097,2023-01-17 21:42:03.684,1010223017204116,6.4,2023-01-17 21:42:08.674
16098,2023-01-17 21:42:13.115,1010223017204123,6.1,2023-01-17 21:42:18.025
16099,2023-01-17 21:42:22.884,1010223017204134,6.4,2023-01-17 21:42:27.855
16100,2023-01-17 21:42:42.714,1010223017204153,6.1,2023-01-17 21:42:47.625
16101,2023-01-17 21:43:03.035,1010223017204213,6.4,2023-01-17 21:43:07.964
16102,2023-01-17 21:43:22.293,1010223017204233,6.1,2023-01-17 21:43:27.233
16103,2023-01-17 21:43:32.753,1010223017204242,6.4,2023-01-17 21:43:37.802
16104,2023-01-17 21:43:52.654,1010223017204302,6.1,2023-01-17 21:43:57.642
16105,2023-01-17 21:44:01.803,1010223017204312,6.6,2023-01-17 21:44:06.823
16106,2023-01-17 21:44:11.723,1010223017204323,6.4,2023-01-17 21:44:16.673
16107,2023-01-17 21:45:21.072,1010223017204431,6.1,2023-01-17 21:45:26.032
16108,2023-01-17 21:45:30.943,1010223017204442,6.4,2023-01-17 21:45:35.872
16109,2023-01-17 21:48:42.759,1010123017204815,6.1,2023-01-17 21:48:47.680
16110,2023-01-17 21:48:50.890,1010123017204823,6.4,2023-01-17 21:48:55.868
16111,2023-01-17 21:49:23.089,1010123017204852,6.6,2023-01-17 21:49:28.029
16112,2023-01-17 21:50:08.539,1010123017204929,6.4,2023-01-17 21:50:13.477
16113,2023-01-17 21:51:57.457,1010123017205108,6.1,2023-01-17 21:52:02.357
16114,2023-01-17 21:52:07.917,1010123017205117,6.4,2023-01-17 21:52:12.927
16115,2023-01-17 21:54:06.815,1010123017205316,6.1,2023-01-17 21:54:11.805
16116,2023-01-17 21:54:16.026,1010123017205326,6.4,2023-01-17 21:54:20.926
16117,2023-01-17 21:54:35.615,1010123017205346,6.1,2023-01-17 21:54:40.515
16118,2023-01-17 21:54:55.164,1010123017205409,6.4,2023-01-17 21:55:00.125
16119,2023-01-17 21:55:05.924,1010123017205416,6.1,2023-01-17 21:55:10.845
16120,2023-01-17 21:55:15.144,1010123017205426,6.4,2023-01-17 21:55:20.115
16121,2023-01-17 21:56:37.233,1010123017205545,6.6,2023-01-17 21:56:42.213
16122,2023-01-17 21:56:45.823,1010123017205554,6.4,2023-01-17 21:56:50.763
16123,2023-01-17 21:58:32.983,1010123017205744,6.1,2023-01-17 21:58:37.963
16124,2023-01-17 21:58:43.003,1010123017205753,6.4,2023-01-17 21:58:47.960
16125,2023-01-17 21:59:05.512,1010123017205813,6.1,2023-01-17 21:59:10.530
16126,2023-01-17 21:59:14.131,1010123017205823,6.4,2023-01-17 21:59:19.171
16127,2023-01-17 22:01:11.778,1010123017210022,6.1,2023-01-17 22:01:16.687
16128,2023-01-17 22:01:21.007,1010123017210031,6.4,2023-01-17 22:01:26.046
16129,2023-01-17 22:02:10.278,1010123017210121,6.6,2023-01-17 22:02:15.236
16130,2023-01-17 22:02:20.897,1010123017210131,6.4,2023-01-17 22:02:25.895
16131,2023-01-17 22:03:00.447,1010123017210211,6.1,2023-01-17 22:03:05.345
16132,2023-01-17 22:03:09.536,1010123017210220,6.4,2023-01-17 22:03:14.446
16133,2023-01-17 22:03:39.405,1010123017210250,6.1,2023-01-17 22:03:44.365
16134,2023-01-17 22:03:49.115,1010123017210259,6.4,2023-01-17 22:03:54.125
16135,2023-01-17 22:05:08.684,1010123017210418,6.1,2023-01-17 22:05:13.654
16136,2023-01-17 22:05:17.894,1010123017210429,6.4,2023-01-17 22:05:22.934
16137,2023-01-17 22:07:06.601,1010123017210617,6.6,2023-01-17 22:07:11.561
16138,2023-01-17 22:07:16.589,1010123017210627,6.4,2023-01-17 22:07:21.559
16139,2023-01-17 22:08:35.497,1010123017210746,6.1,2023-01-17 22:08:40.528
16140,2023-01-17 22:08:45.506,1010123017210756,6.4,2023-01-17 22:08:50.446
16141,2023-01-17 22:09:05.786,1010123017210816,6.1,2023-01-17 22:09:10.776
16142,2023-01-17 22:09:14.996,1010123017210826,6.4,2023-01-17 22:09:19.963
16143,2023-01-17 22:11:33.961,1010123017211044,6.1,2023-01-17 22:11:38.930
16144,2023-01-17 22:11:43.832,1010123017211054,6.4,2023-01-17 22:11:48.772
16145,2023-01-17 22:12:14.072,1010123017211124,6.1,2023-01-17 22:12:19.010
16146,2023-01-17 22:12:23.361,1010123017211133,6.4,2023-01-17 22:12:28.289
16147,2023-01-17 22:13:33.519,1010123017211243,6.1,2023-01-17 22:13:38.438
16148,2023-01-17 22:13:42.789,1010123017211253,6.4,2023-01-17 22:13:47.727
16149,2023-01-17 22:16:11.375,1010123017211521,6.1,2023-01-17 22:16:16.367
16150,2023-01-17 22:16:40.877,1010123017211551,6.4,2023-01-17 22:16:45.796
16151,2023-01-17 22:16:50.815,1010123017211601,6.1,2023-01-17 22:16:55.736
16152,2023-01-17 22:17:01.266,1010123017211612,6.4,2023-01-17 22:17:06.216
16153,2023-01-17 22:17:10.736,1010123017211621,6.1,2023-01-17 22:17:15.645
16154,2023-01-17 22:17:20.466,1010123017211631,6.4,2023-01-17 22:17:25.415
16155,2023-01-17 22:17:40.176,1010123017211651,6.1,2023-01-17 22:17:45.085
16156,2023-01-17 22:17:50.025,1010123017211700,6.4,2023-01-17 22:17:54.924
16157,2023-01-17 22:18:00.454,1010123017211710,6.1,2023-01-17 22:18:05.414
16158,2023-01-17 22:18:09.865,1010123017211721,6.4,2023-01-17 22:18:14.855
16159,2023-01-17 22:18:40.065,1010123017211750,6.1,2023-01-17 22:18:45.085
16160,2023-01-17 22:18:49.493,1010123017211800,6.4,2023-01-17 22:18:54.372
16161,2023-01-17 22:19:58.513,1010123017211909,6.1,2023-01-17 22:20:03.413
16162,2023-01-17 22:20:08.882,1010123017211919,6.4,2023-01-17 22:20:13.882
16163,2023-01-17 22:21:07.611,1010123017212018,6.1,2023-01-17 22:21:12.522
16164,2023-01-17 22:21:18.081,1010123017212028,6.4,2023-01-17 22:21:23.020
16165,2023-01-17 22:21:37.430,1010123017212048,6.1,2023-01-17 22:21:42.361
16166,2023-01-17 22:21:47.970,1010123017212058,6.4,2023-01-17 22:21:52.930
16167,2023-01-17 22:22:17.240,1010123017212127,6.1,2023-01-17 22:22:22.128
16168,2023-01-17 22:22:27.710,1010123017212138,6.4,2023-01-17 22:22:32.698
16169,2023-01-17 22:22:36.910,1010123017212147,6.1,2023-01-17 22:22:41.809
16170,2023-01-17 22:22:47.490,1010123017212157,6.4,2023-01-17 22:22:52.460
16171,2023-01-17 22:23:17.059,1010123017212227,6.1,2023-01-17 22:23:21.979
16172,2023-01-17 22:23:26.309,1010123017212237,6.4,2023-01-17 22:23:31.259
16173,2023-01-17 22:23:46.769,1010123017212256,6.1,2023-01-17 22:23:51.737
16174,2023-01-17 22:25:30.808,1010123017212316,6.4,2023-01-17 22:25:35.818
16175,2023-01-17 22:26:20.217,1010123017212438,6.1,2023-01-17 22:26:25.176
16176,2023-01-17 22:26:30.046,1010123017212539,6.4,2023-01-17 22:26:35.006
16177,2023-01-17 22:26:50.417,1010123017212600,6.6,2023-01-17 22:26:55.336
16178,2023-01-17 22:26:59.766,1010123017212610,6.4,2023-01-17 22:27:04.776
16179,2023-01-17 22:27:09.657,1010123017212621,6.1,2023-01-17 22:27:14.607
16180,2023-01-17 22:27:20.276,1010123017212630,6.4,2023-01-17 22:27:25.176
16181,2023-01-17 22:28:09.095,1010123017212719,6.1,2023-01-17 22:28:14.055
16182,2023-01-17 22:28:19.734,1010123017212729,6.4,2023-01-17 22:28:24.703
16183,2023-01-17 22:29:47.773,1010123017212858,6.1,2023-01-17 22:29:52.763
16184,2023-01-17 22:29:58.384,1010123017212909,6.4,2023-01-17 22:30:03.344
16185,2023-01-17 22:30:07.793,1010123017212918,6.1,2023-01-17 22:30:12.783
16186,2023-01-17 22:30:17.683,1010123017212928,6.4,2023-01-17 22:30:22.611
16187,2023-01-17 22:30:57.342,1010123017213007,6.1,2023-01-17 22:31:02.292
16188,2023-01-17 22:31:07.111,1010123017213018,6.4,2023-01-17 22:31:12.141
16189,2023-01-17 22:31:27.062,1010123017213037,6.1,2023-01-17 22:31:32.051
16190,2023-01-17 22:31:37.881,1010123017213048,6.4,2023-01-17 22:31:42.851
16191,2023-01-17 22:32:36.341,1010123017213151,6.1,2023-01-17 22:32:41.260
16192,2023-01-17 22:32:46.180,1010123017213159,6.4,2023-01-17 22:32:51.088
16193,2023-01-17 22:33:25.599,1010123017213237,6.1,2023-01-17 22:33:30.539
16194,2023-01-17 22:33:45.269,1010123017213256,6.4,2023-01-17 22:33:50.309
16195,2023-01-17 22:33:55.170,1010123017213306,6.1,2023-01-17 22:34:00.059
16196,2023-01-17 22:34:04.970,1010123017213316,6.4,2023-01-17 22:34:09.910
16197,2023-01-17 22:35:25.278,1010123017213434,6.1,2023-01-17 22:35:30.217
16198,2023-01-17 22:35:54.187,1010123017213505,6.4,2023-01-17 22:35:59.177
16199,2023-01-17 22:36:03.447,1010123017213524,6.1,2023-01-17 22:36:08.467
16200,2023-01-17 22:36:13.528,1010123017213532,6.4,2023-01-17 22:36:18.467
16201,2023-01-17 22:39:11.355,1010123017213822,6.1,2023-01-17 22:39:16.295
16202,2023-01-17 22:39:21.184,1010123017213832,6.4,2023-01-17 22:39:26.144
16203,2023-01-17 22:40:10.734,1010123017213921,6.1,2023-01-17 22:40:15.674
16204,2023-01-17 22:40:20.553,1010123017213931,6.4,2023-01-17 22:40:25.503
16205,2023-01-17 22:40:50.313,1010123017214001,6.1,2023-01-17 22:40:55.273
16206,2023-01-17 22:42:38.933,1010123017214021,6.4,2023-01-17 22:42:43.832
16207,2023-01-17 22:42:48.142,1010123017214030,6.1,2023-01-17 22:42:53.111
16208,2023-01-17 22:42:58.003,1010123017214040,6.4,2023-01-17 22:43:02.953
16209,2023-01-17 22:43:27.661,1010123017214150,6.1,2023-01-17 22:43:32.621
16210,2023-01-17 22:43:38.351,1010123017214248,6.4,2023-01-17 22:43:43.351
16211,2023-01-17 22:46:16.898,1010123017214418,6.1,2023-01-17 22:46:21.828
16212,2023-01-17 22:46:25.489,1010123017214427,6.4,2023-01-17 22:46:30.408
16213,2023-01-17 22:47:22.068,1010123017214645,6.6,2023-01-17 22:47:27.036
16214,2023-01-17 22:47:50.076,1010123017214710,6.4,2023-01-17 22:47:55.036
16215,2023-01-17 22:48:39.096,1010123017214750,6.1,2023-01-17 22:48:44.066
16216,2023-01-17 22:48:48.905,1010123017214759,6.4,2023-01-17 22:48:53.914
16217,2023-01-17 22:49:28.315,1010123017214839,6.1,2023-01-17 22:49:33.275
16218,2023-01-17 22:49:58.575,1010123017214908,6.4,2023-01-17 22:50:03.594
16219,2023-01-17 22:50:57.275,1010123017215008,6.1,2023-01-17 22:51:02.233
16220,2023-01-17 22:51:07.904,1010123017215018,6.4,2023-01-17 22:51:12.795
16221,2023-01-17 22:51:57.003,1010123017215108,6.6,2023-01-17 22:52:02.003
16222,2023-01-17 22:52:06.944,1010123017215117,6.4,2023-01-17 22:52:11.914
16223,2023-01-17 22:53:35.752,1010123017215246,6.1,2023-01-17 22:53:40.720
16224,2023-01-17 22:53:45.621,1010123017215256,6.4,2023-01-17 22:53:50.631
16225,2023-01-17 22:54:15.881,1010123017215333,6.1,2023-01-17 22:54:20.869
16226,2023-01-17 22:54:25.190,1010123017215341,6.4,2023-01-17 22:54:30.150
16227,2023-01-17 22:54:35.171,1010123017215348,6.6,2023-01-17 22:54:40.079
16228,2023-01-17 22:54:44.911,1010123017215356,6.1,2023-01-17 22:54:49.838
16229,2023-01-17 22:55:14.680,1010123017215425,6.4,2023-01-17 22:55:19.599
16230,2023-01-17 22:56:59.707,1010223017215632,6.6,2023-01-17 22:57:04.707
16231,2023-01-17 22:57:07.878,1010223017215639,6.1,2023-01-17 22:57:12.867
16232,2023-01-17 22:57:15.947,1010223017215647,6.6,2023-01-17 22:57:20.855
16233,2023-01-17 22:57:24.006,1010223017215654,6.4,2023-01-17 22:57:29.026
16234,2023-01-17 22:57:48.536,1010223017215715,6.6,2023-01-17 22:57:53.516
16235,2023-01-17 22:59:16.595,1010223017215722,6.1,2023-01-17 22:59:21.605
16236,2023-01-17 22:59:28.375,1010223017215730,6.4,2023-01-17 22:59:33.355
16237,2023-01-17 22:59:47.924,1010223017215744,6.1,2023-01-17 22:59:52.792
16238,2023-01-17 23:00:27.983,1010223017215936,6.4,2023-01-17 23:00:32.884
16239,2023-01-17 23:00:47.094,1010223017215957,6.1,2023-01-17 23:00:52.082
16240,2023-01-17 23:00:57.023,1010223017220007,6.4,2023-01-17 23:01:01.911
16241,2023-01-17 23:01:06.822,1010223017220018,6.1,2023-01-17 23:01:11.753
16242,2023-01-17 23:01:16.602,1010223017220027,6.4,2023-01-17 23:01:21.522
16243,2023-01-17 23:01:27.292,1010223017220037,6.1,2023-01-17 23:01:32.232
16244,2023-01-17 23:01:46.102,1010223017220057,6.4,2023-01-17 23:01:51.042
16245,2023-01-17 23:02:06.351,1010223017220126,6.1,2023-01-17 23:02:11.361
16246,2023-01-17 23:02:15.772,1010223017220133,6.4,2023-01-17 23:02:20.721
16247,2023-01-17 23:02:36.002,1010223017220148,6.1,2023-01-17 23:02:41.042
16248,2023-01-17 23:02:56.051,1010223017220205,6.4,2023-01-17 23:03:00.960
16249,2023-01-17 23:04:44.200,1010223017220355,6.1,2023-01-17 23:04:49.198
16250,2023-01-17 23:05:04.029,1010223017220414,6.4,2023-01-17 23:05:09.039
16251,2023-01-17 23:05:33.539,1010223017220444,6.1,2023-01-17 23:05:38.559
16252,2023-01-17 23:06:13.209,1010223017220523,6.4,2023-01-17 23:06:18.088
16253,2023-01-17 23:06:23.029,1010223017220533,6.1,2023-01-17 23:06:27.997
16254,2023-01-17 23:06:33.358,1010223017220544,6.4,2023-01-17 23:06:38.328
16255,2023-01-17 23:06:53.167,1010223017220603,6.1,2023-01-17 23:06:58.088
16256,2023-01-17 23:10:05.795,1010223017220712,6.4,2023-01-17 23:10:10.713
16257,2023-01-17 23:10:15.634,1010223017220925,6.1,2023-01-17 23:10:20.563
16258,2023-01-17 23:10:25.464,1010223017220936,6.4,2023-01-17 23:10:30.414
16259,2023-01-17 23:10:35.414,1010223017220945,6.1,2023-01-17 23:10:40.325
16260,2023-01-17 23:10:45.845,1010223017220956,6.4,2023-01-17 23:10:50.803
16261,2023-01-17 23:10:55.344,1010223017221005,6.1,2023-01-17 23:11:00.332
16262,2023-01-17 23:11:05.174,1010223017221015,6.4,2023-01-17 23:11:10.082
16263,2023-01-17 23:11:44.584,1010223017221056,6.1,2023-01-17 23:11:49.532
16264,2023-01-17 23:12:04.282,1010223017221123,6.4,2023-01-17 23:12:09.211
16265,2023-01-17 23:12:33.862,1010223017221145,6.1,2023-01-17 23:12:38.812
16266,2023-01-17 23:12:44.263,1010223017221154,6.4,2023-01-17 23:12:49.210
16267,2023-01-17 23:13:43.250,1010223017221253,6.1,2023-01-17 23:13:48.171
16268,2023-01-17 23:13:52.811,1010223017221304,6.4,2023-01-17 23:13:57.770
16269,2023-01-17 23:14:12.790,1010223017221323,6.1,2023-01-17 23:14:17.690
16270,2023-01-17 23:14:22.591,1010223017221333,6.4,2023-01-17 23:14:27.519
16271,2023-01-17 23:14:33.171,1010223017221343,6.1,2023-01-17 23:14:38.091
16272,2023-01-17 23:15:12.099,1010223017221423,6.4,2023-01-17 23:15:17.059
16273,2023-01-17 23:15:21.880,1010223017221432,6.1,2023-01-17 23:15:26.799
16274,2023-01-17 23:15:42.390,1010223017221452,6.4,2023-01-17 23:15:47.289
16275,2023-01-17 23:15:51.849,1010223017221502,6.1,2023-01-17 23:15:56.799
16276,2023-01-17 23:16:01.730,1010223017221512,6.4,2023-01-17 23:16:06.719
16277,2023-01-17 23:16:11.539,1010223017221521,6.1,2023-01-17 23:16:16.489
16278,2023-01-17 23:16:40.999,1010223017221551,6.4,2023-01-17 23:16:45.928
16279,2023-01-17 23:16:51.549,1010223017221602,6.1,2023-01-17 23:16:56.408
16280,2023-01-17 23:17:00.729,1010223017221611,6.4,2023-01-17 23:17:05.697
16281,2023-01-17 23:17:20.618,1010223017221631,6.1,2023-01-17 23:17:25.618
16282,2023-01-17 23:17:41.078,1010223017221651,6.4,2023-01-17 23:17:46.028
16283,2023-01-17 23:18:00.878,1010223017221716,6.1,2023-01-17 23:18:05.857
16284,2023-01-17 23:18:20.078,1010223017221731,6.4,2023-01-17 23:18:24.976
16285,2023-01-17 23:19:19.796,1010223017221829,6.1,2023-01-17 23:19:24.816
16286,2023-01-17 23:19:29.137,1010223017221848,6.4,2023-01-17 23:19:34.096
