,time,TraceabilityCode,SlideAdjustment,time.value
0,2023-01-11 16:07:06.592,1010123011150624,1200,2023-01-11 16:22:10.571
1,2023-02-04 00:30:21.023,1010223034232424,1450,2023-02-04 00:33:22.770
