,time,TraceabilityCode,PressForceValueRL,time.value
45,2023-01-04 15:09:32.275,1010123004140814,5.8,2023-01-04 15:09:36.694
46,2023-01-04 15:09:39.714,1010123004140822,5.6,2023-01-04 15:09:44.144
47,2023-01-04 15:09:54.484,1010123004140836,5.8,2023-01-04 15:09:58.844
48,2023-01-04 15:10:09.325,1010123004140901,5.6,2023-01-04 15:10:13.664
49,2023-01-04 15:10:16.684,1010123004140909,5.3,2023-01-04 15:10:21.104
50,2023-01-04 15:10:24.073,1010123004140916,5.6,2023-01-04 15:10:28.384
51,2023-01-04 15:12:04.802,1010123004141102,5.3,2023-01-04 15:12:09.102
52,2023-01-04 15:12:12.132,1010123004141109,5.8,2023-01-04 15:12:16.542
53,2023-01-04 15:12:28.532,1010123004141116,5.3,2023-01-04 15:12:33.010
54,2023-01-04 15:12:36.292,1010123004141123,5.6,2023-01-04 15:12:40.691
55,2023-01-04 15:12:44.131,1010123004141130,5.8,2023-01-04 15:12:48.540
56,2023-01-04 15:12:51.510,1010123004141138,6.1,2023-01-04 15:12:55.891
57,2023-01-04 15:12:58.831,1010123004141145,5.6,2023-01-04 15:13:03.270
58,2023-01-04 15:13:13.780,1010123004141209,5.8,2023-01-04 15:13:18.220
59,2023-01-04 15:13:43.470,1010123004141239,5.6,2023-01-04 15:13:47.901
60,2023-01-04 15:13:50.900,1010123004141247,5.8,2023-01-04 15:13:55.250
61,2023-01-04 15:13:58.279,1010123004141254,5.6,2023-01-04 15:14:02.619
62,2023-01-04 15:14:05.640,1010123004141301,5.8,2023-01-04 15:14:10.069
63,2023-01-04 15:14:13.059,1010123004141309,5.6,2023-01-04 15:14:17.420
64,2023-01-04 15:14:20.410,1010123004141316,5.8,2023-01-04 15:14:24.779
65,2023-01-04 15:14:42.589,1010123004141338,6.1,2023-01-04 15:14:47.029
66,2023-01-04 15:14:49.948,1010123004141346,5.8,2023-01-04 15:14:54.298
67,2023-01-04 15:15:12.088,1010123004141408,5.6,2023-01-04 15:15:16.548
68,2023-01-04 15:15:19.499,1010123004141415,5.8,2023-01-04 15:15:23.838
69,2023-01-04 15:15:34.279,1010123004141430,5.3,2023-01-04 15:15:38.638
70,2023-01-04 15:15:41.678,1010123004141437,5.8,2023-01-04 15:15:46.068
71,2023-01-04 15:15:49.088,1010123004141445,5.6,2023-01-04 15:15:53.437
72,2023-01-04 15:16:11.237,1010123004141507,5.8,2023-01-04 15:16:15.598
73,2023-01-04 15:16:40.786,1010123004141536,6.1,2023-01-04 15:16:45.187
74,2023-01-04 15:16:48.187,1010123004141544,5.3,2023-01-04 15:16:52.555
75,2023-01-04 15:16:55.546,1010123004141551,5.6,2023-01-04 15:16:59.917
76,2023-01-04 15:17:02.976,1010123004141559,5.8,2023-01-04 15:17:07.345
77,2023-01-04 15:17:10.336,1010123004141606,5.3,2023-01-04 15:17:14.706
78,2023-01-04 15:17:17.657,1010123004141614,5.8,2023-01-04 15:17:22.065
79,2023-01-04 15:19:10.775,1010123004141621,5.3,2023-01-04 15:19:15.164
80,2023-01-04 15:19:26.053,1010123004141636,5.8,2023-01-04 15:19:30.473
81,2023-01-04 15:19:33.463,1010123004141643,5.6,2023-01-04 15:19:37.832
82,2023-01-04 15:19:40.904,1010123004141650,5.8,2023-01-04 15:19:45.273
83,2023-01-04 15:20:18.253,1010123004141735,5.6,2023-01-04 15:20:22.622
84,2023-01-04 15:20:48.062,1010123004141947,5.8,2023-01-04 15:20:52.471
85,2023-01-04 15:20:55.421,1010123004141954,5.6,2023-01-04 15:20:59.750
86,2023-01-04 15:21:04.032,1010123004142008,5.3,2023-01-04 15:21:08.401
87,2023-01-04 15:21:33.242,1010123004142036,5.6,2023-01-04 15:21:37.592
88,2023-01-04 15:22:28.460,1010123004142133,5.8,2023-01-04 15:22:32.849
89,2023-01-04 15:22:49.670,1010123004142154,5.3,2023-01-04 15:22:54.049
90,2023-01-04 15:24:01.989,1010123004142215,5.8,2023-01-04 15:24:06.309
91,2023-01-04 15:24:09.408,1010123004142222,5.6,2023-01-04 15:24:13.838
92,2023-01-04 15:24:59.459,1010123004142402,5.3,2023-01-04 15:25:03.917
93,2023-01-04 15:25:06.938,1010123004142409,5.6,2023-01-04 15:25:11.288
94,2023-01-04 15:25:29.588,1010123004142431,5.3,2023-01-04 15:25:33.917
95,2023-01-04 15:25:37.237,1010123004142438,5.8,2023-01-04 15:25:41.588
96,2023-01-04 15:25:51.986,1010123004142452,5.6,2023-01-04 15:25:56.387
97,2023-01-04 15:25:59.326,1010123004142459,5.8,2023-01-04 15:26:03.746
98,2023-01-04 15:26:06.726,1010123004142506,5.3,2023-01-04 15:26:11.127
99,2023-01-04 15:26:14.137,1010123004142513,5.6,2023-01-04 15:26:18.486
100,2023-01-04 15:26:21.648,1010123004142520,5.8,2023-01-04 15:26:25.997
101,2023-01-04 15:26:29.007,1010123004142527,5.3,2023-01-04 15:26:33.357
102,2023-01-04 15:26:36.358,1010123004142534,5.6,2023-01-04 15:26:40.796
103,2023-01-04 15:26:43.967,1010123004142541,5.3,2023-01-04 15:26:48.397
104,2023-01-04 15:26:51.325,1010123004142548,5.8,2023-01-04 15:26:55.677
105,2023-01-04 15:27:28.476,1010123004142624,5.6,2023-01-04 15:27:32.875
106,2023-01-04 15:28:05.315,1010123004142701,6.1,2023-01-04 15:28:09.755
107,2023-01-04 15:28:12.756,1010123004142709,5.6,2023-01-04 15:28:17.125
108,2023-01-04 15:28:20.105,1010123004142716,5.8,2023-01-04 15:28:24.474
109,2023-01-04 15:28:27.536,1010123004142723,5.6,2023-01-04 15:28:31.924
110,2023-01-04 15:28:34.966,1010123004142731,5.8,2023-01-04 15:28:39.285
111,2023-01-04 15:28:42.375,1010123004142738,6.1,2023-01-04 15:28:46.805
112,2023-01-04 15:28:49.805,1010123004142746,5.6,2023-01-04 15:28:54.154
113,2023-01-04 15:29:26.653,1010123004142823,5.8,2023-01-04 15:29:31.032
114,2023-01-04 15:29:41.463,1010123004142837,5.6,2023-01-04 15:29:45.923
115,2023-01-04 15:29:56.213,1010123004142852,5.8,2023-01-04 15:30:00.553
116,2023-01-04 15:30:03.543,1010123004142859,6.1,2023-01-04 15:30:08.003
117,2023-01-04 15:30:10.934,1010123004142907,5.6,2023-01-04 15:30:15.362
118,2023-01-04 15:30:25.782,1010123004142921,5.8,2023-01-04 15:30:30.082
119,2023-01-04 15:30:33.072,1010123004142929,5.6,2023-01-04 15:30:37.441
120,2023-01-04 15:30:40.542,1010123004142936,5.8,2023-01-04 15:30:44.871
121,2023-01-04 15:30:55.292,1010123004142951,5.6,2023-01-04 15:30:59.601
122,2023-01-04 15:31:02.582,1010123004142959,5.8,2023-01-04 15:31:06.961
123,2023-01-04 15:31:10.163,1010123004143006,5.6,2023-01-04 15:31:14.492
124,2023-01-04 15:31:17.463,1010123004143013,6.1,2023-01-04 15:31:21.921
125,2023-01-04 15:31:24.861,1010123004143021,5.8,2023-01-04 15:31:29.201
126,2023-01-04 15:31:47.002,1010123004143043,5.6,2023-01-04 15:31:51.361
127,2023-01-04 15:32:01.992,1010123004143058,5.8,2023-01-04 15:32:06.332
128,2023-01-04 15:47:42.686,1010123004143142,5.6,2023-01-04 15:47:53.714
129,2023-01-04 15:47:56.005,1010123004143149,5.3,2023-01-04 15:48:00.394
130,2023-01-04 15:48:03.494,1010123004143157,5.8,2023-01-04 15:48:07.835
131,2023-01-04 15:48:10.984,1010123004143204,5.6,2023-01-04 15:48:15.285
132,2023-01-04 15:48:47.765,1010123004144556,5.8,2023-01-04 15:48:52.062
133,2023-01-04 15:48:55.104,1010123004144604,5.6,2023-01-04 15:48:59.513
134,2023-01-04 15:49:09.903,1010123004144726,5.8,2023-01-04 15:49:14.312
135,2023-01-04 15:50:06.523,1010123004144736,5.6,2023-01-04 15:50:10.963
136,2023-01-04 15:50:22.042,1010123004144810,5.3,2023-01-04 15:50:26.401
137,2023-01-04 15:50:29.471,1010123004144825,5.8,2023-01-04 15:50:33.851
138,2023-01-04 15:50:44.232,1010123004144847,5.6,2023-01-04 15:50:48.641
139,2023-01-04 15:50:51.671,1010123004144948,5.8,2023-01-04 15:50:55.992
140,2023-01-04 15:50:58.992,1010123004144955,5.3,2023-01-04 15:51:03.361
141,2023-01-04 15:51:06.351,1010123004145002,5.6,2023-01-04 15:51:10.802
142,2023-01-04 15:51:13.701,1010123004145010,5.3,2023-01-04 15:51:18.161
143,2023-01-04 15:51:21.210,1010123004145017,5.6,2023-01-04 15:51:25.520
144,2023-01-04 15:51:28.490,1010123004145025,5.3,2023-01-04 15:51:32.880
145,2023-01-04 15:51:43.470,1010123004145039,5.6,2023-01-04 15:51:47.841
146,2023-01-04 15:51:58.290,1010123004145054,5.8,2023-01-04 15:52:02.641
147,2023-01-04 15:52:05.601,1010123004145101,5.6,2023-01-04 15:52:09.930
148,2023-01-04 15:52:50.088,1010123004145146,5.3,2023-01-04 15:52:54.408
149,2023-01-04 15:52:57.408,1010123004145153,5.6,2023-01-04 15:53:01.848
150,2023-01-04 15:53:04.858,1010123004145201,5.3,2023-01-04 15:53:09.289
151,2023-01-04 15:53:12.219,1010123004145208,5.6,2023-01-04 15:53:16.569
152,2023-01-04 15:53:41.848,1010123004145238,5.8,2023-01-04 15:53:46.168
153,2023-01-04 15:53:49.198,1010123004145245,5.6,2023-01-04 15:53:53.526
154,2023-01-04 15:53:56.588,1010123004145252,5.8,2023-01-04 15:54:00.967
155,2023-01-04 15:54:18.878,1010123004145315,5.6,2023-01-04 15:54:23.278
156,2023-01-04 15:54:26.358,1010123004145322,5.3,2023-01-04 15:54:30.637
157,2023-01-04 15:54:33.757,1010123004145329,5.8,2023-01-04 15:54:38.096
158,2023-01-04 15:54:48.628,1010123004145344,5.6,2023-01-04 15:54:52.986
159,2023-01-04 15:55:25.667,1010123004145421,5.8,2023-01-04 15:55:30.085
160,2023-01-04 15:55:33.226,1010123004145429,5.6,2023-01-04 15:55:37.625
161,2023-01-04 15:55:47.986,1010123004145444,5.3,2023-01-04 15:55:52.345
162,2023-01-04 15:56:02.755,1010123004145459,5.6,2023-01-04 15:56:07.134
163,2023-01-04 15:56:24.865,1010123004145521,5.8,2023-01-04 15:56:29.203
164,2023-01-04 15:56:32.345,1010123004145528,5.6,2023-01-04 15:56:36.654
165,2023-01-04 15:56:54.674,1010123004145550,5.8,2023-01-04 15:56:58.983
166,2023-01-04 15:57:02.224,1010123004145558,5.6,2023-01-04 15:57:06.573
167,2023-01-04 15:57:09.555,1010123004145605,5.8,2023-01-04 15:57:13.944
168,2023-01-04 15:57:16.974,1010123004145613,6.1,2023-01-04 15:57:21.292
169,2023-01-04 15:57:24.293,1010123004145620,5.8,2023-01-04 15:57:28.653
170,2023-01-04 15:57:46.374,1010123004145642,5.6,2023-01-04 15:57:50.812
171,2023-01-04 15:57:53.854,1010123004145650,5.8,2023-01-04 15:57:58.253
172,2023-01-04 15:58:23.471,1010123004145719,5.6,2023-01-04 15:58:27.871
173,2023-01-04 15:59:07.903,1010123004145804,5.8,2023-01-04 15:59:12.332
174,2023-01-04 15:59:30.161,1010123004145826,5.6,2023-01-04 15:59:34.502
175,2023-01-04 15:59:37.522,1010123004145833,5.8,2023-01-04 15:59:41.861
176,2023-01-04 15:59:59.930,1010123004145856,5.3,2023-01-04 16:00:04.260
177,2023-01-04 16:00:07.391,1010123004145903,6.1,2023-01-04 16:00:11.780
178,2023-01-04 16:00:14.750,1010123004145910,5.6,2023-01-04 16:00:19.069
179,2023-01-04 16:00:22.121,1010123004145918,5.8,2023-01-04 16:00:26.581
180,2023-01-04 16:00:29.540,1010123004145925,5.3,2023-01-04 16:00:33.950
181,2023-01-04 16:00:36.930,1010123004145933,5.8,2023-01-04 16:00:41.311
182,2023-01-04 16:00:44.551,1010123004145940,5.6,2023-01-04 16:00:48.911
183,2023-01-04 16:01:37.180,1010123004150039,5.8,2023-01-04 16:01:41.539
184,2023-01-04 16:01:44.650,1010123004150046,6.1,2023-01-04 16:01:48.989
185,2023-01-04 16:01:52.009,1010123004150053,5.6,2023-01-04 16:01:56.418
186,2023-01-04 16:09:47.832,1010123004150212,5.3,2023-01-04 16:09:52.361
187,2023-01-04 16:10:03.121,1010123004150450,5.6,2023-01-04 16:10:07.451
188,2023-01-04 16:15:12.756,1010123004150909,5.3,2023-01-04 16:15:17.244
189,2023-01-04 16:15:20.546,1010123004150917,5.6,2023-01-04 16:15:24.895
190,2023-01-04 16:15:27.996,1010123004150924,5.8,2023-01-04 16:15:32.335
191,2023-01-04 16:15:35.395,1010123004151147,5.6,2023-01-04 16:15:39.696
192,2023-01-04 16:16:04.914,1010123004151458,5.8,2023-01-04 16:16:09.214
193,2023-01-04 16:16:12.355,1010123004151506,5.6,2023-01-04 16:16:16.734
194,2023-01-04 16:16:19.795,1010123004151513,5.8,2023-01-04 16:16:24.263
195,2023-01-04 16:16:27.263,1010123004151521,5.6,2023-01-04 16:16:31.614
196,2023-01-04 16:17:11.513,1010123004151606,5.8,2023-01-04 16:17:15.862
197,2023-01-04 16:17:18.963,1010123004151613,5.6,2023-01-04 16:17:23.302
198,2023-01-04 16:17:48.642,1010123004151643,5.8,2023-01-04 16:17:52.892
199,2023-01-04 16:17:55.983,1010123004151651,5.3,2023-01-04 16:18:00.342
200,2023-01-04 16:18:10.872,1010123004151706,5.6,2023-01-04 16:18:15.223
201,2023-01-04 16:18:25.621,1010123004151721,5.8,2023-01-04 16:18:30.022
202,2023-01-04 16:18:33.042,1010123004151728,5.6,2023-01-04 16:18:37.451
203,2023-01-04 16:19:02.931,1010123004151757,5.8,2023-01-04 16:19:07.290
204,2023-01-04 16:19:10.371,1010123004151805,5.6,2023-01-04 16:19:14.740
205,2023-01-04 16:19:17.832,1010123004151812,5.8,2023-01-04 16:19:22.190
206,2023-01-04 16:19:25.311,1010123004151820,5.3,2023-01-04 16:19:29.631
207,2023-01-04 16:19:32.710,1010123004151827,5.6,2023-01-04 16:19:37.071
208,2023-01-04 16:19:40.061,1010123004151835,5.8,2023-01-04 16:19:44.430
209,2023-01-04 16:19:47.440,1010123004151842,5.6,2023-01-04 16:19:51.789
210,2023-01-04 16:19:54.960,1010123004151849,5.8,2023-01-04 16:19:59.309
211,2023-01-04 16:27:53.092,1010123004151857,5.6,2023-01-04 16:27:57.461
212,2023-01-04 16:28:00.572,1010123004151904,5.3,2023-01-04 16:28:04.903
213,2023-01-04 16:28:27.612,1010123004151911,5.6,2023-01-04 16:28:31.951
214,2023-01-04 16:28:35.092,1010123004151919,5.3,2023-01-04 16:28:39.532
215,2023-01-04 16:29:49.460,1010123004151941,5.6,2023-01-04 16:29:53.790
216,2023-01-04 16:29:56.901,1010123004151948,5.3,2023-01-04 16:30:01.311
217,2023-01-04 16:30:04.270,1010123004151956,5.6,2023-01-04 16:30:08.591
218,2023-01-04 16:30:11.700,1010123004152748,5.8,2023-01-04 16:30:16.019
219,2023-01-04 16:30:19.131,1010123004152804,5.6,2023-01-04 16:30:23.470
220,2023-01-04 16:30:26.539,1010123004152816,5.8,2023-01-04 16:30:30.898
221,2023-01-04 16:30:33.900,1010123004152824,5.6,2023-01-04 16:30:38.259
222,2023-01-04 16:30:56.059,1010123004152949,5.8,2023-01-04 16:31:00.428
223,2023-01-04 16:31:03.440,1010123004152957,5.3,2023-01-04 16:31:07.868
224,2023-01-04 16:31:10.930,1010123004153004,5.6,2023-01-04 16:31:15.229
225,2023-01-04 16:31:33.148,1010123004153026,5.3,2023-01-04 16:31:37.467
226,2023-01-04 16:31:40.509,1010123004153034,5.8,2023-01-04 16:31:44.908
227,2023-01-04 16:31:47.928,1010123004153041,5.6,2023-01-04 16:31:52.257
228,2023-01-04 16:31:55.289,1010123004153049,5.8,2023-01-04 16:31:59.707
229,2023-01-04 16:32:02.709,1010123004153056,5.6,2023-01-04 16:32:07.068
230,2023-01-04 16:32:17.598,1010123004153111,5.3,2023-01-04 16:32:21.868
231,2023-01-04 16:32:24.937,1010123004153118,5.6,2023-01-04 16:32:29.236
232,2023-01-04 16:33:24.065,1010123004153217,5.8,2023-01-04 16:33:28.436
233,2023-01-04 16:33:31.546,1010123004153224,5.3,2023-01-04 16:33:35.875
234,2023-01-04 16:33:38.875,1010123004153232,5.6,2023-01-04 16:33:43.315
235,2023-01-04 16:33:46.276,1010123004153239,5.8,2023-01-04 16:33:50.676
236,2023-01-04 16:33:53.635,1010123004153246,5.6,2023-01-04 16:33:58.036
237,2023-01-04 16:34:23.355,1010123004153323,5.8,2023-01-04 16:34:27.635
238,2023-01-04 16:34:40.996,1010123004153345,5.6,2023-01-04 16:34:45.424
239,2023-01-04 16:35:02.365,1010123004153407,5.3,2023-01-04 16:35:06.813
240,2023-01-04 16:35:10.625,1010123004153414,5.6,2023-01-04 16:35:14.993
241,2023-01-04 16:35:23.964,1010123004153428,5.3,2023-01-04 16:35:28.424
242,2023-01-04 16:35:31.855,1010123004153435,5.6,2023-01-04 16:35:36.194
243,2023-01-04 16:36:15.483,1010123004153518,5.8,2023-01-04 16:36:19.813
244,2023-01-04 16:36:28.852,1010123004153533,5.6,2023-01-04 16:36:33.282
245,2023-01-04 16:47:21.453,1010123004154232,5.8,2023-01-04 16:47:25.782
246,2023-01-04 16:47:29.513,1010123004154239,5.6,2023-01-04 16:47:33.881
247,2023-01-04 16:47:36.882,1010123004154246,5.8,2023-01-04 16:47:41.243
248,2023-01-04 16:47:51.733,1010123004154634,5.6,2023-01-04 16:47:56.121
249,2023-01-04 16:48:06.471,1010123004154702,5.8,2023-01-04 16:48:10.841
250,2023-01-04 16:48:13.832,1010123004154710,5.6,2023-01-04 16:48:18.270
251,2023-01-04 16:48:21.302,1010123004154717,5.8,2023-01-04 16:48:25.641
252,2023-01-04 16:48:28.661,1010123004154725,5.6,2023-01-04 16:48:33.002
253,2023-01-04 16:48:43.421,1010123004154739,5.8,2023-01-04 16:48:47.801
254,2023-01-04 16:49:05.661,1010123004154802,5.6,2023-01-04 16:49:10.040
255,2023-01-04 16:49:35.349,1010123004154831,5.8,2023-01-04 16:49:39.640
256,2023-01-04 16:49:42.720,1010123004154839,5.3,2023-01-04 16:49:47.079
257,2023-01-04 16:49:50.059,1010123004154846,5.6,2023-01-04 16:49:54.428
258,2023-01-04 16:49:57.450,1010123004154853,5.8,2023-01-04 16:50:01.799
259,2023-01-04 16:50:04.819,1010123004154901,5.6,2023-01-04 16:50:09.249
260,2023-01-04 16:50:19.539,1010123004154916,5.8,2023-01-04 16:50:23.948
261,2023-01-04 16:50:26.878,1010123004154923,5.6,2023-01-04 16:50:31.318
262,2023-01-04 16:51:04.188,1010123004155000,5.8,2023-01-04 16:51:08.528
263,2023-01-04 16:51:26.296,1010123004155022,5.6,2023-01-04 16:51:30.687
264,2023-01-04 16:51:33.717,1010123004155030,5.8,2023-01-04 16:51:38.036
265,2023-01-04 16:51:41.167,1010123004155037,5.6,2023-01-04 16:51:45.566
266,2023-01-04 16:51:48.627,1010123004155044,5.8,2023-01-04 16:51:53.007
267,2023-01-04 16:51:56.068,1010123004155052,5.6,2023-01-04 16:52:00.358
268,2023-01-04 16:52:03.447,1010123004155059,5.8,2023-01-04 16:52:07.727
269,2023-01-04 16:52:10.818,1010123004155107,5.3,2023-01-04 16:52:15.167
270,2023-01-04 16:52:18.207,1010123004155114,5.6,2023-01-04 16:52:22.536
271,2023-01-04 16:52:25.667,1010123004155122,5.8,2023-01-04 16:52:30.055
272,2023-01-04 16:52:32.996,1010123004155129,5.6,2023-01-04 16:52:37.415
273,2023-01-04 16:52:47.776,1010123004155144,6.1,2023-01-04 16:52:52.115
274,2023-01-04 16:52:55.115,1010123004155151,5.6,2023-01-04 16:52:59.405
275,2023-01-04 16:53:17.426,1010123004155213,5.8,2023-01-04 16:53:21.805
276,2023-01-04 16:53:32.176,1010123004155228,5.6,2023-01-04 16:53:36.615
277,2023-01-04 16:54:02.894,1010123004155304,5.8,2023-01-04 16:54:07.263
278,2023-01-04 16:54:10.265,1010123004155311,5.6,2023-01-04 16:54:14.615
279,2023-01-04 16:54:17.615,1010123004155319,5.8,2023-01-04 16:54:21.973
280,2023-01-04 16:54:32.305,1010123004155333,5.6,2023-01-04 16:54:36.694
281,2023-01-04 16:54:47.365,1010123004155348,5.3,2023-01-04 16:54:51.823
282,2023-01-04 16:55:02.104,1010123004155402,5.8,2023-01-04 16:55:06.523
283,2023-01-04 16:55:46.503,1010123004155446,5.6,2023-01-04 16:55:50.864
284,2023-01-04 16:55:53.913,1010123004155453,5.8,2023-01-04 16:55:58.282
285,2023-01-04 16:56:08.592,1010123004155507,5.3,2023-01-04 16:56:13.023
286,2023-01-04 16:56:15.963,1010123004155514,5.8,2023-01-04 16:56:20.372
287,2023-01-04 16:56:23.371,1010123004155522,5.6,2023-01-04 16:56:27.802
288,2023-01-04 16:56:30.752,1010123004155529,5.8,2023-01-04 16:56:35.101
289,2023-01-04 16:56:38.121,1010123004155536,5.6,2023-01-04 16:56:42.520
290,2023-01-04 16:56:45.532,1010123004155543,5.8,2023-01-04 16:56:49.901
291,2023-01-04 17:19:53.223,1010123004155550,5.6,2023-01-04 17:19:57.641
292,2023-01-04 17:20:00.743,1010123004155557,5.8,2023-01-04 17:20:05.092
293,2023-01-04 17:20:35.723,1010123004155619,5.6,2023-01-04 17:20:40.211
294,2023-01-04 17:20:56.921,1010123004155641,5.8,2023-01-04 17:21:01.260
295,2023-01-04 17:21:11.762,1010123004161948,5.6,2023-01-04 17:21:16.082
296,2023-01-04 17:21:19.092,1010123004161955,5.8,2023-01-04 17:21:23.500
297,2023-01-04 17:22:35.079,1010123004162138,5.6,2023-01-04 17:22:39.430
298,2023-01-04 17:23:05.539,1010123004162207,5.8,2023-01-04 17:23:09.898
299,2023-01-04 17:24:37.798,1010123004162341,5.6,2023-01-04 17:24:42.147
300,2023-01-04 17:24:45.167,1010123004162348,5.8,2023-01-04 17:24:49.586
301,2023-01-04 17:24:52.558,1010123004162355,5.6,2023-01-04 17:24:56.957
302,2023-01-04 17:25:00.497,1010123004162402,5.8,2023-01-04 17:25:04.808
303,2023-01-04 17:25:07.838,1010123004162409,5.6,2023-01-04 17:25:12.157
304,2023-01-04 17:25:15.257,1010123004162417,5.8,2023-01-04 17:25:19.598
305,2023-01-04 17:25:22.778,1010123004162424,5.6,2023-01-04 17:25:27.207
306,2023-01-04 17:25:37.558,1010123004162438,5.8,2023-01-04 17:25:41.997
307,2023-01-04 17:26:07.346,1010123004162507,5.6,2023-01-04 17:26:11.665
308,2023-01-04 17:26:29.736,1010123004162528,5.8,2023-01-04 17:26:34.085
309,2023-01-04 17:26:37.147,1010123004162536,5.6,2023-01-04 17:26:41.437
310,2023-01-04 17:26:52.207,1010123004162550,5.3,2023-01-04 17:26:56.565
311,2023-01-04 17:26:59.667,1010123004162557,5.6,2023-01-04 17:27:04.075
312,2023-01-04 17:27:27.996,1010123004162619,5.3,2023-01-04 17:27:32.375
313,2023-01-04 17:27:35.805,1010123004162626,5.8,2023-01-04 17:27:40.165
314,2023-01-04 17:27:51.095,1010123004162641,5.6,2023-01-04 17:27:55.454
315,2023-01-04 17:27:58.436,1010123004162656,5.8,2023-01-04 17:28:02.815
316,2023-01-04 17:28:13.296,1010123004162710,5.6,2023-01-04 17:28:17.684
317,2023-01-04 17:28:20.936,1010123004162718,5.8,2023-01-04 17:28:25.355
318,2023-01-04 17:28:28.285,1010123004162725,5.6,2023-01-04 17:28:32.634
319,2023-01-04 17:28:35.835,1010123004162732,5.8,2023-01-04 17:28:40.164
320,2023-01-04 17:28:50.605,1010123004162747,5.6,2023-01-04 17:28:54.974
321,2023-01-04 17:29:12.775,1010123004162809,5.8,2023-01-04 17:29:17.124
322,2023-01-04 17:29:27.654,1010123004162824,5.6,2023-01-04 17:29:32.003
323,2023-01-04 17:29:42.533,1010123004162839,5.8,2023-01-04 17:29:46.963
