,time,PressMode
0,2023-01-02 04:15:18.217,4
1,2023-01-02 06:18:07.650,64
2,2023-01-02 06:18:08.660,4
3,2023-01-02 06:45:59.332,16
4,2023-01-02 11:30:05.421,8
5,2023-01-02 11:37:55.293,16
6,2023-01-02 20:18:37.112,8
7,2023-01-02 20:26:34.015,16
8,2023-01-02 23:12:28.786,8
9,2023-01-02 23:18:26.213,16
10,2023-01-02 23:37:56.897,4
11,2023-01-02 23:40:57.615,16
12,2023-01-03 06:34:28.747,8
13,2023-01-03 06:44:29.138,16
14,2023-01-03 19:25:13.513,8
15,2023-01-03 19:32:33.267,16
16,2023-01-03 21:19:23.878,8
17,2023-01-03 21:28:57.168,0
18,2023-01-03 21:28:58.168,16
19,2023-01-04 00:43:49.891,0
20,2023-01-04 00:43:50.901,8
21,2023-01-04 00:53:54.302,16
22,2023-01-04 05:06:50.944,0
23,2023-01-04 05:06:51.953,8
24,2023-01-04 05:14:55.885,16
25,2023-01-04 09:30:40.190,8
26,2023-01-04 09:39:16.253,16
27,2023-01-04 14:09:48.094,32
28,2023-01-04 14:09:49.102,8
29,2023-01-04 14:23:23.349,16
30,2023-01-04 21:59:09.608,4
31,2023-01-04 21:59:20.657,16
32,2023-01-05 01:53:39.844,8
33,2023-01-05 02:05:45.740,0
34,2023-01-05 02:05:46.740,16
35,2023-01-05 05:41:29.457,4
36,2023-01-05 05:43:04.838,16
37,2023-01-05 07:56:51.914,8
38,2023-01-05 07:57:38.094,0
39,2023-01-05 07:57:39.104,4
40,2023-01-05 08:00:59.903,16
41,2023-01-05 10:59:46.763,8
42,2023-01-05 11:14:19.250,16
43,2023-01-05 11:52:19.351,4
44,2023-01-05 11:52:23.369,16
45,2023-01-05 17:27:02.608,8
46,2023-01-05 18:02:50.191,4
47,2023-01-05 18:02:54.201,16
48,2023-01-05 18:12:46.572,4
49,2023-01-05 18:13:41.792,16
50,2023-01-05 20:15:53.079,8
51,2023-01-05 20:31:16.772,0
52,2023-01-05 20:31:17.772,4
53,2023-01-05 20:38:48.575,16
54,2023-01-06 00:34:42.131,8
55,2023-01-06 00:49:04.579,16
56,2023-01-06 01:41:55.247,4
57,2023-01-06 01:42:15.328,16
58,2023-01-06 03:40:43.720,0
59,2023-01-06 03:40:44.720,8
60,2023-01-06 03:51:57.414,0
61,2023-01-06 03:51:58.414,4
62,2023-01-06 04:15:01.951,0
63,2023-01-06 04:15:02.951,16
64,2023-01-09 08:52:44.992,0
65,2023-01-09 08:52:46.003,8
66,2023-01-09 09:03:54.673,0
67,2023-01-09 09:03:55.683,4
68,2023-01-09 09:23:10.296,16
69,2023-01-09 14:10:14.104,0
70,2023-01-09 14:10:15.115,8
71,2023-01-09 14:17:39.888,16
72,2023-01-09 18:43:17.556,8
73,2023-01-09 18:47:49.654,16
74,2023-01-09 22:49:11.500,8
75,2023-01-09 22:54:14.717,16
76,2023-01-10 01:53:39.729,8
77,2023-01-10 01:58:03.783,0
78,2023-01-10 01:58:04.783,16
79,2023-01-10 10:37:20.292,8
80,2023-01-10 10:49:18.148,16
81,2023-01-11 01:46:28.220,8
82,2023-01-11 02:01:01.717,16
83,2023-01-11 09:20:54.174,8
84,2023-01-11 09:38:56.499,16
85,2023-01-11 10:29:33.630,32
86,2023-01-11 10:29:34.640,8
87,2023-01-11 10:42:55.848,4
88,2023-01-11 10:44:50.299,16
89,2023-01-11 16:16:17.776,8
90,2023-01-11 16:25:52.068,16
91,2023-01-11 17:25:54.460,4
92,2023-01-11 17:26:09.520,16
93,2023-01-11 21:07:34.608,0
94,2023-01-11 21:07:35.619,8
95,2023-01-11 21:14:08.184,16
96,2023-01-12 00:47:48.397,8
97,2023-01-12 00:52:46.592,16
98,2023-01-12 04:43:35.948,8
99,2023-01-12 04:47:27.871,16
100,2023-01-12 11:33:40.247,8
101,2023-01-12 11:34:33.467,16
102,2023-01-12 11:34:36.477,4
103,2023-01-12 11:35:17.638,16
104,2023-01-12 11:35:21.657,0
105,2023-01-12 11:35:22.657,8
106,2023-01-12 11:36:29.927,0
107,2023-01-12 11:36:30.927,4
108,2023-01-12 11:36:45.996,32
109,2023-01-12 11:36:46.996,8
110,2023-01-12 11:36:49.006,32
111,2023-01-12 11:36:50.006,4
112,2023-01-12 11:37:42.214,16
113,2023-01-12 11:37:50.244,0
114,2023-01-12 11:37:51.255,8
115,2023-01-12 11:50:53.375,32
116,2023-01-12 11:50:54.384,16
117,2023-01-12 15:52:47.371,8
118,2023-01-12 16:04:45.243,0
119,2023-01-12 16:04:46.253,16
120,2023-01-12 18:32:39.704,8
121,2023-01-12 18:44:31.555,16
122,2023-01-12 20:59:37.944,32
123,2023-01-12 20:59:38.954,8
124,2023-01-12 21:16:34.009,4
125,2023-01-12 21:18:19.427,16
126,2023-01-13 06:15:04.111,8
127,2023-01-13 07:28:21.684,16
128,2023-01-13 14:54:27.638,8
129,2023-01-13 14:58:08.526,16
130,2023-01-13 17:09:23.002,4
131,2023-01-13 19:01:45.946,16
132,2023-01-13 23:28:31.901,8
133,2023-01-14 00:52:23.005,16
134,2023-01-14 07:03:25.957,4
135,2023-01-16 05:26:02.039,16
136,2023-01-16 05:26:11.078,4
137,2023-01-16 05:30:32.125,16
138,2023-01-16 10:56:46.328,32
139,2023-01-16 10:56:47.338,8
140,2023-01-16 11:04:54.280,16
141,2023-01-16 22:30:09.549,8
142,2023-01-16 22:44:24.976,0
143,2023-01-16 22:44:25.976,4
144,2023-01-16 22:46:33.483,16
145,2023-01-17 03:18:40.729,0
146,2023-01-17 03:18:41.729,8
147,2023-01-17 10:52:47.598,32
148,2023-01-17 10:52:48.607,4
149,2023-01-17 14:07:45.342,16
150,2023-01-17 19:16:04.267,8
151,2023-01-17 19:29:26.461,16
152,2023-01-18 11:37:57.667,8
153,2023-01-18 12:52:52.628,16
154,2023-01-18 18:22:57.773,32
155,2023-01-18 18:22:58.773,8
156,2023-01-18 18:37:02.141,4
