time;TraceabilityCode;TotalPressForceValue;time.value
2023-02-08 03:00:11.617 CET;1010223039015445;33,9;2023-02-08 03:00:17.207 CET
2023-02-08 03:00:20.667 CET;1010223039015454;33,7;2023-02-08 03:00:26.326 CET
2023-02-08 03:00:29.677 CET;1010223039015922;33,8;2023-02-08 03:00:35.305 CET
2023-02-08 03:00:38.585 CET;1010223039015939;33,9;2023-02-08 03:00:44.244 CET
2023-02-08 03:00:47.686 CET;1010223039015958;34;2023-02-08 03:00:53.295 CET
2023-02-08 03:01:14.805 CET;1010223039020025;34,2;2023-02-08 03:01:20.335 CET
2023-02-08 03:01:23.875 CET;1010223039020034;34;2023-02-08 03:01:29.434 CET
2023-02-08 03:01:32.865 CET;1010223039020043;33,8;2023-02-08 03:01:38.486 CET
2023-02-08 03:01:41.895 CET;1010223039020052;33,9;2023-02-08 03:01:47.446 CET
2023-02-08 03:01:51.006 CET;1010223039020101;34;2023-02-08 03:01:56.565 CET
2023-02-08 03:02:17.875 CET;1010223039020128;34,1;2023-02-08 03:02:23.525 CET
2023-02-08 03:02:26.884 CET;1010223039020137;34;2023-02-08 03:02:32.494 CET
2023-02-08 03:02:44.914 CET;1010223039020155;34,3;2023-02-08 03:02:50.573 CET
2023-02-08 03:02:54.005 CET;1010223039020204;34,1;2023-02-08 03:02:59.533 CET
2023-02-08 03:03:03.134 CET;1010223039020213;34;2023-02-08 03:03:08.733 CET
2023-02-08 03:03:12.073 CET;1010223039020222;34,2;2023-02-08 03:03:17.694 CET
2023-02-08 03:07:52.010 CET;1010223039020231;33,8;2023-02-08 03:07:57.559 CET
2023-02-08 03:08:18.480 CET;1010223039020258;34;2023-02-08 03:08:24.010 CET
2023-02-08 03:08:27.500 CET;1010223039020307;34,1;2023-02-08 03:08:33.049 CET
2023-02-08 03:08:45.009 CET;1010223039020755;34;2023-02-08 03:08:50.578 CET
2023-02-08 03:09:03.160 CET;1010223039020813;34,2;2023-02-08 03:09:08.809 CET
2023-02-08 03:09:12.160 CET;1010223039020823;34,3;2023-02-08 03:09:17.779 CET
2023-02-08 03:09:21.109 CET;1010223039020831;34,7;2023-02-08 03:09:26.730 CET
2023-02-08 03:09:30.099 CET;1010223039020840;34,2;2023-02-08 03:09:35.690 CET
2023-02-08 03:09:39.200 CET;1010223039020849;34,7;2023-02-08 03:09:44.739 CET
2023-02-08 03:09:48.119 CET;1010223039020858;34,4;2023-02-08 03:09:53.700 CET
2023-02-08 03:09:57.130 CET;1010223039020908;34,2;2023-02-08 03:10:02.658 CET
2023-02-08 03:10:05.980 CET;1010223039020917;34,9;2023-02-08 03:10:11.539 CET
2023-02-08 03:10:15.168 CET;1010223039020926;33,8;2023-02-08 03:10:20.828 CET
2023-02-08 03:10:24.198 CET;1010223039020935;34,4;2023-02-08 03:10:29.779 CET
2023-02-08 03:10:33.158 CET;1010223039020944;34,3;2023-02-08 03:10:38.739 CET
2023-02-08 03:10:42.279 CET;1010223039020953;34,4;2023-02-08 03:10:47.858 CET
2023-02-08 03:10:51.328 CET;1010223039021002;34,6;2023-02-08 03:10:56.898 CET
2023-02-08 03:11:00.348 CET;1010223039021011;34,3;2023-02-08 03:11:05.848 CET
2023-02-08 03:11:09.507 CET;1010223039021020;33,8;2023-02-08 03:11:15.066 CET
2023-02-08 03:11:18.477 CET;1010223039021029;34,4;2023-02-08 03:11:24.016 CET
2023-02-08 03:11:27.398 CET;1010223039021038;34,3;2023-02-08 03:11:32.976 CET
2023-02-08 03:11:36.647 CET;1010223039021047;33,6;2023-02-08 03:11:42.266 CET
2023-02-08 03:17:06.611 CET;1010223039021105;33,7;2023-02-08 03:17:12.270 CET
2023-02-08 03:17:15.201 CET;1010223039021114;33,8;2023-02-08 03:17:20.750 CET
2023-02-08 03:17:24.181 CET;1010223039021123;34,1;2023-02-08 03:17:29.792 CET
2023-02-08 03:17:33.292 CET;1010223039021132;34,5;2023-02-08 03:17:38.901 CET
2023-02-08 03:17:42.292 CET;1010223039021141;34,3;2023-02-08 03:17:47.861 CET
2023-02-08 03:17:50.851 CET;1010223039021639;33,9;2023-02-08 03:17:56.512 CET
2023-02-08 03:17:59.742 CET;1010223039021659;34,3;2023-02-08 03:18:05.381 CET
2023-02-08 03:18:08.881 CET;1010223039021719;34,4;2023-02-08 03:18:14.500 CET
2023-02-08 03:18:17.911 CET;1010223039021728;34,2;2023-02-08 03:18:23.470 CET
2023-02-08 03:18:26.871 CET;1010223039021737;34,4;2023-02-08 03:18:32.430 CET
2023-02-08 03:18:35.990 CET;1010223039021746;34,6;2023-02-08 03:18:41.529 CET
2023-02-08 03:18:44.851 CET;1010223039021755;34,1;2023-02-08 03:18:50.430 CET
2023-02-08 03:18:53.911 CET;1010223039021804;34;2023-02-08 03:18:59.470 CET
2023-02-08 03:19:02.801 CET;1010223039021813;34,5;2023-02-08 03:19:08.348 CET
2023-02-08 03:19:11.730 CET;1010223039021822;34,2;2023-02-08 03:19:17.309 CET
2023-02-08 03:19:29.789 CET;1010223039021840;34,6;2023-02-08 03:19:35.388 CET
2023-02-08 03:19:38.710 CET;1010223039021849;34,4;2023-02-08 03:19:44.269 CET
2023-02-08 03:19:56.619 CET;1010223039021907;34;2023-02-08 03:20:02.178 CET
2023-02-08 03:20:05.579 CET;1010223039021916;34,4;2023-02-08 03:20:11.140 CET
2023-02-08 03:20:23.650 CET;1010223039021934;34,5;2023-02-08 03:20:29.240 CET
2023-02-08 03:20:32.829 CET;1010223039021943;34,7;2023-02-08 03:20:38.418 CET
2023-02-08 03:20:50.688 CET;1010223039022001;34,8;2023-02-08 03:20:56.257 CET
2023-02-08 03:20:59.648 CET;1010223039022010;34,4;2023-02-08 03:21:05.229 CET
2023-02-08 03:21:08.749 CET;1010223039022019;34,5;2023-02-08 03:21:14.267 CET
2023-02-08 03:21:17.769 CET;1010223039022028;34,3;2023-02-08 03:21:23.308 CET
2023-02-08 03:21:26.868 CET;1010223039022037;34,7;2023-02-08 03:21:32.509 CET
2023-02-08 03:21:35.928 CET;1010223039022046;34,3;2023-02-08 03:21:41.467 CET
2023-02-08 03:21:45.068 CET;1010223039022055;34,4;2023-02-08 03:21:50.667 CET
2023-02-08 03:21:54.028 CET;1010223039022104;34,2;2023-02-08 03:21:59.628 CET
2023-02-08 03:22:03.088 CET;1010223039022113;34,4;2023-02-08 03:22:08.667 CET
2023-02-08 03:22:12.167 CET;1010223039022122;34,8;2023-02-08 03:22:17.798 CET
2023-02-08 03:22:21.017 CET;1010223039022131;34,4;2023-02-08 03:22:26.586 CET
2023-02-08 03:22:30.247 CET;1010223039022141;34,7;2023-02-08 03:22:35.786 CET
2023-02-08 03:22:39.417 CET;1010223039022150;34,5;2023-02-08 03:22:44.996 CET
2023-02-08 03:22:48.529 CET;1010223039022159;34,4;2023-02-08 03:22:54.026 CET
2023-02-08 03:23:06.457 CET;1010223039022217;34,6;2023-02-08 03:23:12.115 CET
2023-02-08 03:23:15.357 CET;1010223039022226;34,5;2023-02-08 03:23:20.996 CET
2023-02-08 03:23:24.536 CET;1010223039022235;34,8;2023-02-08 03:23:30.105 CET
2023-02-08 03:23:33.437 CET;1010223039022244;34,4;2023-02-08 03:23:38.996 CET
2023-02-08 03:23:42.427 CET;1010223039022253;34,3;2023-02-08 03:23:47.956 CET
2023-02-08 03:27:31.382 CET;1010223039022302;33,9;2023-02-08 03:27:37.013 CET
2023-02-08 03:27:39.632 CET;1010223039022311;34;2023-02-08 03:27:45.161 CET
2023-02-08 03:27:47.842 CET;1010223039022320;34,1;2023-02-08 03:27:53.391 CET
2023-02-08 03:27:56.173 CET;1010223039022329;34;2023-02-08 03:28:01.711 CET
2023-02-08 03:28:12.842 CET;1010223039022347;33,8;2023-02-08 03:28:18.361 CET
2023-02-08 03:34:39.494 CET;1010223039022417;33,9;2023-02-08 03:34:45.134 CET
2023-02-08 03:34:49.775 CET;1010123039022425;33,7;2023-02-08 03:34:55.323 CET
2023-02-08 03:34:58.125 CET;1010123039022757;33,8;2023-02-08 03:35:03.714 CET
2023-02-08 03:37:24.042 CET;1010123039022815;33,6;2023-02-08 03:37:29.572 CET
2023-02-08 03:37:49.510 CET;1010123039023356;33,7;2023-02-08 03:37:55.091 CET
2023-02-08 03:37:57.940 CET;1010123039023413;33,8;2023-02-08 03:38:03.470 CET
2023-02-08 03:38:14.611 CET;1010123039023431;34;2023-02-08 03:38:20.200 CET
2023-02-08 03:38:22.901 CET;1010123039023504;34,2;2023-02-08 03:38:28.520 CET
2023-02-08 03:38:31.270 CET;1010123039023514;34;2023-02-08 03:38:36.841 CET
2023-02-08 03:39:06.720 CET;1010123039023523;33,8;2023-02-08 03:39:12.288 CET
2023-02-08 03:39:14.918 CET;1010123039023532;34,2;2023-02-08 03:39:20.438 CET
2023-02-08 03:39:24.168 CET;1010123039023749;34;2023-02-08 03:39:29.709 CET
2023-02-08 03:39:33.019 CET;1010123039023814;34,6;2023-02-08 03:39:38.598 CET
2023-02-08 03:39:42.019 CET;1010123039023823;34,4;2023-02-08 03:39:47.638 CET
2023-02-08 03:39:59.979 CET;1010123039023910;34;2023-02-08 03:40:05.558 CET
2023-02-08 03:40:08.977 CET;1010123039023920;34,5;2023-02-08 03:40:14.517 CET
2023-02-08 03:40:17.878 CET;1010123039023929;34,1;2023-02-08 03:40:23.477 CET
2023-02-08 03:40:26.818 CET;1010123039023938;34,5;2023-02-08 03:40:32.358 CET
2023-02-08 03:40:35.737 CET;1010123039023947;34;2023-02-08 03:40:41.397 CET
2023-02-08 03:40:44.747 CET;1010123039023956;34,2;2023-02-08 03:40:50.357 CET
2023-02-08 03:41:02.687 CET;1010123039024013;34,4;2023-02-08 03:41:08.286 CET
2023-02-08 03:48:02.680 CET;1010123039024031;33,8;2023-02-08 03:48:08.230 CET
2023-02-08 03:48:10.890 CET;1010123039024040;33,9;2023-02-08 03:48:16.448 CET
2023-02-08 03:48:28.390 CET;1010123039024049;33,8;2023-02-08 03:48:34.019 CET
2023-02-08 03:48:37.559 CET;1010123039024058;34,4;2023-02-08 03:48:43.059 CET
2023-02-08 03:48:46.519 CET;1010123039024107;34,7;2023-02-08 03:48:52.128 CET
2023-02-08 03:48:55.390 CET;1010123039024116;34,3;2023-02-08 03:49:00.930 CET
2023-02-08 03:49:04.319 CET;1010123039024757;34,2;2023-02-08 03:49:09.878 CET
2023-02-08 03:49:13.230 CET;1010123039024824;34,7;2023-02-08 03:49:18.769 CET
2023-02-08 03:49:31.150 CET;1010123039024842;34,2;2023-02-08 03:49:36.759 CET
2023-02-08 03:49:39.999 CET;1010123039024851;34,5;2023-02-08 03:49:45.638 CET
2023-02-08 03:49:48.989 CET;1010123039024900;34,4;2023-02-08 03:49:54.608 CET
2023-02-08 03:49:58.019 CET;1010123039024909;34,6;2023-02-08 03:50:03.569 CET
2023-02-08 03:50:07.069 CET;1010123039024918;34,8;2023-02-08 03:50:12.608 CET
2023-02-08 03:50:15.979 CET;1010123039024927;34,4;2023-02-08 03:50:21.568 CET
2023-02-08 03:50:34.059 CET;1010123039024945;34;2023-02-08 03:50:39.727 CET
2023-02-08 03:50:43.049 CET;1010123039024954;34,6;2023-02-08 03:50:48.678 CET
2023-02-08 03:50:51.970 CET;1010123039025003;34,4;2023-02-08 03:50:57.558 CET
2023-02-08 03:51:01.009 CET;1010123039025012;34,8;2023-02-08 03:51:06.608 CET
2023-02-08 03:51:09.937 CET;1010123039025021;34,4;2023-02-08 03:51:15.568 CET
2023-02-08 03:51:18.848 CET;1010123039025030;34,8;2023-02-08 03:51:24.437 CET
2023-02-08 03:51:36.687 CET;1010123039025047;34,6;2023-02-08 03:51:42.288 CET
2023-02-08 03:51:45.740 CET;1010123039025056;34,8;2023-02-08 03:51:51.407 CET
2023-02-08 03:51:54.648 CET;1010123039025106;34,4;2023-02-08 03:52:00.217 CET
2023-02-08 03:52:03.538 CET;1010123039025114;34,8;2023-02-08 03:52:09.086 CET
2023-02-08 03:52:12.506 CET;1010123039025124;34,3;2023-02-08 03:52:18.046 CET
2023-02-08 03:52:21.437 CET;1010123039025132;34,4;2023-02-08 03:52:26.996 CET
2023-02-08 03:52:30.506 CET;1010123039025141;34,7;2023-02-08 03:52:36.137 CET
2023-02-08 03:52:39.546 CET;1010123039025150;34,8;2023-02-08 03:52:45.096 CET
2023-02-08 03:52:48.556 CET;1010123039025159;34,5;2023-02-08 03:52:54.125 CET
2023-02-08 03:52:57.526 CET;1010123039025208;34,7;2023-02-08 03:53:03.086 CET
2023-02-08 03:53:15.506 CET;1010123039025226;34,5;2023-02-08 03:53:21.085 CET
2023-02-08 03:53:24.516 CET;1010123039025235;34,6;2023-02-08 03:53:30.055 CET
2023-02-08 03:53:33.457 CET;1010123039025244;34,7;2023-02-08 03:53:39.015 CET
2023-02-08 03:53:42.315 CET;1010123039025253;34,8;2023-02-08 03:53:47.894 CET
2023-02-08 03:53:51.226 CET;1010123039025302;35,2;2023-02-08 03:53:56.765 CET
2023-02-08 03:54:00.155 CET;1010123039025311;34,6;2023-02-08 03:54:05.734 CET
2023-02-08 03:54:09.145 CET;1010123039025320;34,5;2023-02-08 03:54:14.765 CET
2023-02-08 03:54:50.075 CET;1010123039025329;34,4;2023-02-08 03:54:55.615 CET
2023-02-08 03:55:40.203 CET;1010123039025423;34,5;2023-02-08 03:55:45.812 CET
2023-02-08 03:55:48.614 CET;1010123039025432;34;2023-02-08 03:55:54.213 CET
2023-02-08 03:55:56.963 CET;1010123039025440;34,4;2023-02-08 03:56:02.523 CET
2023-02-08 03:56:05.283 CET;1010123039025515;34,2;2023-02-08 03:56:10.933 CET
2023-02-08 03:56:13.793 CET;1010123039025524;34,3;2023-02-08 03:56:19.342 CET
2023-02-08 03:56:22.793 CET;1010123039025533;34,6;2023-02-08 03:56:28.382 CET
2023-02-08 03:56:31.713 CET;1010123039025542;34,8;2023-02-08 03:56:37.263 CET
2023-02-08 03:56:40.602 CET;1010123039025551;34,6;2023-02-08 03:56:46.211 CET
2023-02-08 03:56:49.493 CET;1010123039025600;34,4;2023-02-08 03:56:55.092 CET
2023-02-08 03:56:58.513 CET;1010123039025609;34,3;2023-02-08 03:57:04.141 CET
2023-02-08 03:57:07.532 CET;1010123039025618;34,6;2023-02-08 03:57:13.181 CET
2023-02-08 03:57:25.503 CET;1010123039025636;34,4;2023-02-08 03:57:31.012 CET
2023-02-08 03:57:34.493 CET;1010123039025645;34,3;2023-02-08 03:57:40.051 CET
2023-02-08 03:57:43.351 CET;1010123039025654;34,5;2023-02-08 03:57:48.930 CET
2023-02-08 04:02:43.147 CET;1010123039025703;33,8;2023-02-08 04:02:48.766 CET
2023-02-08 04:03:11.226 CET;1010123039025712;34,1;2023-02-08 04:03:16.776 CET
2023-02-08 04:03:19.756 CET;1010123039025721;34;2023-02-08 04:03:25.336 CET
2023-02-08 04:03:28.766 CET;1010123039025729;34,5;2023-02-08 04:03:34.377 CET
2023-02-08 04:03:37.766 CET;1010123039025738;34,2;2023-02-08 04:03:43.417 CET
2023-02-08 04:03:55.687 CET;1010123039030245;34,4;2023-02-08 04:04:01.335 CET
2023-02-08 04:04:04.746 CET;1010123039030304;34,6;2023-02-08 04:04:10.295 CET
2023-02-08 04:04:13.575 CET;1010123039030324;34,2;2023-02-08 04:04:19.184 CET
2023-02-08 04:04:22.605 CET;1010123039030333;34,5;2023-02-08 04:04:28.226 CET
2023-02-08 04:04:40.665 CET;1010123039030351;34,6;2023-02-08 04:04:46.295 CET
2023-02-08 04:04:49.585 CET;1010123039030400;35;2023-02-08 04:04:55.174 CET
2023-02-08 04:04:58.605 CET;1010123039030409;34,7;2023-02-08 04:05:04.134 CET
2023-02-08 04:05:07.395 CET;1010123039030418;34,6;2023-02-08 04:05:13.026 CET
2023-02-08 04:05:25.456 CET;1010123039030436;34,7;2023-02-08 04:05:31.026 CET
2023-02-08 04:05:34.506 CET;1010123039030445;34,6;2023-02-08 04:05:40.055 CET
2023-02-08 04:05:43.565 CET;1010123039030454;34,4;2023-02-08 04:05:49.184 CET
2023-02-08 04:05:52.565 CET;1010123039030503;34,9;2023-02-08 04:05:58.154 CET
2023-02-08 04:06:01.434 CET;1010123039030512;34,6;2023-02-08 04:06:07.105 CET
2023-02-08 04:06:10.545 CET;1010123039030520;34,8;2023-02-08 04:06:16.065 CET
2023-02-08 04:06:19.555 CET;1010123039030530;34,4;2023-02-08 04:06:25.174 CET
2023-02-08 04:06:37.634 CET;1010123039030548;34,8;2023-02-08 04:06:43.263 CET
2023-02-08 04:06:46.493 CET;1010123039030557;35;2023-02-08 04:06:52.144 CET
2023-02-08 04:06:55.114 CET;1010123039030606;34,2;2023-02-08 04:07:00.713 CET
2023-02-08 04:07:04.114 CET;1010123039030615;34,5;2023-02-08 04:07:09.663 CET
2023-02-08 04:07:13.033 CET;1010123039030624;34,6;2023-02-08 04:07:18.634 CET
2023-02-08 04:07:22.154 CET;1010123039030633;34,8;2023-02-08 04:07:27.743 CET
2023-02-08 04:07:30.904 CET;1010123039030642;34,4;2023-02-08 04:07:36.533 CET
2023-02-08 04:07:39.793 CET;1010123039030651;34,8;2023-02-08 04:07:45.344 CET
2023-02-08 04:07:48.674 CET;1010123039030700;34,7;2023-02-08 04:07:54.312 CET
2023-02-08 04:07:57.684 CET;1010123039030709;34,8;2023-02-08 04:08:03.263 CET
2023-02-08 04:08:06.664 CET;1010123039030718;35;2023-02-08 04:08:12.221 CET
2023-02-08 04:08:15.653 CET;1010123039030727;34,8;2023-02-08 04:08:21.191 CET
2023-02-08 04:08:24.502 CET;1010123039030735;34,9;2023-02-08 04:08:30.062 CET
2023-02-08 04:08:33.371 CET;1010123039030744;34,6;2023-02-08 04:08:38.951 CET
2023-02-08 04:08:42.362 CET;1010123039030753;34,2;2023-02-08 04:08:47.903 CET
2023-02-08 04:08:51.362 CET;1010123039030802;34,4;2023-02-08 04:08:56.861 CET
2023-02-08 04:09:00.352 CET;1010123039030811;34,8;2023-02-08 04:09:05.982 CET
2023-02-08 04:09:09.403 CET;1010123039030820;34,2;2023-02-08 04:09:15.032 CET
2023-02-08 04:09:18.272 CET;1010123039030829;34,4;2023-02-08 04:09:23.822 CET
2023-02-08 04:09:27.111 CET;1010123039030838;35;2023-02-08 04:09:32.701 CET
2023-02-08 04:09:36.221 CET;1010123039030847;34,6;2023-02-08 04:09:41.832 CET
2023-02-08 04:10:20.951 CET;1010123039030932;34,5;2023-02-08 04:10:26.551 CET
2023-02-08 04:10:29.720 CET;1010123039030941;34,4;2023-02-08 04:10:35.270 CET
2023-02-08 04:10:38.691 CET;1010123039030950;34,8;2023-02-08 04:10:44.220 CET
2023-02-08 04:10:47.490 CET;1010123039030959;34,6;2023-02-08 04:10:53.029 CET
2023-02-08 04:10:56.331 CET;1010123039031008;34,5;2023-02-08 04:11:01.990 CET
2023-02-08 04:11:05.311 CET;1010123039031017;34,7;2023-02-08 04:11:10.871 CET
2023-02-08 04:11:14.171 CET;1010123039031025;35;2023-02-08 04:11:19.839 CET
2023-02-08 04:11:23.131 CET;1010123039031034;34,6;2023-02-08 04:11:28.790 CET
2023-02-08 04:11:41.121 CET;1010123039031052;34,4;2023-02-08 04:11:46.779 CET
2023-02-08 04:11:50.131 CET;1010123039031101;34,6;2023-02-08 04:11:55.671 CET
2023-02-08 04:11:59.081 CET;1010123039031110;34,7;2023-02-08 04:12:04.631 CET
2023-02-08 04:12:08.010 CET;1010123039031119;34,3;2023-02-08 04:12:13.660 CET
2023-02-08 04:12:17.099 CET;1010123039031128;34,7;2023-02-08 04:12:22.700 CET
2023-02-08 04:12:26.190 CET;1010123039031137;34,8;2023-02-08 04:12:31.749 CET
2023-02-08 04:12:53.140 CET;1010123039031204;34,7;2023-02-08 04:12:58.719 CET
2023-02-08 04:13:02.009 CET;1010123039031213;34,6;2023-02-08 04:13:07.598 CET
2023-02-08 04:13:11.108 CET;1010123039031222;35,2;2023-02-08 04:13:16.628 CET
2023-02-08 04:13:20.019 CET;1010123039031231;34,7;2023-02-08 04:13:25.588 CET
2023-02-08 04:13:29.108 CET;1010123039031240;35,1;2023-02-08 04:13:34.707 CET
2023-02-08 04:13:37.977 CET;1010123039031249;34,9;2023-02-08 04:13:43.588 CET
2023-02-08 04:13:47.059 CET;1010123039031258;34,8;2023-02-08 04:13:52.707 CET
2023-02-08 04:13:55.969 CET;1010123039031307;34,5;2023-02-08 04:14:01.509 CET
2023-02-08 04:14:04.979 CET;1010123039031316;35;2023-02-08 04:14:10.628 CET
2023-02-08 04:14:13.868 CET;1010123039031325;34,5;2023-02-08 04:14:19.428 CET
2023-02-08 04:14:22.720 CET;1010123039031334;34,6;2023-02-08 04:14:28.319 CET
2023-02-08 04:14:31.638 CET;1010123039031343;34,5;2023-02-08 04:14:37.279 CET
2023-02-08 04:14:40.687 CET;1010123039031352;34,6;2023-02-08 04:14:46.308 CET
2023-02-08 04:14:58.437 CET;1010123039031410;34,4;2023-02-08 04:15:04.066 CET
2023-02-08 04:15:07.298 CET;1010123039031418;34,6;2023-02-08 04:15:12.877 CET
2023-02-08 04:15:16.197 CET;1010123039031427;34,9;2023-02-08 04:15:21.838 CET
2023-02-08 04:15:25.058 CET;1010123039031436;35;2023-02-08 04:15:30.707 CET
2023-02-08 04:15:34.058 CET;1010123039031445;34,5;2023-02-08 04:15:39.677 CET
2023-02-08 04:15:43.127 CET;1010123039031454;34,6;2023-02-08 04:15:48.716 CET
2023-02-08 04:15:52.086 CET;1010123039031503;35;2023-02-08 04:15:57.676 CET
2023-02-08 04:16:10.176 CET;1010123039031521;34,4;2023-02-08 04:16:15.744 CET
2023-02-08 04:16:19.145 CET;1010123039031530;34,6;2023-02-08 04:16:24.716 CET
2023-02-08 04:16:28.085 CET;1010123039031539;34,7;2023-02-08 04:16:33.744 CET
2023-02-08 04:16:37.006 CET;1010123039031548;34,6;2023-02-08 04:16:42.555 CET
2023-02-08 04:16:45.966 CET;1010123039031557;34,7;2023-02-08 04:16:51.516 CET
2023-02-08 04:16:54.905 CET;1010123039031606;35,2;2023-02-08 04:17:00.545 CET
2023-02-08 04:17:03.855 CET;1010123039031615;35;2023-02-08 04:17:09.436 CET
2023-02-08 04:17:12.845 CET;1010123039031624;34,7;2023-02-08 04:17:18.483 CET
2023-02-08 04:17:30.884 CET;1010123039031642;34,6;2023-02-08 04:17:36.473 CET
2023-02-08 04:17:48.914 CET;1010123039031700;34,7;2023-02-08 04:17:54.543 CET
2023-02-08 04:17:57.994 CET;1010123039031709;34,6;2023-02-08 04:18:03.595 CET
2023-02-08 04:18:06.904 CET;1010123039031718;35;2023-02-08 04:18:12.553 CET
2023-02-08 04:23:08.450 CET;1010123039031727;34,1;2023-02-08 04:23:14.069 CET
2023-02-08 04:23:34.269 CET;1010123039031736;33,7;2023-02-08 04:23:39.928 CET
2023-02-08 04:23:42.698 CET;1010123039031745;34,1;2023-02-08 04:23:48.249 CET
2023-02-08 04:23:51.709 CET;1010123039031754;34;2023-02-08 04:23:57.288 CET
2023-02-08 04:24:00.779 CET;1010123039031803;34,2;2023-02-08 04:24:06.388 CET
2023-02-08 04:24:09.719 CET;1010123039031812;34,4;2023-02-08 04:24:15.278 CET
2023-02-08 04:24:18.739 CET;1010123039032310;34,6;2023-02-08 04:24:24.309 CET
2023-02-08 04:24:27.618 CET;1010123039032328;34,5;2023-02-08 04:24:33.198 CET
2023-02-08 04:24:36.719 CET;1010123039032347;34,1;2023-02-08 04:24:42.308 CET
2023-02-08 04:24:45.549 CET;1010123039032356;34,9;2023-02-08 04:24:51.197 CET
2023-02-08 04:24:54.477 CET;1010123039032405;34,4;2023-02-08 04:25:00.068 CET
2023-02-08 04:25:03.489 CET;1010123039032414;34,6;2023-02-08 04:25:09.038 CET
2023-02-08 04:25:11.967 CET;1010123039032423;34,2;2023-02-08 04:25:17.607 CET
2023-02-08 04:25:20.997 CET;1010123039032432;35;2023-02-08 04:25:26.556 CET
2023-02-08 04:25:29.967 CET;1010123039032441;34,3;2023-02-08 04:25:35.506 CET
2023-02-08 04:25:47.677 CET;1010123039032459;34,2;2023-02-08 04:25:53.276 CET
2023-02-08 04:25:56.717 CET;1010123039032508;34,5;2023-02-08 04:26:02.236 CET
2023-02-08 04:26:05.628 CET;1010123039032517;34,4;2023-02-08 04:26:11.207 CET
2023-02-08 04:26:14.628 CET;1010123039032526;34,7;2023-02-08 04:26:20.237 CET
2023-02-08 04:26:23.687 CET;1010123039032535;34,5;2023-02-08 04:26:29.286 CET
2023-02-08 04:26:32.707 CET;1010123039032544;34,4;2023-02-08 04:26:38.316 CET
2023-02-08 04:26:41.556 CET;1010123039032552;34,8;2023-02-08 04:26:47.206 CET
2023-02-08 04:26:50.417 CET;1010123039032601;34,5;2023-02-08 04:26:55.996 CET
2023-02-08 04:26:59.387 CET;1010123039032610;34,6;2023-02-08 04:27:04.967 CET
2023-02-08 04:27:17.556 CET;1010123039032628;34,8;2023-02-08 04:27:23.117 CET
2023-02-08 04:27:42.446 CET;1010123039032646;34,3;2023-02-08 04:27:47.964 CET
2023-02-08 04:27:51.405 CET;1010123039032655;34,5;2023-02-08 04:27:56.966 CET
2023-02-08 04:28:00.315 CET;1010123039032704;34,6;2023-02-08 04:28:05.926 CET
2023-02-08 04:28:09.315 CET;1010123039032713;34,3;2023-02-08 04:28:14.885 CET
2023-02-08 04:28:27.155 CET;1010123039032741;34,5;2023-02-08 04:28:32.805 CET
2023-02-08 04:28:36.016 CET;1010123039032749;34,4;2023-02-08 04:28:41.595 CET
2023-02-08 04:28:44.996 CET;1010123039032758;34,8;2023-02-08 04:28:50.654 CET
2023-02-08 04:28:53.937 CET;1010123039032806;34,6;2023-02-08 04:28:59.526 CET
2023-02-08 04:29:02.796 CET;1010123039032815;34,8;2023-02-08 04:29:08.325 CET
2023-02-08 04:29:11.795 CET;1010123039032823;34,6;2023-02-08 04:29:17.365 CET
2023-02-08 04:29:20.595 CET;1010123039032832;34,8;2023-02-08 04:29:26.255 CET
2023-02-08 04:29:29.525 CET;1010123039032841;34,6;2023-02-08 04:29:35.115 CET
2023-02-08 04:29:56.285 CET;1010123039032907;34,9;2023-02-08 04:30:01.914 CET
2023-02-08 04:30:05.244 CET;1010123039032916;34,8;2023-02-08 04:30:10.812 CET
2023-02-08 04:30:23.144 CET;1010123039032934;34,7;2023-02-08 04:30:28.713 CET
2023-02-08 04:30:32.063 CET;1010123039032943;34,8;2023-02-08 04:30:37.684 CET
2023-02-08 04:30:40.966 CET;1010123039032952;34,5;2023-02-08 04:30:46.483 CET
2023-02-08 04:30:58.773 CET;1010123039033010;34,4;2023-02-08 04:31:04.312 CET
2023-02-08 04:31:07.845 CET;1010123039033019;34,9;2023-02-08 04:31:13.443 CET
2023-02-08 04:31:16.844 CET;1010123039033028;34,3;2023-02-08 04:31:22.403 CET
2023-02-08 04:31:25.694 CET;1010123039033037;34,6;2023-02-08 04:31:31.282 CET
2023-02-08 04:31:43.562 CET;1010123039033055;34,8;2023-02-08 04:31:49.121 CET
2023-02-08 04:31:52.532 CET;1010123039033103;34,7;2023-02-08 04:31:58.092 CET
2023-02-08 04:32:10.523 CET;1010123039033121;34,8;2023-02-08 04:32:16.171 CET
2023-02-08 04:32:28.602 CET;1010123039033139;34,9;2023-02-08 04:32:34.161 CET
2023-02-08 04:57:15.604 CET;1010223039035442;27,8;2023-02-08 04:57:23.423 CET
2023-02-08 04:57:44.223 CET;1010223039035459;27,9;2023-02-08 04:57:48.664 CET
2023-02-08 04:58:20.463 CET;1010223039035627;27,8;2023-02-08 04:58:25.022 CET
2023-02-08 05:02:03.229 CET;1010223039035644;27,7;2023-02-08 05:02:07.719 CET
2023-02-08 05:02:13.158 CET;1010223039035700;27,6;2023-02-08 05:02:17.618 CET
