time;TraceabilityCode;TotalPressForceValue;time.value
2023-02-16 01:22:03.563 CET;1010223047002111;23,7;2023-02-16 01:22:08.354 CET
2023-02-16 01:22:12.654 CET;1010223047002120;23,6;2023-02-16 01:22:17.473 CET
2023-02-16 01:22:21.453 CET;1010223047002129;22,9;2023-02-16 01:22:26.352 CET
2023-02-16 01:22:30.322 CET;1010223047002138;23,2;2023-02-16 01:22:35.233 CET
2023-02-16 01:22:39.352 CET;1010223047002146;22,8;2023-02-16 01:22:44.191 CET
2023-02-16 01:22:48.183 CET;1010223047002155;23,9;2023-02-16 01:22:53.062 CET
2023-02-16 01:22:57.032 CET;1010223047002204;23,8;2023-02-16 01:23:01.871 CET
2023-02-16 01:23:06.092 CET;1010223047002213;22,7;2023-02-16 01:23:10.911 CET
2023-02-16 01:23:15.062 CET;1010223047002222;22,3;2023-02-16 01:23:19.861 CET
2023-02-16 01:23:23.901 CET;1010223047002231;22,9;2023-02-16 01:23:28.760 CET
2023-02-16 01:23:32.881 CET;1010223047002240;22,6;2023-02-16 01:23:37.720 CET
2023-02-16 01:23:41.891 CET;1010223047002249;22,4;2023-02-16 01:23:46.760 CET
2023-02-16 01:23:51.002 CET;1010223047002258;23;2023-02-16 01:23:55.891 CET
2023-02-16 01:23:59.901 CET;1010223047002307;22,8;2023-02-16 01:24:04.750 CET
2023-02-16 01:24:08.941 CET;1010223047002316;23,2;2023-02-16 01:24:13.811 CET
2023-02-16 01:24:17.871 CET;1010223047002325;23;2023-02-16 01:24:22.760 CET
2023-02-16 01:24:26.881 CET;1010223047002334;22,9;2023-02-16 01:24:31.710 CET
2023-02-16 01:24:35.690 CET;1010223047002343;23,7;2023-02-16 01:24:40.519 CET
2023-02-16 01:24:44.641 CET;1010223047002352;22,5;2023-02-16 01:24:49.470 CET
2023-02-16 01:24:53.671 CET;1010223047002401;22,8;2023-02-16 01:24:58.529 CET
2023-02-16 01:25:02.730 CET;1010223047002410;22,7;2023-02-16 01:25:07.641 CET
2023-02-16 01:25:11.770 CET;1010223047002419;23,4;2023-02-16 01:25:16.670 CET
2023-02-16 01:25:20.789 CET;1010223047002427;22,4;2023-02-16 01:25:25.630 CET
2023-02-16 01:25:29.690 CET;1010223047002437;23,4;2023-02-16 01:25:34.509 CET
2023-02-16 01:25:38.710 CET;1010223047002445;23;2023-02-16 01:25:43.559 CET
2023-02-16 01:25:47.650 CET;1010223047002455;21,9;2023-02-16 01:25:52.519 CET
2023-02-16 01:25:56.490 CET;1010223047002503;23,3;2023-02-16 01:26:01.319 CET
2023-02-16 01:26:05.180 CET;1010223047002512;23,8;2023-02-16 01:26:10.039 CET
2023-02-16 01:26:14.150 CET;1010223047002522;22,7;2023-02-16 01:26:19.000 CET
2023-02-16 01:26:22.960 CET;1010223047002531;22,5;2023-02-16 01:26:27.878 CET
2023-02-16 01:26:31.849 CET;1010223047002539;23,2;2023-02-16 01:26:36.668 CET
2023-02-16 01:26:40.869 CET;1010223047002548;23,5;2023-02-16 01:26:45.719 CET
2023-02-16 01:26:49.898 CET;1010223047002557;22,8;2023-02-16 01:26:54.698 CET
2023-02-16 01:26:58.858 CET;1010223047002606;23;2023-02-16 01:27:03.729 CET
2023-02-16 01:27:07.729 CET;1010223047002615;23,7;2023-02-16 01:27:12.519 CET
2023-02-16 01:27:16.719 CET;1010223047002624;23;2023-02-16 01:27:21.648 CET
2023-02-16 01:27:25.598 CET;1010223047002633;22,5;2023-02-16 01:27:30.529 CET
2023-02-16 01:27:34.509 CET;1010223047002642;23,5;2023-02-16 01:27:39.328 CET
2023-02-16 01:27:43.559 CET;1010223047002651;23,3;2023-02-16 01:27:48.358 CET
2023-02-16 01:27:52.529 CET;1010223047002659;22,8;2023-02-16 01:27:57.319 CET
2023-02-16 01:28:01.368 CET;1010223047002708;22,6;2023-02-16 01:28:06.209 CET
2023-02-16 01:28:19.239 CET;1010223047002726;22,9;2023-02-16 01:28:24.117 CET
2023-02-16 01:28:28.098 CET;1010223047002735;22,4;2023-02-16 01:28:32.986 CET
2023-02-16 01:28:36.997 CET;1010223047002744;22,2;2023-02-16 01:28:41.877 CET
2023-02-16 01:28:45.907 CET;1010223047002753;22,9;2023-02-16 01:28:50.756 CET
2023-02-16 01:28:54.967 CET;1010223047002802;22,8;2023-02-16 01:28:59.806 CET
2023-02-16 01:29:03.737 CET;1010223047002811;23;2023-02-16 01:29:08.697 CET
2023-02-16 01:29:12.877 CET;1010223047002820;22,5;2023-02-16 01:29:17.717 CET
2023-02-16 01:29:21.786 CET;1010223047002829;23,4;2023-02-16 01:29:26.607 CET
2023-02-16 01:29:30.736 CET;1010223047002838;22,5;2023-02-16 01:29:35.565 CET
2023-02-16 01:29:39.516 CET;1010223047002847;23,4;2023-02-16 01:29:44.355 CET
2023-02-16 01:29:48.617 CET;1010223047002856;22,2;2023-02-16 01:29:53.397 CET
2023-02-16 01:29:57.467 CET;1010223047002904;22,8;2023-02-16 01:30:02.365 CET
2023-02-16 01:30:06.667 CET;1010223047002913;23,2;2023-02-16 01:30:11.476 CET
2023-02-16 01:30:15.687 CET;1010223047002923;22,3;2023-02-16 01:30:20.436 CET
2023-02-16 01:30:24.496 CET;1010223047002931;23,5;2023-02-16 01:30:29.325 CET
2023-02-16 01:30:33.486 CET;1010223047002940;22,6;2023-02-16 01:30:38.276 CET
2023-02-16 01:30:42.357 CET;1010223047002949;22,9;2023-02-16 01:30:47.246 CET
2023-02-16 01:30:51.423 CET;1010223047002958;22,6;2023-02-16 01:30:56.213 CET
2023-02-16 01:31:00.362 CET;1010223047003007;22,8;2023-02-16 01:31:05.163 CET
2023-02-16 01:31:45.165 CET;1010223047003052;23;2023-02-16 01:31:49.966 CET
2023-02-16 01:31:54.085 CET;1010223047003101;22,9;2023-02-16 01:31:58.924 CET
2023-02-16 01:32:03.035 CET;1010223047003110;22,8;2023-02-16 01:32:07.875 CET
2023-02-16 01:32:20.934 CET;1010223047003128;23,1;2023-02-16 01:32:25.805 CET
2023-02-16 01:32:29.855 CET;1010223047003137;22,6;2023-02-16 01:32:34.775 CET
2023-02-16 01:32:38.805 CET;1010223047003146;23,1;2023-02-16 01:32:43.634 CET
2023-02-16 01:32:47.694 CET;1010223047003155;22,3;2023-02-16 01:32:52.605 CET
2023-02-16 01:32:56.684 CET;1010223047003204;23,4;2023-02-16 01:33:01.484 CET
2023-02-16 01:33:05.664 CET;1010223047003213;23;2023-02-16 01:33:10.454 CET
2023-02-16 01:33:14.654 CET;1010223047003222;23,5;2023-02-16 01:33:19.575 CET
2023-02-16 01:33:32.523 CET;1010223047003239;23;2023-02-16 01:33:37.322 CET
2023-02-16 01:33:41.463 CET;1010223047003248;22,9;2023-02-16 01:33:46.362 CET
2023-02-16 01:33:50.344 CET;1010223047003257;23,6;2023-02-16 01:33:55.163 CET
2023-02-16 01:33:59.313 CET;1010223047003306;23;2023-02-16 01:34:04.203 CET
2023-02-16 01:34:08.303 CET;1010223047003315;22,7;2023-02-16 01:34:13.084 CET
2023-02-16 01:34:17.154 CET;1010223047003324;23,6;2023-02-16 01:34:21.973 CET
2023-02-16 01:34:26.184 CET;1010223047003333;22,6;2023-02-16 01:34:31.003 CET
2023-02-16 01:34:34.813 CET;1010223047003342;23,5;2023-02-16 01:34:39.642 CET
2023-02-16 01:34:43.733 CET;1010223047003351;23,6;2023-02-16 01:34:48.602 CET
2023-02-16 01:34:52.673 CET;1010223047003400;23,2;2023-02-16 01:34:57.562 CET
2023-02-16 01:35:01.663 CET;1010223047003409;23;2023-02-16 01:35:06.441 CET
2023-02-16 01:35:10.552 CET;1010223047003418;22,9;2023-02-16 01:35:15.411 CET
2023-02-16 01:35:19.312 CET;1010223047003427;23,2;2023-02-16 01:35:24.131 CET
2023-02-16 01:35:28.263 CET;1010223047003436;23;2023-02-16 01:35:33.092 CET
2023-02-16 01:35:37.273 CET;1010223047003445;23,2;2023-02-16 01:35:42.131 CET
2023-02-16 01:35:46.253 CET;1010223047003453;23,3;2023-02-16 01:35:51.101 CET
2023-02-16 01:35:55.232 CET;1010223047003502;23;2023-02-16 01:36:00.131 CET
2023-02-16 01:36:04.221 CET;1010223047003511;22,8;2023-02-16 01:36:09.081 CET
2023-02-16 01:36:13.161 CET;1010223047003520;23,1;2023-02-16 01:36:17.980 CET
2023-02-16 01:36:21.992 CET;1010223047003529;23,2;2023-02-16 01:36:26.851 CET
2023-02-16 01:36:30.921 CET;1010223047003538;23,4;2023-02-16 01:36:35.811 CET
2023-02-16 01:36:39.832 CET;1010223047003547;22,8;2023-02-16 01:36:44.690 CET
2023-02-16 01:36:48.641 CET;1010223047003556;23,2;2023-02-16 01:36:53.492 CET
2023-02-16 01:36:57.631 CET;1010223047003605;23,3;2023-02-16 01:37:02.522 CET
2023-02-16 01:37:06.651 CET;1010223047003614;23,2;2023-02-16 01:37:11.552 CET
2023-02-16 01:37:15.522 CET;1010223047003623;23,3;2023-02-16 01:37:20.369 CET
2023-02-16 01:37:24.371 CET;1010223047003632;23,5;2023-02-16 01:37:29.171 CET
2023-02-16 01:37:33.460 CET;1010223047003641;23,4;2023-02-16 01:37:38.299 CET
2023-02-16 01:37:42.290 CET;1010223047003650;23;2023-02-16 01:37:47.170 CET
2023-02-16 01:37:51.210 CET;1010223047003658;23,1;2023-02-16 01:37:56.051 CET
2023-02-16 01:38:00.141 CET;1010223047003708;23;2023-02-16 01:38:05.010 CET
2023-02-16 01:38:09.131 CET;1010223047003716;23,2;2023-02-16 01:38:13.970 CET
2023-02-16 01:38:17.980 CET;1010223047003725;23;2023-02-16 01:38:22.769 CET
2023-02-16 01:38:27.049 CET;1010223047003734;22,5;2023-02-16 01:38:31.989 CET
2023-02-16 01:38:35.819 CET;1010223047003743;23;2023-02-16 01:38:40.688 CET
2023-02-16 01:38:44.740 CET;1010223047003752;23,4;2023-02-16 01:38:49.650 CET
2023-02-16 01:38:53.650 CET;1010223047003801;22,9;2023-02-16 01:38:58.529 CET
2023-02-16 01:39:02.569 CET;1010223047003810;22,8;2023-02-16 01:39:07.499 CET
2023-02-16 01:39:11.539 CET;1010223047003819;23,6;2023-02-16 01:39:16.369 CET
2023-02-16 01:39:20.509 CET;1010223047003828;22,8;2023-02-16 01:39:25.328 CET
2023-02-16 01:39:29.388 CET;1010223047003837;23,1;2023-02-16 01:39:34.209 CET
2023-02-16 01:39:47.348 CET;1010223047003854;23,4;2023-02-16 01:39:52.219 CET
2023-02-16 01:39:56.239 CET;1010223047003903;23,2;2023-02-16 01:40:01.098 CET
2023-02-16 01:40:05.269 CET;1010223047003912;23;2023-02-16 01:40:10.128 CET
2023-02-16 01:40:23.108 CET;1010223047003930;23,3;2023-02-16 01:40:27.967 CET
2023-02-16 01:40:31.977 CET;1010223047003939;22,8;2023-02-16 01:40:36.848 CET
2023-02-16 01:40:40.828 CET;1010223047003948;23,4;2023-02-16 01:40:45.726 CET
2023-02-16 01:40:49.967 CET;1010223047003957;22,6;2023-02-16 01:40:54.845 CET
2023-02-16 01:40:58.756 CET;1010223047004006;23,2;2023-02-16 01:41:03.565 CET
2023-02-16 01:41:07.776 CET;1010223047004015;22,7;2023-02-16 01:41:12.605 CET
2023-02-16 01:41:16.766 CET;1010223047004024;22,8;2023-02-16 01:41:21.576 CET
2023-02-16 01:41:34.667 CET;1010223047004042;23;2023-02-16 01:41:39.496 CET
2023-02-16 01:41:43.546 CET;1010223047004051;22,7;2023-02-16 01:41:48.446 CET
2023-02-16 01:41:52.496 CET;1010223047004100;23,3;2023-02-16 01:41:57.335 CET
2023-02-16 01:42:01.736 CET;1010223047004109;23,2;2023-02-16 01:42:06.526 CET
2023-02-16 01:42:10.665 CET;1010223047004118;22,8;2023-02-16 01:42:15.494 CET
2023-02-16 01:42:19.716 CET;1010223047004127;22,5;2023-02-16 01:42:24.615 CET
2023-02-16 01:42:28.676 CET;1010223047004136;22,6;2023-02-16 01:42:33.494 CET
2023-02-16 01:42:37.506 CET;1010223047004145;22,8;2023-02-16 01:42:42.375 CET
2023-02-16 01:42:46.575 CET;1010223047004153;23,1;2023-02-16 01:42:51.414 CET
2023-02-16 01:42:55.464 CET;1010223047004202;22,6;2023-02-16 01:43:00.285 CET
2023-02-16 01:43:04.384 CET;1010223047004211;22,9;2023-02-16 01:43:09.255 CET
2023-02-16 01:43:13.434 CET;1010223047004220;22,1;2023-02-16 01:43:18.285 CET
2023-02-16 01:43:22.164 CET;1010223047004230;23,6;2023-02-16 01:43:27.023 CET
2023-02-16 01:43:31.194 CET;1010223047004238;22,4;2023-02-16 01:43:36.055 CET
2023-02-16 01:43:40.015 CET;1010223047004247;23,5;2023-02-16 01:43:44.855 CET
2023-02-16 01:43:49.045 CET;1010223047004256;23,2;2023-02-16 01:43:53.904 CET
2023-02-16 01:43:57.973 CET;1010223047004305;23,1;2023-02-16 01:44:02.773 CET
2023-02-16 01:44:15.713 CET;1010223047004323;22,3;2023-02-16 01:44:20.612 CET
2023-02-16 01:44:24.632 CET;1010223047004332;22,6;2023-02-16 01:44:29.503 CET
2023-02-16 01:44:33.723 CET;1010223047004341;23,1;2023-02-16 01:44:38.532 CET
2023-02-16 01:44:42.572 CET;1010223047004350;22,8;2023-02-16 01:44:47.493 CET
2023-02-16 01:44:51.572 CET;1010223047004359;22,3;2023-02-16 01:44:56.451 CET
2023-02-16 01:45:00.532 CET;1010223047004408;22,7;2023-02-16 01:45:05.421 CET
2023-02-16 01:45:09.403 CET;1010223047004417;23,2;2023-02-16 01:45:14.282 CET
2023-02-16 01:45:18.382 CET;1010223047004426;22,6;2023-02-16 01:45:23.252 CET
2023-02-16 01:45:27.221 CET;1010223047004435;23,8;2023-02-16 01:45:32.062 CET
2023-02-16 01:45:36.232 CET;1010223047004444;23;2023-02-16 01:45:41.101 CET
2023-02-16 01:45:45.121 CET;1010223047004453;23,6;2023-02-16 01:45:49.971 CET
2023-02-16 01:45:53.992 CET;1010223047004502;22,8;2023-02-16 01:45:58.861 CET
2023-02-16 01:46:02.782 CET;1010223047004511;23,6;2023-02-16 01:46:07.651 CET
2023-02-16 01:46:11.772 CET;1010223047004520;23;2023-02-16 01:46:16.700 CET
2023-02-16 01:46:20.811 CET;1010223047004529;22,5;2023-02-16 01:46:25.660 CET
2023-02-16 01:46:29.700 CET;1010223047004538;22,6;2023-02-16 01:46:34.529 CET
2023-02-16 01:46:38.740 CET;1010223047004546;23;2023-02-16 01:46:43.661 CET
2023-02-16 01:46:47.641 CET;1010223047004555;22,4;2023-02-16 01:46:52.529 CET
2023-02-16 01:47:38.690 CET;1010223047004604;22,7;2023-02-16 01:47:43.559 CET
2023-02-16 01:47:47.690 CET;1010223047004613;22,6;2023-02-16 01:47:52.549 CET
2023-02-16 01:48:03.019 CET;1010223047004622;22,9;2023-02-16 01:48:07.798 CET
2023-02-16 01:48:11.299 CET;1010223047004631;22,5;2023-02-16 01:48:16.148 CET
2023-02-16 01:48:19.448 CET;1010223047004640;22,6;2023-02-16 01:48:24.308 CET
2023-02-16 01:48:27.529 CET;1010223047004649;22,8;2023-02-16 01:48:32.457 CET
2023-02-16 01:49:01.608 CET;1010223047004809;23,1;2023-02-16 01:49:06.457 CET
2023-02-16 01:49:10.657 CET;1010223047004818;23;2023-02-16 01:49:15.496 CET
2023-02-16 01:49:19.648 CET;1010223047004827;23,2;2023-02-16 01:49:24.457 CET
2023-02-16 01:49:37.608 CET;1010223047004845;23;2023-02-16 01:49:42.457 CET
2023-02-16 01:49:46.477 CET;1010223047004854;23,4;2023-02-16 01:49:51.326 CET
2023-02-16 01:49:55.546 CET;1010223047004903;23,2;2023-02-16 01:50:00.457 CET
2023-02-16 01:50:11.207 CET;1010223047004912;23;2023-02-16 01:50:16.036 CET
2023-02-16 01:50:20.177 CET;1010223047004921;22,8;2023-02-16 01:50:25.046 CET
2023-02-16 01:50:29.137 CET;1010223047004930;22,4;2023-02-16 01:50:33.986 CET
2023-02-16 01:50:38.016 CET;1010223047004939;23,2;2023-02-16 01:50:42.865 CET
2023-02-16 01:50:47.086 CET;1010223047004958;22,8;2023-02-16 01:50:51.976 CET
2023-02-16 01:50:55.796 CET;1010223047005005;23,8;2023-02-16 01:51:00.694 CET
2023-02-16 01:51:04.805 CET;1010223047005013;22,9;2023-02-16 01:51:09.746 CET
2023-02-16 01:51:13.736 CET;1010223047005022;22,8;2023-02-16 01:51:18.625 CET
2023-02-16 01:51:22.585 CET;1010223047005031;23,6;2023-02-16 01:51:27.424 CET
2023-02-16 01:51:31.525 CET;1010223047005040;22,8;2023-02-16 01:51:36.384 CET
2023-02-16 01:51:40.515 CET;1010223047005048;22,4;2023-02-16 01:51:45.334 CET
2023-02-16 01:51:49.654 CET;1010223047005057;23,5;2023-02-16 01:51:54.463 CET
2023-02-16 01:51:58.545 CET;1010223047005106;22,7;2023-02-16 01:52:03.414 CET
2023-02-16 01:52:16.684 CET;1010223047005124;22,6;2023-02-16 01:52:21.493 CET
2023-02-16 01:52:25.374 CET;1010223047005133;23,4;2023-02-16 01:52:30.203 CET
2023-02-16 01:52:34.243 CET;1010223047005142;23,3;2023-02-16 01:52:39.104 CET
2023-02-16 01:52:43.273 CET;1010223047005151;22,5;2023-02-16 01:52:48.132 CET
2023-02-16 01:52:52.293 CET;1010223047005200;22,6;2023-02-16 01:52:57.114 CET
2023-02-16 01:53:01.184 CET;1010223047005209;23;2023-02-16 01:53:05.983 CET
2023-02-16 01:53:10.043 CET;1010223047005218;23,2;2023-02-16 01:53:14.864 CET
2023-02-16 01:53:27.872 CET;1010223047005236;22,5;2023-02-16 01:53:32.772 CET
2023-02-16 01:53:36.872 CET;1010223047005245;22,8;2023-02-16 01:53:41.742 CET
2023-02-16 01:53:45.703 CET;1010223047005254;23,5;2023-02-16 01:53:50.542 CET
2023-02-16 01:53:54.763 CET;1010223047005303;23;2023-02-16 01:53:59.582 CET
2023-02-16 01:54:03.562 CET;1010223047005312;23,7;2023-02-16 01:54:08.381 CET
2023-02-16 01:54:12.532 CET;1010223047005320;22,6;2023-02-16 01:54:17.342 CET
2023-02-16 01:54:21.322 CET;1010223047005329;22,8;2023-02-16 01:54:26.230 CET
2023-02-16 01:54:30.272 CET;1010223047005338;22,4;2023-02-16 01:54:35.190 CET
2023-02-16 01:54:39.201 CET;1010223047005347;22,3;2023-02-16 01:54:44.141 CET
2023-02-16 01:54:48.141 CET;1010223047005356;23,5;2023-02-16 01:54:53.010 CET
2023-02-16 01:54:57.111 CET;1010223047005405;22,8;2023-02-16 01:55:01.980 CET
2023-02-16 01:55:06.131 CET;1010223047005414;22,2;2023-02-16 01:55:11.009 CET
2023-02-16 01:55:15.030 CET;1010223047005423;23,2;2023-02-16 01:55:19.901 CET
2023-02-16 01:55:24.091 CET;1010223047005432;23;2023-02-16 01:55:28.930 CET
2023-02-16 01:55:42.171 CET;1010223047005450;22,6;2023-02-16 01:55:47.030 CET
2023-02-16 01:55:51.210 CET;1010223047005459;22,3;2023-02-16 01:55:56.059 CET
2023-02-16 01:56:00.089 CET;1010223047005508;23;2023-02-16 01:56:04.849 CET
2023-02-16 01:56:08.769 CET;1010223047005516;23,8;2023-02-16 01:56:13.668 CET
2023-02-16 01:56:17.720 CET;1010223047005526;22,8;2023-02-16 01:56:22.628 CET
2023-02-16 01:56:26.710 CET;1010223047005535;23,5;2023-02-16 01:56:31.499 CET
2023-02-16 01:57:00.479 CET;1010223047005543;23,1;2023-02-16 01:57:05.348 CET
2023-02-16 01:57:09.539 CET;1010223047005553;22,8;2023-02-16 01:57:14.388 CET
2023-02-16 01:57:29.928 CET;1010223047005601;22,9;2023-02-16 01:57:34.789 CET
2023-02-16 01:57:38.809 CET;1010223047005610;22,8;2023-02-16 01:57:43.737 CET
2023-02-16 01:57:56.927 CET;1010223047005628;23,2;2023-02-16 01:58:01.747 CET
2023-02-16 01:58:05.737 CET;1010223047005701;23,8;2023-02-16 01:58:10.608 CET
2023-02-16 01:58:14.638 CET;1010223047005721;23,6;2023-02-16 01:58:19.417 CET
2023-02-16 01:58:23.407 CET;1010223047005731;23,5;2023-02-16 01:58:28.226 CET
2023-02-16 01:58:32.506 CET;1010223047005740;23;2023-02-16 01:58:37.426 CET
2023-02-16 01:58:41.397 CET;1010223047005749;22,7;2023-02-16 01:58:46.306 CET
2023-02-16 01:58:50.566 CET;1010223047005758;23;2023-02-16 01:58:55.346 CET
2023-02-16 01:58:59.526 CET;1010223047005807;23,4;2023-02-16 01:59:04.387 CET
2023-02-16 01:59:08.546 CET;1010223047005816;22,4;2023-02-16 01:59:13.427 CET
2023-02-16 01:59:17.467 CET;1010223047005825;22,2;2023-02-16 01:59:22.384 CET
2023-02-16 01:59:26.395 CET;1010223047005834;23,5;2023-02-16 01:59:31.266 CET
2023-02-16 01:59:35.496 CET;1010223047005843;22,9;2023-02-16 01:59:40.385 CET
2023-02-16 01:59:44.325 CET;1010223047005852;23,2;2023-02-16 01:59:49.194 CET
2023-02-16 01:59:53.325 CET;1010223047005901;22,6;2023-02-16 01:59:58.224 CET
2023-02-16 02:00:02.276 CET;1010223047005910;23,4;2023-02-16 02:00:07.105 CET
2023-02-16 02:00:11.296 CET;1010223047005919;23,2;2023-02-16 02:00:16.234 CET
2023-02-16 02:00:20.196 CET;1010223047005928;23,6;2023-02-16 02:00:25.015 CET
2023-02-16 02:00:38.115 CET;1010223047005946;23,4;2023-02-16 02:00:42.953 CET
2023-02-16 02:00:47.025 CET;1010223047005955;22,6;2023-02-16 02:00:51.823 CET
2023-02-16 02:00:55.924 CET;1010223047010004;22,9;2023-02-16 02:01:00.785 CET
2023-02-16 02:01:04.825 CET;1010223047010013;22,7;2023-02-16 02:01:09.743 CET
2023-02-16 02:01:13.815 CET;1010223047010022;22,3;2023-02-16 02:01:18.703 CET
2023-02-16 02:01:22.624 CET;1010223047010030;23,4;2023-02-16 02:01:27.413 CET
2023-02-16 02:01:31.594 CET;1010223047010039;22,8;2023-02-16 02:01:36.384 CET
2023-02-16 02:01:40.483 CET;1010223047010048;23,2;2023-02-16 02:01:45.342 CET
2023-02-16 02:01:49.503 CET;1010223047010057;22,6;2023-02-16 02:01:54.302 CET
2023-02-16 02:01:58.342 CET;1010223047010106;23,2;2023-02-16 02:02:03.262 CET
2023-02-16 02:02:07.371 CET;1010223047010115;23;2023-02-16 02:02:12.232 CET
2023-02-16 02:02:16.312 CET;1010223047010124;22,8;2023-02-16 02:02:21.191 CET
2023-02-16 02:02:25.362 CET;1010223047010133;23;2023-02-16 02:02:30.232 CET
2023-02-16 02:02:34.342 CET;1010223047010142;22,5;2023-02-16 02:02:39.201 CET
2023-02-16 02:02:43.223 CET;1010223047010151;23,4;2023-02-16 02:02:48.072 CET
2023-02-16 02:02:52.292 CET;1010223047010200;22,9;2023-02-16 02:02:57.121 CET
2023-02-16 02:03:01.253 CET;1010223047010209;22,6;2023-02-16 02:03:06.062 CET
2023-02-16 02:03:10.132 CET;1010223047010218;22,9;2023-02-16 02:03:14.941 CET
2023-02-16 02:03:19.173 CET;1010223047010227;22,4;2023-02-16 02:03:23.990 CET
2023-02-16 02:03:28.032 CET;1010223047010236;22,9;2023-02-16 02:03:32.871 CET
2023-02-16 02:03:36.891 CET;1010223047010244;22,8;2023-02-16 02:03:41.831 CET
2023-02-16 02:03:45.760 CET;1010223047010254;22,5;2023-02-16 02:03:50.710 CET
2023-02-16 02:03:54.762 CET;1010223047010303;23,6;2023-02-16 02:03:59.582 CET
2023-02-16 02:04:03.762 CET;1010223047010312;22,6;2023-02-16 02:04:08.621 CET
2023-02-16 02:04:21.811 CET;1010223047010329;23,2;2023-02-16 02:04:26.630 CET
2023-02-16 02:04:30.710 CET;1010223047010338;22,4;2023-02-16 02:04:35.581 CET
2023-02-16 02:04:39.581 CET;1010223047010347;22,7;2023-02-16 02:04:44.460 CET
2023-02-16 02:04:48.551 CET;1010223047010356;23;2023-02-16 02:04:53.430 CET
2023-02-16 02:04:57.591 CET;1010223047010405;23,1;2023-02-16 02:05:02.470 CET
2023-02-16 02:05:15.311 CET;1010223047010423;22,9;2023-02-16 02:05:20.230 CET
2023-02-16 02:05:24.240 CET;1010223047010432;23,6;2023-02-16 02:05:29.040 CET
2023-02-16 02:05:33.040 CET;1010223047010441;23,2;2023-02-16 02:05:37.901 CET
2023-02-16 02:05:41.990 CET;1010223047010450;22;2023-02-16 02:05:46.861 CET
2023-02-16 02:05:50.930 CET;1010223047010459;23,4;2023-02-16 02:05:55.749 CET
2023-02-16 02:05:59.869 CET;1010223047010508;22,9;2023-02-16 02:06:04.709 CET
2023-02-16 02:06:08.839 CET;1010223047010517;22,2;2023-02-16 02:06:13.668 CET
2023-02-16 02:06:17.640 CET;1010223047010525;24,2;2023-02-16 02:06:22.539 CET
2023-02-16 02:06:26.529 CET;1010223047010534;23,2;2023-02-16 02:06:31.349 CET
2023-02-16 02:06:35.549 CET;1010223047010543;23,1;2023-02-16 02:06:40.480 CET
2023-02-16 02:06:56.119 CET;1010223047010621;22,9;2023-02-16 02:07:00.950 CET
2023-02-16 02:07:20.220 CET;1010223047010646;22,8;2023-02-16 02:07:25.039 CET
2023-02-16 02:07:29.299 CET;1010123047010651;23,5;2023-02-16 02:07:34.148 CET
2023-02-16 02:07:38.299 CET;1010123047010657;22,4;2023-02-16 02:07:43.108 CET
2023-02-16 02:07:47.279 CET;1010123047010702;23,4;2023-02-16 02:07:52.148 CET
2023-02-16 02:07:56.388 CET;1010123047010708;23,6;2023-02-16 02:08:01.267 CET
2023-02-16 02:08:05.479 CET;1010123047010713;23;2023-02-16 02:08:10.309 CET
2023-02-16 02:08:14.428 CET;1010123047010721;22,8;2023-02-16 02:08:19.279 CET
2023-02-16 02:08:23.368 CET;1010123047010730;22,9;2023-02-16 02:08:28.226 CET
2023-02-16 02:08:32.447 CET;1010123047010739;22,8;2023-02-16 02:08:37.357 CET
2023-02-16 02:08:41.417 CET;1010123047010748;22,7;2023-02-16 02:08:46.226 CET
2023-02-16 02:08:50.197 CET;1010123047010757;23;2023-02-16 02:08:55.118 CET
2023-02-16 02:09:08.257 CET;1010123047010815;22,8;2023-02-16 02:09:13.117 CET
2023-02-16 02:09:17.227 CET;1010123047010824;22,9;2023-02-16 02:09:22.157 CET
2023-02-16 02:09:26.237 CET;1010123047010833;23;2023-02-16 02:09:31.108 CET
2023-02-16 02:09:35.278 CET;1010123047010842;22,5;2023-02-16 02:09:40.076 CET
2023-02-16 02:09:44.108 CET;1010123047010851;23;2023-02-16 02:09:48.947 CET
2023-02-16 02:09:53.086 CET;1010123047010900;22,2;2023-02-16 02:09:57.905 CET
2023-02-16 02:10:02.006 CET;1010123047010909;23;2023-02-16 02:10:06.796 CET
2023-02-16 02:10:10.887 CET;1010123047010918;22,6;2023-02-16 02:10:15.746 CET
2023-02-16 02:10:19.857 CET;1010123047010927;22,8;2023-02-16 02:10:24.796 CET
2023-02-16 02:10:28.927 CET;1010123047010936;22,9;2023-02-16 02:10:33.756 CET
2023-02-16 02:10:46.867 CET;1010123047010954;23;2023-02-16 02:10:51.677 CET
2023-02-16 02:10:55.836 CET;1010123047011003;22,8;2023-02-16 02:11:00.716 CET
2023-02-16 02:11:04.687 CET;1010123047011011;23,4;2023-02-16 02:11:09.516 CET
2023-02-16 02:11:13.586 CET;1010123047011020;22,8;2023-02-16 02:11:18.476 CET
2023-02-16 02:11:22.605 CET;1010123047011030;23,4;2023-02-16 02:11:27.525 CET
2023-02-16 02:11:31.615 CET;1010123047011038;22,1;2023-02-16 02:11:36.474 CET
2023-02-16 02:11:40.345 CET;1010123047011047;23,3;2023-02-16 02:11:45.204 CET
2023-02-16 02:11:49.355 CET;1010123047011056;22,6;2023-02-16 02:11:54.234 CET
2023-02-16 02:11:58.355 CET;1010123047011105;22,5;2023-02-16 02:12:03.184 CET
