time;TraceabilityCode;Cylinder3MaxParalelismErrorInBDC;time.value
2023-01-04 14:42:53.408 CET;1010223004134159;5,5;2023-01-04 14:43:24.108 CET
2023-01-04 14:43:37.658 CET;1010123004134206;5,6;2023-01-04 14:43:45.298 CET
2023-01-04 15:12:24.552 CET;1010123004141202;5,7;2023-01-04 15:12:24.841 CET
2023-01-04 15:12:32.032 CET;1010123004141209;5,6;2023-01-04 15:12:32.200 CET
2023-01-04 15:16:28.596 CET;1010123004141606;5,7;2023-01-04 15:16:28.846 CET
2023-01-04 15:16:43.346 CET;1010123004141621;5,6;2023-01-04 15:16:43.496 CET
2023-01-04 15:23:20.279 CET;1010123004142215;5,7;2023-01-04 15:23:20.598 CET
2023-01-04 15:27:45.796 CET;1010123004142723;5,7;2023-01-04 15:27:46.055 CET
2023-01-04 15:28:00.565 CET;1010123004142738;5,6;2023-01-04 15:28:00.785 CET
2023-01-04 15:28:15.365 CET;1010123004142753;5,7;2023-01-04 15:28:15.494 CET
2023-01-04 15:28:22.655 CET;1010123004142800;5,6;2023-01-04 15:28:22.855 CET
2023-01-04 15:28:59.684 CET;1010123004142837;5,7;2023-01-04 15:28:59.815 CET
2023-01-04 15:29:07.075 CET;1010123004142845;5,6;2023-01-04 15:29:07.253 CET
2023-01-04 15:30:06.063 CET;1010123004142944;5,7;2023-01-04 15:30:06.223 CET
2023-01-04 15:30:20.903 CET;1010123004142959;5,6;2023-01-04 15:30:21.101 CET
2023-01-04 15:31:27.532 CET;1010123004143105;5,7;2023-01-04 15:31:27.572 CET
2023-01-04 15:31:49.651 CET;1010123004143127;5,6;2023-01-04 15:31:49.812 CET
2023-01-04 15:32:41.540 CET;1010123004143219;5,7;2023-01-04 15:32:41.730 CET
2023-01-04 15:47:21.095 CET;1010123004143241;5,7;2023-01-04 15:47:21.345 CET
2023-01-04 15:47:21.095 CET;1010123004143241;5,6;2023-01-04 15:47:28.694 CET
2023-01-04 15:51:23.970 CET;1010123004145101;5,7;2023-01-04 15:51:24.141 CET
2023-01-04 15:51:46.141 CET;1010123004145124;5,6;2023-01-04 15:51:46.230 CET
2023-01-04 15:52:00.790 CET;1010123004145139;5,7;2023-01-04 15:52:01.029 CET
2023-01-04 15:52:08.270 CET;1010123004145146;5,6;2023-01-04 15:52:08.390 CET
2023-01-04 15:55:50.726 CET;1010123004145528;5,7;2023-01-04 15:55:50.865 CET
2023-01-04 15:55:58.035 CET;1010123004145536;5,6;2023-01-04 15:55:58.244 CET
2023-01-04 15:56:57.224 CET;1010123004145635;5,7;2023-01-04 15:56:57.424 CET
2023-01-04 15:57:04.595 CET;1010123004145642;5,6;2023-01-04 15:57:04.714 CET
2023-01-04 15:58:48.492 CET;1010123004145826;5,7;2023-01-04 15:58:48.632 CET
2023-01-04 15:58:55.903 CET;1010123004145833;5,6;2023-01-04 15:58:56.072 CET
2023-01-04 15:59:40.371 CET;1010123004145918;5,7;2023-01-04 15:59:40.572 CET
2023-01-04 15:59:55.240 CET;1010123004145933;5,6;2023-01-04 15:59:55.440 CET
2023-01-04 16:00:47.540 CET;1010123004150032;5,7;2023-01-04 16:00:47.760 CET
2023-01-04 16:01:02.849 CET;1010123004150046;5,7;2023-01-04 16:01:03.130 CET
2023-01-04 16:01:10.359 CET;1010123004150053;5,6;2023-01-04 16:01:10.479 CET
2023-01-04 16:01:22.490 CET;1010123004150108;5,7;2023-01-04 16:01:30.209 CET
