time;TraceabilityCode;CushionPumpMaxPower2;time.value
2023-01-04 15:28:08.026 CET;1010123004142746;54,9;2023-01-04 15:28:08.144 CET
2023-01-04 15:28:15.365 CET;1010123004142753;54,6;2023-01-04 15:28:15.494 CET
2023-01-04 15:28:44.815 CET;1010123004142823;54,9;2023-01-04 15:28:45.026 CET
2023-01-04 15:29:29.142 CET;1010123004142907;54,6;2023-01-04 15:29:29.332 CET
2023-01-04 15:30:20.903 CET;1010123004142959;54,9;2023-01-04 15:30:21.101 CET
2023-01-04 15:30:28.292 CET;1010123004143006;54,6;2023-01-04 15:30:28.542 CET
2023-01-04 15:31:34.842 CET;1010123004143113;54,3;2023-01-04 15:31:35.022 CET
2023-01-04 15:31:42.302 CET;1010123004143120;54,6;2023-01-04 15:31:42.461 CET
2023-01-04 15:47:21.095 CET;1010123004143241;54,6;2023-01-04 15:47:28.694 CET
2023-01-04 15:47:55.855 CET;1010123004144604;54,6;2023-01-04 15:48:03.434 CET
2023-01-04 15:48:10.904 CET;1010123004144709;55,8;2023-01-04 15:48:18.535 CET
2023-01-04 15:49:33.062 CET;1010123004144802;54,6;2023-01-04 15:49:33.242 CET
2023-01-04 15:49:40.423 CET;1010123004144810;55,8;2023-01-04 15:49:40.542 CET
2023-01-04 15:49:47.842 CET;1010123004144825;55,2;2023-01-04 15:49:47.993 CET
2023-01-04 15:49:55.203 CET;1010123004144839;54,9;2023-01-04 15:49:55.431 CET
2023-01-04 15:50:02.653 CET;1010123004144847;55,2;2023-01-04 15:50:02.792 CET
2023-01-04 15:50:09.933 CET;1010123004144948;54,9;2023-01-04 15:50:10.153 CET
2023-01-04 15:50:32.111 CET;1010123004145010;55,2;2023-01-04 15:50:32.311 CET
2023-01-04 15:50:46.941 CET;1010123004145025;54,9;2023-01-04 15:50:47.191 CET
2023-01-04 15:51:16.661 CET;1010123004145054;55,2;2023-01-04 15:51:16.792 CET
2023-01-04 15:51:23.970 CET;1010123004145101;54,9;2023-01-04 15:51:24.141 CET
2023-01-04 15:51:46.141 CET;1010123004145124;55,2;2023-01-04 15:51:46.230 CET
2023-01-04 15:51:53.460 CET;1010123004145131;54,9;2023-01-04 15:51:53.750 CET
2023-01-04 15:52:00.790 CET;1010123004145139;55,2;2023-01-04 15:52:01.029 CET
2023-01-04 15:52:08.270 CET;1010123004145146;54,9;2023-01-04 15:52:08.390 CET
2023-01-04 15:52:15.680 CET;1010123004145153;54,6;2023-01-04 15:52:15.750 CET
2023-01-04 15:52:22.960 CET;1010123004145201;54,9;2023-01-04 15:52:23.108 CET
2023-01-04 15:53:29.749 CET;1010123004145307;54,6;2023-01-04 15:53:29.838 CET
2023-01-04 15:53:37.198 CET;1010123004145315;54,9;2023-01-04 15:53:37.358 CET
2023-01-04 15:55:28.387 CET;1010123004145506;54,6;2023-01-04 15:55:28.555 CET
2023-01-04 15:55:35.756 CET;1010123004145513;54,9;2023-01-04 15:55:35.996 CET
2023-01-04 15:55:43.336 CET;1010123004145521;54,6;2023-01-04 15:55:43.355 CET
2023-01-04 15:55:58.035 CET;1010123004145536;54,9;2023-01-04 15:55:58.244 CET
2023-01-04 15:56:35.154 CET;1010123004145613;54,6;2023-01-04 15:56:35.285 CET
2023-01-04 15:56:42.525 CET;1010123004145620;54,9;2023-01-04 15:56:42.704 CET
2023-01-04 15:57:04.595 CET;1010123004145642;54,6;2023-01-04 15:57:04.714 CET
2023-01-04 15:57:41.684 CET;1010123004145719;54,9;2023-01-04 15:57:41.923 CET
2023-01-04 15:57:56.563 CET;1010123004145734;54,6;2023-01-04 15:57:56.723 CET
2023-01-04 15:58:18.664 CET;1010123004145756;54,9;2023-01-04 15:58:18.882 CET
2023-01-04 15:58:26.062 CET;1010123004145804;54,6;2023-01-04 15:58:26.221 CET
2023-01-04 15:58:48.492 CET;1010123004145826;54,9;2023-01-04 15:58:48.632 CET
2023-01-04 15:59:10.723 CET;1010123004145848;54,6;2023-01-04 15:59:10.872 CET
2023-01-04 15:59:18.193 CET;1010123004145856;54,9;2023-01-04 15:59:18.403 CET
2023-01-04 15:59:33.072 CET;1010123004145910;54,6;2023-01-04 15:59:33.190 CET
2023-01-04 16:00:02.700 CET;1010123004145940;54,9;2023-01-04 16:00:02.880 CET
2023-01-04 16:00:10.091 CET;1010123004145948;54,6;2023-01-04 16:00:10.321 CET
2023-01-04 16:01:02.849 CET;1010123004150046;54,9;2023-01-04 16:01:03.130 CET
2023-01-04 16:01:10.359 CET;1010123004150053;55,2;2023-01-04 16:01:10.479 CET
2023-01-04 16:01:22.490 CET;1010123004150108;55,8;2023-01-04 16:01:30.209 CET
2023-01-04 16:04:28.117 CET;1010123004150136;54,6;2023-01-04 16:04:35.687 CET
2023-01-04 16:04:46.776 CET;1010123004150143;56,1;2023-01-04 16:04:54.476 CET
2023-01-04 16:06:06.496 CET;1010123004150212;55,8;2023-01-04 16:06:06.746 CET
2023-01-04 16:06:13.986 CET;1010123004150427;56,1;2023-01-04 16:06:14.315 CET
2023-01-04 16:06:21.335 CET;1010123004150450;55,5;2023-01-04 16:06:21.605 CET
2023-01-04 16:06:28.815 CET;1010123004150509;55,2;2023-01-04 16:06:28.964 CET
2023-01-04 16:14:34.096 CET;1010123004150917;54,6;2023-01-04 16:14:41.526 CET
2023-01-04 16:14:58.835 CET;1010123004151154;55,8;2023-01-04 16:14:58.964 CET
2023-01-04 16:15:21.436 CET;1010123004151458;55,5;2023-01-04 16:15:21.686 CET
2023-01-04 16:15:28.825 CET;1010123004151506;54,9;2023-01-04 16:15:28.964 CET
2023-01-04 16:15:36.315 CET;1010123004151513;55,2;2023-01-04 16:15:36.415 CET
2023-01-04 16:15:51.285 CET;1010123004151529;54,9;2023-01-04 16:15:51.525 CET
2023-01-04 16:15:58.644 CET;1010123004151536;55,2;2023-01-04 16:15:58.834 CET
2023-01-04 16:16:06.075 CET;1010123004151543;54,9;2023-01-04 16:16:06.224 CET
2023-01-04 16:16:28.463 CET;1010123004151606;55,2;2023-01-04 16:16:28.644 CET
2023-01-04 16:17:05.904 CET;1010123004151643;54,9;2023-01-04 16:17:06.013 CET
2023-01-04 16:17:28.003 CET;1010123004151706;55,2;2023-01-04 16:17:28.242 CET
2023-01-04 16:17:35.342 CET;1010123004151713;54,9;2023-01-04 16:17:35.523 CET
2023-01-04 16:17:42.743 CET;1010123004151721;54,6;2023-01-04 16:17:42.892 CET
2023-01-04 16:17:50.213 CET;1010123004151728;54,9;2023-01-04 16:17:50.322 CET
2023-01-04 16:18:05.003 CET;1010123004151743;55,2;2023-01-04 16:18:05.213 CET
2023-01-04 16:18:12.622 CET;1010123004151750;54,9;2023-01-04 16:18:12.653 CET
2023-01-04 16:18:49.282 CET;1010123004151827;54,6;2023-01-04 16:18:49.532 CET
2023-01-04 16:19:11.391 CET;1010123004151849;54,9;2023-01-04 16:19:11.611 CET
2023-01-04 16:19:26.171 CET;1010123004151904;54,6;2023-01-04 16:19:26.321 CET
2023-01-04 16:28:00.882 CET;1010123004151941;54,6;2023-01-04 16:28:08.572 CET
2023-01-04 16:28:09.173 CET;1010123004151948;55,8;2023-01-04 16:28:16.742 CET
2023-01-04 16:28:34.282 CET;1010123004152748;54,6;2023-01-04 16:28:41.941 CET
2023-01-04 16:29:33.891 CET;1010123004152804;55,8;2023-01-04 16:29:41.500 CET
2023-01-04 16:29:49.520 CET;1010123004152824;54,6;2023-01-04 16:29:49.710 CET
2023-01-04 16:29:56.801 CET;1010123004152930;55,8;2023-01-04 16:29:57.059 CET
2023-01-04 16:30:04.341 CET;1010123004152938;55,2;2023-01-04 16:30:04.490 CET
2023-01-04 16:30:19.321 CET;1010123004152957;54,9;2023-01-04 16:30:19.460 CET
2023-01-04 16:30:33.900 CET;1010123004153011;55,2;2023-01-04 16:30:34.180 CET
2023-01-04 16:30:41.279 CET;1010123004153019;54,9;2023-01-04 16:30:41.460 CET
2023-01-04 16:30:55.990 CET;1010123004153034;55,2;2023-01-04 16:30:56.098 CET
2023-01-04 16:31:03.369 CET;1010123004153041;54,9;2023-01-04 16:31:03.539 CET
2023-01-04 16:32:17.128 CET;1010123004153155;54,6;2023-01-04 16:32:17.388 CET
2023-01-04 16:32:24.477 CET;1010123004153202;54,9;2023-01-04 16:32:24.737 CET
2023-01-04 16:33:23.627 CET;1010123004153301;54,6;2023-01-04 16:33:23.857 CET
2023-01-04 16:33:30.957 CET;1010123004153309;54,9;2023-01-04 16:33:31.135 CET
2023-01-04 16:34:07.585 CET;1010123004153352;55,5;2023-01-04 16:34:07.825 CET
2023-01-04 16:34:29.145 CET;1010123004153414;55,8;2023-01-04 16:34:29.355 CET
2023-01-04 16:34:50.625 CET;1010123004153435;55,5;2023-01-04 16:34:50.875 CET
2023-01-04 16:35:12.305 CET;1010123004153457;55,8;2023-01-04 16:35:12.555 CET
2023-01-04 16:35:33.875 CET;1010123004153518;55,8;2023-01-04 16:35:34.075 CET
2023-01-04 16:46:55.072 CET;1010123004154246;54,6;2023-01-04 16:46:55.312 CET
2023-01-04 16:47:02.572 CET;1010123004154627;55,2;2023-01-04 16:47:02.671 CET
2023-01-04 16:47:24.663 CET;1010123004154702;54,9;2023-01-04 16:47:24.822 CET
2023-01-04 16:47:39.433 CET;1010123004154717;55,2;2023-01-04 16:47:39.552 CET
2023-01-04 16:47:54.272 CET;1010123004154732;54,9;2023-01-04 16:47:54.441 CET
2023-01-04 16:48:16.562 CET;1010123004154754;55,2;2023-01-04 16:48:16.750 CET
2023-01-04 16:48:53.571 CET;1010123004154831;54,9;2023-01-04 16:48:53.710 CET
2023-01-04 16:49:23.119 CET;1010123004154901;54,6;2023-01-04 16:49:23.230 CET
2023-01-04 16:49:30.519 CET;1010123004154908;54,9;2023-01-04 16:49:30.670 CET
2023-01-04 16:50:15.019 CET;1010123004154953;55,2;2023-01-04 16:50:15.158 CET
2023-01-04 16:50:44.489 CET;1010123004155022;54,6;2023-01-04 16:50:44.667 CET
2023-01-04 16:51:06.868 CET;1010123004155044;54,9;2023-01-04 16:51:07.078 CET
2023-01-04 16:52:50.417 CET;1010123004155228;54,6;2023-01-04 16:52:50.595 CET
2023-01-04 16:53:21.226 CET;1010123004155304;54,9;2023-01-04 16:53:21.395 CET
2023-01-04 16:53:28.585 CET;1010123004155311;55,2;2023-01-04 16:53:28.756 CET
2023-01-04 16:53:35.915 CET;1010123004155319;54,6;2023-01-04 16:53:36.035 CET
2023-01-04 16:54:12.765 CET;1010123004155355;54,9;2023-01-04 16:54:12.984 CET
2023-01-04 16:54:20.184 CET;1010123004155402;54,6;2023-01-04 16:54:20.273 CET
2023-01-04 16:56:10.983 CET;1010123004155550;54,3;2023-01-04 16:56:11.153 CET
2023-01-04 16:56:18.483 CET;1010123004155557;54,6;2023-01-04 16:56:18.601 CET
2023-01-04 17:20:04.023 CET;1010123004155626;55,8;2023-01-04 17:20:14.421 CET
2023-01-04 17:20:22.703 CET;1010123004155648;54,6;2023-01-04 17:20:22.933 CET
2023-01-04 17:20:29.993 CET;1010123004161948;55,8;2023-01-04 17:20:30.233 CET
2023-01-04 17:20:37.433 CET;1010123004161955;55,2;2023-01-04 17:20:37.592 CET
2023-01-04 17:21:24.861 CET;1010123004162109;55,5;2023-01-04 17:21:24.901 CET
2023-01-04 17:22:00.881 CET;1010123004162145;54,6;2023-01-04 17:22:01.099 CET
2023-01-04 17:22:23.740 CET;1010123004162207;55,5;2023-01-04 17:22:23.910 CET
2023-01-04 17:23:56.029 CET;1010123004162341;55,5;2023-01-04 17:23:56.408 CET
2023-01-04 17:24:03.459 CET;1010123004162348;54,6;2023-01-04 17:24:03.588 CET
2023-01-04 17:24:10.769 CET;1010123004162355;54,9;2023-01-04 17:24:10.959 CET
2023-01-04 17:24:33.588 CET;1010123004162417;55,5;2023-01-04 17:24:33.746 CET
2023-01-04 17:24:40.997 CET;1010123004162424;54,9;2023-01-04 17:24:41.197 CET
2023-01-04 17:24:48.388 CET;1010123004162431;55,2;2023-01-04 17:24:48.637 CET
2023-01-04 17:25:03.348 CET;1010123004162445;54,9;2023-01-04 17:25:03.517 CET
2023-01-04 17:25:10.788 CET;1010123004162452;55,2;2023-01-04 17:25:10.947 CET
2023-01-04 17:26:25.096 CET;1010123004162604;54,9;2023-01-04 17:26:25.286 CET
2023-01-04 17:26:32.457 CET;1010123004162612;55,2;2023-01-04 17:26:32.706 CET
2023-01-04 17:26:54.536 CET;1010123004162626;55,8;2023-01-04 17:26:54.846 CET
2023-01-04 17:27:01.937 CET;1010123004162634;55,2;2023-01-04 17:27:02.145 CET
2023-01-04 17:27:09.387 CET;1010123004162641;54,9;2023-01-04 17:27:09.506 CET
2023-01-04 17:27:16.627 CET;1010123004162656;55,2;2023-01-04 17:27:16.867 CET
2023-01-04 17:27:31.446 CET;1010123004162710;54,9;2023-01-04 17:27:31.664 CET
2023-01-04 17:27:38.696 CET;1010123004162718;55,2;2023-01-04 17:27:38.944 CET
2023-01-04 17:27:46.085 CET;1010123004162725;54,9;2023-01-04 17:27:46.224 CET
2023-01-04 17:28:08.135 CET;1010123004162747;55,2;2023-01-04 17:28:08.394 CET
2023-01-04 17:28:15.546 CET;1010123004162754;54,9;2023-01-04 17:28:15.755 CET
2023-01-04 17:28:44.835 CET;1010123004162824;54,6;2023-01-04 17:28:45.035 CET
2023-01-04 17:29:21.654 CET;1010123004162901;54,9;2023-01-04 17:29:21.924 CET
2023-01-04 17:29:29.134 CET;1010123004162908;55,2;2023-01-04 17:29:29.303 CET
2023-01-04 17:29:36.634 CET;1010123004162915;54,9;2023-01-04 17:29:36.783 CET
2023-01-04 17:31:12.792 CET;1010123004163051;55,2;2023-01-04 17:31:12.963 CET
2023-01-04 17:31:20.072 CET;1010123004163059;54,9;2023-01-04 17:31:20.322 CET
2023-01-04 17:32:41.220 CET;1010123004163220;54,6;2023-01-04 17:32:41.440 CET
2023-01-04 17:32:48.591 CET;1010123004163227;54,9;2023-01-04 17:32:48.790 CET
2023-01-04 17:33:03.400 CET;1010123004163242;54,6;2023-01-04 17:33:03.578 CET
2023-01-04 17:33:10.769 CET;1010123004163250;54,9;2023-01-04 17:33:10.960 CET
2023-01-04 17:33:18.059 CET;1010123004163257;54,6;2023-01-04 17:33:18.319 CET
2023-01-04 17:33:25.440 CET;1010123004163304;54,9;2023-01-04 17:33:25.680 CET
2023-01-04 17:33:32.799 CET;1010123004163312;54,6;2023-01-04 17:33:33.039 CET
2023-01-04 17:33:40.220 CET;1010123004163319;54,9;2023-01-04 17:33:40.440 CET
2023-01-04 17:34:02.239 CET;1010123004163341;54,6;2023-01-04 17:34:02.479 CET
