time;TraceabilityCode;Cylinder6MaxParalelismErrorInBDC;time.value
2023-01-04 12:27:51.529 CET;1010123004112728;0;2023-01-04 12:27:58.157 CET
2023-01-04 12:35:41.713 CET;1010223004113519;0,1;2023-01-04 12:35:48.411 CET
2023-01-04 14:42:53.408 CET;1010223004134159;0,1;2023-01-04 14:43:24.108 CET
2023-01-04 14:43:37.658 CET;1010123004134206;0,2;2023-01-04 14:43:45.298 CET
2023-01-04 15:12:24.552 CET;1010123004141202;0,3;2023-01-04 15:12:24.841 CET
2023-01-04 15:12:32.032 CET;1010123004141209;0,2;2023-01-04 15:12:32.200 CET
2023-01-04 15:16:28.596 CET;1010123004141606;0,3;2023-01-04 15:16:28.846 CET
2023-01-04 15:16:43.346 CET;1010123004141621;0,2;2023-01-04 15:16:43.496 CET
2023-01-04 15:23:20.279 CET;1010123004142215;0,3;2023-01-04 15:23:20.598 CET
2023-01-04 15:27:45.796 CET;1010123004142723;0,3;2023-01-04 15:27:46.055 CET
2023-01-04 15:28:00.565 CET;1010123004142738;0,2;2023-01-04 15:28:00.785 CET
2023-01-04 15:28:15.365 CET;1010123004142753;0,3;2023-01-04 15:28:15.494 CET
2023-01-04 15:28:22.655 CET;1010123004142800;0,2;2023-01-04 15:28:22.855 CET
2023-01-04 15:28:59.684 CET;1010123004142837;0,3;2023-01-04 15:28:59.815 CET
2023-01-04 15:29:07.075 CET;1010123004142845;0,2;2023-01-04 15:29:07.253 CET
2023-01-04 15:30:06.063 CET;1010123004142944;0,3;2023-01-04 15:30:06.223 CET
2023-01-04 15:30:20.903 CET;1010123004142959;0,2;2023-01-04 15:30:21.101 CET
2023-01-04 15:31:27.532 CET;1010123004143105;0,3;2023-01-04 15:31:27.572 CET
2023-01-04 15:31:57.191 CET;1010123004143135;0,2;2023-01-04 15:31:57.332 CET
2023-01-04 15:32:41.540 CET;1010123004143219;0,3;2023-01-04 15:32:41.730 CET
2023-01-04 15:47:21.095 CET;1010123004143241;0,3;2023-01-04 15:47:21.345 CET
2023-01-04 15:47:21.095 CET;1010123004143241;0,2;2023-01-04 15:47:28.694 CET
2023-01-04 15:51:23.970 CET;1010123004145101;0,3;2023-01-04 15:51:24.141 CET
2023-01-04 15:51:46.141 CET;1010123004145124;0,2;2023-01-04 15:51:46.230 CET
2023-01-04 15:52:00.790 CET;1010123004145139;0,3;2023-01-04 15:52:01.029 CET
2023-01-04 15:52:08.270 CET;1010123004145146;0,2;2023-01-04 15:52:08.390 CET
2023-01-04 15:55:35.756 CET;1010123004145513;0,3;2023-01-04 15:55:35.996 CET
2023-01-04 15:55:43.336 CET;1010123004145521;0,2;2023-01-04 15:55:43.355 CET
2023-01-04 15:55:50.726 CET;1010123004145528;0,3;2023-01-04 15:55:50.865 CET
2023-01-04 15:55:58.035 CET;1010123004145536;0,2;2023-01-04 15:55:58.244 CET
2023-01-04 15:56:57.224 CET;1010123004145635;0,3;2023-01-04 15:56:57.424 CET
2023-01-04 15:57:04.595 CET;1010123004145642;0,2;2023-01-04 15:57:04.714 CET
2023-01-04 15:58:48.492 CET;1010123004145826;0,3;2023-01-04 15:58:48.632 CET
2023-01-04 15:58:55.903 CET;1010123004145833;0,2;2023-01-04 15:58:56.072 CET
2023-01-04 15:59:40.371 CET;1010123004145918;0,3;2023-01-04 15:59:40.572 CET
2023-01-04 15:59:55.240 CET;1010123004145933;0,2;2023-01-04 15:59:55.440 CET
2023-01-04 16:00:47.540 CET;1010123004150032;0,3;2023-01-04 16:00:47.760 CET
2023-01-04 16:01:02.849 CET;1010123004150046;0,3;2023-01-04 16:01:03.130 CET
2023-01-04 16:01:10.359 CET;1010123004150053;0,2;2023-01-04 16:01:10.479 CET
2023-01-04 16:01:22.490 CET;1010123004150108;0,4;2023-01-04 16:01:30.209 CET
2023-01-04 16:06:13.986 CET;1010123004150427;0,2;2023-01-04 16:06:14.315 CET
2023-01-04 16:15:51.285 CET;1010123004151529;0,3;2023-01-04 16:15:51.525 CET
2023-01-04 16:16:06.075 CET;1010123004151543;0,2;2023-01-04 16:16:06.224 CET
2023-01-04 16:16:13.505 CET;1010123004151551;0,3;2023-01-04 16:16:13.694 CET
2023-01-04 16:16:28.463 CET;1010123004151606;0,2;2023-01-04 16:16:28.644 CET
2023-01-04 16:16:51.003 CET;1010123004151628;0,3;2023-01-04 16:16:51.203 CET
2023-01-04 16:17:13.323 CET;1010123004151651;0,2;2023-01-04 16:17:13.523 CET
2023-01-04 16:18:20.013 CET;1010123004151757;0,3;2023-01-04 16:18:20.253 CET
2023-01-04 16:18:27.431 CET;1010123004151805;0,2;2023-01-04 16:18:27.700 CET
2023-01-04 16:18:34.752 CET;1010123004151812;0,3;2023-01-04 16:18:34.970 CET
2023-01-04 16:18:42.022 CET;1010123004151820;0,2;2023-01-04 16:18:42.240 CET
2023-01-04 16:19:04.020 CET;1010123004151842;0,3;2023-01-04 16:19:04.250 CET
2023-01-04 16:19:11.391 CET;1010123004151849;0,2;2023-01-04 16:19:11.611 CET
2023-01-04 16:19:26.171 CET;1010123004151904;0,3;2023-01-04 16:19:26.321 CET
2023-01-04 16:28:00.882 CET;1010123004151941;0,3;2023-01-04 16:28:08.572 CET
2023-01-04 16:28:09.173 CET;1010123004151948;0,2;2023-01-04 16:28:16.742 CET
2023-01-04 16:28:25.223 CET;1010123004151956;0,3;2023-01-04 16:28:32.802 CET
2023-01-04 16:28:34.282 CET;1010123004152748;0,2;2023-01-04 16:28:41.941 CET
2023-01-04 16:29:49.520 CET;1010123004152824;0,3;2023-01-04 16:29:49.710 CET
2023-01-04 16:29:56.801 CET;1010123004152930;0,2;2023-01-04 16:29:57.059 CET
2023-01-04 16:30:33.900 CET;1010123004153011;0,3;2023-01-04 16:30:34.180 CET
2023-01-04 16:30:41.279 CET;1010123004153019;0,2;2023-01-04 16:30:41.460 CET
2023-01-04 16:30:48.559 CET;1010123004153026;0,3;2023-01-04 16:30:48.829 CET
2023-01-04 16:30:55.990 CET;1010123004153034;0,2;2023-01-04 16:30:56.098 CET
2023-01-04 16:31:18.190 CET;1010123004153056;0,3;2023-01-04 16:31:18.338 CET
2023-01-04 16:32:02.489 CET;1010123004153140;0,2;2023-01-04 16:32:02.657 CET
2023-01-04 16:32:09.819 CET;1010123004153147;0,3;2023-01-04 16:32:10.017 CET
2023-01-04 16:32:17.128 CET;1010123004153155;0,2;2023-01-04 16:32:17.388 CET
2023-01-04 16:32:24.477 CET;1010123004153202;0,3;2023-01-04 16:32:24.737 CET
2023-01-04 16:32:39.217 CET;1010123004153217;0,2;2023-01-04 16:32:39.298 CET
2023-01-04 16:32:54.357 CET;1010123004153232;0,3;2023-01-04 16:32:54.427 CET
2023-01-04 16:33:09.096 CET;1010123004153246;0,2;2023-01-04 16:33:09.216 CET
2023-01-04 16:33:46.486 CET;1010123004153331;0,2;2023-01-04 16:33:46.665 CET
2023-01-04 16:34:50.625 CET;1010123004153435;0,3;2023-01-04 16:34:50.875 CET
2023-01-04 16:47:32.023 CET;1010123004154710;0,3;2023-01-04 16:47:32.183 CET
2023-01-04 16:47:39.433 CET;1010123004154717;0,2;2023-01-04 16:47:39.552 CET
2023-01-04 16:47:54.272 CET;1010123004154732;0,3;2023-01-04 16:47:54.441 CET
2023-01-04 16:48:01.762 CET;1010123004154739;0,2;2023-01-04 16:48:01.871 CET
2023-01-04 16:48:38.711 CET;1010123004154816;0,3;2023-01-04 16:48:38.941 CET
2023-01-04 16:48:46.141 CET;1010123004154824;0,2;2023-01-04 16:48:46.332 CET
2023-01-04 16:49:52.710 CET;1010123004154930;0,3;2023-01-04 16:49:52.828 CET
2023-01-04 16:50:00.230 CET;1010123004154938;0,2;2023-01-04 16:50:00.259 CET
2023-01-04 16:50:51.838 CET;1010123004155030;0,3;2023-01-04 16:50:52.028 CET
2023-01-04 16:50:59.358 CET;1010123004155037;0,2;2023-01-04 16:50:59.467 CET
2023-01-04 16:51:14.279 CET;1010123004155052;0,3;2023-01-04 16:51:14.437 CET
2023-01-04 16:52:20.868 CET;1010123004155159;0,2;2023-01-04 16:52:21.066 CET
2023-01-04 16:52:35.596 CET;1010123004155213;0,3;2023-01-04 16:52:35.796 CET
2023-01-04 16:52:50.417 CET;1010123004155228;0,2;2023-01-04 16:52:50.595 CET
2023-01-04 16:53:21.226 CET;1010123004155304;0,2;2023-01-04 16:53:21.395 CET
2023-01-04 16:53:28.585 CET;1010123004155311;0,3;2023-01-04 16:53:28.756 CET
2023-01-04 16:53:43.196 CET;1010123004155326;0,2;2023-01-04 16:53:43.385 CET
2023-01-04 16:53:50.665 CET;1010123004155333;0,3;2023-01-04 16:53:50.825 CET
2023-01-04 16:53:58.065 CET;1010123004155340;0,2;2023-01-04 16:53:58.194 CET
2023-01-04 16:54:12.765 CET;1010123004155355;0,3;2023-01-04 16:54:12.984 CET
2023-01-04 16:54:20.184 CET;1010123004155402;0,2;2023-01-04 16:54:20.273 CET
2023-01-04 16:54:42.424 CET;1010123004155424;0,3;2023-01-04 16:54:42.605 CET
2023-01-04 16:54:49.765 CET;1010123004155431;0,2;2023-01-04 16:54:49.954 CET
2023-01-04 16:55:04.594 CET;1010123004155446;0,3;2023-01-04 16:55:04.753 CET
2023-01-04 16:55:19.293 CET;1010123004155500;0,2;2023-01-04 16:55:19.563 CET
