time;PressMode
2023-01-20 15:11:30.220 CET;8
2023-01-20 15:19:15.085 CET;4
2023-01-20 15:19:18.095 CET;16
2023-01-20 20:14:26.838 CET;4
2023-01-20 20:30:49.763 CET;16
2023-01-21 01:51:32.635 CET;4
2023-01-21 01:51:44.686 CET;16
2023-01-21 04:07:43.283 CET;8
2023-01-21 04:18:58.982 CET;4
2023-01-21 14:19:46.989 CET;16
2023-01-21 15:50:30.743 CET;4
2023-01-21 15:50:39.773 CET;16
2023-01-21 19:58:25.157 CET;8
2023-01-21 20:06:38.121 CET;32
2023-01-21 20:06:39.121 CET;4
2023-01-21 20:07:15.270 CET;0
2023-01-21 20:07:16.270 CET;8
2023-01-21 20:07:18.280 CET;4
2023-01-21 20:47:53.016 CET;16
2023-01-24 15:56:00.398 CET;8
2023-01-24 16:09:31.648 CET;4
2023-01-24 16:09:34.657 CET;16
2023-01-24 20:59:25.121 CET;8
2023-01-24 21:06:39.857 CET;4
2023-01-24 21:08:41.345 CET;16
2023-01-25 00:16:58.469 CET;0
2023-01-25 00:16:59.469 CET;8
2023-01-25 00:25:34.529 CET;4
2023-01-25 00:40:11.026 CET;16
2023-01-25 10:05:42.586 CET;8
2023-01-25 10:14:17.640 CET;4
2023-01-25 10:15:37.957 CET;16
2023-01-25 14:34:21.980 CET;8
2023-01-25 14:44:07.321 CET;16
2023-01-25 15:41:45.131 CET;4
2023-01-25 15:53:18.901 CET;16
2023-01-25 16:40:08.131 CET;8
2023-01-25 16:48:46.203 CET;4
2023-01-25 16:50:50.691 CET;16
2023-01-25 22:14:22.227 CET;8
2023-01-25 22:53:53.703 CET;4
2023-01-25 22:55:56.190 CET;16
2023-01-26 10:40:21.033 CET;0
2023-01-26 10:40:22.033 CET;8
2023-01-26 10:43:06.691 CET;0
2023-01-26 10:43:07.701 CET;16
2023-01-26 13:19:50.273 CET;4
2023-01-26 13:26:57.976 CET;16
2023-01-26 16:28:00.374 CET;8
2023-01-26 16:31:16.148 CET;4
2023-01-26 16:32:51.528 CET;16
2023-01-26 18:22:07.720 CET;0
2023-01-26 18:22:08.720 CET;8
2023-01-27 01:12:24.058 CET;4
2023-01-27 01:18:46.579 CET;16
2023-01-27 09:21:26.276 CET;4
2023-01-27 09:21:42.346 CET;8
2023-01-27 09:27:17.680 CET;16
2023-01-27 09:39:19.572 CET;8
2023-01-27 09:39:52.701 CET;0
2023-01-27 09:39:53.710 CET;16
2023-01-27 13:33:16.638 CET;4
2023-01-27 13:33:40.736 CET;16
2023-01-27 19:00:16.023 CET;32
2023-01-27 19:00:17.023 CET;8
2023-01-28 00:33:05.790 CET;4
2023-01-28 01:22:03.526 CET;16
2023-01-28 07:13:11.687 CET;4
2023-01-29 05:24:06.665 CET;0
2023-02-04 00:33:23.780 CET;16
2023-02-06 11:10:31.670 CET;4
2023-02-06 11:11:07.809 CET;0
2023-02-06 11:11:08.809 CET;8
2023-02-06 11:16:13.035 CET;32
2023-02-06 11:16:14.036 CET;4
2023-02-07 13:29:52.138 CET;16
2023-02-07 15:43:53.250 CET;4
2023-02-07 15:44:25.378 CET;16
2023-02-07 15:50:18.793 CET;8
2023-02-07 15:57:30.516 CET;16
2023-02-07 19:18:08.607 CET;8
2023-02-07 19:24:26.109 CET;16
2023-02-07 21:37:56.114 CET;4
2023-02-07 21:38:12.173 CET;16
2023-02-08 04:34:31.950 CET;8
2023-02-08 04:43:32.098 CET;4
2023-02-08 04:45:07.487 CET;16
2023-02-08 10:46:32.099 CET;0
2023-02-08 10:46:33.099 CET;8
2023-02-08 10:57:50.808 CET;4
2023-02-08 11:04:20.361 CET;16
2023-02-08 13:51:29.426 CET;8
2023-02-08 14:02:22.036 CET;0
2023-02-08 14:02:23.046 CET;4
2023-02-08 14:03:56.415 CET;16
2023-02-08 19:12:09.283 CET;8
2023-02-08 19:30:12.615 CET;16
2023-02-08 21:41:31.084 CET;4
2023-02-08 21:41:41.124 CET;16
2023-02-09 03:02:21.973 CET;4
2023-02-09 03:02:44.062 CET;16
2023-02-09 08:45:31.221 CET;0
2023-02-09 08:45:32.221 CET;8
2023-02-09 08:51:17.605 CET;4
2023-02-09 08:54:05.273 CET;16
2023-02-09 12:57:46.687 CET;8
2023-02-09 13:05:34.549 CET;4
2023-02-09 13:10:43.782 CET;16
2023-02-09 14:19:11.187 CET;8
2023-02-09 14:26:03.838 CET;4
2023-02-09 14:27:26.170 CET;16
2023-02-09 15:39:24.421 CET;0
2023-02-09 15:39:26.430 CET;1
2023-02-09 15:41:03.809 CET;16
2023-02-09 20:08:25.898 CET;8
2023-02-09 20:14:25.334 CET;0
2023-02-09 20:14:26.344 CET;4
2023-02-09 20:24:21.713 CET;16
2023-02-10 03:53:02.257 CET;8
2023-02-10 03:58:36.595 CET;16
2023-02-10 06:28:19.473 CET;4
2023-02-10 06:29:25.743 CET;8
2023-02-10 06:51:07.944 CET;4
2023-02-10 07:05:49.457 CET;0
2023-02-10 07:05:51.467 CET;1
2023-02-10 07:08:45.163 CET;0
2023-02-10 07:08:46.163 CET;16
2023-02-10 12:01:35.358 CET;4
2023-02-10 12:07:28.773 CET;16
2023-02-10 12:51:39.358 CET;4
2023-02-10 12:54:15.986 CET;8
2023-02-10 13:02:50.038 CET;16
2023-02-10 17:50:50.062 CET;4
2023-02-10 17:51:14.153 CET;16
2023-02-10 17:51:15.163 CET;8
2023-02-10 17:58:29.898 CET;4
2023-02-10 17:59:58.255 CET;16
2023-02-10 22:34:09.964 CET;8
2023-02-10 23:18:30.595 CET;16
2023-02-11 04:05:12.306 CET;4
2023-02-11 04:13:50.381 CET;16
2023-02-13 12:42:33.520 CET;8
2023-02-13 12:50:17.371 CET;16
2023-02-13 19:20:45.963 CET;8
2023-02-13 19:29:51.132 CET;4
2023-02-13 19:34:56.357 CET;16
2023-02-14 05:28:00.513 CET;8
2023-02-14 05:31:03.240 CET;4
2023-02-14 05:48:18.369 CET;16
2023-02-14 17:03:16.157 CET;8
2023-02-14 17:14:56.954 CET;16
2023-02-14 19:38:04.256 CET;4
2023-02-14 19:38:22.326 CET;16
2023-02-15 03:19:23.819 CET;8
2023-02-15 03:28:07.913 CET;4
2023-02-15 03:32:00.842 CET;16
2023-02-15 04:21:47.783 CET;4
2023-02-15 04:22:01.844 CET;8
2023-02-15 05:07:09.661 CET;0
2023-02-15 05:07:10.661 CET;4
2023-02-15 05:09:43.269 CET;16
2023-02-15 05:37:19.897 CET;4
2023-02-15 05:39:00.296 CET;16
2023-02-15 13:31:20.507 CET;4
2023-02-15 13:31:38.578 CET;8
2023-02-15 13:39:29.460 CET;16
2023-02-15 18:01:19.216 CET;4
2023-02-15 18:01:34.273 CET;16
2023-02-15 22:59:15.627 CET;8
2023-02-15 23:14:07.194 CET;16
2023-02-16 04:39:30.180 CET;0
2023-02-16 04:39:31.190 CET;8
2023-02-16 04:48:05.242 CET;4
2023-02-16 04:49:56.690 CET;16
2023-02-16 08:55:15.483 CET;32
2023-02-16 08:55:16.484 CET;8
2023-02-16 09:27:45.275 CET;4
2023-02-16 09:35:12.059 CET;16
2023-02-16 12:58:14.730 CET;4
2023-02-16 12:59:51.118 CET;16
2023-02-16 13:08:55.288 CET;0
2023-02-16 13:08:56.299 CET;8
2023-02-16 13:20:50.148 CET;4
2023-02-16 13:33:04.078 CET;16
2023-02-17 00:47:02.631 CET;4
2023-02-17 00:47:31.740 CET;16
2023-02-17 05:17:21.426 CET;8
2023-02-17 05:26:23.598 CET;4
2023-02-17 05:28:40.137 CET;16
2023-02-17 05:33:18.253 CET;4
2023-02-17 05:37:45.318 CET;16
2023-02-17 07:26:57.497 CET;0
2023-02-17 07:26:58.499 CET;8
2023-02-17 07:40:17.697 CET;4
2023-02-17 07:44:15.645 CET;16
2023-02-17 08:35:10.845 CET;8
2023-02-17 08:46:38.594 CET;16
2023-02-17 12:03:43.845 CET;8
2023-02-17 12:10:59.589 CET;4
2023-02-17 12:12:32.967 CET;16
2023-02-17 22:26:32.125 CET;0
2023-02-17 22:26:33.135 CET;8
2023-02-17 22:31:21.292 CET;4
2023-02-17 22:37:42.819 CET;16
2023-02-18 03:26:45.092 CET;8
2023-02-18 03:36:43.482 CET;4
2023-02-18 03:41:27.615 CET;16
2023-02-18 05:01:04.703 CET;4
2023-02-18 05:04:21.482 CET;16
2023-02-19 07:07:15.088 CET;4
2023-02-20 06:10:48.674 CET;16
2023-02-20 16:16:37.875 CET;4
2023-02-20 16:21:38.072 CET;16
2023-02-20 19:16:00.874 CET;32
2023-02-20 19:16:01.875 CET;8
2023-02-20 19:20:59.069 CET;4
2023-02-20 19:22:58.548 CET;16
2023-02-21 11:17:00.204 CET;8
2023-02-21 11:24:23.977 CET;4
2023-02-21 11:33:34.180 CET;16
2023-02-21 15:06:04.117 CET;8
2023-02-21 15:11:35.441 CET;16
2023-02-21 15:11:36.451 CET;4
2023-02-21 15:27:55.358 CET;16
2023-02-21 17:28:52.358 CET;4
2023-02-21 17:29:04.408 CET;16
2023-02-21 20:36:57.457 CET;4
2023-02-21 20:37:09.507 CET;16
2023-02-22 01:27:54.154 CET;4
2023-02-22 03:56:09.697 CET;16
2023-02-22 06:51:43.772 CET;4
2023-02-22 06:52:05.861 CET;16
2023-02-22 15:23:21.407 CET;4
2023-02-22 15:27:50.483 CET;16
2023-02-22 16:13:39.457 CET;0
2023-02-22 16:13:56.526 CET;16
2023-02-22 16:17:45.440 CET;0
2023-02-22 16:18:02.512 CET;16
2023-02-22 19:50:30.437 CET;4
2023-02-22 19:57:17.059 CET;16
2023-02-22 20:06:20.232 CET;4
2023-02-22 20:15:53.520 CET;16
2023-02-22 20:25:25.812 CET;4
2023-02-22 20:26:14.000 CET;16
2023-02-23 03:11:13.075 CET;0
2023-02-23 03:11:14.075 CET;8
2023-02-23 03:16:24.321 CET;4
2023-02-23 03:18:03.710 CET;16
2023-02-23 08:40:07.451 CET;16
2023-02-23 08:57:24.153 CET;16
2023-02-23 08:58:15.982 CET;16
2023-02-23 09:15:19.553 CET;16
2023-02-23 09:16:39.983 CET;16
2023-02-23 09:17:14.322 CET;16
2023-02-23 09:17:29.262 CET;16
2023-02-23 09:20:51.835 CET;16
2023-02-23 09:34:18.069 CET;16
2023-02-23 09:35:50.688 CET;16
2023-02-23 09:40:17.328 CET;16
2023-02-23 09:40:50.605 CET;16
2023-02-23 09:43:04.209 CET;16
2023-02-23 09:43:41.559 CET;16
2023-02-23 09:51:29.756 CET;16
2023-02-23 09:51:29.808 CET;16
2023-02-23 10:14:47.973 CET;16
2023-02-23 10:14:48.026 CET;16
2023-02-23 10:16:53.109 CET;8
2023-02-23 10:23:13.625 CET;16
2023-02-23 11:02:59.029 CET;16
2023-02-23 11:02:59.081 CET;16
2023-02-23 11:05:06.588 CET;16
2023-02-23 11:05:06.638 CET;16
2023-02-23 11:06:18.926 CET;16
2023-02-23 11:06:18.976 CET;16
2023-02-23 11:06:39.595 CET;16
2023-02-23 11:06:39.647 CET;16
2023-02-23 13:00:23.191 CET;16
2023-02-23 13:00:23.243 CET;16
2023-02-23 14:47:18.357 CET;16
2023-02-23 14:47:18.407 CET;16
2023-02-23 14:55:11.005 CET;16
2023-02-23 15:00:12.484 CET;16
2023-02-23 15:01:54.526 CET;16
2023-02-23 15:07:58.368 CET;16
2023-02-23 15:16:02.418 CET;16
2023-02-23 15:50:09.989 CET;8
2023-02-23 15:58:46.049 CET;4
2023-02-23 16:05:30.661 CET;16
2023-02-23 22:30:53.040 CET;4
2023-02-23 22:32:31.440 CET;8
2023-02-23 22:41:06.490 CET;4
2023-02-23 22:43:12.999 CET;16
2023-02-24 07:11:14.779 CET;4
2023-02-24 07:26:32.446 CET;16
2023-02-24 08:40:26.157 CET;4
2023-02-24 08:40:37.206 CET;16
2023-02-24 08:42:45.714 CET;8
2023-02-24 08:53:25.276 CET;16
2023-02-24 08:53:52.385 CET;4
2023-02-24 08:55:14.713 CET;16
2023-02-24 08:57:34.273 CET;4
2023-02-24 09:58:31.890 CET;16
2023-02-24 11:57:15.344 CET;8
2023-02-24 12:04:53.167 CET;4
2023-02-24 12:07:55.894 CET;16
2023-02-24 19:14:30.157 CET;32
2023-02-24 19:14:31.157 CET;8
2023-02-24 19:27:44.325 CET;16
2023-02-24 20:18:33.506 CET;8
2023-02-24 23:08:55.342 CET;4
2023-02-24 23:11:49.032 CET;16
2023-02-25 03:18:42.224 CET;4
2023-02-26 01:12:01.994 CET;64
2023-02-26 02:54:56.654 CET;4
2023-02-27 06:31:15.607 CET;16
2023-02-27 06:31:27.657 CET;4
2023-02-27 06:32:16.855 CET;16
2023-02-27 08:41:12.520 CET;16
2023-02-27 13:12:40.576 CET;4
2023-02-27 13:12:52.627 CET;8
2023-02-27 13:20:42.479 CET;16
2023-02-27 13:20:43.487 CET;4
2023-02-27 14:19:11.407 CET;16
2023-02-27 17:46:41.477 CET;8
2023-02-27 17:55:56.726 CET;4
2023-02-27 18:27:46.361 CET;16
2023-02-27 21:41:41.831 CET;8
2023-02-27 22:06:28.766 CET;16
2023-02-27 22:06:29.776 CET;4
2023-02-27 22:13:50.529 CET;16
2023-02-28 00:48:11.513 CET;8
2023-02-28 00:55:16.214 CET;4
2023-02-28 00:57:30.753 CET;16
2023-02-28 06:19:33.946 CET;8
2023-02-28 06:28:44.138 CET;4
2023-02-28 06:31:23.776 CET;16
2023-02-28 10:38:08.908 CET;8
2023-02-28 12:51:12.809 CET;0
2023-02-28 12:51:13.819 CET;4
2023-02-28 12:53:40.395 CET;16
2023-02-28 19:07:56.091 CET;8
2023-02-28 19:26:11.463 CET;16
