time;TraceabilityCode;PressForceValueFR;time.value
2023-02-16 14:28:10.431 CET;1010123047132731;27,2;2023-02-16 14:28:14.911 CET
2023-02-16 14:28:17.881 CET;1010123047132739;26,9;2023-02-16 14:28:22.371 CET
2023-02-16 14:28:25.242 CET;1010123047132746;27,4;2023-02-16 14:28:29.711 CET
2023-02-16 14:28:32.611 CET;1010123047132753;28;2023-02-16 14:28:37.151 CET
2023-02-16 14:28:40.101 CET;1010123047132801;27,4;2023-02-16 14:28:44.592 CET
2023-02-16 14:28:47.611 CET;1010123047132808;28,2;2023-02-16 14:28:52.111 CET
2023-02-16 14:28:54.980 CET;1010123047132816;27,7;2023-02-16 14:28:59.490 CET
2023-02-16 14:29:17.381 CET;1010123047132838;28,2;2023-02-16 14:29:21.881 CET
2023-02-16 14:29:25.290 CET;1010123047132845;28;2023-02-16 14:29:29.801 CET
2023-02-16 14:29:47.601 CET;1010123047132908;27,4;2023-02-16 14:29:52.059 CET
2023-02-16 14:29:55.029 CET;1010123047132915;28,2;2023-02-16 14:29:59.490 CET
2023-02-16 14:30:02.359 CET;1010123047132923;27,2;2023-02-16 14:30:06.829 CET
2023-02-16 14:30:09.799 CET;1010123047132930;27,4;2023-02-16 14:30:14.269 CET
2023-02-16 14:30:17.269 CET;1010123047132938;28;2023-02-16 14:30:21.799 CET
2023-02-16 14:30:24.750 CET;1010123047132945;27,7;2023-02-16 14:30:29.319 CET
2023-02-16 14:30:32.079 CET;1010123047132952;26,9;2023-02-16 14:30:36.608 CET
2023-02-16 14:30:39.660 CET;1010123047133000;27,7;2023-02-16 14:30:44.128 CET
2023-02-16 14:30:47.069 CET;1010123047133007;26,9;2023-02-16 14:30:51.559 CET
2023-02-16 14:30:54.358 CET;1010123047133015;27,7;2023-02-16 14:30:58.928 CET
2023-02-16 14:31:01.969 CET;1010123047133022;27,4;2023-02-16 14:31:06.529 CET
2023-02-16 14:31:16.779 CET;1010123047133037;27,7;2023-02-16 14:31:21.328 CET
2023-02-16 14:31:24.289 CET;1010123047133044;27,2;2023-02-16 14:31:28.838 CET
2023-02-16 14:31:31.698 CET;1010123047133052;28,2;2023-02-16 14:31:36.197 CET
2023-02-16 14:33:25.476 CET;1010123047133059;27,7;2023-02-16 14:33:31.546 CET
2023-02-16 14:33:48.647 CET;1010123047133122;27,2;2023-02-16 14:33:53.165 CET
2023-02-16 14:33:55.915 CET;1010123047133129;26,6;2023-02-16 14:34:00.444 CET
2023-02-16 14:34:03.256 CET;1010123047133320;27,7;2023-02-16 14:34:07.714 CET
2023-02-16 14:34:10.546 CET;1010123047133329;26,6;2023-02-16 14:34:14.986 CET
2023-02-16 14:34:17.865 CET;1010123047133337;27,2;2023-02-16 14:34:22.255 CET
2023-02-16 14:34:25.145 CET;1010123047133344;27,4;2023-02-16 14:34:29.605 CET
2023-02-16 14:37:43.302 CET;1010123047133352;28;2023-02-16 14:37:48.663 CET
2023-02-16 14:37:51.181 CET;1010123047133400;27,7;2023-02-16 14:37:55.651 CET
2023-02-16 14:43:26.368 CET;1010123047133408;28;2023-02-16 14:43:30.868 CET
2023-02-16 14:43:34.288 CET;1010123047133415;27,4;2023-02-16 14:43:38.848 CET
2023-02-16 14:45:39.857 CET;1010123047133423;27,2;2023-02-16 14:45:44.395 CET
2023-02-16 14:54:52.526 CET;1010123047133730;27,7;2023-02-16 14:54:58.176 CET
2023-02-16 14:55:23.276 CET;1010123047133737;28;2023-02-16 14:55:27.786 CET
2023-02-16 14:55:45.686 CET;1010123047133753;26,9;2023-02-16 14:55:50.184 CET
2023-02-16 14:55:53.615 CET;1010123047134321;26,6;2023-02-16 14:55:58.134 CET
2023-02-16 14:56:00.914 CET;1010123047134538;26,4;2023-02-16 14:56:05.414 CET
2023-02-16 14:56:08.194 CET;1010123047135345;26,6;2023-02-16 14:56:12.694 CET
2023-02-16 14:56:30.184 CET;1010123047135504;26,4;2023-02-16 14:56:34.664 CET
2023-02-16 14:56:37.575 CET;1010123047135519;27,2;2023-02-16 14:56:42.073 CET
2023-02-16 14:56:52.293 CET;1010123047135612;26,9;2023-02-16 14:56:56.763 CET
2023-02-16 14:57:00.303 CET;1010123047135620;27,2;2023-02-16 14:57:04.763 CET
2023-02-16 14:57:07.614 CET;1010123047135628;26,9;2023-02-16 14:57:12.023 CET
2023-02-16 14:57:14.874 CET;1010123047135635;27,2;2023-02-16 14:57:19.303 CET
2023-02-16 14:57:22.193 CET;1010123047135642;27,4;2023-02-16 14:57:26.622 CET
2023-02-16 14:57:36.822 CET;1010123047135657;27,2;2023-02-16 14:57:41.263 CET
2023-02-16 14:57:59.112 CET;1010123047135719;27,4;2023-02-16 14:58:03.562 CET
2023-02-16 14:58:13.852 CET;1010123047135734;27,7;2023-02-16 14:58:18.382 CET
2023-02-16 14:58:21.542 CET;1010123047135742;28;2023-02-16 14:58:25.961 CET
2023-02-16 14:58:58.411 CET;1010123047135819;28,5;2023-02-16 14:59:02.940 CET
2023-02-16 14:59:05.762 CET;1010123047135826;28,8;2023-02-16 14:59:10.290 CET
2023-02-16 14:59:13.232 CET;1010123047135834;28,2;2023-02-16 14:59:17.730 CET
2023-02-16 14:59:20.661 CET;1010123047135841;27,7;2023-02-16 14:59:25.109 CET
2023-02-16 14:59:27.911 CET;1010123047135848;28,2;2023-02-16 14:59:32.460 CET
2023-02-16 15:01:04.249 CET;1010123047135856;28;2023-02-16 15:01:10.229 CET
2023-02-16 15:01:12.219 CET;1010123047135903;26,6;2023-02-16 15:01:16.779 CET
2023-02-16 15:01:21.289 CET;1010123047135911;27,4;2023-02-16 15:01:25.739 CET
2023-02-16 15:01:28.618 CET;1010123047135918;27,7;2023-02-16 15:01:33.017 CET
2023-02-16 15:01:36.209 CET;1010123047135925;28;2023-02-16 15:01:40.618 CET
2023-02-16 15:01:43.668 CET;1010123047140057;27,7;2023-02-16 15:01:48.148 CET
2023-02-16 15:01:58.538 CET;1010123047140119;28;2023-02-16 15:02:02.947 CET
2023-02-16 15:02:05.927 CET;1010123047140126;28,5;2023-02-16 15:02:10.377 CET
2023-02-16 15:02:20.808 CET;1010123047140141;28;2023-02-16 15:02:25.348 CET
2023-02-16 15:02:43.007 CET;1010123047140203;28,2;2023-02-16 15:02:47.427 CET
2023-02-16 15:02:58.066 CET;1010123047140218;28;2023-02-16 15:03:02.617 CET
2023-02-16 15:03:05.417 CET;1010123047140226;28,2;2023-02-16 15:03:09.907 CET
2023-02-16 15:03:20.407 CET;1010123047140241;28;2023-02-16 15:03:24.877 CET
2023-02-16 15:03:42.647 CET;1010123047140303;28,5;2023-02-16 15:03:47.096 CET
2023-02-16 15:03:50.036 CET;1010123047140310;27,7;2023-02-16 15:03:54.535 CET
2023-02-16 15:03:57.385 CET;1010123047140318;28;2023-02-16 15:04:01.825 CET
2023-02-16 15:04:05.016 CET;1010123047140325;28,2;2023-02-16 15:04:09.506 CET
2023-02-16 15:06:10.344 CET;1010123047140333;28;2023-02-16 15:06:14.874 CET
2023-02-16 15:06:20.253 CET;1010123047140340;27,4;2023-02-16 15:06:24.792 CET
2023-02-16 15:06:28.213 CET;1010123047140347;27,7;2023-02-16 15:06:32.632 CET
2023-02-16 15:06:35.523 CET;1010123047140355;27,2;2023-02-16 15:06:39.982 CET
2023-02-16 15:06:43.342 CET;1010123047140402;27,4;2023-02-16 15:06:47.903 CET
2023-02-16 15:06:51.292 CET;1010123047140410;28,2;2023-02-16 15:06:55.822 CET
2023-02-16 15:06:58.622 CET;1010123047140616;27,7;2023-02-16 15:07:03.181 CET
2023-02-16 15:07:05.943 CET;1010123047140624;28;2023-02-16 15:07:10.382 CET
2023-02-16 15:07:13.273 CET;1010123047140632;28,2;2023-02-16 15:07:17.743 CET
2023-02-16 15:07:20.592 CET;1010123047140639;27,7;2023-02-16 15:07:25.012 CET
2023-02-16 15:07:35.802 CET;1010123047140655;28;2023-02-16 15:07:40.312 CET
2023-02-16 15:07:43.171 CET;1010123047140702;28,2;2023-02-16 15:07:47.571 CET
2023-02-16 15:07:50.461 CET;1010123047140710;28,8;2023-02-16 15:07:54.940 CET
2023-02-16 15:07:57.770 CET;1010123047140718;28,2;2023-02-16 15:08:02.210 CET
2023-02-16 15:08:05.040 CET;1010123047140725;28;2023-02-16 15:08:09.480 CET
2023-02-16 15:08:12.421 CET;1010123047140733;27,7;2023-02-16 15:08:16.839 CET
2023-02-16 15:08:19.690 CET;1010123047140740;28,5;2023-02-16 15:08:24.190 CET
2023-02-16 15:08:27.651 CET;1010123047140747;28,2;2023-02-16 15:08:32.151 CET
2023-02-16 15:08:35.010 CET;1010123047140755;28;2023-02-16 15:08:39.500 CET
2023-02-16 15:08:42.301 CET;1010123047140802;27,4;2023-02-16 15:08:46.789 CET
2023-02-16 15:10:00.828 CET;1010123047140810;27,7;2023-02-16 15:10:08.148 CET
2023-02-16 15:10:10.019 CET;1010123047140817;27,2;2023-02-16 15:10:14.438 CET
2023-02-16 15:10:24.618 CET;1010123047140832;28;2023-02-16 15:10:29.187 CET
2023-02-16 15:10:46.618 CET;1010123047140959;28,2;2023-02-16 15:10:50.997 CET
2023-02-16 15:11:01.308 CET;1010123047141021;28;2023-02-16 15:11:05.826 CET
2023-02-16 15:11:08.838 CET;1010123047141029;28,2;2023-02-16 15:11:13.278 CET
2023-02-16 15:11:23.617 CET;1010123047141044;27,7;2023-02-16 15:11:28.065 CET
2023-02-16 15:11:30.967 CET;1010123047141051;28;2023-02-16 15:11:35.506 CET
2023-02-16 15:11:53.397 CET;1010123047141114;28,5;2023-02-16 15:11:57.905 CET
2023-02-16 15:12:00.816 CET;1010123047141121;28;2023-02-16 15:12:05.266 CET
2023-02-16 15:12:08.137 CET;1010123047141129;28,2;2023-02-16 15:12:12.637 CET
2023-02-16 15:12:15.717 CET;1010123047141136;28;2023-02-16 15:12:20.155 CET
2023-02-16 15:12:23.095 CET;1010123047141143;28,2;2023-02-16 15:12:27.664 CET
2023-02-16 15:12:37.845 CET;1010123047141158;28,5;2023-02-16 15:12:42.315 CET
2023-02-16 15:12:45.135 CET;1010123047141206;28,8;2023-02-16 15:12:49.676 CET
2023-02-16 15:12:52.776 CET;1010123047141213;28;2023-02-16 15:12:57.275 CET
2023-02-16 15:13:00.095 CET;1010123047141221;28,5;2023-02-16 15:13:04.555 CET
2023-02-16 15:13:37.224 CET;1010123047141257;28,2;2023-02-16 15:13:41.753 CET
2023-02-16 15:13:52.035 CET;1010123047141312;28,5;2023-02-16 15:13:56.545 CET
2023-02-16 15:13:59.384 CET;1010123047141320;28,2;2023-02-16 15:14:03.904 CET
2023-02-16 15:14:21.644 CET;1010123047141342;28;2023-02-16 15:14:26.073 CET
2023-02-16 15:14:29.104 CET;1010123047141349;27,7;2023-02-16 15:14:33.513 CET
2023-02-16 15:14:43.924 CET;1010123047141404;28,8;2023-02-16 15:14:48.463 CET
2023-02-16 15:14:51.414 CET;1010123047141412;28,5;2023-02-16 15:14:55.911 CET
2023-02-16 15:15:06.092 CET;1010123047141426;28,8;2023-02-16 15:15:10.621 CET
2023-02-16 15:15:13.703 CET;1010123047141434;28,2;2023-02-16 15:15:18.161 CET
2023-02-16 15:15:21.042 CET;1010123047141441;28,5;2023-02-16 15:15:25.602 CET
2023-02-16 15:15:28.503 CET;1010123047141449;28,8;2023-02-16 15:15:33.032 CET
2023-02-16 15:15:43.302 CET;1010123047141504;28,2;2023-02-16 15:15:47.832 CET
2023-02-16 15:15:50.622 CET;1010123047141511;28,8;2023-02-16 15:15:55.111 CET
2023-02-16 15:16:05.812 CET;1010123047141526;28,5;2023-02-16 15:16:10.322 CET
2023-02-16 15:16:20.552 CET;1010123047141541;28,2;2023-02-16 15:16:25.121 CET
2023-02-16 15:16:35.272 CET;1010123047141556;27,7;2023-02-16 15:16:39.832 CET
2023-02-16 15:16:42.961 CET;1010123047141603;28,5;2023-02-16 15:16:47.430 CET
2023-02-16 15:16:50.332 CET;1010123047141611;28;2023-02-16 15:16:54.780 CET
2023-02-16 15:16:57.780 CET;1010123047141618;28,2;2023-02-16 15:17:02.321 CET
2023-02-16 15:17:05.081 CET;1010123047141625;28,5;2023-02-16 15:17:09.599 CET
2023-02-16 15:17:12.591 CET;1010123047141633;28;2023-02-16 15:17:17.111 CET
2023-02-16 15:17:19.901 CET;1010123047141640;28,5;2023-02-16 15:17:24.480 CET
2023-02-16 15:17:27.200 CET;1010123047141648;28;2023-02-16 15:17:31.680 CET
2023-02-16 15:17:34.720 CET;1010123047141655;28,8;2023-02-16 15:17:39.279 CET
2023-02-16 15:17:42.301 CET;1010123047141703;28,5;2023-02-16 15:17:46.789 CET
2023-02-16 15:17:49.591 CET;1010123047141710;28,2;2023-02-16 15:17:54.160 CET
2023-02-16 15:18:11.980 CET;1010123047141732;28,5;2023-02-16 15:18:16.470 CET
2023-02-16 15:18:19.549 CET;1010123047141740;28,2;2023-02-16 15:18:24.078 CET
2023-02-16 15:18:34.418 CET;1010123047141755;28,5;2023-02-16 15:18:38.868 CET
2023-02-16 15:18:49.299 CET;1010123047141809;28,2;2023-02-16 15:18:53.838 CET
2023-02-16 15:18:56.648 CET;1010123047141817;28;2023-02-16 15:19:01.187 CET
2023-02-16 15:19:04.098 CET;1010123047141824;28,5;2023-02-16 15:19:08.628 CET
2023-02-16 15:19:11.608 CET;1010123047141832;28,8;2023-02-16 15:19:16.078 CET
2023-02-16 15:19:18.979 CET;1010123047141839;28;2023-02-16 15:19:23.437 CET
2023-02-16 15:19:26.477 CET;1010123047141847;27,7;2023-02-16 15:19:30.957 CET
2023-02-16 15:19:33.987 CET;1010123047141854;28;2023-02-16 15:19:38.476 CET
2023-02-16 15:19:41.267 CET;1010123047141902;28,5;2023-02-16 15:19:45.746 CET
2023-02-16 15:19:56.177 CET;1010123047141916;28,2;2023-02-16 15:20:00.717 CET
2023-02-16 15:20:18.467 CET;1010123047141939;28;2023-02-16 15:20:22.957 CET
2023-02-16 15:20:33.397 CET;1010123047141954;28,5;2023-02-16 15:20:37.927 CET
2023-02-16 15:20:40.867 CET;1010123047142001;28,2;2023-02-16 15:20:45.436 CET
2023-02-16 15:20:55.677 CET;1010123047142016;28,5;2023-02-16 15:21:00.075 CET
2023-02-16 15:21:03.076 CET;1010123047142023;27,7;2023-02-16 15:21:07.595 CET
2023-02-16 15:21:10.556 CET;1010123047142031;28,2;2023-02-16 15:21:15.026 CET
2023-02-16 15:21:25.546 CET;1010123047142046;28;2023-02-16 15:21:30.075 CET
2023-02-16 15:21:32.865 CET;1010123047142053;28,2;2023-02-16 15:21:37.355 CET
2023-02-16 15:23:38.563 CET;1010123047142101;28;2023-02-16 15:23:43.032 CET
2023-02-16 15:23:46.444 CET;1010123047142108;27,4;2023-02-16 15:23:50.963 CET
2023-02-16 15:23:54.924 CET;1010123047142116;27,2;2023-02-16 15:23:59.434 CET
2023-02-16 15:24:02.894 CET;1010123047142123;27,4;2023-02-16 15:24:07.364 CET
2023-02-16 15:24:44.933 CET;1010123047142130;27,7;2023-02-16 15:24:49.411 CET
2023-02-16 15:24:52.493 CET;1010123047142138;27,2;2023-02-16 15:24:56.951 CET
2023-02-16 15:24:59.871 CET;1010123047142145;28;2023-02-16 15:25:04.322 CET
2023-02-16 15:25:07.242 CET;1010123047142153;27,7;2023-02-16 15:25:11.752 CET
2023-02-16 15:25:14.743 CET;1010123047142327;28;2023-02-16 15:25:19.191 CET
2023-02-16 15:25:22.072 CET;1010123047142443;27,4;2023-02-16 15:25:26.562 CET
2023-02-16 15:25:29.622 CET;1010123047142450;28,2;2023-02-16 15:25:34.151 CET
2023-02-16 15:25:37.032 CET;1010123047142458;28;2023-02-16 15:25:41.513 CET
2023-02-16 15:25:51.943 CET;1010123047142513;27,7;2023-02-16 15:25:56.401 CET
2023-02-16 15:25:59.431 CET;1010123047142520;28,2;2023-02-16 15:26:03.901 CET
2023-02-16 15:26:06.822 CET;1010123047142528;27,4;2023-02-16 15:26:11.361 CET
2023-02-16 15:26:14.141 CET;1010123047142535;28,5;2023-02-16 15:26:18.720 CET
2023-02-16 15:26:28.971 CET;1010123047142550;28;2023-02-16 15:26:33.532 CET
2023-02-16 15:26:51.262 CET;1010123047142612;28,5;2023-02-16 15:26:55.760 CET
2023-02-16 15:26:58.641 CET;1010123047142620;28,8;2023-02-16 15:27:03.200 CET
2023-02-16 15:27:06.081 CET;1010123047142627;28;2023-02-16 15:27:10.571 CET
2023-02-16 15:27:20.891 CET;1010123047142642;28,5;2023-02-16 15:27:25.359 CET
2023-02-16 15:27:35.801 CET;1010123047142657;27,4;2023-02-16 15:27:40.250 CET
2023-02-16 15:27:43.200 CET;1010123047142704;28,2;2023-02-16 15:27:47.759 CET
2023-02-16 15:28:13.091 CET;1010123047142734;28,5;2023-02-16 15:28:17.530 CET
2023-02-16 15:28:20.480 CET;1010123047142741;28,8;2023-02-16 15:28:24.960 CET
2023-02-16 15:28:27.930 CET;1010123047142749;28,5;2023-02-16 15:28:32.410 CET
2023-02-16 15:28:35.289 CET;1010123047142756;28,8;2023-02-16 15:28:39.838 CET
2023-02-16 15:28:42.630 CET;1010123047142804;28,2;2023-02-16 15:28:47.119 CET
2023-02-16 15:28:50.150 CET;1010123047142811;28,5;2023-02-16 15:28:54.730 CET
2023-02-16 15:28:57.589 CET;1010123047142819;28,2;2023-02-16 15:29:02.088 CET
2023-02-16 15:29:05.190 CET;1010123047142826;28,8;2023-02-16 15:29:09.680 CET
2023-02-16 15:29:12.470 CET;1010123047142833;28,5;2023-02-16 15:29:17.049 CET
2023-02-16 15:29:20.049 CET;1010123047142841;29;2023-02-16 15:29:24.569 CET
2023-02-16 15:29:27.390 CET;1010123047142848;28;2023-02-16 15:29:31.940 CET
2023-02-16 15:29:42.240 CET;1010123047142903;28,8;2023-02-16 15:29:46.729 CET
2023-02-16 15:29:49.700 CET;1010123047142911;28,5;2023-02-16 15:29:54.249 CET
2023-02-16 15:29:57.128 CET;1010123047142918;28;2023-02-16 15:30:01.608 CET
2023-02-16 15:30:04.539 CET;1010123047142926;28,5;2023-02-16 15:30:08.957 CET
2023-02-16 15:30:19.289 CET;1010123047142940;28,2;2023-02-16 15:30:23.838 CET
2023-02-16 15:30:26.668 CET;1010123047142948;28;2023-02-16 15:30:31.209 CET
2023-02-16 15:30:34.138 CET;1010123047142955;28,2;2023-02-16 15:30:38.559 CET
2023-02-16 15:30:41.479 CET;1010123047143003;28,5;2023-02-16 15:30:45.999 CET
2023-02-16 15:30:48.928 CET;1010123047143010;28;2023-02-16 15:30:53.367 CET
2023-02-16 15:30:56.308 CET;1010123047143018;28,2;2023-02-16 15:31:00.808 CET
2023-02-16 15:31:03.848 CET;1010123047143025;28,8;2023-02-16 15:31:08.326 CET
2023-02-16 15:31:11.298 CET;1010123047143032;28;2023-02-16 15:31:15.756 CET
2023-02-16 15:31:18.697 CET;1010123047143040;28,2;2023-02-16 15:31:23.118 CET
2023-02-16 15:31:33.427 CET;1010123047143055;28,5;2023-02-16 15:31:37.927 CET
2023-02-16 15:31:48.278 CET;1010123047143109;28;2023-02-16 15:31:52.726 CET
2023-02-16 15:31:55.727 CET;1010123047143117;27,4;2023-02-16 15:32:00.247 CET
2023-02-16 15:32:03.227 CET;1010123047143124;28;2023-02-16 15:32:07.677 CET
2023-02-16 15:32:32.976 CET;1010123047143154;28,5;2023-02-16 15:32:37.516 CET
2023-02-16 15:33:02.667 CET;1010123047143224;28;2023-02-16 15:33:07.127 CET
2023-02-16 15:33:17.467 CET;1010123047143239;28,5;2023-02-16 15:33:22.006 CET
2023-02-16 15:33:32.385 CET;1010123047143253;29;2023-02-16 15:33:36.905 CET
2023-02-16 15:33:39.696 CET;1010123047143301;28,5;2023-02-16 15:33:44.165 CET
2023-02-16 15:33:54.744 CET;1010123047143316;28,2;2023-02-16 15:33:59.194 CET
2023-02-16 15:34:02.194 CET;1010123047143323;28,5;2023-02-16 15:34:06.644 CET
2023-02-16 15:34:17.026 CET;1010123047143338;28;2023-02-16 15:34:21.444 CET
2023-02-16 15:34:24.426 CET;1010123047143345;28,5;2023-02-16 15:34:28.964 CET
2023-02-16 15:34:31.966 CET;1010123047143353;27,4;2023-02-16 15:34:36.414 CET
2023-02-16 15:34:39.395 CET;1010123047143400;28,5;2023-02-16 15:34:43.845 CET
2023-02-16 15:34:46.926 CET;1010123047143408;28,8;2023-02-16 15:34:51.365 CET
2023-02-16 15:34:54.234 CET;1010123047143415;28;2023-02-16 15:34:58.724 CET
2023-02-16 15:35:01.704 CET;1010123047143423;28,2;2023-02-16 15:35:06.164 CET
2023-02-16 15:35:09.164 CET;1010123047143430;27,7;2023-02-16 15:35:13.615 CET
2023-02-16 15:35:16.535 CET;1010123047143438;28,5;2023-02-16 15:35:20.964 CET
2023-02-16 15:35:23.904 CET;1010123047143445;28;2023-02-16 15:35:28.414 CET
2023-02-16 15:35:31.375 CET;1010123047143452;28,2;2023-02-16 15:35:35.934 CET
2023-02-16 15:35:39.005 CET;1010123047143500;28,8;2023-02-16 15:35:43.535 CET
2023-02-16 15:35:46.365 CET;1010123047143507;28,2;2023-02-16 15:35:50.894 CET
2023-02-16 15:35:53.765 CET;1010123047143515;28,8;2023-02-16 15:35:58.335 CET
2023-02-16 15:36:01.244 CET;1010123047143522;28,2;2023-02-16 15:36:05.763 CET
2023-02-16 15:36:08.694 CET;1010123047143530;28,8;2023-02-16 15:36:13.213 CET
2023-02-16 15:36:16.194 CET;1010123047143537;28,5;2023-02-16 15:36:20.733 CET
2023-02-16 15:36:23.553 CET;1010123047143545;28;2023-02-16 15:36:28.013 CET
2023-02-16 15:36:38.354 CET;1010123047143559;28,2;2023-02-16 15:36:42.892 CET
2023-02-16 15:36:45.783 CET;1010123047143607;28,8;2023-02-16 15:36:50.243 CET
2023-02-16 15:36:53.124 CET;1010123047143614;28,2;2023-02-16 15:36:57.684 CET
2023-02-16 15:37:00.654 CET;1010123047143622;28,5;2023-02-16 15:37:05.203 CET
2023-02-16 15:40:01.150 CET;1010123047143629;27,7;2023-02-16 15:42:32.467 CET
2023-02-16 15:42:34.318 CET;1010123047143637;28;2023-02-16 15:42:38.838 CET
2023-02-16 15:43:03.726 CET;1010123047143926;27,7;2023-02-16 15:43:08.147 CET
2023-02-16 15:43:26.019 CET;1010123047143950;27,4;2023-02-16 15:43:30.499 CET
2023-02-16 15:43:33.499 CET;1010123047144028;27,7;2023-02-16 15:43:38.017 CET
2023-02-16 15:43:40.898 CET;1010123047144301;28;2023-02-16 15:43:45.378 CET
2023-02-16 15:43:48.328 CET;1010123047144309;27,7;2023-02-16 15:43:52.808 CET
2023-02-16 15:43:55.686 CET;1010123047144316;28;2023-02-16 15:44:00.176 CET
2023-02-16 15:44:03.085 CET;1010123047144324;28,2;2023-02-16 15:44:07.546 CET
2023-02-16 15:44:17.905 CET;1010123047144339;27,4;2023-02-16 15:44:22.426 CET
2023-02-16 15:44:25.315 CET;1010123047144346;28,2;2023-02-16 15:44:29.855 CET
2023-02-16 15:44:40.145 CET;1010123047144401;28;2023-02-16 15:44:44.654 CET
2023-02-16 15:44:47.716 CET;1010123047144409;28,5;2023-02-16 15:44:52.265 CET
2023-02-16 15:44:55.135 CET;1010123047144416;28,2;2023-02-16 15:44:59.615 CET
2023-02-16 15:45:17.476 CET;1010123047144438;28;2023-02-16 15:45:21.936 CET
2023-02-16 15:45:32.315 CET;1010123047144453;28,5;2023-02-16 15:45:36.823 CET
2023-02-16 15:45:39.785 CET;1010123047144501;27,7;2023-02-16 15:45:44.334 CET
2023-02-16 15:45:47.194 CET;1010123047144508;28,2;2023-02-16 15:45:51.694 CET
2023-02-16 15:46:01.984 CET;1010123047144523;28,5;2023-02-16 15:46:06.494 CET
2023-02-16 15:46:09.474 CET;1010123047144531;28;2023-02-16 15:46:14.025 CET
2023-02-16 15:46:24.414 CET;1010123047144545;28,5;2023-02-16 15:46:28.894 CET
2023-02-16 15:46:39.224 CET;1010123047144600;28,2;2023-02-16 15:46:43.694 CET
2023-02-16 15:46:46.585 CET;1010123047144608;28;2023-02-16 15:46:51.055 CET
2023-02-16 15:46:53.944 CET;1010123047144615;28,2;2023-02-16 15:46:58.414 CET
2023-02-16 15:47:01.604 CET;1010123047144623;28,5;2023-02-16 15:47:06.104 CET
2023-02-16 15:47:08.934 CET;1010123047144630;28,2;2023-02-16 15:47:13.453 CET
2023-02-16 15:47:23.813 CET;1010123047144645;28;2023-02-16 15:47:28.253 CET
2023-02-16 15:47:31.354 CET;1010123047144653;28,8;2023-02-16 15:47:35.854 CET
2023-02-16 15:47:38.684 CET;1010123047144700;28,5;2023-02-16 15:47:43.134 CET
2023-02-16 15:47:53.703 CET;1010123047144715;28,8;2023-02-16 15:47:58.183 CET
2023-02-16 15:48:00.983 CET;1010123047144723;28,5;2023-02-16 15:48:05.451 CET
2023-02-16 15:48:08.463 CET;1010123047144730;28,8;2023-02-16 15:48:12.982 CET
2023-02-16 15:48:15.792 CET;1010123047144737;28,5;2023-02-16 15:48:20.263 CET
2023-02-16 15:48:23.142 CET;1010123047144745;28,2;2023-02-16 15:48:27.622 CET
2023-02-16 15:48:45.622 CET;1010123047144807;28,5;2023-02-16 15:48:50.101 CET
2023-02-16 15:48:53.193 CET;1010123047144815;28,8;2023-02-16 15:48:57.701 CET
2023-02-16 15:49:00.542 CET;1010123047144822;28,5;2023-02-16 15:49:05.052 CET
2023-02-16 15:49:08.072 CET;1010123047144829;28,2;2023-02-16 15:49:12.503 CET
2023-02-16 15:49:15.382 CET;1010123047144837;28,5;2023-02-16 15:49:19.933 CET
2023-02-16 15:49:23.052 CET;1010123047144844;28,8;2023-02-16 15:49:27.532 CET
2023-02-16 15:49:37.772 CET;1010123047144859;28,5;2023-02-16 15:49:42.332 CET
2023-02-16 15:49:45.171 CET;1010123047144907;28;2023-02-16 15:49:49.621 CET
2023-02-16 15:49:52.681 CET;1010123047144914;28,2;2023-02-16 15:49:57.210 CET
2023-02-16 15:50:00.242 CET;1010123047144922;28,5;2023-02-16 15:50:04.651 CET
2023-02-16 15:50:07.582 CET;1010123047144929;28;2023-02-16 15:50:12.020 CET
2023-02-16 15:50:14.982 CET;1010123047144937;28,5;2023-02-16 15:50:19.470 CET
2023-02-16 15:50:29.970 CET;1010123047144951;28,8;2023-02-16 15:50:34.420 CET
2023-02-16 15:50:37.260 CET;1010123047144959;28,2;2023-02-16 15:50:41.700 CET
2023-02-16 15:50:52.101 CET;1010123047145014;28,5;2023-02-16 15:50:56.581 CET
2023-02-16 15:51:06.821 CET;1010123047145028;28,2;2023-02-16 15:51:11.299 CET
2023-02-16 15:51:21.690 CET;1010123047145044;28,8;2023-02-16 15:51:26.190 CET
2023-02-16 15:51:29.121 CET;1010123047145051;28,5;2023-02-16 15:51:33.631 CET
2023-02-16 15:51:51.411 CET;1010123047145113;28,8;2023-02-16 15:51:55.938 CET
2023-02-16 15:51:58.930 CET;1010123047145121;28,2;2023-02-16 15:52:03.448 CET
2023-02-16 15:52:13.700 CET;1010123047145135;28,8;2023-02-16 15:52:18.168 CET
2023-02-16 15:52:35.940 CET;1010123047145158;29;2023-02-16 15:52:40.500 CET
2023-02-16 15:52:43.400 CET;1010123047145205;28,5;2023-02-16 15:52:47.940 CET
2023-02-16 15:52:50.670 CET;1010123047145213;28,8;2023-02-16 15:52:55.220 CET
2023-02-16 15:52:58.220 CET;1010123047145220;28,5;2023-02-16 15:53:02.670 CET
2023-02-16 15:53:05.710 CET;1010123047145227;28,2;2023-02-16 15:53:10.190 CET
2023-02-16 15:53:20.460 CET;1010123047145242;28,5;2023-02-16 15:53:24.987 CET
2023-02-16 15:53:35.428 CET;1010123047145257;28;2023-02-16 15:53:39.948 CET
2023-02-16 15:53:42.858 CET;1010123047145304;28,8;2023-02-16 15:53:47.388 CET
