time;TraceabilityCode;PressForceValueRR;time.value
2023-01-05 03:22:32.868 CET;1010223005021641;24,2;2023-01-05 03:22:38.447 CET
2023-01-05 03:22:49.507 CET;1010223005021700;24,8;2023-01-05 03:22:55.016 CET
2023-01-05 03:23:17.147 CET;1010223005022209;25;2023-01-05 03:23:22.707 CET
2023-01-05 03:23:35.697 CET;1010223005022247;25,3;2023-01-05 03:23:41.256 CET
2023-01-05 03:23:44.986 CET;1010223005022257;25,8;2023-01-05 03:23:50.625 CET
2023-01-05 03:23:54.196 CET;1010223005022306;25,6;2023-01-05 03:23:59.744 CET
2023-01-05 03:24:03.446 CET;1010223005022315;25,3;2023-01-05 03:24:09.016 CET
2023-01-05 03:24:22.005 CET;1010223005022334;25,8;2023-01-05 03:24:27.654 CET
2023-01-05 03:24:31.214 CET;1010223005022343;25,3;2023-01-05 03:24:36.775 CET
2023-01-05 03:24:40.494 CET;1010223005022352;25;2023-01-05 03:24:46.134 CET
2023-01-05 03:24:49.865 CET;1010223005022402;25,3;2023-01-05 03:24:55.426 CET
2023-01-05 03:24:59.065 CET;1010223005022411;24,8;2023-01-05 03:25:04.615 CET
2023-01-05 03:25:08.266 CET;1010223005022420;24,5;2023-01-05 03:25:13.815 CET
2023-01-05 03:25:17.545 CET;1010223005022429;24,8;2023-01-05 03:25:23.094 CET
2023-01-05 03:25:36.015 CET;1010223005022448;25;2023-01-05 03:25:41.654 CET
2023-01-05 03:25:54.744 CET;1010223005022507;25,3;2023-01-05 03:26:00.303 CET
2023-01-05 03:26:31.674 CET;1010223005022544;25,6;2023-01-05 03:26:37.255 CET
2023-01-05 03:30:42.042 CET;1010223005022611;25,3;2023-01-05 03:30:49.331 CET
2023-01-05 03:31:02.391 CET;1010223005022621;25;2023-01-05 03:31:07.980 CET
2023-01-05 03:31:30.782 CET;1010223005022639;24,8;2023-01-05 03:31:36.391 CET
2023-01-05 03:31:58.690 CET;1010223005023043;24,5;2023-01-05 03:32:04.299 CET
2023-01-05 03:32:17.250 CET;1010223005023129;25;2023-01-05 03:32:22.859 CET
2023-01-05 03:32:35.871 CET;1010223005023147;24,2;2023-01-05 03:32:41.500 CET
2023-01-05 03:32:45.270 CET;1010223005023157;25;2023-01-05 03:32:50.868 CET
2023-01-05 03:32:54.420 CET;1010223005023206;24,8;2023-01-05 03:33:00.059 CET
2023-01-05 03:33:13.039 CET;1010223005023225;25,6;2023-01-05 03:33:18.618 CET
2023-01-05 03:33:31.710 CET;1010223005023243;25,3;2023-01-05 03:33:37.348 CET
2023-01-05 03:33:41.259 CET;1010223005023253;25,6;2023-01-05 03:33:46.868 CET
2023-01-05 03:33:59.799 CET;1010223005023311;25,3;2023-01-05 03:34:05.328 CET
2023-01-05 03:34:36.878 CET;1010223005023349;24,8;2023-01-05 03:34:42.398 CET
2023-01-05 03:34:46.157 CET;1010223005023358;25,3;2023-01-05 03:34:51.737 CET
2023-01-05 03:34:55.417 CET;1010223005023407;25;2023-01-05 03:35:01.036 CET
2023-01-05 03:35:04.727 CET;1010223005023416;24,5;2023-01-05 03:35:10.236 CET
2023-01-05 03:35:14.007 CET;1010223005023426;25;2023-01-05 03:35:19.585 CET
2023-01-05 03:35:23.276 CET;1010223005023435;24,5;2023-01-05 03:35:28.865 CET
2023-01-05 03:57:38.065 CET;1010223005023444;25;2023-01-05 03:57:43.585 CET
2023-01-05 03:57:51.134 CET;1010223005023454;24,5;2023-01-05 03:57:56.615 CET
2023-01-05 03:58:29.424 CET;1010223005023503;24,8;2023-01-05 03:58:35.015 CET
2023-01-05 03:58:48.073 CET;1010223005023521;25;2023-01-05 03:58:53.673 CET
2023-01-05 03:58:57.503 CET;1010223005023531;25,6;2023-01-05 03:59:03.042 CET
2023-01-05 03:59:06.793 CET;1010223005025740;25;2023-01-05 03:59:12.312 CET
2023-01-05 03:59:15.963 CET;1010223005025821;25,6;2023-01-05 03:59:21.523 CET
2023-01-05 03:59:25.243 CET;1010223005025837;25,3;2023-01-05 03:59:30.882 CET
2023-01-05 03:59:34.674 CET;1010223005025846;25,6;2023-01-05 03:59:40.322 CET
2023-01-05 03:59:43.973 CET;1010223005025856;25,3;2023-01-05 03:59:49.602 CET
2023-01-05 04:00:11.903 CET;1010223005025923;25,6;2023-01-05 04:00:17.532 CET
2023-01-05 04:00:21.171 CET;1010223005025933;25,3;2023-01-05 04:00:26.801 CET
2023-01-05 04:00:30.471 CET;1010223005025942;24,8;2023-01-05 04:00:36.002 CET
2023-01-05 04:00:39.711 CET;1010223005025951;24,5;2023-01-05 04:00:45.282 CET
2023-01-05 04:00:49.002 CET;1010223005030001;24,8;2023-01-05 04:00:54.561 CET
2023-01-05 04:00:58.471 CET;1010223005030010;24,5;2023-01-05 04:01:04.002 CET
2023-01-05 04:01:07.661 CET;1010223005030019;25,3;2023-01-05 04:01:13.292 CET
2023-01-05 04:01:17.002 CET;1010223005030029;25,6;2023-01-05 04:01:22.559 CET
2023-01-05 04:01:26.311 CET;1010223005030038;25,3;2023-01-05 04:01:31.839 CET
2023-01-05 04:01:35.601 CET;1010223005030047;25,8;2023-01-05 04:01:41.119 CET
2023-01-05 04:01:44.770 CET;1010223005030057;25,6;2023-01-05 04:01:50.319 CET
2023-01-05 04:01:53.990 CET;1010223005030106;26,1;2023-01-05 04:01:59.539 CET
2023-01-05 04:02:03.290 CET;1010223005030115;25,8;2023-01-05 04:02:08.799 CET
2023-01-05 04:02:12.601 CET;1010223005030124;26,1;2023-01-05 04:02:18.250 CET
2023-01-05 04:02:21.920 CET;1010223005030134;25,6;2023-01-05 04:02:27.440 CET
2023-01-05 04:02:31.259 CET;1010223005030143;25,3;2023-01-05 04:02:36.880 CET
2023-01-05 04:02:40.589 CET;1010223005030152;25,8;2023-01-05 04:02:46.160 CET
2023-01-05 04:02:59.200 CET;1010223005030211;25,6;2023-01-05 04:03:04.719 CET
2023-01-05 04:03:08.579 CET;1010223005030220;24,8;2023-01-05 04:03:14.158 CET
2023-01-05 04:03:17.819 CET;1010223005030229;25,3;2023-01-05 04:03:23.438 CET
2023-01-05 04:03:36.289 CET;1010223005030248;24,8;2023-01-05 04:03:41.918 CET
2023-01-05 04:03:45.809 CET;1010223005030257;25,3;2023-01-05 04:03:51.437 CET
2023-01-05 04:03:55.048 CET;1010223005030307;25;2023-01-05 04:04:00.647 CET
2023-01-05 04:04:04.358 CET;1010223005030316;25,6;2023-01-05 04:04:10.006 CET
2023-01-05 04:04:13.638 CET;1010223005030325;25,3;2023-01-05 04:04:19.207 CET
2023-01-05 04:06:00.815 CET;1010223005030403;25,6;2023-01-05 04:06:06.405 CET
2023-01-05 04:06:09.986 CET;1010223005030412;25,3;2023-01-05 04:06:15.605 CET
2023-01-05 04:06:19.375 CET;1010223005030421;25,6;2023-01-05 04:06:24.884 CET
2023-01-05 04:07:05.785 CET;1010223005030618;25,3;2023-01-05 04:07:11.364 CET
2023-01-05 04:07:15.265 CET;1010223005030627;25;2023-01-05 04:07:20.802 CET
2023-01-05 04:07:24.523 CET;1010223005030636;25,3;2023-01-05 04:07:30.082 CET
2023-01-05 04:07:43.132 CET;1010223005030655;24,8;2023-01-05 04:07:48.642 CET
2023-01-05 04:07:52.374 CET;1010223005030704;25,3;2023-01-05 04:07:58.013 CET
2023-01-05 04:08:01.584 CET;1010223005030713;25;2023-01-05 04:08:07.134 CET
2023-01-05 04:08:10.914 CET;1010223005030723;25,6;2023-01-05 04:08:16.573 CET
2023-01-05 04:08:20.292 CET;1010223005030732;25,3;2023-01-05 04:08:25.842 CET
2023-01-05 04:08:29.552 CET;1010223005030741;25,8;2023-01-05 04:08:35.201 CET
2023-01-05 04:08:38.842 CET;1010223005030750;25,6;2023-01-05 04:08:44.421 CET
2023-01-05 04:08:48.173 CET;1010223005030800;25,8;2023-01-05 04:08:53.683 CET
2023-01-05 04:09:06.782 CET;1010223005030819;26,1;2023-01-05 04:09:12.332 CET
2023-01-05 04:09:16.023 CET;1010223005030828;25,8;2023-01-05 04:09:21.530 CET
2023-01-05 04:09:44.022 CET;1010223005030856;25,6;2023-01-05 04:09:49.611 CET
2023-01-05 04:09:53.141 CET;1010223005030905;25,8;2023-01-05 04:09:58.651 CET
2023-01-05 04:10:02.441 CET;1010223005030914;25,3;2023-01-05 04:10:08.022 CET
2023-01-05 04:10:11.592 CET;1010223005030923;25,6;2023-01-05 04:10:17.131 CET
2023-01-05 04:10:21.000 CET;1010223005030933;25,3;2023-01-05 04:10:26.500 CET
2023-01-05 04:10:39.661 CET;1010223005030951;25;2023-01-05 04:10:45.301 CET
2023-01-05 04:11:41.819 CET;1010223005031000;25,6;2023-01-05 04:11:47.470 CET
2023-01-05 04:11:50.029 CET;1010223005031010;25,3;2023-01-05 04:11:55.609 CET
2023-01-05 04:12:08.380 CET;1010223005031029;24,8;2023-01-05 04:12:14.009 CET
2023-01-05 04:12:17.720 CET;1010223005031038;25,6;2023-01-05 04:12:23.289 CET
2023-01-05 04:12:36.049 CET;1010223005031145;26,1;2023-01-05 04:12:41.609 CET
2023-01-05 04:12:52.308 CET;1010223005031157;25,8;2023-01-05 04:12:57.898 CET
2023-01-05 04:13:01.719 CET;1010223005031207;25,6;2023-01-05 04:13:07.267 CET
2023-01-05 04:13:10.979 CET;1010223005031216;26,1;2023-01-05 04:13:16.497 CET
2023-01-05 04:13:20.259 CET;1010223005031225;25,6;2023-01-05 04:13:25.778 CET
2023-01-05 04:13:48.138 CET;1010223005031300;25,3;2023-01-05 04:13:53.769 CET
2023-01-05 04:13:57.569 CET;1010223005031309;25,6;2023-01-05 04:14:03.138 CET
2023-01-05 04:14:06.878 CET;1010223005031318;25,3;2023-01-05 04:14:12.487 CET
2023-01-05 04:14:34.798 CET;1010223005031346;24,8;2023-01-05 04:14:40.348 CET
2023-01-05 04:14:44.267 CET;1010223005031356;25,3;2023-01-05 04:14:49.778 CET
2023-01-05 04:14:53.427 CET;1010223005031405;25;2023-01-05 04:14:58.967 CET
2023-01-05 04:15:02.697 CET;1010223005031414;25,3;2023-01-05 04:15:08.257 CET
2023-01-05 04:15:30.596 CET;1010223005031442;25,8;2023-01-05 04:15:36.107 CET
2023-01-05 04:15:49.086 CET;1010223005031501;26,1;2023-01-05 04:15:54.746 CET
2023-01-05 04:15:58.367 CET;1010223005031510;25,8;2023-01-05 04:16:04.016 CET
2023-01-05 04:16:07.776 CET;1010223005031519;26,4;2023-01-05 04:16:13.385 CET
2023-01-05 04:16:16.976 CET;1010223005031529;26,1;2023-01-05 04:16:22.494 CET
2023-01-05 04:16:26.355 CET;1010223005031538;25,6;2023-01-05 04:16:31.934 CET
2023-01-05 04:16:35.736 CET;1010223005031547;25,3;2023-01-05 04:16:41.295 CET
2023-01-05 04:16:45.036 CET;1010223005031557;25,6;2023-01-05 04:16:50.584 CET
2023-01-05 04:17:12.944 CET;1010223005031624;25;2023-01-05 04:17:18.584 CET
2023-01-05 04:17:40.924 CET;1010223005031653;25,3;2023-01-05 04:17:46.494 CET
2023-01-05 04:17:50.424 CET;1010223005031702;25;2023-01-05 04:17:55.934 CET
2023-01-05 04:18:08.993 CET;1010223005031720;25,8;2023-01-05 04:18:14.573 CET
2023-01-05 04:18:18.203 CET;1010223005031730;25,3;2023-01-05 04:18:23.783 CET
2023-01-05 04:18:27.573 CET;1010223005031739;26,1;2023-01-05 04:18:33.144 CET
2023-01-05 04:18:36.844 CET;1010223005031749;25,8;2023-01-05 04:18:42.424 CET
2023-01-05 04:18:46.063 CET;1010223005031758;26,1;2023-01-05 04:18:51.701 CET
2023-01-05 04:18:55.352 CET;1010223005031807;25,8;2023-01-05 04:19:00.892 CET
2023-01-05 04:19:13.993 CET;1010223005031826;26,4;2023-01-05 04:19:19.542 CET
2023-01-05 04:19:23.332 CET;1010223005031835;25,3;2023-01-05 04:19:28.992 CET
2023-01-05 04:19:32.683 CET;1010223005031844;25,8;2023-01-05 04:19:38.332 CET
2023-01-05 04:19:42.183 CET;1010223005031854;26,1;2023-01-05 04:19:47.701 CET
2023-01-05 04:19:51.131 CET;1010223005031903;25,6;2023-01-05 04:19:56.661 CET
2023-01-05 04:20:00.482 CET;1010223005031912;25;2023-01-05 04:20:06.091 CET
2023-01-05 04:20:09.822 CET;1010223005031922;25,6;2023-01-05 04:20:15.461 CET
2023-01-05 04:20:19.111 CET;1010223005031931;24,8;2023-01-05 04:20:24.661 CET
2023-01-05 04:20:28.301 CET;1010223005031940;25,3;2023-01-05 04:20:33.851 CET
2023-01-05 04:20:37.831 CET;1010223005031950;25;2023-01-05 04:20:43.381 CET
2023-01-05 04:20:47.111 CET;1010223005031959;25,6;2023-01-05 04:20:52.660 CET
2023-01-05 04:20:56.440 CET;1010223005032008;25,3;2023-01-05 04:21:02.020 CET
2023-01-05 04:25:47.875 CET;1010123005032057;25,6;2023-01-05 04:25:53.384 CET
2023-01-05 04:25:57.194 CET;1010123005032105;25,3;2023-01-05 04:26:02.825 CET
2023-01-05 04:26:06.515 CET;1010123005032501;25,6;2023-01-05 04:26:12.115 CET
2023-01-05 04:26:15.744 CET;1010123005032530;25,8;2023-01-05 04:26:21.295 CET
2023-01-05 04:26:29.484 CET;1010123005032538;25,6;2023-01-05 04:26:35.045 CET
2023-01-05 04:26:57.434 CET;1010123005032605;25,8;2023-01-05 04:27:03.062 CET
2023-01-05 04:27:06.634 CET;1010123005032621;25,3;2023-01-05 04:27:12.263 CET
2023-01-05 04:27:15.993 CET;1010123005032629;24,8;2023-01-05 04:27:21.542 CET
2023-01-05 04:27:41.163 CET;1010123005032646;25;2023-01-05 04:27:46.742 CET
2023-01-05 04:27:50.433 CET;1010123005032656;24,5;2023-01-05 04:27:55.943 CET
2023-01-05 04:27:59.673 CET;1010123005032705;25;2023-01-05 04:28:05.223 CET
2023-01-05 04:28:08.882 CET;1010123005032724;25,6;2023-01-05 04:28:14.423 CET
2023-01-05 04:28:18.183 CET;1010123005032732;25,3;2023-01-05 04:28:23.780 CET
2023-01-05 04:28:27.431 CET;1010123005032740;25;2023-01-05 04:28:32.980 CET
2023-01-05 04:28:36.732 CET;1010123005032749;25,6;2023-01-05 04:28:42.252 CET
2023-01-05 04:33:02.907 CET;1010123005032826;25,3;2023-01-05 04:33:08.528 CET
2023-01-05 04:33:11.848 CET;1010123005032835;24,5;2023-01-05 04:33:17.398 CET
2023-01-05 04:33:28.368 CET;1010123005032844;25,6;2023-01-05 04:33:33.927 CET
2023-01-05 04:33:37.507 CET;1010123005032853;25,3;2023-01-05 04:33:43.056 CET
2023-01-05 04:36:21.845 CET;1010123005033305;24,8;2023-01-05 04:36:27.365 CET
2023-01-05 04:36:30.506 CET;1010123005033326;24,5;2023-01-05 04:36:36.006 CET
2023-01-05 04:36:49.165 CET;1010123005033345;24,8;2023-01-05 04:36:54.755 CET
2023-01-05 04:36:57.894 CET;1010123005033354;24,5;2023-01-05 04:37:03.484 CET
2023-01-05 04:37:06.365 CET;1010123005033403;24,8;2023-01-05 04:37:11.875 CET
2023-01-05 04:41:40.332 CET;1010123005033610;24,5;2023-01-05 04:41:45.982 CET
2023-01-05 04:41:48.611 CET;1010123005033653;24,8;2023-01-05 04:41:54.121 CET
2023-01-05 04:41:56.960 CET;1010123005033700;25,6;2023-01-05 04:42:02.510 CET
2023-01-05 04:42:06.190 CET;1010123005033709;25,3;2023-01-05 04:42:11.710 CET
2023-01-05 04:45:08.078 CET;1010123005034235;25;2023-01-05 04:45:13.719 CET
2023-01-05 04:48:18.947 CET;1010123005034250;24,8;2023-01-05 04:48:24.536 CET
2023-01-05 04:48:44.415 CET;1010123005034530;24,5;2023-01-05 04:48:50.065 CET
2023-01-05 04:48:53.696 CET;1010123005034538;24,8;2023-01-05 04:48:59.325 CET
2023-01-05 04:49:03.055 CET;1010123005034825;25,3;2023-01-05 04:49:08.674 CET
2023-01-05 04:49:12.296 CET;1010123005034833;24,5;2023-01-05 04:49:17.865 CET
2023-01-05 04:49:21.575 CET;1010123005034841;24,8;2023-01-05 04:49:27.155 CET
2023-01-05 04:49:30.716 CET;1010123005034849;25,3;2023-01-05 04:49:36.276 CET
2023-01-05 04:49:39.926 CET;1010123005034857;24,8;2023-01-05 04:49:45.555 CET
2023-01-05 04:49:58.575 CET;1010123005034912;25;2023-01-05 04:50:04.114 CET
2023-01-05 04:50:07.815 CET;1010123005034920;25,6;2023-01-05 04:50:13.404 CET
2023-01-05 04:50:17.214 CET;1010123005034929;25,3;2023-01-05 04:50:22.755 CET
2023-01-05 04:50:26.525 CET;1010123005034938;26,1;2023-01-05 04:50:32.125 CET
2023-01-05 04:50:35.684 CET;1010123005034947;25,6;2023-01-05 04:50:41.325 CET
2023-01-05 04:50:45.005 CET;1010123005034957;25,8;2023-01-05 04:50:50.582 CET
2023-01-05 04:50:54.243 CET;1010123005035006;26,1;2023-01-05 04:50:59.884 CET
2023-01-05 04:51:03.533 CET;1010123005035015;25,8;2023-01-05 04:51:09.153 CET
2023-01-05 04:51:12.904 CET;1010123005035024;25,6;2023-01-05 04:51:18.513 CET
2023-01-05 04:51:22.154 CET;1010123005035034;25,3;2023-01-05 04:51:27.713 CET
2023-01-05 04:51:40.733 CET;1010123005035052;25,6;2023-01-05 04:51:46.292 CET
2023-01-05 04:51:50.003 CET;1010123005035102;25,3;2023-01-05 04:51:55.563 CET
2023-01-05 04:51:59.473 CET;1010123005035111;25;2023-01-05 04:52:05.013 CET
2023-01-05 04:52:08.773 CET;1010123005035120;25,3;2023-01-05 04:52:14.282 CET
2023-01-05 04:52:18.003 CET;1010123005035130;25;2023-01-05 04:52:23.562 CET
2023-01-05 04:54:47.451 CET;1010123005035139;25,3;2023-01-05 04:54:53.030 CET
2023-01-05 04:54:55.582 CET;1010123005035148;24,8;2023-01-05 04:55:01.180 CET
2023-01-05 04:55:03.832 CET;1010123005035157;25;2023-01-05 04:55:09.492 CET
2023-01-05 04:55:20.332 CET;1010123005035216;25,6;2023-01-05 04:55:25.881 CET
2023-01-05 04:55:46.931 CET;1010123005035453;25,8;2023-01-05 04:55:52.451 CET
2023-01-05 04:56:05.552 CET;1010123005035517;25,6;2023-01-05 04:56:11.181 CET
2023-01-05 04:56:24.161 CET;1010123005035536;25,3;2023-01-05 04:56:29.730 CET
2023-01-05 04:56:42.832 CET;1010123005035554;25,6;2023-01-05 04:56:48.371 CET
2023-01-05 04:56:52.121 CET;1010123005035604;25,3;2023-01-05 04:56:57.640 CET
2023-01-05 04:57:01.540 CET;1010123005035613;25;2023-01-05 04:57:07.089 CET
2023-01-05 04:57:10.690 CET;1010123005035622;24,5;2023-01-05 04:57:16.279 CET
2023-01-05 05:02:53.197 CET;1010123005035641;24,8;2023-01-05 05:02:58.786 CET
2023-01-05 05:03:20.996 CET;1010123005040149;24,5;2023-01-05 05:03:26.536 CET
2023-01-05 05:03:30.266 CET;1010123005040242;25,3;2023-01-05 05:03:35.816 CET
2023-01-05 05:03:39.486 CET;1010123005040250;25;2023-01-05 05:03:45.016 CET
2023-01-05 05:03:48.746 CET;1010123005040301;25,3;2023-01-05 05:03:54.296 CET
2023-01-05 05:04:16.796 CET;1010123005040328;25,8;2023-01-05 05:04:22.293 CET
2023-01-05 05:04:44.573 CET;1010123005040356;26,1;2023-01-05 05:04:50.213 CET
2023-01-05 05:04:53.884 CET;1010123005040406;25,6;2023-01-05 05:04:59.493 CET
2023-01-05 05:05:12.464 CET;1010123005040424;25,3;2023-01-05 05:05:18.055 CET
2023-01-05 05:05:31.073 CET;1010123005040443;25,6;2023-01-05 05:05:36.683 CET
2023-01-05 05:05:40.424 CET;1010123005040452;25,3;2023-01-05 05:05:45.973 CET
2023-01-05 05:05:49.644 CET;1010123005040501;25;2023-01-05 05:05:55.173 CET
2023-01-05 05:05:58.924 CET;1010123005040511;25,3;2023-01-05 05:06:04.533 CET
2023-01-05 05:06:08.243 CET;1010123005040520;25,6;2023-01-05 05:06:13.812 CET
2023-01-05 05:06:17.394 CET;1010123005040529;26,1;2023-01-05 05:06:22.923 CET
2023-01-05 05:06:26.683 CET;1010123005040539;25,6;2023-01-05 05:06:32.302 CET
2023-01-05 05:06:36.072 CET;1010123005040548;25,8;2023-01-05 05:06:41.733 CET
2023-01-05 05:06:54.703 CET;1010123005040607;26,1;2023-01-05 05:07:00.221 CET
2023-01-05 05:07:04.013 CET;1010123005040616;25,8;2023-01-05 05:07:09.492 CET
2023-01-05 05:07:13.332 CET;1010123005040625;26,1;2023-01-05 05:07:18.931 CET
2023-01-05 05:07:31.881 CET;1010123005040644;25,6;2023-01-05 05:07:37.502 CET
2023-01-05 05:07:41.201 CET;1010123005040653;25,8;2023-01-05 05:07:46.772 CET
2023-01-05 05:07:50.532 CET;1010123005040702;25,6;2023-01-05 05:07:56.059 CET
2023-01-05 05:11:19.638 CET;1010123005040721;24,8;2023-01-05 05:11:25.177 CET
2023-01-05 05:11:34.088 CET;1010123005040730;24,5;2023-01-05 05:11:39.729 CET
2023-01-05 05:11:43.459 CET;1010123005040740;24,8;2023-01-05 05:11:49.038 CET
2023-01-05 05:11:53.048 CET;1010123005040749;24,5;2023-01-05 05:11:58.546 CET
2023-01-05 05:12:02.308 CET;1010123005040758;24,8;2023-01-05 05:12:07.907 CET
2023-01-05 05:12:11.657 CET;1010123005041112;25,3;2023-01-05 05:12:17.177 CET
2023-01-05 05:12:39.638 CET;1010123005041151;25,6;2023-01-05 05:12:45.177 CET
2023-01-05 05:13:26.296 CET;1010123005041238;25;2023-01-05 05:13:31.897 CET
2023-01-05 05:13:42.397 CET;1010123005041247;25,8;2023-01-05 05:13:47.877 CET
2023-01-05 05:13:51.736 CET;1010123005041256;25,6;2023-01-05 05:13:57.265 CET
2023-01-05 05:14:19.605 CET;1010123005041334;25,3;2023-01-05 05:14:25.095 CET
2023-01-05 05:14:54.275 CET;1010123005041400;25;2023-01-05 05:14:59.825 CET
2023-01-05 05:15:03.595 CET;1010123005041409;25,6;2023-01-05 05:15:09.174 CET
2023-01-05 05:15:31.125 CET;1010123005041444;25,3;2023-01-05 05:15:36.783 CET
2023-01-05 05:15:40.525 CET;1010123005041453;25,8;2023-01-05 05:15:46.065 CET
2023-01-05 05:15:49.734 CET;1010123005041502;25,6;2023-01-05 05:15:55.263 CET
2023-01-05 05:16:08.374 CET;1010123005041520;25,8;2023-01-05 05:16:13.983 CET
2023-01-05 05:16:17.713 CET;1010123005041530;26,1;2023-01-05 05:16:23.342 CET
2023-01-05 05:16:27.144 CET;1010123005041539;26,4;2023-01-05 05:16:32.792 CET
2023-01-05 05:16:36.334 CET;1010123005041548;26,1;2023-01-05 05:16:41.913 CET
2023-01-05 05:19:14.700 CET;1010123005041557;25,6;2023-01-05 05:19:20.290 CET
2023-01-05 05:19:59.650 CET;1010123005041616;25,3;2023-01-05 05:20:05.209 CET
2023-01-05 05:20:08.940 CET;1010123005041625;25,8;2023-01-05 05:20:14.559 CET
2023-01-05 05:20:18.039 CET;1010123005041906;25;2023-01-05 05:20:23.578 CET
2023-01-05 05:20:27.328 CET;1010123005041942;25,3;2023-01-05 05:20:32.937 CET
2023-01-05 05:20:36.668 CET;1010123005041950;25;2023-01-05 05:20:42.308 CET
2023-01-05 05:20:45.888 CET;1010123005041958;25,3;2023-01-05 05:20:51.506 CET
2023-01-05 05:21:22.848 CET;1010123005042035;25,6;2023-01-05 05:21:28.467 CET
2023-01-05 05:21:32.108 CET;1010123005042044;25,8;2023-01-05 05:21:37.746 CET
2023-01-05 05:21:41.338 CET;1010123005042054;25,6;2023-01-05 05:21:46.957 CET
2023-01-05 05:21:50.598 CET;1010123005042103;25,3;2023-01-05 05:21:56.226 CET
2023-01-05 05:21:59.846 CET;1010123005042112;25,8;2023-01-05 05:22:05.426 CET
2023-01-05 05:22:09.207 CET;1010123005042121;26,1;2023-01-05 05:22:14.716 CET
2023-01-05 05:22:18.617 CET;1010123005042130;25,6;2023-01-05 05:22:24.226 CET
2023-01-05 05:22:27.927 CET;1010123005042140;25,8;2023-01-05 05:22:33.436 CET
2023-01-05 05:22:46.476 CET;1010123005042158;25,6;2023-01-05 05:22:51.994 CET
2023-01-05 05:23:05.105 CET;1010123005042217;25,8;2023-01-05 05:23:10.704 CET
2023-01-05 05:23:14.424 CET;1010123005042226;25,6;2023-01-05 05:23:19.904 CET
2023-01-05 05:23:32.855 CET;1010123005042245;25,3;2023-01-05 05:23:38.456 CET
2023-01-05 05:23:51.575 CET;1010123005042303;25,6;2023-01-05 05:23:57.194 CET
2023-01-05 05:24:10.065 CET;1010123005042322;25,3;2023-01-05 05:24:15.585 CET
2023-01-05 05:24:28.605 CET;1010123005042340;25,6;2023-01-05 05:24:34.144 CET
2023-01-05 05:25:05.714 CET;1010123005042418;26,4;2023-01-05 05:25:11.364 CET
2023-01-05 05:25:14.884 CET;1010123005042427;26,1;2023-01-05 05:25:20.394 CET
2023-01-05 05:25:33.374 CET;1010123005042445;25,8;2023-01-05 05:25:39.032 CET
2023-01-05 05:26:01.553 CET;1010123005042513;25,6;2023-01-05 05:26:07.112 CET
2023-01-05 05:26:10.803 CET;1010123005042522;25,3;2023-01-05 05:26:16.392 CET
2023-01-05 05:26:38.773 CET;1010123005042550;25,6;2023-01-05 05:26:44.313 CET
2023-01-05 05:27:16.332 CET;1010123005042600;25;2023-01-05 05:27:21.933 CET
2023-01-05 05:27:33.153 CET;1010123005042618;25,3;2023-01-05 05:27:38.723 CET
2023-01-05 05:27:49.872 CET;1010123005042637;26,1;2023-01-05 05:27:55.440 CET
2023-01-05 05:27:58.312 CET;1010123005042646;25,3;2023-01-05 05:28:03.842 CET
2023-01-05 05:28:06.901 CET;1010123005042655;26,4;2023-01-05 05:28:12.470 CET
2023-01-05 05:28:15.782 CET;1010123005042705;26,1;2023-01-05 05:28:21.430 CET
2023-01-05 05:28:24.752 CET;1010123005042714;26,9;2023-01-05 05:28:30.321 CET
2023-01-05 05:28:33.221 CET;1010123005042745;26,4;2023-01-05 05:28:38.802 CET
2023-01-05 05:28:42.211 CET;1010123005042754;25,8;2023-01-05 05:28:47.831 CET
2023-01-05 05:29:10.240 CET;1010123005042813;25,6;2023-01-05 05:29:15.829 CET
2023-01-05 05:29:19.571 CET;1010123005042822;25,8;2023-01-05 05:29:25.111 CET
2023-01-05 05:29:28.831 CET;1010123005042831;25,6;2023-01-05 05:29:34.401 CET
2023-01-05 05:29:38.121 CET;1010123005042841;25,3;2023-01-05 05:29:43.680 CET
2023-01-05 05:29:56.710 CET;1010123005042909;25;2023-01-05 05:30:02.319 CET
2023-01-05 05:30:05.970 CET;1010123005042918;25,3;2023-01-05 05:30:11.509 CET
2023-01-05 05:30:24.479 CET;1010123005042936;25;2023-01-05 05:30:29.997 CET
2023-01-05 05:30:33.709 CET;1010123005042946;25,6;2023-01-05 05:30:39.279 CET
2023-01-05 05:30:42.989 CET;1010123005042955;25,3;2023-01-05 05:30:48.559 CET
2023-01-05 05:30:52.358 CET;1010123005043004;25,6;2023-01-05 05:30:58.009 CET
2023-01-05 05:32:54.796 CET;1010123005043023;26,1;2023-01-05 05:33:00.305 CET
2023-01-05 05:33:04.137 CET;1010123005043032;25,6;2023-01-05 05:33:09.756 CET
2023-01-05 05:33:22.766 CET;1010123005043237;25,8;2023-01-05 05:33:28.405 CET
2023-01-05 05:33:32.095 CET;1010123005043245;25,6;2023-01-05 05:33:37.674 CET
2023-01-05 05:33:50.726 CET;1010123005043302;25,8;2023-01-05 05:33:56.305 CET
2023-01-05 05:33:59.994 CET;1010123005043312;25,6;2023-01-05 05:34:05.594 CET
2023-01-05 05:35:06.844 CET;1010123005043330;25,3;2023-01-05 05:35:12.493 CET
2023-01-05 05:35:16.323 CET;1010123005043340;25,6;2023-01-05 05:35:21.834 CET
2023-01-05 05:35:25.463 CET;1010123005043349;25;2023-01-05 05:35:31.043 CET
