time;TraceabilityCode;PressForceValueRR;time.value
2023-01-04 14:46:00.937 CET;1010223004134159;32;2023-01-04 14:46:28.025 CET
2023-01-04 14:46:34.315 CET;1010123004134206;32,2;2023-01-04 14:46:38.734 CET
2023-01-04 14:50:46.319 CET;1010123004134220;32,5;2023-01-04 14:50:50.740 CET
2023-01-04 14:50:53.740 CET;1010123004134227;32,2;2023-01-04 14:50:58.229 CET
2023-01-04 14:51:08.240 CET;1010123004134352;31,7;2023-01-04 14:51:12.698 CET
2023-01-04 14:51:15.779 CET;1010123004134530;32;2023-01-04 14:51:20.219 CET
2023-01-04 14:55:26.888 CET;1010123004134807;32,8;2023-01-04 14:55:31.358 CET
2023-01-04 14:55:34.219 CET;1010123004134815;33;2023-01-04 14:55:38.638 CET
2023-01-04 14:55:41.509 CET;1010123004135113;32,5;2023-01-04 14:55:45.987 CET
2023-01-04 14:55:56.128 CET;1010123004135232;32,8;2023-01-04 14:56:00.548 CET
2023-01-04 14:56:03.388 CET;1010123004135239;32;2023-01-04 14:56:07.838 CET
2023-01-04 14:56:10.709 CET;1010123004135307;32,5;2023-01-04 14:56:15.279 CET
2023-01-04 14:56:18.088 CET;1010123004135538;32,8;2023-01-04 14:56:22.566 CET
2023-01-04 14:56:25.417 CET;1010123004135545;32,5;2023-01-04 14:56:29.917 CET
2023-01-04 14:56:32.667 CET;1010123004135552;31,7;2023-01-04 14:56:37.127 CET
2023-01-04 14:56:47.308 CET;1010123004135607;31,4;2023-01-04 14:56:51.756 CET
2023-01-04 14:57:02.167 CET;1010123004135622;30,9;2023-01-04 14:57:06.638 CET
2023-01-04 14:57:09.657 CET;1010123004135629;31,4;2023-01-04 14:57:14.076 CET
2023-01-04 14:57:16.957 CET;1010123004135637;32,2;2023-01-04 14:57:21.437 CET
2023-01-04 14:57:24.306 CET;1010123004135644;32;2023-01-04 14:57:28.786 CET
2023-01-04 14:57:31.627 CET;1010123004135651;32,5;2023-01-04 14:57:36.076 CET
2023-01-04 14:57:38.986 CET;1010123004135659;32,2;2023-01-04 14:57:43.437 CET
2023-01-04 14:57:53.836 CET;1010123004135714;32,5;2023-01-04 14:57:58.316 CET
2023-01-04 14:58:01.197 CET;1010123004135721;33;2023-01-04 14:58:05.677 CET
2023-01-04 14:58:08.506 CET;1010123004135729;32,5;2023-01-04 14:58:12.957 CET
2023-01-04 14:58:15.846 CET;1010123004135736;32,2;2023-01-04 14:58:20.315 CET
2023-01-04 14:58:23.286 CET;1010123004135743;32;2023-01-04 14:58:27.756 CET
2023-01-04 14:58:30.855 CET;1010123004135750;32,2;2023-01-04 14:58:35.355 CET
2023-01-04 14:58:38.236 CET;1010123004135758;32,8;2023-01-04 14:58:42.724 CET
2023-01-04 14:58:45.595 CET;1010123004135805;32,2;2023-01-04 14:58:50.075 CET
2023-01-04 14:59:00.266 CET;1010123004135820;32;2023-01-04 14:59:04.796 CET
2023-01-04 14:59:07.696 CET;1010123004135828;32,8;2023-01-04 14:59:12.244 CET
2023-01-04 14:59:15.065 CET;1010123004135835;32,2;2023-01-04 14:59:19.595 CET
2023-01-04 14:59:22.345 CET;1010123004135842;32;2023-01-04 14:59:26.803 CET
2023-01-04 14:59:29.644 CET;1010123004135850;32,2;2023-01-04 14:59:34.174 CET
2023-01-04 14:59:44.375 CET;1010123004135904;32,5;2023-01-04 14:59:48.882 CET
2023-01-04 14:59:51.713 CET;1010123004135912;33;2023-01-04 14:59:56.243 CET
2023-01-04 14:59:59.164 CET;1010123004135919;31,7;2023-01-04 15:00:03.612 CET
2023-01-04 15:00:06.503 CET;1010123004135926;32,5;2023-01-04 15:00:11.052 CET
2023-01-04 15:00:21.193 CET;1010123004135941;32,8;2023-01-04 15:00:25.683 CET
2023-01-04 15:00:28.573 CET;1010123004135948;33;2023-01-04 15:00:33.122 CET
2023-01-04 15:00:35.933 CET;1010123004135956;32,8;2023-01-04 15:00:40.403 CET
2023-01-04 15:00:50.602 CET;1010123004140011;32,2;2023-01-04 15:00:55.052 CET
2023-01-04 15:01:05.312 CET;1010123004140025;32,5;2023-01-04 15:01:09.763 CET
2023-01-04 15:01:12.653 CET;1010123004140033;32,8;2023-01-04 15:01:17.112 CET
2023-01-04 15:01:19.983 CET;1010123004140040;32;2023-01-04 15:01:24.401 CET
2023-01-04 15:01:27.332 CET;1010123004140047;32,2;2023-01-04 15:01:31.762 CET
2023-01-04 15:01:34.562 CET;1010123004140055;32,5;2023-01-04 15:01:39.042 CET
2023-01-04 15:02:33.832 CET;1010123004140200;32,8;2023-01-04 15:02:38.321 CET
2023-01-04 15:03:05.881 CET;1010123004140207;32,5;2023-01-04 15:03:10.331 CET
2023-01-04 15:03:13.250 CET;1010123004140214;32,8;2023-01-04 15:03:17.750 CET
2023-01-04 15:03:20.571 CET;1010123004140221;31,7;2023-01-04 15:03:25.010 CET
2023-01-04 15:03:28.220 CET;1010123004140228;32,8;2023-01-04 15:03:32.661 CET
2023-01-04 15:05:46.489 CET;1010123004140242;32,5;2023-01-04 15:05:50.937 CET
2023-01-04 15:06:11.378 CET;1010123004140311;31,7;2023-01-04 15:06:15.818 CET
2023-01-04 15:06:33.709 CET;1010123004140354;32;2023-01-04 15:06:38.168 CET
2023-01-04 15:06:41.128 CET;1010123004140401;32,2;2023-01-04 15:06:45.618 CET
2023-01-04 15:08:12.907 CET;1010123004140642;32;2023-01-04 15:08:19.986 CET
2023-01-04 15:08:35.357 CET;1010123004140746;32,2;2023-01-04 15:08:39.826 CET
2023-01-04 15:08:43.336 CET;1010123004140754;32,5;2023-01-04 15:08:47.786 CET
2023-01-04 15:08:58.526 CET;1010123004140808;33;2023-01-04 15:09:03.045 CET
2023-01-04 15:09:05.915 CET;1010123004140814;32,2;2023-01-04 15:09:10.335 CET
2023-01-04 15:09:13.186 CET;1010123004140822;32,5;2023-01-04 15:09:17.605 CET
2023-01-04 15:09:20.525 CET;1010123004140828;32,2;2023-01-04 15:09:24.954 CET
2023-01-04 15:09:27.755 CET;1010123004140836;32,5;2023-01-04 15:09:32.223 CET
2023-01-04 15:09:42.944 CET;1010123004140901;32,8;2023-01-04 15:09:47.463 CET
2023-01-04 15:09:50.255 CET;1010123004140909;32,5;2023-01-04 15:09:54.723 CET
2023-01-04 15:09:57.625 CET;1010123004140916;32,2;2023-01-04 15:10:02.164 CET
2023-01-04 15:10:12.265 CET;1010123004140932;32;2023-01-04 15:10:16.713 CET
2023-01-04 15:10:26.884 CET;1010123004140947;31,7;2023-01-04 15:10:31.374 CET
2023-01-04 15:10:34.213 CET;1010123004140954;31,4;2023-01-04 15:10:38.642 CET
2023-01-04 15:10:42.053 CET;1010123004141001;32;2023-01-04 15:10:46.563 CET
2023-01-04 15:10:49.414 CET;1010123004141009;31,7;2023-01-04 15:10:53.934 CET
2023-01-04 15:11:10.483 CET;1010123004141023;32,5;2023-01-04 15:11:14.973 CET
2023-01-04 15:11:17.993 CET;1010123004141031;31,2;2023-01-04 15:11:22.411 CET
2023-01-04 15:11:25.463 CET;1010123004141038;32,2;2023-01-04 15:11:29.931 CET
2023-01-04 15:11:32.812 CET;1010123004141055;32,8;2023-01-04 15:11:37.292 CET
2023-01-04 15:11:40.243 CET;1010123004141102;31,7;2023-01-04 15:11:44.653 CET
2023-01-04 15:11:47.663 CET;1010123004141109;32,5;2023-01-04 15:11:52.183 CET
2023-01-04 15:12:04.713 CET;1010123004141116;32,2;2023-01-04 15:12:09.193 CET
2023-01-04 15:12:12.253 CET;1010123004141123;32,5;2023-01-04 15:12:16.822 CET
2023-01-04 15:12:27.022 CET;1010123004141138;31,4;2023-01-04 15:12:31.530 CET
2023-01-04 15:12:34.552 CET;1010123004141145;31,7;2023-01-04 15:12:38.940 CET
2023-01-04 15:12:41.842 CET;1010123004141202;31,4;2023-01-04 15:12:46.312 CET
2023-01-04 15:12:49.270 CET;1010123004141209;31,2;2023-01-04 15:12:53.801 CET
2023-01-04 15:12:56.661 CET;1010123004141217;31,7;2023-01-04 15:13:01.121 CET
2023-01-04 15:13:04.131 CET;1010123004141224;31,2;2023-01-04 15:13:08.561 CET
2023-01-04 15:13:11.500 CET;1010123004141232;32;2023-01-04 15:13:15.911 CET
2023-01-04 15:13:18.930 CET;1010123004141239;31,7;2023-01-04 15:13:23.341 CET
2023-01-04 15:13:26.290 CET;1010123004141247;32;2023-01-04 15:13:30.740 CET
2023-01-04 15:13:41.111 CET;1010123004141301;32,5;2023-01-04 15:13:45.621 CET
2023-01-04 15:14:10.509 CET;1010123004141331;32,2;2023-01-04 15:14:14.970 CET
2023-01-04 15:14:18.069 CET;1010123004141338;33;2023-01-04 15:14:22.489 CET
2023-01-04 15:14:25.359 CET;1010123004141346;32,5;2023-01-04 15:14:29.868 CET
2023-01-04 15:14:32.690 CET;1010123004141353;32,2;2023-01-04 15:14:37.138 CET
2023-01-04 15:14:47.549 CET;1010123004141408;32,5;2023-01-04 15:14:51.997 CET
2023-01-04 15:15:02.178 CET;1010123004141423;32,2;2023-01-04 15:15:06.707 CET
2023-01-04 15:15:09.638 CET;1010123004141430;31,7;2023-01-04 15:15:14.098 CET
2023-01-04 15:15:17.049 CET;1010123004141437;32,2;2023-01-04 15:15:21.618 CET
2023-01-04 15:15:39.198 CET;1010123004141500;31,2;2023-01-04 15:15:43.697 CET
2023-01-04 15:15:46.608 CET;1010123004141507;32;2023-01-04 15:15:51.028 CET
2023-01-04 15:15:53.997 CET;1010123004141514;32,2;2023-01-04 15:15:58.388 CET
2023-01-04 15:16:01.378 CET;1010123004141522;31,7;2023-01-04 15:16:05.927 CET
2023-01-04 15:16:08.888 CET;1010123004141529;32,5;2023-01-04 15:16:13.467 CET
2023-01-04 15:16:16.227 CET;1010123004141536;32,2;2023-01-04 15:16:20.667 CET
2023-01-04 15:16:23.607 CET;1010123004141544;32,8;2023-01-04 15:16:28.096 CET
2023-01-04 15:16:30.957 CET;1010123004141551;32,2;2023-01-04 15:16:35.437 CET
2023-01-04 15:16:38.427 CET;1010123004141559;32,5;2023-01-04 15:16:42.867 CET
2023-01-04 15:16:53.127 CET;1010123004141614;32,8;2023-01-04 15:16:57.707 CET
2023-01-04 15:17:00.526 CET;1010123004141621;32,5;2023-01-04 15:18:36.454 CET
2023-01-04 15:18:50.974 CET;1010123004141628;32,8;2023-01-04 15:18:55.463 CET
2023-01-04 15:18:58.904 CET;1010123004141636;32,5;2023-01-04 15:19:03.375 CET
2023-01-04 15:19:14.164 CET;1010123004141650;32,2;2023-01-04 15:19:18.573 CET
2023-01-04 15:19:21.414 CET;1010123004141658;32,5;2023-01-04 15:19:25.953 CET
2023-01-04 15:19:28.793 CET;1010123004141705;31,7;2023-01-04 15:19:33.283 CET
2023-01-04 15:19:35.963 CET;1010123004141713;32,2;2023-01-04 15:19:40.463 CET
2023-01-04 15:19:58.473 CET;1010123004141918;32;2023-01-04 15:20:02.983 CET
2023-01-04 15:20:13.132 CET;1010123004141932;32,2;2023-01-04 15:20:17.622 CET
2023-01-04 15:20:40.132 CET;1010123004142008;32,5;2023-01-04 15:20:44.572 CET
2023-01-04 15:20:47.503 CET;1010123004142015;32,8;2023-01-04 15:20:52.000 CET
2023-01-04 15:21:01.391 CET;1010123004142029;32;2023-01-04 15:21:05.861 CET
2023-01-04 15:21:08.732 CET;1010123004142036;32,5;2023-01-04 15:21:13.312 CET
2023-01-04 15:21:22.451 CET;1010123004142050;32;2023-01-04 15:21:26.971 CET
2023-01-04 15:21:29.861 CET;1010123004142057;32,5;2023-01-04 15:21:34.361 CET
2023-01-04 15:21:43.562 CET;1010123004142111;32;2023-01-04 15:21:48.082 CET
2023-01-04 15:21:50.980 CET;1010123004142118;31,7;2023-01-04 15:21:55.540 CET
2023-01-04 15:22:04.651 CET;1010123004142133;31,2;2023-01-04 15:22:09.119 CET
2023-01-04 15:22:12.131 CET;1010123004142140;31,4;2023-01-04 15:22:16.660 CET
2023-01-04 15:22:25.911 CET;1010123004142154;32,2;2023-01-04 15:22:30.321 CET
2023-01-04 15:23:30.109 CET;1010123004142201;32;2023-01-04 15:23:34.650 CET
2023-01-04 15:23:37.519 CET;1010123004142215;31,7;2023-01-04 15:23:41.948 CET
2023-01-04 15:23:52.319 CET;1010123004142250;32;2023-01-04 15:23:56.818 CET
2023-01-04 15:24:00.019 CET;1010123004142257;32,2;2023-01-04 15:24:04.588 CET
2023-01-04 15:24:35.059 CET;1010123004142402;32;2023-01-04 15:24:39.469 CET
2023-01-04 15:24:50.388 CET;1010123004142416;32,5;2023-01-04 15:24:54.819 CET
2023-01-04 15:25:05.178 CET;1010123004142431;32;2023-01-04 15:25:09.618 CET
2023-01-04 15:25:12.618 CET;1010123004142438;32,2;2023-01-04 15:25:17.148 CET
2023-01-04 15:25:20.017 CET;1010123004142445;32,5;2023-01-04 15:25:24.497 CET
2023-01-04 15:25:27.407 CET;1010123004142452;32;2023-01-04 15:25:31.846 CET
2023-01-04 15:25:42.207 CET;1010123004142506;31,4;2023-01-04 15:25:46.677 CET
2023-01-04 15:25:57.177 CET;1010123004142520;32;2023-01-04 15:26:01.717 CET
2023-01-04 15:26:11.976 CET;1010123004142534;31,7;2023-01-04 15:26:16.407 CET
2023-01-04 15:26:19.358 CET;1010123004142541;31,4;2023-01-04 15:26:23.826 CET
2023-01-04 15:26:26.798 CET;1010123004142548;32,5;2023-01-04 15:26:31.246 CET
2023-01-04 15:26:34.237 CET;1010123004142555;32;2023-01-04 15:26:38.746 CET
2023-01-04 15:26:41.648 CET;1010123004142602;31,4;2023-01-04 15:26:46.096 CET
2023-01-04 15:26:49.016 CET;1010123004142609;32,2;2023-01-04 15:26:53.546 CET
2023-01-04 15:27:03.967 CET;1010123004142624;32,5;2023-01-04 15:27:08.486 CET
2023-01-04 15:27:11.387 CET;1010123004142632;32,8;2023-01-04 15:27:15.835 CET
2023-01-04 15:27:18.627 CET;1010123004142639;31,7;2023-01-04 15:27:23.155 CET
2023-01-04 15:27:26.026 CET;1010123004142646;32,2;2023-01-04 15:27:30.496 CET
2023-01-04 15:27:33.427 CET;1010123004142654;32,5;2023-01-04 15:27:37.867 CET
2023-01-04 15:27:40.736 CET;1010123004142701;31,7;2023-01-04 15:27:45.226 CET
2023-01-04 15:27:55.696 CET;1010123004142716;32;2023-01-04 15:28:00.154 CET
2023-01-04 15:28:03.046 CET;1010123004142723;31,4;2023-01-04 15:28:07.446 CET
2023-01-04 15:28:17.766 CET;1010123004142738;32,2;2023-01-04 15:28:22.265 CET
2023-01-04 15:28:32.496 CET;1010123004142753;32,5;2023-01-04 15:28:36.984 CET
2023-01-04 15:28:39.786 CET;1010123004142800;31,4;2023-01-04 15:28:44.234 CET
2023-01-04 15:28:47.196 CET;1010123004142808;31,7;2023-01-04 15:28:51.625 CET
2023-01-04 15:28:54.714 CET;1010123004142815;32;2023-01-04 15:28:59.144 CET
2023-01-04 15:29:02.154 CET;1010123004142823;32,5;2023-01-04 15:29:06.595 CET
2023-01-04 15:29:09.484 CET;1010123004142830;32,2;2023-01-04 15:29:13.954 CET
2023-01-04 15:29:16.865 CET;1010123004142837;32,8;2023-01-04 15:29:21.392 CET
2023-01-04 15:29:24.203 CET;1010123004142845;32;2023-01-04 15:29:28.663 CET
2023-01-04 15:29:31.624 CET;1010123004142852;32,5;2023-01-04 15:29:36.153 CET
2023-01-04 15:29:46.354 CET;1010123004142907;32,2;2023-01-04 15:29:50.823 CET
2023-01-04 15:29:53.713 CET;1010123004142914;32,5;2023-01-04 15:29:58.183 CET
2023-01-04 15:30:01.144 CET;1010123004142921;32;2023-01-04 15:30:05.533 CET
2023-01-04 15:30:08.434 CET;1010123004142929;31,7;2023-01-04 15:30:12.892 CET
2023-01-04 15:30:15.914 CET;1010123004142936;32,2;2023-01-04 15:30:20.411 CET
2023-01-04 15:30:23.312 CET;1010123004142944;30,9;2023-01-04 15:30:27.752 CET
2023-01-04 15:30:30.763 CET;1010123004142951;31,2;2023-01-04 15:30:35.191 CET
2023-01-04 15:30:38.193 CET;1010123004142959;31,4;2023-01-04 15:30:42.671 CET
2023-01-04 15:30:45.612 CET;1010123004143006;32,5;2023-01-04 15:30:50.112 CET
2023-01-04 15:30:52.943 CET;1010123004143013;32;2023-01-04 15:30:57.381 CET
2023-01-04 15:31:00.362 CET;1010123004143021;32,5;2023-01-04 15:31:04.822 CET
2023-01-04 15:31:07.743 CET;1010123004143028;31,7;2023-01-04 15:31:12.171 CET
2023-01-04 15:31:15.193 CET;1010123004143035;32,2;2023-01-04 15:31:19.601 CET
2023-01-04 15:31:22.451 CET;1010123004143043;32,5;2023-01-04 15:31:26.961 CET
2023-01-04 15:31:37.191 CET;1010123004143058;31,7;2023-01-04 15:31:41.631 CET
2023-01-04 15:31:44.681 CET;1010123004143105;32,2;2023-01-04 15:31:49.151 CET
2023-01-04 15:31:52.101 CET;1010123004143113;32,8;2023-01-04 15:31:56.582 CET
2023-01-04 15:31:59.461 CET;1010123004143120;31,7;2023-01-04 15:32:03.921 CET
2023-01-04 15:32:06.911 CET;1010123004143127;32;2023-01-04 15:32:11.292 CET
2023-01-04 15:32:14.332 CET;1010123004143135;31,7;2023-01-04 15:32:18.762 CET
2023-01-04 15:32:29.200 CET;1010123004143149;32;2023-01-04 15:32:33.710 CET
2023-01-04 15:32:36.540 CET;1010123004143157;32,2;2023-01-04 15:32:40.990 CET
2023-01-04 15:32:43.990 CET;1010123004143204;32,5;2023-01-04 15:32:48.510 CET
2023-01-04 15:47:36.776 CET;1010123004143212;31,2;2023-01-04 15:47:42.585 CET
2023-01-04 15:47:44.696 CET;1010123004143227;31,4;2023-01-04 15:47:49.134 CET
2023-01-04 15:47:59.734 CET;1010123004143234;31,7;2023-01-04 15:48:04.164 CET
2023-01-04 15:48:20.785 CET;1010123004144556;31,4;2023-01-04 15:48:25.323 CET
2023-01-04 15:48:28.154 CET;1010123004144604;31,7;2023-01-04 15:48:32.605 CET
2023-01-04 15:49:50.213 CET;1010123004144802;31,4;2023-01-04 15:49:54.701 CET
2023-01-04 15:50:05.062 CET;1010123004144825;32;2023-01-04 15:50:09.463 CET
2023-01-04 15:50:12.503 CET;1010123004144839;31,4;2023-01-04 15:50:16.892 CET
2023-01-04 15:50:19.842 CET;1010123004144847;32,2;2023-01-04 15:50:24.262 CET
2023-01-04 15:50:27.111 CET;1010123004144948;31,4;2023-01-04 15:50:31.561 CET
2023-01-04 15:50:34.482 CET;1010123004144955;31,2;2023-01-04 15:50:38.992 CET
2023-01-04 15:50:49.391 CET;1010123004145010;30,9;2023-01-04 15:50:53.782 CET
2023-01-04 15:50:56.792 CET;1010123004145017;31,4;2023-01-04 15:51:01.211 CET
2023-01-04 15:51:11.601 CET;1010123004145032;31,2;2023-01-04 15:51:16.121 CET
2023-01-04 15:51:19.052 CET;1010123004145039;31,4;2023-01-04 15:51:23.480 CET
2023-01-04 15:51:26.301 CET;1010123004145047;31,2;2023-01-04 15:51:30.839 CET
2023-01-04 15:51:41.190 CET;1010123004145101;31,4;2023-01-04 15:51:45.609 CET
2023-01-04 15:51:55.901 CET;1010123004145116;32;2023-01-04 15:52:00.450 CET
2023-01-04 15:52:03.341 CET;1010123004145124;32,8;2023-01-04 15:52:07.809 CET
2023-01-04 15:52:10.720 CET;1010123004145131;33;2023-01-04 15:52:15.170 CET
2023-01-04 15:52:18.040 CET;1010123004145139;32,5;2023-01-04 15:52:22.578 CET
2023-01-04 15:52:25.420 CET;1010123004145146;32,2;2023-01-04 15:52:29.858 CET
2023-01-04 15:52:47.549 CET;1010123004145208;32;2023-01-04 15:52:52.049 CET
2023-01-04 15:52:55.148 CET;1010123004145215;31,7;2023-01-04 15:52:59.648 CET
2023-01-04 15:53:09.838 CET;1010123004145230;32;2023-01-04 15:53:14.259 CET
2023-01-04 15:53:17.249 CET;1010123004145238;31,4;2023-01-04 15:53:21.688 CET
2023-01-04 15:53:24.578 CET;1010123004145245;31,2;2023-01-04 15:53:28.979 CET
2023-01-04 15:53:32.098 CET;1010123004145252;31,4;2023-01-04 15:53:36.598 CET
2023-01-04 15:53:39.479 CET;1010123004145300;31,7;2023-01-04 15:53:43.969 CET
2023-01-04 15:53:47.069 CET;1010123004145307;31,2;2023-01-04 15:53:51.486 CET
2023-01-04 15:53:54.398 CET;1010123004145315;32;2023-01-04 15:53:58.917 CET
2023-01-04 15:54:01.818 CET;1010123004145322;31,7;2023-01-04 15:54:06.286 CET
2023-01-04 15:54:09.227 CET;1010123004145329;31,4;2023-01-04 15:54:13.717 CET
2023-01-04 15:54:16.638 CET;1010123004145337;32,2;2023-01-04 15:54:21.058 CET
2023-01-04 15:54:24.148 CET;1010123004145344;32,5;2023-01-04 15:54:28.598 CET
2023-01-04 15:54:38.967 CET;1010123004145359;33;2023-01-04 15:54:43.407 CET
2023-01-04 15:54:46.247 CET;1010123004145407;32,8;2023-01-04 15:54:50.766 CET
2023-01-04 15:54:53.786 CET;1010123004145414;32,2;2023-01-04 15:54:58.276 CET
2023-01-04 15:55:01.167 CET;1010123004145421;31,7;2023-01-04 15:55:05.726 CET
2023-01-04 15:55:30.826 CET;1010123004145451;32;2023-01-04 15:55:35.335 CET
2023-01-04 15:55:45.607 CET;1010123004145506;31,7;2023-01-04 15:55:50.035 CET
2023-01-04 15:56:00.494 CET;1010123004145521;31,2;2023-01-04 15:56:04.974 CET
2023-01-04 15:56:07.904 CET;1010123004145528;31,4;2023-01-04 15:56:12.375 CET
2023-01-04 15:56:22.765 CET;1010123004145543;32,5;2023-01-04 15:56:27.323 CET
2023-01-04 15:56:30.154 CET;1010123004145550;32;2023-01-04 15:56:34.605 CET
2023-01-04 15:56:37.615 CET;1010123004145558;32,5;2023-01-04 15:56:42.124 CET
2023-01-04 15:56:52.375 CET;1010123004145613;32,2;2023-01-04 15:56:56.813 CET
2023-01-04 15:56:59.785 CET;1010123004145620;32,5;2023-01-04 15:57:04.283 CET
2023-01-04 15:57:07.015 CET;1010123004145627;32,8;2023-01-04 15:57:11.563 CET
2023-01-04 15:57:14.384 CET;1010123004145635;32,2;2023-01-04 15:57:18.924 CET
2023-01-04 15:57:29.194 CET;1010123004145650;32,5;2023-01-04 15:57:33.693 CET
2023-01-04 15:57:36.614 CET;1010123004145657;32,2;2023-01-04 15:57:41.072 CET
2023-01-04 15:57:44.144 CET;1010123004145705;31,4;2023-01-04 15:57:48.612 CET
2023-01-04 15:58:13.743 CET;1010123004145734;31,7;2023-01-04 15:58:18.173 CET
2023-01-04 15:58:21.082 CET;1010123004145741;31,4;2023-01-04 15:58:25.542 CET
2023-01-04 15:58:28.572 CET;1010123004145749;32,2;2023-01-04 15:58:33.012 CET
2023-01-04 15:58:35.923 CET;1010123004145756;32;2023-01-04 15:58:40.381 CET
2023-01-04 15:58:43.392 CET;1010123004145804;31,4;2023-01-04 15:58:47.891 CET
2023-01-04 15:58:50.782 CET;1010123004145811;32,5;2023-01-04 15:58:55.253 CET
2023-01-04 15:58:58.243 CET;1010123004145819;32,8;2023-01-04 15:59:02.773 CET
2023-01-04 15:59:05.683 CET;1010123004145826;32,2;2023-01-04 15:59:10.121 CET
2023-01-04 15:59:13.032 CET;1010123004145833;32,5;2023-01-04 15:59:17.542 CET
2023-01-04 15:59:20.522 CET;1010123004145841;32,2;2023-01-04 15:59:24.901 CET
2023-01-04 15:59:27.901 CET;1010123004145848;32;2023-01-04 15:59:32.460 CET
2023-01-04 15:59:35.401 CET;1010123004145856;32,2;2023-01-04 15:59:39.871 CET
2023-01-04 15:59:57.591 CET;1010123004145918;31,4;2023-01-04 16:00:02.111 CET
2023-01-04 16:00:05.040 CET;1010123004145925;32;2023-01-04 16:00:09.460 CET
2023-01-04 16:00:12.450 CET;1010123004145933;31,7;2023-01-04 16:00:16.901 CET
2023-01-04 16:00:19.871 CET;1010123004145940;31,2;2023-01-04 16:00:24.371 CET
2023-01-04 16:00:27.270 CET;1010123004145948;32;2023-01-04 16:00:31.730 CET
2023-01-04 16:00:34.680 CET;1010123004145955;31,7;2023-01-04 16:00:39.091 CET
2023-01-04 16:00:57.349 CET;1010123004150025;32;2023-01-04 16:01:01.779 CET
2023-01-04 16:01:04.769 CET;1010123004150032;32,5;2023-01-04 16:01:09.299 CET
2023-01-04 16:01:20.130 CET;1010123004150046;32,2;2023-01-04 16:01:24.688 CET
2023-01-04 16:01:27.569 CET;1010123004150053;32,5;2023-01-04 16:01:31.969 CET
2023-01-04 16:04:53.516 CET;1010123004150122;32,8;2023-01-04 16:04:58.066 CET
2023-01-04 16:05:01.326 CET;1010123004150136;32,5;2023-01-04 16:05:05.907 CET
2023-01-04 16:05:08.726 CET;1010123004150143;32;2023-01-04 16:05:13.256 CET
2023-01-04 16:06:16.135 CET;1010123004150157;32,2;2023-01-04 16:06:20.585 CET
2023-01-04 16:06:23.966 CET;1010123004150212;32;2023-01-04 16:09:19.691 CET
2023-01-04 16:09:35.121 CET;1010123004150450;31,7;2023-01-04 16:09:39.592 CET
2023-01-04 16:09:43.002 CET;1010123004150509;31,4;2023-01-04 16:09:47.500 CET
2023-01-04 16:14:47.677 CET;1010123004150909;31,7;2023-01-04 16:14:52.155 CET
2023-01-04 16:14:55.486 CET;1010123004150917;30,9;2023-01-04 16:15:00.065 CET
2023-01-04 16:15:02.895 CET;1010123004150924;31,2;2023-01-04 16:15:07.335 CET
2023-01-04 16:15:17.496 CET;1010123004151154;31,4;2023-01-04 16:15:21.865 CET
2023-01-04 16:15:24.756 CET;1010123004151435;32;2023-01-04 16:15:29.246 CET
2023-01-04 16:15:39.415 CET;1010123004151458;32,2;2023-01-04 16:15:43.895 CET
2023-01-04 16:15:46.686 CET;1010123004151506;31,7;2023-01-04 16:15:51.154 CET
2023-01-04 16:15:54.214 CET;1010123004151513;31,4;2023-01-04 16:15:58.734 CET
2023-01-04 16:16:01.654 CET;1010123004151521;32,8;2023-01-04 16:16:06.154 CET
2023-01-04 16:16:09.015 CET;1010123004151529;31,4;2023-01-04 16:16:13.493 CET
2023-01-04 16:16:16.474 CET;1010123004151536;31,7;2023-01-04 16:16:20.923 CET
2023-01-04 16:16:23.924 CET;1010123004151543;31,4;2023-01-04 16:16:28.342 CET
2023-01-04 16:16:46.334 CET;1010123004151606;30,6;2023-01-04 16:16:50.773 CET
2023-01-04 16:16:53.963 CET;1010123004151613;30,9;2023-01-04 16:16:58.533 CET
2023-01-04 16:17:08.934 CET;1010123004151628;30,6;2023-01-04 16:17:13.332 CET
2023-01-04 16:17:16.263 CET;1010123004151636;30,9;2023-01-04 16:17:20.743 CET
2023-01-04 16:17:23.842 CET;1010123004151643;31,4;2023-01-04 16:17:28.392 CET
2023-01-04 16:17:31.213 CET;1010123004151651;31,7;2023-01-04 16:17:35.743 CET
2023-01-04 16:17:38.483 CET;1010123004151658;32,2;2023-01-04 16:17:43.003 CET
2023-01-04 16:17:45.763 CET;1010123004151706;32;2023-01-04 16:17:50.272 CET
2023-01-04 16:17:53.132 CET;1010123004151713;32,2;2023-01-04 16:17:57.673 CET
2023-01-04 16:18:00.542 CET;1010123004151721;32;2023-01-04 16:18:05.102 CET
2023-01-04 16:18:08.122 CET;1010123004151728;32,5;2023-01-04 16:18:12.612 CET
2023-01-04 16:18:15.523 CET;1010123004151735;32;2023-01-04 16:18:19.953 CET
2023-01-04 16:18:30.471 CET;1010123004151750;32,2;2023-01-04 16:18:34.930 CET
2023-01-04 16:18:37.901 CET;1010123004151757;32,8;2023-01-04 16:18:42.381 CET
2023-01-04 16:18:45.211 CET;1010123004151805;32,5;2023-01-04 16:18:49.651 CET
2023-01-04 16:18:59.762 CET;1010123004151820;31,4;2023-01-04 16:19:04.180 CET
2023-01-04 16:19:07.111 CET;1010123004151827;32;2023-01-04 16:19:11.581 CET
