time;TraceabilityCode;CushionPumpMaxPower3;time.value
2023-01-04 14:46:53.325 CET;1010123004134352;50,1;2023-01-04 14:47:00.904 CET
2023-01-04 14:51:05.460 CET;1010123004134547;52,8;2023-01-04 14:51:05.549 CET
2023-01-04 14:52:17.010 CET;1010123004134626;48,9;2023-01-04 14:52:17.299 CET
2023-01-04 14:52:24.341 CET;1010123004134807;52,8;2023-01-04 14:52:24.591 CET
2023-01-04 14:52:52.190 CET;1010123004134815;52,5;2023-01-04 14:52:52.509 CET
2023-01-04 14:52:52.190 CET;1010123004134815;52,8;2023-01-04 14:52:59.849 CET
2023-01-04 14:55:21.999 CET;1010123004135113;53,1;2023-01-04 14:55:29.739 CET
2023-01-04 14:55:38.029 CET;1010123004135232;51,3;2023-01-04 14:55:38.198 CET
2023-01-04 14:55:45.448 CET;1010123004135239;52,8;2023-01-04 14:55:45.638 CET
2023-01-04 14:56:44.398 CET;1010123004135622;52,5;2023-01-04 14:56:44.507 CET
2023-01-04 14:56:51.818 CET;1010123004135629;52,8;2023-01-04 14:56:51.957 CET
2023-01-04 14:57:06.528 CET;1010123004135644;52,5;2023-01-04 14:57:06.746 CET
2023-01-04 14:57:13.977 CET;1010123004135651;52,8;2023-01-04 14:57:14.117 CET
2023-01-04 14:57:28.607 CET;1010123004135706;52,5;2023-01-04 14:57:28.825 CET
2023-01-04 14:57:43.357 CET;1010123004135721;52,8;2023-01-04 14:57:43.566 CET
2023-01-04 14:58:35.135 CET;1010123004135813;52,5;2023-01-04 14:58:35.315 CET
2023-01-04 14:58:42.595 CET;1010123004135820;52,8;2023-01-04 14:58:42.746 CET
2023-01-04 15:00:25.533 CET;1010123004140003;52,5;2023-01-04 15:00:25.713 CET
2023-01-04 15:00:40.213 CET;1010123004140018;52,8;2023-01-04 15:00:40.352 CET
2023-01-04 15:01:09.423 CET;1010123004140047;53,1;2023-01-04 15:01:09.632 CET
2023-01-04 15:01:16.792 CET;1010123004140055;52,8;2023-01-04 15:01:16.992 CET
2023-01-04 15:06:01.628 CET;1010123004140318;52,8;2023-01-04 15:06:01.878 CET
2023-01-04 15:06:09.019 CET;1010123004140333;48,3;2023-01-04 15:06:09.247 CET
2023-01-04 15:06:16.418 CET;1010123004140354;52,8;2023-01-04 15:06:16.608 CET
2023-01-04 15:06:23.898 CET;1010123004140401;52,5;2023-01-04 15:06:24.049 CET
2023-01-04 15:08:17.756 CET;1010123004140801;52,8;2023-01-04 15:08:17.887 CET
2023-01-04 15:09:01.736 CET;1010123004140828;48,9;2023-01-04 15:09:01.884 CET
2023-01-04 15:11:00.743 CET;1010123004141031;48;2023-01-04 15:11:00.923 CET
2023-01-04 15:11:08.243 CET;1010123004141038;52,8;2023-01-04 15:11:08.374 CET
2023-01-04 15:11:54.973 CET;1010123004141123;52,8;2023-01-04 15:11:55.233 CET
2023-01-04 15:12:02.453 CET;1010123004141130;48,3;2023-01-04 15:12:02.592 CET
2023-01-04 15:12:09.782 CET;1010123004141138;52,8;2023-01-04 15:12:10.052 CET
2023-01-04 15:15:36.858 CET;1010123004141514;53,1;2023-01-04 15:15:36.999 CET
2023-01-04 15:15:44.198 CET;1010123004141522;52,8;2023-01-04 15:15:44.368 CET
2023-01-04 15:15:59.007 CET;1010123004141536;53,1;2023-01-04 15:15:59.247 CET
2023-01-04 15:16:06.457 CET;1010123004141544;52,8;2023-01-04 15:16:06.598 CET
2023-01-04 15:16:13.828 CET;1010123004141551;53,1;2023-01-04 15:16:13.967 CET
2023-01-04 15:16:21.167 CET;1010123004141559;52,8;2023-01-04 15:16:21.326 CET
2023-01-04 15:16:35.967 CET;1010123004141614;53,1;2023-01-04 15:16:36.127 CET
2023-01-04 15:16:43.346 CET;1010123004141621;52,8;2023-01-04 15:16:43.496 CET
2023-01-04 15:16:50.826 CET;1010123004141628;53,1;2023-01-04 15:16:50.937 CET
2023-01-04 15:16:58.217 CET;1010123004141636;52,8;2023-01-04 15:16:58.377 CET
2023-01-04 15:17:12.937 CET;1010123004141650;53,1;2023-01-04 15:17:13.085 CET
2023-01-04 15:19:25.164 CET;1010123004141720;53,1;2023-01-04 15:19:25.344 CET
2023-01-04 15:19:32.703 CET;1010123004141735;52,8;2023-01-04 15:19:32.773 CET
2023-01-04 15:19:47.654 CET;1010123004141925;53,1;2023-01-04 15:19:47.822 CET
2023-01-04 15:19:55.092 CET;1010123004141932;52,8;2023-01-04 15:19:55.252 CET
2023-01-04 15:20:51.582 CET;1010123004142036;53,1;2023-01-04 15:20:51.871 CET
2023-01-04 15:21:12.651 CET;1010123004142057;53,1;2023-01-04 15:21:12.982 CET
2023-01-04 15:21:33.822 CET;1010123004142118;52,8;2023-01-04 15:21:34.022 CET
2023-01-04 15:21:55.000 CET;1010123004142140;52,8;2023-01-04 15:21:55.220 CET
2023-01-04 15:22:16.151 CET;1010123004142201;52,8;2023-01-04 15:22:16.430 CET
2023-01-04 15:23:20.279 CET;1010123004142215;47,7;2023-01-04 15:23:20.598 CET
2023-01-04 15:23:27.720 CET;1010123004142222;52,8;2023-01-04 15:23:27.888 CET
2023-01-04 15:24:17.838 CET;1010123004142402;53,1;2023-01-04 15:24:18.118 CET
2023-01-04 15:24:25.299 CET;1010123004142409;48;2023-01-04 15:24:25.418 CET
2023-01-04 15:24:40.489 CET;1010123004142423;53,1;2023-01-04 15:24:40.709 CET
2023-01-04 15:24:47.948 CET;1010123004142431;52,8;2023-01-04 15:24:48.128 CET
2023-01-04 15:25:02.749 CET;1010123004142445;53,1;2023-01-04 15:25:03.019 CET
2023-01-04 15:25:17.678 CET;1010123004142459;52,8;2023-01-04 15:25:17.737 CET
2023-01-04 15:25:54.776 CET;1010123004142534;53,1;2023-01-04 15:25:54.927 CET
