time;TraceabilityCode;PressForceValueFL;time.value
2023-02-07 18:52:22.171 CET;1010223038175138;86,1;2023-02-07 18:52:27.000 CET
2023-02-07 18:52:30.190 CET;1010223038175146;85,6;2023-02-07 18:52:35.009 CET
2023-02-07 18:52:38.151 CET;1010223038175154;85,8;2023-02-07 18:52:43.079 CET
2023-02-07 18:52:46.311 CET;1010223038175202;86,1;2023-02-07 18:52:51.171 CET
2023-02-07 18:52:54.440 CET;1010223038175210;85,8;2023-02-07 18:52:59.331 CET
2023-02-07 18:53:10.740 CET;1010223038175226;86,1;2023-02-07 18:53:15.571 CET
2023-02-07 18:53:18.819 CET;1010223038175234;86,4;2023-02-07 18:53:23.660 CET
2023-02-07 18:53:26.930 CET;1010223038175242;85,8;2023-02-07 18:53:31.730 CET
2023-02-07 18:53:35.019 CET;1010223038175250;86,1;2023-02-07 18:53:39.898 CET
2023-02-07 18:53:43.230 CET;1010223038175259;86,4;2023-02-07 18:53:48.049 CET
2023-02-07 18:53:51.329 CET;1010223038175307;86,1;2023-02-07 18:53:56.130 CET
2023-02-07 18:53:59.410 CET;1010223038175315;85,6;2023-02-07 18:54:04.209 CET
2023-02-07 18:54:07.569 CET;1010223038175323;86,4;2023-02-07 18:54:12.448 CET
2023-02-07 18:54:15.690 CET;1010223038175331;85,8;2023-02-07 18:54:20.528 CET
2023-02-07 18:54:23.668 CET;1010223038175339;86,4;2023-02-07 18:54:28.529 CET
2023-02-07 18:54:31.698 CET;1010223038175347;86,1;2023-02-07 18:54:36.618 CET
2023-02-07 18:54:39.779 CET;1010223038175355;85,8;2023-02-07 18:54:44.598 CET
2023-02-07 18:54:47.838 CET;1010223038175403;86,1;2023-02-07 18:54:52.687 CET
2023-02-07 18:54:55.947 CET;1010223038175411;85,6;2023-02-07 18:55:00.757 CET
2023-02-07 18:55:04.007 CET;1010223038175419;85,8;2023-02-07 18:55:08.848 CET
2023-02-07 18:55:20.128 CET;1010223038175443;85,3;2023-02-07 18:55:24.917 CET
2023-02-07 18:55:28.138 CET;1010223038175451;86,1;2023-02-07 18:55:33.006 CET
2023-02-07 18:55:36.187 CET;1010223038175459;85,6;2023-02-07 18:55:40.997 CET
2023-02-07 18:56:00.816 CET;1010223038175530;86,4;2023-02-07 18:56:05.736 CET
2023-02-07 18:56:09.976 CET;1010123038175537;86,1;2023-02-07 18:56:14.836 CET
2023-02-07 18:56:17.996 CET;1010123038175545;85,6;2023-02-07 18:56:22.855 CET
2023-02-07 18:56:26.086 CET;1010123038175553;86,4;2023-02-07 18:56:30.926 CET
2023-02-07 18:57:06.196 CET;1010123038175631;85,8;2023-02-07 18:57:11.095 CET
2023-02-07 18:57:14.226 CET;1010123038175638;86,1;2023-02-07 18:57:19.095 CET
2023-02-07 18:58:19.394 CET;1010123038175646;86,9;2023-02-07 18:58:24.263 CET
2023-02-07 18:58:56.963 CET;1010123038175654;86,4;2023-02-07 18:59:01.832 CET
2023-02-07 18:59:06.523 CET;1010123038175701;86,1;2023-02-07 18:59:11.413 CET
2023-02-07 18:59:15.334 CET;1010123038175709;85,8;2023-02-07 18:59:20.132 CET
2023-02-07 18:59:31.354 CET;1010123038175819;85,6;2023-02-07 18:59:36.292 CET
2023-02-07 18:59:47.563 CET;1010123038175903;85,3;2023-02-07 18:59:52.451 CET
2023-02-07 18:59:55.612 CET;1010123038175913;85,8;2023-02-07 19:00:00.532 CET
2023-02-07 19:00:11.713 CET;1010123038175928;86,1;2023-02-07 19:00:16.611 CET
2023-02-07 19:00:44.013 CET;1010123038180000;86,4;2023-02-07 19:00:48.842 CET
2023-02-07 19:00:52.171 CET;1010123038180008;86,6;2023-02-07 19:00:57.012 CET
2023-02-07 19:01:00.181 CET;1010123038180016;86,1;2023-02-07 19:01:05.002 CET
2023-02-07 19:01:16.221 CET;1010123038180032;85,8;2023-02-07 19:01:21.092 CET
2023-02-07 19:01:24.451 CET;1010123038180040;86,6;2023-02-07 19:01:29.262 CET
2023-02-07 19:01:32.451 CET;1010123038180048;85,8;2023-02-07 19:01:37.332 CET
2023-02-07 19:01:40.592 CET;1010123038180056;86,4;2023-02-07 19:01:45.480 CET
2023-02-07 19:01:56.562 CET;1010123038180112;85,6;2023-02-07 19:02:01.411 CET
2023-02-07 19:02:04.782 CET;1010123038180120;86,1;2023-02-07 19:02:09.581 CET
2023-02-07 19:02:21.020 CET;1010123038180136;86,4;2023-02-07 19:02:25.900 CET
2023-02-07 19:02:29.061 CET;1010123038180145;86,1;2023-02-07 19:02:33.980 CET
2023-02-07 19:02:37.180 CET;1010123038180153;85,8;2023-02-07 19:02:41.970 CET
2023-02-07 19:02:45.069 CET;1010123038180201;86,4;2023-02-07 19:02:49.970 CET
2023-02-07 19:02:53.051 CET;1010123038180209;86,1;2023-02-07 19:02:57.970 CET
2023-02-07 19:03:01.141 CET;1010123038180217;86,6;2023-02-07 19:03:06.051 CET
2023-02-07 19:03:17.480 CET;1010123038180233;86,1;2023-02-07 19:03:22.301 CET
2023-02-07 19:03:25.500 CET;1010123038180241;86,6;2023-02-07 19:03:30.381 CET
2023-02-07 19:03:33.470 CET;1010123038180249;86,1;2023-02-07 19:03:38.289 CET
2023-02-07 19:03:41.540 CET;1010123038180257;85,8;2023-02-07 19:03:46.369 CET
2023-02-07 19:03:49.640 CET;1010123038180305;86,4;2023-02-07 19:03:54.440 CET
2023-02-07 19:03:57.670 CET;1010123038180313;85,8;2023-02-07 19:04:02.529 CET
2023-02-07 19:04:05.819 CET;1010123038180321;86,1;2023-02-07 19:04:10.700 CET
2023-02-07 19:04:21.920 CET;1010123038180338;85,8;2023-02-07 19:04:26.859 CET
2023-02-07 19:04:30.009 CET;1010123038180346;86,1;2023-02-07 19:04:34.940 CET
2023-02-07 19:04:46.170 CET;1010123038180402;85,8;2023-02-07 19:04:50.937 CET
2023-02-07 19:04:54.209 CET;1010123038180410;86,1;2023-02-07 19:04:59.098 CET
2023-02-07 19:05:02.388 CET;1010123038180418;85,6;2023-02-07 19:05:07.178 CET
2023-02-07 19:05:10.479 CET;1010123038180426;86,1;2023-02-07 19:05:15.338 CET
2023-02-07 19:05:18.559 CET;1010123038180434;85,8;2023-02-07 19:05:23.348 CET
2023-02-07 19:05:26.608 CET;1010123038180442;86,4;2023-02-07 19:05:31.418 CET
2023-02-07 19:05:34.719 CET;1010123038180450;86,1;2023-02-07 19:05:39.658 CET
2023-02-07 19:05:42.789 CET;1010123038180459;86,6;2023-02-07 19:05:47.658 CET
2023-02-07 19:05:50.888 CET;1010123038180507;86,1;2023-02-07 19:05:55.717 CET
2023-02-07 19:06:07.069 CET;1010123038180523;86,4;2023-02-07 19:06:11.979 CET
2023-02-07 19:06:23.157 CET;1010123038180539;86,1;2023-02-07 19:06:27.977 CET
2023-02-07 19:06:39.328 CET;1010123038180555;85,8;2023-02-07 19:06:44.138 CET
2023-02-07 19:06:47.288 CET;1010123038180603;86,4;2023-02-07 19:06:52.217 CET
2023-02-07 19:06:55.477 CET;1010123038180611;86,1;2023-02-07 19:07:00.298 CET
2023-02-07 19:07:27.806 CET;1010123038180643;85,8;2023-02-07 19:07:32.617 CET
2023-02-07 19:07:43.836 CET;1010123038180700;86,4;2023-02-07 19:07:48.786 CET
2023-02-07 19:08:00.096 CET;1010123038180716;86,1;2023-02-07 19:08:04.937 CET
2023-02-07 19:08:08.187 CET;1010123038180724;86,4;2023-02-07 19:08:13.016 CET
2023-02-07 19:08:40.427 CET;1010123038180756;86,6;2023-02-07 19:08:45.335 CET
2023-02-07 19:08:48.565 CET;1010123038180804;86,9;2023-02-07 19:08:53.496 CET
2023-02-07 19:08:56.726 CET;1010123038180812;86,1;2023-02-07 19:09:01.585 CET
2023-02-07 19:09:12.726 CET;1010123038180829;85,8;2023-02-07 19:09:17.585 CET
2023-02-07 19:09:20.855 CET;1010123038180837;86,1;2023-02-07 19:09:25.746 CET
2023-02-07 19:09:28.835 CET;1010123038180845;85,8;2023-02-07 19:09:33.744 CET
2023-02-07 19:09:45.105 CET;1010123038180901;86,1;2023-02-07 19:09:49.974 CET
2023-02-07 19:09:53.134 CET;1010123038180909;85,8;2023-02-07 19:09:58.055 CET
2023-02-07 19:10:09.305 CET;1010123038180925;86,1;2023-02-07 19:10:14.134 CET
2023-02-07 19:10:17.365 CET;1010123038180933;85,6;2023-02-07 19:10:22.213 CET
2023-02-07 19:10:33.573 CET;1010123038180949;86,1;2023-02-07 19:10:38.372 CET
2023-02-07 19:10:41.654 CET;1010123038180957;86,4;2023-02-07 19:10:46.453 CET
2023-02-07 19:11:11.424 CET;1010123038181006;86,6;2023-02-07 19:11:16.273 CET
2023-02-07 19:11:19.943 CET;1010123038181014;85,8;2023-02-07 19:11:24.762 CET
2023-02-07 19:11:27.852 CET;1010123038181022;86,4;2023-02-07 19:11:32.782 CET
2023-02-07 19:11:35.862 CET;1010123038181030;86,1;2023-02-07 19:11:40.703 CET
2023-02-07 19:11:43.903 CET;1010123038181038;86,4;2023-02-07 19:11:48.782 CET
2023-02-07 19:11:51.983 CET;1010123038181046;86,1;2023-02-07 19:11:56.851 CET
2023-02-07 19:12:08.003 CET;1010123038181102;85,8;2023-02-07 19:12:12.861 CET
2023-02-07 19:12:16.003 CET;1010123038181110;86,1;2023-02-07 19:12:20.851 CET
2023-02-07 19:12:24.052 CET;1010123038181137;85,8;2023-02-07 19:12:28.940 CET
2023-02-07 19:12:32.082 CET;1010123038181146;85,6;2023-02-07 19:12:36.930 CET
2023-02-07 19:12:48.092 CET;1010123038181203;86,1;2023-02-07 19:12:52.941 CET
2023-02-07 19:12:56.171 CET;1010123038181211;86,4;2023-02-07 19:13:01.022 CET
2023-02-07 19:13:04.221 CET;1010123038181219;86,1;2023-02-07 19:13:09.111 CET
2023-02-07 19:13:17.961 CET;1010123038181227;86,6;2023-02-07 19:13:22.851 CET
2023-02-07 19:13:34.901 CET;1010123038181243;86,1;2023-02-07 19:13:39.811 CET
2023-02-07 19:13:51.010 CET;1010123038181259;86,6;2023-02-07 19:13:55.911 CET
2023-02-07 19:13:59.190 CET;1010123038181316;86,1;2023-02-07 19:14:04.061 CET
2023-02-07 19:14:07.210 CET;1010123038181324;86,6;2023-02-07 19:14:12.061 CET
2023-02-07 19:14:15.200 CET;1010123038181332;86,4;2023-02-07 19:14:20.059 CET
2023-02-07 19:14:23.150 CET;1010123038181340;86,1;2023-02-07 19:14:27.980 CET
2023-02-07 19:14:39.069 CET;1010123038181356;86,4;2023-02-07 19:14:43.910 CET
2023-02-07 19:14:47.039 CET;1010123038181404;85,8;2023-02-07 19:14:51.908 CET
2023-02-07 19:14:55.130 CET;1010123038181412;86,1;2023-02-07 19:14:59.979 CET
2023-02-07 19:15:11.309 CET;1010123038181428;85,8;2023-02-07 19:15:16.209 CET
2023-02-07 19:15:19.489 CET;1010123038181436;86,4;2023-02-07 19:15:24.388 CET
2023-02-07 19:15:27.539 CET;1010123038181443;85,8;2023-02-07 19:15:32.368 CET
2023-02-07 19:15:35.608 CET;1010123038181451;86,1;2023-02-07 19:15:40.539 CET
2023-02-07 19:15:43.678 CET;1010123038181459;86,4;2023-02-07 19:15:48.539 CET
2023-02-07 19:15:51.698 CET;1010123038181507;85,8;2023-02-07 19:15:56.618 CET
2023-02-07 19:15:59.769 CET;1010123038181515;86,4;2023-02-07 19:16:04.608 CET
2023-02-07 19:16:23.918 CET;1010123038181539;86,6;2023-02-07 19:16:28.779 CET
2023-02-07 19:16:31.908 CET;1010123038181548;85,8;2023-02-07 19:16:36.778 CET
2023-02-07 19:16:40.039 CET;1010123038181556;86,6;2023-02-07 19:16:44.868 CET
2023-02-07 19:16:48.029 CET;1010123038181604;86,4;2023-02-07 19:16:52.857 CET
2023-02-07 19:17:12.187 CET;1010123038181628;86,1;2023-02-07 19:17:17.107 CET
2023-02-07 19:17:20.368 CET;1010123038181636;86,4;2023-02-07 19:17:25.177 CET
2023-02-07 19:17:28.388 CET;1010123038181644;86,1;2023-02-07 19:17:33.266 CET
2023-02-07 19:17:36.628 CET;1010123038181652;86,4;2023-02-07 19:17:41.427 CET
2023-02-07 19:17:44.618 CET;1010123038181700;86,1;2023-02-07 19:17:49.427 CET
2023-02-07 19:17:52.657 CET;1010123038181708;86,4;2023-02-07 19:17:57.507 CET
2023-02-07 19:18:00.727 CET;1010123038181717;86,1;2023-02-07 19:18:05.677 CET
2023-02-07 19:48:13.184 CET;1010223038184558;28,5;2023-02-07 19:48:20.772 CET
2023-02-07 19:48:33.622 CET;1010223038184610;28;2023-02-07 19:48:39.292 CET
2023-02-07 20:01:06.039 CET;1010223038184711;28,8;2023-02-07 20:01:11.618 CET
2023-02-07 20:01:38.598 CET;1010223038184823;29;2023-02-07 20:01:44.157 CET
2023-02-07 20:03:16.447 CET;1010223038190116;28,8;2023-02-07 20:03:22.096 CET
2023-02-07 20:03:25.117 CET;1010223038190125;29;2023-02-07 20:03:30.645 CET
2023-02-07 20:03:33.586 CET;1010223038190133;28,5;2023-02-07 20:03:39.127 CET
2023-02-07 20:03:42.137 CET;1010223038190142;29,3;2023-02-07 20:03:47.687 CET
2023-02-07 20:03:59.296 CET;1010223038190200;28,8;2023-02-07 20:04:04.806 CET
2023-02-07 20:04:07.776 CET;1010223038190208;29;2023-02-07 20:04:13.367 CET
2023-02-07 20:04:48.627 CET;1010223038190351;29,6;2023-02-07 20:04:54.256 CET
2023-02-07 20:04:57.815 CET;1010223038190400;28,8;2023-02-07 20:05:03.456 CET
2023-02-07 20:05:13.726 CET;1010223038190417;29,3;2023-02-07 20:05:19.265 CET
2023-02-07 20:05:31.796 CET;1010223038190434;29,6;2023-02-07 20:05:37.365 CET
2023-02-07 20:05:41.036 CET;1010223038190443;29,8;2023-02-07 20:05:46.654 CET
2023-02-07 20:05:50.216 CET;1010223038190452;29;2023-02-07 20:05:55.865 CET
2023-02-07 20:06:07.535 CET;1010223038190518;28,8;2023-02-07 20:06:13.144 CET
2023-02-07 20:06:16.154 CET;1010223038190527;29;2023-02-07 20:06:21.763 CET
2023-02-07 20:06:25.365 CET;1010223038190535;29,6;2023-02-07 20:06:30.983 CET
2023-02-07 20:06:33.914 CET;1010223038190544;29;2023-02-07 20:06:39.535 CET
2023-02-07 20:06:42.605 CET;1010223038190553;28,8;2023-02-07 20:06:48.174 CET
2023-02-07 20:06:51.174 CET;1010223038190602;29;2023-02-07 20:06:56.813 CET
2023-02-07 20:06:59.864 CET;1010223038190611;28,5;2023-02-07 20:07:05.453 CET
2023-02-07 20:07:08.543 CET;1010223038190619;29,8;2023-02-07 20:07:14.173 CET
2023-02-07 20:07:17.233 CET;1010223038190628;29;2023-02-07 20:07:22.802 CET
2023-02-07 20:07:26.424 CET;1010223038190637;29,3;2023-02-07 20:07:32.013 CET
2023-02-07 20:07:35.013 CET;1010223038190646;29,8;2023-02-07 20:07:40.562 CET
2023-02-07 20:07:43.553 CET;1010223038190654;29;2023-02-07 20:07:49.223 CET
2023-02-07 20:07:52.233 CET;1010223038190703;29,3;2023-02-07 20:07:57.782 CET
2023-02-07 20:08:09.433 CET;1010223038190736;29,8;2023-02-07 20:08:15.032 CET
2023-02-07 20:08:18.523 CET;1010123038190745;29,3;2023-02-07 20:08:24.072 CET
2023-02-07 20:08:27.302 CET;1010123038190753;29,6;2023-02-07 20:08:32.901 CET
2023-02-07 20:08:45.891 CET;1010123038190810;28,8;2023-02-07 20:08:51.451 CET
2023-02-07 20:08:55.072 CET;1010123038190819;30,1;2023-02-07 20:09:00.651 CET
2023-02-07 20:09:03.651 CET;1010123038190827;29,3;2023-02-07 20:09:09.220 CET
2023-02-07 20:09:12.891 CET;1010123038190837;29,8;2023-02-07 20:09:18.492 CET
2023-02-07 20:09:30.071 CET;1010123038190853;29,6;2023-02-07 20:09:35.621 CET
2023-02-07 20:09:39.301 CET;1010123038190902;29,3;2023-02-07 20:09:44.891 CET
2023-02-07 20:09:47.921 CET;1010123038190910;29,8;2023-02-07 20:09:53.460 CET
2023-02-07 20:09:56.411 CET;1010123038190919;28,8;2023-02-07 20:10:02.020 CET
2023-02-07 20:10:05.680 CET;1010123038190927;29;2023-02-07 20:10:11.220 CET
2023-02-07 20:10:14.260 CET;1010123038190936;28,8;2023-02-07 20:10:19.861 CET
2023-02-07 20:10:22.789 CET;1010123038190944;29,3;2023-02-07 20:10:28.339 CET
2023-02-07 20:10:40.559 CET;1010123038191001;29,8;2023-02-07 20:10:46.170 CET
2023-02-07 20:10:49.160 CET;1010123038191010;29;2023-02-07 20:10:54.739 CET
2023-02-07 20:10:57.700 CET;1010123038191018;29,6;2023-02-07 20:11:03.309 CET
2023-02-07 20:11:06.890 CET;1010123038191027;29,3;2023-02-07 20:11:12.490 CET
2023-02-07 20:11:15.509 CET;1010123038191035;29,6;2023-02-07 20:11:21.138 CET
2023-02-07 20:11:33.448 CET;1010123038191052;29,8;2023-02-07 20:11:39.059 CET
2023-02-07 20:11:50.549 CET;1010123038191109;29;2023-02-07 20:11:56.167 CET
2023-02-07 20:11:59.178 CET;1010123038191118;29,3;2023-02-07 20:12:04.818 CET
2023-02-07 20:12:17.118 CET;1010123038191135;29,8;2023-02-07 20:12:22.648 CET
2023-02-07 20:12:25.678 CET;1010123038191143;29,3;2023-02-07 20:12:31.217 CET
2023-02-07 20:12:42.938 CET;1010123038191200;29,6;2023-02-07 20:12:48.568 CET
2023-02-07 20:12:52.148 CET;1010123038191209;29,3;2023-02-07 20:12:57.697 CET
2023-02-07 20:13:09.298 CET;1010123038191226;28,8;2023-02-07 20:13:14.897 CET
2023-02-07 20:13:17.798 CET;1010123038191235;29,6;2023-02-07 20:13:23.377 CET
2023-02-07 20:13:27.017 CET;1010123038191243;30,1;2023-02-07 20:13:32.657 CET
2023-02-07 20:13:35.608 CET;1010123038191252;29,3;2023-02-07 20:13:41.217 CET
2023-02-07 20:13:44.247 CET;1010123038191300;29,8;2023-02-07 20:13:49.846 CET
2023-02-07 20:13:53.417 CET;1010123038191309;29,6;2023-02-07 20:13:59.056 CET
2023-02-07 20:14:02.078 CET;1010123038191318;29;2023-02-07 20:14:07.627 CET
2023-02-07 20:14:10.697 CET;1010123038191326;29,6;2023-02-07 20:14:16.257 CET
2023-02-07 20:14:19.927 CET;1010123038191335;29,8;2023-02-07 20:14:25.467 CET
2023-02-07 20:14:28.437 CET;1010123038191343;29,3;2023-02-07 20:14:34.107 CET
2023-02-07 20:14:37.076 CET;1010123038191352;29,6;2023-02-07 20:14:42.667 CET
2023-02-07 20:14:45.726 CET;1010123038191400;29;2023-02-07 20:14:51.305 CET
2023-02-07 20:15:00.836 CET;1010123038191409;29,6;2023-02-07 20:15:06.387 CET
2023-02-07 20:15:10.056 CET;1010123038191418;29;2023-02-07 20:15:15.637 CET
2023-02-07 20:15:28.546 CET;1011223038191458;28,8;2023-02-07 20:15:34.105 CET
2023-02-07 20:15:37.105 CET;1010123038191459;29,6;2023-02-07 20:15:42.736 CET
2023-02-07 20:15:46.286 CET;1011223038191516;29;2023-02-07 20:15:51.944 CET
2023-02-07 20:15:55.016 CET;1010123038191507;29,3;2023-02-07 20:16:00.664 CET
2023-02-07 20:16:21.516 CET;1010123038191533;29,6;2023-02-07 20:16:27.065 CET
2023-02-07 20:16:30.016 CET;1010123038191541;29,3;2023-02-07 20:16:35.625 CET
2023-02-07 20:16:38.655 CET;1010123038191550;29,6;2023-02-07 20:16:44.265 CET
2023-02-07 20:16:56.515 CET;1010123038191607;30,1;2023-02-07 20:17:02.015 CET
2023-02-07 20:17:04.994 CET;1010123038191616;29,3;2023-02-07 20:17:10.664 CET
2023-02-07 20:17:13.664 CET;1010123038191625;30,1;2023-02-07 20:17:19.213 CET
2023-02-07 20:17:22.134 CET;1010123038191642;29,6;2023-02-07 20:17:27.713 CET
2023-02-07 20:17:31.335 CET;1010123038191651;29,3;2023-02-07 20:17:36.984 CET
2023-02-07 20:17:40.065 CET;1010123038191700;29;2023-02-07 20:17:45.704 CET
2023-02-07 20:17:48.765 CET;1011223038191719;29,8;2023-02-07 20:17:54.263 CET
2023-02-07 20:18:06.513 CET;1010123038191717;29;2023-02-07 20:18:12.102 CET
2023-02-07 20:18:15.144 CET;1010123038191726;29,3;2023-02-07 20:18:20.743 CET
2023-02-07 20:18:23.773 CET;1010123038191735;29;2023-02-07 20:18:29.302 CET
2023-02-07 20:18:41.483 CET;1010123038191752;28,8;2023-02-07 20:18:47.062 CET
2023-02-07 20:18:50.063 CET;1010123038191801;29;2023-02-07 20:18:55.703 CET
2023-02-07 20:18:58.604 CET;1010123038191810;29,3;2023-02-07 20:19:04.273 CET
2023-02-07 20:19:16.503 CET;1010123038191827;29,8;2023-02-07 20:19:22.032 CET
2023-02-07 20:19:32.463 CET;1010123038191836;29,6;2023-02-07 20:19:38.003 CET
2023-02-07 20:19:41.322 CET;1010123038191844;29,3;2023-02-07 20:19:46.923 CET
2023-02-07 20:19:50.653 CET;1010123038191902;29,6;2023-02-07 20:19:56.193 CET
2023-02-07 20:19:59.812 CET;1011223038191930;29;2023-02-07 20:20:05.381 CET
2023-02-07 20:20:17.552 CET;1010123038191937;29,6;2023-02-07 20:20:23.153 CET
2023-02-07 20:20:26.782 CET;1010123038191945;29;2023-02-07 20:20:32.351 CET
2023-02-07 20:20:35.243 CET;1011223038192005;29,3;2023-02-07 20:20:40.913 CET
2023-02-07 20:21:08.391 CET;1011223038192042;29;2023-02-07 20:21:13.950 CET
2023-02-07 20:21:17.582 CET;1010123038192021;29,6;2023-02-07 20:21:23.221 CET
2023-02-07 20:21:26.891 CET;1010123038192029;29;2023-02-07 20:21:32.421 CET
2023-02-07 20:21:35.492 CET;1010123038192057;29,6;2023-02-07 20:21:41.141 CET
2023-02-07 20:21:51.272 CET;1011223038192114;29;2023-02-07 20:21:56.801 CET
2023-02-07 20:22:00.101 CET;1010123038192106;29,3;2023-02-07 20:22:05.720 CET
2023-02-07 20:22:09.341 CET;1010123038192123;29,6;2023-02-07 20:22:14.980 CET
2023-02-07 20:22:36.401 CET;1010123038192147;29,8;2023-02-07 20:22:41.950 CET
2023-02-07 20:22:45.030 CET;1010123038192155;29;2023-02-07 20:22:50.589 CET
2023-02-07 20:22:54.200 CET;1010123038192204;30,1;2023-02-07 20:22:59.871 CET
2023-02-07 20:23:02.891 CET;1010123038192213;29,3;2023-02-07 20:23:08.519 CET
2023-02-07 20:23:11.540 CET;1010123038192231;30,1;2023-02-07 20:23:17.071 CET
2023-02-07 20:23:20.040 CET;1010123038192239;29,8;2023-02-07 20:23:25.559 CET
2023-02-07 20:23:29.230 CET;1011223038192259;29,3;2023-02-07 20:23:34.749 CET
2023-02-07 20:23:37.740 CET;1010123038192248;29;2023-02-07 20:23:43.319 CET
2023-02-07 20:23:46.390 CET;1010123038192257;28,8;2023-02-07 20:23:51.950 CET
2023-02-07 20:23:54.880 CET;1010123038192306;29,6;2023-02-07 20:24:00.428 CET
2023-02-07 20:24:04.119 CET;1010123038192323;29;2023-02-07 20:24:09.709 CET
2023-02-07 20:24:12.730 CET;1010123038192332;28,5;2023-02-07 20:24:18.348 CET
2023-02-07 20:24:21.979 CET;1011223038192351;28,8;2023-02-07 20:24:27.548 CET
2023-02-07 20:24:47.918 CET;1010123038192407;29;2023-02-07 20:24:53.559 CET
2023-02-07 20:24:56.569 CET;1010123038192416;29,3;2023-02-07 20:25:02.188 CET
2023-02-07 20:25:05.838 CET;1011223038192436;29,8;2023-02-07 20:25:11.388 CET
2023-02-07 20:25:14.388 CET;1010123038192425;29;2023-02-07 20:25:19.959 CET
2023-02-07 20:25:23.019 CET;1010123038192433;29,6;2023-02-07 20:25:28.588 CET
2023-02-07 20:26:07.098 CET;1011223038192537;29;2023-02-07 20:26:12.756 CET
2023-02-07 20:26:16.348 CET;1010123038192526;29,3;2023-02-07 20:26:21.957 CET
2023-02-07 20:26:25.006 CET;1010123038192544;29;2023-02-07 20:26:30.596 CET
2023-02-07 20:26:42.217 CET;1010123038192552;29,6;2023-02-07 20:26:47.796 CET
2023-02-07 20:26:59.937 CET;1011223038192630;29,3;2023-02-07 20:27:05.476 CET
2023-02-07 20:27:17.687 CET;1010123038192628;29;2023-02-07 20:27:23.315 CET
2023-02-07 20:27:26.296 CET;1010123038192636;28,5;2023-02-07 20:27:31.875 CET
2023-02-07 20:27:34.786 CET;1010123038192645;29,6;2023-02-07 20:27:40.355 CET
2023-02-07 20:27:43.385 CET;1010123038192703;29;2023-02-07 20:27:48.915 CET
2023-02-07 20:27:52.555 CET;1011223038192722;29,6;2023-02-07 20:27:58.115 CET
2023-02-07 20:28:09.676 CET;1010123038192720;29,8;2023-02-07 20:28:15.315 CET
2023-02-07 20:28:18.355 CET;1010123038192738;29;2023-02-07 20:28:23.953 CET
2023-02-07 20:28:27.644 CET;1011223038192757;29,3;2023-02-07 20:28:33.144 CET
2023-02-07 20:34:47.049 CET;1010123038192746;31,2;2023-02-07 20:34:53.559 CET
2023-02-07 20:34:56.628 CET;1010123038192755;29,6;2023-02-07 20:35:02.158 CET
2023-02-07 20:35:05.168 CET;1010123038192813;29,3;2023-02-07 20:35:10.809 CET
2023-02-07 20:35:22.198 CET;1010123038192830;29;2023-02-07 20:35:27.809 CET
2023-02-07 20:35:30.838 CET;1010123038193424;29,3;2023-02-07 20:35:36.368 CET
2023-02-07 20:35:47.868 CET;1010123038193433;29;2023-02-07 20:35:53.398 CET
2023-02-07 20:35:56.479 CET;1010123038193441;29,6;2023-02-07 20:36:02.118 CET
2023-02-07 20:36:05.198 CET;1010123038193512;28,8;2023-02-07 20:36:10.838 CET
2023-02-07 20:36:13.888 CET;1010123038193531;29,3;2023-02-07 20:36:19.479 CET
2023-02-07 20:36:22.467 CET;1011223038193551;29;2023-02-07 20:36:28.046 CET
2023-02-07 20:36:31.148 CET;1010123038193548;29,3;2023-02-07 20:36:36.687 CET
2023-02-07 20:36:48.298 CET;1010123038193557;29,6;2023-02-07 20:36:53.878 CET
2023-02-07 20:36:56.878 CET;1010123038193606;29,3;2023-02-07 20:37:02.437 CET
2023-02-07 20:37:05.427 CET;1010123038193624;29,6;2023-02-07 20:37:11.086 CET
2023-02-07 20:37:14.138 CET;1010123038193632;29,3;2023-02-07 20:37:19.726 CET
2023-02-07 20:37:22.628 CET;1011223038193652;29,6;2023-02-07 20:37:28.267 CET
2023-02-07 20:37:31.358 CET;1010123038193650;29;2023-02-07 20:37:37.006 CET
2023-02-07 20:37:40.017 CET;1011223038193710;29,6;2023-02-07 20:37:45.556 CET
2023-02-07 20:37:48.507 CET;1010123038193659;29;2023-02-07 20:37:54.115 CET
2023-02-07 20:38:14.397 CET;1010123038193725;29,6;2023-02-07 20:38:20.036 CET
2023-02-07 20:38:32.236 CET;1010123038193752;29;2023-02-07 20:38:37.806 CET
2023-02-07 20:38:49.427 CET;1010123038193809;29,3;2023-02-07 20:38:55.006 CET
2023-02-07 20:39:07.186 CET;1010123038193818;30,1;2023-02-07 20:39:12.845 CET
2023-02-07 20:39:15.915 CET;1010123038193836;29,8;2023-02-07 20:39:21.494 CET
2023-02-07 20:39:24.535 CET;1010123038193844;29,3;2023-02-07 20:39:30.204 CET
2023-02-07 20:39:33.176 CET;1010123038193853;29,6;2023-02-07 20:39:38.765 CET
2023-02-07 20:39:50.986 CET;1010123038193911;29,8;2023-02-07 20:39:56.526 CET
2023-02-07 20:39:59.575 CET;1011223038193930;29,3;2023-02-07 20:40:05.165 CET
2023-02-07 20:40:08.776 CET;1010123038193928;30,6;2023-02-07 20:40:14.444 CET
2023-02-07 20:40:17.426 CET;1011223038193947;29,3;2023-02-07 20:40:23.003 CET
2023-02-07 20:40:25.994 CET;1010123038193946;29,8;2023-02-07 20:40:31.565 CET
2023-02-07 20:40:34.525 CET;1010123038193955;29,3;2023-02-07 20:40:40.124 CET
