time;TraceabilityCode;PressForceValueRL;time.value
2023-02-09 08:04:29.101 CET;1010223040070335;55,2;2023-02-09 08:04:34.421 CET
2023-02-09 08:04:38.871 CET;1010223040070344;55,7;2023-02-09 08:04:44.180 CET
2023-02-09 08:04:48.301 CET;1010223040070354;55,4;2023-02-09 08:04:53.619 CET
2023-02-09 08:05:07.101 CET;1010223040070413;55,7;2023-02-09 08:05:12.430 CET
2023-02-09 08:06:04.148 CET;1010223040070510;55,4;2023-02-09 08:06:09.469 CET
2023-02-09 08:06:23.388 CET;1010223040070529;55,2;2023-02-09 08:06:28.667 CET
2023-02-09 08:06:32.799 CET;1010223040070539;55,7;2023-02-09 08:06:38.108 CET
2023-02-09 08:06:42.559 CET;1010223040070548;55,4;2023-02-09 08:06:47.868 CET
2023-02-09 08:06:51.997 CET;1010223040070558;55,2;2023-02-09 08:06:57.306 CET
2023-02-09 08:07:01.608 CET;1010223040070607;55,4;2023-02-09 08:07:06.907 CET
2023-02-09 08:07:11.167 CET;1010223040070617;55,2;2023-02-09 08:07:16.427 CET
2023-02-09 08:07:20.788 CET;1010223040070626;55,7;2023-02-09 08:07:26.187 CET
2023-02-09 08:07:30.177 CET;1010223040070636;55,2;2023-02-09 08:07:35.457 CET
2023-02-09 08:07:49.137 CET;1010223040070655;56;2023-02-09 08:07:54.436 CET
2023-02-09 08:07:58.637 CET;1010223040070705;55,4;2023-02-09 08:08:03.946 CET
2023-02-09 08:08:08.177 CET;1010223040070714;55,7;2023-02-09 08:08:13.466 CET
2023-02-09 08:08:17.667 CET;1010223040070724;55,4;2023-02-09 08:08:22.996 CET
2023-02-09 08:08:36.637 CET;1010223040070743;55,2;2023-02-09 08:08:41.946 CET
2023-02-09 08:08:46.135 CET;1010223040070752;55,4;2023-02-09 08:08:51.464 CET
2023-02-09 08:08:55.625 CET;1010223040070802;55,2;2023-02-09 08:09:00.904 CET
2023-02-09 08:09:05.196 CET;1010223040070811;55,4;2023-02-09 08:09:10.585 CET
2023-02-09 08:09:14.625 CET;1010223040070821;55,2;2023-02-09 08:09:19.944 CET
2023-02-09 08:09:33.753 CET;1010223040070840;55,4;2023-02-09 08:09:39.154 CET
2023-02-09 08:10:02.255 CET;1010223040070908;55,7;2023-02-09 08:10:07.553 CET
2023-02-09 08:10:11.785 CET;1010223040070918;55,4;2023-02-09 08:10:17.062 CET
2023-02-09 08:10:21.223 CET;1010223040070927;55,7;2023-02-09 08:10:26.584 CET
2023-02-09 08:10:40.364 CET;1010223040070946;55,2;2023-02-09 08:10:45.624 CET
2023-02-09 08:10:50.043 CET;1010223040070956;55,7;2023-02-09 08:10:55.394 CET
2023-02-09 08:11:18.483 CET;1010223040071024;55,4;2023-02-09 08:11:23.792 CET
2023-02-09 08:11:56.513 CET;1010223040071102;55,7;2023-02-09 08:12:01.792 CET
2023-02-09 08:12:05.923 CET;1010223040071112;55,4;2023-02-09 08:12:11.242 CET
2023-02-09 08:12:15.641 CET;1010223040071122;55,7;2023-02-09 08:12:20.990 CET
2023-02-09 08:12:25.171 CET;1010223040071131;55,4;2023-02-09 08:12:30.510 CET
2023-02-09 08:12:34.621 CET;1010223040071140;55,7;2023-02-09 08:12:39.950 CET
2023-02-09 08:12:44.211 CET;1010223040071150;55,4;2023-02-09 08:12:49.549 CET
2023-02-09 08:12:53.601 CET;1010223040071200;55,2;2023-02-09 08:12:58.911 CET
2023-02-09 08:13:12.740 CET;1010223040071219;55,4;2023-02-09 08:13:18.030 CET
2023-02-09 08:13:22.030 CET;1010223040071228;56;2023-02-09 08:13:27.391 CET
2023-02-09 08:13:31.601 CET;1010223040071238;55,4;2023-02-09 08:13:36.911 CET
2023-02-09 08:13:50.710 CET;1010223040071257;55,7;2023-02-09 08:13:56.029 CET
2023-02-09 08:14:00.240 CET;1010223040071306;55,2;2023-02-09 08:14:05.549 CET
2023-02-09 08:14:09.900 CET;1010223040071316;55,4;2023-02-09 08:14:15.158 CET
2023-02-09 08:15:07.138 CET;1010223040071413;55,2;2023-02-09 08:15:12.428 CET
2023-02-09 08:15:16.688 CET;1010223040071422;54,9;2023-02-09 08:15:22.028 CET
2023-02-09 08:15:26.209 CET;1010223040071432;55,7;2023-02-09 08:15:31.479 CET
2023-02-09 08:15:45.078 CET;1010223040071451;55,2;2023-02-09 08:15:50.346 CET
2023-02-09 08:16:13.828 CET;1010223040071520;55,4;2023-02-09 08:16:19.147 CET
2023-02-09 08:16:23.417 CET;1010223040071529;55,2;2023-02-09 08:16:28.667 CET
2023-02-09 08:16:33.016 CET;1010223040071539;55,7;2023-02-09 08:16:38.346 CET
2023-02-09 08:16:52.036 CET;1010223040071558;55,4;2023-02-09 08:16:57.387 CET
2023-02-09 08:17:01.546 CET;1010223040071607;55,7;2023-02-09 08:17:06.836 CET
2023-02-09 08:17:10.947 CET;1010223040071617;55,2;2023-02-09 08:17:16.276 CET
2023-02-09 08:17:20.486 CET;1010223040071626;55,4;2023-02-09 08:17:25.796 CET
2023-02-09 08:17:39.615 CET;1010223040071646;55,2;2023-02-09 08:17:44.905 CET
2023-02-09 08:17:49.065 CET;1010223040071655;55,7;2023-02-09 08:17:54.355 CET
2023-02-09 08:17:58.595 CET;1010223040071705;55,2;2023-02-09 08:18:03.954 CET
2023-02-09 08:18:17.835 CET;1010223040071724;54,9;2023-02-09 08:18:23.144 CET
2023-02-09 08:18:27.315 CET;1010223040071733;55,2;2023-02-09 08:18:32.605 CET
2023-02-09 08:19:05.505 CET;1010223040071811;55,7;2023-02-09 08:19:10.834 CET
2023-02-09 08:19:14.984 CET;1010223040071821;55,4;2023-02-09 08:19:20.263 CET
2023-02-09 08:19:33.954 CET;1010223040071840;55,7;2023-02-09 08:19:39.234 CET
2023-02-09 08:19:43.434 CET;1010223040071849;55,4;2023-02-09 08:19:48.753 CET
2023-02-09 08:19:52.993 CET;1010223040071859;55,2;2023-02-09 08:19:58.282 CET
2023-02-09 08:20:21.733 CET;1010223040071927;55,4;2023-02-09 08:20:27.072 CET
2023-02-09 08:20:31.313 CET;1010223040071937;55,7;2023-02-09 08:20:36.683 CET
2023-02-09 08:20:40.944 CET;1010223040071947;55,4;2023-02-09 08:20:46.272 CET
2023-02-09 08:20:50.493 CET;1010223040071956;55,2;2023-02-09 08:20:55.792 CET
2023-02-09 08:21:19.032 CET;1010223040072025;55,4;2023-02-09 08:21:24.362 CET
2023-02-09 08:21:38.112 CET;1010223040072044;56;2023-02-09 08:21:43.382 CET
2023-02-09 08:21:47.653 CET;1010223040072054;54,9;2023-02-09 08:21:52.913 CET
2023-02-09 08:21:57.493 CET;1010223040072103;55,4;2023-02-09 08:22:02.832 CET
2023-02-09 08:22:07.042 CET;1010223040072113;55,7;2023-02-09 08:22:12.362 CET
2023-02-09 08:22:16.532 CET;1010223040072122;55,4;2023-02-09 08:22:21.871 CET
2023-02-09 08:22:26.032 CET;1010223040072132;55,2;2023-02-09 08:22:31.312 CET
2023-02-09 08:22:45.181 CET;1010223040072151;55,7;2023-02-09 08:22:50.430 CET
2023-02-09 08:22:54.621 CET;1010223040072200;55,2;2023-02-09 08:22:59.960 CET
2023-02-09 08:23:04.032 CET;1010223040072210;55,4;2023-02-09 08:23:09.401 CET
2023-02-09 08:23:51.611 CET;1010223040072258;55,7;2023-02-09 08:23:56.920 CET
2023-02-09 08:24:01.171 CET;1010223040072307;55,2;2023-02-09 08:24:06.519 CET
2023-02-09 08:24:10.540 CET;1010223040072317;55,4;2023-02-09 08:24:15.880 CET
2023-02-09 08:24:29.621 CET;1010223040072336;55,2;2023-02-09 08:24:34.920 CET
2023-02-09 08:24:39.151 CET;1010223040072345;55,4;2023-02-09 08:24:44.440 CET
2023-02-09 08:24:48.509 CET;1010223040072355;55,7;2023-02-09 08:24:53.799 CET
2023-02-09 08:25:17.059 CET;1010223040072423;55,4;2023-02-09 08:25:22.358 CET
2023-02-09 08:25:26.640 CET;1010223040072433;55,7;2023-02-09 08:25:31.948 CET
2023-02-09 08:26:33.198 CET;1010223040072539;55,4;2023-02-09 08:26:38.517 CET
2023-02-09 08:27:01.819 CET;1010223040072608;55,7;2023-02-09 08:27:07.078 CET
2023-02-09 08:27:11.249 CET;1010223040072617;55,4;2023-02-09 08:27:16.516 CET
2023-02-09 08:27:20.757 CET;1010223040072627;55,2;2023-02-09 08:27:26.127 CET
2023-02-09 08:27:30.318 CET;1010223040072636;55,7;2023-02-09 08:27:35.637 CET
2023-02-09 08:27:49.368 CET;1010223040072655;55,4;2023-02-09 08:27:54.687 CET
2023-02-09 08:27:58.707 CET;1010223040072705;56;2023-02-09 08:28:04.048 CET
2023-02-09 08:28:08.257 CET;1010223040072714;55,4;2023-02-09 08:28:13.638 CET
2023-02-09 08:28:17.687 CET;1010223040072724;55,7;2023-02-09 08:28:22.996 CET
2023-02-09 08:28:36.736 CET;1010223040072743;56;2023-02-09 08:28:42.046 CET
2023-02-09 08:28:46.246 CET;1010223040072752;55,4;2023-02-09 08:28:51.566 CET
2023-02-09 08:28:55.736 CET;1010223040072802;55,7;2023-02-09 08:29:01.006 CET
2023-02-09 08:29:05.127 CET;1010223040072811;55,4;2023-02-09 08:29:10.437 CET
2023-02-09 08:29:14.806 CET;1010223040072821;55,2;2023-02-09 08:29:20.125 CET
2023-02-09 08:29:24.286 CET;1010223040072830;55,7;2023-02-09 08:29:29.645 CET
2023-02-09 08:29:52.855 CET;1010223040072859;55,4;2023-02-09 08:29:58.204 CET
2023-02-09 08:30:02.355 CET;1010223040072908;55,2;2023-02-09 08:30:07.635 CET
2023-02-09 08:30:11.966 CET;1010223040072918;56,2;2023-02-09 08:30:17.323 CET
2023-02-09 08:30:21.424 CET;1010223040072927;55,4;2023-02-09 08:30:26.773 CET
2023-02-09 08:30:40.634 CET;1010223040072946;55,7;2023-02-09 08:30:45.894 CET
2023-02-09 08:30:50.194 CET;1010223040072956;55,4;2023-02-09 08:30:55.483 CET
2023-02-09 08:31:18.733 CET;1010223040073025;55,7;2023-02-09 08:31:24.042 CET
2023-02-09 08:31:37.874 CET;1010223040073044;55,2;2023-02-09 08:31:43.163 CET
2023-02-09 08:31:47.403 CET;1010223040073053;55,4;2023-02-09 08:31:52.753 CET
2023-02-09 08:31:57.072 CET;1010223040073103;55,2;2023-02-09 08:32:02.361 CET
2023-02-09 08:32:06.503 CET;1010223040073112;55,4;2023-02-09 08:32:11.802 CET
2023-02-09 08:32:16.213 CET;1010223040073122;55,7;2023-02-09 08:32:21.483 CET
2023-02-09 08:32:35.312 CET;1010223040073141;55,4;2023-02-09 08:32:40.602 CET
2023-02-09 08:32:54.282 CET;1010223040073200;55,7;2023-02-09 08:32:59.651 CET
2023-02-09 08:33:03.832 CET;1010223040073210;55,4;2023-02-09 08:33:09.161 CET
2023-02-09 08:33:13.461 CET;1010223040073219;54,9;2023-02-09 08:33:18.841 CET
2023-02-09 08:33:22.822 CET;1010223040073229;55,4;2023-02-09 08:33:28.121 CET
2023-02-09 08:33:51.522 CET;1010223040073257;55,2;2023-02-09 08:33:56.851 CET
2023-02-09 08:34:00.921 CET;1010223040073307;55,7;2023-02-09 08:34:06.282 CET
2023-02-09 08:34:20.051 CET;1010223040073326;55,4;2023-02-09 08:34:25.411 CET
2023-02-09 08:34:29.700 CET;1010223040073336;56;2023-02-09 08:34:35.009 CET
2023-02-09 08:34:39.240 CET;1010223040073345;55,4;2023-02-09 08:34:44.601 CET
2023-02-09 08:34:48.750 CET;1010223040073354;56;2023-02-09 08:34:54.049 CET
2023-02-09 08:34:58.290 CET;1010223040073404;55,7;2023-02-09 08:35:03.569 CET
2023-02-09 08:35:07.720 CET;1010223040073414;55,2;2023-02-09 08:35:13.009 CET
2023-02-09 08:35:17.299 CET;1010223040073423;55,4;2023-02-09 08:35:22.608 CET
2023-02-09 08:35:26.849 CET;1010223040073433;55,7;2023-02-09 08:35:32.128 CET
2023-02-09 08:35:36.259 CET;1010223040073442;56;2023-02-09 08:35:41.559 CET
2023-02-09 08:35:45.920 CET;1010223040073452;55,2;2023-02-09 08:35:51.240 CET
2023-02-09 08:36:04.930 CET;1010223040073511;55,7;2023-02-09 08:36:10.289 CET
2023-02-09 08:36:14.509 CET;1010223040073521;55,2;2023-02-09 08:36:19.809 CET
2023-02-09 08:36:23.960 CET;1010223040073530;55,7;2023-02-09 08:36:29.240 CET
2023-02-09 08:36:33.569 CET;1010223040073539;55,4;2023-02-09 08:36:38.859 CET
2023-02-09 08:36:52.628 CET;1010223040073559;55,7;2023-02-09 08:36:57.959 CET
2023-02-09 08:37:02.239 CET;1010223040073608;55,4;2023-02-09 08:37:07.558 CET
2023-02-09 08:37:21.017 CET;1010223040073627;56;2023-02-09 08:37:26.286 CET
2023-02-09 08:37:40.048 CET;1010223040073646;55,4;2023-02-09 08:37:45.397 CET
2023-02-09 08:37:49.678 CET;1010223040073656;55,7;2023-02-09 08:37:55.009 CET
2023-02-09 08:38:08.789 CET;1010223040073715;54,9;2023-02-09 08:38:14.048 CET
2023-02-09 08:38:18.328 CET;1010223040073724;55,7;2023-02-09 08:38:23.726 CET
2023-02-09 08:38:27.898 CET;1010223040073734;55,2;2023-02-09 08:38:33.246 CET
2023-02-09 08:38:37.348 CET;1010223040073743;55,7;2023-02-09 08:38:42.687 CET
2023-02-09 08:38:46.808 CET;1010223040073753;55,4;2023-02-09 08:38:52.137 CET
2023-02-09 08:38:56.318 CET;1010223040073802;55,2;2023-02-09 08:39:01.647 CET
2023-02-09 08:39:05.917 CET;1010223040073812;55,7;2023-02-09 08:39:11.247 CET
2023-02-09 08:39:15.487 CET;1010223040073821;55,4;2023-02-09 08:39:20.855 CET
2023-02-09 08:39:24.986 CET;1010223040073831;55,2;2023-02-09 08:39:30.377 CET
2023-02-09 08:39:34.576 CET;1010223040073840;55,7;2023-02-09 08:39:39.897 CET
2023-02-09 08:40:12.467 CET;1010223040073859;55,2;2023-02-09 08:40:17.707 CET
2023-02-09 08:40:22.207 CET;1010223040073909;56;2023-02-09 08:40:27.496 CET
2023-02-09 08:40:31.377 CET;1010223040073919;55,7;2023-02-09 08:40:36.766 CET
2023-02-09 08:40:40.776 CET;1010223040073928;55,2;2023-02-09 08:40:46.056 CET
2023-02-09 08:40:49.974 CET;1010223040073938;55,4;2023-02-09 08:40:55.255 CET
2023-02-09 08:41:36.746 CET;1010223040074041;55,2;2023-02-09 08:41:42.055 CET
2023-02-09 08:41:46.226 CET;1010223040074051;55,4;2023-02-09 08:41:51.494 CET
2023-02-09 08:42:14.335 CET;1010223040074119;55,2;2023-02-09 08:42:19.565 CET
2023-02-09 08:42:23.634 CET;1010223040074129;55,4;2023-02-09 08:42:28.934 CET
2023-02-09 08:42:32.924 CET;1010223040074139;54,9;2023-02-09 08:42:38.214 CET
2023-02-09 08:42:42.394 CET;1010223040074148;55,4;2023-02-09 08:42:47.734 CET
2023-02-09 08:43:10.894 CET;1010223040074217;55,7;2023-02-09 08:43:16.134 CET
2023-02-09 08:43:29.844 CET;1010223040074236;55,4;2023-02-09 08:43:35.173 CET
2023-02-09 08:43:39.414 CET;1010223040074245;55,7;2023-02-09 08:43:44.693 CET
2023-02-09 08:43:48.993 CET;1010223040074255;55,4;2023-02-09 08:43:54.292 CET
2023-02-09 08:44:07.763 CET;1010223040074314;55,7;2023-02-09 08:44:13.094 CET
2023-02-09 08:44:17.392 CET;1010223040074323;56;2023-02-09 08:44:22.701 CET
2023-02-09 08:44:36.463 CET;1010223040074343;55,4;2023-02-09 08:44:41.742 CET
2023-02-09 09:09:10.091 CET;1010223040080555;20,8;2023-02-09 09:09:16.341 CET
2023-02-09 10:04:10.132 CET;1010223040090231;21,6;2023-02-09 10:04:41.982 CET
2023-02-09 10:10:01.028 CET;1010123040090305;21,8;2023-02-09 10:10:11.306 CET
2023-02-09 10:20:06.927 CET;1010123040090321;22,1;2023-02-09 10:20:18.197 CET
2023-02-09 10:26:30.901 CET;1012323040092625;21;2023-02-09 10:26:36.861 CET
2023-02-09 10:31:23.494 CET;1010123040090329;21,8;2023-02-09 10:31:32.553 CET
2023-02-09 10:35:40.220 CET;1010123040090339;22,6;2023-02-09 10:35:49.049 CET
2023-02-09 10:35:54.440 CET;1010123040090348;22,1;2023-02-09 10:35:59.269 CET
2023-02-09 10:36:04.480 CET;1010123040090440;21,8;2023-02-09 10:36:09.349 CET
2023-02-09 10:36:15.549 CET;1010123040093107;22,1;2023-02-09 10:36:20.398 CET
2023-02-09 10:36:25.158 CET;1010123040093116;21,6;2023-02-09 10:36:30.068 CET
2023-02-09 10:37:07.709 CET;1010123040093126;22,6;2023-02-09 10:37:12.588 CET
2023-02-09 10:37:16.658 CET;1010123040093136;21,3;2023-02-09 10:37:21.526 CET
2023-02-09 10:37:25.767 CET;1010123040093246;21,6;2023-02-09 10:37:30.637 CET
2023-02-09 10:37:34.628 CET;1010123040093305;21,8;2023-02-09 10:37:39.517 CET
2023-02-09 10:37:52.526 CET;1010123040093705;21,6;2023-02-09 10:37:57.436 CET
2023-02-09 10:38:01.506 CET;1010123040093714;22,1;2023-02-09 10:38:06.316 CET
2023-02-09 10:38:10.526 CET;1010123040093723;22,4;2023-02-09 10:38:15.436 CET
2023-02-09 10:38:19.586 CET;1010123040093732;22,6;2023-02-09 10:38:24.476 CET
2023-02-09 10:39:14.986 CET;1010123040093741;22,4;2023-02-09 10:39:19.815 CET
2023-02-09 10:39:23.976 CET;1010123040093750;21,8;2023-02-09 10:39:28.805 CET
2023-02-09 10:39:32.835 CET;1010123040093759;22,4;2023-02-09 10:39:37.765 CET
2023-02-09 10:39:41.885 CET;1010123040093808;21,8;2023-02-09 10:39:46.805 CET
2023-02-09 10:39:50.766 CET;1010123040093903;21,6;2023-02-09 10:39:55.684 CET
2023-02-09 10:39:59.694 CET;1010123040093912;21,3;2023-02-09 10:40:04.565 CET
2023-02-09 10:40:08.954 CET;1010123040093921;21,8;2023-02-09 10:40:13.834 CET
2023-02-09 10:40:17.855 CET;1010123040093930;21,6;2023-02-09 10:40:22.644 CET
2023-02-09 10:40:26.805 CET;1010123040093939;21,8;2023-02-09 10:40:31.684 CET
2023-02-09 10:40:35.835 CET;1010123040093948;22,1;2023-02-09 10:40:40.644 CET
2023-02-09 10:40:44.815 CET;1010123040093957;21,8;2023-02-09 10:40:49.684 CET
2023-02-09 10:40:53.904 CET;1010123040094006;21,6;2023-02-09 10:40:58.724 CET
2023-02-09 10:41:02.994 CET;1010123040094015;22,4;2023-02-09 10:41:07.924 CET
2023-02-09 10:41:20.875 CET;1010123040094033;22,1;2023-02-09 10:41:25.763 CET
2023-02-09 10:41:39.033 CET;1010123040094051;22,4;2023-02-09 10:41:43.844 CET
2023-02-09 10:41:57.003 CET;1010123040094116;22,6;2023-02-09 10:42:01.842 CET
2023-02-09 10:42:15.033 CET;1010123040094131;22,1;2023-02-09 10:42:19.842 CET
2023-02-09 10:42:24.053 CET;1010123040094139;21,8;2023-02-09 10:42:28.882 CET
2023-02-09 10:42:41.904 CET;1010123040094155;22,4;2023-02-09 10:42:46.733 CET
2023-02-09 10:42:50.904 CET;1010123040094203;22,6;2023-02-09 10:42:55.842 CET
2023-02-09 10:43:00.132 CET;1010123040094212;22,4;2023-02-09 10:43:05.052 CET
2023-02-09 10:43:09.032 CET;1010123040094221;23,4;2023-02-09 10:43:13.832 CET
2023-02-09 10:43:18.052 CET;1010123040094230;21,8;2023-02-09 10:43:22.881 CET
2023-02-09 10:43:26.842 CET;1010123040094239;22,6;2023-02-09 10:43:31.773 CET
2023-02-09 10:43:36.062 CET;1010123040094248;22,1;2023-02-09 10:43:40.871 CET
2023-02-09 10:43:44.882 CET;1010123040094257;22,6;2023-02-09 10:43:49.763 CET
2023-02-09 10:43:53.992 CET;1010123040094306;22,9;2023-02-09 10:43:58.811 CET
2023-02-09 10:44:02.982 CET;1010123040094315;22,4;2023-02-09 10:44:07.861 CET
2023-02-09 10:44:11.992 CET;1010123040094324;22,1;2023-02-09 10:44:16.812 CET
2023-02-09 10:44:38.822 CET;1010123040094351;22,6;2023-02-09 10:44:43.691 CET
2023-02-09 10:45:06.010 CET;1010123040094418;22,4;2023-02-09 10:45:10.801 CET
2023-02-09 10:45:23.821 CET;1010123040094436;22,1;2023-02-09 10:45:28.730 CET
2023-02-09 10:45:32.891 CET;1010123040094453;22,4;2023-02-09 10:45:37.780 CET
2023-02-09 10:45:51.101 CET;1010123040094509;22,6;2023-02-09 10:45:55.938 CET
2023-02-09 10:45:59.969 CET;1010123040094517;22,4;2023-02-09 10:46:04.809 CET
2023-02-09 10:47:12.459 CET;1010123040094532;22,1;2023-02-09 10:47:17.289 CET
2023-02-09 10:47:21.677 CET;1010123040094540;22,6;2023-02-09 10:47:26.576 CET
2023-02-09 10:50:12.266 CET;1010123040094652;22,4;2023-02-09 10:50:17.125 CET
2023-02-09 10:50:26.265 CET;1010123040094701;22,1;2023-02-09 10:50:31.033 CET
2023-02-09 10:51:02.795 CET;1010123040094727;22,4;2023-02-09 10:51:07.664 CET
2023-02-09 10:51:11.714 CET;1010123040095003;21,6;2023-02-09 10:51:16.664 CET
2023-02-09 10:51:20.805 CET;1010123040095040;22,4;2023-02-09 10:51:25.694 CET
2023-02-09 10:51:29.614 CET;1010123040095048;22,6;2023-02-09 10:51:34.493 CET
2023-02-09 10:51:38.744 CET;1010123040095056;21,8;2023-02-09 10:51:43.543 CET
2023-02-09 10:51:56.773 CET;1010123040095111;22,1;2023-02-09 10:52:01.614 CET
2023-02-09 10:52:05.783 CET;1010123040095119;22,4;2023-02-09 10:52:10.654 CET
2023-02-09 10:52:14.654 CET;1010123040095127;22,1;2023-02-09 10:52:19.453 CET
2023-02-09 10:52:23.664 CET;1010123040095136;22,4;2023-02-09 10:52:28.503 CET
2023-02-09 10:52:32.634 CET;1010123040095145;22,6;2023-02-09 10:52:37.533 CET
2023-02-09 10:52:41.703 CET;1010123040095154;22,1;2023-02-09 10:52:46.493 CET
2023-02-09 10:52:59.513 CET;1010123040095212;21,8;2023-02-09 10:53:04.414 CET
2023-02-09 10:53:08.374 CET;1010123040095221;22,1;2023-02-09 10:53:13.223 CET
2023-02-09 10:53:35.381 CET;1010123040095248;22,4;2023-02-09 10:53:40.252 CET
2023-02-09 10:54:11.332 CET;1010123040095323;22,6;2023-02-09 10:54:16.183 CET
2023-02-09 10:54:20.352 CET;1010123040095332;22,1;2023-02-09 10:54:25.131 CET
2023-02-09 10:54:29.232 CET;1010123040095341;22,6;2023-02-09 10:54:34.111 CET
2023-02-09 10:54:38.232 CET;1010123040095350;22,4;2023-02-09 10:54:42.982 CET
2023-02-09 10:54:47.361 CET;1010123040095359;22,9;2023-02-09 10:54:52.171 CET
2023-02-09 10:54:56.381 CET;1010123040095408;22,6;2023-02-09 10:55:01.220 CET
2023-02-09 10:55:05.401 CET;1010123040095417;22,1;2023-02-09 10:55:10.181 CET
2023-02-09 10:55:14.641 CET;1010123040095426;22,6;2023-02-09 10:55:19.460 CET
2023-02-09 10:55:50.482 CET;1010123040095502;22,1;2023-02-09 10:55:55.309 CET
2023-02-09 10:55:59.500 CET;1010123040095511;22,6;2023-02-09 10:56:04.329 CET
2023-02-09 10:56:08.641 CET;1010123040095521;22,4;2023-02-09 10:56:13.460 CET
2023-02-09 10:56:17.440 CET;1010123040095529;22,9;2023-02-09 10:56:22.341 CET
2023-02-09 10:56:26.490 CET;1010123040095538;21,6;2023-02-09 10:56:31.289 CET
2023-02-09 10:56:35.710 CET;1010123040095547;22,4;2023-02-09 10:56:40.571 CET
2023-02-09 10:56:44.581 CET;1010123040095556;22,1;2023-02-09 10:56:49.470 CET
2023-02-09 10:56:53.490 CET;1010123040095606;22,4;2023-02-09 10:56:58.428 CET
2023-02-09 10:57:11.619 CET;1010123040095623;22,6;2023-02-09 10:57:16.418 CET
2023-02-09 10:57:20.640 CET;1010123040095633;22,4;2023-02-09 10:57:25.459 CET
2023-02-09 10:57:47.440 CET;1010123040095659;22,9;2023-02-09 10:57:52.359 CET
2023-02-09 10:57:56.589 CET;1010123040095709;22,4;2023-02-09 10:58:01.459 CET
2023-02-09 10:58:05.609 CET;1010123040095718;22,6;2023-02-09 10:58:10.509 CET
2023-02-09 10:58:23.459 CET;1010123040095735;22,9;2023-02-09 10:58:28.338 CET
2023-02-09 10:58:32.469 CET;1010123040095744;22,4;2023-02-09 10:58:37.298 CET
2023-02-09 10:58:41.739 CET;1010123040095753;22,6;2023-02-09 10:58:46.578 CET
2023-02-09 10:58:50.638 CET;1010123040095802;22,1;2023-02-09 10:58:55.479 CET
2023-02-09 10:58:59.469 CET;1010123040095811;22,6;2023-02-09 10:59:04.348 CET
2023-02-09 10:59:08.698 CET;1010123040095821;22,4;2023-02-09 10:59:13.549 CET
2023-02-09 10:59:17.769 CET;1010123040095830;22,6;2023-02-09 10:59:22.578 CET
2023-02-09 10:59:35.638 CET;1010123040095848;22,9;2023-02-09 10:59:40.509 CET
2023-02-09 10:59:44.608 CET;1010123040095857;22,6;2023-02-09 10:59:49.469 CET
2023-02-09 10:59:53.608 CET;1010123040095906;22,4;2023-02-09 10:59:58.496 CET
2023-02-09 11:00:11.548 CET;1010123040095924;22,1;2023-02-09 11:00:16.417 CET
2023-02-09 11:00:20.486 CET;1010123040095941;22,6;2023-02-09 11:00:25.306 CET
2023-02-09 11:00:29.497 CET;1010123040095949;22,9;2023-02-09 11:00:34.338 CET
2023-02-09 11:00:38.457 CET;1010123040095957;23,2;2023-02-09 11:00:43.306 CET
2023-02-09 11:00:47.497 CET;1010123040100004;22,9;2023-02-09 11:00:52.427 CET
2023-02-09 11:00:56.546 CET;1010123040100012;22,4;2023-02-09 11:01:01.385 CET
2023-02-09 11:01:05.536 CET;1010123040100020;23,2;2023-02-09 11:01:10.346 CET
2023-02-09 11:01:14.427 CET;1010123040100028;22,6;2023-02-09 11:01:19.236 CET
2023-02-09 11:01:50.546 CET;1010123040100110;22,4;2023-02-09 11:01:55.387 CET
2023-02-09 11:02:08.627 CET;1010123040100125;22,6;2023-02-09 11:02:13.546 CET
2023-02-09 11:02:26.516 CET;1010123040100141;22,9;2023-02-09 11:02:31.296 CET
2023-02-09 11:02:35.506 CET;1010123040100149;22,6;2023-02-09 11:02:40.424 CET
2023-02-09 11:02:44.476 CET;1010123040100157;22,9;2023-02-09 11:02:49.305 CET
2023-02-09 11:03:02.466 CET;1010123040100215;22,6;2023-02-09 11:03:07.305 CET
2023-02-09 11:03:20.635 CET;1010123040100240;22,4;2023-02-09 11:03:25.466 CET
2023-02-09 11:03:29.546 CET;1010123040100248;22,6;2023-02-09 11:03:34.436 CET
2023-02-09 11:03:40.555 CET;1010123040100304;22,4;2023-02-09 11:03:45.476 CET
2023-02-09 11:03:56.644 CET;1010123040100320;22,6;2023-02-09 11:04:01.503 CET
2023-02-09 11:04:14.565 CET;1010123040100336;22,9;2023-02-09 11:04:19.463 CET
2023-02-09 11:04:23.634 CET;1010123040100344;22,6;2023-02-09 11:04:28.513 CET
2023-02-09 11:04:36.275 CET;1010123040100400;22,9;2023-02-09 11:04:41.094 CET
2023-02-09 11:04:45.244 CET;1010123040100408;22,4;2023-02-09 11:04:50.115 CET
2023-02-09 11:04:54.433 CET;1010123040100416;22,9;2023-02-09 11:04:59.312 CET
2023-02-09 11:05:03.203 CET;1010123040100423;22,6;2023-02-09 11:05:08.023 CET
2023-02-09 11:05:15.872 CET;1010123040100439;23,4;2023-02-09 11:05:20.683 CET
2023-02-09 11:05:25.513 CET;1010123040100447;22,1;2023-02-09 11:05:30.424 CET
2023-02-09 11:05:34.463 CET;1010123040100455;22,4;2023-02-09 11:05:39.384 CET
2023-02-09 11:05:43.604 CET;1010123040100503;22,6;2023-02-09 11:05:48.424 CET
