time;TraceabilityCode;SlideAdjustment;time.value
2023-01-11 16:07:06.592 CET;1010123011150624;1200;2023-01-11 16:22:10.571 CET
2023-02-04 00:30:21.023 CET;1010223034232424;1450;2023-02-04 00:33:22.770 CET
