time;TraceabilityCode;CushionPumpMaxPower1;time.value
2023-01-04 12:22:05.404 CET;1010123004112142;53,1;2023-01-04 12:22:12.073 CET
2023-01-04 12:22:34.703 CET;1010123004112211;53,1;2023-01-04 12:22:41.354 CET
2023-01-04 12:34:15.993 CET;1010223004113357;52,5;2023-01-04 12:34:22.644 CET
2023-01-04 12:48:47.168 CET;1010223004114825;52,5;2023-01-04 12:48:53.779 CET
2023-01-04 13:13:34.763 CET;1010123004121313;52,8;2023-01-04 13:13:41.392 CET
2023-01-04 13:20:10.025 CET;1010123004121836;52,8;2023-01-04 13:20:16.684 CET
2023-01-04 13:20:39.355 CET;1010123004122015;52,8;2023-01-04 13:20:45.953 CET
2023-01-04 13:20:53.595 CET;1010123004122030;53,1;2023-01-04 13:20:53.654 CET
2023-01-04 13:21:44.864 CET;1010123004122121;52,8;2023-01-04 13:21:51.473 CET
2023-01-04 13:22:35.394 CET;1010123004122212;53,1;2023-01-04 13:22:42.042 CET
2023-01-04 13:23:54.273 CET;1010123004122331;52,8;2023-01-04 13:24:00.921 CET
2023-01-04 13:27:56.598 CET;1010123004122429;53,1;2023-01-04 13:27:56.618 CET
2023-01-04 13:32:17.243 CET;1010123004123154;53,1;2023-01-04 13:32:23.894 CET
2023-01-04 13:44:19.111 CET;1010223004124355;52,8;2023-01-04 13:44:25.720 CET
2023-01-04 13:47:04.598 CET;1010223004124641;53,1;2023-01-04 13:47:11.247 CET
2023-01-04 13:51:38.473 CET;1010223004125115;52,8;2023-01-04 13:51:45.181 CET
2023-01-04 13:52:50.861 CET;1010223004125228;53,1;2023-01-04 13:52:57.490 CET
2023-01-04 13:53:05.232 CET;1010223004125242;53,1;2023-01-04 13:53:11.891 CET
2023-01-04 13:55:42.289 CET;1010223004125318;53,1;2023-01-04 13:55:42.298 CET
2023-01-04 13:55:55.868 CET;1010223004125536;52,8;2023-01-04 13:55:55.898 CET
2023-01-04 13:57:52.246 CET;1010223004125734;53,1;2023-01-04 13:57:58.845 CET
2023-01-04 13:58:21.605 CET;1010223004125802;53,1;2023-01-04 13:58:28.224 CET
2023-01-04 14:00:24.203 CET;1010223004130001;52,8;2023-01-04 14:00:30.862 CET
2023-01-04 14:01:21.612 CET;1010223004130059;53,1;2023-01-04 14:01:28.211 CET
2023-01-04 14:05:04.960 CET;1010223004130442;53,1;2023-01-04 14:05:11.589 CET
2023-01-04 14:42:53.408 CET;1010223004134159;64,8;2023-01-04 14:43:24.108 CET
2023-01-04 14:43:37.658 CET;1010123004134206;52,8;2023-01-04 14:43:45.298 CET
2023-01-04 14:45:16.017 CET;1010123004134213;53,1;2023-01-04 14:45:23.697 CET
2023-01-04 14:46:53.325 CET;1010123004134352;51,9;2023-01-04 14:47:00.904 CET
2023-01-04 14:51:05.460 CET;1010123004134547;53,1;2023-01-04 14:51:05.549 CET
2023-01-04 14:52:17.010 CET;1010123004134626;51,9;2023-01-04 14:52:17.299 CET
2023-01-04 14:52:24.341 CET;1010123004134807;52,8;2023-01-04 14:52:24.591 CET
2023-01-04 14:52:52.190 CET;1010123004134815;52,5;2023-01-04 14:52:52.509 CET
2023-01-04 14:52:52.190 CET;1010123004134815;53,1;2023-01-04 14:52:59.849 CET
2023-01-04 14:55:38.029 CET;1010123004135232;52,2;2023-01-04 14:55:38.198 CET
2023-01-04 14:55:45.448 CET;1010123004135239;53,1;2023-01-04 14:55:45.638 CET
2023-01-04 14:55:52.918 CET;1010123004135307;52,5;2023-01-04 14:55:53.069 CET
2023-01-04 14:56:44.398 CET;1010123004135622;52,2;2023-01-04 14:56:44.507 CET
2023-01-04 14:56:59.167 CET;1010123004135637;52,5;2023-01-04 14:56:59.398 CET
2023-01-04 14:57:13.977 CET;1010123004135651;52,2;2023-01-04 14:57:14.117 CET
2023-01-04 14:57:50.627 CET;1010123004135729;52,5;2023-01-04 14:57:50.917 CET
2023-01-04 14:58:05.437 CET;1010123004135743;52,2;2023-01-04 14:58:05.637 CET
2023-01-04 14:58:13.016 CET;1010123004135750;52,5;2023-01-04 14:58:13.076 CET
2023-01-04 14:58:35.135 CET;1010123004135813;52,2;2023-01-04 14:58:35.315 CET
2023-01-04 14:58:49.825 CET;1010123004135828;52,5;2023-01-04 14:58:50.105 CET
2023-01-04 14:58:57.206 CET;1010123004135835;52,2;2023-01-04 14:58:57.474 CET
2023-01-04 14:59:41.285 CET;1010123004135919;52,5;2023-01-04 14:59:41.483 CET
2023-01-04 14:59:48.783 CET;1010123004135926;52,2;2023-01-04 14:59:48.903 CET
