time;TraceabilityCode;PressForceValueRL;time.value
2023-01-04 15:54:18.878 CET;1010123004145315;5,6;2023-01-04 15:54:23.278 CET
2023-01-04 15:54:26.358 CET;1010123004145322;5,3;2023-01-04 15:54:30.637 CET
2023-01-04 15:54:33.757 CET;1010123004145329;5,8;2023-01-04 15:54:38.096 CET
2023-01-04 15:54:48.628 CET;1010123004145344;5,6;2023-01-04 15:54:52.986 CET
2023-01-04 15:55:25.667 CET;1010123004145421;5,8;2023-01-04 15:55:30.085 CET
2023-01-04 15:55:33.226 CET;1010123004145429;5,6;2023-01-04 15:55:37.625 CET
2023-01-04 15:55:47.986 CET;1010123004145444;5,3;2023-01-04 15:55:52.345 CET
2023-01-04 15:56:02.755 CET;1010123004145459;5,6;2023-01-04 15:56:07.134 CET
2023-01-04 15:56:24.865 CET;1010123004145521;5,8;2023-01-04 15:56:29.203 CET
2023-01-04 15:56:32.345 CET;1010123004145528;5,6;2023-01-04 15:56:36.654 CET
2023-01-04 15:56:54.674 CET;1010123004145550;5,8;2023-01-04 15:56:58.983 CET
2023-01-04 15:57:02.224 CET;1010123004145558;5,6;2023-01-04 15:57:06.573 CET
2023-01-04 15:57:09.555 CET;1010123004145605;5,8;2023-01-04 15:57:13.944 CET
2023-01-04 15:57:16.974 CET;1010123004145613;6,1;2023-01-04 15:57:21.292 CET
2023-01-04 15:57:24.293 CET;1010123004145620;5,8;2023-01-04 15:57:28.653 CET
2023-01-04 15:57:46.374 CET;1010123004145642;5,6;2023-01-04 15:57:50.812 CET
2023-01-04 15:57:53.854 CET;1010123004145650;5,8;2023-01-04 15:57:58.253 CET
2023-01-04 15:58:23.471 CET;1010123004145719;5,6;2023-01-04 15:58:27.871 CET
2023-01-04 15:59:07.903 CET;1010123004145804;5,8;2023-01-04 15:59:12.332 CET
2023-01-04 15:59:30.161 CET;1010123004145826;5,6;2023-01-04 15:59:34.502 CET
2023-01-04 15:59:37.522 CET;1010123004145833;5,8;2023-01-04 15:59:41.861 CET
2023-01-04 15:59:59.930 CET;1010123004145856;5,3;2023-01-04 16:00:04.260 CET
2023-01-04 16:00:07.391 CET;1010123004145903;6,1;2023-01-04 16:00:11.780 CET
2023-01-04 16:00:14.750 CET;1010123004145910;5,6;2023-01-04 16:00:19.069 CET
2023-01-04 16:00:22.121 CET;1010123004145918;5,8;2023-01-04 16:00:26.581 CET
2023-01-04 16:00:29.540 CET;1010123004145925;5,3;2023-01-04 16:00:33.950 CET
2023-01-04 16:00:36.930 CET;1010123004145933;5,8;2023-01-04 16:00:41.311 CET
2023-01-04 16:00:44.551 CET;1010123004145940;5,6;2023-01-04 16:00:48.911 CET
2023-01-04 16:01:37.180 CET;1010123004150039;5,8;2023-01-04 16:01:41.539 CET
2023-01-04 16:01:44.650 CET;1010123004150046;6,1;2023-01-04 16:01:48.989 CET
2023-01-04 16:01:52.009 CET;1010123004150053;5,6;2023-01-04 16:01:56.418 CET
2023-01-04 16:09:47.832 CET;1010123004150212;5,3;2023-01-04 16:09:52.361 CET
2023-01-04 16:10:03.121 CET;1010123004150450;5,6;2023-01-04 16:10:07.451 CET
2023-01-04 16:15:12.756 CET;1010123004150909;5,3;2023-01-04 16:15:17.244 CET
2023-01-04 16:15:20.546 CET;1010123004150917;5,6;2023-01-04 16:15:24.895 CET
2023-01-04 16:15:27.996 CET;1010123004150924;5,8;2023-01-04 16:15:32.335 CET
2023-01-04 16:15:35.395 CET;1010123004151147;5,6;2023-01-04 16:15:39.696 CET
2023-01-04 16:16:04.914 CET;1010123004151458;5,8;2023-01-04 16:16:09.214 CET
2023-01-04 16:16:12.355 CET;1010123004151506;5,6;2023-01-04 16:16:16.734 CET
2023-01-04 16:16:19.795 CET;1010123004151513;5,8;2023-01-04 16:16:24.263 CET
2023-01-04 16:16:27.263 CET;1010123004151521;5,6;2023-01-04 16:16:31.614 CET
2023-01-04 16:17:11.513 CET;1010123004151606;5,8;2023-01-04 16:17:15.862 CET
2023-01-04 16:17:18.963 CET;1010123004151613;5,6;2023-01-04 16:17:23.302 CET
2023-01-04 16:17:48.642 CET;1010123004151643;5,8;2023-01-04 16:17:52.892 CET
2023-01-04 16:17:55.983 CET;1010123004151651;5,3;2023-01-04 16:18:00.342 CET
2023-01-04 16:18:10.872 CET;1010123004151706;5,6;2023-01-04 16:18:15.223 CET
2023-01-04 16:18:25.621 CET;1010123004151721;5,8;2023-01-04 16:18:30.022 CET
2023-01-04 16:18:33.042 CET;1010123004151728;5,6;2023-01-04 16:18:37.451 CET
2023-01-04 16:19:02.931 CET;1010123004151757;5,8;2023-01-04 16:19:07.290 CET
2023-01-04 16:19:10.371 CET;1010123004151805;5,6;2023-01-04 16:19:14.740 CET
2023-01-04 16:19:17.832 CET;1010123004151812;5,8;2023-01-04 16:19:22.190 CET
2023-01-04 16:19:25.311 CET;1010123004151820;5,3;2023-01-04 16:19:29.631 CET
2023-01-04 16:19:32.710 CET;1010123004151827;5,6;2023-01-04 16:19:37.071 CET
2023-01-04 16:19:40.061 CET;1010123004151835;5,8;2023-01-04 16:19:44.430 CET
2023-01-04 16:19:47.440 CET;1010123004151842;5,6;2023-01-04 16:19:51.789 CET
2023-01-04 16:19:54.960 CET;1010123004151849;5,8;2023-01-04 16:19:59.309 CET
2023-01-04 16:27:53.092 CET;1010123004151857;5,6;2023-01-04 16:27:57.461 CET
2023-01-04 16:28:00.572 CET;1010123004151904;5,3;2023-01-04 16:28:04.903 CET
2023-01-04 16:28:27.612 CET;1010123004151911;5,6;2023-01-04 16:28:31.951 CET
2023-01-04 16:28:35.092 CET;1010123004151919;5,3;2023-01-04 16:28:39.532 CET
2023-01-04 16:29:49.460 CET;1010123004151941;5,6;2023-01-04 16:29:53.790 CET
2023-01-04 16:29:56.901 CET;1010123004151948;5,3;2023-01-04 16:30:01.311 CET
2023-01-04 16:30:04.270 CET;1010123004151956;5,6;2023-01-04 16:30:08.591 CET
2023-01-04 16:30:11.700 CET;1010123004152748;5,8;2023-01-04 16:30:16.019 CET
2023-01-04 16:30:19.131 CET;1010123004152804;5,6;2023-01-04 16:30:23.470 CET
2023-01-04 16:30:26.539 CET;1010123004152816;5,8;2023-01-04 16:30:30.898 CET
2023-01-04 16:30:33.900 CET;1010123004152824;5,6;2023-01-04 16:30:38.259 CET
2023-01-04 16:30:56.059 CET;1010123004152949;5,8;2023-01-04 16:31:00.428 CET
2023-01-04 16:31:03.440 CET;1010123004152957;5,3;2023-01-04 16:31:07.868 CET
2023-01-04 16:31:10.930 CET;1010123004153004;5,6;2023-01-04 16:31:15.229 CET
2023-01-04 16:31:33.148 CET;1010123004153026;5,3;2023-01-04 16:31:37.467 CET
2023-01-04 16:31:40.509 CET;1010123004153034;5,8;2023-01-04 16:31:44.908 CET
2023-01-04 16:31:47.928 CET;1010123004153041;5,6;2023-01-04 16:31:52.257 CET
2023-01-04 16:31:55.289 CET;1010123004153049;5,8;2023-01-04 16:31:59.707 CET
2023-01-04 16:32:02.709 CET;1010123004153056;5,6;2023-01-04 16:32:07.068 CET
2023-01-04 16:32:17.598 CET;1010123004153111;5,3;2023-01-04 16:32:21.868 CET
2023-01-04 16:32:24.937 CET;1010123004153118;5,6;2023-01-04 16:32:29.236 CET
2023-01-04 16:33:24.065 CET;1010123004153217;5,8;2023-01-04 16:33:28.436 CET
2023-01-04 16:33:31.546 CET;1010123004153224;5,3;2023-01-04 16:33:35.875 CET
2023-01-04 16:33:38.875 CET;1010123004153232;5,6;2023-01-04 16:33:43.315 CET
2023-01-04 16:33:46.276 CET;1010123004153239;5,8;2023-01-04 16:33:50.676 CET
2023-01-04 16:33:53.635 CET;1010123004153246;5,6;2023-01-04 16:33:58.036 CET
2023-01-04 16:34:23.355 CET;1010123004153323;5,8;2023-01-04 16:34:27.635 CET
2023-01-04 16:34:40.996 CET;1010123004153345;5,6;2023-01-04 16:34:45.424 CET
2023-01-04 16:35:02.365 CET;1010123004153407;5,3;2023-01-04 16:35:06.813 CET
2023-01-04 16:35:10.625 CET;1010123004153414;5,6;2023-01-04 16:35:14.993 CET
2023-01-04 16:35:23.964 CET;1010123004153428;5,3;2023-01-04 16:35:28.424 CET
2023-01-04 16:35:31.855 CET;1010123004153435;5,6;2023-01-04 16:35:36.194 CET
2023-01-04 16:36:15.483 CET;1010123004153518;5,8;2023-01-04 16:36:19.813 CET
2023-01-04 16:36:28.852 CET;1010123004153533;5,6;2023-01-04 16:36:33.282 CET
2023-01-04 16:47:21.453 CET;1010123004154232;5,8;2023-01-04 16:47:25.782 CET
2023-01-04 16:47:29.513 CET;1010123004154239;5,6;2023-01-04 16:47:33.881 CET
2023-01-04 16:47:36.882 CET;1010123004154246;5,8;2023-01-04 16:47:41.243 CET
2023-01-04 16:47:51.733 CET;1010123004154634;5,6;2023-01-04 16:47:56.121 CET
2023-01-04 16:48:06.471 CET;1010123004154702;5,8;2023-01-04 16:48:10.841 CET
2023-01-04 16:48:13.832 CET;1010123004154710;5,6;2023-01-04 16:48:18.270 CET
2023-01-04 16:48:21.302 CET;1010123004154717;5,8;2023-01-04 16:48:25.641 CET
2023-01-04 16:48:28.661 CET;1010123004154725;5,6;2023-01-04 16:48:33.002 CET
2023-01-04 16:48:43.421 CET;1010123004154739;5,8;2023-01-04 16:48:47.801 CET
2023-01-04 16:49:05.661 CET;1010123004154802;5,6;2023-01-04 16:49:10.040 CET
2023-01-04 16:49:35.349 CET;1010123004154831;5,8;2023-01-04 16:49:39.640 CET
2023-01-04 16:49:42.720 CET;1010123004154839;5,3;2023-01-04 16:49:47.079 CET
2023-01-04 16:49:50.059 CET;1010123004154846;5,6;2023-01-04 16:49:54.428 CET
2023-01-04 16:49:57.450 CET;1010123004154853;5,8;2023-01-04 16:50:01.799 CET
2023-01-04 16:50:04.819 CET;1010123004154901;5,6;2023-01-04 16:50:09.249 CET
2023-01-04 16:50:19.539 CET;1010123004154916;5,8;2023-01-04 16:50:23.948 CET
2023-01-04 16:50:26.878 CET;1010123004154923;5,6;2023-01-04 16:50:31.318 CET
2023-01-04 16:51:04.188 CET;1010123004155000;5,8;2023-01-04 16:51:08.528 CET
2023-01-04 16:51:26.296 CET;1010123004155022;5,6;2023-01-04 16:51:30.687 CET
2023-01-04 16:51:33.717 CET;1010123004155030;5,8;2023-01-04 16:51:38.036 CET
2023-01-04 16:51:41.167 CET;1010123004155037;5,6;2023-01-04 16:51:45.566 CET
2023-01-04 16:51:48.627 CET;1010123004155044;5,8;2023-01-04 16:51:53.007 CET
2023-01-04 16:51:56.068 CET;1010123004155052;5,6;2023-01-04 16:52:00.358 CET
2023-01-04 16:52:03.447 CET;1010123004155059;5,8;2023-01-04 16:52:07.727 CET
2023-01-04 16:52:10.818 CET;1010123004155107;5,3;2023-01-04 16:52:15.167 CET
2023-01-04 16:52:18.207 CET;1010123004155114;5,6;2023-01-04 16:52:22.536 CET
2023-01-04 16:52:25.667 CET;1010123004155122;5,8;2023-01-04 16:52:30.055 CET
2023-01-04 16:52:32.996 CET;1010123004155129;5,6;2023-01-04 16:52:37.415 CET
2023-01-04 16:52:47.776 CET;1010123004155144;6,1;2023-01-04 16:52:52.115 CET
2023-01-04 16:52:55.115 CET;1010123004155151;5,6;2023-01-04 16:52:59.405 CET
2023-01-04 16:53:17.426 CET;1010123004155213;5,8;2023-01-04 16:53:21.805 CET
2023-01-04 16:53:32.176 CET;1010123004155228;5,6;2023-01-04 16:53:36.615 CET
2023-01-04 16:54:02.894 CET;1010123004155304;5,8;2023-01-04 16:54:07.263 CET
2023-01-04 16:54:10.265 CET;1010123004155311;5,6;2023-01-04 16:54:14.615 CET
2023-01-04 16:54:17.615 CET;1010123004155319;5,8;2023-01-04 16:54:21.973 CET
2023-01-04 16:54:32.305 CET;1010123004155333;5,6;2023-01-04 16:54:36.694 CET
2023-01-04 16:54:47.365 CET;1010123004155348;5,3;2023-01-04 16:54:51.823 CET
2023-01-04 16:55:02.104 CET;1010123004155402;5,8;2023-01-04 16:55:06.523 CET
2023-01-04 16:55:46.503 CET;1010123004155446;5,6;2023-01-04 16:55:50.864 CET
2023-01-04 16:55:53.913 CET;1010123004155453;5,8;2023-01-04 16:55:58.282 CET
2023-01-04 16:56:08.592 CET;1010123004155507;5,3;2023-01-04 16:56:13.023 CET
2023-01-04 16:56:15.963 CET;1010123004155514;5,8;2023-01-04 16:56:20.372 CET
2023-01-04 16:56:23.371 CET;1010123004155522;5,6;2023-01-04 16:56:27.802 CET
2023-01-04 16:56:30.752 CET;1010123004155529;5,8;2023-01-04 16:56:35.101 CET
2023-01-04 16:56:38.121 CET;1010123004155536;5,6;2023-01-04 16:56:42.520 CET
2023-01-04 16:56:45.532 CET;1010123004155543;5,8;2023-01-04 16:56:49.901 CET
2023-01-04 17:19:53.223 CET;1010123004155550;5,6;2023-01-04 17:19:57.641 CET
2023-01-04 17:20:00.743 CET;1010123004155557;5,8;2023-01-04 17:20:05.092 CET
2023-01-04 17:20:35.723 CET;1010123004155619;5,6;2023-01-04 17:20:40.211 CET
2023-01-04 17:20:56.921 CET;1010123004155641;5,8;2023-01-04 17:21:01.260 CET
2023-01-04 17:21:11.762 CET;1010123004161948;5,6;2023-01-04 17:21:16.082 CET
