time;TraceabilityCode;Cylinder7MaxParalelismErrorInBDC;time.value
2023-01-04 13:00:27.676 CET;1010223004120007;-0,1;2023-01-04 13:00:34.355 CET
2023-01-04 14:42:53.408 CET;1010223004134159;0,7;2023-01-04 14:43:24.108 CET
2023-01-04 14:46:12.026 CET;1010123004134227;0,8;2023-01-04 14:46:19.634 CET
2023-01-04 14:52:17.010 CET;1010123004134626;0,7;2023-01-04 14:52:17.299 CET
2023-01-04 14:52:52.190 CET;1010123004134815;0,8;2023-01-04 14:52:52.509 CET
2023-01-04 14:55:21.999 CET;1010123004135113;0,7;2023-01-04 14:55:29.739 CET
2023-01-04 14:55:38.029 CET;1010123004135232;0,8;2023-01-04 14:55:38.198 CET
2023-01-04 14:55:45.448 CET;1010123004135239;0,7;2023-01-04 14:55:45.638 CET
2023-01-04 14:56:00.289 CET;1010123004135538;0,8;2023-01-04 14:56:00.519 CET
2023-01-04 14:56:07.588 CET;1010123004135545;0,7;2023-01-04 14:56:07.878 CET
2023-01-04 14:56:22.207 CET;1010123004135600;0,8;2023-01-04 14:56:22.427 CET
2023-01-04 14:57:28.607 CET;1010123004135706;0,7;2023-01-04 14:57:28.825 CET
2023-01-04 14:57:36.026 CET;1010123004135714;0,8;2023-01-04 14:57:36.187 CET
2023-01-04 14:58:57.206 CET;1010123004135835;0,7;2023-01-04 14:58:57.474 CET
2023-01-04 14:59:04.526 CET;1010123004135842;0,8;2023-01-04 14:59:04.756 CET
2023-01-04 14:59:19.164 CET;1010123004135857;0,7;2023-01-04 14:59:19.474 CET
2023-01-04 14:59:33.964 CET;1010123004135912;0,8;2023-01-04 14:59:34.114 CET
2023-01-04 14:59:41.285 CET;1010123004135919;0,7;2023-01-04 14:59:41.483 CET
2023-01-04 14:59:48.783 CET;1010123004135926;0,8;2023-01-04 14:59:48.903 CET
2023-01-04 15:00:03.463 CET;1010123004135941;0,7;2023-01-04 15:00:03.703 CET
2023-01-04 15:00:25.533 CET;1010123004140003;0,8;2023-01-04 15:00:25.713 CET
2023-01-04 15:00:32.802 CET;1010123004140011;0,7;2023-01-04 15:00:33.073 CET
2023-01-04 15:00:40.213 CET;1010123004140018;0,8;2023-01-04 15:00:40.352 CET
2023-01-04 15:00:47.453 CET;1010123004140025;0,7;2023-01-04 15:00:47.723 CET
