time;TraceabilityCode;ClutchBrakeTemperatureUnitOil;time.value
2023-01-04 14:48:27.056 CET;1010223004134159;44,6;2023-01-04 14:48:32.516 CET
2023-01-04 14:48:39.506 CET;1010123004134206;44,7;2023-01-04 14:48:43.786 CET
2023-01-04 14:50:55.829 CET;1010123004134213;45,3;2023-01-04 14:51:00.170 CET
2023-01-04 14:51:25.410 CET;1010123004134352;45,4;2023-01-04 14:51:29.658 CET
2023-01-04 14:55:20.249 CET;1010123004134547;45,6;2023-01-04 14:55:24.678 CET
2023-01-04 14:55:33.739 CET;1010123004134626;45,5;2023-01-04 14:55:38.039 CET
2023-01-04 14:55:42.598 CET;1010123004134807;45,4;2023-01-04 14:55:46.848 CET
2023-01-04 14:56:05.168 CET;1010123004135120;45,3;2023-01-04 14:56:09.388 CET
2023-01-04 14:56:41.927 CET;1010123004135545;45,4;2023-01-04 14:56:46.197 CET
2023-01-04 14:56:56.818 CET;1010123004135600;45,5;2023-01-04 14:57:01.076 CET
2023-01-04 14:57:11.608 CET;1010123004135615;45,6;2023-01-04 14:57:15.867 CET
2023-01-04 14:57:19.226 CET;1010123004135622;45,8;2023-01-04 14:57:23.466 CET
2023-01-04 14:57:26.717 CET;1010123004135629;46;2023-01-04 14:57:30.986 CET
2023-01-04 14:57:34.207 CET;1010123004135637;45,9;2023-01-04 14:57:38.516 CET
2023-01-04 14:57:41.556 CET;1010123004135644;46,1;2023-01-04 14:57:45.786 CET
2023-01-04 14:57:49.006 CET;1010123004135651;46,2;2023-01-04 14:57:53.306 CET
2023-01-04 14:58:03.756 CET;1010123004135706;46,3;2023-01-04 14:58:08.036 CET
2023-01-04 14:58:11.157 CET;1010123004135714;46,5;2023-01-04 14:58:15.467 CET
2023-01-04 14:58:25.956 CET;1010123004135729;46,6;2023-01-04 14:58:30.276 CET
2023-01-04 14:58:33.385 CET;1010123004135736;46,7;2023-01-04 14:58:37.726 CET
2023-01-04 14:58:40.736 CET;1010123004135743;46,9;2023-01-04 14:58:45.075 CET
2023-01-04 14:59:02.976 CET;1010123004135805;47;2023-01-04 14:59:07.224 CET
2023-01-04 14:59:10.335 CET;1010123004135813;47,1;2023-01-04 14:59:14.605 CET
2023-01-04 14:59:17.835 CET;1010123004135820;47,2;2023-01-04 14:59:22.115 CET
2023-01-04 14:59:25.204 CET;1010123004135828;47,3;2023-01-04 14:59:29.464 CET
2023-01-04 14:59:47.434 CET;1010123004135850;47,5;2023-01-04 14:59:51.632 CET
2023-01-04 15:00:02.174 CET;1010123004135904;47,6;2023-01-04 15:00:06.433 CET
2023-01-04 15:00:09.683 CET;1010123004135912;47,8;2023-01-04 15:00:13.872 CET
2023-01-04 15:00:24.344 CET;1010123004135926;47,9;2023-01-04 15:00:28.673 CET
2023-01-04 15:00:31.753 CET;1010123004135934;48;2023-01-04 15:00:36.032 CET
2023-01-04 15:00:46.563 CET;1010123004135948;48,1;2023-01-04 15:00:50.923 CET
2023-01-04 15:00:54.013 CET;1010123004135956;48,2;2023-01-04 15:00:58.282 CET
2023-01-04 15:01:08.842 CET;1010123004140011;48,4;2023-01-04 15:01:13.082 CET
2023-01-04 15:01:23.602 CET;1010123004140025;48,5;2023-01-04 15:01:27.871 CET
2023-01-04 15:01:31.062 CET;1010123004140033;48,6;2023-01-04 15:01:35.252 CET
2023-01-04 15:01:45.802 CET;1010123004140047;48,8;2023-01-04 15:01:50.042 CET
2023-01-04 15:02:00.562 CET;1010123004140102;48,9;2023-01-04 15:02:04.841 CET
2023-01-04 15:02:15.391 CET;1010123004140117;49;2023-01-04 15:02:19.641 CET
2023-01-04 15:02:30.211 CET;1010123004140131;49,1;2023-01-04 15:02:34.440 CET
2023-01-04 15:02:37.651 CET;1010123004140146;49,2;2023-01-04 15:02:41.891 CET
2023-01-04 15:02:45.012 CET;1010123004140153;49,3;2023-01-04 15:02:49.331 CET
2023-01-04 15:03:21.641 CET;1010123004140207;49,7;2023-01-04 15:03:25.911 CET
2023-01-04 15:03:37.030 CET;1010123004140221;49,8;2023-01-04 15:03:41.331 CET
2023-01-04 15:06:02.158 CET;1010123004140242;49,2;2023-01-04 15:06:06.477 CET
2023-01-04 15:06:27.108 CET;1010123004140311;48,9;2023-01-04 15:06:31.348 CET
2023-01-04 15:06:42.529 CET;1010123004140333;48,8;2023-01-04 15:06:46.779 CET
2023-01-04 15:08:31.746 CET;1010123004140354;48,2;2023-01-04 15:08:35.956 CET
2023-01-04 15:08:39.657 CET;1010123004140401;48,1;2023-01-04 15:08:43.857 CET
2023-01-04 15:08:54.486 CET;1010123004140746;48;2023-01-04 15:08:58.744 CET
2023-01-04 15:09:01.855 CET;1010123004140754;47,9;2023-01-04 15:09:06.085 CET
2023-01-04 15:09:16.676 CET;1010123004140808;47,8;2023-01-04 15:09:20.894 CET
2023-01-04 15:09:24.075 CET;1010123004140814;47,7;2023-01-04 15:09:28.334 CET
2023-01-04 15:09:38.944 CET;1010123004140828;47,8;2023-01-04 15:09:43.134 CET
2023-01-04 15:09:46.275 CET;1010123004140836;47,7;2023-01-04 15:09:50.493 CET
2023-01-04 15:09:53.694 CET;1010123004140843;47,8;2023-01-04 15:09:57.934 CET
2023-01-04 15:10:01.095 CET;1010123004140901;47,9;2023-01-04 15:10:05.293 CET
2023-01-04 15:10:08.484 CET;1010123004140909;48;2023-01-04 15:10:12.733 CET
2023-01-04 15:10:23.334 CET;1010123004140924;48,1;2023-01-04 15:10:27.532 CET
2023-01-04 15:10:38.114 CET;1010123004140939;48,2;2023-01-04 15:10:42.403 CET
2023-01-04 15:10:45.463 CET;1010123004140947;48,3;2023-01-04 15:10:49.694 CET
2023-01-04 15:10:52.894 CET;1010123004140954;48,4;2023-01-04 15:10:57.132 CET
2023-01-04 15:11:00.253 CET;1010123004141001;48,5;2023-01-04 15:11:04.572 CET
2023-01-04 15:11:18.852 CET;1010123004141016;48,7;2023-01-04 15:11:23.183 CET
2023-01-04 15:11:34.153 CET;1010123004141031;48,8;2023-01-04 15:11:38.451 CET
2023-01-04 15:11:48.993 CET;1010123004141055;48,9;2023-01-04 15:11:53.312 CET
2023-01-04 15:11:56.382 CET;1010123004141102;49;2023-01-04 15:12:00.602 CET
2023-01-04 15:12:20.411 CET;1010123004141116;49,1;2023-01-04 15:12:24.700 CET
2023-01-04 15:12:43.201 CET;1010123004141138;49,2;2023-01-04 15:12:47.490 CET
2023-01-04 15:13:20.280 CET;1010123004141224;49,3;2023-01-04 15:13:24.611 CET
2023-01-04 15:13:42.460 CET;1010123004141247;49,4;2023-01-04 15:13:46.769 CET
2023-01-04 15:14:12.039 CET;1010123004141316;49,5;2023-01-04 15:14:16.289 CET
2023-01-04 15:14:19.279 CET;1010123004141323;49,6;2023-01-04 15:14:23.578 CET
2023-01-04 15:14:34.180 CET;1010123004141338;49,7;2023-01-04 15:14:38.448 CET
2023-01-04 15:14:41.569 CET;1010123004141346;49,8;2023-01-04 15:14:45.888 CET
2023-01-04 15:14:56.459 CET;1010123004141401;49,9;2023-01-04 15:15:00.697 CET
2023-01-04 15:15:10.979 CET;1010123004141415;50;2023-01-04 15:15:15.338 CET
2023-01-04 15:15:25.878 CET;1010123004141430;50,1;2023-01-04 15:15:30.138 CET
2023-01-04 15:15:33.229 CET;1010123004141437;50,2;2023-01-04 15:15:37.578 CET
2023-01-04 15:16:02.848 CET;1010123004141507;50,3;2023-01-04 15:16:07.177 CET
2023-01-04 15:16:25.056 CET;1010123004141529;50,4;2023-01-04 15:16:29.336 CET
2023-01-04 15:16:54.586 CET;1010123004141559;50,5;2023-01-04 15:16:58.857 CET
2023-01-04 15:17:09.326 CET;1010123004141614;50,6;2023-01-04 15:17:13.657 CET
2023-01-04 15:19:02.345 CET;1010123004141621;50,2;2023-01-04 15:19:06.555 CET
2023-01-04 15:19:09.704 CET;1010123004141628;50,1;2023-01-04 15:19:13.974 CET
2023-01-04 15:19:17.085 CET;1010123004141636;50;2023-01-04 15:19:21.423 CET
2023-01-04 15:19:24.904 CET;1010123004141643;49,9;2023-01-04 15:19:29.263 CET
2023-01-04 15:19:32.293 CET;1010123004141650;49,8;2023-01-04 15:19:36.542 CET
2023-01-04 15:19:39.723 CET;1010123004141658;49,6;2023-01-04 15:19:43.983 CET
2023-01-04 15:19:47.283 CET;1010123004141705;49,7;2023-01-04 15:19:51.663 CET
2023-01-04 15:19:54.663 CET;1010123004141713;49,5;2023-01-04 15:19:58.943 CET
2023-01-04 15:20:09.582 CET;1010123004141735;49,4;2023-01-04 15:20:13.822 CET
2023-01-04 15:20:32.132 CET;1010123004141932;49,5;2023-01-04 15:20:36.381 CET
2023-01-04 15:20:46.993 CET;1010123004141954;49,4;2023-01-04 15:20:51.262 CET
2023-01-04 15:20:55.871 CET;1010123004142008;49,5;2023-01-04 15:21:00.221 CET
2023-01-04 15:21:17.012 CET;1010123004142029;49,6;2023-01-04 15:21:21.262 CET
2023-01-04 15:21:25.082 CET;1010123004142036;49,7;2023-01-04 15:21:29.411 CET
2023-01-04 15:21:38.181 CET;1010123004142050;49,8;2023-01-04 15:21:42.460 CET
2023-01-04 15:22:07.391 CET;1010123004142118;49,9;2023-01-04 15:22:11.650 CET
2023-01-04 15:22:28.520 CET;1010123004142140;49,8;2023-01-04 15:22:32.780 CET
2023-01-04 15:23:45.910 CET;1010123004142201;49,7;2023-01-04 15:23:50.237 CET
2023-01-04 15:23:53.828 CET;1010123004142215;49,6;2023-01-04 15:23:58.069 CET
2023-01-04 15:24:01.178 CET;1010123004142222;49,7;2023-01-04 15:24:05.428 CET
2023-01-04 15:24:08.529 CET;1010123004142250;49,6;2023-01-04 15:24:12.858 CET
2023-01-04 15:24:16.328 CET;1010123004142257;49,5;2023-01-04 15:24:20.608 CET
2023-01-04 15:24:43.328 CET;1010123004142355;49,2;2023-01-04 15:24:47.608 CET
2023-01-04 15:24:51.398 CET;1010123004142402;49,1;2023-01-04 15:24:55.658 CET
2023-01-04 15:25:58.506 CET;1010123004142506;49,2;2023-01-04 15:26:02.776 CET
2023-01-04 15:26:13.306 CET;1010123004142520;49,3;2023-01-04 15:26:17.657 CET
2023-01-04 15:26:20.838 CET;1010123004142527;49,4;2023-01-04 15:26:25.026 CET
2023-01-04 15:26:35.598 CET;1010123004142541;49,5;2023-01-04 15:26:39.907 CET
2023-01-04 15:26:57.806 CET;1010123004142602;49,6;2023-01-04 15:27:02.145 CET
2023-01-04 15:27:12.586 CET;1010123004142617;49,7;2023-01-04 15:27:16.865 CET
2023-01-04 15:27:34.897 CET;1010123004142639;49,8;2023-01-04 15:27:39.186 CET
2023-01-04 15:27:56.966 CET;1010123004142701;49,9;2023-01-04 15:28:01.265 CET
2023-01-04 15:28:11.915 CET;1010123004142716;50;2023-01-04 15:28:16.135 CET
2023-01-04 15:28:19.276 CET;1010123004142723;49,9;2023-01-04 15:28:23.515 CET
2023-01-04 15:28:26.605 CET;1010123004142731;50;2023-01-04 15:28:30.934 CET
2023-01-04 15:28:34.145 CET;1010123004142738;50,1;2023-01-04 15:28:38.394 CET
2023-01-04 15:28:56.105 CET;1010123004142800;50,2;2023-01-04 15:29:00.464 CET
2023-01-04 15:29:03.434 CET;1010123004142808;50,3;2023-01-04 15:29:07.755 CET
2023-01-04 15:29:18.434 CET;1010123004142823;50,4;2023-01-04 15:29:22.703 CET
2023-01-04 15:29:33.094 CET;1010123004142837;50,5;2023-01-04 15:29:37.342 CET
2023-01-04 15:29:40.483 CET;1010123004142845;50,4;2023-01-04 15:29:44.713 CET
2023-01-04 15:29:47.822 CET;1010123004142852;50,5;2023-01-04 15:29:52.072 CET
2023-01-04 15:29:55.334 CET;1010123004142859;50,6;2023-01-04 15:29:59.584 CET
2023-01-04 15:30:02.584 CET;1010123004142907;50,5;2023-01-04 15:30:06.862 CET
2023-01-04 15:30:09.973 CET;1010123004142914;50,6;2023-01-04 15:30:14.302 CET
2023-01-04 15:30:17.273 CET;1010123004142921;50,7;2023-01-04 15:30:21.582 CET
2023-01-04 15:30:32.112 CET;1010123004142936;50,8;2023-01-04 15:30:36.471 CET
2023-01-04 15:30:46.973 CET;1010123004142951;50,9;2023-01-04 15:30:51.273 CET
2023-01-04 15:31:09.193 CET;1010123004143013;51;2023-01-04 15:31:13.431 CET
2023-01-04 15:31:23.851 CET;1010123004143028;51,1;2023-01-04 15:31:28.151 CET
2023-01-04 15:31:46.272 CET;1010123004143050;51,2;2023-01-04 15:31:50.552 CET
2023-01-04 15:32:15.742 CET;1010123004143120;51,3;2023-01-04 15:32:19.990 CET
2023-01-04 15:47:19.486 CET;1010123004143149;46,4;2023-01-04 15:47:26.026 CET
2023-01-04 15:48:32.045 CET;1010123004143241;46,5;2023-01-04 15:48:36.244 CET
2023-01-04 15:48:54.213 CET;1010123004144709;46,6;2023-01-04 15:48:58.463 CET
2023-01-04 15:49:01.604 CET;1010123004144726;46,8;2023-01-04 15:49:05.832 CET
2023-01-04 15:49:58.493 CET;1010123004144736;47,4;2023-01-04 15:50:02.683 CET
2023-01-04 15:50:06.523 CET;1010123004144802;47,5;2023-01-04 15:50:10.773 CET
2023-01-04 15:50:13.862 CET;1010123004144810;47,6;2023-01-04 15:50:18.121 CET
2023-01-04 15:50:21.062 CET;1010123004144825;47,5;2023-01-04 15:50:25.332 CET
2023-01-04 15:50:43.351 CET;1010123004144948;47,6;2023-01-04 15:50:47.561 CET
2023-01-04 15:50:58.131 CET;1010123004145002;47,7;2023-01-04 15:51:02.282 CET
2023-01-04 15:51:12.901 CET;1010123004145017;47,9;2023-01-04 15:51:17.161 CET
2023-01-04 15:51:27.831 CET;1010123004145032;48;2023-01-04 15:51:32.119 CET
2023-01-04 15:51:42.641 CET;1010123004145047;48,1;2023-01-04 15:51:46.839 CET
2023-01-04 15:51:49.871 CET;1010123004145054;48,2;2023-01-04 15:51:54.119 CET
2023-01-04 15:51:57.270 CET;1010123004145101;48,3;2023-01-04 15:52:01.480 CET
2023-01-04 15:52:04.671 CET;1010123004145109;48,4;2023-01-04 15:52:09.000 CET
2023-01-04 15:52:12.180 CET;1010123004145116;48,5;2023-01-04 15:52:16.440 CET
2023-01-04 15:52:19.599 CET;1010123004145124;48,7;2023-01-04 15:52:23.880 CET
2023-01-04 15:52:34.339 CET;1010123004145139;48,8;2023-01-04 15:52:38.598 CET
2023-01-04 15:52:41.549 CET;1010123004145146;48,9;2023-01-04 15:52:45.878 CET
2023-01-04 15:52:56.459 CET;1010123004145201;49,1;2023-01-04 15:53:00.759 CET
2023-01-04 15:53:11.388 CET;1010123004145215;49,2;2023-01-04 15:53:15.648 CET
2023-01-04 15:53:18.739 CET;1010123004145223;49,3;2023-01-04 15:53:22.918 CET
2023-01-04 15:53:33.338 CET;1010123004145238;49,4;2023-01-04 15:53:37.648 CET
2023-01-04 15:53:40.739 CET;1010123004145245;49,5;2023-01-04 15:53:45.009 CET
2023-01-04 15:54:03.267 CET;1010123004145307;49,6;2023-01-04 15:54:07.486 CET
2023-01-04 15:54:10.608 CET;1010123004145315;49,7;2023-01-04 15:54:14.836 CET
2023-01-04 15:54:25.417 CET;1010123004145329;49,8;2023-01-04 15:54:29.737 CET
2023-01-04 15:54:40.348 CET;1010123004145344;49,9;2023-01-04 15:54:44.608 CET
2023-01-04 15:55:02.566 CET;1010123004145407;50;2023-01-04 15:55:06.766 CET
2023-01-04 15:55:17.407 CET;1010123004145421;50,1;2023-01-04 15:55:21.635 CET
2023-01-04 15:55:32.226 CET;1010123004145436;50,2;2023-01-04 15:55:36.436 CET
2023-01-04 15:55:54.436 CET;1010123004145459;50,3;2023-01-04 15:55:58.605 CET
2023-01-04 15:56:16.644 CET;1010123004145521;50,4;2023-01-04 15:56:20.854 CET
2023-01-04 15:57:30.694 CET;1010123004145635;50,5;2023-01-04 15:57:35.052 CET
2023-01-04 15:58:07.763 CET;1010123004145712;50,6;2023-01-04 15:58:12.082 CET
2023-01-04 15:58:29.812 CET;1010123004145734;50,7;2023-01-04 15:58:34.092 CET
2023-01-04 15:58:52.173 CET;1010123004145756;50,8;2023-01-04 15:58:56.413 CET
2023-01-04 15:59:21.921 CET;1010123004145826;50,9;2023-01-04 15:59:26.161 CET
2023-01-04 15:59:29.151 CET;1010123004145833;50,8;2023-01-04 15:59:33.440 CET
2023-01-04 15:59:44.111 CET;1010123004145848;50,9;2023-01-04 15:59:48.321 CET
2023-01-04 16:00:13.891 CET;1010123004145918;51;2023-01-04 16:00:18.161 CET
2023-01-04 16:00:36.220 CET;1010123004145940;51,1;2023-01-04 16:00:40.571 CET
2023-01-04 16:00:58.339 CET;1010123004150002;51,2;2023-01-04 16:01:02.648 CET
2023-01-04 16:01:29.039 CET;1010123004150039;51,3;2023-01-04 16:01:33.279 CET
2023-01-04 16:01:36.339 CET;1010123004150046;51,2;2023-01-04 16:01:40.638 CET
2023-01-04 16:01:43.730 CET;1010123004150053;51,3;2023-01-04 16:01:48.009 CET
2023-01-04 16:05:09.996 CET;1010123004150122;49,7;2023-01-04 16:05:14.345 CET
2023-01-04 16:05:17.667 CET;1010123004150136;49,6;2023-01-04 16:05:21.936 CET
2023-01-04 16:05:25.046 CET;1010123004150143;49,5;2023-01-04 16:05:29.295 CET
2023-01-04 16:06:31.885 CET;1010123004150157;49,1;2023-01-04 16:06:36.115 CET
2023-01-04 16:09:39.312 CET;1010123004150212;48,2;2023-01-04 16:09:43.601 CET
2023-01-04 16:10:01.982 CET;1010123004150509;48,1;2023-01-04 16:10:06.272 CET
2023-01-04 16:10:09.401 CET;1010123004150519;48;2023-01-04 16:10:13.691 CET
2023-01-04 16:15:04.165 CET;1010123004150909;47,2;2023-01-04 16:15:08.506 CET
2023-01-04 16:15:11.895 CET;1010123004150917;47,3;2023-01-04 16:15:16.184 CET
2023-01-04 16:15:26.865 CET;1010123004151147;47,2;2023-01-04 16:15:31.135 CET
2023-01-04 16:15:41.716 CET;1010123004151435;47,1;2023-01-04 16:15:45.936 CET
2023-01-04 16:16:11.184 CET;1010123004151513;47,2;2023-01-04 16:16:15.535 CET
2023-01-04 16:16:18.694 CET;1010123004151521;47,3;2023-01-04 16:16:23.052 CET
2023-01-04 16:16:33.473 CET;1010123004151536;47,4;2023-01-04 16:16:37.763 CET
2023-01-04 16:16:40.944 CET;1010123004151543;47,5;2023-01-04 16:16:45.213 CET
2023-01-04 16:16:48.303 CET;1010123004151551;47,7;2023-01-04 16:16:52.572 CET
2023-01-04 16:16:55.763 CET;1010123004151559;47,8;2023-01-04 16:17:00.013 CET
2023-01-04 16:17:10.513 CET;1010123004151613;47,9;2023-01-04 16:17:14.803 CET
2023-01-04 16:17:17.743 CET;1010123004151621;48,1;2023-01-04 16:17:22.082 CET
2023-01-04 16:17:32.723 CET;1010123004151636;48,2;2023-01-04 16:17:37.052 CET
2023-01-04 16:17:40.193 CET;1010123004151643;48,3;2023-01-04 16:17:44.413 CET
2023-01-04 16:17:54.903 CET;1010123004151658;48,4;2023-01-04 16:17:59.132 CET
2023-01-04 16:18:09.763 CET;1010123004151713;48,5;2023-01-04 16:18:14.023 CET
2023-01-04 16:18:17.112 CET;1010123004151721;48,6;2023-01-04 16:18:21.371 CET
2023-01-04 16:18:31.812 CET;1010123004151735;48,7;2023-01-04 16:18:36.092 CET
2023-01-04 16:18:39.461 CET;1010123004151743;48,8;2023-01-04 16:18:43.690 CET
2023-01-04 16:19:01.851 CET;1010123004151805;48,9;2023-01-04 16:19:06.091 CET
2023-01-04 16:19:09.210 CET;1010123004151812;49;2023-01-04 16:19:13.450 CET
2023-01-04 16:19:24.200 CET;1010123004151827;49,1;2023-01-04 16:19:28.490 CET
2023-01-04 16:19:31.641 CET;1010123004151835;49,2;2023-01-04 16:19:35.930 CET
2023-01-04 16:19:53.750 CET;1010123004151857;49,3;2023-01-04 16:19:58.079 CET
2023-01-04 16:27:46.733 CET;1010123004151904;46,9;2023-01-04 16:27:51.032 CET
2023-01-04 16:28:19.532 CET;1010123004151911;46,8;2023-01-04 16:28:23.812 CET
2023-01-04 16:28:34.352 CET;1010123004151926;46,7;2023-01-04 16:28:38.572 CET
2023-01-04 16:29:33.831 CET;1010123004151933;46,8;2023-01-04 16:29:38.101 CET
2023-01-04 16:29:56.051 CET;1010123004151956;46,9;2023-01-04 16:30:00.260 CET
2023-01-04 16:30:25.630 CET;1010123004152824;47;2023-01-04 16:30:29.858 CET
2023-01-04 16:30:47.900 CET;1010123004152949;47,1;2023-01-04 16:30:52.098 CET
2023-01-04 16:30:55.210 CET;1010123004152957;47,2;2023-01-04 16:30:59.448 CET
2023-01-04 16:31:02.569 CET;1010123004153004;47,3;2023-01-04 16:31:06.898 CET
2023-01-04 16:31:10.039 CET;1010123004153011;47,5;2023-01-04 16:31:14.338 CET
2023-01-04 16:31:24.809 CET;1010123004153026;47,7;2023-01-04 16:31:29.048 CET
2023-01-04 16:31:32.249 CET;1010123004153034;47,8;2023-01-04 16:31:36.497 CET
2023-01-04 16:31:39.628 CET;1010123004153041;48;2023-01-04 16:31:43.937 CET
2023-01-04 16:31:47.029 CET;1010123004153049;48,1;2023-01-04 16:31:51.298 CET
2023-01-04 16:31:54.388 CET;1010123004153056;48,2;2023-01-04 16:31:58.739 CET
2023-01-04 16:32:01.828 CET;1010123004153103;48,3;2023-01-04 16:32:06.098 CET
2023-01-04 16:32:09.198 CET;1010123004153111;48,4;2023-01-04 16:32:13.528 CET
2023-01-04 16:32:16.668 CET;1010123004153118;48,5;2023-01-04 16:32:20.888 CET
2023-01-04 16:32:24.038 CET;1010123004153125;48,6;2023-01-04 16:32:28.256 CET
2023-01-04 16:32:46.257 CET;1010123004153147;48,8;2023-01-04 16:32:50.586 CET
2023-01-04 16:32:53.647 CET;1010123004153155;48,9;2023-01-04 16:32:57.936 CET
2023-01-04 16:33:01.086 CET;1010123004153202;49;2023-01-04 16:33:05.296 CET
2023-01-04 16:33:08.476 CET;1010123004153210;49,1;2023-01-04 16:33:12.736 CET
2023-01-04 16:33:23.296 CET;1010123004153224;49,3;2023-01-04 16:33:27.536 CET
2023-01-04 16:33:38.036 CET;1010123004153239;49,4;2023-01-04 16:33:42.335 CET
2023-01-04 16:33:45.456 CET;1010123004153246;49,5;2023-01-04 16:33:49.696 CET
2023-01-04 16:34:07.655 CET;1010123004153309;49,7;2023-01-04 16:34:11.936 CET
2023-01-04 16:34:22.476 CET;1010123004153331;49,8;2023-01-04 16:34:26.744 CET
2023-01-04 16:34:41.155 CET;1010123004153352;49,9;2023-01-04 16:34:45.375 CET
2023-01-04 16:34:54.335 CET;1010123004153407;50;2023-01-04 16:34:58.585 CET
2023-01-04 16:35:02.494 CET;1010123004153414;50,1;2023-01-04 16:35:06.733 CET
2023-01-04 16:35:15.845 CET;1010123004153428;50,2;2023-01-04 16:35:20.114 CET
2023-01-04 16:35:37.724 CET;1010123004153450;50,3;2023-01-04 16:35:42.025 CET
2023-01-04 16:35:45.775 CET;1010123004153457;50,4;2023-01-04 16:35:50.105 CET
2023-01-04 16:36:20.733 CET;1010123004153533;50,3;2023-01-04 16:36:25.062 CET
2023-01-04 16:36:28.852 CET;1010123004153540;50,4;2023-01-04 16:36:33.131 CET
2023-01-04 16:42:11.476 CET;1010123004153554;47,7;2023-01-04 16:42:15.825 CET
2023-01-04 16:47:01.112 CET;1010123004154224;47,1;2023-01-04 16:47:05.523 CET
2023-01-04 16:47:28.642 CET;1010123004154246;47,2;2023-01-04 16:47:32.911 CET
2023-01-04 16:47:36.013 CET;1010123004154627;47,1;2023-01-04 16:47:40.352 CET
2023-01-04 16:47:43.302 CET;1010123004154634;47;2023-01-04 16:47:47.632 CET
2023-01-04 16:48:05.582 CET;1010123004154710;47,1;2023-01-04 16:48:09.871 CET
2023-01-04 16:48:20.312 CET;1010123004154725;47,2;2023-01-04 16:48:24.592 CET
2023-01-04 16:48:27.651 CET;1010123004154732;47,3;2023-01-04 16:48:31.950 CET
2023-01-04 16:48:42.482 CET;1010123004154747;47,4;2023-01-04 16:48:46.832 CET
2023-01-04 16:48:50.042 CET;1010123004154754;47,5;2023-01-04 16:48:54.341 CET
2023-01-04 16:48:57.381 CET;1010123004154802;47,6;2023-01-04 16:49:01.631 CET
2023-01-04 16:49:04.790 CET;1010123004154809;47,7;2023-01-04 16:49:09.081 CET
2023-01-04 16:49:12.220 CET;1010123004154816;47,8;2023-01-04 16:49:16.510 CET
2023-01-04 16:49:19.500 CET;1010123004154824;47,9;2023-01-04 16:49:23.779 CET
2023-01-04 16:49:26.940 CET;1010123004154831;48;2023-01-04 16:49:31.150 CET
2023-01-04 16:49:34.309 CET;1010123004154839;48,2;2023-01-04 16:49:38.509 CET
2023-01-04 16:49:49.160 CET;1010123004154853;48,3;2023-01-04 16:49:53.459 CET
2023-01-04 16:49:56.450 CET;1010123004154901;48,4;2023-01-04 16:50:00.749 CET
2023-01-04 16:50:03.769 CET;1010123004154908;48,5;2023-01-04 16:50:08.029 CET
2023-01-04 16:50:11.299 CET;1010123004154916;48,6;2023-01-04 16:50:15.630 CET
2023-01-04 16:50:26.158 CET;1010123004154930;48,8;2023-01-04 16:50:30.338 CET
2023-01-04 16:50:48.418 CET;1010123004154953;48,9;2023-01-04 16:50:52.759 CET
2023-01-04 16:50:55.819 CET;1010123004155000;49;2023-01-04 16:51:00.108 CET
2023-01-04 16:51:03.259 CET;1010123004155007;49,1;2023-01-04 16:51:07.477 CET
2023-01-04 16:51:17.979 CET;1010123004155022;49,2;2023-01-04 16:51:22.197 CET
2023-01-04 16:51:25.447 CET;1010123004155030;49,3;2023-01-04 16:51:29.717 CET
2023-01-04 16:51:40.467 CET;1010123004155044;49,4;2023-01-04 16:51:44.667 CET
2023-01-04 16:51:47.726 CET;1010123004155052;49,5;2023-01-04 16:51:51.947 CET
2023-01-04 16:52:17.427 CET;1010123004155122;49,6;2023-01-04 16:52:21.707 CET
2023-01-04 16:52:24.766 CET;1010123004155129;49,7;2023-01-04 16:52:29.065 CET
2023-01-04 16:52:39.447 CET;1010123004155144;49,8;2023-01-04 16:52:43.706 CET
2023-01-04 16:53:09.006 CET;1010123004155213;49,9;2023-01-04 16:53:13.325 CET
2023-01-04 16:53:39.176 CET;1010123004155250;50;2023-01-04 16:53:43.476 CET
2023-01-04 16:53:47.165 CET;1010123004155257;50,1;2023-01-04 16:53:51.385 CET
2023-01-04 16:54:01.904 CET;1010123004155311;50,2;2023-01-04 16:54:06.285 CET
2023-01-04 16:54:31.755 CET;1010123004155340;50,3;2023-01-04 16:54:35.954 CET
2023-01-04 16:54:53.733 CET;1010123004155402;50,4;2023-01-04 16:54:57.963 CET
2023-01-04 16:55:01.053 CET;1010123004155409;50,3;2023-01-04 16:55:05.394 CET
2023-01-04 16:55:08.344 CET;1010123004155417;50,4;2023-01-04 16:55:12.674 CET
2023-01-04 16:55:30.634 CET;1010123004155438;50,5;2023-01-04 16:55:34.924 CET
2023-01-04 16:55:45.364 CET;1010123004155453;50,6;2023-01-04 16:55:49.632 CET
2023-01-04 16:56:22.312 CET;1010123004155529;50,7;2023-01-04 16:56:26.592 CET
2023-01-04 16:56:36.982 CET;1010123004155543;50,8;2023-01-04 16:56:41.311 CET
2023-01-04 17:19:46.934 CET;1010123004155557;45,9;2023-01-04 17:19:51.253 CET
2023-01-04 17:20:48.822 CET;1010123004155641;46;2023-01-04 17:20:53.032 CET
2023-01-04 17:21:10.752 CET;1010123004161955;46,1;2023-01-04 17:21:15.101 CET
2023-01-04 17:21:25.832 CET;1010123004162033;46,2;2023-01-04 17:21:30.141 CET
2023-01-04 17:21:33.181 CET;1010123004162040;46,4;2023-01-04 17:21:37.502 CET
2023-01-04 17:21:40.611 CET;1010123004162048;46,5;2023-01-04 17:21:44.940 CET
2023-01-04 17:21:58.220 CET;1010123004162109;46,6;2023-01-04 17:22:02.460 CET
