time;TraceabilityCode;ClutchBrakeTemperatureUnitOil;time.value
2023-02-01 12:13:32.792 CET;1010123032111123;48,4;2023-02-01 12:13:37.411 CET
2023-02-01 12:15:48.891 CET;1010123032111253;48,2;2023-02-01 12:15:53.552 CET
2023-02-01 12:15:57.861 CET;1010123032111301;48,1;2023-02-01 12:16:02.559 CET
2023-02-01 12:16:29.760 CET;1010123032111321;48;2023-02-01 12:16:34.460 CET
2023-02-01 12:17:45.869 CET;1010123032111642;48,1;2023-02-01 12:17:50.469 CET
2023-02-01 12:18:44.608 CET;1010123032111736;48,2;2023-02-01 12:18:49.267 CET
2023-02-01 12:19:01.368 CET;1010123032111752;48,3;2023-02-01 12:19:05.999 CET
2023-02-01 12:19:09.908 CET;1010123032111800;48,4;2023-02-01 12:19:14.469 CET
2023-02-01 12:19:34.989 CET;1010123032111824;48,5;2023-02-01 12:19:39.578 CET
2023-02-01 12:19:51.848 CET;1010123032111840;48,6;2023-02-01 12:19:56.467 CET
2023-02-01 12:20:33.806 CET;1010123032111921;48,7;2023-02-01 12:20:38.397 CET
2023-02-01 12:20:42.167 CET;1010123032111930;48,6;2023-02-01 12:20:46.796 CET
2023-02-01 12:20:59.086 CET;1010123032111947;48,7;2023-02-01 12:21:03.686 CET
2023-02-01 12:21:15.967 CET;1010123032112003;48,8;2023-02-01 12:21:20.635 CET
2023-02-01 12:21:41.385 CET;1010123032112028;48,9;2023-02-01 12:21:45.996 CET
2023-02-01 12:21:58.115 CET;1010123032112045;49;2023-02-01 12:22:02.795 CET
2023-02-01 12:22:23.315 CET;1010123032112110;49,2;2023-02-01 12:22:28.003 CET
2023-02-01 12:22:31.775 CET;1010123032112119;49,1;2023-02-01 12:22:36.394 CET
2023-02-01 12:22:40.134 CET;1010123032112127;49,2;2023-02-01 12:22:44.785 CET
2023-02-01 12:22:48.615 CET;1010123032112136;49,3;2023-02-01 12:22:53.203 CET
2023-02-01 12:23:05.305 CET;1010123032112153;49,2;2023-02-01 12:23:09.914 CET
2023-02-01 12:23:13.765 CET;1010123032112201;49,3;2023-02-01 12:23:18.404 CET
2023-02-01 12:23:22.085 CET;1010123032112209;49,4;2023-02-01 12:23:26.713 CET
2023-02-01 12:23:38.884 CET;1010123032112226;49,5;2023-02-01 12:23:43.513 CET
2023-02-01 12:24:20.931 CET;1010123032112308;49,6;2023-02-01 12:24:25.592 CET
2023-02-01 12:24:37.753 CET;1010123032112325;49,7;2023-02-01 12:24:42.391 CET
2023-02-01 12:25:44.982 CET;1010123032112432;49,8;2023-02-01 12:25:49.601 CET
2023-02-01 12:25:53.302 CET;1010123032112440;49,9;2023-02-01 12:25:57.911 CET
2023-02-01 12:26:10.012 CET;1010123032112457;50;2023-02-01 12:26:14.720 CET
2023-02-01 12:26:18.601 CET;1010123032112506;49,9;2023-02-01 12:26:23.201 CET
2023-02-01 12:26:26.901 CET;1010123032112514;50;2023-02-01 12:26:31.520 CET
2023-02-01 12:26:35.321 CET;1010123032112523;50,1;2023-02-01 12:26:39.921 CET
2023-02-01 12:27:08.901 CET;1010123032112556;50,2;2023-02-01 12:27:13.520 CET
2023-02-01 12:27:25.720 CET;1010123032112613;50,1;2023-02-01 12:27:30.331 CET
2023-02-01 12:27:34.061 CET;1010123032112621;50,2;2023-02-01 12:27:38.641 CET
2023-02-01 12:27:50.911 CET;1010123032112638;50,3;2023-02-01 12:27:55.529 CET
2023-02-01 12:28:58.119 CET;1010123032112746;50,2;2023-02-01 12:29:02.720 CET
2023-02-01 12:29:23.430 CET;1010123032112811;50,3;2023-02-01 12:29:28.007 CET
2023-02-01 12:30:47.568 CET;1010123032112935;50,2;2023-02-01 12:30:52.157 CET
2023-02-01 12:32:03.326 CET;1010123032113051;50,1;2023-02-01 12:32:08.006 CET
2023-02-01 12:32:11.816 CET;1010123032113059;50,2;2023-02-01 12:32:16.486 CET
2023-02-01 12:32:20.246 CET;1010123032113108;50,1;2023-02-01 12:32:24.877 CET
2023-02-01 12:32:37.046 CET;1010123032113124;50,2;2023-02-01 12:32:41.684 CET
2023-02-01 12:33:35.875 CET;1010123032113223;50,3;2023-02-01 12:33:40.484 CET
2023-02-01 12:35:00.122 CET;1010123032113347;50,2;2023-02-01 12:35:04.711 CET
2023-02-01 12:35:25.403 CET;1010123032113412;50,1;2023-02-01 12:35:30.003 CET
2023-02-01 12:35:42.423 CET;1010123032113430;50,2;2023-02-01 12:35:46.953 CET
2023-02-01 12:36:32.881 CET;1010123032113520;50,1;2023-02-01 12:36:37.519 CET
2023-02-01 12:37:15.190 CET;1010123032113602;50;2023-02-01 12:37:19.769 CET
2023-02-01 12:42:18.795 CET;1010123032113619;47,8;2023-02-01 12:42:34.755 CET
2023-02-01 12:42:55.115 CET;1010123032113627;47,5;2023-02-01 12:42:59.713 CET
2023-02-01 12:49:39.637 CET;1011623032114347;46,2;2023-02-01 12:49:44.316 CET
2023-02-01 12:54:23.301 CET;1010123032113701;45,6;2023-02-01 12:54:27.891 CET
2023-02-01 13:00:44.513 CET;1010123032113718;45,8;2023-02-01 13:00:49.203 CET
2023-02-01 13:01:18.552 CET;1010123032120027;45,9;2023-02-01 13:01:23.141 CET
2023-02-01 13:01:53.062 CET;1010123032120057;46;2023-02-01 13:01:57.611 CET
2023-02-01 13:02:09.742 CET;1010123032120112;45,9;2023-02-01 13:02:14.411 CET
2023-02-01 13:02:18.191 CET;1010123032120120;46;2023-02-01 13:02:22.812 CET
2023-02-01 13:02:26.601 CET;1010123032120128;46,1;2023-02-01 13:02:31.292 CET
2023-02-01 13:02:51.941 CET;1010123032120150;46,3;2023-02-01 13:02:56.492 CET
2023-02-01 13:03:00.290 CET;1010123032120158;46,4;2023-02-01 13:03:04.901 CET
2023-02-01 13:03:16.990 CET;1010123032120213;46,5;2023-02-01 13:03:21.611 CET
2023-02-01 13:03:25.401 CET;1010123032120220;46,6;2023-02-01 13:03:30.009 CET
2023-02-01 13:03:33.801 CET;1010123032120228;46,7;2023-02-01 13:03:38.401 CET
2023-02-01 13:03:50.561 CET;1010123032120243;46,8;2023-02-01 13:03:55.210 CET
2023-02-01 13:04:07.470 CET;1010123032120258;46,9;2023-02-01 13:04:12.029 CET
2023-02-01 13:04:15.849 CET;1010123032120307;47;2023-02-01 13:04:20.408 CET
2023-02-01 13:04:49.489 CET;1010123032120339;47,1;2023-02-01 13:04:54.177 CET
2023-02-01 13:05:06.408 CET;1010123032120355;47,2;2023-02-01 13:05:10.959 CET
2023-02-01 13:05:14.868 CET;1010123032120404;47,3;2023-02-01 13:05:19.448 CET
2023-02-01 13:05:31.677 CET;1010123032120420;47,4;2023-02-01 13:05:36.256 CET
2023-02-01 13:05:40.038 CET;1010123032120428;47,3;2023-02-01 13:05:44.647 CET
2023-02-01 13:05:48.467 CET;1010123032120436;47,4;2023-02-01 13:05:53.056 CET
2023-02-01 13:06:22.118 CET;1010123032120509;47,5;2023-02-01 13:06:26.737 CET
2023-02-01 13:06:47.346 CET;1010123032120535;47,6;2023-02-01 13:06:51.947 CET
2023-02-01 13:07:21.096 CET;1010123032120608;47,7;2023-02-01 13:07:25.697 CET
2023-02-01 13:07:46.336 CET;1010123032120633;47,8;2023-02-01 13:07:50.895 CET
2023-02-01 13:08:28.456 CET;1010123032120716;47,9;2023-02-01 13:08:33.065 CET
2023-02-01 13:08:45.226 CET;1010123032120732;48;2023-02-01 13:08:49.776 CET
2023-02-01 13:09:01.895 CET;1010123032120750;48,1;2023-02-01 13:09:06.565 CET
2023-02-01 13:09:27.145 CET;1010123032120815;48,2;2023-02-01 13:09:31.775 CET
2023-02-01 13:10:42.993 CET;1010123032120930;48,3;2023-02-01 13:10:47.624 CET
2023-02-01 13:10:51.364 CET;1010123032120938;48,4;2023-02-01 13:10:55.943 CET
2023-02-01 13:11:25.063 CET;1010123032121019;48,5;2023-02-01 13:11:29.631 CET
2023-02-01 13:11:58.802 CET;1010123032121051;48,6;2023-02-01 13:12:03.461 CET
2023-02-01 13:12:57.762 CET;1010123032121148;48,7;2023-02-01 13:13:02.342 CET
2023-02-01 13:13:06.131 CET;1010123032121156;48,6;2023-02-01 13:13:10.740 CET
2023-02-01 13:13:22.911 CET;1010123032121212;48,7;2023-02-01 13:13:27.460 CET
2023-02-01 13:14:04.920 CET;1010123032121253;48,8;2023-02-01 13:14:09.539 CET
2023-02-01 13:18:04.306 CET;1010123032121655;48,7;2023-02-01 13:18:08.917 CET
2023-02-01 13:18:29.706 CET;1010123032121720;48,8;2023-02-01 13:18:34.355 CET
2023-02-01 13:20:30.815 CET;1010123032121728;48,3;2023-02-01 13:20:35.404 CET
2023-02-01 13:20:40.194 CET;1010123032121736;48,2;2023-02-01 13:20:44.845 CET
2023-02-01 13:20:48.595 CET;1010123032121744;48;2023-02-01 13:20:53.234 CET
2023-02-01 13:21:05.453 CET;1010123032121800;47,9;2023-02-01 13:21:10.033 CET
2023-02-01 13:21:27.063 CET;1010123032121808;47,7;2023-02-01 13:21:31.644 CET
2023-02-01 13:22:18.293 CET;1010123032122113;47,8;2023-02-01 13:22:22.924 CET
2023-02-01 13:27:59.749 CET;1010123032122130;45,9;2023-02-01 13:28:06.479 CET
2023-02-01 13:28:24.598 CET;1010123032122138;45,7;2023-02-01 13:28:29.178 CET
2023-02-01 13:28:42.809 CET;1010123032122154;45,8;2023-02-01 13:28:47.398 CET
2023-02-01 13:28:59.778 CET;1010123032122210;45,9;2023-02-01 13:29:04.367 CET
2023-02-01 13:29:16.628 CET;1010123032122226;46;2023-02-01 13:29:21.247 CET
2023-02-01 13:29:24.957 CET;1010123032122234;46,2;2023-02-01 13:29:29.638 CET
2023-02-01 13:29:41.888 CET;1010123032122816;46,4;2023-02-01 13:29:46.516 CET
2023-02-01 13:30:07.177 CET;1010123032122840;46,5;2023-02-01 13:30:11.796 CET
2023-02-01 13:30:15.578 CET;1010123032122901;46,6;2023-02-01 13:30:20.197 CET
2023-02-01 13:30:32.417 CET;1010123032122920;46,8;2023-02-01 13:30:37.085 CET
2023-02-01 13:30:57.586 CET;1010123032122945;46,9;2023-02-01 13:31:02.286 CET
2023-02-01 13:31:14.476 CET;1010123032123002;47;2023-02-01 13:31:19.085 CET
2023-02-01 13:31:39.655 CET;1010123032123027;47,1;2023-02-01 13:31:44.285 CET
2023-02-01 13:31:48.105 CET;1010123032123036;47;2023-02-01 13:31:52.664 CET
2023-02-01 13:31:56.395 CET;1010123032123043;47,1;2023-02-01 13:32:01.085 CET
2023-02-01 13:32:04.835 CET;1010123032123052;47,2;2023-02-01 13:32:09.405 CET
2023-02-01 13:32:13.325 CET;1010123032123101;47,3;2023-02-01 13:32:17.884 CET
2023-02-01 13:32:38.434 CET;1010123032123126;47,4;2023-02-01 13:32:43.085 CET
2023-02-01 13:33:12.124 CET;1010123032123200;47,5;2023-02-01 13:33:16.673 CET
2023-02-01 13:33:28.684 CET;1010123032123216;47,6;2023-02-01 13:33:33.313 CET
2023-02-01 13:33:37.104 CET;1010123032123225;47,5;2023-02-01 13:33:41.792 CET
2023-02-01 13:33:45.703 CET;1010123032123233;47,6;2023-02-01 13:33:50.273 CET
2023-02-01 13:34:27.792 CET;1010123032123315;47,7;2023-02-01 13:34:32.361 CET
2023-02-01 13:34:53.183 CET;1010123032123341;47,8;2023-02-01 13:34:57.822 CET
2023-02-01 13:35:01.582 CET;1010123032123349;47,7;2023-02-01 13:35:06.211 CET
2023-02-01 13:35:18.411 CET;1010123032123405;47,8;2023-02-01 13:35:23.012 CET
2023-02-01 13:35:43.841 CET;1010123032123431;47,9;2023-02-01 13:35:48.440 CET
2023-02-01 13:36:00.770 CET;1010123032123448;48;2023-02-01 13:36:05.321 CET
2023-02-01 13:36:09.020 CET;1010123032123456;47,9;2023-02-01 13:36:13.651 CET
2023-02-01 13:36:17.391 CET;1010123032123505;48;2023-02-01 13:36:21.960 CET
2023-02-01 13:36:42.690 CET;1010123032123530;48,1;2023-02-01 13:36:47.321 CET
2023-02-01 13:37:08.180 CET;1010123032123555;48,2;2023-02-01 13:37:12.759 CET
2023-02-01 13:37:41.819 CET;1010123032123629;48,3;2023-02-01 13:37:46.450 CET
2023-02-01 13:37:50.140 CET;1010123032123637;48,2;2023-02-01 13:37:54.769 CET
2023-02-01 13:38:15.448 CET;1010123032123702;48,3;2023-02-01 13:38:20.128 CET
2023-02-01 13:38:32.398 CET;1010123032123719;48,4;2023-02-01 13:38:37.009 CET
2023-02-01 13:40:32.427 CET;1010123032123728;48,2;2023-02-01 13:40:37.096 CET
2023-02-01 13:40:49.477 CET;1010123032123745;48,1;2023-02-01 13:40:54.128 CET
2023-02-01 13:41:14.986 CET;1010123032123810;48;2023-02-01 13:41:19.645 CET
2023-02-01 13:41:31.976 CET;1010123032123827;47,9;2023-02-01 13:41:36.607 CET
2023-02-01 13:41:40.447 CET;1010123032123835;48;2023-02-01 13:41:45.006 CET
2023-02-01 13:42:14.165 CET;1010223032124051;48,1;2023-02-01 13:42:18.766 CET
2023-02-01 13:42:30.996 CET;1010223032124118;48,2;2023-02-01 13:42:35.575 CET
2023-02-01 13:42:39.325 CET;1010223032124126;48,3;2023-02-01 13:42:43.964 CET
2023-02-01 13:42:56.214 CET;1010223032124143;48,4;2023-02-01 13:43:00.776 CET
2023-02-01 13:43:12.895 CET;1010223032124159;48,5;2023-02-01 13:43:17.575 CET
2023-02-01 13:43:21.315 CET;1010223032124207;48,6;2023-02-01 13:43:25.966 CET
2023-02-01 13:43:38.164 CET;1010223032124225;48,7;2023-02-01 13:43:42.765 CET
2023-02-01 13:44:03.484 CET;1010223032124251;48,8;2023-02-01 13:44:08.055 CET
2023-02-01 13:44:20.234 CET;1010223032124306;48,9;2023-02-01 13:44:24.775 CET
2023-02-01 13:44:37.015 CET;1010223032124324;48,8;2023-02-01 13:44:41.584 CET
2023-02-01 13:44:45.444 CET;1010223032124333;48,9;2023-02-01 13:44:50.053 CET
2023-02-01 13:47:16.562 CET;1010223032124604;48,8;2023-02-01 13:47:21.171 CET
2023-02-01 13:47:24.953 CET;1010223032124612;48,9;2023-02-01 13:47:29.572 CET
2023-02-01 13:47:33.441 CET;1010223032124621;48,8;2023-02-01 13:47:37.970 CET
2023-02-01 13:47:41.842 CET;1010223032124629;48,9;2023-02-01 13:47:46.371 CET
2023-02-01 13:49:31.270 CET;1010223032124818;48,8;2023-02-01 13:49:35.901 CET
2023-02-01 13:49:48.091 CET;1010223032124835;48,9;2023-02-01 13:49:52.700 CET
2023-02-01 13:50:38.700 CET;1010223032124924;49;2023-02-01 13:50:43.349 CET
2023-02-01 13:52:11.509 CET;1010223032125058;49,1;2023-02-01 13:52:16.068 CET
2023-02-01 13:53:18.836 CET;1010223032125205;49,2;2023-02-01 13:53:23.496 CET
2023-02-01 13:53:35.648 CET;1010223032125223;49,1;2023-02-01 13:53:40.217 CET
2023-02-01 13:53:43.937 CET;1010223032125230;49,2;2023-02-01 13:53:48.536 CET
2023-02-01 13:54:51.316 CET;1010223032125338;49,3;2023-02-01 13:54:55.905 CET
2023-02-01 13:56:15.415 CET;1010223032125503;49,4;2023-02-01 13:56:19.984 CET
2023-02-01 13:59:53.171 CET;1010223032125743;49,2;2023-02-01 13:59:58.721 CET
2023-02-01 14:00:15.321 CET;1010223032125751;49,1;2023-02-01 14:00:19.910 CET
2023-02-01 14:00:23.740 CET;1010223032125800;49;2023-02-01 14:00:28.390 CET
2023-02-01 14:00:32.170 CET;1010223032125807;48,9;2023-02-01 14:00:36.779 CET
2023-02-01 14:00:40.569 CET;1010223032125816;48,8;2023-02-01 14:00:45.178 CET
2023-02-01 14:00:48.920 CET;1010223032125825;48,7;2023-02-01 14:00:53.509 CET
2023-02-01 14:01:05.710 CET;1010223032125842;48,6;2023-02-01 14:01:10.309 CET
2023-02-01 14:01:14.160 CET;1010223032125850;48,5;2023-02-01 14:01:18.789 CET
2023-02-01 14:01:47.920 CET;1010223032130035;48,6;2023-02-01 14:01:52.549 CET
2023-02-01 14:01:56.289 CET;1010223032130043;48,5;2023-02-01 14:02:00.959 CET
2023-02-01 14:02:04.749 CET;1010223032130052;48,6;2023-02-01 14:02:09.348 CET
2023-02-01 14:02:21.648 CET;1010223032130109;48,7;2023-02-01 14:02:26.227 CET
2023-02-01 14:02:30.059 CET;1010223032130117;48,8;2023-02-01 14:02:34.707 CET
2023-02-01 14:02:38.578 CET;1010223032130125;48,9;2023-02-01 14:02:43.188 CET
2023-02-01 14:03:20.578 CET;1010223032130208;49;2023-02-01 14:03:25.267 CET
2023-02-01 14:03:29.098 CET;1010223032130216;49,1;2023-02-01 14:03:33.667 CET
2023-02-01 14:03:54.378 CET;1010223032130241;49,2;2023-02-01 14:03:59.028 CET
2023-02-01 14:04:19.788 CET;1010223032130307;49,3;2023-02-01 14:04:24.457 CET
2023-02-01 14:04:36.786 CET;1010223032130324;49,4;2023-02-01 14:04:41.427 CET
2023-02-01 14:04:45.246 CET;1010223032130331;49,5;2023-02-01 14:04:49.826 CET
2023-02-01 14:04:53.627 CET;1010223032130340;49,4;2023-02-01 14:04:58.226 CET
2023-02-01 14:05:02.076 CET;1010223032130349;49,5;2023-02-01 14:05:06.716 CET
2023-02-01 14:05:10.526 CET;1010223032130357;49,6;2023-02-01 14:05:15.105 CET
2023-02-01 14:05:35.825 CET;1010223032130423;49,7;2023-02-01 14:05:40.384 CET
2023-02-01 14:06:17.875 CET;1010223032130504;49,8;2023-02-01 14:06:22.476 CET
2023-02-01 14:07:25.184 CET;1010223032130612;49,9;2023-02-01 14:07:29.825 CET
2023-02-01 14:07:42.164 CET;1010223032130629;49,8;2023-02-01 14:07:46.803 CET
2023-02-01 14:08:07.434 CET;1010223032130655;49,9;2023-02-01 14:08:11.983 CET
2023-02-01 14:08:15.785 CET;1010223032130703;49,8;2023-02-01 14:08:20.404 CET
2023-02-01 14:09:14.503 CET;1010223032130802;49,7;2023-02-01 14:09:19.114 CET
2023-02-01 14:09:39.802 CET;1010223032130827;49,8;2023-02-01 14:09:44.401 CET
2023-02-01 14:09:48.203 CET;1010223032130835;49,7;2023-02-01 14:09:52.782 CET
2023-02-01 14:11:03.822 CET;1010223032130951;49,6;2023-02-01 14:11:08.401 CET
2023-02-01 14:11:20.520 CET;1010223032131008;49,5;2023-02-01 14:11:25.190 CET
2023-02-01 14:12:19.401 CET;1010223032131107;49,6;2023-02-01 14:12:24.000 CET
2023-02-01 14:12:36.200 CET;1010223032131124;49,5;2023-02-01 14:12:40.789 CET
2023-02-01 14:13:18.400 CET;1010223032131206;49,6;2023-02-01 14:13:23.039 CET
2023-02-01 14:13:26.861 CET;1010223032131214;49,5;2023-02-01 14:13:31.440 CET
2023-02-01 14:14:00.390 CET;1010223032131248;49,4;2023-02-01 14:14:04.960 CET
2023-02-01 14:14:08.859 CET;1010223032131256;49,5;2023-02-01 14:14:13.438 CET
2023-02-01 14:15:16.128 CET;1010223032131404;49,6;2023-02-01 14:15:20.727 CET
2023-02-01 14:15:24.459 CET;1010223032131412;49,5;2023-02-01 14:15:29.039 CET
2023-02-01 14:17:38.806 CET;1010223032131626;49,6;2023-02-01 14:17:43.447 CET
2023-02-01 14:17:47.266 CET;1010223032131634;49,5;2023-02-01 14:17:51.857 CET
2023-02-01 14:18:04.026 CET;1010223032131652;49,6;2023-02-01 14:18:08.634 CET
2023-02-01 14:18:20.915 CET;1010223032131708;49,5;2023-02-01 14:18:25.516 CET
2023-02-01 14:19:36.463 CET;1010223032131823;49,6;2023-02-01 14:19:41.042 CET
2023-02-01 14:19:44.864 CET;1010223032131832;49,5;2023-02-01 14:19:49.443 CET
2023-02-01 14:20:35.273 CET;1010223032131923;49,6;2023-02-01 14:20:39.921 CET
2023-02-01 14:20:43.753 CET;1010223032131931;49,5;2023-02-01 14:20:48.322 CET
2023-02-01 14:22:15.961 CET;1010223032132104;49,4;2023-02-01 14:22:20.641 CET
2023-02-01 14:22:24.391 CET;1010223032132111;49,5;2023-02-01 14:22:29.040 CET
2023-02-01 14:22:32.842 CET;1010223032132120;49,4;2023-02-01 14:22:37.451 CET
2023-02-01 14:22:49.691 CET;1010223032132137;49,5;2023-02-01 14:22:54.322 CET
2023-02-01 14:23:14.851 CET;1010223032132202;49,4;2023-02-01 14:23:19.450 CET
2023-02-01 14:24:13.910 CET;1010223032132301;49,3;2023-02-01 14:24:18.480 CET
2023-02-01 14:25:38.207 CET;1010223032132426;49,4;2023-02-01 14:25:42.808 CET
2023-02-01 14:25:46.598 CET;1010223032132434;49,3;2023-02-01 14:25:51.207 CET
2023-02-01 14:26:28.628 CET;1010223032132515;49,4;2023-02-01 14:26:33.207 CET
2023-02-01 14:27:10.638 CET;1010223032132558;49,5;2023-02-01 14:27:15.207 CET
2023-02-01 14:27:18.987 CET;1010223032132606;49,4;2023-02-01 14:27:23.618 CET
2023-02-01 14:27:27.407 CET;1010223032132614;49,5;2023-02-01 14:27:32.017 CET
2023-02-01 14:28:01.177 CET;1010223032132648;49,6;2023-02-01 14:28:05.855 CET
2023-02-01 14:28:18.076 CET;1010223032132705;49,7;2023-02-01 14:28:22.746 CET
2023-02-01 14:29:08.546 CET;1010223032132803;49,8;2023-02-01 14:29:13.127 CET
2023-02-01 14:29:16.957 CET;1010223032132811;49,7;2023-02-01 14:29:21.526 CET
2023-02-01 14:29:42.085 CET;1010223032132835;49,8;2023-02-01 14:29:46.726 CET
2023-02-01 14:30:24.105 CET;1010223032132915;49,9;2023-02-01 14:30:28.655 CET
2023-02-01 14:30:40.815 CET;1010223032132931;50;2023-02-01 14:30:45.453 CET
2023-02-01 14:30:49.285 CET;1010223032132939;49,9;2023-02-01 14:30:53.924 CET
2023-02-01 14:31:06.025 CET;1010223032132955;50;2023-02-01 14:31:10.644 CET
2023-02-01 14:31:48.144 CET;1010223032133036;50,1;2023-02-01 14:31:52.834 CET
2023-02-01 14:34:44.701 CET;1010223032133332;50;2023-02-01 14:34:49.290 CET
2023-02-01 14:35:01.601 CET;1010223032133349;49,9;2023-02-01 14:35:06.252 CET
2023-02-01 14:35:43.822 CET;1010223032133430;49,8;2023-02-01 14:35:48.512 CET
2023-02-01 14:36:25.930 CET;1010223032133513;49,7;2023-02-01 14:36:30.500 CET
2023-02-01 14:36:42.710 CET;1010223032133530;49,8;2023-02-01 14:36:47.289 CET
2023-02-01 14:36:51.019 CET;1010223032133538;49,7;2023-02-01 14:36:55.609 CET
2023-02-01 14:37:41.549 CET;1010223032133629;49,6;2023-02-01 14:37:46.098 CET
2023-02-01 14:37:49.878 CET;1010223032133637;49,5;2023-02-01 14:37:54.499 CET
2023-02-01 14:38:31.917 CET;1010223032133719;49,6;2023-02-01 14:38:36.507 CET
2023-02-01 14:38:40.257 CET;1010223032133727;49,5;2023-02-01 14:38:44.828 CET
2023-02-01 14:39:56.026 CET;1010223032133843;49,4;2023-02-01 14:40:00.637 CET
2023-02-01 14:41:11.765 CET;1010223032133958;49,5;2023-02-01 14:41:16.345 CET
2023-02-01 14:41:45.305 CET;1010223032134032;49,4;2023-02-01 14:41:49.944 CET
2023-02-01 14:42:35.993 CET;1010223032134124;49,5;2023-02-01 14:42:40.654 CET
2023-02-01 14:42:52.874 CET;1010223032134140;49,4;2023-02-01 14:42:57.523 CET
2023-02-01 14:43:09.654 CET;1010223032134157;49,5;2023-02-01 14:43:14.263 CET
2023-02-01 14:43:18.023 CET;1010223032134205;49,6;2023-02-01 14:43:22.673 CET
2023-02-01 14:43:26.483 CET;1010223032134214;49,5;2023-02-01 14:43:31.073 CET
2023-02-01 14:43:34.834 CET;1010223032134222;49,6;2023-02-01 14:43:39.384 CET
2023-02-01 14:43:51.713 CET;1010223032134238;49,7;2023-02-01 14:43:56.344 CET
2023-02-01 14:44:08.552 CET;1010223032134256;49,8;2023-02-01 14:44:13.232 CET
2023-02-01 14:44:42.282 CET;1010223032134330;49,9;2023-02-01 14:44:46.901 CET
2023-02-01 14:45:49.701 CET;1010223032134437;50;2023-02-01 14:45:54.260 CET
2023-02-01 14:46:23.332 CET;1010223032134510;50,1;2023-02-01 14:46:27.941 CET
2023-02-01 14:46:48.661 CET;1010223032134536;50,2;2023-02-01 14:46:53.220 CET
2023-02-01 14:47:05.480 CET;1010223032134553;50,1;2023-02-01 14:47:10.051 CET
2023-02-01 14:47:13.861 CET;1010223032134601;50,2;2023-02-01 14:47:18.430 CET
2023-02-01 14:47:47.519 CET;1010223032134635;50,1;2023-02-01 14:47:52.099 CET
2023-02-01 14:47:55.940 CET;1010223032134643;50,2;2023-02-01 14:48:00.579 CET
2023-02-01 14:48:38.039 CET;1010223032134725;50,1;2023-02-01 14:48:42.667 CET
2023-02-01 14:49:20.049 CET;1010223032134807;50;2023-02-01 14:49:24.588 CET
2023-02-01 14:50:02.076 CET;1010223032134850;49,9;2023-02-01 14:50:06.665 CET
2023-02-01 14:50:18.857 CET;1010223032134906;49,8;2023-02-01 14:50:23.456 CET
2023-02-01 14:50:35.586 CET;1010223032134937;49,7;2023-02-01 14:50:40.276 CET
2023-02-01 14:51:26.135 CET;1010123032135020;49,6;2023-02-01 14:51:30.676 CET
2023-02-01 14:51:42.915 CET;1010123032135035;49,5;2023-02-01 14:51:47.476 CET
2023-02-01 14:51:51.276 CET;1010123032135042;49,6;2023-02-01 14:51:55.865 CET
2023-02-01 14:51:59.756 CET;1010123032135050;49,5;2023-02-01 14:52:04.354 CET
2023-02-01 14:53:40.792 CET;1010123032135227;49,4;2023-02-01 14:53:45.391 CET
2023-02-01 14:55:55.490 CET;1010123032135443;49,5;2023-02-01 14:56:00.111 CET
2023-02-01 14:56:46.150 CET;1010123032135533;49,6;2023-02-01 14:56:50.750 CET
2023-02-01 14:56:54.529 CET;1010123032135542;49,7;2023-02-01 14:56:59.150 CET
2023-02-01 14:57:19.749 CET;1010123032135607;49,8;2023-02-01 14:57:24.427 CET
2023-02-01 14:57:53.378 CET;1010123032135641;49,9;2023-02-01 14:57:57.959 CET
2023-02-01 14:58:35.247 CET;1010123032135723;50;2023-02-01 14:58:39.877 CET
2023-02-01 14:59:00.578 CET;1010123032135748;50,1;2023-02-01 14:59:05.145 CET
2023-02-01 14:59:34.137 CET;1010123032135821;50,2;2023-02-01 14:59:38.766 CET
2023-02-01 15:01:15.285 CET;1010123032140002;50,3;2023-02-01 15:01:19.865 CET
2023-02-01 15:01:23.724 CET;1010123032140011;50,2;2023-02-01 15:01:28.345 CET
2023-02-01 15:01:49.033 CET;1010123032140036;50,1;2023-02-01 15:01:53.654 CET
2023-02-01 15:01:57.503 CET;1010123032140045;50,2;2023-02-01 15:02:02.112 CET
2023-02-01 15:02:22.703 CET;1010123032140110;50,1;2023-02-01 15:02:27.322 CET
2023-02-01 15:02:39.493 CET;1010123032140126;50;2023-02-01 15:02:44.122 CET
2023-02-01 15:02:56.423 CET;1010123032140143;49,9;2023-02-01 15:03:01.082 CET
2023-02-01 15:03:47.002 CET;1010123032140234;49,8;2023-02-01 15:03:51.552 CET
2023-02-01 15:04:37.411 CET;1010123032140325;49,7;2023-02-01 15:04:42.029 CET
2023-02-01 15:04:45.921 CET;1010123032140333;49,8;2023-02-01 15:04:50.520 CET
2023-02-01 15:04:54.411 CET;1010123032140341;49,7;2023-02-01 15:04:59.000 CET
2023-02-01 15:05:11.299 CET;1010123032140358;49,6;2023-02-01 15:05:15.878 CET
2023-02-01 15:05:28.140 CET;1010123032140415;49,5;2023-02-01 15:05:32.829 CET
2023-02-01 15:05:36.720 CET;1010123032140424;49,6;2023-02-01 15:05:41.319 CET
2023-02-01 15:05:45.119 CET;1010123032140432;49,5;2023-02-01 15:05:49.720 CET
2023-02-01 15:06:01.908 CET;1010123032140449;49,6;2023-02-01 15:06:06.517 CET
2023-02-01 15:06:10.289 CET;1010123032140457;49,4;2023-02-01 15:06:14.917 CET
