time;TraceabilityCode;Defect
2023-04-20 16:13:27;1010223110140529;Odciśnięte miejsce (marks)
2023-04-20 16:13:18;1010223110140502;Odciśnięte miejsce (marks)
2023-04-20 16:13:10;1010223110140453;Odciśnięte miejsce (marks)
2023-04-20 16:12:59;1010223110140435;Odciśnięte miejsce (marks)
2023-04-20 16:12:49;1010223110140426;Odciśnięte miejsce (marks)
2023-04-20 16:12:43;1010223110140417;Odciśnięte miejsce (marks)
2023-04-20 16:12:34;1010223110140408;Odciśnięte miejsce (marks)
2023-04-20 14:50:33;1010223110124801;Deformacja (deformation)
2023-04-20 07:29:34;1010223110052716;Odciśnięte miejsce (marks)
2023-04-20 07:29:21;1010223110052622;Błąd materiału (meterial failure)
2023-04-19 12:26:42;1010223109102221;Odciśnięte miejsce (marks)
2023-04-19 12:25:25;1010223109102203;Odciśnięte miejsce (marks)
2023-04-19 12:25:16;1010223109102145;Odciśnięte miejsce (marks)
2023-04-19 12:25:09;1010223109102115;Odciśnięte miejsce (marks)
2023-04-19 12:25:01;1010223109101932;Odciśnięte miejsce (marks)
2023-04-18 15:14:16;1010123108131149;Pikos (marks/contamination)
2023-04-18 15:09:30;1010123108130716;Pikos (marks/contamination)
2023-04-18 15:09:19;1010123108130716;Pikos (marks/contamination)
2023-04-18 15:08:48;1010123108130614;Pikos (marks/contamination)
2023-04-17 21:39:23;1010223107193340;Odciśnięte miejsce (marks)
2023-04-17 21:39:15;1010223107193330;Odciśnięte miejsce (marks)
2023-04-17 21:39:08;1010223107193311;Odciśnięte miejsce (marks)
2023-04-17 21:38:59;1010223107193302;Odciśnięte miejsce (marks)
2023-04-13 01:54:35;1010123102235157;Deformacja (deformation)
2023-04-13 01:39:33;1010223102233559;Deformacja (deformation)
2023-04-07 21:32:19;1010223097193033;Deformacja (deformation)
2023-04-07 09:37:38;1010123097070526;Pikos (marks/contamination)
2023-04-05 13:29:06;1010123095112633;Wgniot (dent)
2023-04-05 13:27:49;1010223095112548;Wgniot (dent)
2023-04-05 13:17:04;1010223095111502;Wgniot (dent)
2023-04-05 13:16:21;1010223095111158;Odciśnięte miejsce (marks)
2023-04-05 13:14:31;1010223095111149;Wgniot (dent)
2023-04-04 10:05:08;1010123094080054;Odciśnięte miejsce (marks)
2023-03-21 22:18:16;1010123080211148;Odciśnięte miejsce (marks)
2023-03-21 22:18:09;1010123080211141;Pofalowanie (waves)
2023-03-21 01:42:23;1010223080003822;Deformacja (deformation)
2023-03-21 01:42:14;1010223080003804;Deformacja (deformation)
2023-03-20 18:46:21;1010123079174442;Odciśnięte miejsce (marks)
2023-03-20 18:46:14;1010123079174433;Odciśnięte miejsce (marks)
2023-03-20 18:44:44;1010123079174218;Odciśnięte miejsce (marks)
2023-03-20 18:44:35;1010123079174209;Odciśnięte miejsce (marks)
2023-03-20 18:44:18;1010123079174151;Odciśnięte miejsce (marks)
2023-03-20 18:43:59;1010123079174124;Odciśnięte miejsce (marks)
2023-03-20 18:43:49;1010123079173843;Korozja (corrosion)
2023-03-20 18:43:39;1010123079173816;Odciśnięte miejsce (marks)
2023-03-20 18:43:24;1010123079173758;Odciśnięte miejsce (marks)
2023-03-16 08:17:20;1010223075071331;Wgniot (dent)
2023-03-16 03:37:08;1010123075023024;Deformacja (deformation)
2023-03-15 20:56:29;1010223074195027;Odciśnięte miejsce (marks)
2023-03-15 20:56:22;1010223074195019;Odciśnięte miejsce (marks)
2023-03-15 20:56:15;1010223074195010;Odciśnięte miejsce (marks)
2023-03-15 20:47:42;1010223074194604;Odciśnięte miejsce (marks)
2023-03-15 20:47:34;1010223074194528;Odciśnięte miejsce (marks)
2023-03-15 20:47:25;1010223074194502;Odciśnięte miejsce (marks)
2023-03-15 12:45:02;1010123074113424;Deformacja (deformation)
2023-03-15 12:44:51;1010123074113413;Deformacja (deformation)
2023-03-15 12:16:27;1010123074111305;Deformacja (deformation)
2023-03-15 12:00:37;1010123074105426;Deformacja (deformation)
2023-03-15 01:10:32;1010123074000753;Odciśnięte miejsce (marks)
2023-03-14 21:02:50;1010123073175351;Pikos (marks/contamination)
2023-03-14 21:02:41;1010123073175359;Pikos (marks/contamination)
2023-03-13 08:59:31;1010123072075657;Błąd materiału (meterial failure)
2023-03-09 11:26:22;1010123068102249;Deformacja (deformation)
2023-03-09 11:20:40;1010123068101805;Deformacja (deformation)
2023-03-09 10:56:47;1010123068095406;Pikos (marks/contamination)
2023-03-09 09:00:24;1010123068075457;Odciśnięte miejsce (marks)
2023-03-09 08:57:26;1010123068075248;Pikos (marks/contamination)
2023-03-09 08:57:16;1010123068075308;Błąd materiału (meterial failure)
2023-03-09 08:55:03;1010123068075200;Pikos (marks/contamination)
2023-03-09 08:51:36;1010223068074852;Pikos (marks/contamination)
2023-03-09 08:36:59;1012823068073134;Deformacja (deformation)
2023-03-09 08:30:41;1012823068072827;Deformacja (deformation)
2023-03-09 06:22:32;1010123068052012;Pofalowanie (waves)
2023-03-09 06:17:52;1010123068051622;Pofalowanie (waves)
2023-03-09 06:16:38;1010123068051428;Pofalowanie (waves)
2023-03-09 06:16:26;1010123068050948;Pofalowanie (waves)
2023-03-09 06:15:54;1010123068050923;Pofalowanie (waves)
2023-03-09 06:15:42;1010123068050906;Pofalowanie (waves)
2023-03-09 06:14:27;1010123068050622;Pofalowanie (waves)
2023-03-09 06:14:02;1010123068050622;Pofalowanie (waves)
2023-03-09 06:12:41;1010123068050556;Pofalowanie (waves)
2023-03-09 06:11:00;1010123068050604;Pofalowanie (waves)
2023-03-09 06:10:51;1010123068050547;Pofalowanie (waves)
2023-03-08 18:58:28;1010223067175234;Deformacja (deformation)
2023-03-08 00:05:42;1010223066225931;Przeciągnięcie (thinning)
2023-03-08 00:05:33;1010223066225924;Przeciągnięcie (thinning)
2023-03-08 00:05:25;1010223066225917;Pęknięcie (cracks)
2023-03-08 00:05:17;1010223066225909;Pęknięcie (cracks)
2023-03-08 00:05:09;1010223066225902;Przeciągnięcie (thinning)
2023-03-08 00:05:00;1010223066225855;Przeciągnięcie (thinning)
2023-03-08 00:04:48;1010223066225848;Pęknięcie (cracks)
2023-03-08 00:04:42;1010223066225841;Pęknięcie (cracks)
2023-03-08 00:04:34;1010223066225834;Pęknięcie (cracks)
2023-03-08 00:04:25;1010223066225827;Pęknięcie (cracks)
2023-03-06 19:42:38;1010123065183944;Błąd materiału (meterial failure)
2023-03-04 00:49:56;1010223062234525;Przeciągnięcie (thinning)
2023-03-04 00:48:15;1010223062233507;Przeciągnięcie (thinning)
2023-03-04 00:48:07;1010223062233354;Przeciągnięcie (thinning)
2023-03-04 00:36:42;1010223062232733;Przeciągnięcie (thinning)
2023-03-04 00:36:35;1010223062232714;Przeciągnięcie (thinning)
2023-03-04 00:36:29;1010223062232706;Przeciągnięcie (thinning)
2023-03-04 00:35:43;1010223062232501;Wgniot (dent)
2023-03-04 00:35:37;1010223062232453;Wgniot (dent)
2023-03-04 00:35:29;1010223062232445;Odciśnięte miejsce (marks)
2023-03-04 00:35:16;1010223062230107;Odciśnięte miejsce (marks)
2023-03-04 00:35:09;1010223062225408;Odciśnięte miejsce (marks)
2023-03-03 13:00:09;1010123062115755;Deformacja (deformation)
2023-03-03 13:00:00;1010123062115746;Deformacja (deformation)
2023-03-03 12:59:52;1010123062115737;Deformacja (deformation)
2023-03-03 12:59:47;1010123062115728;Deformacja (deformation)
2023-03-03 12:59:29;1010123062115719;Deformacja (deformation)
2023-03-03 12:57:57;1010123062115533;Błąd materiału (meterial failure)
2023-03-03 12:57:50;1010123062115524;Błąd materiału (meterial failure)
2023-02-28 01:49:47;1010123059004600;Przeciągnięcie (thinning)
2023-02-28 01:49:40;1010123059004552;Przeciągnięcie (thinning)
2023-02-28 01:49:34;1010123059004543;Przeciągnięcie (thinning)
2023-02-28 01:49:27;1010123059004535;Przeciągnięcie (thinning)
2023-02-28 01:49:21;1010123059004527;Przeciągnięcie (thinning)
2023-02-28 01:49:12;1010123059004519;Przeciągnięcie (thinning)
2023-02-27 23:14:52;1010123058221220;Odciśnięte miejsce (marks)
2023-02-17 12:52:55;1010223048113401;Odciśnięte miejsce (marks)
2023-02-17 11:01:29;1010123048095932;Pikos (marks/contamination)
2023-02-17 11:01:21;1010123048095922;Pikos (marks/contamination)
2023-02-17 11:01:14;1010123048095913;Pikos (marks/contamination)
2023-02-17 11:01:09;1010123048095458;Pikos (marks/contamination)
2023-02-17 11:00:08;1010123048095041;Pikos (marks/contamination)
2023-02-17 10:59:51;1010123048095008;Pikos (marks/contamination)
2023-02-17 07:19:43;1010123048061215;Deformacja (deformation)
2023-02-17 07:19:29;1010123048061330;Deformacja (deformation)
2023-02-17 00:08:31;1010223047230652;Błąd materiału (meterial failure)
2023-02-16 22:29:32;1010123047212806;Błąd materiału (meterial failure)
2023-02-16 14:29:40;1010123047132801;Odciśnięte miejsce (marks)
2023-02-16 13:00:27;1010223047114448;Pikos (marks/contamination)
2023-02-16 10:41:34;1010123047093312;Pikos (marks/contamination)
2023-02-16 10:41:27;1010123047093302;Pikos (marks/contamination)
2023-02-16 10:29:16;1010123047091712;Deformacja (deformation)
2023-02-16 10:20:44;1010123047091011;Pikos (marks/contamination)
2023-02-16 10:20:37;1010123047091001;Pikos (marks/contamination)
2023-02-16 10:20:11;1010123047090842;Pikos (marks/contamination)
2023-02-16 10:19:35;1010123047090856;Pikos (marks/contamination)
2023-02-16 10:19:18;1010123047090951;Pikos (marks/contamination)
2023-02-16 10:19:10;1010123047090940;Pikos (marks/contamination)
2023-02-16 10:19:02;1010123047090926;Pikos (marks/contamination)
2023-02-16 10:18:53;1010123047090917;Pikos (marks/contamination)
2023-02-16 10:18:44;1010123047090907;Pikos (marks/contamination)
2023-02-16 10:16:20;1010123047084415;Pikos (marks/contamination)
2023-02-16 10:16:14;1010123047084353;Pikos (marks/contamination)
2023-02-16 10:16:08;1010123047083729;Pikos (marks/contamination)
2023-02-16 10:15:59;1010123047083703;Pikos (marks/contamination)
2023-02-16 10:15:53;1010123047083653;Pikos (marks/contamination)
2023-02-16 10:13:41;1010123047083653;Pikos (marks/contamination)
2023-02-14 08:14:10;1010123045071156;Deformacja (deformation)
2023-02-14 08:14:04;1010123045071147;Deformacja (deformation)
2023-02-14 08:13:56;1010123045071139;Deformacja (deformation)
2023-02-14 08:13:49;1010123045071122;Deformacja (deformation)
2023-02-14 08:13:42;1010123045071105;Deformacja (deformation)
2023-02-10 03:36:59;1010123041023452;Pęknięcie (cracks)
2023-02-10 03:36:45;1010123040233503;Pęknięcie (cracks)
2023-02-10 02:13:37;1010223041010947;Pofalowanie (waves)
2023-02-10 02:03:40;1010123041005922;Przeciągnięcie (thinning)
2023-02-10 02:01:43;1010123041005840;Przeciągnięcie (thinning)
2023-02-10 02:01:20;1010123041005814;Przeciągnięcie (thinning)
2023-02-10 02:01:13;1010123041005806;Przeciągnięcie (thinning)
2023-02-10 00:37:45;1010123040232832;Pofalowanie (waves)
2023-02-10 00:37:37;1010123040232825;Pofalowanie (waves)
2023-02-10 00:37:31;1010123040232818;Pofalowanie (waves)
2023-02-10 00:34:18;1010223040232710;Pofalowanie (waves)
2023-02-10 00:31:34;1010223040232529;Pofalowanie (waves)
2023-02-10 00:31:25;1010223040232520;Pofalowanie (waves)
2023-02-09 23:18:11;1010223040221251;Odciśnięte miejsce (marks)
2023-02-09 23:17:59;1010223040220722;Odciśnięte miejsce (marks)
2023-02-09 23:17:47;1010223040220713;Odciśnięte miejsce (marks)
2023-02-09 23:15:45;1010223040220705;Odciśnięte miejsce (marks)
2023-02-09 23:15:36;1010223040220656;Odciśnięte miejsce (marks)
2023-02-09 18:51:36;1010223040174912;Pikos (marks/contamination)
2023-02-09 18:51:28;1010223040174855;Pikos (marks/contamination)
2023-02-09 18:51:21;1010223040174846;Pikos (marks/contamination)
2023-02-09 18:51:14;1010223040174837;Pikos (marks/contamination)
2023-02-09 18:51:07;1010223040174828;Pikos (marks/contamination)
2023-02-09 18:50:59;1010223040174743;Pikos (marks/contamination)
2023-02-09 18:50:52;1010223040174752;Pikos (marks/contamination)
2023-02-09 18:50:43;1010223040174810;Pikos (marks/contamination)
2023-02-09 18:50:20;1010223040174828;Pikos (marks/contamination)
2023-02-09 18:50:07;1010223040174818;Pikos (marks/contamination)
2023-02-09 18:49:59;1010223040174752;Pikos (marks/contamination)
2023-02-09 18:49:12;1010223040174734;Pikos (marks/contamination)
2023-02-09 18:49:04;1010223040174725;Pikos (marks/contamination)
2023-02-09 18:48:57;1010223040174715;Pikos (marks/contamination)
2023-02-09 18:48:23;1010223040174648;Pikos (marks/contamination)
2023-02-09 18:48:15;1010223040174630;Pikos (marks/contamination)
2023-02-09 18:48:07;1010223040174612;Pikos (marks/contamination)
2023-02-09 18:47:59;1010223040174536;Pikos (marks/contamination)
2023-02-09 18:47:52;1010223040174509;Pikos (marks/contamination)
2023-02-09 12:02:12;1010223040105950;Deformacja (deformation)
2023-02-09 11:36:40;1010223040103501;Deformacja (deformation)
2023-02-09 10:35:40;1010123040090250;Deformacja (deformation)
2023-02-09 10:35:40;1010123040090250;Deformacja (deformation)
2023-02-09 03:33:49;1010123040021719;Odciśnięte miejsce (marks)
2023-02-08 20:44:02;1010223039193213;Pofalowanie (waves)
2023-02-08 20:43:54;1010223039193206;Pofalowanie (waves)
2023-02-08 20:43:47;1010223039193147;Pofalowanie (waves)
2023-02-08 20:12:39;1010223039190627;Deformacja (deformation)
2023-02-08 20:09:21;1010223039190618;Pikos (marks/contamination)
2023-02-08 20:09:14;1010223039190609;Pikos (marks/contamination)
2023-02-02 13:56:56;1010123033125522;Błąd materiału (meterial failure)
2023-02-02 13:23:27;1010223033121614;Pofalowanie (waves)
2023-02-02 13:20:44;1010223033121541;Pofalowanie (waves)
2023-02-02 13:20:31;1010223033121534;Pofalowanie (waves)
2023-02-02 13:20:19;1010223033121429;Pofalowanie (waves)
2023-02-02 13:03:38;1010223033115503;Pofalowanie (waves)
2023-02-02 13:03:29;1010223033115456;Pofalowanie (waves)
2023-02-02 13:03:22;1010223033115449;Pofalowanie (waves)
2023-02-02 11:36:32;1010223033103412;Odciśnięte miejsce (marks)
2023-02-02 10:16:04;1010123033091340;Deformacja (deformation)
2023-02-02 10:08:58;1010123033090409;Deformacja (deformation)
2023-02-02 10:08:46;1010123033090402;Pofalowanie (waves)
2023-02-02 10:08:39;1010123033090307;Pofalowanie (waves)
2023-02-02 10:08:31;1010123033090252;Pofalowanie (waves)
2023-02-02 07:57:50;1010223033065615;Odciśnięte miejsce (marks)
2023-02-02 06:14:11;1010123033051233;Odciśnięte miejsce (marks)
2023-02-02 06:13:17;1010123033051130;Odciśnięte miejsce (marks)
2023-02-01 13:20:59;1010123032121703;Przeciągnięcie (thinning)
2023-02-01 12:35:04;1010123032113305;Przeciągnięcie (thinning)
2023-02-01 02:40:02;1010123032013823;Pikos (marks/contamination)
2023-02-01 02:39:50;1010123032013814;Pikos (marks/contamination)
2023-02-01 02:39:27;1010123032013729;Pikos (marks/contamination)
2023-02-01 02:39:18;1010123032013720;Pikos (marks/contamination)
2023-02-01 02:39:09;1010123032013720;Pikos (marks/contamination)
2023-02-01 02:38:57;1010123032013711;Pikos (marks/contamination)
2023-02-01 02:38:48;1010123032013702;Pikos (marks/contamination)
2023-02-01 02:38:36;1010123032013652;Pikos (marks/contamination)
2023-01-31 19:21:09;1010123031181730;Wgniot (dent)
2023-01-30 19:26:55;1010123030182428;Odciśnięte miejsce (marks)
2023-01-30 17:05:41;1010123030155925;Pikos (marks/contamination)
2023-01-30 17:05:33;1010123030155915;Pikos (marks/contamination)
2023-01-30 17:05:25;1010123030155915;Pikos (marks/contamination)
2023-01-30 17:05:19;1010123030155904;Pikos (marks/contamination)
2023-01-30 17:05:12;1010123030155853;Pikos (marks/contamination)
2023-01-30 17:05:04;1010123030155853;Pikos (marks/contamination)
2023-01-30 17:04:55;1010123030155853;Pikos (marks/contamination)
2023-01-30 17:04:46;1010123030155843;Pikos (marks/contamination)
2023-01-30 17:04:37;1010123030155832;Pikos (marks/contamination)
2023-01-30 17:04:25;1010123030155821;Pikos (marks/contamination)
2023-01-30 17:04:16;1010123030155810;Pikos (marks/contamination)
2023-01-30 17:04:05;1010123030155800;Pikos (marks/contamination)
2023-01-30 16:47:33;1010123030154139;Pikos (marks/contamination)
2023-01-30 16:46:03;1010123030154056;Pikos (marks/contamination)
2023-01-30 16:43:05;1010123030153823;Pikos (marks/contamination)
2023-01-30 16:42:56;1010123030153921;Pikos (marks/contamination)
2023-01-30 16:39:29;1010123030153630;Odciśnięte miejsce (marks)
2023-01-30 16:24:59;1010123030152135;Deformacja (deformation)
2023-01-30 16:03:55;1010223030145911;Deformacja (deformation)
2023-01-30 16:01:27;1010223030145705;Deformacja (deformation)
2023-01-30 15:57:59;1010223030145447;Odciśnięte miejsce (marks)
2023-01-30 15:56:27;1010223030145328;Odciśnięte miejsce (marks)
2023-01-30 15:27:48;1010223030142111;Odciśnięte miejsce (marks)
2023-01-30 15:27:26;1010223030142102;Odciśnięte miejsce (marks)
2023-01-30 15:27:19;1010223030142042;Odciśnięte miejsce (marks)
2023-01-30 15:26:57;1010123030141938;Pikos (marks/contamination)
2023-01-30 15:26:32;1010123030141928;Pikos (marks/contamination)
2023-01-30 15:26:21;1010123030141917;Pikos (marks/contamination)
2023-01-30 15:21:10;1010123030141720;Pikos (marks/contamination)
2023-01-30 15:02:15;1010123030135237;Rysa (scratch)
2023-01-30 15:00:56;1010123030135204;Pikos (marks/contamination)
2023-01-30 15:00:37;1010123030135152;Pikos (marks/contamination)
2023-01-30 15:00:25;1010123030135130;Pikos (marks/contamination)
2023-01-30 14:21:02;1010123030080057;Deformacja (deformation)
2023-01-30 14:16:53;1010123030080047;Deformacja (deformation)
2023-01-27 11:39:01;1010223027103703;Pikos (marks/contamination)
2023-01-27 11:35:08;1010223027103041;Pikos (marks/contamination)
2023-01-27 11:34:57;1010223027103032;Pikos (marks/contamination)
2023-01-27 11:34:48;1010223027103023;Pikos (marks/contamination)
2023-01-27 11:34:37;1010223027103014;Pikos (marks/contamination)
2023-01-27 11:34:03;1010223027102946;Pikos (marks/contamination)
2023-01-27 11:33:20;1010223027102917;Pikos (marks/contamination)
2023-01-27 11:33:12;1010223027101553;Pikos (marks/contamination)
2023-01-27 11:32:54;1010223027101544;Pikos (marks/contamination)
2023-01-27 10:40:02;1010123027093534;Pikos (marks/contamination)
2023-01-27 10:39:37;1010123027093735;Pikos (marks/contamination)
2023-01-26 07:44:29;1010223026063849;Deformacja (deformation)
2023-01-26 07:44:29;1010223026063849;Deformacja (deformation)
2023-01-25 19:17:23;1010223025181426;Deformacja (deformation)
2023-01-25 19:17:13;1010223025181417;Deformacja (deformation)
2023-01-25 19:17:06;1010223025181409;Deformacja (deformation)
2023-01-25 19:14:29;1010223025181203;Deformacja (deformation)
2023-01-25 19:11:35;1010223025180852;Deformacja (deformation)
2023-01-25 19:11:28;1010223025180843;Deformacja (deformation)
2023-01-25 19:11:11;1010223025180816;Deformacja (deformation)
2023-01-25 19:11:03;1010223025180816;Deformacja (deformation)
2023-01-25 05:23:17;1010123025042139;Deformacja (deformation)
2023-01-24 17:33:03;1010123024162948;Rysa (scratch)
2023-01-24 17:32:46;1010123024162939;Rysa (scratch)
2023-01-24 17:32:37;1010123024162930;Rysa (scratch)
2023-01-24 14:39:00;1010123024133719;Wgniot (dent)
2023-01-24 08:55:15;1010223024075234;Błąd materiału (meterial failure)
2023-01-24 08:17:15;1010123024071253;Deformacja (deformation)
2023-01-20 21:39:05;1010223020202034;Pikos (marks/contamination)
2023-01-20 21:18:30;1010223020201519;Pikos (marks/contamination)
2023-01-20 21:18:23;1010223020201510;Pikos (marks/contamination)
2023-01-20 21:18:17;1010223020201452;Pikos (marks/contamination)
2023-01-20 21:18:10;1010223020201442;Pikos (marks/contamination)
2023-01-20 17:06:16;1010223020160325;Deformacja (deformation)
2023-01-20 17:05:44;1010223020155429;Deformacja (deformation)
2023-01-20 13:35:09;1010123020122719;Odciśnięte miejsce (marks)
2023-01-20 13:34:57;1010123020122659;Odciśnięte miejsce (marks)
2023-01-20 13:34:06;1010123020122601;Odciśnięte miejsce (marks)
2023-01-20 10:53:01;1010123020094854;Deformacja (deformation)
2023-01-20 10:52:54;1010123020094847;Deformacja (deformation)
2023-01-20 10:52:38;1010123020094833;Deformacja (deformation)
2023-01-20 10:52:26;1010123020094839;Deformacja (deformation)
2023-01-20 10:52:15;1010123020094810;Deformacja (deformation)
2023-01-20 10:52:05;1010123020094803;Deformacja (deformation)
2023-01-20 10:51:57;1010123020094756;Deformacja (deformation)
2023-01-20 10:47:31;1010223020094514;Błąd materiału (meterial failure)
2023-01-20 10:38:01;1010123020093615;Deformacja (deformation)
2023-01-20 08:10:39;1010223020070815;Deformacja (deformation)
2023-01-20 06:06:06;1010123020045713;Deformacja (deformation)
2023-01-20 06:05:24;1010223020045127;Deformacja (deformation)
2023-01-20 05:50:46;1010223020040729;Deformacja (deformation)
2023-01-17 20:11:33;1010223017190025;Deformacja (deformation)
2023-01-17 20:11:20;1010223017190009;Deformacja (deformation)
2023-01-17 20:10:35;1010223017185953;Deformacja (deformation)
2023-01-17 18:26:54;1010123017172254;Deformacja (deformation)
2023-01-17 18:26:54;1010123017172254;Deformacja (deformation)
2023-01-16 12:08:00;1010123016110147;Pęknięcie (cracks)
2023-01-16 12:07:49;1010123016110138;Pęknięcie (cracks)
2023-01-16 12:06:13;1010123016105119;Pęknięcie (cracks)
2023-01-16 11:46:35;1010123016103619;Pikos (marks/contamination)
2023-01-16 11:46:10;1010123016101555;Pofalowanie (waves)
2023-01-16 11:45:50;1010123016102047;Pofalowanie (waves)
2023-01-16 10:46:44;1010123016094317;Błąd materiału (meterial failure)
2023-01-16 10:46:35;1010123016094309;Błąd materiału (meterial failure)
2023-01-16 10:46:27;1010123016094300;Błąd materiału (meterial failure)
2023-01-16 10:46:17;1010123016094252;Błąd materiału (meterial failure)
2023-01-16 10:46:07;1010123016094241;Błąd materiału (meterial failure)
2023-01-16 10:46:03;1010123016094317;Błąd materiału (meterial failure)
2023-01-16 10:45:59;1010123016094233;Błąd materiału (meterial failure)
2023-01-16 10:31:46;1010223016092858;Błąd materiału (meterial failure)
2023-01-16 10:31:37;1010123016092829;Błąd materiału (meterial failure)
2023-01-16 10:31:27;1010123016092820;Błąd materiału (meterial failure)
2023-01-16 10:31:19;1010123016092811;Błąd materiału (meterial failure)
2023-01-16 10:21:28;1010123016085831;Przeciągnięcie (thinning)
2023-01-16 09:44:30;1010123016084221;Błąd materiału (meterial failure)
2023-01-16 09:44:19;1010123016084214;Błąd materiału (meterial failure)
2023-01-16 09:44:04;1010123016084207;Błąd materiału (meterial failure)
2023-01-16 08:53:38;1010123016075118;Błąd materiału (meterial failure)
2023-01-16 08:53:27;1010123016075132;Błąd materiału (meterial failure)
2023-01-16 06:39:56;1010123016053507;Deformacja (deformation)
2023-01-12 09:42:19;1010123012083406;Odciśnięte miejsce (marks)
2023-01-12 09:42:11;1010123012083357;Odciśnięte miejsce (marks)
2023-01-12 08:44:39;1010223012073936;Przeciągnięcie (thinning)
2023-01-12 08:44:34;1010223012073927;Przeciągnięcie (thinning)
