time;TraceabilityCode;Cylinder4MaxParalelismErrorInBDC;time.value
2023-01-04 14:42:53.408 CET;1010223004134159;1,4;2023-01-04 14:43:24.108 CET
2023-01-04 14:43:37.658 CET;1010123004134206;1,5;2023-01-04 14:43:45.298 CET
2023-01-04 15:12:24.552 CET;1010123004141202;1,6;2023-01-04 15:12:24.841 CET
2023-01-04 15:12:32.032 CET;1010123004141209;1,5;2023-01-04 15:12:32.200 CET
2023-01-04 15:16:28.596 CET;1010123004141606;1,6;2023-01-04 15:16:28.846 CET
2023-01-04 15:16:43.346 CET;1010123004141621;1,5;2023-01-04 15:16:43.496 CET
2023-01-04 15:23:20.279 CET;1010123004142215;1,6;2023-01-04 15:23:20.598 CET
2023-01-04 15:27:45.796 CET;1010123004142723;1,6;2023-01-04 15:27:46.055 CET
2023-01-04 15:28:00.565 CET;1010123004142738;1,5;2023-01-04 15:28:00.785 CET
2023-01-04 15:28:15.365 CET;1010123004142753;1,6;2023-01-04 15:28:15.494 CET
2023-01-04 15:28:22.655 CET;1010123004142800;1,5;2023-01-04 15:28:22.855 CET
2023-01-04 15:28:59.684 CET;1010123004142837;1,6;2023-01-04 15:28:59.815 CET
2023-01-04 15:29:07.075 CET;1010123004142845;1,5;2023-01-04 15:29:07.253 CET
2023-01-04 15:30:06.063 CET;1010123004142944;1,6;2023-01-04 15:30:06.223 CET
2023-01-04 15:30:20.903 CET;1010123004142959;1,5;2023-01-04 15:30:21.101 CET
2023-01-04 15:31:27.532 CET;1010123004143105;1,6;2023-01-04 15:31:27.572 CET
2023-01-04 15:31:57.191 CET;1010123004143135;1,5;2023-01-04 15:31:57.332 CET
2023-01-04 15:32:41.540 CET;1010123004143219;1,6;2023-01-04 15:32:41.730 CET
2023-01-04 15:47:21.095 CET;1010123004143241;1,6;2023-01-04 15:47:21.345 CET
2023-01-04 15:47:21.095 CET;1010123004143241;1,5;2023-01-04 15:47:28.694 CET
2023-01-04 15:50:39.601 CET;1010123004145017;1,6;2023-01-04 15:50:39.742 CET
2023-01-04 15:50:46.941 CET;1010123004145025;1,5;2023-01-04 15:50:47.191 CET
2023-01-04 15:51:23.970 CET;1010123004145101;1,6;2023-01-04 15:51:24.141 CET
2023-01-04 15:51:46.141 CET;1010123004145124;1,5;2023-01-04 15:51:46.230 CET
2023-01-04 15:52:00.790 CET;1010123004145139;1,6;2023-01-04 15:52:01.029 CET
2023-01-04 15:52:08.270 CET;1010123004145146;1,5;2023-01-04 15:52:08.390 CET
2023-01-04 15:55:35.756 CET;1010123004145513;1,6;2023-01-04 15:55:35.996 CET
2023-01-04 15:55:43.336 CET;1010123004145521;1,5;2023-01-04 15:55:43.355 CET
2023-01-04 15:55:50.726 CET;1010123004145528;1,6;2023-01-04 15:55:50.865 CET
2023-01-04 15:55:58.035 CET;1010123004145536;1,5;2023-01-04 15:55:58.244 CET
2023-01-04 15:56:57.224 CET;1010123004145635;1,6;2023-01-04 15:56:57.424 CET
2023-01-04 15:57:04.595 CET;1010123004145642;1,5;2023-01-04 15:57:04.714 CET
2023-01-04 15:58:48.492 CET;1010123004145826;1,6;2023-01-04 15:58:48.632 CET
2023-01-04 15:58:55.903 CET;1010123004145833;1,5;2023-01-04 15:58:56.072 CET
2023-01-04 15:59:40.371 CET;1010123004145918;1,6;2023-01-04 15:59:40.572 CET
