time;TraceabilityCode;PressForceValueFL;time.value
2023-01-10 13:44:32.413 CET;1010223010124408;8,2;2023-01-10 13:44:36.673 CET
2023-01-10 13:44:39.983 CET;1010223010124416;8;2023-01-10 13:44:44.262 CET
2023-01-10 13:44:47.983 CET;1010223010124423;8,2;2023-01-10 13:44:52.263 CET
2023-01-10 13:45:02.473 CET;1010223010124438;8;2023-01-10 13:45:06.762 CET
2023-01-10 13:45:47.851 CET;1010223010124524;7,7;2023-01-10 13:45:52.121 CET
2023-01-10 13:46:33.171 CET;1010223010124609;8;2023-01-10 13:46:37.480 CET
2023-01-10 13:46:55.821 CET;1010223010124632;7,7;2023-01-10 13:47:00.119 CET
2023-01-10 13:47:03.901 CET;1010223010124639;8;2023-01-10 13:47:08.099 CET
2023-01-10 13:47:41.111 CET;1010223010124717;7,7;2023-01-10 13:47:45.411 CET
2023-01-10 13:49:10.420 CET;1010223010124846;7,4;2023-01-10 13:49:14.658 CET
2023-01-10 13:49:18.539 CET;1010223010124854;7,7;2023-01-10 13:49:22.737 CET
2023-01-10 13:49:26.198 CET;1010223010124902;7,4;2023-01-10 13:49:30.427 CET
2023-01-10 13:49:34.138 CET;1010223010124910;8;2023-01-10 13:49:38.438 CET
2023-01-10 13:49:49.769 CET;1010223010124925;7,7;2023-01-10 13:49:54.039 CET
2023-01-10 13:50:12.598 CET;1010223010124948;8;2023-01-10 13:50:16.828 CET
2023-01-10 13:50:20.499 CET;1010223010124956;7,7;2023-01-10 13:50:24.747 CET
2023-01-10 13:50:28.118 CET;1010223010125004;8,2;2023-01-10 13:50:32.427 CET
2023-01-10 13:50:35.987 CET;1010223010125012;7,7;2023-01-10 13:50:40.267 CET
2023-01-10 13:50:43.757 CET;1010223010125019;8;2023-01-10 13:50:48.017 CET
2023-01-10 13:51:30.177 CET;1010223010125106;8,2;2023-01-10 13:51:34.427 CET
2023-01-10 13:51:45.618 CET;1010223010125121;8;2023-01-10 13:51:49.858 CET
2023-01-10 13:52:09.326 CET;1010223010125145;8,2;2023-01-10 13:52:13.546 CET
2023-01-10 13:52:16.967 CET;1010223010125153;7,7;2023-01-10 13:52:21.226 CET
2023-01-10 13:52:25.026 CET;1010223010125200;8,2;2023-01-10 13:52:29.226 CET
2023-01-10 13:52:32.637 CET;1010223010125208;8;2023-01-10 13:52:36.917 CET
2023-01-10 13:52:48.286 CET;1010223010125224;7,7;2023-01-10 13:52:52.515 CET
2023-01-10 13:52:55.946 CET;1010223010125232;8,2;2023-01-10 13:53:00.276 CET
2023-01-10 13:53:03.716 CET;1010223010125239;8;2023-01-10 13:53:07.946 CET
2023-01-10 13:53:11.466 CET;1010223010125247;8,2;2023-01-10 13:53:15.716 CET
2023-01-10 13:53:19.135 CET;1010223010125255;8;2023-01-10 13:53:23.384 CET
2023-01-10 13:53:26.885 CET;1010223010125303;8,2;2023-01-10 13:53:31.155 CET
2023-01-10 13:53:34.746 CET;1010223010125310;8;2023-01-10 13:53:38.986 CET
2023-01-10 13:53:50.446 CET;1010223010125326;8,2;2023-01-10 13:53:54.676 CET
2023-01-10 13:53:58.095 CET;1010223010125334;8,5;2023-01-10 13:54:02.265 CET
2023-01-10 13:54:05.835 CET;1010223010125341;8;2023-01-10 13:54:10.025 CET
2023-01-10 13:54:13.676 CET;1010223010125349;7,7;2023-01-10 13:54:17.875 CET
2023-01-10 13:54:21.355 CET;1010223010125357;8;2023-01-10 13:54:25.634 CET
2023-01-10 13:54:29.015 CET;1010223010125405;8,2;2023-01-10 13:54:33.315 CET
2023-01-10 13:54:36.644 CET;1010223010125412;8;2023-01-10 13:54:40.904 CET
2023-01-10 13:55:15.585 CET;1010223010125451;8,2;2023-01-10 13:55:19.805 CET
2023-01-10 13:55:23.285 CET;1010223010125459;7,7;2023-01-10 13:55:27.463 CET
2023-01-10 13:55:31.025 CET;1010223010125507;8,2;2023-01-10 13:55:35.224 CET
2023-01-10 13:55:38.825 CET;1010223010125514;8;2023-01-10 13:55:43.065 CET
2023-01-10 13:56:01.834 CET;1010223010125538;8,2;2023-01-10 13:56:06.114 CET
2023-01-10 13:56:09.684 CET;1010223010125545;7,7;2023-01-10 13:56:13.953 CET
2023-01-10 13:56:17.434 CET;1010223010125553;8,2;2023-01-10 13:56:21.634 CET
2023-01-10 13:56:25.243 CET;1010223010125601;8;2023-01-10 13:56:29.483 CET
2023-01-10 13:56:40.654 CET;1010223010125616;8,2;2023-01-10 13:56:44.914 CET
2023-01-10 13:56:48.384 CET;1010223010125624;8;2023-01-10 13:56:52.683 CET
2023-01-10 13:57:03.773 CET;1010223010125640;8,2;2023-01-10 13:57:08.023 CET
2023-01-10 13:57:11.493 CET;1010223010125647;8;2023-01-10 13:57:15.792 CET
2023-01-10 13:57:19.463 CET;1010223010125655;8,2;2023-01-10 13:57:23.711 CET
2023-01-10 13:57:27.213 CET;1010223010125703;8;2023-01-10 13:57:31.482 CET
2023-01-10 13:57:35.042 CET;1010223010125711;8,2;2023-01-10 13:57:39.232 CET
2023-01-10 13:57:42.631 CET;1010223010125718;8;2023-01-10 13:57:46.822 CET
2023-01-10 13:57:50.602 CET;1010223010125726;8,2;2023-01-10 13:57:54.842 CET
2023-01-10 13:57:58.483 CET;1010223010125734;8;2023-01-10 13:58:02.673 CET
2023-01-10 13:58:40.931 CET;1010223010125757;7,7;2023-01-10 13:58:45.151 CET
2023-01-10 13:58:56.961 CET;1010223010125813;8;2023-01-10 13:59:01.151 CET
2023-01-10 13:59:04.871 CET;1010223010125828;7,7;2023-01-10 13:59:09.071 CET
2023-01-10 13:59:12.171 CET;1010223010125836;8;2023-01-10 13:59:16.431 CET
2023-01-10 13:59:19.431 CET;1010223010125851;8,2;2023-01-10 13:59:23.720 CET
2023-01-10 14:01:29.980 CET;1010223010125906;7,7;2023-01-10 14:01:34.240 CET
2023-01-10 14:01:52.089 CET;1010223010125951;7,4;2023-01-10 14:01:56.267 CET
2023-01-10 14:01:59.408 CET;1010223010130129;7,7;2023-01-10 14:02:03.707 CET
2023-01-10 14:02:08.309 CET;1010223010130144;8;2023-01-10 14:02:12.517 CET
2023-01-10 14:02:23.279 CET;1010223010130159;7,7;2023-01-10 14:02:27.569 CET
2023-01-10 14:03:30.437 CET;1010223010130306;7,4;2023-01-10 14:03:34.676 CET
2023-01-10 14:03:53.657 CET;1010223010130329;7,7;2023-01-10 14:03:57.875 CET
2023-01-10 14:04:40.565 CET;1010223010130416;8;2023-01-10 14:04:44.765 CET
2023-01-10 14:04:56.385 CET;1010223010130432;7,7;2023-01-10 14:05:00.686 CET
2023-01-10 14:05:11.756 CET;1010223010130447;8,2;2023-01-10 14:05:15.954 CET
2023-01-10 14:05:19.746 CET;1010223010130455;8;2023-01-10 14:05:24.045 CET
2023-01-10 14:05:34.404 CET;1010223010130510;8,2;2023-01-10 14:05:38.694 CET
2023-01-10 14:05:42.724 CET;1010223010130518;8;2023-01-10 14:05:46.924 CET
2023-01-10 14:06:13.934 CET;1010223010130549;8,2;2023-01-10 14:06:18.125 CET
2023-01-10 14:06:21.494 CET;1010223010130557;7,7;2023-01-10 14:06:25.713 CET
2023-01-10 14:06:29.293 CET;1010223010130605;8;2023-01-10 14:06:33.552 CET
2023-01-10 14:06:36.864 CET;1010223010130613;7,7;2023-01-10 14:06:41.154 CET
2023-01-10 14:06:44.713 CET;1010223010130620;8;2023-01-10 14:06:48.993 CET
2023-01-10 14:08:45.892 CET;1010223010130652;7,4;2023-01-10 14:08:50.203 CET
2023-01-10 14:08:53.211 CET;1010223010130659;7,7;2023-01-10 14:08:57.502 CET
2023-01-10 14:09:22.782 CET;1010223010130853;8;2023-01-10 14:09:27.000 CET
2023-01-10 14:09:30.752 CET;1010223010130901;7,7;2023-01-10 14:09:35.000 CET
2023-01-10 14:09:45.391 CET;1010223010130917;8;2023-01-10 14:09:49.641 CET
2023-01-10 14:10:26.171 CET;1010223010130925;7,7;2023-01-10 14:10:30.349 CET
2023-01-10 14:11:05.851 CET;1010223010131034;8;2023-01-10 14:11:10.051 CET
2023-01-10 14:11:13.851 CET;1010223010131042;7,7;2023-01-10 14:11:18.040 CET
2023-01-10 14:12:04.960 CET;1010223010131140;7,4;2023-01-10 14:12:09.180 CET
2023-01-10 14:12:21.039 CET;1010223010131156;7,7;2023-01-10 14:12:25.250 CET
2023-01-10 14:12:29.099 CET;1010223010131204;7,4;2023-01-10 14:12:33.398 CET
2023-01-10 14:12:36.769 CET;1010223010131212;7,7;2023-01-10 14:12:41.088 CET
2023-01-10 14:13:28.688 CET;1010223010131304;7,4;2023-01-10 14:13:33.017 CET
2023-01-10 14:13:36.868 CET;1010223010131312;7,7;2023-01-10 14:13:41.157 CET
2023-01-10 14:15:26.086 CET;1010223010131344;7,4;2023-01-10 14:15:30.296 CET
2023-01-10 14:15:34.036 CET;1010223010131352;7,7;2023-01-10 14:15:38.296 CET
2023-01-10 14:16:19.036 CET;1010223010131546;8;2023-01-10 14:16:23.326 CET
2023-01-10 14:16:41.177 CET;1010223010131610;7,4;2023-01-10 14:16:45.405 CET
2023-01-10 14:16:48.556 CET;1010223010131618;7,7;2023-01-10 14:16:52.756 CET
2023-01-10 14:16:55.905 CET;1010223010131626;8;2023-01-10 14:17:00.125 CET
2023-01-10 14:17:48.145 CET;1010223010131721;8,2;2023-01-10 14:17:52.454 CET
2023-01-10 14:17:55.484 CET;1010223010131729;8;2023-01-10 14:17:59.723 CET
2023-01-10 14:18:47.005 CET;1010223010131817;8,2;2023-01-10 14:18:51.255 CET
2023-01-10 14:19:01.785 CET;1010223010131833;8;2023-01-10 14:19:06.053 CET
2023-01-10 14:19:16.575 CET;1010223010131849;8,2;2023-01-10 14:19:20.855 CET
2023-01-10 14:19:23.963 CET;1010223010131857;8;2023-01-10 14:19:28.122 CET
2023-01-10 14:19:46.354 CET;1010223010131920;8,2;2023-01-10 14:19:50.622 CET
2023-01-10 14:19:53.884 CET;1010223010131928;8;2023-01-10 14:19:58.132 CET
2023-01-10 14:20:24.763 CET;1010223010132000;8,2;2023-01-10 14:20:28.931 CET
2023-01-10 14:20:32.382 CET;1010223010132008;8;2023-01-10 14:20:36.681 CET
2023-01-10 14:20:48.342 CET;1010223010132023;8,2;2023-01-10 14:20:52.532 CET
2023-01-10 14:45:12.993 CET;1010223010132039;7,2;2023-01-10 14:45:18.151 CET
2023-01-10 14:45:20.852 CET;1010223010132047;7,7;2023-01-10 14:45:25.121 CET
2023-01-10 14:45:28.092 CET;1010223010132055;7,4;2023-01-10 14:45:32.391 CET
2023-01-10 14:45:38.171 CET;1010223010132103;7,7;2023-01-10 14:45:42.471 CET
2023-01-10 14:49:29.167 CET;1010223010134904;7,2;2023-01-10 14:49:33.388 CET
2023-01-10 14:49:36.497 CET;1010223010134912;7,4;2023-01-10 14:49:40.788 CET
2023-01-10 14:49:52.767 CET;1010223010134928;7,7;2023-01-10 14:49:57.036 CET
2023-01-10 14:50:00.576 CET;1010223010134936;7,4;2023-01-10 14:50:04.796 CET
2023-01-10 14:50:08.427 CET;1010223010134944;7,7;2023-01-10 14:50:12.717 CET
2023-01-10 14:50:16.086 CET;1010223010134952;7,4;2023-01-10 14:50:20.395 CET
2023-01-10 14:50:24.756 CET;1010223010134959;7,7;2023-01-10 14:50:28.957 CET
2023-01-10 15:13:13.381 CET;1010223010135110;7,2;2023-01-10 15:13:18.799 CET
2023-01-10 15:15:23.019 CET;1010223010135118;7,4;2023-01-10 15:15:29.477 CET
2023-01-10 15:24:37.608 CET;1010223010141525;7,7;2023-01-10 15:24:41.838 CET
2023-01-10 15:24:45.068 CET;1010223010141542;7,4;2023-01-10 15:24:49.348 CET
2023-01-10 15:24:59.927 CET;1010223010141935;7,7;2023-01-10 15:25:04.157 CET
2023-01-10 15:25:29.526 CET;1010223010142501;8;2023-01-10 15:25:33.766 CET
2023-01-10 15:25:37.016 CET;1010223010142508;7,7;2023-01-10 15:25:41.207 CET
2023-01-10 15:25:51.887 CET;1010223010142524;8;2023-01-10 15:25:56.095 CET
2023-01-10 15:25:59.226 CET;1010223010142532;7,7;2023-01-10 15:26:03.446 CET
2023-01-10 15:26:06.605 CET;1010223010142540;8;2023-01-10 15:26:10.885 CET
2023-01-10 15:26:28.686 CET;1010223010142604;8,2;2023-01-10 15:26:32.966 CET
2023-01-10 15:26:43.706 CET;1010223010142619;8;2023-01-10 15:26:48.006 CET
2023-01-10 15:27:15.144 CET;1010223010142651;8,2;2023-01-10 15:27:19.384 CET
2023-01-10 15:27:23.134 CET;1010223010142659;8;2023-01-10 15:27:27.292 CET
2023-01-10 15:27:31.164 CET;1010223010142707;8,2;2023-01-10 15:27:35.382 CET
2023-01-10 15:27:38.934 CET;1010223010142714;8;2023-01-10 15:27:43.124 CET
2023-01-10 15:27:54.664 CET;1010223010142730;8,5;2023-01-10 15:27:58.884 CET
2023-01-10 15:28:17.763 CET;1010223010142753;8;2023-01-10 15:28:21.953 CET
2023-01-10 15:29:03.352 CET;1010223010142839;7,7;2023-01-10 15:29:07.602 CET
2023-01-10 15:29:18.423 CET;1010223010142854;8;2023-01-10 15:29:22.671 CET
2023-01-10 15:29:26.503 CET;1010223010142902;7,7;2023-01-10 15:29:30.733 CET
2023-01-10 15:29:49.683 CET;1010223010142925;8;2023-01-10 15:29:54.012 CET
2023-01-10 15:30:35.931 CET;1010223010143011;7,7;2023-01-10 15:30:40.181 CET
2023-01-10 15:30:44.092 CET;1010223010143019;8;2023-01-10 15:30:48.260 CET
2023-01-10 15:34:23.378 CET;1010223010143043;7,4;2023-01-10 15:34:27.618 CET
2023-01-10 15:34:38.158 CET;1010223010143059;7,7;2023-01-10 15:34:42.427 CET
2023-01-10 15:35:07.658 CET;1010223010143435;8;2023-01-10 15:35:11.938 CET
2023-01-10 15:35:15.118 CET;1010223010143444;7,7;2023-01-10 15:35:19.289 CET
2023-01-10 15:35:37.207 CET;1010223010143508;8;2023-01-10 15:35:41.457 CET
2023-01-10 15:35:44.638 CET;1010223010143516;8,2;2023-01-10 15:35:48.898 CET
2023-01-10 15:36:13.687 CET;1010223010143549;8;2023-01-10 15:36:17.927 CET
2023-01-10 15:36:36.098 CET;1010123010143610;8,2;2023-01-10 15:36:40.427 CET
2023-01-10 15:36:43.598 CET;1010123010143617;8;2023-01-10 15:36:47.778 CET
2023-01-10 15:36:58.467 CET;1010123010143631;8,2;2023-01-10 15:37:02.736 CET
2023-01-10 15:37:13.246 CET;1010123010143645;8;2023-01-10 15:37:17.466 CET
2023-01-10 15:37:28.056 CET;1010123010143659;8,2;2023-01-10 15:37:32.336 CET
2023-01-10 15:37:35.387 CET;1010123010143706;8,5;2023-01-10 15:37:39.627 CET
2023-01-10 15:37:50.306 CET;1010123010143720;8,2;2023-01-10 15:37:54.506 CET
2023-01-10 15:37:57.686 CET;1010123010143727;8;2023-01-10 15:38:01.855 CET
2023-01-10 15:38:05.164 CET;1010123010143734;8,5;2023-01-10 15:38:09.384 CET
2023-01-10 15:38:27.315 CET;1010123010143756;8,2;2023-01-10 15:38:31.526 CET
2023-01-10 15:38:34.686 CET;1010123010143804;8,5;2023-01-10 15:38:38.894 CET
2023-01-10 15:38:49.565 CET;1010123010143818;8,2;2023-01-10 15:38:53.775 CET
2023-01-10 15:39:04.385 CET;1010123010143833;8;2023-01-10 15:39:08.575 CET
2023-01-10 15:39:11.766 CET;1010123010143840;8,2;2023-01-10 15:39:16.015 CET
2023-01-10 15:39:41.305 CET;1010123010143910;8,5;2023-01-10 15:39:45.625 CET
2023-01-10 15:39:48.835 CET;1010123010143917;8,2;2023-01-10 15:39:53.065 CET
2023-01-10 15:40:11.075 CET;1010123010143940;8,5;2023-01-10 15:40:15.303 CET
2023-01-10 15:40:48.344 CET;1010123010144017;8,2;2023-01-10 15:40:52.594 CET
2023-01-10 15:41:10.503 CET;1010123010144039;8,5;2023-01-10 15:41:14.753 CET
2023-01-10 15:41:25.523 CET;1010123010144054;8,2;2023-01-10 15:41:29.793 CET
2023-01-10 15:41:32.963 CET;1010123010144101;8,5;2023-01-10 15:41:37.144 CET
2023-01-10 15:43:24.292 CET;1010123010144253;8,2;2023-01-10 15:43:28.591 CET
2023-01-10 15:43:31.740 CET;1010123010144300;8,5;2023-01-10 15:43:36.030 CET
2023-01-10 15:43:46.742 CET;1010123010144322;8,8;2023-01-10 15:43:50.990 CET
2023-01-10 15:43:54.601 CET;1010123010144329;8,5;2023-01-10 15:43:58.831 CET
2023-01-10 15:44:09.690 CET;1010123010144343;8,2;2023-01-10 15:44:13.940 CET
2023-01-10 15:44:17.010 CET;1010123010144350;8,5;2023-01-10 15:44:21.220 CET
2023-01-10 15:44:28.440 CET;1010123010144404;8,2;2023-01-10 15:44:32.690 CET
2023-01-10 15:44:49.430 CET;1010123010144425;8,5;2023-01-10 15:44:53.641 CET
2023-01-10 15:44:57.140 CET;1010123010144432;8;2023-01-10 15:45:01.388 CET
2023-01-10 15:45:04.430 CET;1010123010144439;8,2;2023-01-10 15:45:08.739 CET
2023-01-10 15:45:24.809 CET;1010123010144501;8,5;2023-01-10 15:45:28.997 CET
2023-01-10 15:45:53.338 CET;1010123010144529;8,2;2023-01-10 15:45:57.638 CET
2023-01-10 15:46:00.928 CET;1010123010144536;8,5;2023-01-10 15:46:05.157 CET
2023-01-10 15:46:08.578 CET;1010123010144543;8,2;2023-01-10 15:46:12.828 CET
2023-01-10 15:46:20.868 CET;1010123010144557;8,5;2023-01-10 15:46:25.078 CET
2023-01-10 15:46:28.358 CET;1010123010144604;8,2;2023-01-10 15:46:32.598 CET
2023-01-10 15:46:56.957 CET;1010123010144632;8;2023-01-10 15:47:01.157 CET
2023-01-10 15:47:04.328 CET;1010123010144639;8,2;2023-01-10 15:47:08.507 CET
2023-01-10 15:47:24.697 CET;1010123010144700;8;2023-01-10 15:47:28.986 CET
2023-01-10 15:47:45.917 CET;1010123010144722;8,2;2023-01-10 15:47:50.095 CET
2023-01-10 15:48:14.447 CET;1010123010144750;8;2023-01-10 15:48:18.677 CET
2023-01-10 15:48:56.746 CET;1010123010144832;8,2;2023-01-10 15:49:00.984 CET
2023-01-10 15:49:31.216 CET;1010123010144907;7,7;2023-01-10 15:49:35.414 CET
2023-01-10 15:49:38.776 CET;1010123010144914;8;2023-01-10 15:49:43.075 CET
2023-01-10 15:50:57.434 CET;1010123010145033;7,7;2023-01-10 15:51:01.703 CET
2023-01-10 15:51:04.974 CET;1010123010145040;8;2023-01-10 15:51:09.164 CET
2023-01-10 15:51:19.724 CET;1010123010145054;7,7;2023-01-10 15:51:23.953 CET
2023-01-10 15:51:27.164 CET;1010123010145101;8,2;2023-01-10 15:51:31.384 CET
2023-01-10 15:51:34.733 CET;1010123010145108;8;2023-01-10 15:51:38.913 CET
2023-01-10 15:52:04.223 CET;1010123010145137;8,2;2023-01-10 15:52:08.434 CET
2023-01-10 15:52:19.013 CET;1010123010145151;8;2023-01-10 15:52:23.313 CET
2023-01-10 15:52:26.943 CET;1010123010145158;8,2;2023-01-10 15:52:31.161 CET
2023-01-10 15:52:49.433 CET;1010123010145219;8,5;2023-01-10 15:52:53.642 CET
2023-01-10 15:53:04.042 CET;1010123010145233;8,2;2023-01-10 15:53:08.282 CET
2023-01-10 15:53:11.453 CET;1010123010145240;8;2023-01-10 15:53:15.703 CET
2023-01-10 15:53:18.872 CET;1010123010145247;8,2;2023-01-10 15:53:23.072 CET
2023-01-10 15:53:26.213 CET;1010123010145254;8,5;2023-01-10 15:53:30.431 CET
2023-01-10 15:53:41.122 CET;1010123010145309;8,2;2023-01-10 15:53:45.312 CET
2023-01-10 15:53:48.653 CET;1010123010145317;8,5;2023-01-10 15:53:52.832 CET
2023-01-10 15:54:10.522 CET;1010123010145339;8,2;2023-01-10 15:54:14.750 CET
2023-01-10 15:54:25.332 CET;1010123010145354;8,5;2023-01-10 15:54:29.561 CET
2023-01-10 15:55:02.270 CET;1010123010145431;8,2;2023-01-10 15:55:06.510 CET
2023-01-10 15:55:09.861 CET;1010123010145438;8,5;2023-01-10 15:55:14.121 CET
2023-01-10 15:55:24.480 CET;1010123010145453;8,2;2023-01-10 15:55:28.690 CET
2023-01-10 15:55:32.030 CET;1010123010145500;8,5;2023-01-10 15:55:36.279 CET
2023-01-10 15:55:39.401 CET;1010123010145507;8,2;2023-01-10 15:55:43.630 CET
2023-01-10 15:55:46.891 CET;1010123010145515;8,5;2023-01-10 15:55:51.079 CET
2023-01-10 15:56:01.750 CET;1010123010145530;8,2;2023-01-10 15:56:05.960 CET
2023-01-10 15:56:09.131 CET;1010123010145537;8,5;2023-01-10 15:56:13.319 CET
2023-01-10 15:56:23.980 CET;1010123010145552;8,2;2023-01-10 15:56:28.200 CET
2023-01-10 15:56:31.220 CET;1010123010145559;8,5;2023-01-10 15:56:35.388 CET
2023-01-10 15:56:45.880 CET;1010123010145614;8,2;2023-01-10 15:56:50.119 CET
2023-01-10 15:56:53.440 CET;1010123010145622;8,5;2023-01-10 15:56:57.640 CET
2023-01-10 15:57:30.700 CET;1010123010145705;8,2;2023-01-10 15:57:34.999 CET
2023-01-10 15:57:38.240 CET;1010123010145712;8,5;2023-01-10 15:57:42.529 CET
2023-01-10 15:58:12.529 CET;1010123010145748;8,2;2023-01-10 15:58:16.759 CET
2023-01-10 15:58:19.959 CET;1010123010145755;8,5;2023-01-10 15:58:24.198 CET
2023-01-10 15:58:40.489 CET;1010123010145816;8,2;2023-01-10 15:58:44.668 CET
2023-01-10 15:58:47.999 CET;1010123010145823;8;2023-01-10 15:58:52.209 CET
2023-01-10 15:58:55.388 CET;1010123010145830;8,2;2023-01-10 15:58:59.637 CET
2023-01-10 15:59:08.548 CET;1010123010145844;8,5;2023-01-10 15:59:12.857 CET
2023-01-10 15:59:43.858 CET;1010123010145920;8,2;2023-01-10 15:59:48.127 CET
2023-01-10 15:59:51.447 CET;1010123010145927;8,5;2023-01-10 15:59:55.637 CET
2023-01-10 16:00:05.088 CET;1010123010145941;8,2;2023-01-10 16:00:09.417 CET
2023-01-10 16:00:12.677 CET;1010123010145948;8;2023-01-10 16:00:16.848 CET
2023-01-10 16:00:26.378 CET;1010123010150002;8,2;2023-01-10 16:00:30.625 CET
2023-01-10 16:00:55.266 CET;1010123010150031;8;2023-01-10 16:00:59.566 CET
2023-01-10 16:02:41.226 CET;1010123010150217;7,7;2023-01-10 16:02:45.384 CET
2023-01-10 16:02:48.565 CET;1010123010150224;8;2023-01-10 16:02:52.776 CET
2023-01-10 16:03:09.684 CET;1010123010150246;7,7;2023-01-10 16:03:13.865 CET
2023-01-10 16:03:16.984 CET;1010123010150252;8;2023-01-10 16:03:21.174 CET
2023-01-10 16:03:38.384 CET;1010123010150314;7,7;2023-01-10 16:03:42.604 CET
2023-01-10 16:04:35.823 CET;1010123010150411;8;2023-01-10 16:04:40.033 CET
2023-01-10 16:04:43.404 CET;1010123010150419;7,7;2023-01-10 16:04:47.654 CET
2023-01-10 16:04:50.874 CET;1010123010150426;8;2023-01-10 16:04:55.094 CET
2023-01-10 16:04:58.253 CET;1010123010150433;7,7;2023-01-10 16:05:02.453 CET
2023-01-10 16:05:06.053 CET;1010123010150440;8;2023-01-10 16:05:10.302 CET
2023-01-10 16:05:13.493 CET;1010123010150447;8,2;2023-01-10 16:05:17.653 CET
2023-01-10 16:05:28.213 CET;1010123010150502;8;2023-01-10 16:05:32.451 CET
2023-01-10 16:05:43.132 CET;1010123010150516;8,2;2023-01-10 16:05:47.322 CET
2023-01-10 16:05:50.513 CET;1010123010150523;8;2023-01-10 16:05:54.772 CET
2023-01-10 16:06:05.342 CET;1010123010150537;8,2;2023-01-10 16:06:09.562 CET
2023-01-10 16:06:12.802 CET;1010123010150544;8,5;2023-01-10 16:06:17.002 CET
2023-01-10 16:06:36.072 CET;1010123010150611;8,2;2023-01-10 16:06:40.361 CET
2023-01-10 16:06:43.542 CET;1010123010150619;8,5;2023-01-10 16:06:47.802 CET
2023-01-10 16:07:13.691 CET;1010123010150647;8,2;2023-01-10 16:07:17.901 CET
2023-01-10 16:07:35.931 CET;1010123010150709;8,5;2023-01-10 16:07:40.131 CET
2023-01-10 16:07:43.312 CET;1010123010150716;8;2023-01-10 16:07:47.572 CET
2023-01-10 16:07:58.141 CET;1010123010150730;8,5;2023-01-10 16:08:02.450 CET
2023-01-10 16:08:27.811 CET;1010123010150759;8,2;2023-01-10 16:08:32.039 CET
2023-01-10 16:08:35.270 CET;1010123010150806;8,5;2023-01-10 16:08:39.569 CET
2023-01-10 16:08:42.730 CET;1010123010150813;8,8;2023-01-10 16:08:47.009 CET
2023-01-10 16:08:50.200 CET;1010123010150820;8,5;2023-01-10 16:08:54.440 CET
2023-01-10 16:08:57.599 CET;1010123010150827;8,2;2023-01-10 16:09:01.880 CET
2023-01-10 16:09:05.049 CET;1010123010150834;8,5;2023-01-10 16:09:09.250 CET
2023-01-10 16:09:19.940 CET;1010123010150849;8,8;2023-01-10 16:09:24.130 CET
2023-01-10 16:09:27.380 CET;1010123010150856;8,5;2023-01-10 16:09:31.578 CET
2023-01-10 16:09:49.809 CET;1010123010150918;8,2;2023-01-10 16:09:53.967 CET
2023-01-10 16:10:12.098 CET;1010123010150941;8,5;2023-01-10 16:10:16.288 CET
2023-01-10 16:10:19.499 CET;1010123010150948;8,2;2023-01-10 16:10:23.739 CET
2023-01-10 16:10:41.697 CET;1010123010151010;8,5;2023-01-10 16:10:45.967 CET
2023-01-10 16:10:56.487 CET;1010123010151025;8,2;2023-01-10 16:11:00.687 CET
2023-01-10 16:11:03.846 CET;1010123010151033;8,5;2023-01-10 16:11:08.056 CET
2023-01-10 16:11:18.687 CET;1010123010151048;8,8;2023-01-10 16:11:22.937 CET
2023-01-10 16:11:26.107 CET;1010123010151055;8,5;2023-01-10 16:11:30.375 CET
2023-01-10 16:11:33.596 CET;1010123010151102;8,2;2023-01-10 16:11:37.806 CET
2023-01-10 16:11:40.967 CET;1010123010151110;8,5;2023-01-10 16:11:45.246 CET
2023-01-10 16:11:48.397 CET;1010123010151117;8,8;2023-01-10 16:11:52.615 CET
2023-01-10 16:11:55.776 CET;1010123010151124;8,5;2023-01-10 16:12:00.046 CET
2023-01-10 16:12:03.226 CET;1010123010151132;8,2;2023-01-10 16:12:07.486 CET
2023-01-10 16:12:18.056 CET;1010123010151147;8,5;2023-01-10 16:12:22.296 CET
2023-01-10 16:12:25.437 CET;1010123010151154;8,8;2023-01-10 16:12:29.654 CET
2023-01-10 16:12:42.286 CET;1010123010151202;8;2023-01-10 16:12:46.565 CET
2023-01-10 16:12:49.756 CET;1010123010151209;8,2;2023-01-10 16:12:53.964 CET
2023-01-10 16:12:57.305 CET;1010123010151216;8,5;2023-01-10 16:13:01.506 CET
2023-01-10 16:13:19.605 CET;1010123010151248;8,2;2023-01-10 16:13:23.805 CET
2023-01-10 16:13:34.365 CET;1010123010151303;8,5;2023-01-10 16:13:38.604 CET
2023-01-10 16:13:41.805 CET;1010123010151311;8,2;2023-01-10 16:13:45.973 CET
2023-01-10 16:13:49.234 CET;1010123010151318;8,5;2023-01-10 16:13:53.483 CET
2023-01-10 16:14:11.605 CET;1010123010151340;8,8;2023-01-10 16:14:15.803 CET
2023-01-10 16:14:19.095 CET;1010123010151348;8,2;2023-01-10 16:14:23.344 CET
2023-01-10 16:14:26.585 CET;1010123010151355;8,5;2023-01-10 16:14:30.854 CET
2023-01-10 16:15:11.273 CET;1010123010151440;8,2;2023-01-10 16:15:15.572 CET
2023-01-10 16:15:18.803 CET;1010123010151447;8,5;2023-01-10 16:15:23.013 CET
2023-01-10 16:15:41.073 CET;1010123010151510;8,2;2023-01-10 16:15:45.344 CET
2023-01-10 16:15:55.874 CET;1010123010151525;8,8;2023-01-10 16:16:00.141 CET
