,time,TraceabilityCode,PressForceValueRR,time.value
21505,2023-02-14 08:30:01.957,1010123045072915,5.0,2023-02-14 08:30:07.107
21506,2023-02-14 08:30:27.187,1010123045072940,4.8,2023-02-14 08:30:32.306
21507,2023-02-14 08:30:43.986,1010123045072956,5.0,2023-02-14 08:30:49.096
21508,2023-02-14 08:30:52.447,1010123045073004,4.8,2023-02-14 08:30:57.494
21509,2023-02-14 08:31:00.765,1010123045073012,5.0,2023-02-14 08:31:05.904
21510,2023-02-14 08:31:22.335,1010123045073028,4.8,2023-02-14 08:31:27.414
21511,2023-02-14 08:31:30.414,1010123045073036,5.0,2023-02-14 08:31:35.505
21512,2023-02-14 08:31:38.525,1010123045073044,5.3,2023-02-14 08:31:43.575
21513,2023-02-14 08:31:46.535,1010123045073102,5.6,2023-02-14 08:31:51.585
21514,2023-02-14 08:31:54.835,1010123045073110,5.3,2023-02-14 08:31:59.894
21515,2023-02-14 08:32:02.845,1010123045073118,4.8,2023-02-14 08:32:07.904
21516,2023-02-14 08:32:19.105,1010123045073134,5.3,2023-02-14 08:32:24.144
21517,2023-02-14 08:32:27.334,1010123045073142,4.8,2023-02-14 08:32:32.463
21518,2023-02-14 08:32:35.344,1010123045073150,5.3,2023-02-14 08:32:40.372
21519,2023-02-14 08:32:52.614,1010123045073206,5.0,2023-02-14 08:32:57.674
21520,2023-02-14 08:33:08.713,1010123045073222,4.8,2023-02-14 08:33:13.822
21521,2023-02-14 08:33:16.733,1010123045073230,5.6,2023-02-14 08:33:21.743
21522,2023-02-14 08:33:24.934,1010123045073239,4.8,2023-02-14 08:33:29.983
21523,2023-02-14 08:33:33.443,1010123045073247,5.0,2023-02-14 08:33:38.463
21524,2023-02-14 08:33:50.312,1010123045073303,4.8,2023-02-14 08:33:55.342
21525,2023-02-14 08:34:07.372,1010123045073319,5.0,2023-02-14 08:34:12.463
21526,2023-02-14 08:34:15.802,1010123045073327,5.3,2023-02-14 08:34:20.872
21527,2023-02-14 08:34:32.582,1010123045073343,5.0,2023-02-14 08:34:37.661
21528,2023-02-14 08:35:57.661,1010123045073351,5.3,2023-02-14 08:36:02.801
21529,2023-02-14 08:36:06.732,1010123045073359,5.6,2023-02-14 08:36:11.831
21530,2023-02-14 08:36:27.062,1010123045073407,5.0,2023-02-14 08:36:32.151
21531,2023-02-14 08:36:36.601,1010123045073415,5.6,2023-02-14 08:36:41.680
21532,2023-02-14 08:36:45.171,1010123045073424,5.0,2023-02-14 08:36:50.240
21533,2023-02-14 08:36:53.341,1010123045073432,4.8,2023-02-14 08:36:58.470
21534,2023-02-14 08:37:09.520,1010123045073602,5.0,2023-02-14 08:37:14.551
21535,2023-02-14 08:37:17.591,1010123045073631,4.5,2023-02-14 08:37:22.631
21536,2023-02-14 08:37:25.500,1010123045073640,4.8,2023-02-14 08:37:30.539
21537,2023-02-14 08:37:33.569,1010123045073648,5.3,2023-02-14 08:37:38.628
21538,2023-02-14 08:37:41.660,1010123045073657,5.0,2023-02-14 08:37:46.709
21539,2023-02-14 08:37:49.869,1010123045073705,4.5,2023-02-14 08:37:54.950
21540,2023-02-14 08:37:58.869,1010123045073713,5.3,2023-02-14 08:38:03.890
21541,2023-02-14 08:38:06.809,1010123045073721,5.6,2023-02-14 08:38:11.838
21542,2023-02-14 08:38:14.869,1010123045073729,5.3,2023-02-14 08:38:19.920
21543,2023-02-14 08:38:23.099,1010123045073737,5.6,2023-02-14 08:38:28.148
21544,2023-02-14 08:38:56.059,1010123045073809,5.0,2023-02-14 08:39:01.118
21545,2023-02-14 08:39:20.858,1010123045073833,5.3,2023-02-14 08:39:25.918
21546,2023-02-14 08:44:52.845,1012223045074441,5.0,2023-02-14 08:44:57.904
21547,2023-02-14 08:45:21.085,1010123045073906,5.3,2023-02-14 08:45:26.134
21548,2023-02-14 08:45:29.684,1010123045073914,4.8,2023-02-14 08:45:34.763
21549,2023-02-14 08:45:48.523,1010123045073922,5.0,2023-02-14 08:45:53.594
21550,2023-02-14 08:45:57.134,1010123045073929,4.5,2023-02-14 08:46:02.233
21551,2023-02-14 08:46:05.213,1010123045074528,4.8,2023-02-14 08:46:10.223
21552,2023-02-14 08:46:21.184,1010123045074543,5.0,2023-02-14 08:46:26.223
21553,2023-02-14 08:46:29.223,1010123045074550,4.8,2023-02-14 08:46:34.232
21554,2023-02-14 08:46:37.112,1010123045074558,5.0,2023-02-14 08:46:42.233
21555,2023-02-14 08:46:45.193,1010123045074605,4.8,2023-02-14 08:46:50.243
21556,2023-02-14 08:46:54.142,1010123045074613,5.0,2023-02-14 08:46:59.181
21557,2023-02-14 08:47:02.372,1010123045074620,5.3,2023-02-14 08:47:07.512
21558,2023-02-14 08:47:34.642,1010123045074650,4.8,2023-02-14 08:47:39.673
21559,2023-02-14 08:47:42.973,1010123045074657,5.0,2023-02-14 08:47:48.082
21560,2023-02-14 08:47:51.562,1010123045074705,4.8,2023-02-14 08:47:56.562
21561,2023-02-14 08:48:08.492,1010123045074721,4.5,2023-02-14 08:48:13.601
21562,2023-02-14 08:48:16.822,1010123045074729,4.8,2023-02-14 08:48:21.921
21563,2023-02-14 08:48:25.351,1010123045074737,5.0,2023-02-14 08:48:30.411
21564,2023-02-14 08:49:49.240,1010123045074858,5.3,2023-02-14 08:49:54.400
21565,2023-02-14 08:49:57.339,1010123045074907,4.8,2023-02-14 08:50:02.480
21566,2023-02-14 08:50:06.059,1010123045074915,5.0,2023-02-14 08:50:11.118
21567,2023-02-14 08:50:22.900,1010123045074932,5.3,2023-02-14 08:50:27.999
21568,2023-02-14 08:50:39.608,1010123045074949,5.0,2023-02-14 08:50:44.719
21569,2023-02-14 08:50:48.128,1010123045074957,4.8,2023-02-14 08:50:53.219
21570,2023-02-14 08:51:04.688,1010123045075014,4.5,2023-02-14 08:51:09.749
21571,2023-02-14 08:51:13.198,1010123045075022,5.3,2023-02-14 08:51:18.318
21572,2023-02-14 08:51:21.588,1010123045075031,5.0,2023-02-14 08:51:26.727
21573,2023-02-14 08:51:30.167,1010123045075039,4.8,2023-02-14 08:51:35.207
21574,2023-02-14 08:51:38.677,1010123045075048,5.0,2023-02-14 08:51:43.848
21575,2023-02-14 08:51:55.538,1010123045075104,5.3,2023-02-14 08:52:00.638
21576,2023-02-14 08:52:20.717,1010123045075129,5.0,2023-02-14 08:52:25.848
21577,2023-02-14 08:52:29.177,1010123045075138,5.3,2023-02-14 08:52:34.325
21578,2023-02-14 08:52:42.046,1010123045075146,5.6,2023-02-14 08:52:47.055
21579,2023-02-14 08:56:20.313,1012223045075609,5.3,2023-02-14 08:56:25.344
21580,2023-02-14 08:56:28.874,1010123045075203,4.5,2023-02-14 08:56:33.934
21581,2023-02-14 08:56:36.844,1010123045075220,5.6,2023-02-14 08:56:41.914
21582,2023-02-14 08:56:45.013,1010123045075229,5.0,2023-02-14 08:56:50.084
21583,2023-02-14 08:56:53.263,1010123045075236,4.5,2023-02-14 08:56:58.332
21584,2023-02-14 08:57:01.313,1010123045075618,4.8,2023-02-14 08:57:06.413
21585,2023-02-14 08:57:17.503,1010123045075633,4.5,2023-02-14 08:57:22.642
21586,2023-02-14 08:57:33.721,1010123045075649,4.8,2023-02-14 08:57:38.812
21587,2023-02-14 08:57:42.663,1010123045075656,5.0,2023-02-14 08:57:47.681
21588,2023-02-14 08:57:50.882,1010123045075705,5.3,2023-02-14 08:57:55.921
21589,2023-02-14 08:57:59.023,1010123045075713,5.6,2023-02-14 08:58:04.171
21590,2023-02-14 08:58:07.122,1010123045075721,5.3,2023-02-14 08:58:12.242
21591,2023-02-14 08:58:15.463,1010123045075729,4.8,2023-02-14 08:58:20.572
21592,2023-02-14 08:58:23.263,1010123045075737,5.0,2023-02-14 08:58:28.341
21593,2023-02-14 08:58:31.680,1010123045075745,5.3,2023-02-14 08:58:36.801
21594,2023-02-14 08:58:40.051,1010123045075753,5.0,2023-02-14 08:58:45.131
21595,2023-02-14 08:58:48.552,1010123045075801,4.8,2023-02-14 08:58:53.611
21596,2023-02-14 08:58:57.010,1010123045075809,5.0,2023-02-14 08:59:02.010
21597,2023-02-14 08:59:04.802,1010123045075817,4.8,2023-02-14 08:59:09.921
21598,2023-02-14 09:20:27.303,1010123045075834,5.0,2023-02-14 09:20:32.463
21599,2023-02-14 09:20:42.973,1010123045075850,4.8,2023-02-14 09:20:48.013
21600,2023-02-14 09:21:07.693,1010123045075914,5.3,2023-02-14 09:21:12.742
21601,2023-02-14 09:21:24.532,1010123045082029,4.8,2023-02-14 09:21:29.542
21602,2023-02-14 09:21:32.993,1010123045082047,5.0,2023-02-14 09:21:38.013
21603,2023-02-14 09:21:41.203,1010123045082055,4.5,2023-02-14 09:21:46.263
21604,2023-02-14 09:21:49.723,1010123045082103,5.0,2023-02-14 09:21:54.742
21605,2023-02-14 09:22:31.542,1010123045082142,4.8,2023-02-14 09:22:36.571
21606,2023-02-14 09:22:40.032,1010123045082151,5.0,2023-02-14 09:22:45.151
21607,2023-02-14 09:22:56.842,1010123045082207,4.8,2023-02-14 09:23:01.871
21608,2023-02-14 09:23:13.661,1010123045082223,4.5,2023-02-14 09:23:18.671
21609,2023-02-14 09:23:22.181,1010123045082231,5.0,2023-02-14 09:23:27.302
21610,2023-02-14 09:23:30.710,1010123045082240,4.8,2023-02-14 09:23:35.710
21611,2023-02-14 09:23:39.051,1010123045082248,4.5,2023-02-14 09:23:44.099
21612,2023-02-14 09:23:47.371,1010123045082256,4.8,2023-02-14 09:23:52.430
21613,2023-02-14 09:23:55.801,1010123045082305,5.0,2023-02-14 09:24:00.911
21614,2023-02-14 09:24:03.760,1010123045082313,4.8,2023-02-14 09:24:08.831
21615,2023-02-14 09:24:12.500,1010123045082322,5.3,2023-02-14 09:24:17.621
21616,2023-02-14 09:24:20.921,1010123045082330,4.8,2023-02-14 09:24:25.940
21617,2023-02-14 09:24:29.361,1010123045082338,5.0,2023-02-14 09:24:34.509
21618,2023-02-14 09:24:54.571,1010123045082404,4.8,2023-02-14 09:24:59.618
21619,2023-02-14 09:25:02.970,1010123045082412,5.0,2023-02-14 09:25:08.029
21620,2023-02-14 09:25:11.000,1010123045082420,4.8,2023-02-14 09:25:16.029
21621,2023-02-14 09:25:28.259,1010123045082437,5.0,2023-02-14 09:25:33.388
21622,2023-02-14 09:25:45.079,1010123045082454,4.5,2023-02-14 09:25:50.108
21623,2023-02-14 09:25:53.480,1010123045082502,4.8,2023-02-14 09:25:58.509
21624,2023-02-14 09:26:43.789,1010123045082553,5.0,2023-02-14 09:26:48.907
21625,2023-02-14 09:26:52.177,1010123045082601,4.8,2023-02-14 09:26:57.308
21626,2023-02-14 09:27:00.269,1010123045082610,5.3,2023-02-14 09:27:05.318
21627,2023-02-14 09:27:25.848,1010123045082635,5.6,2023-02-14 09:27:30.907
21628,2023-02-14 09:27:34.217,1010123045082643,5.0,2023-02-14 09:27:39.306
21629,2023-02-14 09:27:42.618,1010123045082652,4.8,2023-02-14 09:27:47.707
21630,2023-02-14 09:27:50.986,1010123045082700,5.0,2023-02-14 09:27:56.107
21631,2023-02-14 09:28:07.828,1010123045082717,4.8,2023-02-14 09:28:12.836
21632,2023-02-14 09:28:16.187,1010123045082725,5.0,2023-02-14 09:28:21.306
21633,2023-02-14 09:29:13.397,1010123045082742,5.3,2023-02-14 09:29:18.427
21634,2023-02-14 09:31:07.303,1010123045082751,5.0,2023-02-14 09:31:12.374
21635,2023-02-14 09:31:18.384,1010123045082759,4.8,2023-02-14 09:31:23.394
21636,2023-02-14 09:31:27.053,1010123045082807,5.0,2023-02-14 09:31:32.114
21637,2023-02-14 09:31:59.213,1010123045082816,5.3,2023-02-14 09:32:04.273
21638,2023-02-14 09:32:07.642,1010223045083103,4.8,2023-02-14 09:32:12.671
21639,2023-02-14 09:32:23.862,1010123045083146,5.0,2023-02-14 09:32:28.913
21640,2023-02-14 09:33:21.802,1010123045083239,5.3,2023-02-14 09:33:26.821
21641,2023-02-14 09:33:29.691,1010123045083247,4.8,2023-02-14 09:33:34.832
21642,2023-02-14 09:33:38.012,1010123045083255,5.3,2023-02-14 09:33:43.071
21643,2023-02-14 09:33:46.151,1010123045083302,5.0,2023-02-14 09:33:51.151
21644,2023-02-14 09:34:49.950,1010123045083325,4.8,2023-02-14 09:34:55.069
21645,2023-02-14 09:34:58.641,1010123045083333,5.3,2023-02-14 09:35:03.720
21646,2023-02-14 09:35:14.520,1010123045083348,5.6,2023-02-14 09:35:19.561
21647,2023-02-14 09:35:22.551,1010123045083356,5.3,2023-02-14 09:35:27.621
21648,2023-02-14 09:35:30.819,1010123045083404,5.6,2023-02-14 09:35:35.869
21649,2023-02-14 09:35:38.849,1010123045083421,5.0,2023-02-14 09:35:43.959
21650,2023-02-14 09:35:55.089,1010123045083517,5.3,2023-02-14 09:36:00.210
21651,2023-02-14 09:37:30.049,1010123045083655,5.0,2023-02-14 09:37:35.078
21652,2023-02-14 09:38:08.838,1010123045083734,4.8,2023-02-14 09:38:13.967
21653,2023-02-14 09:38:17.148,1010123045083742,5.0,2023-02-14 09:38:22.197
21654,2023-02-14 09:38:33.257,1010123045083757,5.3,2023-02-14 09:38:38.278
21655,2023-02-14 09:38:57.558,1010123045083820,4.5,2023-02-14 09:39:02.667
21656,2023-02-14 09:39:05.717,1010123045083827,5.0,2023-02-14 09:39:10.756
21657,2023-02-14 09:39:14.487,1010123045083835,5.3,2023-02-14 09:39:19.566
21658,2023-02-14 09:39:46.786,1010123045083906,5.6,2023-02-14 09:39:51.796
21659,2023-02-14 09:39:55.056,1010123045083913,5.0,2023-02-14 09:40:00.117
21660,2023-02-14 09:40:03.467,1010123045083921,4.8,2023-02-14 09:40:08.526
21661,2023-02-14 09:40:11.457,1010123045083929,5.0,2023-02-14 09:40:16.526
21662,2023-02-14 09:40:53.835,1010123045084007,4.8,2023-02-14 09:40:58.835
21663,2023-02-14 09:41:02.216,1010123045084015,5.0,2023-02-14 09:41:07.244
21664,2023-02-14 09:41:18.986,1010123045084030,5.3,2023-02-14 09:41:24.115
21665,2023-02-14 09:41:27.256,1010123045084038,5.0,2023-02-14 09:41:32.365
21666,2023-02-14 09:41:35.936,1010123045084046,5.3,2023-02-14 09:41:41.006
21667,2023-02-14 09:41:44.355,1010123045084054,5.0,2023-02-14 09:41:49.405
21668,2023-02-14 09:41:52.706,1010123045084102,5.3,2023-02-14 09:41:57.805
21669,2023-02-14 09:42:09.535,1010123045084119,5.0,2023-02-14 09:42:14.614
21670,2023-02-14 09:42:34.684,1010123045084144,5.3,2023-02-14 09:42:39.805
21671,2023-02-14 09:42:43.154,1010123045084152,5.0,2023-02-14 09:42:48.203
21672,2023-02-14 09:42:51.575,1010123045084201,4.8,2023-02-14 09:42:56.604
21673,2023-02-14 09:43:08.384,1010123045084217,5.0,2023-02-14 09:43:13.404
21674,2023-02-14 09:43:16.773,1010123045084226,4.8,2023-02-14 09:43:21.803
21675,2023-02-14 09:43:25.203,1010123045084234,5.3,2023-02-14 09:43:30.273
21676,2023-02-14 09:43:42.174,1010123045084251,5.0,2023-02-14 09:43:47.243
21677,2023-02-14 09:43:50.523,1010123045084259,5.3,2023-02-14 09:43:55.644
21678,2023-02-14 09:44:07.394,1010123045084316,5.6,2023-02-14 09:44:12.523
21679,2023-02-14 09:44:15.773,1010123045084325,5.3,2023-02-14 09:44:20.844
21680,2023-02-14 09:45:50.983,1010223045084518,5.8,2023-02-14 09:45:56.052
21681,2023-02-14 09:45:59.453,1010223045084525,5.6,2023-02-14 09:46:04.451
21682,2023-02-14 09:46:07.461,1010223045084532,4.8,2023-02-14 09:46:12.611
21683,2023-02-14 09:46:15.471,1010223045084539,5.6,2023-02-14 09:46:20.532
21684,2023-02-14 09:46:23.792,1010223045084547,5.0,2023-02-14 09:46:28.851
21685,2023-02-14 09:46:40.911,1010223045084601,5.6,2023-02-14 09:46:45.961
21686,2023-02-14 09:46:49.032,1010223045084608,5.0,2023-02-14 09:46:54.040
21687,2023-02-14 09:46:56.901,1010223045084615,5.6,2023-02-14 09:47:01.970
21688,2023-02-14 09:47:05.020,1010223045084623,5.3,2023-02-14 09:47:10.049
21689,2023-02-14 09:47:21.190,1010223045084637,5.6,2023-02-14 09:47:26.279
21690,2023-02-14 09:47:29.321,1010223045084644,5.0,2023-02-14 09:47:34.440
21691,2023-02-14 09:47:37.430,1010223045084652,5.6,2023-02-14 09:47:42.450
21692,2023-02-14 09:47:45.401,1010223045084659,5.3,2023-02-14 09:47:50.450
21693,2023-02-14 09:47:53.661,1010223045084707,5.6,2023-02-14 09:47:58.690
21694,2023-02-14 09:48:10.460,1010223045084723,5.3,2023-02-14 09:48:15.489
21695,2023-02-14 10:05:45.234,1010223045084803,5.0,2023-02-14 10:05:50.335
21696,2023-02-14 10:06:08.775,1010223045084820,4.8,2023-02-14 10:06:13.793
21697,2023-02-14 10:06:17.994,1010223045084828,4.5,2023-02-14 10:06:23.115
21698,2023-02-14 10:06:43.424,1010223045090541,5.0,2023-02-14 10:06:48.543
21699,2023-02-14 10:06:51.823,1010223045090601,4.8,2023-02-14 10:06:56.944
21700,2023-02-14 10:07:26.283,1010223045090633,5.3,2023-02-14 10:07:31.342
21701,2023-02-14 10:07:42.644,1010223045090651,5.0,2023-02-14 10:07:47.653
21702,2023-02-14 10:07:59.332,1010223045090713,4.5,2023-02-14 10:08:04.382
21703,2023-02-14 10:08:07.273,1010223045090720,5.0,2023-02-14 10:08:12.302
21704,2023-02-14 10:08:15.903,1010223045090728,4.8,2023-02-14 10:08:20.943
21705,2023-02-14 10:08:24.352,1010223045090737,4.5,2023-02-14 10:08:29.413
21706,2023-02-14 10:08:32.892,1010223045090745,4.8,2023-02-14 10:08:37.993
21707,2023-02-14 10:08:58.173,1010223045090809,5.0,2023-02-14 10:09:03.262
21708,2023-02-14 10:09:06.601,1010223045090817,4.8,2023-02-14 10:09:11.671
21709,2023-02-14 10:09:15.012,1010223045090825,4.5,2023-02-14 10:09:20.072
21710,2023-02-14 10:09:31.940,1010223045090841,4.8,2023-02-14 10:09:37.010
21711,2023-02-14 10:09:40.230,1010223045090849,4.5,2023-02-14 10:09:45.270
21712,2023-02-14 10:09:57.091,1010223045090906,4.8,2023-02-14 10:10:02.220
21713,2023-02-14 10:10:05.641,1010223045090914,5.0,2023-02-14 10:10:10.779
21714,2023-02-14 10:10:22.510,1010223045090931,4.8,2023-02-14 10:10:27.500
21715,2023-02-14 10:10:30.841,1010223045090939,4.5,2023-02-14 10:10:35.900
21716,2023-02-14 10:10:39.359,1010223045090948,5.0,2023-02-14 10:10:44.380
21717,2023-02-14 10:10:47.819,1010223045090957,4.8,2023-02-14 10:10:52.869
21718,2023-02-14 10:11:13.059,1010223045091022,4.5,2023-02-14 10:11:18.059
21719,2023-02-14 10:11:29.809,1010223045091039,4.8,2023-02-14 10:11:34.959
21720,2023-02-14 10:12:11.838,1010223045091121,5.3,2023-02-14 10:12:16.957
21721,2023-02-14 10:12:20.309,1010223045091129,5.0,2023-02-14 10:12:25.348
21722,2023-02-14 10:12:37.138,1010223045091146,4.8,2023-02-14 10:12:42.147
21723,2023-02-14 10:13:02.207,1010223045091211,5.0,2023-02-14 10:13:07.348
21724,2023-02-14 10:13:10.937,1010223045091220,5.3,2023-02-14 10:13:16.078
21725,2023-02-14 10:13:27.747,1010223045091236,5.0,2023-02-14 10:13:32.877
21726,2023-02-14 10:13:35.996,1010223045091245,4.8,2023-02-14 10:13:41.026
21727,2023-02-14 10:13:44.437,1010223045091253,5.0,2023-02-14 10:13:49.506
21728,2023-02-14 10:13:52.947,1010223045091302,4.8,2023-02-14 10:13:58.065
21729,2023-02-14 10:14:18.217,1010223045091327,5.0,2023-02-14 10:14:23.345
21730,2023-02-14 10:14:26.657,1010223045091336,4.8,2023-02-14 10:14:31.664
21731,2023-02-14 10:15:00.486,1010223045091409,5.0,2023-02-14 10:15:05.595
21732,2023-02-14 10:15:08.845,1010223045091417,4.8,2023-02-14 10:15:13.835
21733,2023-02-14 10:15:17.145,1010223045091426,5.0,2023-02-14 10:15:22.144
21734,2023-02-14 10:15:42.464,1010223045091451,5.3,2023-02-14 10:15:47.505
21735,2023-02-14 10:15:50.795,1010223045091500,5.0,2023-02-14 10:15:55.914
21736,2023-02-14 10:15:59.214,1010223045091508,5.3,2023-02-14 10:16:04.315
21737,2023-02-14 10:16:07.734,1010223045091517,5.0,2023-02-14 10:16:12.795
21738,2023-02-14 10:16:16.115,1010223045091525,4.8,2023-02-14 10:16:21.194
21739,2023-02-14 10:17:06.523,1010223045091615,5.0,2023-02-14 10:17:11.582
21740,2023-02-14 10:17:23.392,1010223045091632,4.8,2023-02-14 10:17:28.483
21741,2023-02-14 10:17:31.852,1010223045091641,5.0,2023-02-14 10:17:36.882
21742,2023-02-14 10:17:57.233,1010223045091706,5.3,2023-02-14 10:18:02.322
21743,2023-02-14 10:18:14.141,1010223045091723,5.0,2023-02-14 10:18:19.282
21744,2023-02-14 10:18:39.361,1010223045091748,5.3,2023-02-14 10:18:44.480
21745,2023-02-14 10:18:47.792,1010223045091756,5.0,2023-02-14 10:18:52.881
21746,2023-02-14 10:18:56.282,1010223045091805,4.8,2023-02-14 10:19:01.341
21747,2023-02-14 10:19:13.020,1010223045091822,5.0,2023-02-14 10:19:18.161
21748,2023-02-14 10:19:29.730,1010223045091839,4.8,2023-02-14 10:19:34.779
21749,2023-02-14 10:19:38.230,1010223045091847,5.0,2023-02-14 10:19:43.351
21750,2023-02-14 10:19:46.881,1010223045091856,4.8,2023-02-14 10:19:51.910
21751,2023-02-14 10:19:55.290,1010223045091904,5.0,2023-02-14 10:20:00.390
21752,2023-02-14 10:20:54.098,1010223045092003,5.3,2023-02-14 10:20:59.197
21753,2023-02-14 10:21:02.358,1010223045092011,5.0,2023-02-14 10:21:07.437
21754,2023-02-14 10:21:10.848,1010223045092020,5.3,2023-02-14 10:21:15.989
21755,2023-02-14 10:21:18.969,1010223045092028,5.0,2023-02-14 10:21:24.009
21756,2023-02-14 10:21:35.737,1010223045092045,4.8,2023-02-14 10:21:40.707
21757,2023-02-14 10:21:52.888,1010223045092102,5.0,2023-02-14 10:21:57.907
21758,2023-02-14 10:22:09.767,1010223045092119,5.3,2023-02-14 10:22:14.796
21759,2023-02-14 10:22:18.157,1010223045092127,4.8,2023-02-14 10:22:23.266
21760,2023-02-14 10:22:26.058,1010223045092136,5.0,2023-02-14 10:22:31.036
21761,2023-02-14 10:22:51.736,1010223045092200,5.3,2023-02-14 10:22:56.865
21762,2023-02-14 10:23:08.417,1010223045092217,5.0,2023-02-14 10:23:13.436
21763,2023-02-14 10:23:25.286,1010223045092234,5.3,2023-02-14 10:23:30.405
21764,2023-02-14 10:23:33.645,1010223045092243,5.0,2023-02-14 10:23:38.716
21765,2023-02-14 10:23:42.176,1010223045092251,4.8,2023-02-14 10:23:47.196
21766,2023-02-14 10:23:50.405,1010223045092259,5.3,2023-02-14 10:23:55.515
21767,2023-02-14 10:23:58.926,1010223045092308,4.8,2023-02-14 10:24:03.994
21768,2023-02-14 10:24:15.765,1010223045092325,5.0,2023-02-14 10:24:20.884
21769,2023-02-14 10:24:24.194,1010223045092333,4.8,2023-02-14 10:24:29.194
21770,2023-02-14 10:24:32.484,1010223045092342,5.0,2023-02-14 10:24:37.595
21771,2023-02-14 10:24:49.394,1010223045092358,4.8,2023-02-14 10:24:54.394
21772,2023-02-14 10:25:14.453,1010223045092424,5.0,2023-02-14 10:25:19.602
21773,2023-02-14 10:25:56.463,1010223045092505,5.3,2023-02-14 10:26:01.602
21774,2023-02-14 10:26:13.082,1010223045092522,5.0,2023-02-14 10:26:18.153
21775,2023-02-14 10:26:21.632,1010223045092531,4.8,2023-02-14 10:26:26.632
21776,2023-02-14 10:26:30.132,1010223045092539,5.0,2023-02-14 10:26:35.183
21777,2023-02-14 10:27:03.582,1010223045092613,4.5,2023-02-14 10:27:08.641
21778,2023-02-14 10:27:12.131,1010223045092621,5.0,2023-02-14 10:27:17.200
21779,2023-02-14 10:27:20.282,1010223045092630,4.5,2023-02-14 10:27:25.361
21780,2023-02-14 10:27:28.961,1010223045092638,4.8,2023-02-14 10:27:34.000
21781,2023-02-14 10:27:45.671,1010223045092655,5.0,2023-02-14 10:27:50.790
21782,2023-02-14 10:27:54.000,1010223045092703,4.8,2023-02-14 10:27:59.040
21783,2023-02-14 10:28:02.151,1010223045092712,5.3,2023-02-14 10:28:07.270
21784,2023-02-14 10:28:10.720,1010223045092720,4.8,2023-02-14 10:28:15.841
21785,2023-02-14 10:28:19.260,1010223045092728,5.0,2023-02-14 10:28:24.391
21786,2023-02-14 10:28:53.210,1010223045092802,5.3,2023-02-14 10:28:58.309
21787,2023-02-14 10:29:18.259,1010223045092827,4.8,2023-02-14 10:29:23.279
21788,2023-02-14 10:29:35.188,1010223045092844,5.0,2023-02-14 10:29:40.319
21789,2023-02-14 10:30:08.858,1010223045092918,4.8,2023-02-14 10:30:13.848
21790,2023-02-14 10:30:17.138,1010223045092926,5.0,2023-02-14 10:30:22.227
21791,2023-02-14 10:31:07.586,1010223045093017,5.3,2023-02-14 10:31:12.717
21792,2023-02-14 10:31:24.427,1010223045093034,5.0,2023-02-14 10:31:29.526
21793,2023-02-14 10:31:32.907,1010223045093042,4.8,2023-02-14 10:31:37.915
21794,2023-02-14 10:31:41.286,1010223045093050,5.0,2023-02-14 10:31:46.315
21795,2023-02-14 10:31:49.586,1010223045093059,5.3,2023-02-14 10:31:54.716
21796,2023-02-14 10:31:58.217,1010223045093107,4.8,2023-02-14 10:32:03.286
21797,2023-02-14 10:32:06.625,1010223045093116,5.3,2023-02-14 10:32:11.756
21798,2023-02-14 10:32:15.115,1010223045093124,4.8,2023-02-14 10:32:20.154
21799,2023-02-14 10:32:23.546,1010223045093132,5.0,2023-02-14 10:32:28.565
21800,2023-02-14 10:32:35.496,1010223045093141,5.3,2023-02-14 10:32:40.654
21801,2023-02-14 10:32:44.256,1010223045093149,5.0,2023-02-14 10:32:49.286
21802,2023-02-14 10:33:00.236,1010223045093206,5.3,2023-02-14 10:33:05.275
21803,2023-02-14 10:33:16.634,1010223045093232,5.0,2023-02-14 10:33:21.684
21804,2023-02-14 10:33:24.775,1010223045093239,5.3,2023-02-14 10:33:29.924
21805,2023-02-14 10:33:33.553,1010223045093247,5.6,2023-02-14 10:33:38.573
21806,2023-02-14 10:33:49.733,1010223045093303,5.3,2023-02-14 10:33:54.802
21807,2023-02-14 10:33:57.743,1010223045093312,5.6,2023-02-14 10:34:02.882
21808,2023-02-14 10:34:05.854,1010223045093320,5.3,2023-02-14 10:34:10.953
21809,2023-02-14 10:34:46.753,1010223045093400,5.0,2023-02-14 10:34:51.842
21810,2023-02-14 10:34:55.092,1010223045093408,4.8,2023-02-14 10:35:00.153
21811,2023-02-14 10:35:12.082,1010223045093424,4.5,2023-02-14 10:35:17.121
21812,2023-02-14 10:35:20.473,1010223045093432,4.8,2023-02-14 10:35:25.592
21813,2023-02-14 10:35:28.862,1010223045093441,4.5,2023-02-14 10:35:33.841
21814,2023-02-14 10:35:37.292,1010223045093449,5.3,2023-02-14 10:35:42.401
21815,2023-02-14 10:35:45.252,1010223045093457,5.0,2023-02-14 10:35:50.332
21816,2023-02-14 10:35:54.082,1010223045093505,4.8,2023-02-14 10:35:59.121
21817,2023-02-14 10:36:02.582,1010223045093513,5.0,2023-02-14 10:36:07.680
21818,2023-02-14 10:36:44.990,1010223045093553,5.3,2023-02-14 10:36:50.000
21819,2023-02-14 10:38:39.309,1010223045093627,5.0,2023-02-14 10:38:44.338
21820,2023-02-14 10:40:02.336,1010223045093644,4.8,2023-02-14 10:40:07.375
21821,2023-02-14 10:40:18.746,1010223045093824,5.0,2023-02-14 10:40:23.766
