,time,TraceabilityCode,PressForceValueRR,time.value
6582,2023-02-07 18:00:27.875,1010223038165943,93.6,2023-02-07 18:00:32.796
6583,2023-02-07 18:00:35.986,1010223038165951,93.8,2023-02-07 18:00:40.875
6584,2023-02-07 18:00:43.986,1010223038165959,93.3,2023-02-07 18:00:48.875
6585,2023-02-07 18:00:52.145,1010223038170007,93.6,2023-02-07 18:00:56.956
6586,2023-02-07 18:01:00.266,1010223038170015,93.3,2023-02-07 18:01:05.125
6587,2023-02-07 18:01:08.375,1010223038170023,93.6,2023-02-07 18:01:13.276
6588,2023-02-07 18:01:16.446,1010223038170031,93.3,2023-02-07 18:01:21.345
6589,2023-02-07 18:01:32.466,1010223038170048,94.1,2023-02-07 18:01:37.355
6590,2023-02-07 18:01:40.555,1010223038170056,93.6,2023-02-07 18:01:45.365
6591,2023-02-07 18:01:48.515,1010223038170104,93.8,2023-02-07 18:01:53.434
6592,2023-02-07 18:02:04.615,1010223038170120,93.3,2023-02-07 18:02:09.434
6593,2023-02-07 18:02:12.664,1010223038170128,93.6,2023-02-07 18:02:17.525
6594,2023-02-07 18:02:20.744,1010223038170136,93.8,2023-02-07 18:02:25.595
6595,2023-02-07 18:02:28.825,1010223038170144,93.6,2023-02-07 18:02:33.684
6596,2023-02-07 18:02:36.865,1010223038170152,94.4,2023-02-07 18:02:41.684
6597,2023-02-07 18:02:44.954,1010223038170200,94.1,2023-02-07 18:02:49.844
6598,2023-02-07 18:02:52.924,1010223038170208,94.4,2023-02-07 18:02:57.844
6599,2023-02-07 18:03:00.984,1010223038170216,94.1,2023-02-07 18:03:05.844
6600,2023-02-07 18:03:09.075,1010223038170225,94.4,2023-02-07 18:03:13.914
6601,2023-02-07 18:03:17.194,1010223038170233,93.8,2023-02-07 18:03:21.993
6602,2023-02-07 18:03:25.134,1010223038170241,94.1,2023-02-07 18:03:30.092
6603,2023-02-07 18:03:33.213,1010223038170249,94.4,2023-02-07 18:03:38.084
6604,2023-02-07 18:03:41.344,1010223038170257,93.8,2023-02-07 18:03:46.163
6605,2023-02-07 18:03:49.434,1010223038170305,94.1,2023-02-07 18:03:54.243
6606,2023-02-07 18:03:57.404,1010223038170313,94.4,2023-02-07 18:04:02.312
6607,2023-02-07 18:04:05.573,1010223038170321,93.8,2023-02-07 18:04:10.392
6608,2023-02-07 18:04:21.612,1010223038170337,94.6,2023-02-07 18:04:26.483
6609,2023-02-07 18:04:29.582,1010223038170345,94.1,2023-02-07 18:04:34.391
6610,2023-02-07 18:04:45.832,1010223038170401,94.4,2023-02-07 18:04:50.642
6611,2023-02-07 18:04:53.953,1010223038170410,94.1,2023-02-07 18:04:58.802
6612,2023-02-07 18:05:02.042,1010223038170418,94.4,2023-02-07 18:05:06.881
6613,2023-02-07 18:05:34.362,1010223038170450,94.6,2023-02-07 18:05:39.213
6614,2023-02-07 18:05:42.453,1010223038170458,94.4,2023-02-07 18:05:47.361
6615,2023-02-07 18:05:50.621,1010223038170506,94.1,2023-02-07 18:05:55.532
6616,2023-02-07 18:05:58.792,1010223038170514,93.6,2023-02-07 18:06:03.680
6617,2023-02-07 18:06:06.911,1010223038170523,94.4,2023-02-07 18:06:11.770
6618,2023-02-07 18:06:15.042,1010223038170531,93.8,2023-02-07 18:06:19.921
6619,2023-02-07 18:06:23.092,1010223038170539,94.4,2023-02-07 18:06:27.921
6620,2023-02-07 18:06:39.282,1010223038170555,93.8,2023-02-07 18:06:44.081
6621,2023-02-07 18:06:47.270,1010223038170603,94.4,2023-02-07 18:06:52.079
6622,2023-02-07 18:06:55.341,1010223038170611,94.1,2023-02-07 18:07:00.240
6623,2023-02-07 18:07:03.341,1010223038170619,94.6,2023-02-07 18:07:08.170
6624,2023-02-07 18:07:11.301,1010223038170627,94.4,2023-02-07 18:07:16.240
6625,2023-02-07 18:07:27.509,1010223038170643,94.1,2023-02-07 18:07:32.319
6626,2023-02-07 18:07:35.551,1010223038170651,94.4,2023-02-07 18:07:40.400
6627,2023-02-07 18:07:51.660,1010223038170707,94.1,2023-02-07 18:07:56.490
6628,2023-02-07 18:07:59.891,1010223038170716,94.6,2023-02-07 18:08:04.720
6629,2023-02-07 18:08:07.911,1010223038170724,94.4,2023-02-07 18:08:12.799
6630,2023-02-07 18:08:16.000,1010223038170732,94.1,2023-02-07 18:08:20.819
6631,2023-02-07 18:08:24.049,1010223038170740,93.6,2023-02-07 18:08:28.878
6632,2023-02-07 18:08:32.140,1010223038170748,94.1,2023-02-07 18:08:36.969
6633,2023-02-07 18:08:40.240,1010223038170756,93.8,2023-02-07 18:08:45.039
6634,2023-02-07 18:08:48.299,1010223038170804,94.4,2023-02-07 18:08:53.210
6635,2023-02-07 18:08:56.410,1010223038170812,93.6,2023-02-07 18:09:01.289
6636,2023-02-07 18:09:04.410,1010223038170820,94.1,2023-02-07 18:09:09.279
6637,2023-02-07 18:09:20.569,1010223038170836,94.4,2023-02-07 18:09:25.437
6638,2023-02-07 18:09:28.588,1010223038170845,94.6,2023-02-07 18:09:33.528
6639,2023-02-07 18:09:36.678,1010223038170853,93.8,2023-02-07 18:09:41.598
6640,2023-02-07 18:09:44.868,1010223038170901,94.4,2023-02-07 18:09:49.687
6641,2023-02-07 18:09:52.908,1010223038170909,94.6,2023-02-07 18:09:57.848
6642,2023-02-07 18:10:01.039,1010223038170917,94.4,2023-02-07 18:10:05.927
6643,2023-02-07 18:10:09.069,1010223038170925,94.1,2023-02-07 18:10:13.927
6644,2023-02-07 18:10:17.148,1010223038170933,94.6,2023-02-07 18:10:22.006
6645,2023-02-07 18:10:25.257,1010223038170941,94.1,2023-02-07 18:10:30.078
6646,2023-02-07 18:10:33.378,1010223038170949,94.6,2023-02-07 18:10:38.247
6647,2023-02-07 18:10:41.548,1010223038170957,94.4,2023-02-07 18:10:46.407
6648,2023-02-07 18:10:57.818,1010223038171013,94.1,2023-02-07 18:11:02.648
6649,2023-02-07 18:11:05.878,1010223038171021,93.6,2023-02-07 18:11:10.727
6650,2023-02-07 18:11:13.878,1010223038171030,94.4,2023-02-07 18:11:18.805
6651,2023-02-07 18:11:21.897,1010223038171038,94.6,2023-02-07 18:11:26.805
6652,2023-02-07 18:11:30.076,1010223038171046,93.6,2023-02-07 18:11:34.895
6653,2023-02-07 18:11:38.157,1010223038171054,94.4,2023-02-07 18:11:43.046
6654,2023-02-07 18:11:46.276,1010223038171102,94.6,2023-02-07 18:11:51.135
6655,2023-02-07 18:11:54.305,1010223038171110,94.1,2023-02-07 18:11:59.216
6656,2023-02-07 18:12:10.466,1010223038171126,94.6,2023-02-07 18:12:15.286
6657,2023-02-07 18:12:26.456,1010223038171142,94.4,2023-02-07 18:12:31.276
6658,2023-02-07 18:12:42.655,1010223038171158,94.9,2023-02-07 18:12:47.535
6659,2023-02-07 18:12:50.684,1010223038171206,94.6,2023-02-07 18:12:55.615
6660,2023-02-07 18:12:58.785,1010223038171215,94.1,2023-02-07 18:13:03.605
6661,2023-02-07 18:13:06.884,1010223038171223,93.8,2023-02-07 18:13:11.674
6662,2023-02-07 18:13:14.835,1010223038171231,94.4,2023-02-07 18:13:19.775
6663,2023-02-07 18:13:31.035,1010223038171247,93.8,2023-02-07 18:13:35.934
6664,2023-02-07 18:13:39.075,1010223038171255,93.3,2023-02-07 18:13:43.914
6665,2023-02-07 18:13:47.253,1010223038171303,94.4,2023-02-07 18:13:52.174
6666,2023-02-07 18:13:55.374,1010223038171311,93.6,2023-02-07 18:14:00.173
6667,2023-02-07 18:14:03.374,1010223038171319,93.8,2023-02-07 18:14:08.243
6668,2023-02-07 18:14:11.483,1010223038171327,94.4,2023-02-07 18:14:16.313
6669,2023-02-07 18:14:27.614,1010223038171343,93.8,2023-02-07 18:14:32.493
6670,2023-02-07 18:14:35.733,1010223038171352,94.4,2023-02-07 18:14:40.653
6671,2023-02-07 18:14:43.864,1010223038171400,94.6,2023-02-07 18:14:48.721
6672,2023-02-07 18:14:59.882,1010223038171416,93.3,2023-02-07 18:15:04.732
6673,2023-02-07 18:15:18.683,1010223038171447,95.2,2023-02-07 18:15:23.513
6674,2023-02-07 18:15:27.163,1010123038171455,93.8,2023-02-07 18:15:31.971
6675,2023-02-07 18:15:35.763,1010123038171502,94.6,2023-02-07 18:15:40.542
6676,2023-02-07 18:15:43.832,1010123038171510,93.8,2023-02-07 18:15:48.641
6677,2023-02-07 18:15:51.963,1010123038171518,94.9,2023-02-07 18:15:56.812
6678,2023-02-07 18:16:00.072,1010123038171525,94.4,2023-02-07 18:16:04.881
6679,2023-02-07 18:16:08.032,1010123038171533,94.9,2023-02-07 18:16:12.892
6680,2023-02-07 18:16:16.183,1010123038171541,93.8,2023-02-07 18:16:21.051
6681,2023-02-07 18:16:24.171,1010123038171548,94.1,2023-02-07 18:16:29.051
6682,2023-02-07 18:16:32.210,1010123038171556,93.6,2023-02-07 18:16:37.131
6683,2023-02-07 18:16:40.411,1010123038171603,93.0,2023-02-07 18:16:45.280
6684,2023-02-07 18:16:48.381,1010123038171611,93.3,2023-02-07 18:16:53.290
6685,2023-02-07 18:16:56.592,1010123038171619,93.6,2023-02-07 18:17:01.460
6686,2023-02-07 18:17:04.611,1010123038171626,94.1,2023-02-07 18:17:09.460
6687,2023-02-07 18:17:12.631,1010123038171634,93.6,2023-02-07 18:17:17.530
6688,2023-02-07 18:17:28.901,1010123038171649,93.3,2023-02-07 18:17:33.701
6689,2023-02-07 18:17:36.842,1010123038171657,93.6,2023-02-07 18:17:41.780
6690,2023-02-07 18:17:44.851,1010123038171704,94.6,2023-02-07 18:17:49.780
6691,2023-02-07 18:17:53.061,1010123038171712,93.8,2023-02-07 18:17:57.930
6692,2023-02-07 18:18:09.230,1010123038171727,94.1,2023-02-07 18:18:14.091
6693,2023-02-07 18:18:25.301,1010123038171742,94.6,2023-02-07 18:18:30.170
6694,2023-02-07 18:18:33.371,1010123038171750,93.3,2023-02-07 18:18:38.250
6695,2023-02-07 18:18:41.440,1010123038171758,93.8,2023-02-07 18:18:46.250
6696,2023-02-07 18:18:49.509,1010123038171806,93.6,2023-02-07 18:18:54.408
6697,2023-02-07 18:18:57.619,1010123038171813,94.1,2023-02-07 18:19:02.408
6698,2023-02-07 18:19:21.609,1010123038171837,93.3,2023-02-07 18:19:26.490
6699,2023-02-07 18:20:34.878,1010123038171845,94.4,2023-02-07 18:20:39.709
6700,2023-02-07 18:20:43.358,1010123038172011,93.0,2023-02-07 18:20:48.257
6701,2023-02-07 18:20:52.128,1010123038172019,94.4,2023-02-07 18:20:56.989
6702,2023-02-07 18:21:00.118,1010123038172026,94.9,2023-02-07 18:21:05.049
6703,2023-02-07 18:21:08.178,1010123038172034,94.6,2023-02-07 18:21:12.979
6704,2023-02-07 18:21:16.088,1010123038172042,94.4,2023-02-07 18:21:20.976
6705,2023-02-07 18:21:24.157,1010123038172049,93.3,2023-02-07 18:21:28.986
6706,2023-02-07 18:21:32.227,1010123038172057,93.8,2023-02-07 18:21:37.066
6707,2023-02-07 18:21:40.358,1010123038172105,94.4,2023-02-07 18:21:45.226
6708,2023-02-07 18:21:48.378,1010123038172112,93.6,2023-02-07 18:21:53.298
6709,2023-02-07 18:23:16.857,1010123038172128,94.4,2023-02-07 18:23:21.756
6710,2023-02-07 18:23:25.207,1010123038172135,93.6,2023-02-07 18:23:30.026
6711,2023-02-07 18:23:56.246,1010123038172143,94.1,2023-02-07 18:24:01.105
6712,2023-02-07 18:24:04.845,1010123038172151,94.6,2023-02-07 18:24:09.654
6713,2023-02-07 18:24:20.926,1010123038172317,94.4,2023-02-07 18:24:25.775
6714,2023-02-07 18:24:28.996,1010123038172324,93.6,2023-02-07 18:24:33.865
6715,2023-02-07 18:24:37.016,1010123038172352,94.1,2023-02-07 18:24:41.934
6716,2023-02-07 18:24:45.315,1010123038172402,93.6,2023-02-07 18:24:50.184
6717,2023-02-07 18:24:53.305,1010123038172410,93.3,2023-02-07 18:24:58.174
6718,2023-02-07 18:25:01.424,1010123038172418,94.1,2023-02-07 18:25:06.334
6719,2023-02-07 18:25:09.565,1010123038172426,94.4,2023-02-07 18:25:14.334
6720,2023-02-07 18:25:17.535,1010123038172434,94.1,2023-02-07 18:25:22.424
6721,2023-02-07 18:25:25.625,1010123038172442,94.4,2023-02-07 18:25:30.434
6722,2023-02-07 18:25:33.585,1010123038172450,94.6,2023-02-07 18:25:38.414
6723,2023-02-07 18:25:41.684,1010123038172458,94.4,2023-02-07 18:25:46.505
6724,2023-02-07 18:25:49.723,1010123038172506,94.6,2023-02-07 18:25:54.582
6725,2023-02-07 18:25:57.773,1010123038172514,94.1,2023-02-07 18:26:02.663
6726,2023-02-07 18:26:05.854,1010123038172522,94.4,2023-02-07 18:26:10.733
6727,2023-02-07 18:26:22.053,1010123038172538,94.1,2023-02-07 18:26:26.903
6728,2023-02-07 18:26:38.144,1010123038172554,93.8,2023-02-07 18:26:43.053
6729,2023-02-07 18:26:54.322,1010123038172610,94.1,2023-02-07 18:26:59.223
6730,2023-02-07 18:27:10.463,1010123038172626,94.4,2023-02-07 18:27:15.292
6731,2023-02-07 18:27:18.492,1010123038172634,94.1,2023-02-07 18:27:23.381
6732,2023-02-07 18:27:26.671,1010123038172642,94.6,2023-02-07 18:27:31.461
6733,2023-02-07 18:27:50.842,1010123038172707,94.9,2023-02-07 18:27:55.772
6734,2023-02-07 18:28:06.992,1010123038172723,94.4,2023-02-07 18:28:11.861
6735,2023-02-07 18:28:23.210,1010123038172739,94.6,2023-02-07 18:28:28.109
6736,2023-02-07 18:28:31.290,1010123038172747,94.1,2023-02-07 18:28:36.101
6737,2023-02-07 18:28:39.301,1010123038172755,94.9,2023-02-07 18:28:44.180
6738,2023-02-07 18:28:47.440,1010123038172803,94.6,2023-02-07 18:28:52.339
6739,2023-02-07 18:28:55.460,1010123038172811,94.1,2023-02-07 18:29:00.260
6740,2023-02-07 18:29:03.530,1010123038172819,94.4,2023-02-07 18:29:08.440
6741,2023-02-07 18:29:11.661,1010123038172827,94.1,2023-02-07 18:29:16.510
6742,2023-02-07 18:29:27.839,1010123038172844,93.8,2023-02-07 18:29:32.658
6743,2023-02-07 18:29:35.829,1010123038172852,94.1,2023-02-07 18:29:40.658
6744,2023-02-07 18:29:52.089,1010123038172908,94.4,2023-02-07 18:29:56.900
6745,2023-02-07 18:30:00.160,1010123038172916,94.6,2023-02-07 18:30:04.979
6746,2023-02-07 18:30:08.180,1010123038172924,94.4,2023-02-07 18:30:13.059
6747,2023-02-07 18:30:16.400,1010123038172932,94.6,2023-02-07 18:30:21.219
6748,2023-02-07 18:30:24.410,1010123038172940,94.9,2023-02-07 18:30:29.209
6749,2023-02-07 18:30:32.430,1010123038172948,94.6,2023-02-07 18:30:37.299
6750,2023-02-07 18:30:56.729,1010123038173012,94.1,2023-02-07 18:31:01.549
6751,2023-02-07 18:31:04.838,1010123038173021,93.6,2023-02-07 18:31:09.628
6752,2023-02-07 18:31:12.888,1010123038173029,94.6,2023-02-07 18:31:17.779
6753,2023-02-07 18:31:20.979,1010123038173037,94.4,2023-02-07 18:31:25.858
6754,2023-02-07 18:31:37.088,1010123038173053,94.1,2023-02-07 18:31:42.019
6755,2023-02-07 18:31:53.229,1010123038173109,94.4,2023-02-07 18:31:58.108
6756,2023-02-07 18:32:01.289,1010123038173117,94.1,2023-02-07 18:32:06.187
6757,2023-02-07 18:32:09.459,1010123038173125,93.8,2023-02-07 18:32:14.267
6758,2023-02-07 18:32:17.548,1010123038173133,94.6,2023-02-07 18:32:22.427
6759,2023-02-07 18:32:25.578,1010123038173141,94.4,2023-02-07 18:32:30.427
6760,2023-02-07 18:34:33.556,1010123038173214,94.1,2023-02-07 18:34:38.417
6761,2023-02-07 18:34:41.947,1010123038173222,94.6,2023-02-07 18:34:46.756
6762,2023-02-07 18:34:49.946,1010123038173230,93.8,2023-02-07 18:34:54.755
6763,2023-02-07 18:35:14.036,1010123038173254,93.3,2023-02-07 18:35:18.904
6764,2023-02-07 18:35:30.236,1010123038173310,93.8,2023-02-07 18:35:35.075
6765,2023-02-07 18:35:38.216,1010123038173318,93.3,2023-02-07 18:35:43.065
6766,2023-02-07 18:35:54.384,1010123038173508,93.6,2023-02-07 18:35:59.234
6767,2023-02-07 18:36:02.525,1010123038173517,93.3,2023-02-07 18:36:07.315
6768,2023-02-07 18:36:10.464,1010123038173525,93.6,2023-02-07 18:36:15.305
6769,2023-02-07 18:36:34.464,1010123038173549,94.1,2023-02-07 18:36:39.305
6770,2023-02-07 18:36:58.724,1010123038173613,93.8,2023-02-07 18:37:03.543
6771,2023-02-07 18:37:06.805,1010123038173621,94.4,2023-02-07 18:37:11.624
6772,2023-02-07 18:37:14.834,1010123038173629,94.1,2023-02-07 18:37:19.703
6773,2023-02-07 18:37:22.803,1010123038173638,93.8,2023-02-07 18:37:27.703
6774,2023-02-07 18:37:30.844,1010123038173646,94.4,2023-02-07 18:37:35.792
6775,2023-02-07 18:37:46.934,1010123038173702,93.6,2023-02-07 18:37:51.792
6776,2023-02-07 18:38:02.903,1010123038173718,94.1,2023-02-07 18:38:07.792
6777,2023-02-07 18:38:11.043,1010123038173726,93.6,2023-02-07 18:38:15.872
6778,2023-02-07 18:38:27.124,1010123038173742,94.1,2023-02-07 18:38:32.033
6779,2023-02-07 18:38:35.223,1010123038173750,93.8,2023-02-07 18:38:40.114
6780,2023-02-07 18:38:51.332,1010123038173806,94.6,2023-02-07 18:38:56.193
6781,2023-02-07 18:38:59.423,1010123038173814,93.6,2023-02-07 18:39:04.263
6782,2023-02-07 18:39:23.292,1010123038173838,93.3,2023-02-07 18:39:28.111
6783,2023-02-07 18:39:31.242,1010123038173847,93.6,2023-02-07 18:39:36.111
6784,2023-02-07 18:39:39.351,1010123038173855,93.8,2023-02-07 18:39:44.282
6785,2023-02-07 18:39:58.792,1010223038173928,95.7,2023-02-07 18:40:03.621
6786,2023-02-07 18:40:08.012,1010223038173935,94.6,2023-02-07 18:40:12.821
6787,2023-02-07 18:40:15.921,1010223038173943,94.1,2023-02-07 18:40:20.750
6788,2023-02-07 18:40:23.921,1010223038173950,94.9,2023-02-07 18:40:28.740
6789,2023-02-07 18:40:31.921,1010223038173958,94.1,2023-02-07 18:40:36.730
6790,2023-02-07 18:40:39.960,1010223038174006,93.8,2023-02-07 18:40:44.811
6791,2023-02-07 18:40:48.111,1010223038174013,94.4,2023-02-07 18:40:52.880
6792,2023-02-07 18:40:55.980,1010223038174021,93.3,2023-02-07 18:41:00.819
6793,2023-02-07 18:41:11.980,1010223038174036,93.8,2023-02-07 18:41:16.839
6794,2023-02-07 18:41:51.950,1010223038174115,94.4,2023-02-07 18:41:56.750
6795,2023-02-07 18:41:59.890,1010223038174122,94.1,2023-02-07 18:42:04.750
6796,2023-02-07 18:42:07.960,1010223038174130,94.6,2023-02-07 18:42:12.839
6797,2023-02-07 18:42:16.019,1010223038174138,94.1,2023-02-07 18:42:20.838
6798,2023-02-07 18:42:24.088,1010223038174145,94.9,2023-02-07 18:42:28.987
6799,2023-02-07 18:42:32.188,1010223038174153,94.1,2023-02-07 18:42:37.078
6800,2023-02-07 18:42:40.209,1010223038174201,94.4,2023-02-07 18:42:45.148
6801,2023-02-07 18:42:48.368,1010223038174208,94.6,2023-02-07 18:42:53.236
6802,2023-02-07 18:43:04.507,1010223038174224,94.4,2023-02-07 18:43:09.318
6803,2023-02-07 18:43:20.677,1010223038174239,93.8,2023-02-07 18:43:25.467
6804,2023-02-07 18:43:28.628,1010223038174247,94.4,2023-02-07 18:43:33.558
6805,2023-02-07 18:43:52.957,1010223038174310,94.1,2023-02-07 18:43:57.776
6806,2023-02-07 18:44:01.055,1010223038174318,94.6,2023-02-07 18:44:05.885
6807,2023-02-07 18:44:09.147,1010223038174325,94.4,2023-02-07 18:44:13.956
6808,2023-02-07 18:44:33.266,1010223038174349,94.1,2023-02-07 18:44:38.117
6809,2023-02-07 18:44:41.397,1010223038174357,94.4,2023-02-07 18:44:46.276
6810,2023-02-07 18:44:49.506,1010223038174405,94.6,2023-02-07 18:44:54.355
6811,2023-02-07 18:45:05.657,1010223038174421,94.9,2023-02-07 18:45:10.506
6812,2023-02-07 18:45:13.687,1010223038174430,94.1,2023-02-07 18:45:18.595
6813,2023-02-07 18:45:21.895,1010223038174438,94.4,2023-02-07 18:45:26.676
6814,2023-02-07 18:45:37.956,1010223038174454,94.6,2023-02-07 18:45:42.845
6815,2023-02-07 18:45:46.055,1010223038174502,94.4,2023-02-07 18:45:50.914
6816,2023-02-07 18:46:02.145,1010223038174518,94.1,2023-02-07 18:46:07.055
6817,2023-02-07 18:46:10.296,1010223038174526,94.4,2023-02-07 18:46:15.154
6818,2023-02-07 18:46:34.525,1010223038174550,93.8,2023-02-07 18:46:39.394
6819,2023-02-07 18:46:42.565,1010223038174559,94.4,2023-02-07 18:46:47.484
6820,2023-02-07 18:46:50.795,1010223038174607,94.6,2023-02-07 18:46:55.634
6821,2023-02-07 18:46:58.825,1010223038174615,94.4,2023-02-07 18:47:03.724
6822,2023-02-07 18:47:06.914,1010223038174623,94.6,2023-02-07 18:47:11.714
6823,2023-02-07 18:47:23.085,1010223038174639,94.4,2023-02-07 18:47:27.875
6824,2023-02-07 18:47:31.005,1010223038174647,94.6,2023-02-07 18:47:35.884
6825,2023-02-07 18:47:39.085,1010223038174655,94.4,2023-02-07 18:47:43.884
6826,2023-02-07 18:47:47.134,1010223038174703,94.6,2023-02-07 18:47:52.023
6827,2023-02-07 18:48:03.253,1010223038174719,93.8,2023-02-07 18:48:08.122
6828,2023-02-07 18:48:11.533,1010223038174727,94.4,2023-02-07 18:48:16.364
6829,2023-02-07 18:48:19.563,1010223038174735,94.1,2023-02-07 18:48:24.364
6830,2023-02-07 18:48:27.614,1010223038174743,94.4,2023-02-07 18:48:32.523
6831,2023-02-07 18:48:43.844,1010223038174800,93.8,2023-02-07 18:48:48.673
6832,2023-02-07 18:48:51.834,1010223038174808,94.1,2023-02-07 18:48:56.763
6833,2023-02-07 18:49:00.033,1010223038174816,94.6,2023-02-07 18:49:04.924
6834,2023-02-07 18:49:07.963,1010223038174824,94.1,2023-02-07 18:49:12.842
6835,2023-02-07 18:49:32.263,1010223038174848,94.9,2023-02-07 18:49:37.082
6836,2023-02-07 18:49:48.362,1010223038174904,94.1,2023-02-07 18:49:53.223
6837,2023-02-07 18:49:56.552,1010223038174912,94.9,2023-02-07 18:50:01.403
6838,2023-02-07 18:50:04.572,1010223038174920,94.4,2023-02-07 18:50:09.482
6839,2023-02-07 18:50:28.782,1010223038174945,94.6,2023-02-07 18:50:33.641
6840,2023-02-07 18:50:36.871,1010223038174953,94.4,2023-02-07 18:50:41.721
6841,2023-02-07 18:50:44.921,1010223038175001,94.1,2023-02-07 18:50:49.802
6842,2023-02-07 18:51:09.221,1010223038175025,94.6,2023-02-07 18:51:14.032
6843,2023-02-07 18:51:17.242,1010223038175033,94.1,2023-02-07 18:51:22.121
6844,2023-02-07 18:51:49.821,1010223038175105,94.6,2023-02-07 18:51:54.690
6845,2023-02-07 18:51:57.950,1010223038175113,94.1,2023-02-07 18:52:02.829
6846,2023-02-07 18:52:06.020,1010223038175122,94.4,2023-02-07 18:52:10.839
6847,2023-02-07 18:52:14.101,1010223038175130,94.6,2023-02-07 18:52:18.930
6848,2023-02-07 18:52:30.190,1010223038175146,94.1,2023-02-07 18:52:35.009
6849,2023-02-07 18:52:38.151,1010223038175154,94.4,2023-02-07 18:52:43.079
6850,2023-02-07 18:52:46.311,1010223038175202,94.9,2023-02-07 18:52:51.171
6851,2023-02-07 18:52:54.440,1010223038175210,94.4,2023-02-07 18:52:59.331
6852,2023-02-07 18:53:10.740,1010223038175226,94.6,2023-02-07 18:53:15.571
6853,2023-02-07 18:53:18.819,1010223038175234,94.4,2023-02-07 18:53:23.660
6854,2023-02-07 18:53:26.930,1010223038175242,94.6,2023-02-07 18:53:31.730
6855,2023-02-07 18:53:35.019,1010223038175250,94.1,2023-02-07 18:53:39.898
6856,2023-02-07 18:53:43.230,1010223038175259,93.6,2023-02-07 18:53:48.049
6857,2023-02-07 18:53:51.329,1010223038175307,93.3,2023-02-07 18:53:56.130
6858,2023-02-07 18:54:07.569,1010223038175323,93.6,2023-02-07 18:54:12.448
6859,2023-02-07 18:54:15.690,1010223038175331,94.1,2023-02-07 18:54:20.528
6860,2023-02-07 18:54:31.698,1010223038175347,93.6,2023-02-07 18:54:36.618
6861,2023-02-07 18:54:55.947,1010223038175411,93.8,2023-02-07 18:55:00.757
6862,2023-02-07 18:55:12.157,1010223038175427,94.4,2023-02-07 18:55:17.007
6863,2023-02-07 18:55:20.128,1010223038175443,94.1,2023-02-07 18:55:24.917
6864,2023-02-07 18:55:28.138,1010223038175451,94.9,2023-02-07 18:55:33.006
6865,2023-02-07 18:55:36.187,1010223038175459,94.1,2023-02-07 18:55:40.997
6866,2023-02-07 18:56:00.816,1010223038175530,93.8,2023-02-07 18:56:05.736
6867,2023-02-07 18:56:09.976,1010123038175537,94.4,2023-02-07 18:56:14.836
6868,2023-02-07 18:56:26.086,1010123038175553,93.3,2023-02-07 18:56:30.926
6869,2023-02-07 18:56:34.127,1010123038175600,94.1,2023-02-07 18:56:38.927
6870,2023-02-07 18:56:42.056,1010123038175608,93.8,2023-02-07 18:56:46.936
6871,2023-02-07 18:56:50.135,1010123038175615,94.1,2023-02-07 18:56:54.936
6872,2023-02-07 18:56:58.065,1010123038175623,93.3,2023-02-07 18:57:02.926
6873,2023-02-07 18:57:06.196,1010123038175631,93.6,2023-02-07 18:57:11.095
6874,2023-02-07 18:57:14.226,1010123038175638,94.1,2023-02-07 18:57:19.095
6875,2023-02-07 18:58:56.963,1010123038175654,94.4,2023-02-07 18:59:01.832
6876,2023-02-07 18:59:06.523,1010123038175701,93.6,2023-02-07 18:59:11.413
6877,2023-02-07 18:59:15.334,1010123038175709,94.9,2023-02-07 18:59:20.132
6878,2023-02-07 18:59:23.364,1010123038175716,94.6,2023-02-07 18:59:28.203
6879,2023-02-07 18:59:31.354,1010123038175819,93.8,2023-02-07 18:59:36.292
6880,2023-02-07 18:59:39.624,1010123038175827,94.1,2023-02-07 18:59:44.372
6881,2023-02-07 18:59:55.612,1010123038175913,93.6,2023-02-07 19:00:00.532
6882,2023-02-07 19:00:03.683,1010123038175920,93.8,2023-02-07 19:00:08.532
6883,2023-02-07 19:00:11.713,1010123038175928,94.1,2023-02-07 19:00:16.611
6884,2023-02-07 19:00:19.763,1010123038175936,94.6,2023-02-07 19:00:24.691
6885,2023-02-07 19:00:35.943,1010123038175952,94.1,2023-02-07 19:00:40.773
6886,2023-02-07 19:00:44.013,1010123038180000,94.6,2023-02-07 19:00:48.842
6887,2023-02-07 19:00:52.171,1010123038180008,94.4,2023-02-07 19:00:57.012
6888,2023-02-07 19:01:00.181,1010123038180016,94.1,2023-02-07 19:01:05.002
6889,2023-02-07 19:01:08.111,1010123038180024,94.4,2023-02-07 19:01:12.921
6890,2023-02-07 19:01:16.221,1010123038180032,94.6,2023-02-07 19:01:21.092
6891,2023-02-07 19:01:32.451,1010123038180048,95.2,2023-02-07 19:01:37.332
6892,2023-02-07 19:01:40.592,1010123038180056,94.6,2023-02-07 19:01:45.480
6893,2023-02-07 19:01:48.631,1010123038180104,94.9,2023-02-07 19:01:53.490
6894,2023-02-07 19:01:56.562,1010123038180112,94.4,2023-02-07 19:02:01.411
6895,2023-02-07 19:02:04.782,1010123038180120,94.6,2023-02-07 19:02:09.581
6896,2023-02-07 19:02:21.020,1010123038180136,94.4,2023-02-07 19:02:25.900
6897,2023-02-07 19:02:37.180,1010123038180153,94.1,2023-02-07 19:02:41.970
6898,2023-02-07 19:02:45.069,1010123038180201,94.4,2023-02-07 19:02:49.970
