,time,TraceabilityCode,TotalPressForceValue,time.value
18939,2023-02-10 05:49:16.634,1010123041044828,27.4,2023-02-10 05:49:22.174
18940,2023-02-10 05:49:25.615,1010123041044837,27.2,2023-02-10 05:49:31.124
18941,2023-02-10 05:49:42.983,1010223041044909,27.4,2023-02-10 05:49:48.532
18942,2023-02-10 05:49:52.283,1010223041044917,27.2,2023-02-10 05:49:57.812
18943,2023-02-10 05:51:06.802,1010223041045033,27.0,2023-02-10 05:51:12.381
18944,2023-02-10 05:51:43.921,1010223041045104,27.1,2023-02-10 05:51:49.450
18945,2023-02-10 05:54:41.318,1010223041045119,27.2,2023-02-10 05:54:46.957
18946,2023-02-10 05:54:51.038,1010223041045127,27.4,2023-02-10 05:54:56.657
18947,2023-02-10 05:55:00.038,1010223041045135,27.1,2023-02-10 05:55:05.687
18948,2023-02-10 05:55:18.467,1010223041045431,27.0,2023-02-10 05:55:24.016
18949,2023-02-10 05:55:27.348,1010223041045439,27.2,2023-02-10 05:55:32.887
18950,2023-02-10 05:55:36.467,1010223041045448,27.4,2023-02-10 05:55:42.085
18951,2023-02-10 05:55:45.627,1010223041045457,27.3,2023-02-10 05:55:51.286
18952,2023-02-10 05:56:12.917,1010223041045524,27.2,2023-02-10 05:56:18.486
18953,2023-02-10 05:56:21.937,1010223041045533,27.4,2023-02-10 05:56:27.526
18954,2023-02-10 05:56:31.056,1010223041045543,27.6,2023-02-10 05:56:36.734
18955,2023-02-10 05:56:40.186,1010223041045552,26.9,2023-02-10 05:56:45.775
18956,2023-02-10 05:56:49.446,1010223041045601,27.2,2023-02-10 05:56:54.974
18957,2023-02-10 05:56:58.365,1010223041045610,27.0,2023-02-10 05:57:03.934
18958,2023-02-10 05:57:07.555,1010223041045619,26.9,2023-02-10 05:57:13.204
18959,2023-02-10 05:57:25.765,1010223041045637,27.0,2023-02-10 05:57:31.293
18960,2023-02-10 05:57:34.775,1010223041045646,27.1,2023-02-10 05:57:40.414
18961,2023-02-10 05:57:43.984,1010223041045655,26.9,2023-02-10 05:57:49.545
18962,2023-02-10 05:57:52.934,1010223041045705,27.0,2023-02-10 05:57:58.494
18963,2023-02-10 05:58:01.954,1010223041045714,27.2,2023-02-10 05:58:07.533
18964,2023-02-10 05:58:11.223,1010223041045723,26.9,2023-02-10 05:58:16.743
18965,2023-02-10 05:58:20.223,1010223041045732,27.3,2023-02-10 05:58:25.854
18966,2023-02-10 05:59:45.312,1010223041045741,27.0,2023-02-10 05:59:50.822
18967,2023-02-10 06:00:03.673,1010223041045759,26.8,2023-02-10 06:00:09.210
18968,2023-02-10 06:00:12.681,1010223041045808,27.0,2023-02-10 06:00:18.260
18969,2023-02-10 06:00:36.411,1010223041045827,26.8,2023-02-10 06:00:42.000
18970,2023-02-10 06:01:26.200,1010223041045835,27.0,2023-02-10 06:01:31.851
18971,2023-02-10 06:01:35.671,1010223041045845,26.9,2023-02-10 06:01:41.299
18972,2023-02-10 06:01:45.259,1010223041045854,26.8,2023-02-10 06:01:50.890
18973,2023-02-10 06:01:54.119,1010223041050013,27.0,2023-02-10 06:01:59.698
18974,2023-02-10 06:02:30.109,1010223041050050,26.9,2023-02-10 06:02:35.698
18975,2023-02-10 06:02:39.019,1010223041050104,27.0,2023-02-10 06:02:44.569
18976,2023-02-10 06:02:48.078,1010223041050154,27.1,2023-02-10 06:02:53.608
18977,2023-02-10 06:03:06.049,1010223041050213,27.0,2023-02-10 06:03:11.618
18978,2023-02-10 06:03:33.039,1010223041050240,27.2,2023-02-10 06:03:38.568
18979,2023-02-10 06:03:42.038,1010223041050249,27.1,2023-02-10 06:03:47.608
18980,2023-02-10 06:03:50.987,1010223041050259,26.9,2023-02-10 06:03:56.568
18981,2023-02-10 06:03:59.888,1010223041050308,27.0,2023-02-10 06:04:05.538
18982,2023-02-10 06:04:08.957,1010223041050317,27.2,2023-02-10 06:04:14.496
18983,2023-02-10 06:04:17.836,1010223041050326,27.0,2023-02-10 06:04:23.457
18984,2023-02-10 06:05:05.786,1010223041050335,27.1,2023-02-10 06:05:11.305
18985,2023-02-10 06:05:24.686,1010223041050353,27.0,2023-02-10 06:05:30.255
18986,2023-02-10 06:05:33.726,1010223041050402,27.1,2023-02-10 06:05:39.295
18987,2023-02-10 06:05:42.756,1010223041050412,27.2,2023-02-10 06:05:48.325
18988,2023-02-10 06:05:51.665,1010223041050421,27.3,2023-02-10 06:05:57.295
18989,2023-02-10 06:06:00.625,1010223041050430,27.4,2023-02-10 06:06:06.174
18990,2023-02-10 06:06:10.835,1010223041050439,27.3,2023-02-10 06:06:16.424
18991,2023-02-10 06:06:47.835,1010223041050602,27.2,2023-02-10 06:06:53.464
18992,2023-02-10 06:07:15.594,1010223041050627,27.0,2023-02-10 06:07:21.213
18993,2023-02-10 06:07:25.773,1010223041050636,27.6,2023-02-10 06:07:31.382
18994,2023-02-10 06:07:35.773,1010223041050645,27.4,2023-02-10 06:07:41.381
18995,2023-02-10 06:07:54.753,1010223041050703,27.3,2023-02-10 06:08:00.253
18996,2023-02-10 06:08:03.903,1010223041050713,27.4,2023-02-10 06:08:09.461
18997,2023-02-10 06:08:12.943,1010223041050723,27.5,2023-02-10 06:08:18.493
18998,2023-02-10 06:08:22.062,1010223041050733,27.4,2023-02-10 06:08:27.612
18999,2023-02-10 06:08:31.132,1010223041050743,27.2,2023-02-10 06:08:36.661
19000,2023-02-10 06:08:40.272,1010223041050752,27.4,2023-02-10 06:08:45.861
19001,2023-02-10 06:08:49.282,1010223041050801,27.5,2023-02-10 06:08:54.821
19002,2023-02-10 06:08:58.431,1010223041050810,27.3,2023-02-10 06:09:04.012
19003,2023-02-10 06:09:16.552,1010223041050828,27.4,2023-02-10 06:09:22.171
19004,2023-02-10 06:09:34.671,1010223041050846,27.3,2023-02-10 06:09:40.260
19005,2023-02-10 06:09:43.940,1010223041050856,27.4,2023-02-10 06:09:49.450
19006,2023-02-10 06:10:11.161,1010223041050923,27.3,2023-02-10 06:10:16.831
19007,2023-02-10 06:10:20.321,1010223041050932,27.5,2023-02-10 06:10:25.861
19008,2023-02-10 06:10:29.460,1010223041050941,27.3,2023-02-10 06:10:35.049
19009,2023-02-10 06:10:38.539,1010223041050950,27.4,2023-02-10 06:10:44.168
19010,2023-02-10 06:10:56.839,1010223041051008,27.5,2023-02-10 06:11:02.408
19011,2023-02-10 06:11:15.148,1010223041051026,27.6,2023-02-10 06:11:20.737
19012,2023-02-10 06:11:24.219,1010223041051035,27.2,2023-02-10 06:11:29.767
19013,2023-02-10 06:11:33.309,1010223041051045,27.7,2023-02-10 06:11:38.888
19014,2023-02-10 06:11:42.378,1010223041051054,27.5,2023-02-10 06:11:47.938
19015,2023-02-10 06:11:51.489,1010223041051103,27.2,2023-02-10 06:11:57.138
19016,2023-02-10 06:12:00.559,1010223041051112,27.5,2023-02-10 06:12:06.098
19017,2023-02-10 06:12:09.499,1010223041051121,27.4,2023-02-10 06:12:15.148
19018,2023-02-10 06:12:18.739,1010223041051130,27.3,2023-02-10 06:12:24.348
19019,2023-02-10 06:12:36.967,1010223041051149,27.2,2023-02-10 06:12:42.506
19020,2023-02-10 06:12:45.878,1010223041051158,27.4,2023-02-10 06:12:51.467
19021,2023-02-10 06:12:55.038,1010223041051207,27.2,2023-02-10 06:13:00.657
19022,2023-02-10 06:13:04.088,1010223041051216,27.4,2023-02-10 06:13:09.627
19023,2023-02-10 06:13:22.368,1010223041051234,27.3,2023-02-10 06:13:27.947
19024,2023-02-10 06:13:31.548,1010223041051243,27.4,2023-02-10 06:13:37.147
19025,2023-02-10 06:13:40.546,1010223041051252,27.2,2023-02-10 06:13:46.107
19026,2023-02-10 06:13:49.776,1010223041051301,27.3,2023-02-10 06:13:55.306
19027,2023-02-10 06:13:58.736,1010223041051310,27.4,2023-02-10 06:14:04.336
19028,2023-02-10 06:14:07.867,1010223041051319,27.6,2023-02-10 06:14:13.467
19029,2023-02-10 06:14:44.357,1010223041051356,27.5,2023-02-10 06:14:49.946
19030,2023-02-10 06:14:53.377,1010223041051405,27.2,2023-02-10 06:14:58.905
19031,2023-02-10 06:15:02.576,1010223041051414,27.4,2023-02-10 06:15:08.105
19032,2023-02-10 06:15:20.706,1010223041051432,27.7,2023-02-10 06:15:26.265
19033,2023-02-10 06:15:29.845,1010223041051441,27.4,2023-02-10 06:15:35.375
19034,2023-02-10 06:15:38.895,1010223041051450,27.6,2023-02-10 06:15:44.424
19035,2023-02-10 06:15:47.996,1010223041051500,27.5,2023-02-10 06:15:53.625
19036,2023-02-10 06:15:57.075,1010223041051509,27.6,2023-02-10 06:16:02.664
19037,2023-02-10 06:16:06.006,1010223041051518,27.3,2023-02-10 06:16:11.555
19038,2023-02-10 06:16:15.105,1010223041051527,27.7,2023-02-10 06:16:20.736
19039,2023-02-10 06:16:24.186,1010223041051536,27.2,2023-02-10 06:16:29.786
19040,2023-02-10 06:16:33.246,1010223041051545,27.8,2023-02-10 06:16:38.835
19041,2023-02-10 06:16:42.424,1010223041051554,27.7,2023-02-10 06:16:47.944
19042,2023-02-10 06:16:51.505,1010223041051603,27.8,2023-02-10 06:16:57.075
19043,2023-02-10 06:17:00.525,1010223041051612,27.5,2023-02-10 06:17:06.105
19044,2023-02-10 06:17:09.765,1010223041051621,27.4,2023-02-10 06:17:15.305
19045,2023-02-10 06:17:55.144,1010223041051707,27.5,2023-02-10 06:18:00.664
19046,2023-02-10 06:18:04.283,1010223041051716,27.2,2023-02-10 06:18:09.943
19047,2023-02-10 06:18:13.362,1010223041051725,27.4,2023-02-10 06:18:19.003
19048,2023-02-10 06:18:22.362,1010223041051734,27.5,2023-02-10 06:18:27.953
19049,2023-02-10 06:18:31.443,1010223041051743,27.3,2023-02-10 06:18:36.982
19050,2023-02-10 06:19:21.582,1010223041051801,27.2,2023-02-10 06:19:27.173
19051,2023-02-10 06:19:31.132,1010223041051810,27.3,2023-02-10 06:19:36.663
19052,2023-02-10 06:19:49.112,1010223041051829,27.2,2023-02-10 06:19:54.661
19053,2023-02-10 06:19:57.993,1010223041051838,27.3,2023-02-10 06:20:03.622
19054,2023-02-10 06:20:06.983,1010223041051856,27.0,2023-02-10 06:20:12.581
19055,2023-02-10 06:20:24.982,1010223041051912,27.1,2023-02-10 06:20:30.591
19056,2023-02-10 06:20:33.891,1010223041051940,27.0,2023-02-10 06:20:39.461
19057,2023-02-10 06:20:51.812,1010223041051959,27.1,2023-02-10 06:20:57.482
19058,2023-02-10 06:21:00.851,1010223041052008,27.0,2023-02-10 06:21:06.431
19059,2023-02-10 06:21:09.831,1010223041052017,27.2,2023-02-10 06:21:15.401
19060,2023-02-10 06:21:18.750,1010223041052026,27.1,2023-02-10 06:21:24.351
19061,2023-02-10 06:21:27.851,1010223041052035,27.2,2023-02-10 06:21:33.401
19062,2023-02-10 06:21:45.750,1010223041052054,27.1,2023-02-10 06:21:51.319
19063,2023-02-10 06:21:54.780,1010223041052103,27.2,2023-02-10 06:22:00.430
19064,2023-02-10 06:22:03.780,1010223041052112,27.0,2023-02-10 06:22:09.321
19065,2023-02-10 06:22:12.611,1010223041052121,26.9,2023-02-10 06:22:18.190
19066,2023-02-10 06:22:21.710,1010223041052130,27.1,2023-02-10 06:22:27.311
19067,2023-02-10 06:22:30.680,1010223041052139,27.2,2023-02-10 06:22:36.280
19068,2023-02-10 06:22:39.680,1010223041052148,27.1,2023-02-10 06:22:45.309
19069,2023-02-10 06:22:48.670,1010223041052157,27.3,2023-02-10 06:22:54.269
19070,2023-02-10 06:22:57.490,1010223041052206,27.0,2023-02-10 06:23:03.160
19071,2023-02-10 06:23:06.500,1010223041052216,27.2,2023-02-10 06:23:12.108
19072,2023-02-10 06:23:33.438,1010223041052243,27.3,2023-02-10 06:23:39.069
19073,2023-02-10 06:23:42.338,1010223041052252,27.2,2023-02-10 06:23:47.959
19074,2023-02-10 06:23:51.269,1010223041052301,27.1,2023-02-10 06:23:56.918
19075,2023-02-10 06:24:00.309,1010223041052310,27.2,2023-02-10 06:24:05.969
19076,2023-02-10 06:24:09.247,1010223041052319,27.1,2023-02-10 06:24:14.828
19077,2023-02-10 06:24:18.308,1010223041052328,27.2,2023-02-10 06:24:23.887
19078,2023-02-10 06:24:27.278,1010223041052338,27.1,2023-02-10 06:24:32.836
19079,2023-02-10 06:24:36.197,1010223041052347,27.2,2023-02-10 06:24:41.717
19080,2023-02-10 06:24:45.247,1010223041052356,27.1,2023-02-10 06:24:50.838
19081,2023-02-10 06:24:54.318,1010223041052405,27.2,2023-02-10 06:24:59.957
19082,2023-02-10 06:25:03.157,1010223041052414,26.9,2023-02-10 06:25:08.756
19083,2023-02-10 06:25:21.096,1010223041052432,27.0,2023-02-10 06:25:26.746
19084,2023-02-10 06:25:39.036,1010223041052450,27.2,2023-02-10 06:25:44.585
19085,2023-02-10 09:15:36.789,1010223041080107,38.2,2023-02-10 09:16:30.506
19086,2023-02-10 10:54:14.997,1010223041095249,37.8,2023-02-10 10:57:58.815
19087,2023-02-10 11:22:47.973,1010223041102109,38.0,2023-02-10 11:23:24.641
19088,2023-02-10 11:37:09.091,1010223041103557,38.2,2023-02-10 11:37:39.270
19089,2023-02-10 11:52:55.336,1010123041105139,37.9,2023-02-10 11:53:00.645
19090,2023-02-10 12:10:26.891,1010123041110035,38.2,2023-02-10 12:10:32.170
19091,2023-02-10 12:10:58.091,1010123041110751,38.5,2023-02-10 12:11:03.420
19092,2023-02-10 20:30:16.365,1010223041192849,5.6,2023-02-10 20:30:59.372
19093,2023-02-10 20:33:16.982,1010123041192856,5.4,2023-02-10 20:34:21.180
19094,2023-02-10 20:34:23.661,1010123041192904,5.3,2023-02-10 20:34:28.782
19095,2023-02-10 20:47:39.559,1010123041192911,5.4,2023-02-10 20:47:44.568
19096,2023-02-10 20:47:56.178,1010123041192926,5.3,2023-02-10 20:48:01.299
19097,2023-02-10 20:48:04.299,1010123041193002,5.4,2023-02-10 20:48:09.289
19098,2023-02-10 20:48:12.368,1010123041193011,5.0,2023-02-10 20:48:17.368
19099,2023-02-10 20:48:21.499,1010123041194735,5.1,2023-02-10 20:48:26.559
19100,2023-02-10 20:48:29.519,1010123041194743,5.2,2023-02-10 20:48:34.648
19101,2023-02-10 20:48:46.779,1010123041194759,5.0,2023-02-10 20:48:51.838
19102,2023-02-10 20:48:55.128,1010123041194808,5.4,2023-02-10 20:49:00.167
19103,2023-02-10 20:49:12.078,1010123041194824,5.3,2023-02-10 20:49:17.207
19104,2023-02-10 20:50:02.667,1010123041194831,5.1,2023-02-10 20:50:07.788
19105,2023-02-10 20:50:28.898,1010123041194840,5.2,2023-02-10 20:50:33.937
19106,2023-02-10 20:50:49.796,1010123041194848,5.1,2023-02-10 20:50:54.806
19107,2023-02-10 20:51:06.246,1010123041194904,5.2,2023-02-10 20:51:11.355
19108,2023-02-10 20:51:14.897,1010123041194912,5.0,2023-02-10 20:51:19.926
19109,2023-02-10 20:51:23.437,1010123041194920,4.8,2023-02-10 20:51:28.496
19110,2023-02-10 20:51:31.776,1010123041195004,5.2,2023-02-10 20:51:36.895
19111,2023-02-10 20:51:48.426,1010123041195027,5.0,2023-02-10 20:51:53.535
19112,2023-02-10 20:51:56.835,1010123041195054,5.2,2023-02-10 20:52:01.934
19113,2023-02-10 20:52:13.565,1010123041195123,5.1,2023-02-10 20:52:18.565
19114,2023-02-10 20:52:21.926,1010123041195131,5.4,2023-02-10 20:52:26.974
19115,2023-02-10 20:52:30.405,1010123041195139,5.6,2023-02-10 20:52:35.454
19116,2023-02-10 20:53:37.634,1010123041195157,5.8,2023-02-10 20:53:42.704
19117,2023-02-10 20:53:47.285,1010123041195204,5.6,2023-02-10 20:53:52.424
19118,2023-02-10 20:54:04.045,1010123041195222,5.5,2023-02-10 20:54:09.053
19119,2023-02-10 20:54:20.773,1010123041195317,5.3,2023-02-10 20:54:25.773
19120,2023-02-10 20:54:29.404,1010123041195332,5.7,2023-02-10 20:54:34.493
19121,2023-02-10 20:55:20.063,1010123041195341,5.6,2023-02-10 20:55:25.142
19122,2023-02-10 20:55:38.104,1010123041195349,5.5,2023-02-10 20:55:43.102
19123,2023-02-10 20:55:48.582,1010123041195402,5.4,2023-02-10 20:55:53.663
19124,2023-02-10 20:55:56.963,1010123041195412,5.7,2023-02-10 20:56:02.101
19125,2023-02-10 20:56:13.562,1010123041195429,5.3,2023-02-10 20:56:18.661
19126,2023-02-10 20:56:22.173,1010123041195516,5.7,2023-02-10 20:56:27.302
19127,2023-02-10 20:56:30.602,1010123041195523,5.6,2023-02-10 20:56:35.621
19128,2023-02-10 20:59:35.391,1010123041195603,5.7,2023-02-10 20:59:40.391
19129,2023-02-10 20:59:43.640,1010123041195613,5.6,2023-02-10 20:59:48.650
19130,2023-02-11 00:07:51.986,1010223041230527,32.4,2023-02-11 00:08:39.555
19131,2023-02-11 00:20:28.334,1010223041230551,32.5,2023-02-11 00:20:33.894
19132,2023-02-11 00:20:37.233,1011223041230737,32.0,2023-02-11 00:20:42.753
19133,2023-02-11 00:20:55.032,1011223041232026,31.9,2023-02-11 00:21:00.522
19134,2023-02-11 00:57:43.581,1010223041232019,32.5,2023-02-11 00:57:49.151
19135,2023-02-11 00:58:27.740,1011223041232044,32.4,2023-02-11 00:58:33.270
19136,2023-02-11 00:58:49.530,1010223041232032,32.5,2023-02-11 00:58:55.109
19137,2023-02-11 00:58:59.519,1010223041232050,32.2,2023-02-11 00:59:05.029
19138,2023-02-11 00:59:16.670,1010223041232059,32.3,2023-02-11 00:59:22.309
19139,2023-02-11 00:59:25.299,1010223041232747,32.6,2023-02-11 00:59:30.868
19140,2023-02-11 00:59:33.900,1010223041235812,32.7,2023-02-11 00:59:39.509
19141,2023-02-11 00:59:42.559,1010223041235820,32.9,2023-02-11 00:59:48.069
19142,2023-02-11 00:59:51.108,1010223041235828,32.7,2023-02-11 00:59:56.628
19143,2023-02-11 00:59:59.739,1010223041235853,32.5,2023-02-11 01:00:05.278
19144,2023-02-11 01:02:16.167,1011223041235945,32.0,2023-02-11 01:02:21.755
19145,2023-02-11 01:02:25.436,1010223041235934,32.1,2023-02-11 01:02:31.045
19146,2023-02-11 01:02:34.105,1010223041235943,32.4,2023-02-11 01:02:39.676
19147,2023-02-11 01:02:42.665,1010223042000000,32.3,2023-02-11 01:02:48.315
19148,2023-02-11 01:02:51.345,1011223042000215,32.4,2023-02-11 01:02:56.944
19149,2023-02-11 01:03:08.494,1010223042000214,32.6,2023-02-11 01:03:14.075
19150,2023-02-11 01:03:34.305,1010223042000251,32.4,2023-02-11 01:03:39.904
19151,2023-02-11 01:03:42.964,1011223042000311,32.3,2023-02-11 01:03:48.555
19152,2023-02-11 01:04:00.214,1010223042000308,32.2,2023-02-11 01:04:05.753
19153,2023-02-11 01:04:08.734,1010223042000317,32.3,2023-02-11 01:04:14.313
19154,2023-02-11 01:04:17.335,1010223042000326,32.4,2023-02-11 01:04:22.953
19155,2023-02-11 01:04:25.894,1010223042000335,32.6,2023-02-11 01:04:31.443
19156,2023-02-11 01:04:34.523,1010223042000343,32.7,2023-02-11 01:04:40.082
19157,2023-02-11 01:04:43.114,1010223042000401,32.5,2023-02-11 01:04:48.642
19158,2023-02-11 01:04:51.563,1011223042000421,32.6,2023-02-11 01:04:57.203
19159,2023-02-11 01:05:08.874,1011223042000439,32.4,2023-02-11 01:05:14.483
19160,2023-02-11 01:05:17.513,1010223042000427,32.3,2023-02-11 01:05:23.042
19161,2023-02-11 01:05:25.983,1010223042000436,32.5,2023-02-11 01:05:31.601
19162,2023-02-11 01:05:34.612,1010223042000445,32.4,2023-02-11 01:05:40.232
19163,2023-02-11 01:05:52.523,1010223042000502,32.2,2023-02-11 01:05:58.082
19164,2023-02-11 01:06:01.122,1010223042000511,32.3,2023-02-11 01:06:06.642
19165,2023-02-11 01:06:18.173,1010223042000528,32.4,2023-02-11 01:06:23.762
19166,2023-02-11 01:06:45.153,1010223042000604,32.5,2023-02-11 01:06:50.732
19167,2023-02-11 01:06:53.661,1011223042000624,32.4,2023-02-11 01:06:59.280
19168,2023-02-11 01:07:02.240,1010223042000621,32.8,2023-02-11 01:07:07.760
19169,2023-02-11 01:07:20.042,1010223042000630,32.5,2023-02-11 01:07:25.601
19170,2023-02-11 01:07:28.601,1010223042000639,32.6,2023-02-11 01:07:34.252
19171,2023-02-11 01:07:37.792,1010223042000648,32.7,2023-02-11 01:07:43.361
19172,2023-02-11 01:07:46.381,1010223042000656,32.6,2023-02-11 01:07:51.930
19173,2023-02-11 01:07:54.921,1010223042000705,32.4,2023-02-11 01:08:00.571
19174,2023-02-11 01:08:03.611,1010223042000714,32.6,2023-02-11 01:08:09.210
19175,2023-02-11 01:08:12.812,1010223042000723,32.4,2023-02-11 01:08:18.401
19176,2023-02-11 01:08:21.321,1010223042000732,32.3,2023-02-11 01:08:26.881
19177,2023-02-11 01:08:29.831,1010223042000740,32.4,2023-02-11 01:08:35.369
19178,2023-02-11 01:08:39.071,1010223042000749,32.8,2023-02-11 01:08:44.651
19179,2023-02-11 01:08:47.611,1010223042000758,32.4,2023-02-11 01:08:53.210
19180,2023-02-11 01:08:56.240,1010223042000815,32.5,2023-02-11 01:09:01.848
19181,2023-02-11 01:09:04.849,1011223042000835,32.2,2023-02-11 01:09:10.408
19182,2023-02-11 01:09:22.579,1010223042000833,32.5,2023-02-11 01:09:28.168
19183,2023-02-11 01:09:31.150,1010223042000842,32.3,2023-02-11 01:09:36.739
19184,2023-02-11 01:09:40.349,1010223042000850,32.6,2023-02-11 01:09:45.938
19185,2023-02-11 01:09:48.970,1010223042000859,32.7,2023-02-11 01:09:54.578
19186,2023-02-11 01:09:57.628,1010223042000908,32.6,2023-02-11 01:10:03.209
19187,2023-02-11 01:10:06.118,1010223042000917,32.4,2023-02-11 01:10:11.697
19188,2023-02-11 01:10:15.388,1010223042000934,32.7,2023-02-11 01:10:20.969
19189,2023-02-11 01:10:23.959,1011223042000954,32.5,2023-02-11 01:10:29.618
19190,2023-02-11 01:15:21.173,1010223042000943,32.0,2023-02-11 01:15:26.773
19191,2023-02-11 01:18:34.979,1010223042000952,32.2,2023-02-11 01:18:40.509
19192,2023-02-11 01:18:45.009,1010223042001000,31.8,2023-02-11 01:18:50.578
19193,2023-02-11 01:24:02.773,1010223042001009,32.2,2023-02-11 01:24:08.322
19194,2023-02-11 01:24:21.193,1011123042002350,32.0,2023-02-11 01:24:26.693
19195,2023-02-11 01:24:39.112,1011223042002408,32.4,2023-02-11 01:24:44.661
19196,2023-02-11 01:24:47.673,1010123042002400,32.2,2023-02-11 01:24:53.290
19197,2023-02-11 01:25:05.621,1011223042002434,32.3,2023-02-11 01:25:11.211
19198,2023-02-11 01:25:44.611,1010123042002433,32.4,2023-02-11 01:25:50.190
19199,2023-02-11 01:28:32.848,1010123042002443,31.9,2023-02-11 01:28:38.516
19200,2023-02-11 01:28:45.148,1010123042002451,31.8,2023-02-11 01:28:50.687
19201,2023-02-11 01:31:25.655,1010123042002459,32.0,2023-02-11 01:31:31.196
19202,2023-02-11 01:31:34.845,1011223042002825,31.8,2023-02-11 01:31:40.404
19203,2023-02-11 01:31:48.756,1010123042002508,32.2,2023-02-11 01:31:54.303
19204,2023-02-11 01:31:57.575,1010123042002834,32.0,2023-02-11 01:32:03.134
19205,2023-02-11 01:32:06.944,1011223042003137,32.6,2023-02-11 01:32:12.493
19206,2023-02-11 01:32:16.154,1010123042002849,32.2,2023-02-11 01:32:21.703
19207,2023-02-11 01:32:25.375,1010123042003127,32.3,2023-02-11 01:32:30.904
19208,2023-02-11 01:32:51.184,1010123042003211,31.8,2023-02-11 01:32:56.734
19209,2023-02-11 01:33:00.335,1011223042003230,32.4,2023-02-11 01:33:05.944
19210,2023-02-11 01:33:08.934,1010123042003228,32.2,2023-02-11 01:33:14.494
19211,2023-02-11 01:33:18.204,1010123042003236,32.6,2023-02-11 01:33:23.782
19212,2023-02-11 01:33:26.862,1011223042003256,32.3,2023-02-11 01:33:32.433
19213,2023-02-11 01:33:44.243,1010123042003303,32.5,2023-02-11 01:33:49.862
19214,2023-02-11 01:34:01.273,1010123042003320,32.6,2023-02-11 01:34:06.903
19215,2023-02-11 01:34:19.154,1010123042003329,32.2,2023-02-11 01:34:24.823
19216,2023-02-11 01:34:28.414,1010123042003338,32.6,2023-02-11 01:34:34.023
19217,2023-02-11 01:34:37.104,1010123042003355,32.5,2023-02-11 01:34:42.664
19218,2023-02-11 01:34:45.713,1011223042003415,32.4,2023-02-11 01:34:51.313
19219,2023-02-11 01:34:54.292,1010123042003413,32.2,2023-02-11 01:34:59.871
19220,2023-02-11 01:35:03.473,1011223042003433,32.6,2023-02-11 01:35:09.062
19221,2023-02-11 01:35:12.032,1010123042003431,32.4,2023-02-11 01:35:17.622
19222,2023-02-11 01:35:20.642,1010123042003439,32.2,2023-02-11 01:35:26.273
19223,2023-02-11 01:35:29.892,1011223042003459,32.4,2023-02-11 01:35:35.463
19224,2023-02-11 01:35:47.142,1010123042003506,32.7,2023-02-11 01:35:52.742
19225,2023-02-11 01:35:56.351,1011223042003526,32.3,2023-02-11 01:36:01.940
19226,2023-02-11 01:36:13.601,1010123042003523,32.4,2023-02-11 01:36:19.131
19227,2023-02-11 01:36:22.151,1010123042003532,32.6,2023-02-11 01:36:27.710
19228,2023-02-11 01:36:40.022,1010123042003550,32.3,2023-02-11 01:36:45.621
19229,2023-02-11 01:36:48.611,1010123042003558,32.5,2023-02-11 01:36:54.191
19230,2023-02-11 01:36:57.201,1010123042003616,32.6,2023-02-11 01:37:02.750
19231,2023-02-11 01:37:05.842,1011223042003636,32.4,2023-02-11 01:37:11.391
19232,2023-02-11 01:37:15.052,1010123042003625,32.6,2023-02-11 01:37:20.581
19233,2023-02-11 01:37:23.601,1010123042003633,32.3,2023-02-11 01:37:29.230
19234,2023-02-11 01:37:32.121,1010123042003651,32.4,2023-02-11 01:37:37.789
19235,2023-02-11 01:37:41.430,1010123042003700,32.6,2023-02-11 01:37:46.980
19236,2023-02-11 01:37:50.010,1010123042003708,32.5,2023-02-11 01:37:55.551
19237,2023-02-11 01:37:58.530,1010123042003717,32.4,2023-02-11 01:38:04.099
19238,2023-02-11 01:38:07.051,1011223042003737,32.2,2023-02-11 01:38:12.661
19239,2023-02-11 01:38:16.270,1010123042003735,32.6,2023-02-11 01:38:21.861
19240,2023-02-11 01:38:42.609,1011223042003812,32.4,2023-02-11 01:38:48.269
19241,2023-02-11 01:39:00.509,1010123042003818,32.7,2023-02-11 01:39:06.108
19242,2023-02-11 01:39:09.109,1010123042003827,32.5,2023-02-11 01:39:14.658
19243,2023-02-11 01:39:17.740,1011223042003848,32.8,2023-02-11 01:39:23.319
19244,2023-02-11 01:39:26.349,1010123042003836,32.4,2023-02-11 01:39:31.868
19245,2023-02-11 01:39:35.500,1010123042003854,32.6,2023-02-11 01:39:41.078
19246,2023-02-11 01:39:44.049,1011223042003914,32.7,2023-02-11 01:39:49.628
19247,2023-02-11 01:39:52.529,1010123042003903,32.6,2023-02-11 01:39:58.098
19248,2023-02-11 01:40:01.729,1010123042003920,32.7,2023-02-11 01:40:07.309
19249,2023-02-11 01:40:10.299,1010123042003929,32.4,2023-02-11 01:40:15.868
19250,2023-02-11 01:40:19.608,1010123042003938,32.8,2023-02-11 01:40:25.158
19251,2023-02-11 01:40:28.158,1010123042003946,32.6,2023-02-11 01:40:33.719
19252,2023-02-11 01:40:36.749,1010123042003955,32.4,2023-02-11 01:40:42.278
19253,2023-02-11 01:40:45.948,1010123042004004,32.5,2023-02-11 01:40:51.549
19254,2023-02-11 01:40:54.657,1011223042004024,32.6,2023-02-11 01:41:00.187
19255,2023-02-11 01:41:03.178,1010123042004022,32.5,2023-02-11 01:41:08.838
