,time,TraceabilityCode,TotalPressForceValue,time.value
7317,2023-02-07 18:20:43.358,1010123038172011,85.4,2023-02-07 18:20:48.257
7318,2023-02-07 18:20:52.128,1010123038172019,85.2,2023-02-07 18:20:56.989
7319,2023-02-07 18:21:00.118,1010123038172026,85.5,2023-02-07 18:21:05.049
7320,2023-02-07 18:21:16.088,1010123038172042,85.2,2023-02-07 18:21:20.976
7321,2023-02-07 18:21:24.157,1010123038172049,85.0,2023-02-07 18:21:28.986
7322,2023-02-07 18:21:40.358,1010123038172105,85.4,2023-02-07 18:21:45.226
7323,2023-02-07 18:21:48.378,1010123038172112,85.0,2023-02-07 18:21:53.298
7324,2023-02-07 18:23:16.857,1010123038172128,85.4,2023-02-07 18:23:21.756
7325,2023-02-07 18:23:25.207,1010123038172135,85.2,2023-02-07 18:23:30.026
7326,2023-02-07 18:23:56.246,1010123038172143,85.5,2023-02-07 18:24:01.105
7327,2023-02-07 18:24:04.845,1010123038172151,85.4,2023-02-07 18:24:09.654
7328,2023-02-07 18:24:12.986,1010123038172159,85.6,2023-02-07 18:24:17.785
7329,2023-02-07 18:24:20.926,1010123038172317,85.4,2023-02-07 18:24:25.775
7330,2023-02-07 18:24:28.996,1010123038172324,85.1,2023-02-07 18:24:33.865
7331,2023-02-07 18:24:45.315,1010123038172402,85.3,2023-02-07 18:24:50.184
7332,2023-02-07 18:24:53.305,1010123038172410,85.0,2023-02-07 18:24:58.174
7333,2023-02-07 18:25:01.424,1010123038172418,85.4,2023-02-07 18:25:06.334
7334,2023-02-07 18:25:09.565,1010123038172426,85.3,2023-02-07 18:25:14.334
7335,2023-02-07 18:25:17.535,1010123038172434,85.5,2023-02-07 18:25:22.424
7336,2023-02-07 18:25:25.625,1010123038172442,85.1,2023-02-07 18:25:30.434
7337,2023-02-07 18:25:33.585,1010123038172450,85.3,2023-02-07 18:25:38.414
7338,2023-02-07 18:25:41.684,1010123038172458,85.4,2023-02-07 18:25:46.505
7339,2023-02-07 18:25:49.723,1010123038172506,85.2,2023-02-07 18:25:54.582
7340,2023-02-07 18:25:57.773,1010123038172514,85.4,2023-02-07 18:26:02.663
7341,2023-02-07 18:26:13.944,1010123038172530,85.3,2023-02-07 18:26:18.823
7342,2023-02-07 18:26:22.053,1010123038172538,85.1,2023-02-07 18:26:26.903
7343,2023-02-07 18:26:30.094,1010123038172546,85.2,2023-02-07 18:26:34.983
7344,2023-02-07 18:26:38.144,1010123038172554,85.4,2023-02-07 18:26:43.053
7345,2023-02-07 18:26:46.223,1010123038172602,85.2,2023-02-07 18:26:51.062
7346,2023-02-07 18:26:54.322,1010123038172610,85.5,2023-02-07 18:26:59.223
7347,2023-02-07 18:27:02.473,1010123038172618,85.4,2023-02-07 18:27:07.302
7348,2023-02-07 18:27:10.463,1010123038172626,85.3,2023-02-07 18:27:15.292
7349,2023-02-07 18:27:26.671,1010123038172642,85.4,2023-02-07 18:27:31.461
7350,2023-02-07 18:27:34.802,1010123038172651,85.5,2023-02-07 18:27:39.621
7351,2023-02-07 18:27:42.812,1010123038172659,85.4,2023-02-07 18:27:47.701
7352,2023-02-07 18:27:50.842,1010123038172707,85.8,2023-02-07 18:27:55.772
7353,2023-02-07 18:27:59.002,1010123038172715,85.5,2023-02-07 18:28:03.782
7354,2023-02-07 18:28:06.992,1010123038172723,85.2,2023-02-07 18:28:11.861
7355,2023-02-07 18:28:15.101,1010123038172731,85.6,2023-02-07 18:28:19.940
7356,2023-02-07 18:28:23.210,1010123038172739,85.4,2023-02-07 18:28:28.109
7357,2023-02-07 18:28:31.290,1010123038172747,85.2,2023-02-07 18:28:36.101
7358,2023-02-07 18:28:39.301,1010123038172755,85.3,2023-02-07 18:28:44.180
7359,2023-02-07 18:28:47.440,1010123038172803,85.4,2023-02-07 18:28:52.339
7360,2023-02-07 18:28:55.460,1010123038172811,85.5,2023-02-07 18:29:00.260
7361,2023-02-07 18:29:03.530,1010123038172819,85.6,2023-02-07 18:29:08.440
7362,2023-02-07 18:29:11.661,1010123038172827,85.2,2023-02-07 18:29:16.510
7363,2023-02-07 18:29:19.759,1010123038172836,85.4,2023-02-07 18:29:24.658
7364,2023-02-07 18:29:35.829,1010123038172852,85.6,2023-02-07 18:29:40.658
7365,2023-02-07 18:29:43.930,1010123038172900,85.3,2023-02-07 18:29:48.828
7366,2023-02-07 18:29:52.089,1010123038172908,85.5,2023-02-07 18:29:56.900
7367,2023-02-07 18:30:00.160,1010123038172916,85.6,2023-02-07 18:30:04.979
7368,2023-02-07 18:30:08.180,1010123038172924,85.4,2023-02-07 18:30:13.059
7369,2023-02-07 18:30:16.400,1010123038172932,85.6,2023-02-07 18:30:21.219
7370,2023-02-07 18:30:24.410,1010123038172940,85.7,2023-02-07 18:30:29.209
7371,2023-02-07 18:30:32.430,1010123038172948,85.6,2023-02-07 18:30:37.299
7372,2023-02-07 18:30:40.509,1010123038172956,85.4,2023-02-07 18:30:45.388
7373,2023-02-07 18:30:48.658,1010123038173004,85.6,2023-02-07 18:30:53.539
7374,2023-02-07 18:30:56.729,1010123038173012,85.5,2023-02-07 18:31:01.549
7375,2023-02-07 18:31:04.838,1010123038173021,85.2,2023-02-07 18:31:09.628
7376,2023-02-07 18:31:12.888,1010123038173029,85.5,2023-02-07 18:31:17.779
7377,2023-02-07 18:31:20.979,1010123038173037,85.4,2023-02-07 18:31:25.858
7378,2023-02-07 18:31:45.219,1010123038173101,85.2,2023-02-07 18:31:50.039
7379,2023-02-07 18:31:53.229,1010123038173109,85.5,2023-02-07 18:31:58.108
7380,2023-02-07 18:32:01.289,1010123038173117,85.4,2023-02-07 18:32:06.187
7381,2023-02-07 18:32:09.459,1010123038173125,85.3,2023-02-07 18:32:14.267
7382,2023-02-07 18:32:17.548,1010123038173133,85.8,2023-02-07 18:32:22.427
7383,2023-02-07 18:32:25.578,1010123038173141,85.6,2023-02-07 18:32:30.427
7384,2023-02-07 18:32:33.657,1010123038173149,85.5,2023-02-07 18:32:38.507
7385,2023-02-07 18:32:41.697,1010123038173157,85.4,2023-02-07 18:32:46.496
7386,2023-02-07 18:34:41.947,1010123038173222,85.6,2023-02-07 18:34:46.756
7387,2023-02-07 18:34:49.946,1010123038173230,85.1,2023-02-07 18:34:54.755
7388,2023-02-07 18:35:14.036,1010123038173254,85.2,2023-02-07 18:35:18.904
7389,2023-02-07 18:35:22.155,1010123038173302,84.8,2023-02-07 18:35:26.984
7390,2023-02-07 18:35:30.236,1010123038173310,85.2,2023-02-07 18:35:35.075
7391,2023-02-07 18:35:38.216,1010123038173318,84.8,2023-02-07 18:35:43.065
7392,2023-02-07 18:35:46.335,1010123038173459,85.3,2023-02-07 18:35:51.154
7393,2023-02-07 18:35:54.384,1010123038173508,85.1,2023-02-07 18:35:59.234
7394,2023-02-07 18:36:02.525,1010123038173517,85.3,2023-02-07 18:36:07.315
7395,2023-02-07 18:36:10.464,1010123038173525,85.0,2023-02-07 18:36:15.305
7396,2023-02-07 18:36:18.484,1010123038173533,85.2,2023-02-07 18:36:23.303
7397,2023-02-07 18:36:26.404,1010123038173541,85.0,2023-02-07 18:36:31.305
7398,2023-02-07 18:36:34.464,1010123038173549,85.1,2023-02-07 18:36:39.305
7399,2023-02-07 18:36:42.555,1010123038173557,85.3,2023-02-07 18:36:47.394
7400,2023-02-07 18:36:50.555,1010123038173605,85.4,2023-02-07 18:36:55.463
7401,2023-02-07 18:36:58.724,1010123038173613,85.6,2023-02-07 18:37:03.543
7402,2023-02-07 18:37:14.834,1010123038173629,85.3,2023-02-07 18:37:19.703
7403,2023-02-07 18:37:22.803,1010123038173638,85.2,2023-02-07 18:37:27.703
7404,2023-02-07 18:37:30.844,1010123038173646,85.6,2023-02-07 18:37:35.792
7405,2023-02-07 18:37:38.934,1010123038173654,85.4,2023-02-07 18:37:43.792
7406,2023-02-07 18:37:46.934,1010123038173702,85.0,2023-02-07 18:37:51.792
7407,2023-02-07 18:37:54.913,1010123038173710,85.1,2023-02-07 18:37:59.792
7408,2023-02-07 18:38:02.903,1010123038173718,85.3,2023-02-07 18:38:07.792
7409,2023-02-07 18:38:11.043,1010123038173726,85.4,2023-02-07 18:38:15.872
7410,2023-02-07 18:38:19.013,1010123038173734,85.2,2023-02-07 18:38:23.864
7411,2023-02-07 18:38:27.124,1010123038173742,85.5,2023-02-07 18:38:32.033
7412,2023-02-07 18:38:35.223,1010123038173750,85.3,2023-02-07 18:38:40.114
7413,2023-02-07 18:38:43.253,1010123038173758,85.6,2023-02-07 18:38:48.112
7414,2023-02-07 18:38:59.423,1010123038173814,85.4,2023-02-07 18:39:04.263
7415,2023-02-07 18:39:15.362,1010123038173830,85.3,2023-02-07 18:39:20.191
7416,2023-02-07 18:39:23.292,1010123038173838,85.0,2023-02-07 18:39:28.111
7417,2023-02-07 18:39:31.242,1010123038173847,85.3,2023-02-07 18:39:36.111
7418,2023-02-07 18:39:39.351,1010123038173855,85.2,2023-02-07 18:39:44.282
7419,2023-02-07 18:39:58.792,1010223038173928,86.2,2023-02-07 18:40:03.621
7420,2023-02-07 18:40:08.012,1010223038173935,85.6,2023-02-07 18:40:12.821
7421,2023-02-07 18:40:15.921,1010223038173943,85.1,2023-02-07 18:40:20.750
7422,2023-02-07 18:40:23.921,1010223038173950,85.5,2023-02-07 18:40:28.740
7423,2023-02-07 18:40:31.921,1010223038173958,85.1,2023-02-07 18:40:36.730
7424,2023-02-07 18:40:39.960,1010223038174006,85.4,2023-02-07 18:40:44.811
7425,2023-02-07 18:40:48.111,1010223038174013,85.3,2023-02-07 18:40:52.880
7426,2023-02-07 18:40:55.980,1010223038174021,85.0,2023-02-07 18:41:00.819
7427,2023-02-07 18:41:04.020,1010223038174029,85.2,2023-02-07 18:41:08.829
7428,2023-02-07 18:41:11.980,1010223038174036,85.4,2023-02-07 18:41:16.839
7429,2023-02-07 18:41:19.960,1010223038174044,85.2,2023-02-07 18:41:24.839
7430,2023-02-07 18:41:28.079,1010223038174052,85.6,2023-02-07 18:41:32.908
7431,2023-02-07 18:41:35.970,1010223038174059,85.4,2023-02-07 18:41:40.838
7432,2023-02-07 18:42:07.960,1010223038174130,85.8,2023-02-07 18:42:12.839
7433,2023-02-07 18:42:16.019,1010223038174138,85.6,2023-02-07 18:42:20.838
7434,2023-02-07 18:42:24.088,1010223038174145,85.7,2023-02-07 18:42:28.987
7435,2023-02-07 18:42:32.188,1010223038174153,85.6,2023-02-07 18:42:37.078
7436,2023-02-07 18:42:40.209,1010223038174201,85.3,2023-02-07 18:42:45.148
7437,2023-02-07 18:42:48.368,1010223038174208,85.6,2023-02-07 18:42:53.236
7438,2023-02-07 18:42:56.398,1010223038174216,85.5,2023-02-07 18:43:01.227
7439,2023-02-07 18:43:04.507,1010223038174224,85.4,2023-02-07 18:43:09.318
7440,2023-02-07 18:43:12.548,1010223038174231,85.3,2023-02-07 18:43:17.398
7441,2023-02-07 18:43:20.677,1010223038174239,85.5,2023-02-07 18:43:25.467
7442,2023-02-07 18:43:28.628,1010223038174247,85.6,2023-02-07 18:43:33.558
7443,2023-02-07 18:43:44.868,1010223038174302,85.5,2023-02-07 18:43:49.796
7444,2023-02-07 18:43:52.957,1010223038174310,85.6,2023-02-07 18:43:57.776
7445,2023-02-07 18:44:09.147,1010223038174325,85.4,2023-02-07 18:44:13.956
7446,2023-02-07 18:44:17.186,1010223038174333,85.5,2023-02-07 18:44:22.036
7447,2023-02-07 18:44:33.266,1010223038174349,85.7,2023-02-07 18:44:38.117
7448,2023-02-07 18:44:41.397,1010223038174357,85.6,2023-02-07 18:44:46.276
7449,2023-02-07 18:44:49.506,1010223038174405,85.7,2023-02-07 18:44:54.355
7450,2023-02-07 18:44:57.596,1010223038174413,85.4,2023-02-07 18:45:02.426
7451,2023-02-07 18:45:05.657,1010223038174421,85.5,2023-02-07 18:45:10.506
7452,2023-02-07 18:45:13.687,1010223038174430,85.4,2023-02-07 18:45:18.595
7453,2023-02-07 18:45:21.895,1010223038174438,85.5,2023-02-07 18:45:26.676
7454,2023-02-07 18:45:29.905,1010223038174446,85.7,2023-02-07 18:45:34.744
7455,2023-02-07 18:45:37.956,1010223038174454,85.8,2023-02-07 18:45:42.845
7456,2023-02-07 18:45:46.055,1010223038174502,85.4,2023-02-07 18:45:50.914
7457,2023-02-07 18:46:10.296,1010223038174526,85.6,2023-02-07 18:46:15.154
7458,2023-02-07 18:46:26.474,1010223038174542,85.7,2023-02-07 18:46:31.394
7459,2023-02-07 18:46:34.525,1010223038174550,85.5,2023-02-07 18:46:39.394
7460,2023-02-07 18:46:42.565,1010223038174559,85.6,2023-02-07 18:46:47.484
7461,2023-02-07 18:46:50.795,1010223038174607,85.7,2023-02-07 18:46:55.634
7462,2023-02-07 18:46:58.825,1010223038174615,85.6,2023-02-07 18:47:03.724
7463,2023-02-07 18:47:06.914,1010223038174623,85.8,2023-02-07 18:47:11.714
7464,2023-02-07 18:47:14.954,1010223038174631,85.6,2023-02-07 18:47:19.884
7465,2023-02-07 18:47:23.085,1010223038174639,85.4,2023-02-07 18:47:27.875
7466,2023-02-07 18:47:31.005,1010223038174647,85.8,2023-02-07 18:47:35.884
7467,2023-02-07 18:47:39.085,1010223038174655,85.3,2023-02-07 18:47:43.884
7468,2023-02-07 18:47:47.134,1010223038174703,85.4,2023-02-07 18:47:52.023
7469,2023-02-07 18:47:55.243,1010223038174711,85.5,2023-02-07 18:48:00.124
7470,2023-02-07 18:48:03.253,1010223038174719,85.2,2023-02-07 18:48:08.122
7471,2023-02-07 18:48:11.533,1010223038174727,85.4,2023-02-07 18:48:16.364
7472,2023-02-07 18:48:27.614,1010223038174743,85.6,2023-02-07 18:48:32.523
7473,2023-02-07 18:48:35.674,1010223038174752,85.5,2023-02-07 18:48:40.594
7474,2023-02-07 18:48:43.844,1010223038174800,85.4,2023-02-07 18:48:48.673
7475,2023-02-07 18:49:00.033,1010223038174816,85.8,2023-02-07 18:49:04.924
7476,2023-02-07 18:49:07.963,1010223038174824,85.5,2023-02-07 18:49:12.842
7477,2023-02-07 18:49:24.183,1010223038174840,85.6,2023-02-07 18:49:28.993
7478,2023-02-07 18:49:32.263,1010223038174848,85.8,2023-02-07 18:49:37.082
7479,2023-02-07 18:49:48.362,1010223038174904,85.6,2023-02-07 18:49:53.223
7480,2023-02-07 18:49:56.552,1010223038174912,85.7,2023-02-07 18:50:01.403
7481,2023-02-07 18:50:04.572,1010223038174920,85.6,2023-02-07 18:50:09.482
7482,2023-02-07 18:50:12.733,1010223038174928,85.4,2023-02-07 18:50:17.552
7483,2023-02-07 18:50:20.721,1010223038174937,85.6,2023-02-07 18:50:25.641
7484,2023-02-07 18:50:28.782,1010223038174945,85.4,2023-02-07 18:50:33.641
7485,2023-02-07 18:50:36.871,1010223038174953,85.5,2023-02-07 18:50:41.721
7486,2023-02-07 18:50:52.982,1010223038175009,85.4,2023-02-07 18:50:57.881
7487,2023-02-07 18:51:01.111,1010223038175017,85.7,2023-02-07 18:51:05.961
7488,2023-02-07 18:51:09.221,1010223038175025,85.5,2023-02-07 18:51:14.032
7489,2023-02-07 18:51:17.242,1010223038175033,85.6,2023-02-07 18:51:22.121
7490,2023-02-07 18:51:25.391,1010223038175041,85.5,2023-02-07 18:51:30.282
7491,2023-02-07 18:51:33.411,1010223038175049,85.4,2023-02-07 18:51:38.361
7492,2023-02-07 18:51:41.502,1010223038175057,85.5,2023-02-07 18:51:46.441
7493,2023-02-07 18:51:49.821,1010223038175105,85.7,2023-02-07 18:51:54.690
7494,2023-02-07 18:51:57.950,1010223038175113,85.6,2023-02-07 18:52:02.829
7495,2023-02-07 18:52:06.020,1010223038175122,85.5,2023-02-07 18:52:10.839
7496,2023-02-07 18:52:14.101,1010223038175130,85.6,2023-02-07 18:52:18.930
7497,2023-02-07 18:52:22.171,1010223038175138,85.8,2023-02-07 18:52:27.000
7498,2023-02-07 18:52:30.190,1010223038175146,85.4,2023-02-07 18:52:35.009
7499,2023-02-07 18:52:38.151,1010223038175154,85.3,2023-02-07 18:52:43.079
7500,2023-02-07 18:52:46.311,1010223038175202,85.8,2023-02-07 18:52:51.171
7501,2023-02-07 18:52:54.440,1010223038175210,85.4,2023-02-07 18:52:59.331
7502,2023-02-07 18:53:02.581,1010223038175218,85.5,2023-02-07 18:53:07.490
7503,2023-02-07 18:53:18.819,1010223038175234,85.6,2023-02-07 18:53:23.660
7504,2023-02-07 18:53:26.930,1010223038175242,85.5,2023-02-07 18:53:31.730
7505,2023-02-07 18:53:35.019,1010223038175250,85.4,2023-02-07 18:53:39.898
7506,2023-02-07 18:53:51.329,1010223038175307,85.0,2023-02-07 18:53:56.130
7507,2023-02-07 18:54:07.569,1010223038175323,85.4,2023-02-07 18:54:12.448
7508,2023-02-07 18:54:23.668,1010223038175339,85.8,2023-02-07 18:54:28.529
7509,2023-02-07 18:54:31.698,1010223038175347,85.4,2023-02-07 18:54:36.618
7510,2023-02-07 18:54:39.779,1010223038175355,85.3,2023-02-07 18:54:44.598
7511,2023-02-07 18:54:47.838,1010223038175403,85.4,2023-02-07 18:54:52.687
7512,2023-02-07 18:55:04.007,1010223038175419,85.3,2023-02-07 18:55:08.848
7513,2023-02-07 18:55:12.157,1010223038175427,85.6,2023-02-07 18:55:17.007
7514,2023-02-07 18:55:20.128,1010223038175443,85.2,2023-02-07 18:55:24.917
7515,2023-02-07 18:55:28.138,1010223038175451,85.8,2023-02-07 18:55:33.006
7516,2023-02-07 18:55:36.187,1010223038175459,85.3,2023-02-07 18:55:40.997
7517,2023-02-07 18:56:00.816,1010223038175530,85.6,2023-02-07 18:56:05.736
7518,2023-02-07 18:56:17.996,1010123038175545,85.4,2023-02-07 18:56:22.855
7519,2023-02-07 18:56:26.086,1010123038175553,85.3,2023-02-07 18:56:30.926
7520,2023-02-07 18:56:34.127,1010123038175600,85.6,2023-02-07 18:56:38.927
7521,2023-02-07 18:56:42.056,1010123038175608,85.4,2023-02-07 18:56:46.936
7522,2023-02-07 18:56:50.135,1010123038175615,85.6,2023-02-07 18:56:54.936
7523,2023-02-07 18:56:58.065,1010123038175623,85.4,2023-02-07 18:57:02.926
7524,2023-02-07 18:57:06.196,1010123038175631,85.2,2023-02-07 18:57:11.095
7525,2023-02-07 18:57:14.226,1010123038175638,85.5,2023-02-07 18:57:19.095
7526,2023-02-07 18:58:19.394,1010123038175646,85.8,2023-02-07 18:58:24.263
7527,2023-02-07 18:58:56.963,1010123038175654,85.6,2023-02-07 18:59:01.832
7528,2023-02-07 18:59:06.523,1010123038175701,85.4,2023-02-07 18:59:11.413
7529,2023-02-07 18:59:15.334,1010123038175709,85.6,2023-02-07 18:59:20.132
7530,2023-02-07 18:59:31.354,1010123038175819,85.2,2023-02-07 18:59:36.292
7531,2023-02-07 18:59:47.563,1010123038175903,85.0,2023-02-07 18:59:52.451
7532,2023-02-07 18:59:55.612,1010123038175913,85.2,2023-02-07 19:00:00.532
7533,2023-02-07 19:00:03.683,1010123038175920,85.1,2023-02-07 19:00:08.532
7534,2023-02-07 19:00:11.713,1010123038175928,85.4,2023-02-07 19:00:16.611
7535,2023-02-07 19:00:19.763,1010123038175936,85.7,2023-02-07 19:00:24.691
7536,2023-02-07 19:00:27.862,1010123038175944,85.4,2023-02-07 19:00:32.683
7537,2023-02-07 19:00:44.013,1010123038180000,85.6,2023-02-07 19:00:48.842
7538,2023-02-07 19:00:52.171,1010123038180008,85.7,2023-02-07 19:00:57.012
7539,2023-02-07 19:01:00.181,1010123038180016,85.2,2023-02-07 19:01:05.002
7540,2023-02-07 19:01:08.111,1010123038180024,85.6,2023-02-07 19:01:12.921
7541,2023-02-07 19:01:16.221,1010123038180032,85.4,2023-02-07 19:01:21.092
7542,2023-02-07 19:01:24.451,1010123038180040,85.9,2023-02-07 19:01:29.262
7543,2023-02-07 19:01:32.451,1010123038180048,85.6,2023-02-07 19:01:37.332
7544,2023-02-07 19:01:40.592,1010123038180056,85.8,2023-02-07 19:01:45.480
7545,2023-02-07 19:01:48.631,1010123038180104,85.9,2023-02-07 19:01:53.490
7546,2023-02-07 19:01:56.562,1010123038180112,85.3,2023-02-07 19:02:01.411
7547,2023-02-07 19:02:04.782,1010123038180120,85.6,2023-02-07 19:02:09.581
7548,2023-02-07 19:02:12.792,1010123038180128,85.8,2023-02-07 19:02:17.651
7549,2023-02-07 19:02:21.020,1010123038180136,85.6,2023-02-07 19:02:25.900
7550,2023-02-07 19:02:29.061,1010123038180145,85.5,2023-02-07 19:02:33.980
7551,2023-02-07 19:03:01.141,1010123038180217,85.7,2023-02-07 19:03:06.051
7552,2023-02-07 19:03:09.371,1010123038180225,85.8,2023-02-07 19:03:14.289
7553,2023-02-07 19:03:17.480,1010123038180233,85.4,2023-02-07 19:03:22.301
7554,2023-02-07 19:03:25.500,1010123038180241,85.7,2023-02-07 19:03:30.381
7555,2023-02-07 19:03:33.470,1010123038180249,85.5,2023-02-07 19:03:38.289
7556,2023-02-07 19:03:41.540,1010123038180257,85.3,2023-02-07 19:03:46.369
7557,2023-02-07 19:03:49.640,1010123038180305,85.8,2023-02-07 19:03:54.440
7558,2023-02-07 19:03:57.670,1010123038180313,85.6,2023-02-07 19:04:02.529
7559,2023-02-07 19:04:05.819,1010123038180321,85.8,2023-02-07 19:04:10.700
7560,2023-02-07 19:04:13.880,1010123038180329,85.7,2023-02-07 19:04:18.769
7561,2023-02-07 19:04:21.920,1010123038180338,85.4,2023-02-07 19:04:26.859
7562,2023-02-07 19:04:30.009,1010123038180346,85.7,2023-02-07 19:04:34.940
7563,2023-02-07 19:04:38.140,1010123038180354,85.6,2023-02-07 19:04:42.940
7564,2023-02-07 19:04:46.170,1010123038180402,85.4,2023-02-07 19:04:50.937
7565,2023-02-07 19:04:54.209,1010123038180410,85.7,2023-02-07 19:04:59.098
7566,2023-02-07 19:05:02.388,1010123038180418,85.4,2023-02-07 19:05:07.178
7567,2023-02-07 19:05:10.479,1010123038180426,85.6,2023-02-07 19:05:15.338
7568,2023-02-07 19:05:18.559,1010123038180434,85.4,2023-02-07 19:05:23.348
7569,2023-02-07 19:05:26.608,1010123038180442,85.6,2023-02-07 19:05:31.418
7570,2023-02-07 19:05:34.719,1010123038180450,85.5,2023-02-07 19:05:39.658
7571,2023-02-07 19:05:42.789,1010123038180459,85.6,2023-02-07 19:05:47.658
7572,2023-02-07 19:06:07.069,1010123038180523,85.8,2023-02-07 19:06:11.979
7573,2023-02-07 19:06:23.157,1010123038180539,85.5,2023-02-07 19:06:27.977
7574,2023-02-07 19:06:31.217,1010123038180547,85.8,2023-02-07 19:06:36.048
7575,2023-02-07 19:06:39.328,1010123038180555,85.6,2023-02-07 19:06:44.138
7576,2023-02-07 19:06:47.288,1010123038180603,85.8,2023-02-07 19:06:52.217
7577,2023-02-07 19:07:03.487,1010123038180619,85.7,2023-02-07 19:07:08.378
7578,2023-02-07 19:07:11.507,1010123038180627,85.6,2023-02-07 19:07:16.378
7579,2023-02-07 19:07:27.806,1010123038180643,85.4,2023-02-07 19:07:32.617
7580,2023-02-07 19:07:35.877,1010123038180652,85.5,2023-02-07 19:07:40.697
7581,2023-02-07 19:07:43.836,1010123038180700,85.8,2023-02-07 19:07:48.786
7582,2023-02-07 19:08:00.096,1010123038180716,85.2,2023-02-07 19:08:04.937
7583,2023-02-07 19:08:08.187,1010123038180724,85.5,2023-02-07 19:08:13.016
7584,2023-02-07 19:08:16.226,1010123038180732,85.6,2023-02-07 19:08:21.026
7585,2023-02-07 19:08:32.397,1010123038180748,85.7,2023-02-07 19:08:37.176
7586,2023-02-07 19:08:40.427,1010123038180756,85.6,2023-02-07 19:08:45.335
7587,2023-02-07 19:08:48.565,1010123038180804,86.0,2023-02-07 19:08:53.496
7588,2023-02-07 19:08:56.726,1010123038180812,85.7,2023-02-07 19:09:01.585
7589,2023-02-07 19:09:04.726,1010123038180820,85.6,2023-02-07 19:09:09.585
7590,2023-02-07 19:09:12.726,1010123038180829,85.4,2023-02-07 19:09:17.585
7591,2023-02-07 19:09:20.855,1010123038180837,85.6,2023-02-07 19:09:25.746
7592,2023-02-07 19:09:28.835,1010123038180845,85.8,2023-02-07 19:09:33.744
7593,2023-02-07 19:09:36.996,1010123038180853,85.7,2023-02-07 19:09:41.894
7594,2023-02-07 19:10:01.255,1010123038180917,85.5,2023-02-07 19:10:06.055
7595,2023-02-07 19:10:09.305,1010123038180925,85.6,2023-02-07 19:10:14.134
7596,2023-02-07 19:10:25.483,1010123038180941,85.3,2023-02-07 19:10:30.302
7597,2023-02-07 19:10:33.573,1010123038180949,85.6,2023-02-07 19:10:38.372
7598,2023-02-07 19:10:41.654,1010123038180957,85.7,2023-02-07 19:10:46.453
7599,2023-02-07 19:11:19.943,1010123038181014,85.4,2023-02-07 19:11:24.762
7600,2023-02-07 19:11:27.852,1010123038181022,85.6,2023-02-07 19:11:32.782
7601,2023-02-07 19:11:35.862,1010123038181030,85.4,2023-02-07 19:11:40.703
7602,2023-02-07 19:11:51.983,1010123038181046,85.5,2023-02-07 19:11:56.851
7603,2023-02-07 19:12:00.032,1010123038181054,85.4,2023-02-07 19:12:04.861
7604,2023-02-07 19:12:16.003,1010123038181110,85.6,2023-02-07 19:12:20.851
7605,2023-02-07 19:12:24.052,1010123038181137,85.4,2023-02-07 19:12:28.940
7606,2023-02-07 19:12:40.082,1010123038181155,85.2,2023-02-07 19:12:45.010
7607,2023-02-07 19:12:48.092,1010123038181203,85.5,2023-02-07 19:12:52.941
7608,2023-02-07 19:12:56.171,1010123038181211,85.6,2023-02-07 19:13:01.022
7609,2023-02-07 19:13:04.221,1010123038181219,85.3,2023-02-07 19:13:09.111
7610,2023-02-07 19:13:17.961,1010123038181227,86.0,2023-02-07 19:13:22.851
7611,2023-02-07 19:13:26.940,1010123038181235,85.8,2023-02-07 19:13:31.821
7612,2023-02-07 19:13:34.901,1010123038181243,85.5,2023-02-07 19:13:39.811
7613,2023-02-07 19:13:43.000,1010123038181251,85.3,2023-02-07 19:13:47.821
7614,2023-02-07 19:13:51.010,1010123038181259,85.8,2023-02-07 19:13:55.911
7615,2023-02-07 19:13:59.190,1010123038181316,85.3,2023-02-07 19:14:04.061
7616,2023-02-07 19:14:07.210,1010123038181324,85.5,2023-02-07 19:14:12.061
7617,2023-02-07 19:14:15.200,1010123038181332,85.6,2023-02-07 19:14:20.059
7618,2023-02-07 19:14:31.130,1010123038181348,85.4,2023-02-07 19:14:35.900
7619,2023-02-07 19:14:39.069,1010123038181356,85.7,2023-02-07 19:14:43.910
7620,2023-02-07 19:14:47.039,1010123038181404,85.6,2023-02-07 19:14:51.908
7621,2023-02-07 19:15:03.150,1010123038181420,85.8,2023-02-07 19:15:08.059
7622,2023-02-07 19:15:11.309,1010123038181428,85.6,2023-02-07 19:15:16.209
7623,2023-02-07 19:15:19.489,1010123038181436,85.5,2023-02-07 19:15:24.388
7624,2023-02-07 19:15:27.539,1010123038181443,85.6,2023-02-07 19:15:32.368
7625,2023-02-07 19:15:35.608,1010123038181451,85.5,2023-02-07 19:15:40.539
7626,2023-02-07 19:15:43.678,1010123038181459,85.6,2023-02-07 19:15:48.539
7627,2023-02-07 19:15:51.698,1010123038181507,85.3,2023-02-07 19:15:56.618
7628,2023-02-07 19:15:59.769,1010123038181515,85.6,2023-02-07 19:16:04.608
7629,2023-02-07 19:16:07.838,1010123038181523,85.7,2023-02-07 19:16:12.688
7630,2023-02-07 19:16:15.948,1010123038181531,85.6,2023-02-07 19:16:20.789
7631,2023-02-07 19:16:23.918,1010123038181539,85.7,2023-02-07 19:16:28.779
7632,2023-02-07 19:16:31.908,1010123038181548,85.6,2023-02-07 19:16:36.778
7633,2023-02-07 19:16:48.029,1010123038181604,85.8,2023-02-07 19:16:52.857
