,time,TraceabilityCode,PressForceValueFR,time.value
14041,2023-02-10 03:32:08.859,1010123041022950,17.0,2023-02-10 03:32:13.539
14042,2023-02-10 03:33:38.528,1010123041022958,16.5,2023-02-10 03:33:43.137
14043,2023-02-10 03:33:47.697,1010123041023054,16.8,2023-02-10 03:33:52.447
14044,2023-02-10 03:34:21.957,1010123041023335,16.5,2023-02-10 03:34:26.667
14045,2023-02-10 03:34:39.006,1010123041023352,16.8,2023-02-10 03:34:43.717
14046,2023-02-10 03:34:47.437,1010123041023401,16.5,2023-02-10 03:34:52.107
14047,2023-02-10 03:34:55.857,1010123041023409,16.8,2023-02-10 03:35:00.506
14048,2023-02-10 03:35:04.457,1010123041023417,16.5,2023-02-10 03:35:09.147
14049,2023-02-10 03:35:21.357,1010123041023435,16.8,2023-02-10 03:35:26.026
14050,2023-02-10 03:35:46.915,1010123041023500,17.0,2023-02-10 03:35:51.625
14051,2023-02-10 03:35:55.345,1010123041023508,16.8,2023-02-10 03:36:00.105
14052,2023-02-10 03:36:12.486,1010123041023526,16.5,2023-02-10 03:36:17.144
14053,2023-02-10 03:36:29.246,1010123041023543,16.8,2023-02-10 03:36:33.944
14054,2023-02-10 03:36:37.605,1010123041023551,16.2,2023-02-10 03:36:42.345
14055,2023-02-10 03:36:46.035,1010123041023600,16.8,2023-02-10 03:36:50.664
14056,2023-02-10 03:36:54.555,1010123041023608,16.5,2023-02-10 03:36:59.144
14057,2023-02-10 03:37:03.104,1010123041023617,16.8,2023-02-10 03:37:07.792
14058,2023-02-10 03:37:19.903,1010123041023633,16.5,2023-02-10 03:37:24.582
14059,2023-02-10 03:37:28.503,1010123041023642,16.8,2023-02-10 03:37:33.154
14060,2023-02-10 03:37:36.944,1010123041023650,17.0,2023-02-10 03:37:41.624
14061,2023-02-10 03:37:45.453,1010123041023659,16.8,2023-02-10 03:37:50.104
14062,2023-02-10 03:37:54.043,1010123041023707,16.5,2023-02-10 03:37:58.674
14063,2023-02-10 03:38:02.423,1010123041023716,16.8,2023-02-10 03:38:07.082
14064,2023-02-10 03:38:28.072,1010123041023741,17.0,2023-02-10 03:38:32.752
14065,2023-02-10 03:38:36.423,1010123041023750,16.2,2023-02-10 03:38:41.072
14066,2023-02-10 03:38:44.802,1010123041023758,16.8,2023-02-10 03:38:49.552
14067,2023-02-10 03:39:01.861,1010123041023815,17.0,2023-02-10 03:39:06.591
14068,2023-02-10 03:39:10.321,1010123041023824,16.8,2023-02-10 03:39:14.980
14069,2023-02-10 03:39:27.280,1010123041023841,16.5,2023-02-10 03:39:32.051
14070,2023-02-10 03:39:35.721,1010123041023849,16.8,2023-02-10 03:39:40.431
14071,2023-02-10 03:39:44.141,1010123041023857,16.2,2023-02-10 03:39:48.760
14072,2023-02-10 03:39:52.752,1010123041023906,16.5,2023-02-10 03:39:57.391
14073,2023-02-10 03:40:01.311,1010123041023915,16.8,2023-02-10 03:40:06.030
14074,2023-02-10 03:40:09.780,1010123041023923,16.0,2023-02-10 03:40:14.361
14075,2023-02-10 03:41:02.960,1010123041023931,16.8,2023-02-10 03:41:07.609
14076,2023-02-10 03:41:12.059,1010123041023940,16.5,2023-02-10 03:41:16.769
14077,2023-02-10 03:41:21.890,1010123041023948,16.8,2023-02-10 03:41:26.598
14078,2023-02-10 03:42:46.828,1010123041023957,17.3,2023-02-10 03:42:51.489
14079,2023-02-10 03:42:56.158,1010123041024005,17.0,2023-02-10 03:43:00.838
14080,2023-02-10 03:43:30.239,1010123041024243,16.8,2023-02-10 03:43:34.828
14081,2023-02-10 03:43:46.907,1010123041024300,17.0,2023-02-10 03:43:51.638
14082,2023-02-10 03:43:55.687,1010123041024309,16.8,2023-02-10 03:44:00.348
14083,2023-02-10 03:44:04.038,1010123041024317,17.0,2023-02-10 03:44:08.756
14084,2023-02-10 03:44:12.757,1010123041024326,16.5,2023-02-10 03:44:17.388
14085,2023-02-10 03:44:21.157,1010123041024334,17.0,2023-02-10 03:44:25.877
14086,2023-02-10 03:44:29.568,1010123041024343,16.5,2023-02-10 03:44:34.197
14087,2023-02-10 03:44:38.117,1010123041024351,17.0,2023-02-10 03:44:42.846
14088,2023-02-10 03:44:55.148,1010123041024408,16.8,2023-02-10 03:44:59.786
14089,2023-02-10 03:45:12.217,1010123041024425,17.0,2023-02-10 03:45:16.835
14090,2023-02-10 03:45:20.607,1010123041024434,16.8,2023-02-10 03:45:25.315
14091,2023-02-10 03:45:37.717,1010123041024451,17.0,2023-02-10 03:45:42.357
14092,2023-02-10 03:45:46.217,1010123041024459,16.8,2023-02-10 03:45:50.927
14093,2023-02-10 03:45:54.647,1010123041024508,16.5,2023-02-10 03:45:59.326
14094,2023-02-10 03:46:03.296,1010123041024516,16.8,2023-02-10 03:46:07.966
14095,2023-02-10 03:46:19.966,1010123041024533,16.5,2023-02-10 03:46:24.585
14096,2023-02-10 03:46:28.536,1010123041024542,17.0,2023-02-10 03:46:33.154
14097,2023-02-10 03:46:36.785,1010123041024550,16.5,2023-02-10 03:46:41.404
14098,2023-02-10 03:46:45.325,1010123041024559,16.8,2023-02-10 03:46:50.033
14099,2023-02-10 03:47:02.424,1010123041024616,17.0,2023-02-10 03:47:07.164
14100,2023-02-10 03:47:10.704,1010123041024624,16.8,2023-02-10 03:47:15.394
14101,2023-02-10 03:47:19.365,1010123041024633,17.0,2023-02-10 03:47:24.033
14102,2023-02-10 03:47:27.734,1010123041024641,17.3,2023-02-10 03:47:32.352
14103,2023-02-10 03:47:36.104,1010123041024650,17.0,2023-02-10 03:47:40.753
14104,2023-02-10 03:47:44.594,1010123041024658,16.8,2023-02-10 03:47:49.302
14105,2023-02-10 03:47:53.134,1010123041024707,17.0,2023-02-10 03:47:57.792
14106,2023-02-10 03:49:38.971,1010123041024715,16.5,2023-02-10 03:49:43.621
14107,2023-02-10 03:50:31.700,1010123041024732,16.8,2023-02-10 03:50:36.369
14108,2023-02-10 03:50:40.010,1010123041024740,16.5,2023-02-10 03:50:44.680
14109,2023-02-10 03:50:56.530,1010123041024757,16.8,2023-02-10 03:51:01.161
14110,2023-02-10 03:51:30.220,1010123041025011,16.5,2023-02-10 03:51:34.839
14111,2023-02-10 04:08:51.756,1010223041030455,25.8,2023-02-10 04:09:06.573
14112,2023-02-10 04:22:16.065,1010223041030525,26.1,2023-02-10 04:22:21.615
14113,2023-02-10 04:22:34.164,1010223041030712,25.8,2023-02-10 04:22:39.684
14114,2023-02-10 04:22:43.184,1010223041032157,26.1,2023-02-10 04:22:48.815
14115,2023-02-10 04:23:01.325,1010223041032213,26.4,2023-02-10 04:23:06.892
14116,2023-02-10 04:23:10.483,1010223041032222,26.6,2023-02-10 04:23:16.092
14117,2023-02-10 04:23:19.634,1010223041032231,26.1,2023-02-10 04:23:25.203
14118,2023-02-10 04:23:28.793,1010223041032240,26.4,2023-02-10 04:23:34.334
14119,2023-02-10 04:23:37.894,1010223041032249,26.1,2023-02-10 04:23:43.533
14120,2023-02-10 04:23:46.894,1010223041032258,26.4,2023-02-10 04:23:52.493
14121,2023-02-10 04:24:05.303,1010223041032317,26.6,2023-02-10 04:24:10.892
14122,2023-02-10 04:24:14.313,1010223041032326,26.4,2023-02-10 04:24:19.933
14123,2023-02-10 04:24:55.102,1010223041032335,26.6,2023-02-10 04:25:00.711
14124,2023-02-10 04:25:03.842,1010223041032344,26.4,2023-02-10 04:25:09.473
14125,2023-02-10 04:25:31.763,1010223041032412,26.9,2023-02-10 04:25:37.381
14126,2023-02-10 04:25:40.941,1010223041032421,26.6,2023-02-10 04:25:46.502
14127,2023-02-10 04:25:59.121,1010223041032511,26.4,2023-02-10 04:26:04.730
14128,2023-02-10 04:26:50.500,1010223041032529,26.9,2023-02-10 04:26:55.990
14129,2023-02-10 04:26:59.980,1010223041032538,26.4,2023-02-10 04:27:05.539
14130,2023-02-10 04:27:08.970,1010223041032547,26.9,2023-02-10 04:27:14.500
14131,2023-02-10 04:27:18.539,1010223041032556,26.6,2023-02-10 04:27:24.190
14132,2023-02-10 04:27:36.490,1010223041032614,26.4,2023-02-10 04:27:42.099
14133,2023-02-10 04:27:45.500,1010223041032623,26.6,2023-02-10 04:27:51.069
14134,2023-02-10 04:27:54.460,1010223041032633,26.4,2023-02-10 04:28:00.019
14135,2023-02-10 04:28:03.509,1010223041032709,26.6,2023-02-10 04:28:08.977
14136,2023-02-10 04:28:21.459,1010223041032728,26.9,2023-02-10 04:28:26.977
14137,2023-02-10 04:28:30.408,1010223041032737,26.6,2023-02-10 04:28:36.019
14138,2023-02-10 04:28:48.388,1010223041032756,26.4,2023-02-10 04:28:54.017
14139,2023-02-10 04:28:57.309,1010223041032805,26.6,2023-02-10 04:29:02.976
14140,2023-02-10 04:29:15.737,1010223041032823,26.9,2023-02-10 04:29:21.388
14141,2023-02-10 04:29:33.618,1010223041032841,26.6,2023-02-10 04:29:39.148
14142,2023-02-10 04:29:45.038,1010223041032850,26.9,2023-02-10 04:29:50.598
14143,2023-02-10 04:29:54.548,1010223041032859,26.6,2023-02-10 04:30:00.177
14144,2023-02-10 04:30:03.596,1010223041032908,26.9,2023-02-10 04:30:09.137
14145,2023-02-10 04:30:30.937,1010223041032944,26.6,2023-02-10 04:30:36.516
14146,2023-02-10 04:30:49.246,1010223041033001,26.9,2023-02-10 04:30:54.816
14147,2023-02-10 04:30:58.357,1010223041033010,26.4,2023-02-10 04:31:03.946
14148,2023-02-10 04:31:07.426,1010223041033019,26.6,2023-02-10 04:31:12.986
14149,2023-02-10 04:31:16.595,1010223041033028,26.9,2023-02-10 04:31:22.184
14150,2023-02-10 04:31:48.936,1010223041033046,26.6,2023-02-10 04:31:54.575
14151,2023-02-10 04:31:58.355,1010223041033055,26.4,2023-02-10 04:32:03.855
14152,2023-02-10 04:34:39.253,1010223041033132,26.6,2023-02-10 04:34:44.911
14153,2023-02-10 04:35:16.022,1010223041033150,26.4,2023-02-10 04:36:09.801
14154,2023-02-10 04:36:12.960,1010223041033207,26.1,2023-02-10 04:36:18.591
14155,2023-02-10 04:36:31.901,1010223041033217,26.4,2023-02-10 04:36:37.450
14156,2023-02-10 04:36:42.180,1010223041033431,26.1,2023-02-10 04:36:47.789
14157,2023-02-10 04:36:51.690,1010223041033439,26.6,2023-02-10 04:36:57.319
14158,2023-02-10 04:37:00.540,1010223041033449,26.4,2023-02-10 04:37:06.108
14159,2023-02-10 04:38:08.959,1010223041033507,26.1,2023-02-10 04:38:14.517
14160,2023-02-10 04:38:26.969,1010223041033627,26.4,2023-02-10 04:38:32.598
14161,2023-02-10 04:39:10.548,1010223041033710,26.9,2023-02-10 04:39:28.917
14162,2023-02-10 04:39:36.907,1010223041033719,26.4,2023-02-10 04:39:42.496
14163,2023-02-10 04:41:52.194,1010223041033846,26.6,2023-02-10 04:41:57.723
14164,2023-02-10 04:42:10.124,1010223041033904,26.4,2023-02-10 04:42:15.713
14165,2023-02-10 04:45:18.822,1010223041034154,26.6,2023-02-10 04:45:24.351
14166,2023-02-10 04:49:51.207,1010223041034220,26.6,2023-02-10 04:49:56.836
14167,2023-02-10 04:50:26.927,1010223041034529,26.4,2023-02-10 04:50:32.447
14168,2023-02-10 04:50:35.927,1010223041034538,26.9,2023-02-10 04:50:41.476
14169,2023-02-10 04:50:44.957,1010223041034547,26.6,2023-02-10 04:50:50.507
14170,2023-02-10 04:55:08.703,1010223041035150,26.1,2023-02-10 04:55:14.263
14171,2023-02-10 04:56:34.710,1010123041035544,26.6,2023-02-10 04:56:40.269
14172,2023-02-10 04:56:43.960,1010123041035552,26.4,2023-02-10 04:56:49.480
14173,2023-02-10 04:56:53.450,1010123041035559,26.6,2023-02-10 04:56:59.079
14174,2023-02-10 04:57:29.851,1010123041035642,26.4,2023-02-10 04:57:35.489
14175,2023-02-10 04:57:38.920,1010123041035651,26.9,2023-02-10 04:57:44.529
14176,2023-02-10 04:57:47.990,1010123041035700,26.6,2023-02-10 04:57:53.569
14177,2023-02-10 04:58:06.289,1010123041035718,26.9,2023-02-10 04:58:11.809
14178,2023-02-10 04:58:15.359,1010123041035727,26.4,2023-02-10 04:58:20.930
14179,2023-02-10 04:58:33.619,1010123041035745,26.6,2023-02-10 04:58:39.148
14180,2023-02-10 04:58:51.969,1010123041035803,27.2,2023-02-10 04:58:57.568
14181,2023-02-10 04:59:00.989,1010123041035812,26.6,2023-02-10 04:59:06.528
14182,2023-02-10 04:59:10.158,1010123041035822,26.9,2023-02-10 04:59:15.719
14183,2023-02-10 04:59:19.279,1010123041035831,26.4,2023-02-10 04:59:24.917
14184,2023-02-10 04:59:37.448,1010123041035849,26.9,2023-02-10 04:59:43.088
14185,2023-02-10 04:59:55.668,1010123041035907,27.2,2023-02-10 05:00:01.168
14186,2023-02-10 05:00:04.858,1010123041035916,26.6,2023-02-10 05:00:10.457
14187,2023-02-10 05:00:41.118,1010123041035953,26.9,2023-02-10 05:00:46.767
14188,2023-02-10 05:00:50.308,1010123041040002,26.6,2023-02-10 05:00:55.967
14189,2023-02-10 05:01:45.187,1010123041040047,26.9,2023-02-10 05:01:50.726
14190,2023-02-10 05:01:54.697,1010123041040057,26.4,2023-02-10 05:02:00.196
14191,2023-02-10 05:02:03.826,1010123041040106,26.6,2023-02-10 05:02:09.417
14192,2023-02-10 05:02:30.887,1010123041040143,26.9,2023-02-10 05:02:36.536
14193,2023-02-10 05:02:40.125,1010123041040152,27.2,2023-02-10 05:02:45.736
14194,2023-02-10 05:02:49.176,1010123041040201,26.9,2023-02-10 05:02:54.776
14195,2023-02-10 05:06:59.003,1010123041040228,26.4,2023-02-10 05:07:04.523
14196,2023-02-10 05:07:16.703,1010123041040246,26.9,2023-02-10 05:07:22.292
14197,2023-02-10 05:07:34.493,1010123041040305,26.6,2023-02-10 05:07:40.062
14198,2023-02-10 05:07:43.433,1010123041040637,26.4,2023-02-10 05:07:49.013
14199,2023-02-10 05:07:52.483,1010123041040645,26.6,2023-02-10 05:07:58.052
14200,2023-02-10 05:08:10.351,1010123041040719,26.9,2023-02-10 05:08:15.982
14201,2023-02-10 05:08:19.421,1010123041040728,26.6,2023-02-10 05:08:25.010
14202,2023-02-10 05:08:28.292,1010123041040737,26.9,2023-02-10 05:08:33.822
14203,2023-02-10 05:08:46.232,1010123041040756,26.6,2023-02-10 05:08:51.822
14204,2023-02-10 05:08:55.252,1010123041040805,26.9,2023-02-10 05:09:00.782
14205,2023-02-10 05:09:13.210,1010123041040823,27.2,2023-02-10 05:09:18.861
14206,2023-02-10 05:09:22.200,1010123041040832,26.6,2023-02-10 05:09:27.811
14207,2023-02-10 05:09:31.190,1010123041040841,26.9,2023-02-10 05:09:36.780
14208,2023-02-10 05:10:16.000,1010123041040927,27.2,2023-02-10 05:10:21.581
14209,2023-02-10 05:10:24.921,1010123041040936,26.6,2023-02-10 05:10:30.539
14210,2023-02-10 05:10:33.960,1010123041040945,26.9,2023-02-10 05:10:39.499
14211,2023-02-10 05:11:00.908,1010123041041012,27.2,2023-02-10 05:11:06.460
14212,2023-02-10 05:11:10.000,1010123041041021,26.9,2023-02-10 05:11:15.648
14213,2023-02-10 05:11:46.029,1010123041041058,27.2,2023-02-10 05:11:51.648
14214,2023-02-10 05:11:55.219,1010123041041107,26.6,2023-02-10 05:12:00.779
14215,2023-02-10 05:12:04.229,1010123041041116,27.2,2023-02-10 05:12:09.819
14216,2023-02-10 05:12:31.398,1010123041041143,26.9,2023-02-10 05:12:36.937
14217,2023-02-10 05:12:58.628,1010123041041210,27.4,2023-02-10 05:13:04.227
14218,2023-02-10 05:13:07.747,1010123041041220,26.9,2023-02-10 05:13:13.336
14219,2023-02-10 05:13:16.778,1010123041041229,26.4,2023-02-10 05:13:22.378
14220,2023-02-10 05:14:02.157,1010123041041314,26.6,2023-02-10 05:14:07.825
14221,2023-02-10 05:14:39.117,1010123041041341,26.4,2023-02-10 05:14:44.676
14222,2023-02-10 05:14:48.127,1010123041041350,26.6,2023-02-10 05:14:53.707
14223,2023-02-10 05:15:15.496,1010123041041427,26.4,2023-02-10 05:15:21.075
14224,2023-02-10 05:15:33.746,1010123041041445,26.9,2023-02-10 05:15:39.334
14225,2023-02-10 05:15:42.734,1010123041041454,26.4,2023-02-10 05:15:48.384
14226,2023-02-10 05:15:51.845,1010123041041503,26.6,2023-02-10 05:15:57.414
14227,2023-02-10 05:16:46.493,1010123041041549,26.4,2023-02-10 05:16:52.114
14228,2023-02-10 05:16:56.073,1010123041041558,26.6,2023-02-10 05:17:01.634
14229,2023-02-10 05:17:05.243,1010123041041607,27.2,2023-02-10 05:17:10.743
14230,2023-02-10 05:17:14.483,1010123041041616,26.9,2023-02-10 05:17:19.953
14231,2023-02-10 05:17:23.283,1010123041041625,26.6,2023-02-10 05:17:28.884
14232,2023-02-10 05:17:32.493,1010123041041644,26.4,2023-02-10 05:17:38.072
14233,2023-02-10 05:17:41.653,1010123041041653,26.6,2023-02-10 05:17:47.183
14234,2023-02-10 05:17:50.693,1010123041041702,26.9,2023-02-10 05:17:56.302
14235,2023-02-10 05:17:59.882,1010123041041712,26.6,2023-02-10 05:18:05.503
14236,2023-02-10 05:18:08.993,1010123041041721,26.1,2023-02-10 05:18:14.542
14237,2023-02-10 05:18:18.062,1010123041041730,26.4,2023-02-10 05:18:23.663
14238,2023-02-10 05:18:27.072,1010123041041739,26.6,2023-02-10 05:18:32.713
14239,2023-02-10 05:18:36.181,1010123041041748,26.9,2023-02-10 05:18:41.832
14240,2023-02-10 05:18:45.502,1010123041041757,26.6,2023-02-10 05:18:51.030
14241,2023-02-10 05:18:54.482,1010123041041806,27.2,2023-02-10 05:19:00.061
14242,2023-02-10 05:19:03.441,1010123041041815,26.4,2023-02-10 05:19:09.101
14243,2023-02-10 05:19:30.711,1010123041041843,26.6,2023-02-10 05:19:36.220
14244,2023-02-10 05:19:58.101,1010123041041910,26.4,2023-02-10 05:20:03.740
14245,2023-02-10 05:20:07.250,1010123041041919,26.9,2023-02-10 05:20:12.780
14246,2023-02-10 05:20:16.331,1010123041041928,26.4,2023-02-10 05:20:21.980
14247,2023-02-10 05:20:25.401,1010123041041937,26.6,2023-02-10 05:20:30.950
14248,2023-02-10 05:20:34.540,1010123041041946,26.9,2023-02-10 05:20:40.069
14249,2023-02-10 05:20:43.631,1010123041041955,26.6,2023-02-10 05:20:49.190
14250,2023-02-10 05:20:52.811,1010123041042004,26.9,2023-02-10 05:20:58.380
14251,2023-02-10 05:21:10.890,1010123041042023,26.6,2023-02-10 05:21:16.539
14252,2023-02-10 05:21:20.049,1010123041042032,26.9,2023-02-10 05:21:25.589
14253,2023-02-10 05:22:39.719,1010123041042144,26.6,2023-02-10 05:22:45.338
14254,2023-02-10 05:22:48.799,1010123041042203,27.4,2023-02-10 05:22:54.388
14255,2023-02-10 05:22:57.819,1010123041042211,26.6,2023-02-10 05:23:03.418
14256,2023-02-10 05:23:16.188,1010123041042228,26.9,2023-02-10 05:23:21.747
14257,2023-02-10 05:23:25.148,1010123041042237,26.6,2023-02-10 05:23:30.697
14258,2023-02-10 05:23:34.219,1010123041042246,26.9,2023-02-10 05:23:39.737
14259,2023-02-10 05:24:32.017,1010123041042304,26.6,2023-02-10 05:24:37.596
14260,2023-02-10 05:24:40.967,1010123041042313,26.9,2023-02-10 05:24:46.476
14261,2023-02-10 05:24:50.657,1010123041042322,26.6,2023-02-10 05:24:56.316
14262,2023-02-10 05:25:27.086,1010123041042435,27.2,2023-02-10 05:25:32.625
14263,2023-02-10 05:25:36.196,1010123041042448,26.6,2023-02-10 05:25:41.746
14264,2023-02-10 05:25:45.176,1010123041042457,26.9,2023-02-10 05:25:50.706
14265,2023-02-10 05:25:54.377,1010123041042506,27.2,2023-02-10 05:25:59.986
14266,2023-02-10 05:26:03.617,1010123041042515,27.4,2023-02-10 05:26:09.184
14267,2023-02-10 05:26:12.466,1010123041042524,27.2,2023-02-10 05:26:18.075
14268,2023-02-10 05:26:21.776,1010123041042533,26.9,2023-02-10 05:26:27.345
14269,2023-02-10 05:26:57.966,1010123041042610,27.2,2023-02-10 05:27:03.515
14270,2023-02-10 05:27:07.046,1010123041042619,26.9,2023-02-10 05:27:12.704
14271,2023-02-10 05:27:16.176,1010123041042628,27.2,2023-02-10 05:27:21.765
14272,2023-02-10 05:27:34.365,1010123041042646,26.9,2023-02-10 05:27:39.914
14273,2023-02-10 05:27:43.404,1010123041042655,27.2,2023-02-10 05:27:48.964
14274,2023-02-10 05:27:52.515,1010123041042704,26.9,2023-02-10 05:27:58.073
14275,2023-02-10 05:29:14.664,1010123041042826,26.6,2023-02-10 05:29:20.302
14276,2023-02-10 05:29:23.684,1010123041042835,26.9,2023-02-10 05:29:29.273
14277,2023-02-10 05:29:41.802,1010123041042853,27.2,2023-02-10 05:29:47.342
14278,2023-02-10 05:30:09.183,1010123041042921,26.9,2023-02-10 05:30:14.802
14279,2023-02-10 05:30:18.173,1010123041042930,26.6,2023-02-10 05:30:23.752
14280,2023-02-10 05:30:27.352,1010123041042939,26.9,2023-02-10 05:30:32.963
14281,2023-02-10 05:30:36.392,1010123041042948,27.2,2023-02-10 05:30:41.911
14282,2023-02-10 05:30:45.413,1010123041042957,26.9,2023-02-10 05:30:50.951
14283,2023-02-10 05:30:54.532,1010123041043006,27.2,2023-02-10 05:31:00.161
14284,2023-02-10 05:31:03.673,1010123041043015,26.9,2023-02-10 05:31:09.282
14285,2023-02-10 05:31:21.792,1010123041043034,27.2,2023-02-10 05:31:27.352
14286,2023-02-10 05:42:18.132,1010123041043052,26.4,2023-02-10 05:42:23.721
14287,2023-02-10 05:42:27.282,1010123041043101,26.6,2023-02-10 05:42:32.802
14288,2023-02-10 05:42:55.101,1010123041044202,26.4,2023-02-10 05:43:00.730
14289,2023-02-10 05:43:04.151,1010123041044213,27.2,2023-02-10 05:43:09.769
14290,2023-02-10 05:43:13.341,1010123041044225,26.9,2023-02-10 05:43:18.871
14291,2023-02-10 05:43:31.371,1010123041044243,26.4,2023-02-10 05:43:36.970
14292,2023-02-10 05:43:40.421,1010123041044252,26.6,2023-02-10 05:43:46.000
14293,2023-02-10 05:43:49.500,1010123041044301,26.9,2023-02-10 05:43:55.039
14294,2023-02-10 05:43:58.591,1010123041044310,26.4,2023-02-10 05:44:04.160
14295,2023-02-10 05:44:07.509,1010123041044320,26.6,2023-02-10 05:44:13.118
14296,2023-02-10 05:44:16.690,1010123041044329,26.9,2023-02-10 05:44:22.319
14297,2023-02-10 05:44:25.750,1010123041044338,27.2,2023-02-10 05:44:31.279
14298,2023-02-10 05:44:34.839,1010123041044347,26.9,2023-02-10 05:44:40.388
14299,2023-02-10 05:44:43.960,1010123041044356,27.2,2023-02-10 05:44:49.519
14300,2023-02-10 05:44:53.000,1010123041044405,26.9,2023-02-10 05:44:58.549
14301,2023-02-10 05:45:11.138,1010123041044423,26.6,2023-02-10 05:45:16.727
14302,2023-02-10 05:45:20.368,1010123041044432,26.9,2023-02-10 05:45:25.917
14303,2023-02-10 05:45:47.469,1010123041044459,27.2,2023-02-10 05:45:53.038
14304,2023-02-10 05:45:56.509,1010123041044508,26.6,2023-02-10 05:46:02.158
14305,2023-02-10 05:46:05.628,1010123041044517,26.9,2023-02-10 05:46:11.197
14306,2023-02-10 05:46:14.766,1010123041044527,27.2,2023-02-10 05:46:20.397
14307,2023-02-10 05:46:23.987,1010123041044536,26.9,2023-02-10 05:46:29.607
14308,2023-02-10 05:46:33.058,1010123041044545,27.2,2023-02-10 05:46:38.647
14309,2023-02-10 05:46:42.217,1010123041044554,26.9,2023-02-10 05:46:47.846
14310,2023-02-10 05:47:09.427,1010123041044621,26.6,2023-02-10 05:47:14.966
14311,2023-02-10 05:47:18.546,1010123041044630,27.4,2023-02-10 05:47:24.086
14312,2023-02-10 05:47:27.447,1010123041044639,27.2,2023-02-10 05:47:32.957
14313,2023-02-10 05:47:36.565,1010123041044648,27.4,2023-02-10 05:47:42.165
14314,2023-02-10 05:47:45.736,1010123041044657,26.6,2023-02-10 05:47:51.275
14315,2023-02-10 05:47:54.665,1010123041044707,26.9,2023-02-10 05:48:00.325
14316,2023-02-10 05:48:03.905,1010123041044716,27.4,2023-02-10 05:48:09.516
14317,2023-02-10 05:48:12.905,1010123041044725,27.2,2023-02-10 05:48:18.575
14318,2023-02-10 05:48:22.075,1010123041044734,26.9,2023-02-10 05:48:27.605
14319,2023-02-10 05:48:31.135,1010123041044743,27.2,2023-02-10 05:48:36.724
14320,2023-02-10 05:49:07.295,1010123041044819,27.4,2023-02-10 05:49:12.884
14321,2023-02-10 05:49:16.634,1010123041044828,27.2,2023-02-10 05:49:22.174
14322,2023-02-10 05:51:06.802,1010223041045033,26.9,2023-02-10 05:51:12.381
14323,2023-02-10 05:51:15.901,1010223041045040,27.2,2023-02-10 05:51:21.421
14324,2023-02-10 05:51:25.282,1010223041045048,26.9,2023-02-10 05:51:30.780
14325,2023-02-10 05:51:34.711,1010223041045056,27.2,2023-02-10 05:51:40.262
14326,2023-02-10 05:54:32.098,1010223041045111,26.9,2023-02-10 05:54:37.677
14327,2023-02-10 05:54:41.318,1010223041045119,27.2,2023-02-10 05:54:46.957
14328,2023-02-10 05:55:00.038,1010223041045135,26.9,2023-02-10 05:55:05.687
14329,2023-02-10 05:55:36.467,1010223041045448,27.2,2023-02-10 05:55:42.085
14330,2023-02-10 05:55:45.627,1010223041045457,26.9,2023-02-10 05:55:51.286
14331,2023-02-10 05:55:54.786,1010223041045506,27.2,2023-02-10 05:56:00.325
14332,2023-02-10 05:56:12.917,1010223041045524,26.9,2023-02-10 05:56:18.486
14333,2023-02-10 05:56:31.056,1010223041045543,27.4,2023-02-10 05:56:36.734
14334,2023-02-10 05:56:40.186,1010223041045552,26.6,2023-02-10 05:56:45.775
14335,2023-02-10 05:56:49.446,1010223041045601,26.9,2023-02-10 05:56:54.974
14336,2023-02-10 05:56:58.365,1010223041045610,26.6,2023-02-10 05:57:03.934
14337,2023-02-10 05:57:34.775,1010223041045646,26.4,2023-02-10 05:57:40.414
14338,2023-02-10 05:57:43.984,1010223041045655,26.6,2023-02-10 05:57:49.545
14339,2023-02-10 05:58:01.954,1010223041045714,26.9,2023-02-10 05:58:07.533
14340,2023-02-10 05:58:11.223,1010223041045723,26.6,2023-02-10 05:58:16.743
14341,2023-02-10 05:58:20.223,1010223041045732,27.2,2023-02-10 05:58:25.854
14342,2023-02-10 05:59:45.312,1010223041045741,26.9,2023-02-10 05:59:50.822
14343,2023-02-10 06:00:36.411,1010223041045827,26.6,2023-02-10 06:00:42.000
14344,2023-02-10 06:01:26.200,1010223041045835,26.9,2023-02-10 06:01:31.851
14345,2023-02-10 06:01:35.671,1010223041045845,26.6,2023-02-10 06:01:41.299
14346,2023-02-10 06:01:54.119,1010223041050013,26.9,2023-02-10 06:01:59.698
14347,2023-02-10 06:02:30.109,1010223041050050,26.6,2023-02-10 06:02:35.698
14348,2023-02-10 06:02:39.019,1010223041050104,26.9,2023-02-10 06:02:44.569
14349,2023-02-10 06:03:24.078,1010223041050231,27.2,2023-02-10 06:03:29.608
14350,2023-02-10 06:03:42.038,1010223041050249,26.9,2023-02-10 06:03:47.608
14351,2023-02-10 06:05:15.395,1010223041050344,27.2,2023-02-10 06:05:20.976
14352,2023-02-10 06:05:24.686,1010223041050353,26.9,2023-02-10 06:05:30.255
14353,2023-02-10 06:05:51.665,1010223041050421,27.2,2023-02-10 06:05:57.295
14354,2023-02-10 06:06:38.875,1010223041050543,26.9,2023-02-10 06:06:44.424
14355,2023-02-10 06:06:47.835,1010223041050602,27.2,2023-02-10 06:06:53.464
14356,2023-02-10 06:06:56.865,1010223041050610,26.9,2023-02-10 06:07:02.494
14357,2023-02-10 06:07:06.414,1010223041050618,27.4,2023-02-10 06:07:12.013
