,time,TraceabilityCode,PressForceValueFR,time.value
5708,2023-02-07 19:13:17.961,1010123038181227,80.5,2023-02-07 19:13:22.851
5709,2023-02-07 19:13:26.940,1010123038181235,80.2,2023-02-07 19:13:31.821
5710,2023-02-07 19:13:34.901,1010123038181243,80.0,2023-02-07 19:13:39.811
5711,2023-02-07 19:13:51.010,1010123038181259,80.5,2023-02-07 19:13:55.911
5712,2023-02-07 19:14:07.210,1010123038181324,80.2,2023-02-07 19:14:12.061
5713,2023-02-07 19:14:23.150,1010123038181340,80.5,2023-02-07 19:14:27.980
5714,2023-02-07 19:14:39.069,1010123038181356,80.8,2023-02-07 19:14:43.910
5715,2023-02-07 19:14:47.039,1010123038181404,80.5,2023-02-07 19:14:51.908
5716,2023-02-07 19:15:11.309,1010123038181428,80.2,2023-02-07 19:15:16.209
5717,2023-02-07 19:15:19.489,1010123038181436,80.0,2023-02-07 19:15:24.388
5718,2023-02-07 19:15:27.539,1010123038181443,80.2,2023-02-07 19:15:32.368
5719,2023-02-07 19:15:43.678,1010123038181459,80.0,2023-02-07 19:15:48.539
5720,2023-02-07 19:15:59.769,1010123038181515,80.2,2023-02-07 19:16:04.608
5721,2023-02-07 19:16:15.948,1010123038181531,80.5,2023-02-07 19:16:20.789
5722,2023-02-07 19:16:23.918,1010123038181539,80.0,2023-02-07 19:16:28.779
5723,2023-02-07 19:16:31.908,1010123038181548,80.5,2023-02-07 19:16:36.778
5724,2023-02-07 19:17:04.167,1010123038181620,80.0,2023-02-07 19:17:09.016
5725,2023-02-07 19:17:12.187,1010123038181628,80.5,2023-02-07 19:17:17.107
5726,2023-02-07 19:17:20.368,1010123038181636,80.8,2023-02-07 19:17:25.177
5727,2023-02-07 19:17:28.388,1010123038181644,80.2,2023-02-07 19:17:33.266
5728,2023-02-07 19:17:36.628,1010123038181652,80.5,2023-02-07 19:17:41.427
5729,2023-02-07 19:17:44.618,1010123038181700,80.0,2023-02-07 19:17:49.427
5730,2023-02-07 19:17:52.657,1010123038181708,80.5,2023-02-07 19:17:57.507
5731,2023-02-07 19:18:00.727,1010123038181717,80.0,2023-02-07 19:18:05.677
5732,2023-02-07 19:48:13.184,1010223038184558,30.4,2023-02-07 19:48:20.772
5733,2023-02-07 20:01:06.039,1010223038184711,30.9,2023-02-07 20:01:11.618
5734,2023-02-07 20:01:20.148,1010223038184720,30.6,2023-02-07 20:01:25.688
5735,2023-02-07 20:01:29.358,1010223038184729,30.4,2023-02-07 20:01:34.878
5736,2023-02-07 20:01:38.598,1010223038184823,30.9,2023-02-07 20:01:44.157
5737,2023-02-07 20:03:16.447,1010223038190116,30.6,2023-02-07 20:03:22.096
5738,2023-02-07 20:03:25.117,1010223038190125,30.9,2023-02-07 20:03:30.645
5739,2023-02-07 20:03:59.296,1010223038190200,31.2,2023-02-07 20:04:04.806
5740,2023-02-07 20:04:30.127,1010223038190333,30.9,2023-02-07 20:04:35.776
5741,2023-02-07 20:04:39.447,1010223038190342,31.4,2023-02-07 20:04:44.966
5742,2023-02-07 20:04:57.815,1010223038190400,31.2,2023-02-07 20:05:03.456
5743,2023-02-07 20:05:31.796,1010223038190434,31.4,2023-02-07 20:05:37.365
5744,2023-02-07 20:06:16.154,1010223038190527,31.7,2023-02-07 20:06:21.763
5745,2023-02-07 20:06:25.365,1010223038190535,31.2,2023-02-07 20:06:30.983
5746,2023-02-07 20:06:33.914,1010223038190544,31.4,2023-02-07 20:06:39.535
5747,2023-02-07 20:07:17.233,1010223038190628,31.2,2023-02-07 20:07:22.802
5748,2023-02-07 20:07:26.424,1010223038190637,30.9,2023-02-07 20:07:32.013
5749,2023-02-07 20:07:35.013,1010223038190646,31.4,2023-02-07 20:07:40.562
5750,2023-02-07 20:07:43.553,1010223038190654,31.7,2023-02-07 20:07:49.223
5751,2023-02-07 20:07:52.233,1010223038190703,31.4,2023-02-07 20:07:57.782
5752,2023-02-07 20:08:18.523,1010123038190745,31.2,2023-02-07 20:08:24.072
5753,2023-02-07 20:08:27.302,1010123038190753,31.7,2023-02-07 20:08:32.901
5754,2023-02-07 20:08:36.601,1010123038190802,31.4,2023-02-07 20:08:42.252
5755,2023-02-07 20:09:12.891,1010123038190837,31.7,2023-02-07 20:09:18.492
5756,2023-02-07 20:09:21.520,1010123038190845,31.4,2023-02-07 20:09:27.061
5757,2023-02-07 20:09:30.071,1010123038190853,31.7,2023-02-07 20:09:35.621
5758,2023-02-07 20:09:39.301,1010123038190902,31.4,2023-02-07 20:09:44.891
5759,2023-02-07 20:09:47.921,1010123038190910,31.2,2023-02-07 20:09:53.460
5760,2023-02-07 20:09:56.411,1010123038190919,31.7,2023-02-07 20:10:02.020
5761,2023-02-07 20:10:05.680,1010123038190927,31.4,2023-02-07 20:10:11.220
5762,2023-02-07 20:10:22.789,1010123038190944,31.7,2023-02-07 20:10:28.339
5763,2023-02-07 20:10:31.339,1010123038190953,31.2,2023-02-07 20:10:36.890
5764,2023-02-07 20:10:40.559,1010123038191001,31.7,2023-02-07 20:10:46.170
5765,2023-02-07 20:10:57.700,1010123038191018,31.4,2023-02-07 20:11:03.309
5766,2023-02-07 20:11:15.509,1010123038191035,31.7,2023-02-07 20:11:21.138
5767,2023-02-07 20:11:24.219,1010123038191044,31.4,2023-02-07 20:11:29.769
5768,2023-02-07 20:11:50.549,1010123038191109,31.7,2023-02-07 20:11:56.167
5769,2023-02-07 20:11:59.178,1010123038191118,31.4,2023-02-07 20:12:04.818
5770,2023-02-07 20:12:17.118,1010123038191135,31.7,2023-02-07 20:12:22.648
5771,2023-02-07 20:12:25.678,1010123038191143,31.2,2023-02-07 20:12:31.217
5772,2023-02-07 20:12:34.328,1010123038191152,31.7,2023-02-07 20:12:39.868
5773,2023-02-07 20:12:52.148,1010123038191209,31.2,2023-02-07 20:12:57.697
5774,2023-02-07 20:13:00.828,1010123038191218,31.4,2023-02-07 20:13:06.336
5775,2023-02-07 20:13:09.298,1010123038191226,31.2,2023-02-07 20:13:14.897
5776,2023-02-07 20:13:17.798,1010123038191235,31.4,2023-02-07 20:13:23.377
5777,2023-02-07 20:14:02.078,1010123038191318,31.7,2023-02-07 20:14:07.627
5778,2023-02-07 20:14:10.697,1010123038191326,31.4,2023-02-07 20:14:16.257
5779,2023-02-07 20:14:19.927,1010123038191335,31.7,2023-02-07 20:14:25.467
5780,2023-02-07 20:14:28.437,1010123038191343,31.4,2023-02-07 20:14:34.107
5781,2023-02-07 20:14:37.076,1010123038191352,31.7,2023-02-07 20:14:42.667
5782,2023-02-07 20:15:10.056,1010123038191418,31.4,2023-02-07 20:15:15.637
5783,2023-02-07 20:15:37.105,1010123038191459,31.7,2023-02-07 20:15:42.736
5784,2023-02-07 20:15:55.016,1010123038191507,32.0,2023-02-07 20:16:00.664
5785,2023-02-07 20:16:03.635,1010123038191524,31.7,2023-02-07 20:16:09.305
5786,2023-02-07 20:16:38.655,1010123038191550,31.4,2023-02-07 20:16:44.265
5787,2023-02-07 20:16:47.216,1010123038191559,31.7,2023-02-07 20:16:52.744
5788,2023-02-07 20:17:31.335,1010123038191651,31.2,2023-02-07 20:17:36.984
5789,2023-02-07 20:18:06.513,1010123038191717,30.9,2023-02-07 20:18:12.102
5790,2023-02-07 20:18:23.773,1010123038191735,31.2,2023-02-07 20:18:29.302
5791,2023-02-07 20:18:41.483,1010123038191752,31.4,2023-02-07 20:18:47.062
5792,2023-02-07 20:18:58.604,1010123038191810,31.2,2023-02-07 20:19:04.273
5793,2023-02-07 20:19:50.653,1010123038191902,31.4,2023-02-07 20:19:56.193
5794,2023-02-07 20:19:59.812,1011223038191930,31.2,2023-02-07 20:20:05.381
5795,2023-02-07 20:20:09.102,1010123038191910,31.4,2023-02-07 20:20:14.601
5796,2023-02-07 20:20:35.243,1011223038192005,31.7,2023-02-07 20:20:40.913
5797,2023-02-07 20:20:59.032,1010123038192012,31.2,2023-02-07 20:21:04.641
5798,2023-02-07 20:21:08.391,1011223038192042,31.4,2023-02-07 20:21:13.950
5799,2023-02-07 20:21:17.582,1010123038192021,30.9,2023-02-07 20:21:23.221
5800,2023-02-07 20:21:26.891,1010123038192029,31.2,2023-02-07 20:21:32.421
5801,2023-02-07 20:21:51.272,1011223038192114,31.4,2023-02-07 20:21:56.801
5802,2023-02-07 20:22:09.341,1010123038192123,31.2,2023-02-07 20:22:14.980
5803,2023-02-07 20:22:18.540,1011223038192149,31.7,2023-02-07 20:22:24.109
5804,2023-02-07 20:22:27.750,1010123038192131,31.4,2023-02-07 20:22:33.380
5805,2023-02-07 20:22:54.200,1010123038192204,31.7,2023-02-07 20:22:59.871
5806,2023-02-07 20:23:11.540,1010123038192231,31.4,2023-02-07 20:23:17.071
5807,2023-02-07 20:23:20.040,1010123038192239,31.7,2023-02-07 20:23:25.559
5808,2023-02-07 20:23:29.230,1011223038192259,31.2,2023-02-07 20:23:34.749
5809,2023-02-07 20:23:37.740,1010123038192248,31.7,2023-02-07 20:23:43.319
5810,2023-02-07 20:23:46.390,1010123038192257,31.4,2023-02-07 20:23:51.950
5811,2023-02-07 20:23:54.880,1010123038192306,31.7,2023-02-07 20:24:00.428
5812,2023-02-07 20:24:04.119,1010123038192323,31.4,2023-02-07 20:24:09.709
5813,2023-02-07 20:24:30.739,1010123038192341,31.2,2023-02-07 20:24:36.278
5814,2023-02-07 20:24:47.918,1010123038192407,31.7,2023-02-07 20:24:53.559
5815,2023-02-07 20:24:56.569,1010123038192416,31.2,2023-02-07 20:25:02.188
5816,2023-02-07 20:25:05.838,1011223038192436,31.4,2023-02-07 20:25:11.388
5817,2023-02-07 20:25:14.388,1010123038192425,31.7,2023-02-07 20:25:19.959
5818,2023-02-07 20:25:32.269,1010123038192442,31.4,2023-02-07 20:25:37.789
5819,2023-02-07 20:26:07.098,1011223038192537,31.7,2023-02-07 20:26:12.756
5820,2023-02-07 20:26:33.586,1011223038192604,31.4,2023-02-07 20:26:39.236
5821,2023-02-07 20:26:50.707,1010123038192610,31.7,2023-02-07 20:26:56.276
5822,2023-02-07 20:26:59.937,1011223038192630,31.4,2023-02-07 20:27:05.476
5823,2023-02-07 20:27:08.387,1010123038192619,31.7,2023-02-07 20:27:14.036
5824,2023-02-07 20:27:17.687,1010123038192628,31.4,2023-02-07 20:27:23.315
5825,2023-02-07 20:27:43.385,1010123038192703,31.7,2023-02-07 20:27:48.915
5826,2023-02-07 20:27:52.555,1011223038192722,31.4,2023-02-07 20:27:58.115
5827,2023-02-07 20:28:01.196,1010123038192711,31.7,2023-02-07 20:28:06.755
5828,2023-02-07 20:34:47.049,1010123038192746,32.0,2023-02-07 20:34:53.559
5829,2023-02-07 20:34:56.628,1010123038192755,31.4,2023-02-07 20:35:02.158
5830,2023-02-07 20:35:05.168,1010123038192813,31.2,2023-02-07 20:35:10.809
5831,2023-02-07 20:35:13.668,1011223038193417,31.4,2023-02-07 20:35:19.227
5832,2023-02-07 20:36:13.888,1010123038193531,31.7,2023-02-07 20:36:19.479
5833,2023-02-07 20:36:48.298,1010123038193557,31.4,2023-02-07 20:36:53.878
5834,2023-02-07 20:37:22.628,1011223038193652,32.0,2023-02-07 20:37:28.267
5835,2023-02-07 20:37:31.358,1010123038193650,31.7,2023-02-07 20:37:37.006
5836,2023-02-07 20:37:48.507,1010123038193659,31.4,2023-02-07 20:37:54.115
5837,2023-02-07 20:38:05.786,1011223038193736,31.7,2023-02-07 20:38:11.407
5838,2023-02-07 20:38:14.397,1010123038193725,32.0,2023-02-07 20:38:20.036
5839,2023-02-07 20:38:23.617,1010123038193743,31.4,2023-02-07 20:38:29.246
5840,2023-02-07 20:38:32.236,1010123038193752,31.7,2023-02-07 20:38:37.806
5841,2023-02-07 20:38:57.986,1011223038193828,31.4,2023-02-07 20:39:03.555
5842,2023-02-07 20:39:07.186,1010123038193818,31.7,2023-02-07 20:39:12.845
5843,2023-02-07 20:39:15.915,1010123038193836,31.4,2023-02-07 20:39:21.494
5844,2023-02-07 20:39:24.535,1010123038193844,32.0,2023-02-07 20:39:30.204
5845,2023-02-07 20:39:33.176,1010123038193853,31.7,2023-02-07 20:39:38.765
5846,2023-02-07 20:39:50.986,1010123038193911,32.0,2023-02-07 20:39:56.526
5847,2023-02-07 20:39:59.575,1011223038193930,31.4,2023-02-07 20:40:05.165
5848,2023-02-07 20:40:08.776,1010123038193928,31.7,2023-02-07 20:40:14.444
5849,2023-02-07 20:40:25.994,1010123038193946,32.2,2023-02-07 20:40:31.565
5850,2023-02-07 20:40:34.525,1010123038193955,31.7,2023-02-07 20:40:40.124
5851,2023-02-07 20:40:43.765,1011223038194014,32.0,2023-02-07 20:40:49.323
5852,2023-02-07 20:40:52.345,1010123038194003,31.7,2023-02-07 20:40:57.973
5853,2023-02-07 20:41:18.744,1011223038194049,31.2,2023-02-07 20:41:24.374
5854,2023-02-07 20:41:36.144,1010123038194056,30.9,2023-02-07 20:41:41.733
5855,2023-02-07 20:41:51.894,1011223038194115,31.2,2023-02-07 20:41:57.453
5856,2023-02-07 20:42:09.694,1010123038194123,31.4,2023-02-07 20:42:15.334
5857,2023-02-07 20:42:18.993,1011223038194149,31.2,2023-02-07 20:42:24.532
5858,2023-02-07 20:42:28.153,1010123038194131,31.4,2023-02-07 20:42:33.802
5859,2023-02-07 20:42:45.852,1010123038194156,31.2,2023-02-07 20:42:51.483
5860,2023-02-07 20:42:54.492,1010123038194214,31.4,2023-02-07 20:43:00.051
5861,2023-02-07 20:43:03.092,1010123038194223,30.9,2023-02-07 20:43:08.691
5862,2023-02-07 20:43:12.361,1011223038194242,31.4,2023-02-07 20:43:17.881
5863,2023-02-07 20:43:20.871,1010123038194231,30.9,2023-02-07 20:43:26.450
5864,2023-02-07 20:43:29.532,1010123038194240,31.2,2023-02-07 20:43:35.081
5865,2023-02-07 20:43:38.171,1010123038194249,31.4,2023-02-07 20:43:43.730
5866,2023-02-07 20:44:13.821,1010123038194324,31.2,2023-02-07 20:44:19.411
5867,2023-02-07 20:44:31.071,1010123038194342,30.9,2023-02-07 20:44:36.611
5868,2023-02-07 20:44:39.621,1010123038194350,31.4,2023-02-07 20:44:45.250
5869,2023-02-07 20:44:57.569,1011223038194427,31.2,2023-02-07 20:45:03.170
5870,2023-02-07 20:45:14.970,1011223038194445,31.4,2023-02-07 20:45:20.539
5871,2023-02-07 20:45:23.539,1010123038194434,31.7,2023-02-07 20:45:29.089
5872,2023-02-07 20:45:32.210,1010123038194443,31.4,2023-02-07 20:45:37.809
5873,2023-02-07 20:45:41.349,1010123038194501,31.7,2023-02-07 20:45:47.009
5874,2023-02-07 20:45:50.029,1010123038194510,31.4,2023-02-07 20:45:55.578
5875,2023-02-07 20:45:58.559,1010123038194518,31.7,2023-02-07 20:46:04.138
5876,2023-02-07 20:46:07.188,1011223038194537,31.4,2023-02-07 20:46:12.767
5877,2023-02-07 20:46:16.438,1010123038194536,31.2,2023-02-07 20:46:21.967
5878,2023-02-07 20:46:25.019,1011223038194555,31.4,2023-02-07 20:46:30.608
5879,2023-02-07 20:47:17.308,1010123038194637,31.2,2023-02-07 20:47:22.848
5880,2023-02-07 20:47:25.828,1010123038194646,31.4,2023-02-07 20:47:31.486
5881,2023-02-07 20:47:52.457,1010123038194713,31.7,2023-02-07 20:47:57.977
5882,2023-02-07 20:48:18.757,1010123038194739,31.4,2023-02-07 20:48:24.377
5883,2023-02-07 20:48:45.147,1010123038194757,31.7,2023-02-07 20:48:50.776
5884,2023-02-07 20:48:54.377,1010123038194806,31.2,2023-02-07 20:48:59.976
5885,2023-02-07 20:49:03.026,1010123038194823,31.4,2023-02-07 20:49:08.615
5886,2023-02-07 20:49:29.385,1010123038194849,31.7,2023-02-07 20:49:34.934
5887,2023-02-07 20:49:46.426,1010123038194858,31.4,2023-02-07 20:49:52.045
5888,2023-02-07 20:49:55.575,1010123038194916,31.7,2023-02-07 20:50:01.174
5889,2023-02-07 20:50:04.176,1010123038194924,31.4,2023-02-07 20:50:09.736
5890,2023-02-07 20:50:30.676,1010123038194942,31.7,2023-02-07 20:50:36.296
5891,2023-02-07 20:50:48.506,1011223038195018,31.4,2023-02-07 20:50:54.053
5892,2023-02-07 20:50:57.174,1010123038195008,31.7,2023-02-07 20:51:02.694
5893,2023-02-07 20:51:14.305,1010123038195027,31.4,2023-02-07 20:51:19.894
5894,2023-02-07 20:51:46.865,1010223038195113,31.7,2023-02-07 20:51:52.523
5895,2023-02-07 20:52:06.974,1010223038195134,31.4,2023-02-07 20:52:12.503
5896,2023-02-07 20:52:25.273,1010223038195152,31.7,2023-02-07 20:52:30.842
5897,2023-02-07 20:56:25.091,1010223038195552,31.4,2023-02-07 20:56:30.710
5898,2023-02-07 20:56:33.891,1010223038195600,31.2,2023-02-07 20:56:39.510
5899,2023-02-07 20:56:43.171,1010223038195608,31.4,2023-02-07 20:56:48.700
5900,2023-02-07 20:57:10.170,1010223038195633,31.7,2023-02-07 20:57:15.819
5901,2023-02-07 20:57:27.359,1010223038195649,31.4,2023-02-07 20:57:32.940
5902,2023-02-07 20:57:45.289,1010223038195706,31.7,2023-02-07 20:57:50.948
5903,2023-02-07 20:57:53.979,1010223038195714,31.4,2023-02-07 20:57:59.578
5904,2023-02-07 20:58:11.319,1010223038195731,31.2,2023-02-07 20:58:16.937
5905,2023-02-07 20:58:19.928,1010223038195739,31.7,2023-02-07 20:58:25.586
5906,2023-02-07 20:58:37.798,1010223038195756,31.4,2023-02-07 20:58:43.417
5907,2023-02-07 20:58:46.318,1010223038195804,32.0,2023-02-07 20:58:51.976
5908,2023-02-07 20:58:55.028,1010223038195813,31.7,2023-02-07 20:59:00.546
5909,2023-02-07 20:59:03.627,1010223038195821,31.2,2023-02-07 20:59:09.256
5910,2023-02-07 20:59:12.357,1010223038195830,31.7,2023-02-07 20:59:17.976
5911,2023-02-07 20:59:21.038,1010223038195838,31.4,2023-02-07 20:59:26.615
5912,2023-02-07 20:59:38.806,1010223038195854,31.7,2023-02-07 20:59:44.456
5913,2023-02-07 20:59:47.456,1010223038195903,31.4,2023-02-07 20:59:53.026
5914,2023-02-07 20:59:55.917,1010223038195911,31.2,2023-02-07 21:00:01.496
5915,2023-02-07 21:00:13.736,1010223038195928,31.4,2023-02-07 21:00:19.345
5916,2023-02-07 21:00:30.986,1010223038195945,31.7,2023-02-07 21:00:36.625
5917,2023-02-07 21:00:40.186,1010223038195953,31.4,2023-02-07 21:00:45.744
5918,2023-02-07 21:00:48.746,1010223038200001,32.0,2023-02-07 21:00:54.305
5919,2023-02-07 21:00:57.946,1010223038200010,31.7,2023-02-07 21:01:03.484
5920,2023-02-07 21:01:23.904,1010223038200035,31.4,2023-02-07 21:01:29.505
5921,2023-02-07 21:01:32.525,1010223038200044,32.0,2023-02-07 21:01:38.144
5922,2023-02-07 21:01:50.345,1010223038200101,31.4,2023-02-07 21:01:55.973
5923,2023-02-07 21:02:08.214,1010223038200118,32.0,2023-02-07 21:02:13.835
5924,2023-02-07 21:02:16.875,1010223038200127,31.7,2023-02-07 21:02:22.463
5925,2023-02-07 21:02:25.525,1010223038200136,31.4,2023-02-07 21:02:31.114
5926,2023-02-07 21:02:34.734,1010223038200145,31.7,2023-02-07 21:02:40.384
5927,2023-02-07 21:03:27.584,1010223038200238,32.0,2023-02-07 21:03:33.183
5928,2023-02-07 21:03:44.793,1010223038200255,31.7,2023-02-07 21:03:50.372
5929,2023-02-07 21:04:11.112,1010223038200322,32.0,2023-02-07 21:04:16.701
5930,2023-02-07 21:04:19.743,1010223038200330,31.7,2023-02-07 21:04:25.351
5931,2023-02-07 21:04:28.392,1010223038200339,32.0,2023-02-07 21:04:33.982
5932,2023-02-07 21:04:37.013,1010223038200348,31.7,2023-02-07 21:04:42.621
5933,2023-02-07 21:04:54.753,1010223038200406,32.0,2023-02-07 21:05:00.381
5934,2023-02-07 21:05:03.933,1010223038200414,31.2,2023-02-07 21:05:09.502
5935,2023-02-07 21:05:21.183,1010223038200432,30.9,2023-02-07 21:05:26.710
5936,2023-02-07 21:05:29.651,1010223038200440,31.2,2023-02-07 21:05:35.190
5937,2023-02-07 21:05:47.451,1010223038200458,31.4,2023-02-07 21:05:53.030
5938,2023-02-07 21:05:56.002,1010223038200507,31.2,2023-02-07 21:06:01.671
5939,2023-02-07 21:07:37.351,1010223038200516,31.4,2023-02-07 21:07:42.891
5940,2023-02-07 21:07:46.171,1010223038200524,31.2,2023-02-07 21:07:51.750
5941,2023-02-07 21:07:55.460,1010223038200533,31.4,2023-02-07 21:08:01.029
5942,2023-02-07 21:08:22.420,1010223038200735,31.7,2023-02-07 21:08:27.990
5943,2023-02-07 21:08:31.690,1010223038200743,31.4,2023-02-07 21:08:37.269
5944,2023-02-07 21:08:40.309,1010223038200752,31.7,2023-02-07 21:08:45.829
5945,2023-02-07 21:08:48.829,1010223038200800,31.4,2023-02-07 21:08:54.479
5946,2023-02-07 21:09:41.749,1010223038200852,31.7,2023-02-07 21:09:47.269
5947,2023-02-07 21:09:50.448,1010223038200901,31.4,2023-02-07 21:09:55.977
5948,2023-02-07 21:09:59.108,1010223038200910,31.2,2023-02-07 21:10:04.628
5949,2023-02-07 21:10:07.569,1010223038200918,31.4,2023-02-07 21:10:13.098
5950,2023-02-07 21:10:16.819,1010223038200927,31.2,2023-02-07 21:10:22.388
5951,2023-02-07 21:10:25.398,1010223038200936,31.7,2023-02-07 21:10:30.947
5952,2023-02-07 21:10:42.628,1010223038200953,31.4,2023-02-07 21:10:48.157
5953,2023-02-07 21:10:51.818,1010223038201002,31.2,2023-02-07 21:10:57.427
5954,2023-02-07 21:11:00.437,1010223038201011,32.0,2023-02-07 21:11:06.076
5955,2023-02-07 21:11:09.108,1010223038201020,31.4,2023-02-07 21:11:14.786
5956,2023-02-07 21:11:26.336,1010223038201037,31.7,2023-02-07 21:11:31.917
5957,2023-02-07 21:11:44.086,1010223038201055,31.2,2023-02-07 21:11:49.667
5958,2023-02-07 21:11:52.816,1010223038201103,31.4,2023-02-07 21:11:58.476
5959,2023-02-07 21:12:19.167,1010223038201130,31.7,2023-02-07 21:12:24.785
5960,2023-02-07 21:12:27.796,1010223038201138,31.4,2023-02-07 21:12:33.436
5961,2023-02-07 21:13:02.635,1010223038201214,31.7,2023-02-07 21:13:08.226
5962,2023-02-07 21:13:29.125,1010223038201240,31.4,2023-02-07 21:13:34.704
5963,2023-02-07 21:14:04.063,1010223038201315,31.7,2023-02-07 21:14:09.683
5964,2023-02-07 21:14:13.263,1010223038201323,32.0,2023-02-07 21:14:18.872
5965,2023-02-07 21:14:21.842,1010223038201332,31.4,2023-02-07 21:14:27.354
5966,2023-02-07 21:14:48.104,1010223038201359,31.7,2023-02-07 21:14:53.763
5967,2023-02-07 21:15:14.713,1010223038201425,31.2,2023-02-07 21:15:20.312
5968,2023-02-07 21:15:23.322,1010223038201434,31.4,2023-02-07 21:15:28.872
5969,2023-02-07 21:15:41.282,1010223038201451,31.7,2023-02-07 21:15:46.882
5970,2023-02-07 21:15:49.903,1010223038201500,32.0,2023-02-07 21:15:55.440
5971,2023-02-07 21:15:58.421,1010223038201509,31.7,2023-02-07 21:16:03.990
5972,2023-02-07 21:16:06.891,1010223038201518,31.4,2023-02-07 21:16:12.470
5973,2023-02-07 21:16:16.221,1010223038201526,31.7,2023-02-07 21:16:21.760
5974,2023-02-07 21:16:24.772,1010223038201535,31.4,2023-02-07 21:16:30.401
5975,2023-02-07 21:16:42.592,1010223038201553,32.0,2023-02-07 21:16:48.232
5976,2023-02-07 21:16:51.242,1010223038201601,31.7,2023-02-07 21:16:56.881
5977,2023-02-07 21:17:17.232,1010223038201628,31.2,2023-02-07 21:17:22.790
5978,2023-02-07 21:17:26.440,1010223038201636,31.4,2023-02-07 21:17:32.079
5979,2023-02-07 21:17:43.641,1010223038201654,31.7,2023-02-07 21:17:49.279
5980,2023-02-07 21:18:01.530,1010223038201712,31.4,2023-02-07 21:18:07.039
5981,2023-02-07 21:18:18.661,1010223038201729,31.7,2023-02-07 21:18:24.240
5982,2023-02-07 21:19:02.849,1010223038201813,31.4,2023-02-07 21:19:08.480
5983,2023-02-07 21:19:11.569,1010223038201822,31.7,2023-02-07 21:19:17.198
5984,2023-02-07 21:19:29.410,1010223038201839,31.4,2023-02-07 21:19:35.029
5985,2023-02-07 21:19:38.019,1010223038201848,31.7,2023-02-07 21:19:43.598
5986,2023-02-07 21:19:46.589,1010223038201857,32.0,2023-02-07 21:19:52.239
5987,2023-02-07 21:19:55.219,1010223038201906,31.7,2023-02-07 21:20:00.789
5988,2023-02-07 21:20:04.438,1010223038201914,31.4,2023-02-07 21:20:10.078
5989,2023-02-07 21:20:13.108,1010223038201923,32.0,2023-02-07 21:20:18.648
5990,2023-02-07 21:20:21.618,1010223038201932,31.7,2023-02-07 21:20:27.207
5991,2023-02-07 21:20:30.819,1010223038201941,31.4,2023-02-07 21:20:36.479
5992,2023-02-07 21:20:39.509,1010223038201950,31.7,2023-02-07 21:20:45.128
5993,2023-02-07 21:22:17.167,1010223038202144,32.0,2023-02-07 21:22:22.717
5994,2023-02-07 21:22:26.236,1010223038202152,31.7,2023-02-07 21:22:31.826
5995,2023-02-07 21:22:44.736,1010223038202209,31.4,2023-02-07 21:22:50.305
5996,2023-02-07 21:22:53.986,1010223038202218,32.0,2023-02-07 21:22:59.596
5997,2023-02-07 21:23:02.627,1010223038202226,32.2,2023-02-07 21:23:08.246
5998,2023-02-07 21:23:11.276,1010223038202235,31.7,2023-02-07 21:23:16.895
5999,2023-02-07 21:23:19.947,1010223038202243,32.0,2023-02-07 21:23:25.526
6000,2023-02-07 21:23:37.697,1010223038202300,31.7,2023-02-07 21:23:43.276
6001,2023-02-07 22:02:32.371,1010223038210002,31.4,2023-02-07 22:02:52.012
6002,2023-02-07 22:02:59.032,1010123038210011,32.5,2023-02-07 22:03:04.551
6003,2023-02-07 22:32:21.661,1010123038210049,32.2,2023-02-07 22:32:27.302
6004,2023-02-07 22:32:39.532,1010123038212835,32.8,2023-02-07 22:32:45.082
6005,2023-02-07 22:32:48.411,1010123038212843,33.3,2023-02-07 22:32:53.961
6006,2023-02-07 22:33:06.500,1010123038213217,33.6,2023-02-07 22:33:12.049
6007,2023-02-07 22:33:15.540,1010123038213226,33.3,2023-02-07 22:33:21.079
6008,2023-02-07 22:33:24.520,1010123038213235,33.6,2023-02-07 22:33:30.111
6009,2023-02-07 22:39:01.144,1010123038213253,33.0,2023-02-07 22:39:06.663
6010,2023-02-07 22:42:29.351,1010123038213320,32.8,2023-02-07 22:42:34.980
6011,2023-02-07 22:42:38.351,1010123038213329,32.5,2023-02-07 22:42:43.930
6012,2023-02-07 22:42:47.280,1010123038213338,33.0,2023-02-07 22:42:52.891
6013,2023-02-07 22:42:56.381,1010123038213903,32.8,2023-02-07 22:43:01.970
6014,2023-02-07 22:43:05.540,1010123038213922,33.3,2023-02-07 22:43:11.091
6015,2023-02-07 22:43:41.290,1010123038214252,33.8,2023-02-07 22:43:46.930
6016,2023-02-07 22:43:59.130,1010123038214310,34.1,2023-02-07 22:44:04.749
6017,2023-02-07 22:44:08.279,1010123038214319,33.6,2023-02-07 22:44:13.888
6018,2023-02-07 22:44:17.319,1010123038214328,33.8,2023-02-07 22:44:22.918
6019,2023-02-07 22:45:31.908,1010123038214337,33.6,2023-02-07 22:45:37.497
6020,2023-02-07 22:45:40.469,1010123038214346,33.8,2023-02-07 22:45:45.969
6021,2023-02-07 22:46:13.739,1010123038214422,34.1,2023-02-07 22:46:19.249
6022,2023-02-07 22:46:21.928,1010123038214431,33.8,2023-02-07 22:46:27.556
6023,2023-02-07 22:46:38.687,1010123038214449,34.1,2023-02-07 22:46:44.207
6024,2023-02-07 22:46:46.907,1010123038214557,33.6,2023-02-07 22:46:52.447
