index,accident_id,ST_CASE,VE_FORMS,Make,Model,BODY_TYP,MOD_YEAR,IMPACT1,DEFORMED,,M_HARM,L_STATUS,L_TYPE,CDL_STAT,L_ENDORS,L_COMPL,L_RESTRI,DR_HGT,DR_WGT,PREV_ACC,PREV_SUS,PREV_DWI,PREV_SPD,PREV_OTH,FIRST_MO,FIRST_YR,LAST_MO,LAST_YR,SPEEDREL,DR_SF1,DR_SF2,DR_SF3,DR_SF4,VTRAFWAY,VNUM_LAN,VSPD_LIM,VALIGN,VPROFILE,VPAVETYP,VSURCOND,VTRAFCON,VTCONT_F,P_CRASH1,P_CRASH2,P_CRASH3,PCRASH4,PCRASH5,DR_DRINK
0,2016040001,40001,1,12,481,31,2006,0,6,,1,0,0,0,0,0,0,69,200,0,0,1,0,0,9,2012,9,2012,4,58,0,0,0,1,2,0,1,1,8,1,0,0,1,13,99,5,4,1
1,2016040002,40002,1,99,999,99,9999,99,9,,8,9,9,99,0,9,9,999,999,99,99,99,99,99,99,9999,99,9999,9,99,99,99,99,5,5,35,1,1,8,1,0,0,1,80,99,9,1,0
2,2016040003,40003,1,37,31,4,2015,0,6,,1,0,0,0,0,0,0,66,110,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,2,75,1,1,2,1,0,0,1,12,99,3,4,0
3,2016040004,40004,2,24,5,4,2001,83,6,,12,6,1,0,0,3,0,71,150,0,0,0,0,0,0,0,0,0,0,38,0,0,0,2,5,55,1,1,1,2,3,3,11,15,99,1,1,0
4,2016040004,40004,2,55,402,14,2006,12,6,,12,6,1,0,0,3,0,66,140,1,2,0,0,1,7,2012,5,2013,9,99,99,99,99,2,3,55,1,1,1,2,3,3,1,62,99,1,1,0
5,2016040005,40005,2,2,404,14,2004,12,6,,12,6,1,0,0,3,0,78,180,1,7,0,1,2,12,2012,11,2015,0,51,0,0,0,3,3,65,1,1,2,1,0,0,1,54,99,1,1,1
6,2016040005,40005,2,49,482,31,2015,12,6,,12,6,1,0,0,3,0,75,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,65,1,1,2,1,0,0,1,54,99,1,1,0
7,2016040006,40006,1,34,34,4,2008,62,2,,8,6,1,0,0,3,0,61,120,3,7,0,9,2,2,2011,12,2015,0,0,0,0,0,5,7,45,1,1,8,1,0,0,1,80,99,1,1,0
8,2016040007,40007,1,49,32,4,1996,12,6,,30,6,1,0,0,3,0,66,150,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,2,45,3,1,8,1,3,3,14,13,99,1,4,1
9,2016040008,40008,1,12,461,21,2003,0,0,,5,6,1,0,0,3,0,75,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,65,1,1,2,1,0,0,1,98,99,9,1,0
10,2016040009,40009,1,38,402,14,2001,12,6,,58,6,1,0,0,3,0,64,132,1,3,0,0,0,10,2011,10,2015,9,99,99,99,99,6,2,65,1,5,8,1,21,3,99,14,99,9,4,1
11,2016040010,40010,1,20,481,40,2015,98,0,,8,6,1,0,0,3,0,68,185,0,1,0,1,0,7,2013,7,2014,0,0,0,0,0,1,2,25,1,1,8,1,0,0,1,80,99,1,1,0
12,2016040011,40011,1,2,403,14,1995,0,6,,1,6,1,0,0,3,0,69,200,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,65,2,6,2,1,0,0,14,9,7,1,4,1
13,2016040012,40012,1,63,34,4,2016,62,6,,2,0,0,0,0,0,0,63,148,0,0,0,0,0,0,0,0,0,0,85,0,0,0,2,2,75,1,1,2,1,0,0,1,61,6,9,4,0
14,2016040013,40013,2,34,35,4,2008,12,6,,12,6,1,0,0,3,0,64,155,2,3,0,1,2,1,2014,11,2015,4,91,0,0,0,5,5,40,1,1,8,1,0,0,1,51,99,1,1,1
15,2016040013,40013,2,63,37,6,2011,6,6,,12,0,0,0,0,0,0,66,135,0,1,0,1,0,5,2015,5,2015,0,0,0,0,0,5,5,40,1,1,8,1,0,0,1,53,99,1,1,0
16,2016040014,40014,1,12,25,6,2013,12,2,,8,6,1,0,0,3,0,71,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,30,1,1,8,1,0,0,1,80,99,1,1,0
17,2016040015,40015,2,20,481,31,2008,12,6,,12,1,1,0,0,2,0,67,180,0,0,0,1,0,10,2011,10,2011,0,38,91,0,0,2,4,35,1,2,2,1,3,3,11,15,99,1,1,1
18,2016040015,40015,2,34,706,80,2002,98,6,,12,6,1,0,0,3,0,70,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,35,1,6,2,1,3,3,1,62,99,9,3,0
19,2016040016,40016,1,76,705,80,2005,12,6,,38,6,1,0,0,2,0,71,188,0,0,0,1,2,10,2012,4,2014,4,24,0,0,0,1,2,25,3,1,2,1,0,0,14,9,99,9,4,0
20,2016040017,40017,3,55,33,4,2013,12,6,,12,6,1,0,0,3,0,73,280,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,5,65,1,1,2,1,0,0,1,50,99,9,1,0
21,2016040017,40017,3,72,706,80,2012,6,6,,12,6,1,0,0,3,0,66,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,65,1,1,2,1,0,0,5,53,1,1,1,0
22,2016040017,40017,3,37,31,4,2003,12,6,,12,6,1,0,0,3,0,70,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,65,1,1,2,1,0,0,5,50,1,1,1,0
23,2016040018,40018,1,49,43,4,2002,12,4,,9,6,1,0,0,3,0,70,147,0,0,0,0,0,0,0,0,0,0,38,0,0,0,4,1,45,2,6,8,1,21,3,10,83,99,1,4,0
24,2016040019,40019,1,98,709,80,2014,12,6,,33,6,1,0,0,3,0,72,210,1,0,0,0,1,3,2015,8,2015,4,0,0,0,0,2,2,35,2,1,2,1,0,0,14,12,99,1,4,1
25,2016040020,40020,1,35,401,14,2001,98,6,,1,6,1,0,0,3,3,72,160,0,0,0,0,0,0,0,0,0,4,33,0,0,0,1,2,25,3,1,2,1,0,0,14,11,99,9,4,1
26,2016040021,40021,1,20,481,31,2009,0,6,,1,6,1,0,0,3,0,68,160,0,0,0,0,0,0,0,0,0,9,99,99,99,99,1,2,65,1,1,2,1,0,0,6,9,99,5,4,1
27,2016040022,40022,2,20,37,4,2006,12,6,,12,6,1,0,0,3,0,69,135,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,2,65,1,5,2,1,0,0,1,50,1,1,1,0
28,2016040022,40022,2,9,20,4,1999,6,6,,12,6,1,0,0,3,0,61,189,0,0,0,0,0,0,0,0,0,0,54,0,0,0,2,2,65,1,5,2,1,0,0,5,53,1,1,1,0
29,2016040023,40023,1,49,40,4,1998,82,6,,9,6,1,0,0,3,3,65,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,45,1,1,8,1,0,0,1,83,99,1,1,0
30,2016040024,40024,1,23,481,31,2002,0,6,,1,6,1,0,0,3,3,72,245,0,0,0,0,0,0,0,0,0,9,99,99,99,99,1,2,35,2,3,8,1,0,0,14,9,99,9,4,0
31,2016040025,40025,1,72,706,80,2012,98,6,,38,6,1,0,0,3,0,68,200,1,0,0,1,0,6,2015,9,2015,4,0,0,0,0,5,3,25,2,1,8,1,0,0,14,12,99,9,4,1
32,2016040026,40026,1,99,399,8,9999,82,4,,8,9,9,99,0,9,9,999,999,99,99,99,99,99,99,9999,99,9999,9,99,99,99,99,2,2,40,1,1,8,1,0,0,1,81,99,9,4,0
33,2016040027,40027,1,49,472,30,2007,0,6,,1,6,1,0,0,3,0,71,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,75,1,1,2,1,0,0,1,13,99,4,4,0
34,2016040028,40028,2,20,443,20,2002,98,6,,1,6,1,0,0,3,0,63,140,0,0,0,0,0,0,0,0,0,9,99,99,99,99,2,4,45,1,1,8,1,3,3,1,17,99,1,3,0
35,2016040028,40028,2,12,23,4,2011,98,4,,12,6,1,0,0,3,0,65,230,0,0,0,0,0,0,0,0,0,9,99,99,99,99,2,3,45,1,1,8,1,3,3,11,15,99,1,3,0
36,2016040029,40029,1,20,481,31,2001,98,6,,1,6,1,0,0,3,0,67,150,0,0,0,0,0,0,0,0,0,0,87,0,0,0,1,2,55,3,6,2,4,0,0,14,5,99,5,4,0
37,2016040030,40030,1,37,31,4,2007,0,6,,1,6,1,0,0,3,0,62,192,0,0,0,0,0,0,0,0,0,0,80,0,0,0,2,2,75,1,1,2,1,0,0,1,1,99,9,4,0
38,2016040031,40031,2,49,472,30,2004,12,6,,12,6,1,0,0,3,0,66,160,0,0,0,0,0,0,0,0,0,0,28,0,0,0,1,2,65,1,5,2,1,0,0,1,10,99,9,2,0
39,2016040031,40031,2,12,461,21,2014,12,6,,12,6,1,0,0,3,0,67,190,0,0,0,1,0,9,2012,9,2012,0,0,0,0,0,1,2,65,1,6,2,1,0,0,1,62,99,9,1,0
40,2016040032,40032,2,12,37,4,2012,98,6,,12,6,1,0,0,3,3,68,210,0,0,0,0,0,0,0,0,0,4,87,58,0,0,1,2,65,1,1,1,10,0,0,6,5,99,9,4,0
41,2016040032,40032,2,37,441,20,2012,12,6,,12,6,1,0,0,3,0,999,999,98,0,0,1,0,9,2015,9,2015,0,87,0,0,0,1,2,65,1,1,2,10,0,0,2,62,16,1,1,0
42,2016040033,40033,2,7,26,4,2012,11,6,,12,6,1,0,0,3,0,66,140,0,0,0,0,0,0,0,0,0,0,38,0,0,0,2,4,40,1,1,2,1,3,3,11,15,9,1,1,0
43,2016040033,40033,2,72,706,80,2005,9,6,,12,6,1,0,0,3,0,70,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,40,1,1,2,1,3,3,1,62,15,2,3,0
44,2016040034,40034,1,7,472,30,2003,0,6,,1,6,1,0,0,3,0,69,235,0,0,0,0,0,0,0,0,0,4,87,58,0,0,1,2,65,1,5,2,4,0,0,1,5,98,4,4,0
45,2016040035,40035,1,18,2,4,2002,12,2,,9,6,1,6,0,3,0,71,220,1,0,0,0,0,5,2014,5,2014,0,0,0,0,0,6,2,35,1,1,2,1,3,3,1,83,99,1,1,0
46,2016040036,40036,2,18,20,4,1996,62,2,,8,6,1,0,0,3,0,68,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,40,1,1,2,1,0,0,1,80,1,1,1,0
47,2016040036,40036,2,7,442,20,2003,12,2,,54,6,1,0,0,3,0,67,200,0,0,0,0,0,0,0,0,0,0,89,0,0,0,5,5,40,1,1,2,1,0,0,15,98,99,1,1,0
48,2016040037,40037,2,20,880,67,2008,12,6,,12,6,1,0,0,3,1,67,200,0,0,0,0,0,0,0,0,0,4,91,0,0,0,2,2,75,1,1,2,1,0,0,1,51,6,1,2,0
49,2016040037,40037,2,82,881,66,2000,6,6,,12,6,1,6,0,3,0,66,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,75,1,1,2,1,0,0,1,53,1,1,1,0
50,2016040038,40038,2,20,481,31,2002,12,6,,12,1,1,0,0,2,0,64,175,0,1,0,0,0,9,2015,9,2015,0,28,0,0,0,1,2,50,3,1,8,1,0,0,14,10,99,9,2,0
51,2016040038,40038,2,12,471,30,1993,12,6,,12,1,1,0,0,2,0,67,290,0,3,0,0,0,4,2011,5,2011,0,0,0,0,0,1,2,50,2,1,8,1,0,0,14,62,9,2,1,0
52,2016040039,40039,2,37,32,4,1999,12,6,,12,6,1,0,0,3,3,73,177,1,0,0,1,0,10,2015,11,2015,4,0,0,0,0,3,4,65,1,1,2,1,0,0,1,50,1,1,1,0
53,2016040039,40039,2,35,883,61,2007,6,6,,12,6,1,0,0,3,0,74,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,65,1,1,2,1,0,0,5,53,1,1,1,0
54,2016040040,40040,4,12,481,31,2014,62,6,,12,6,1,0,0,3,0,70,210,0,0,0,0,0,0,0,0,0,0,27,0,0,0,1,5,35,1,1,2,1,0,0,1,10,99,9,2,0
55,2016040040,40040,4,49,40,4,2009,82,2,,12,6,1,0,0,3,0,61,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,35,1,1,2,1,0,0,1,61,99,1,1,0
56,2016040040,40040,4,7,462,21,2006,12,6,,12,9,9,99,0,9,9,999,999,99,99,99,99,99,99,9999,99,9999,0,0,0,0,0,1,5,35,1,1,2,1,0,0,1,62,99,9,3,0
57,2016040040,40040,4,37,402,14,2014,82,2,,54,6,1,0,0,3,3,69,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,35,1,1,2,1,0,0,1,98,16,2,1,0
58,2016040041,40041,2,7,43,2,2002,12,6,,12,1,1,0,0,2,0,67,137,0,1,0,0,0,3,2014,3,2014,3,28,0,0,0,5,5,45,1,1,2,1,0,0,1,10,99,1,2,1
59,2016040041,40041,2,7,43,4,1995,12,6,,12,6,1,0,0,3,3,76,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,45,1,1,2,1,0,0,1,62,6,1,3,0
60,2016040042,40042,1,49,32,4,2001,98,6,,1,0,0,0,0,0,0,999,999,99,99,99,99,99,99,9999,99,9999,0,51,0,0,0,2,4,45,2,1,2,1,0,0,14,12,99,1,4,0
61,2016040043,40043,1,98,998,95,2008,0,0,,1,6,1,0,0,3,0,70,179,0,0,0,0,0,0,0,0,0,0,84,0,0,0,2,3,25,1,1,2,1,3,3,1,62,7,9,3,1
62,2016040044,40044,2,12,3,1,2004,63,4,,12,6,1,0,0,3,3,62,125,0,0,0,0,0,0,0,0,0,5,35,0,0,0,1,2,65,1,1,2,1,0,0,6,10,1,1,2,0
63,2016040044,40044,2,72,706,80,2009,82,6,,12,6,1,0,0,3,3,74,190,98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,65,1,1,2,1,0,0,6,61,99,1,1,0
64,2016040045,40045,1,55,35,4,2004,12,6,,8,6,1,0,0,3,0,71,180,0,0,0,2,4,5,2012,1,2016,0,91,0,0,0,2,3,45,1,1,2,1,0,0,1,80,99,1,1,0
65,2016040046,40046,2,58,37,4,2006,61,6,,12,6,1,0,0,3,0,61,157,0,3,0,1,0,2,2011,6,2015,0,39,0,0,0,1,2,35,1,6,8,1,20,3,1,17,99,9,3,0
66,2016040046,40046,2,2,405,14,2009,12,6,,12,6,1,0,0,3,3,63,200,0,0,0,0,0,0,0,0,0,0,89,0,0,0,1,2,40,1,6,8,1,0,0,1,66,99,9,3,0
67,2016040047,40047,1,37,402,14,2004,0,6,,1,6,1,0,0,3,0,72,210,0,0,0,3,0,7,2013,10,2014,0,99,99,99,99,2,2,65,2,6,2,1,0,0,14,12,6,5,4,0
68,2016040048,40048,1,35,39,4,2007,62,2,,8,6,1,0,0,3,0,76,210,0,0,0,0,0,0,0,0,0,0,89,0,0,0,5,5,35,1,1,2,1,0,0,3,80,9,1,1,0
69,2016040049,40049,1,3,431,16,2004,11,2,,8,6,1,0,0,3,0,65,165,1,0,0,1,1,1,2013,9,2015,0,89,0,0,0,5,6,35,1,1,2,1,0,0,1,80,99,1,1,0
70,2016040050,40050,1,76,734,90,2005,14,6,,39,6,1,0,0,3,3,69,200,0,0,0,0,0,0,0,0,0,4,99,99,99,99,1,2,0,3,1,8,1,0,0,14,13,99,9,4,0
71,2016040051,40051,2,72,706,80,1996,12,6,,12,6,1,0,0,3,0,73,240,0,1,0,4,2,12,2011,2,2016,3,91,0,0,0,1,2,25,1,1,8,1,0,0,1,52,99,1,1,1
72,2016040051,40051,2,20,471,30,1997,6,6,,1,6,1,0,0,3,0,66,194,0,1,0,1,1,7,2013,9,2015,0,0,0,0,0,1,2,25,1,1,8,1,0,0,2,53,99,1,1,0
73,2016040052,40052,1,72,706,80,2004,0,6,,42,6,1,5,0,3,0,68,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,25,3,1,8,1,0,0,14,13,99,9,4,0
74,2016040053,40053,2,35,51,6,2010,9,2,,12,6,1,0,0,3,1,62,100,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,11,15,11,1,1,0
75,2016040053,40053,2,72,706,80,2013,12,6,,12,6,1,0,0,3,3,72,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,40,1,1,2,1,0,0,1,72,16,2,1,0
76,2016040054,40054,1,35,472,30,2005,12,0,,8,6,1,0,0,3,0,72,190,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,20,3,11,80,1,1,5,0
77,2016040055,40055,2,35,43,4,2013,12,6,,12,6,1,0,0,3,3,65,154,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,4,40,1,1,8,1,3,3,1,50,99,1,1,0
78,2016040055,40055,2,7,482,31,2001,6,2,,12,9,9,99,0,9,9,999,999,99,99,99,99,99,99,9999,99,9999,0,99,99,99,99,2,4,40,1,1,8,1,3,3,5,53,1,1,1,0
79,2016040056,40056,1,20,37,4,2010,12,2,,8,6,1,0,0,3,0,68,225,0,0,0,3,0,10,2012,10,2014,0,0,0,0,0,2,1,35,1,1,8,1,0,0,1,80,99,1,1,0
80,2016040057,40057,1,20,481,31,2003,98,6,,1,1,1,0,0,2,0,72,205,0,1,0,3,0,10,2012,9,2015,4,0,0,0,0,2,6,25,1,1,2,1,3,3,1,13,99,9,4,1
81,2016040058,40058,1,12,481,31,2005,12,6,,21,1,1,0,0,2,0,72,180,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,2,75,1,1,2,1,0,0,1,12,1,1,4,0
82,2016040059,40059,3,49,471,30,1992,12,6,,12,6,1,0,0,3,0,62,140,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,2,65,1,1,2,1,0,0,1,50,99,1,1,0
83,2016040059,40059,3,7,482,31,1996,6,6,,12,6,1,0,0,3,0,72,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,65,1,1,2,1,0,0,5,53,1,1,1,0
84,2016040059,40059,3,35,473,31,2006,61,4,,12,0,0,0,0,0,0,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,65,1,1,2,1,0,0,1,62,15,9,3,0
85,2016040060,40060,1,37,701,88,1986,0,6,,1,9,9,99,0,9,9,61,125,99,99,99,99,99,99,9999,99,9999,0,80,0,0,0,2,2,65,1,1,2,1,0,0,1,1,99,9,5,0
86,2016040061,40061,1,49,401,14,1998,0,6,,1,6,1,0,0,3,3,68,162,0,0,0,0,0,0,0,0,0,4,58,0,0,0,1,2,65,1,1,2,1,0,0,1,13,98,1,4,1
87,2016040062,40062,1,7,482,31,2001,12,2,,8,6,1,0,0,3,0,64,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,45,1,1,2,1,0,0,15,13,1,1,4,0
88,2016040063,40063,2,49,472,40,2000,62,6,,12,1,1,0,0,2,0,65,145,1,3,0,1,1,10,2011,1,2015,0,27,0,0,0,1,7,35,1,1,8,1,0,0,15,10,99,1,2,0
89,2016040063,40063,2,2,404,14,1998,1,6,,12,6,1,0,0,3,0,69,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,35,1,1,8,1,0,0,1,61,99,1,1,0
90,2016040064,40064,1,99,999,99,9999,98,9,,8,6,1,0,0,3,0,75,220,0,1,0,1,0,8,2013,9,2013,0,38,91,0,0,5,3,30,1,1,2,1,0,0,1,80,99,9,1,1
91,2016040065,40065,2,12,32,5,2015,12,6,,12,6,1,0,0,3,0,69,200,0,3,1,0,0,3,2011,2,2014,0,28,0,0,0,1,2,45,1,1,2,1,0,0,1,10,99,9,2,1
92,2016040065,40065,2,37,32,4,2008,12,6,,12,6,1,0,0,3,1,65,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,45,1,1,2,1,0,0,1,62,99,9,1,0
93,2016040066,40066,1,20,37,4,1997,62,6,,38,1,1,0,0,2,0,65,172,1,4,0,0,0,2,2011,10,2011,4,0,0,0,0,2,1,25,1,1,2,1,0,0,1,13,7,9,4,0
94,2016040067,40067,1,20,481,31,1995,81,6,,1,6,1,0,0,3,0,69,240,0,1,0,0,0,7,2014,7,2014,4,87,0,0,0,8,8,99,3,8,8,3,97,8,14,6,98,4,4,0
95,2016040068,40068,1,52,34,4,2004,98,9,,8,6,1,0,0,3,0,67,200,0,0,0,0,0,0,0,0,0,9,99,99,99,99,5,3,99,1,9,9,99,0,0,1,81,99,9,4,0
96,2016040069,40069,1,52,34,4,2003,98,9,,9,6,1,0,0,3,0,72,280,0,0,0,1,0,12,2014,12,2014,0,0,0,0,0,5,5,99,1,9,9,99,0,0,1,83,99,9,9,0
97,2016040070,40070,1,12,481,31,2007,12,2,,8,3,1,0,0,2,3,69,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,98,1,8,2,98,3,3,3,80,1,1,1,0
98,2016040071,40071,1,7,482,31,2006,12,6,,8,0,0,0,0,0,0,63,199,0,10,0,0,2,9,2011,12,2015,0,91,0,0,0,1,2,35,1,1,2,1,0,0,1,80,99,9,3,0
99,2016040072,40072,2,35,47,4,1997,63,6,,12,6,1,0,0,3,3,59,143,0,0,0,1,0,2,2012,2,2012,0,39,91,0,0,1,2,25,1,1,2,1,20,3,1,17,99,1,1,0
100,2016040072,40072,2,72,706,80,2004,12,6,,12,6,1,0,0,3,0,72,180,1,5,0,0,0,5,2011,9,2012,0,0,0,0,0,3,4,50,1,1,2,1,0,0,1,66,99,1,1,0
101,2016040073,40073,1,49,404,14,2007,12,6,,8,6,1,0,0,3,0,72,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,40,1,1,8,1,0,0,1,80,99,9,3,0
102,2016040074,40074,1,20,499,49,9999,98,9,,8,9,9,99,0,9,9,999,999,99,99,99,99,99,99,9999,99,9999,9,99,99,99,99,9,9,99,1,9,9,99,99,9,1,80,99,9,9,0
103,2016040075,40075,2,58,37,4,2005,81,6,,12,0,0,0,0,0,0,67,143,0,0,0,0,0,0,0,0,0,2,91,28,58,0,5,7,45,2,5,2,1,0,0,14,6,15,5,2,0
104,2016040075,40075,2,12,422,15,2004,12,6,,12,6,1,0,0,3,0,64,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,45,3,6,2,1,0,0,14,62,1,1,1,0
105,2016040076,40076,1,6,441,20,2006,82,2,,9,6,1,0,0,3,3,65,145,0,0,0,0,0,0,0,0,0,0,91,0,0,0,2,3,35,1,1,2,1,0,0,1,13,1,1,4,0
106,2016040077,40077,1,20,4,2,2015,12,4,,9,6,1,0,0,3,3,75,240,1,1,0,1,1,4,2015,8,2015,4,91,0,0,0,2,2,55,1,1,8,1,0,0,1,83,99,1,4,1
107,2016040078,40078,2,32,399,9,2008,12,9,,12,6,1,0,0,3,0,72,195,0,0,0,0,1,6,2014,6,2014,9,99,99,99,99,1,4,99,1,1,2,99,3,3,1,17,99,9,9,0
108,2016040078,40078,2,20,473,30,2012,81,6,,12,6,1,0,0,3,0,68,175,0,0,0,0,0,0,0,0,0,9,99,99,99,99,1,5,99,1,1,2,99,3,3,1,66,99,9,9,0
109,2016040079,40079,1,20,441,20,2001,12,9,,8,0,0,0,0,0,0,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,99,1,9,2,99,3,3,1,80,99,9,9,0
110,2016040080,40080,2,48,38,2,1999,82,6,,12,6,1,0,0,3,3,72,250,0,0,0,0,0,0,0,0,0,0,38,48,0,0,2,4,45,1,1,2,1,3,3,11,15,1,1,1,0
111,2016040080,40080,2,63,38,5,2015,12,6,,12,6,1,0,0,3,3,62,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,45,1,1,2,1,3,3,1,62,1,1,1,0
112,2016040081,40081,1,7,472,30,2001,98,9,,8,6,1,0,0,3,3,69,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,99,9,9,9,99,0,0,99,80,99,9,9,0
113,2016040082,40082,1,37,31,2,2009,12,2,,8,6,1,0,0,3,0,68,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,25,3,1,2,1,23,3,14,80,16,2,3,0
114,2016040083,40083,2,2,407,14,2015,12,9,,8,1,1,0,0,2,0,66,165,0,0,0,0,0,0,0,0,0,0,99,99,99,99,5,6,99,1,9,9,99,0,0,1,80,99,9,9,1
115,2016040083,40083,2,14,6,4,2000,12,9,,54,6,1,0,0,3,0,67,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,99,1,9,9,99,0,0,1,98,99,9,9,0
116,2016040084,40084,1,52,401,14,2001,11,2,,8,6,1,0,0,3,3,72,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,45,1,1,8,1,0,0,1,80,16,2,1,0
117,2016040085,40085,2,20,481,31,2001,11,4,,8,6,1,0,0,3,0,64,160,0,1,0,1,2,12,2013,9,2015,0,0,0,0,0,5,6,40,1,1,2,1,0,0,1,80,99,1,3,0
118,2016040085,40085,2,23,401,14,2002,11,2,,54,6,1,0,0,3,0,68,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,40,1,1,2,1,0,0,1,98,99,1,1,0
119,2016040086,40086,1,24,399,4,2004,98,9,,8,6,1,0,0,3,0,66,185,0,0,0,1,0,4,2013,4,2013,0,0,0,0,0,5,5,99,1,9,9,99,0,0,1,80,99,9,9,0
120,2016040087,40087,1,99,999,99,9999,98,9,,8,9,9,99,9,9,9,999,999,99,99,99,99,99,99,9999,99,9999,9,99,99,99,99,9,9,99,9,9,9,99,99,9,99,83,99,9,9,0
121,2016040088,40088,3,20,441,20,1999,82,6,,12,6,1,3,0,3,0,70,174,0,0,0,0,0,0,0,0,0,0,39,0,0,0,1,2,50,1,1,2,1,20,3,1,50,99,9,3,0
122,2016040088,40088,3,20,404,14,2014,63,2,,12,6,1,0,0,3,1,72,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,50,1,1,2,1,20,3,5,53,1,1,1,0
123,2016040088,40088,3,63,401,14,2012,62,6,,1,6,1,0,0,3,0,65,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,50,1,1,2,1,0,0,1,68,16,9,3,0
124,2016040089,40089,2,99,999,99,9999,12,9,,12,6,1,0,0,3,3,71,170,0,0,0,0,0,0,0,0,0,9,99,99,99,99,1,5,99,1,1,2,99,3,3,1,10,99,9,2,0
125,2016040089,40089,2,99,999,99,9999,12,9,,12,9,9,99,0,9,9,999,999,99,99,99,99,99,99,9999,99,9999,9,99,99,99,99,1,5,99,1,1,2,99,3,3,1,62,99,9,9,0
126,2016040090,40090,1,99,999,99,9999,0,9,,1,9,9,99,0,9,9,999,999,99,99,99,99,99,99,9999,99,9999,9,99,99,99,99,9,9,99,9,9,9,99,99,9,99,99,99,9,9,0
127,2016040091,40091,2,49,32,4,2014,62,6,,12,1,1,0,0,2,3,66,150,0,1,0,1,0,2,2016,2,2016,0,39,0,0,0,1,2,50,1,1,8,1,20,3,11,15,99,9,3,0
128,2016040091,40091,2,35,402,14,2013,12,6,,12,6,1,0,0,3,0,63,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,50,1,1,8,1,0,0,1,67,99,9,3,0
129,2016040092,40092,1,20,481,31,2009,62,6,,1,6,1,6,0,3,0,71,260,1,0,0,0,0,10,2013,10,2013,0,0,0,0,0,3,2,75,3,1,2,1,0,0,14,13,99,9,4,0
130,2016040093,40093,2,7,43,2,2002,12,6,,12,6,1,0,0,3,3,60,150,1,3,1,0,0,5,2012,10,2014,0,91,0,0,0,3,5,65,1,1,2,1,0,0,15,11,99,9,3,1
131,2016040093,40093,2,72,706,80,2015,6,6,,12,6,1,6,0,3,0,69,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,65,1,1,2,1,0,0,1,60,99,1,1,0
