,time,TraceabilityCode,Defect
501,2023-01-05 06:47:06,1010123005054349,marks
502,2023-01-05 06:19:34,1010223005051730,deformation
503,2023-01-04 13:27:14,1010123004122240,deformation
504,2023-01-04 13:18:52,1010123004121633,deformation
505,2023-01-04 12:32:07,1010223004113053,deformation
506,2023-01-04 12:31:36,1010223004113011,deformation
507,2023-01-04 12:31:17,1010123004112855,deformation
508,2022-11-25 20:49:10,1010122329193929,dent
509,2022-11-25 19:26:41,1010122329182421,meterial failure
510,2022-11-25 19:08:33,1010122329180559,marks
511,2022-11-25 19:08:19,1010122329180545,marks
512,2022-11-25 19:08:07,1010122329180539,marks
513,2022-11-25 19:08:00,1010222329180531,marks
514,2022-11-25 17:59:24,1010122329165352,waves
515,2022-11-25 17:59:19,1010122329165343,waves
516,2022-11-25 17:59:14,1010122329165335,waves
517,2022-11-25 17:59:08,1010122329165328,waves
518,2022-11-25 17:59:02,1010122329165225,waves
519,2022-11-25 17:58:55,1010122329165217,waves
520,2022-11-25 17:55:43,1010122329165201,waves
521,2022-11-25 17:55:35,1010122329165152,waves
