,time,TraceabilityCode,CushionPumpMaxPower1,time.value
55,2023-01-04 15:06:01.628,1010123004140318,52.8,2023-01-04 15:06:01.878
56,2023-01-04 15:06:09.019,1010123004140333,52.5,2023-01-04 15:06:09.247
57,2023-01-04 15:06:16.418,1010123004140354,52.2,2023-01-04 15:06:16.608
58,2023-01-04 15:08:17.756,1010123004140801,52.8,2023-01-04 15:08:17.887
59,2023-01-04 15:08:25.137,1010123004140808,52.5,2023-01-04 15:08:25.326
60,2023-01-04 15:09:01.736,1010123004140828,52.5,2023-01-04 15:09:01.884
61,2023-01-04 15:09:24.625,1010123004140901,52.5,2023-01-04 15:09:24.763
62,2023-01-04 15:09:32.025,1010123004140909,52.2,2023-01-04 15:09:32.203
63,2023-01-04 15:10:53.434,1010123004141023,53.1,2023-01-04 15:10:53.614
64,2023-01-04 15:11:00.743,1010123004141031,52.8,2023-01-04 15:11:00.923
65,2023-01-04 15:11:08.243,1010123004141038,52.2,2023-01-04 15:11:08.374
66,2023-01-04 15:11:54.973,1010123004141123,52.8,2023-01-04 15:11:55.233
67,2023-01-04 15:12:09.782,1010123004141138,51.9,2023-01-04 15:12:10.052
68,2023-01-04 15:12:17.273,1010123004141145,52.2,2023-01-04 15:12:17.413
69,2023-01-04 15:12:46.881,1010123004141224,51.9,2023-01-04 15:12:47.081
70,2023-01-04 15:12:54.361,1010123004141232,52.2,2023-01-04 15:12:54.520
71,2023-01-04 15:13:09.020,1010123004141247,51.9,2023-01-04 15:13:09.250
72,2023-01-04 15:13:16.440,1010123004141254,52.2,2023-01-04 15:13:16.611
73,2023-01-04 15:14:00.730,1010123004141338,51.9,2023-01-04 15:14:00.940
74,2023-01-04 15:14:23.039,1010123004141401,52.2,2023-01-04 15:14:23.088
75,2023-01-04 15:14:30.259,1010123004141408,51.9,2023-01-04 15:14:30.529
76,2023-01-04 15:14:59.908,1010123004141437,52.2,2023-01-04 15:15:00.049
77,2023-01-04 15:15:29.437,1010123004141507,51.9,2023-01-04 15:15:29.648
78,2023-01-04 15:15:36.858,1010123004141514,52.2,2023-01-04 15:15:36.999
79,2023-01-04 15:16:21.167,1010123004141559,51.9,2023-01-04 15:16:21.326
80,2023-01-04 15:16:35.967,1010123004141614,52.2,2023-01-04 15:16:36.127
81,2023-01-04 15:16:43.346,1010123004141621,51.9,2023-01-04 15:16:43.496
82,2023-01-04 15:17:05.566,1010123004141643,52.2,2023-01-04 15:17:05.726
83,2023-01-04 15:17:12.937,1010123004141650,51.9,2023-01-04 15:17:13.085
84,2023-01-04 15:19:32.703,1010123004141735,52.2,2023-01-04 15:19:32.773
85,2023-01-04 15:19:40.223,1010123004141918,52.5,2023-01-04 15:19:40.293
86,2023-01-04 15:19:47.654,1010123004141925,52.2,2023-01-04 15:19:47.822
87,2023-01-04 15:19:55.092,1010123004141932,52.5,2023-01-04 15:19:55.252
88,2023-01-04 15:20:02.443,1010123004141947,52.2,2023-01-04 15:20:02.693
89,2023-01-04 15:20:30.322,1010123004142015,52.8,2023-01-04 15:20:30.592
90,2023-01-04 15:21:12.651,1010123004142057,53.1,2023-01-04 15:21:12.982
91,2023-01-04 15:23:27.720,1010123004142222,53.1,2023-01-04 15:23:27.888
92,2023-01-04 15:23:35.180,1010123004142250,52.2,2023-01-04 15:23:35.338
93,2023-01-04 15:23:42.660,1010123004142257,52.5,2023-01-04 15:23:42.769
94,2023-01-04 15:24:17.838,1010123004142402,53.1,2023-01-04 15:24:18.118
95,2023-01-04 15:24:25.299,1010123004142409,52.8,2023-01-04 15:24:25.418
96,2023-01-04 15:24:47.948,1010123004142431,52.5,2023-01-04 15:24:48.128
97,2023-01-04 15:24:55.408,1010123004142438,52.2,2023-01-04 15:24:55.578
98,2023-01-04 15:25:54.776,1010123004142534,51.9,2023-01-04 15:25:54.927
99,2023-01-04 15:26:02.207,1010123004142541,52.2,2023-01-04 15:26:02.377
100,2023-01-04 15:26:24.427,1010123004142602,51.9,2023-01-04 15:26:24.618
101,2023-01-04 15:26:31.838,1010123004142609,52.2,2023-01-04 15:26:31.976
102,2023-01-04 15:26:46.667,1010123004142624,51.9,2023-01-04 15:26:46.776
103,2023-01-04 15:26:54.107,1010123004142632,52.2,2023-01-04 15:26:54.286
104,2023-01-04 15:27:08.855,1010123004142646,51.9,2023-01-04 15:27:09.016
105,2023-01-04 15:27:45.796,1010123004142723,52.2,2023-01-04 15:27:46.055
106,2023-01-04 15:28:00.565,1010123004142738,51.6,2023-01-04 15:28:00.785
107,2023-01-04 15:28:08.026,1010123004142746,51.9,2023-01-04 15:28:08.144
108,2023-01-04 15:29:07.075,1010123004142845,52.2,2023-01-04 15:29:07.253
109,2023-01-04 15:29:14.404,1010123004142852,51.9,2023-01-04 15:29:14.625
110,2023-01-04 15:29:36.503,1010123004142914,51.6,2023-01-04 15:29:36.693
111,2023-01-04 15:29:51.243,1010123004142929,51.9,2023-01-04 15:29:51.493
112,2023-01-04 15:29:58.733,1010123004142936,51.6,2023-01-04 15:29:58.862
113,2023-01-04 15:30:06.063,1010123004142944,51.9,2023-01-04 15:30:06.223
114,2023-01-04 15:30:43.153,1010123004143021,51.6,2023-01-04 15:30:43.342
115,2023-01-04 15:31:34.842,1010123004143113,51.3,2023-01-04 15:31:35.022
116,2023-01-04 15:31:42.302,1010123004143120,51.6,2023-01-04 15:31:42.461
117,2023-01-04 15:31:49.651,1010123004143127,51.9,2023-01-04 15:31:49.812
118,2023-01-04 15:31:57.191,1010123004143135,51.6,2023-01-04 15:31:57.332
119,2023-01-04 15:32:04.582,1010123004143142,51.9,2023-01-04 15:32:04.701
120,2023-01-04 15:32:19.341,1010123004143157,51.6,2023-01-04 15:32:19.500
121,2023-01-04 15:47:21.095,1010123004143241,52.8,2023-01-04 15:47:21.345
122,2023-01-04 15:47:21.095,1010123004143241,51.9,2023-01-04 15:47:28.694
123,2023-01-04 15:47:55.855,1010123004144604,52.2,2023-01-04 15:48:03.434
124,2023-01-04 15:48:10.904,1010123004144709,52.8,2023-01-04 15:48:18.535
125,2023-01-04 15:49:33.062,1010123004144802,52.5,2023-01-04 15:49:33.242
126,2023-01-04 15:49:40.423,1010123004144810,52.8,2023-01-04 15:49:40.542
127,2023-01-04 15:49:47.842,1010123004144825,52.2,2023-01-04 15:49:47.993
128,2023-01-04 15:50:24.742,1010123004145002,51.9,2023-01-04 15:50:24.871
129,2023-01-04 15:50:32.111,1010123004145010,52.2,2023-01-04 15:50:32.311
130,2023-01-04 15:51:53.460,1010123004145131,51.9,2023-01-04 15:51:53.750
131,2023-01-04 15:52:00.790,1010123004145139,52.2,2023-01-04 15:52:01.029
132,2023-01-04 15:52:15.680,1010123004145153,51.9,2023-01-04 15:52:15.750
133,2023-01-04 15:52:45.259,1010123004145223,52.2,2023-01-04 15:52:45.428
134,2023-01-04 15:52:59.999,1010123004145238,51.9,2023-01-04 15:53:00.138
135,2023-01-04 15:54:21.717,1010123004145359,52.2,2023-01-04 15:54:21.917
136,2023-01-04 15:54:36.657,1010123004145414,51.9,2023-01-04 15:54:36.707
137,2023-01-04 15:54:51.397,1010123004145429,52.2,2023-01-04 15:54:51.596
138,2023-01-04 15:54:58.826,1010123004145436,51.9,2023-01-04 15:54:58.957
139,2023-01-04 15:55:58.035,1010123004145536,52.2,2023-01-04 15:55:58.244
140,2023-01-04 15:56:05.464,1010123004145543,51.9,2023-01-04 15:56:05.664
141,2023-01-04 15:56:42.525,1010123004145620,52.2,2023-01-04 15:56:42.704
142,2023-01-04 15:56:49.904,1010123004145627,51.9,2023-01-04 15:56:50.073
143,2023-01-04 15:57:11.974,1010123004145650,51.6,2023-01-04 15:57:12.154
144,2023-01-04 15:57:19.315,1010123004145657,51.9,2023-01-04 15:57:19.584
145,2023-01-04 15:58:26.062,1010123004145804,51.6,2023-01-04 15:58:26.221
146,2023-01-04 15:58:41.092,1010123004145819,51.9,2023-01-04 15:58:41.201
147,2023-01-04 15:59:33.072,1010123004145910,51.6,2023-01-04 15:59:33.190
148,2023-01-04 15:59:40.371,1010123004145918,51.9,2023-01-04 15:59:40.572
149,2023-01-04 15:59:47.842,1010123004145925,51.6,2023-01-04 15:59:47.992
150,2023-01-04 15:59:55.240,1010123004145933,51.9,2023-01-04 15:59:55.440
151,2023-01-04 16:00:24.901,1010123004150002,51.6,2023-01-04 16:00:25.040
152,2023-01-04 16:01:22.490,1010123004150108,52.8,2023-01-04 16:01:30.209
153,2023-01-04 16:06:21.335,1010123004150450,52.5,2023-01-04 16:06:21.605
154,2023-01-04 16:06:36.155,1010123004150519,52.2,2023-01-04 16:06:43.845
155,2023-01-04 16:14:34.096,1010123004150917,52.2,2023-01-04 16:14:41.526
156,2023-01-04 16:14:58.835,1010123004151154,52.8,2023-01-04 16:14:58.964
157,2023-01-04 16:15:21.436,1010123004151458,52.5,2023-01-04 16:15:21.686
158,2023-01-04 16:15:28.825,1010123004151506,52.2,2023-01-04 16:15:28.964
159,2023-01-04 16:16:06.075,1010123004151543,51.9,2023-01-04 16:16:06.224
160,2023-01-04 16:16:13.505,1010123004151551,52.2,2023-01-04 16:16:13.694
161,2023-01-04 16:17:20.753,1010123004151658,51.9,2023-01-04 16:17:20.963
162,2023-01-04 16:17:28.003,1010123004151706,52.2,2023-01-04 16:17:28.242
163,2023-01-04 16:17:35.342,1010123004151713,51.9,2023-01-04 16:17:35.523
164,2023-01-04 16:18:05.003,1010123004151743,52.2,2023-01-04 16:18:05.213
165,2023-01-04 16:18:34.752,1010123004151812,51.9,2023-01-04 16:18:34.970
166,2023-01-04 16:18:56.651,1010123004151835,51.6,2023-01-04 16:18:56.891
167,2023-01-04 16:19:04.020,1010123004151842,51.9,2023-01-04 16:19:04.250
168,2023-01-04 16:19:26.171,1010123004151904,51.6,2023-01-04 16:19:26.321
169,2023-01-04 16:19:40.911,1010123004151919,51.9,2023-01-04 16:19:41.131
170,2023-01-04 16:28:00.882,1010123004151941,51.9,2023-01-04 16:28:08.572
171,2023-01-04 16:28:09.173,1010123004151948,52.8,2023-01-04 16:28:16.742
172,2023-01-04 16:28:25.223,1010123004151956,53.1,2023-01-04 16:28:32.802
173,2023-01-04 16:28:34.282,1010123004152748,52.8,2023-01-04 16:28:41.941
174,2023-01-04 16:29:33.891,1010123004152804,53.1,2023-01-04 16:29:41.500
175,2023-01-04 16:29:49.520,1010123004152824,52.5,2023-01-04 16:29:49.710
176,2023-01-04 16:29:56.801,1010123004152930,52.8,2023-01-04 16:29:57.059
177,2023-01-04 16:30:04.341,1010123004152938,52.2,2023-01-04 16:30:04.490
178,2023-01-04 16:30:41.279,1010123004153019,51.9,2023-01-04 16:30:41.460
179,2023-01-04 16:30:48.559,1010123004153026,52.2,2023-01-04 16:30:48.829
180,2023-01-04 16:31:03.369,1010123004153041,51.9,2023-01-04 16:31:03.539
181,2023-01-04 16:31:10.759,1010123004153049,52.2,2023-01-04 16:31:10.898
182,2023-01-04 16:31:40.128,1010123004153118,51.9,2023-01-04 16:31:40.338
183,2023-01-04 16:32:02.489,1010123004153140,52.2,2023-01-04 16:32:02.657
184,2023-01-04 16:32:17.128,1010123004153155,51.9,2023-01-04 16:32:17.388
185,2023-01-04 16:33:09.096,1010123004153246,52.2,2023-01-04 16:33:09.216
186,2023-01-04 16:33:16.346,1010123004153254,51.9,2023-01-04 16:33:16.575
187,2023-01-04 16:34:07.585,1010123004153352,52.8,2023-01-04 16:34:07.825
188,2023-01-04 16:34:29.145,1010123004153414,52.8,2023-01-04 16:34:29.355
189,2023-01-04 16:46:47.694,1010123004154239,53.1,2023-01-04 16:46:48.072
190,2023-01-04 16:46:55.072,1010123004154246,52.2,2023-01-04 16:46:55.312
191,2023-01-04 16:49:08.341,1010123004154846,51.9,2023-01-04 16:49:08.520
192,2023-01-04 16:49:15.690,1010123004154853,52.2,2023-01-04 16:49:15.881
193,2023-01-04 16:49:23.119,1010123004154901,51.9,2023-01-04 16:49:23.230
194,2023-01-04 16:50:00.230,1010123004154938,52.2,2023-01-04 16:50:00.259
195,2023-01-04 16:50:44.489,1010123004155022,51.9,2023-01-04 16:50:44.667
196,2023-01-04 16:51:14.279,1010123004155052,52.2,2023-01-04 16:51:14.437
197,2023-01-04 16:51:21.569,1010123004155059,51.9,2023-01-04 16:51:21.789
198,2023-01-04 16:51:43.846,1010123004155122,52.2,2023-01-04 16:51:44.066
199,2023-01-04 16:51:51.326,1010123004155129,51.9,2023-01-04 16:51:51.546
200,2023-01-04 16:51:58.687,1010123004155136,52.2,2023-01-04 16:51:58.826
201,2023-01-04 16:52:06.038,1010123004155144,51.9,2023-01-04 16:52:06.197
202,2023-01-04 16:52:20.868,1010123004155159,52.2,2023-01-04 16:52:21.066
203,2023-01-04 16:52:28.226,1010123004155206,51.9,2023-01-04 16:52:28.436
204,2023-01-04 16:53:05.766,1010123004155250,52.2,2023-01-04 16:53:05.966
205,2023-01-04 16:53:35.915,1010123004155319,51.6,2023-01-04 16:53:36.035
206,2023-01-04 16:53:58.065,1010123004155340,51.9,2023-01-04 16:53:58.194
207,2023-01-04 16:54:05.494,1010123004155348,51.6,2023-01-04 16:54:05.644
208,2023-01-04 16:54:12.765,1010123004155355,51.9,2023-01-04 16:54:12.984
209,2023-01-04 16:54:20.184,1010123004155402,51.6,2023-01-04 16:54:20.273
210,2023-01-04 16:54:34.944,1010123004155417,51.9,2023-01-04 16:54:35.075
211,2023-01-04 16:54:57.243,1010123004155438,51.6,2023-01-04 16:54:57.394
212,2023-01-04 16:55:04.594,1010123004155446,51.9,2023-01-04 16:55:04.753
213,2023-01-04 16:55:34.194,1010123004155514,51.6,2023-01-04 16:55:34.342
214,2023-01-04 16:56:03.663,1010123004155543,51.9,2023-01-04 16:56:03.872
215,2023-01-04 16:56:10.983,1010123004155550,51.6,2023-01-04 16:56:11.153
216,2023-01-04 16:56:40.701,1010123004155619,51.9,2023-01-04 16:56:40.911
217,2023-01-04 17:20:22.703,1010123004155648,52.2,2023-01-04 17:20:22.933
218,2023-01-04 17:20:29.993,1010123004161948,52.8,2023-01-04 17:20:30.233
219,2023-01-04 17:20:37.433,1010123004161955,52.5,2023-01-04 17:20:37.592
220,2023-01-04 17:20:44.862,1010123004162026,52.2,2023-01-04 17:20:45.032
221,2023-01-04 17:21:24.861,1010123004162109,52.5,2023-01-04 17:21:24.901
222,2023-01-04 17:22:00.881,1010123004162145,52.5,2023-01-04 17:22:01.099
223,2023-01-04 17:22:23.740,1010123004162207,52.8,2023-01-04 17:22:23.910
224,2023-01-04 17:24:03.459,1010123004162348,52.5,2023-01-04 17:24:03.588
225,2023-01-04 17:24:10.769,1010123004162355,52.2,2023-01-04 17:24:10.959
226,2023-01-04 17:24:26.177,1010123004162409,52.2,2023-01-04 17:24:26.398
227,2023-01-04 17:24:33.588,1010123004162417,52.8,2023-01-04 17:24:33.746
228,2023-01-04 17:24:40.997,1010123004162424,52.2,2023-01-04 17:24:41.197
229,2023-01-04 17:25:33.118,1010123004162514,52.5,2023-01-04 17:25:33.197
230,2023-01-04 17:25:40.638,1010123004162521,52.2,2023-01-04 17:25:40.798
231,2023-01-04 17:26:32.457,1010123004162612,52.5,2023-01-04 17:26:32.706
232,2023-01-04 17:26:54.536,1010123004162626,53.1,2023-01-04 17:26:54.846
233,2023-01-04 17:27:09.387,1010123004162641,52.2,2023-01-04 17:27:09.506
234,2023-01-04 17:27:53.605,1010123004162732,51.9,2023-01-04 17:27:53.674
235,2023-01-04 17:28:00.855,1010123004162740,52.2,2023-01-04 17:28:01.125
236,2023-01-04 17:28:15.546,1010123004162754,51.9,2023-01-04 17:28:15.755
237,2023-01-04 17:28:22.865,1010123004162802,52.2,2023-01-04 17:28:23.105
238,2023-01-04 17:28:30.234,1010123004162809,51.9,2023-01-04 17:28:30.474
239,2023-01-04 17:28:52.174,1010123004162831,51.6,2023-01-04 17:28:52.384
240,2023-01-04 17:28:59.444,1010123004162839,51.9,2023-01-04 17:28:59.743
241,2023-01-04 17:29:14.355,1010123004162853,51.6,2023-01-04 17:29:14.483
242,2023-01-04 17:29:21.654,1010123004162901,52.2,2023-01-04 17:29:21.924
243,2023-01-04 17:29:43.963,1010123004162923,51.9,2023-01-04 17:29:44.164
244,2023-01-04 17:29:58.834,1010123004162938,52.2,2023-01-04 17:29:58.953
245,2023-01-04 17:30:06.194,1010123004162945,51.9,2023-01-04 17:30:06.392
246,2023-01-04 17:30:28.392,1010123004163007,52.2,2023-01-04 17:30:28.552
247,2023-01-04 17:30:57.903,1010123004163037,51.9,2023-01-04 17:30:58.082
248,2023-01-04 17:31:05.322,1010123004163044,52.2,2023-01-04 17:31:05.513
249,2023-01-04 17:31:27.512,1010123004163106,51.9,2023-01-04 17:31:27.681
250,2023-01-04 17:31:42.411,1010123004163121,52.2,2023-01-04 17:31:42.551
251,2023-01-04 17:31:49.732,1010123004163128,51.9,2023-01-04 17:31:49.992
252,2023-01-04 17:32:19.250,1010123004163158,52.2,2023-01-04 17:32:19.440
253,2023-01-04 17:32:26.561,1010123004163205,51.9,2023-01-04 17:32:26.789
254,2023-01-04 17:34:02.239,1010123004163341,51.6,2023-01-04 17:34:02.479
255,2023-01-04 17:34:09.499,1010123004163349,51.9,2023-01-04 17:34:09.759
256,2023-01-04 17:34:24.209,1010123004163403,51.6,2023-01-04 17:34:24.398
257,2023-01-04 17:34:31.457,1010123004163411,51.9,2023-01-04 17:34:31.757
258,2023-01-04 17:34:38.969,1010123004163418,51.6,2023-01-04 17:34:39.108
259,2023-01-04 17:35:10.157,1010123004163455,51.3,2023-01-04 17:35:10.246
260,2023-01-04 17:36:00.796,1010123004163545,53.1,2023-01-04 17:36:01.026
261,2023-01-04 17:36:08.276,1010123004163553,52.8,2023-01-04 17:36:08.395
262,2023-01-04 17:36:15.575,1010123004163600,52.2,2023-01-04 17:36:15.846
263,2023-01-04 17:36:44.375,1010123004163629,52.8,2023-01-04 17:36:44.634
264,2023-01-04 17:38:33.053,1010123004163818,53.1,2023-01-04 17:38:33.114
265,2023-01-04 17:38:40.513,1010123004163825,52.8,2023-01-04 17:38:40.644
266,2023-01-04 17:38:47.904,1010123004163832,52.2,2023-01-04 17:38:48.082
267,2023-01-04 17:39:16.624,1010123004163901,52.8,2023-01-04 17:39:16.713
268,2023-01-04 17:43:57.579,1010123004164330,52.2,2023-01-04 17:43:57.779
269,2023-01-04 17:44:12.589,1010123004164348,51.9,2023-01-04 17:44:12.730
270,2023-01-04 17:44:27.588,1010123004164405,52.2,2023-01-04 17:44:27.767
271,2023-01-04 17:44:49.969,1010123004164427,51.9,2023-01-04 17:44:50.167
272,2023-01-04 17:44:57.348,1010123004164435,52.2,2023-01-04 17:44:57.538
273,2023-01-04 17:45:04.788,1010123004164443,51.9,2023-01-04 17:45:05.048
274,2023-01-04 17:45:19.727,1010123004164457,52.2,2023-01-04 17:45:19.987
275,2023-01-04 17:45:27.217,1010123004164505,51.9,2023-01-04 17:45:27.368
276,2023-01-04 17:45:42.368,1010123004164520,52.2,2023-01-04 17:45:42.397
277,2023-01-04 17:46:04.677,1010123004164542,51.9,2023-01-04 17:46:04.805
278,2023-01-04 17:47:26.746,1010123004164704,52.2,2023-01-04 17:47:26.894
279,2023-01-04 17:47:49.196,1010123004164727,51.9,2023-01-04 17:47:49.295
280,2023-01-04 17:48:04.255,1010123004164742,52.2,2023-01-04 17:48:04.414
281,2023-01-04 17:48:19.144,1010123004164757,51.9,2023-01-04 17:48:19.444
282,2023-01-04 17:48:26.573,1010123004164804,52.2,2023-01-04 17:48:26.733
283,2023-01-04 17:48:33.894,1010123004164811,51.6,2023-01-04 17:48:34.174
284,2023-01-04 17:48:41.164,1010123004164819,51.9,2023-01-04 17:48:41.453
285,2023-01-04 17:48:48.584,1010123004164826,51.6,2023-01-04 17:48:48.823
286,2023-01-04 17:49:10.773,1010123004164849,51.9,2023-01-04 17:49:10.963
287,2023-01-04 17:49:18.084,1010123004164856,51.6,2023-01-04 17:49:18.323
288,2023-01-04 17:49:25.352,1010123004164904,51.3,2023-01-04 17:49:25.611
289,2023-01-04 17:49:47.582,1010123004164926,51.6,2023-01-04 17:49:47.762
290,2023-01-04 17:49:54.892,1010123004164934,51.3,2023-01-04 17:49:55.132
291,2023-01-04 17:50:24.911,1010123004165004,51.9,2023-01-04 17:50:25.051
292,2023-01-04 17:50:47.482,1010123004165026,51.6,2023-01-04 17:50:47.611
293,2023-01-04 17:51:10.772,1010123004165055,52.2,2023-01-04 17:51:11.052
294,2023-01-04 17:51:18.201,1010123004165102,51.9,2023-01-04 17:51:18.332
295,2023-01-04 17:51:39.720,1010123004165124,52.8,2023-01-04 17:51:39.740
296,2023-01-04 17:51:47.190,1010123004165132,52.5,2023-01-04 17:51:47.290
297,2023-01-04 17:51:47.190,1010123004165132,51.9,2023-01-04 17:51:54.730
298,2023-01-04 17:54:24.868,1010123004165323,52.8,2023-01-04 17:54:25.046
299,2023-01-04 17:54:32.338,1010123004165408,52.2,2023-01-04 17:54:32.506
300,2023-01-04 17:54:39.578,1010123004165416,51.9,2023-01-04 17:54:39.858
301,2023-01-04 17:54:54.417,1010123004165439,51.6,2023-01-04 17:54:54.497
302,2023-01-04 17:55:30.647,1010123004165515,52.8,2023-01-04 17:55:30.877
303,2023-01-04 17:55:45.627,1010123004165530,51.9,2023-01-04 17:55:45.857
304,2023-01-04 17:56:22.387,1010123004165606,51.9,2023-01-04 17:56:22.585
305,2023-01-04 17:56:51.036,1010123004165635,52.8,2023-01-04 17:56:51.194
306,2023-01-04 17:57:05.996,1010123004165650,51.9,2023-01-04 17:57:06.176
307,2023-01-04 17:57:27.506,1010123004165712,53.1,2023-01-04 17:57:27.664
308,2023-01-04 17:57:35.006,1010123004165719,52.8,2023-01-04 17:57:35.055
309,2023-01-04 17:57:42.405,1010123004165727,51.9,2023-01-04 17:57:42.565
310,2023-01-04 17:58:04.184,1010123004165749,52.8,2023-01-04 17:58:04.313
311,2023-01-04 17:58:41.015,1010123004165825,52.2,2023-01-04 17:58:41.134
312,2023-01-04 17:59:09.854,1010123004165854,53.1,2023-01-04 17:59:09.923
313,2023-01-04 18:00:59.631,1010123004170044,52.2,2023-01-04 18:00:59.790
314,2023-01-04 18:01:14.441,1010123004170059,51.9,2023-01-04 18:01:14.581
315,2023-01-04 18:01:44.851,1010123004170128,52.5,2023-01-04 18:01:45.059
316,2023-01-04 18:01:52.270,1010123004170135,51.9,2023-01-04 18:01:52.421
317,2023-01-04 18:01:59.581,1010123004170143,51.6,2023-01-04 18:01:59.861
318,2023-01-04 18:02:53.440,1010223004170238,52.8,2023-01-04 18:02:53.608
319,2023-01-04 18:03:08.539,1010223004170253,52.2,2023-01-04 18:03:08.729
320,2023-01-04 18:03:23.279,1010223004170308,51.9,2023-01-04 18:03:23.539
321,2023-01-04 18:03:38.059,1010223004170322,51.6,2023-01-04 18:03:38.257
322,2023-01-04 18:03:45.517,1010223004170330,51.3,2023-01-04 18:03:45.608
323,2023-01-04 18:04:00.338,1010223004170345,51.9,2023-01-04 18:04:00.499
