,time,TraceabilityCode,Cylinder5MaxParalelismErrorInBDC,time.value
0,2023-01-04 12:22:55.842,1010123004112233,0.1,2023-01-04 12:23:02.473
1,2023-01-04 12:27:29.700,1010123004112707,0.1,2023-01-04 12:27:36.319
2,2023-01-04 12:27:51.529,1010123004112728,0.1,2023-01-04 12:27:58.157
3,2023-01-04 12:36:39.621,1010223004113616,0.2,2023-01-04 12:36:39.621
4,2023-01-04 12:36:46.460,1010223004113623,0.1,2023-01-04 12:36:53.121
5,2023-01-04 12:37:59.559,1010223004113736,0.1,2023-01-04 12:38:06.249
6,2023-01-04 12:44:27.993,1010223004114408,0.1,2023-01-04 12:44:28.022
7,2023-01-04 12:44:27.993,1010223004114408,0.2,2023-01-04 12:44:34.733
8,2023-01-04 12:49:23.267,1010223004114900,0.1,2023-01-04 12:49:23.298
9,2023-01-04 12:49:36.858,1010223004114915,0.2,2023-01-04 12:49:43.526
10,2023-01-04 12:55:24.421,1010223004115410,0.1,2023-01-04 12:55:24.431
11,2023-01-04 12:59:44.726,1010223004115924,0.2,2023-01-04 12:59:51.375
12,2023-01-04 13:00:05.816,1010223004115945,0.1,2023-01-04 13:00:12.496
13,2023-01-04 13:00:56.956,1010223004120035,0.1,2023-01-04 13:01:03.625
14,2023-01-04 13:06:32.420,1010123004120611,0.2,2023-01-04 13:06:39.059
15,2023-01-04 13:09:42.756,1010123004120920,0.1,2023-01-04 13:09:49.467
16,2023-01-04 13:23:19.032,1010123004122255,0.2,2023-01-04 13:23:25.651
17,2023-01-04 13:23:54.273,1010123004122331,0.1,2023-01-04 13:23:54.282
18,2023-01-04 13:33:15.871,1010123004123252,0.2,2023-01-04 13:33:22.601
19,2023-01-04 13:36:05.500,1010123004123259,0.1,2023-01-04 13:36:12.200
20,2023-01-04 13:37:12.207,1010123004123621,0.1,2023-01-04 13:37:12.226
21,2023-01-04 13:37:26.568,1010123004123702,0.2,2023-01-04 13:37:33.256
22,2023-01-04 13:41:26.914,1010223004124110,0.1,2023-01-04 13:41:26.934
23,2023-01-04 13:43:57.221,1010223004124334,0.1,2023-01-04 13:44:03.901
24,2023-01-04 13:44:19.111,1010223004124355,0.1,2023-01-04 13:44:25.720
25,2023-01-04 13:46:42.819,1010223004124620,0.1,2023-01-04 13:46:49.487
26,2023-01-04 13:47:04.598,1010223004124641,0.1,2023-01-04 13:47:11.247
27,2023-01-04 13:47:19.017,1010223004124655,0.2,2023-01-04 13:47:19.017
28,2023-01-04 13:49:29.125,1010223004124906,0.1,2023-01-04 13:49:35.815
29,2023-01-04 13:49:57.765,1010223004124935,0.2,2023-01-04 13:50:04.365
30,2023-01-04 13:51:38.473,1010223004125115,0.1,2023-01-04 13:51:45.181
31,2023-01-04 13:52:50.861,1010223004125228,0.1,2023-01-04 13:52:57.490
32,2023-01-04 13:55:28.688,1010223004125303,0.2,2023-01-04 13:55:28.698
33,2023-01-04 13:55:55.868,1010223004125536,0.1,2023-01-04 13:55:55.898
34,2023-01-04 13:57:52.246,1010223004125734,0.1,2023-01-04 13:57:58.845
35,2023-01-04 13:58:21.605,1010223004125802,0.2,2023-01-04 13:58:28.224
36,2023-01-04 14:00:02.473,1010223004125940,0.2,2023-01-04 14:00:09.094
37,2023-01-04 14:00:24.203,1010223004130001,0.2,2023-01-04 14:00:24.233
38,2023-01-04 14:00:24.203,1010223004130001,0.1,2023-01-04 14:00:30.862
39,2023-01-04 14:01:21.612,1010223004130059,0.1,2023-01-04 14:01:28.211
40,2023-01-04 14:02:26.232,1010223004130203,0.1,2023-01-04 14:02:32.861
41,2023-01-04 14:03:24.061,1010223004130300,0.1,2023-01-04 14:03:30.799
42,2023-01-04 14:06:38.858,1010223004130615,0.2,2023-01-04 14:06:38.868
43,2023-01-04 14:42:53.408,1010223004134159,-0.2,2023-01-04 14:43:24.108
44,2023-01-04 14:43:37.658,1010123004134206,-0.1,2023-01-04 14:43:45.298
45,2023-01-04 14:52:17.010,1010123004134626,-0.2,2023-01-04 14:52:17.299
46,2023-01-04 14:52:24.341,1010123004134807,-0.1,2023-01-04 14:52:24.591
47,2023-01-04 14:52:52.190,1010123004134815,-0.2,2023-01-04 14:52:52.509
48,2023-01-04 14:55:38.029,1010123004135232,-0.1,2023-01-04 14:55:38.198
49,2023-01-04 14:56:00.289,1010123004135538,-0.2,2023-01-04 14:56:00.519
50,2023-01-04 14:56:22.207,1010123004135600,-0.1,2023-01-04 14:56:22.427
51,2023-01-04 14:56:51.818,1010123004135629,-0.2,2023-01-04 14:56:51.957
52,2023-01-04 14:56:59.167,1010123004135637,-0.1,2023-01-04 14:56:59.398
53,2023-01-04 14:57:28.607,1010123004135706,-0.2,2023-01-04 14:57:28.825
54,2023-01-04 14:57:36.026,1010123004135714,-0.1,2023-01-04 14:57:36.187
55,2023-01-04 14:57:58.127,1010123004135736,-0.2,2023-01-04 14:57:58.276
56,2023-01-04 14:58:05.437,1010123004135743,-0.1,2023-01-04 14:58:05.637
57,2023-01-04 14:58:49.825,1010123004135828,-0.2,2023-01-04 14:58:50.105
58,2023-01-04 14:58:57.206,1010123004135835,-0.1,2023-01-04 14:58:57.474
59,2023-01-04 14:59:11.865,1010123004135850,-0.2,2023-01-04 14:59:12.115
60,2023-01-04 14:59:33.964,1010123004135912,-0.1,2023-01-04 14:59:34.114
61,2023-01-04 14:59:41.285,1010123004135919,-0.2,2023-01-04 14:59:41.483
62,2023-01-04 14:59:56.114,1010123004135934,-0.1,2023-01-04 14:59:56.362
