,time,TraceabilityCode,CushionWaterTemperature,time.value
24233,2023-01-27 08:04:28.157,1010223027070401,33.4,2023-01-27 08:04:35.286
24234,2023-01-27 08:04:53.736,1010223027070426,33.3,2023-01-27 08:05:00.796
24235,2023-01-27 08:05:02.216,1010223027070435,33.2,2023-01-27 08:05:09.275
24236,2023-01-27 08:05:27.635,1010223027070500,33.1,2023-01-27 08:05:34.713
24237,2023-01-27 08:05:36.134,1010223027070509,33.2,2023-01-27 08:05:43.194
24238,2023-01-27 08:06:01.555,1010223027070534,33.1,2023-01-27 08:06:08.644
24239,2023-01-27 08:06:27.015,1010223027070600,33.2,2023-01-27 08:06:34.164
24240,2023-01-27 08:06:35.563,1010223027070608,33.1,2023-01-27 08:06:42.644
24241,2023-01-27 08:08:11.601,1010223027070651,33.3,2023-01-27 08:08:18.721
24242,2023-01-27 08:08:20.121,1010223027070659,33.2,2023-01-27 08:08:27.211
24243,2023-01-27 08:08:53.992,1010223027070827,33.3,2023-01-27 08:09:01.042
24244,2023-01-27 08:09:19.421,1010223027070852,33.4,2023-01-27 08:09:26.480
24245,2023-01-27 08:09:36.230,1010223027070909,33.5,2023-01-27 08:09:43.279
24246,2023-01-27 08:10:18.569,1010223027070951,33.6,2023-01-27 08:10:25.609
24247,2023-01-27 08:10:43.799,1010223027071017,33.7,2023-01-27 08:10:50.888
24248,2023-01-27 08:11:00.779,1010223027071034,33.8,2023-01-27 08:11:07.848
24249,2023-01-27 08:11:26.229,1010223027071059,33.9,2023-01-27 08:11:33.288
24250,2023-01-27 08:11:50.838,1010223027071116,34.0,2023-01-27 08:11:58.048
24251,2023-01-27 08:12:07.838,1010223027071138,33.9,2023-01-27 08:12:14.947
24252,2023-01-27 08:12:16.378,1010223027071147,34.0,2023-01-27 08:12:23.538
24253,2023-01-27 08:12:24.907,1010223027071157,33.9,2023-01-27 08:12:32.006
24254,2023-01-27 08:12:41.907,1010223027071215,34.0,2023-01-27 08:12:48.967
24255,2023-01-27 08:13:15.877,1010223027071249,33.9,2023-01-27 08:13:22.976
24256,2023-01-27 08:14:18.434,1010223027071257,33.8,2023-01-27 08:14:25.703
24257,2023-01-27 08:14:44.134,1010223027071322,33.7,2023-01-27 08:14:51.293
24258,2023-01-27 08:14:52.595,1010223027071331,33.8,2023-01-27 08:14:59.773
24259,2023-01-27 08:15:01.203,1010223027071434,33.7,2023-01-27 08:15:08.334
24260,2023-01-27 08:15:09.654,1010223027071442,33.6,2023-01-27 08:15:16.713
24261,2023-01-27 08:15:26.624,1010223027071459,33.5,2023-01-27 08:15:33.693
24262,2023-01-27 08:22:06.926,1010223027072150,35.0,2023-01-27 08:22:15.285
24263,2023-01-27 08:22:25.726,1010123027072203,35.2,2023-01-27 08:22:32.825
24264,2023-01-27 08:22:34.506,1010123027072218,35.1,2023-01-27 08:22:41.545
24265,2023-01-27 08:22:55.206,1010123027072239,35.2,2023-01-27 08:23:02.414
24266,2023-01-27 08:23:03.815,1010123027072246,35.1,2023-01-27 08:23:10.944
24267,2023-01-27 08:23:37.805,1010123027072314,35.2,2023-01-27 08:23:44.894
24268,2023-01-27 08:23:46.325,1010123027072321,35.1,2023-01-27 08:23:53.464
24269,2023-01-27 08:24:03.365,1010123027072336,34.9,2023-01-27 08:24:10.493
24270,2023-01-27 08:24:20.505,1010123027072353,34.8,2023-01-27 08:24:27.624
24271,2023-01-27 08:24:28.984,1010123027072402,34.6,2023-01-27 08:24:36.084
24272,2023-01-27 08:24:37.493,1010123027072410,34.4,2023-01-27 08:24:44.653
24273,2023-01-27 08:24:46.053,1010123027072426,34.3,2023-01-27 08:24:53.122
24274,2023-01-27 08:24:54.573,1010123027072433,34.2,2023-01-27 08:25:01.614
24275,2023-01-27 08:25:03.624,1010123027072447,34.0,2023-01-27 08:25:10.753
24276,2023-01-27 08:25:12.134,1010123027072454,33.9,2023-01-27 08:25:19.292
24277,2023-01-27 08:25:32.174,1010123027072516,33.8,2023-01-27 08:25:39.372
24278,2023-01-27 08:25:41.023,1010123027072523,33.6,2023-01-27 08:25:48.221
24279,2023-01-27 08:25:58.023,1010123027072537,33.5,2023-01-27 08:26:05.142
24280,2023-01-27 08:26:06.602,1010123027072544,33.4,2023-01-27 08:26:13.693
24281,2023-01-27 08:26:40.542,1010123027072613,33.3,2023-01-27 08:26:47.621
24282,2023-01-27 08:26:49.023,1010123027072622,33.2,2023-01-27 08:26:56.092
24283,2023-01-27 08:27:14.572,1010123027072647,33.1,2023-01-27 08:27:21.700
24284,2023-01-27 08:27:23.032,1010123027072656,33.2,2023-01-27 08:27:30.180
24285,2023-01-27 08:27:31.502,1010123027072704,33.1,2023-01-27 08:27:38.581
24286,2023-01-27 08:27:57.002,1010123027072730,33.0,2023-01-27 08:28:04.101
24287,2023-01-27 08:28:05.471,1010123027072738,33.1,2023-01-27 08:28:12.661
24288,2023-01-27 08:28:14.042,1010123027072747,33.0,2023-01-27 08:28:21.141
24289,2023-01-27 08:28:48.000,1010123027072821,33.1,2023-01-27 08:28:55.140
24290,2023-01-27 08:29:22.161,1010123027072855,33.2,2023-01-27 08:29:29.289
24291,2023-01-27 08:29:30.780,1010123027072903,33.1,2023-01-27 08:29:37.849
24292,2023-01-27 08:29:56.319,1010123027072929,33.2,2023-01-27 08:30:03.460
24293,2023-01-27 08:30:30.229,1010123027073003,33.3,2023-01-27 08:30:37.368
24294,2023-01-27 08:30:55.630,1010123027073029,33.4,2023-01-27 08:31:02.739
24295,2023-01-27 08:31:21.188,1010123027073054,33.5,2023-01-27 08:31:28.348
24296,2023-01-27 08:31:38.219,1010123027073111,33.6,2023-01-27 08:31:45.298
24297,2023-01-27 08:31:46.709,1010123027073120,33.5,2023-01-27 08:31:53.868
24298,2023-01-27 08:32:03.658,1010123027073137,33.6,2023-01-27 08:32:10.736
24299,2023-01-27 08:32:29.227,1010123027073202,33.7,2023-01-27 08:32:36.256
24300,2023-01-27 08:32:37.687,1010123027073211,33.8,2023-01-27 08:32:44.816
24301,2023-01-27 08:33:11.707,1010123027073244,33.9,2023-01-27 08:33:18.747
24302,2023-01-27 08:34:02.447,1010123027073336,34.0,2023-01-27 08:34:09.615
24303,2023-01-27 08:35:56.296,1010123027073452,33.9,2023-01-27 08:36:03.464
24304,2023-01-27 08:36:21.964,1010123027073555,33.8,2023-01-27 08:36:28.983
24305,2023-01-27 08:36:30.394,1010123027073603,33.7,2023-01-27 08:36:37.545
24306,2023-01-27 08:36:38.865,1010123027073612,33.8,2023-01-27 08:36:45.944
24307,2023-01-27 08:37:04.174,1010123027073637,33.7,2023-01-27 08:37:11.303
24308,2023-01-27 08:37:21.365,1010123027073654,33.6,2023-01-27 08:37:28.513
24309,2023-01-27 08:37:38.563,1010123027073711,33.5,2023-01-27 08:37:45.634
24310,2023-01-27 08:38:12.743,1010123027073745,33.4,2023-01-27 08:38:19.782
24311,2023-01-27 08:39:15.572,1010123027073819,33.7,2023-01-27 08:39:22.861
24312,2023-01-27 08:39:24.102,1010123027073828,33.8,2023-01-27 08:39:31.221
24313,2023-01-27 08:39:32.532,1010123027073837,33.9,2023-01-27 08:39:39.632
24314,2023-01-27 08:39:41.062,1010123027073845,34.0,2023-01-27 08:39:48.191
24315,2023-01-27 08:39:49.503,1010123027073917,34.1,2023-01-27 08:39:56.592
24316,2023-01-27 08:39:57.963,1010123027073931,34.3,2023-01-27 08:40:05.072
24317,2023-01-27 08:40:06.441,1010123027073940,34.4,2023-01-27 08:40:13.552
24318,2023-01-27 08:40:14.971,1010123027073948,34.5,2023-01-27 08:40:22.111
24319,2023-01-27 08:40:31.861,1010123027074005,34.6,2023-01-27 08:40:38.992
24320,2023-01-27 08:40:40.371,1010123027074013,34.7,2023-01-27 08:40:47.552
24321,2023-01-27 08:40:57.431,1010123027074030,34.8,2023-01-27 08:41:04.500
24322,2023-01-27 08:41:05.921,1010123027074039,34.9,2023-01-27 08:41:13.082
24323,2023-01-27 08:41:14.492,1010123027074047,35.0,2023-01-27 08:41:21.552
24324,2023-01-27 08:41:31.381,1010123027074104,35.1,2023-01-27 08:41:38.510
24325,2023-01-27 08:41:39.940,1010123027074113,35.2,2023-01-27 08:41:46.990
24326,2023-01-27 08:42:05.381,1010123027074138,35.3,2023-01-27 08:42:12.430
24327,2023-01-27 08:42:13.780,1010123027074147,35.4,2023-01-27 08:42:20.829
24328,2023-01-27 08:42:47.670,1010123027074221,35.5,2023-01-27 08:42:54.750
24329,2023-01-27 08:43:19.049,1010223027074303,35.6,2023-01-27 08:43:26.209
24330,2023-01-27 08:43:27.519,1010223027074310,35.7,2023-01-27 08:43:34.648
24331,2023-01-27 08:43:36.098,1010223027074317,35.6,2023-01-27 08:43:43.157
24332,2023-01-27 08:43:53.128,1010223027074331,35.7,2023-01-27 08:44:00.279
24333,2023-01-27 08:44:10.269,1010223027074345,35.8,2023-01-27 08:44:17.309
24334,2023-01-27 08:44:52.848,1010223027074425,35.9,2023-01-27 08:44:59.867
24335,2023-01-27 08:45:01.278,1010223027074434,35.8,2023-01-27 08:45:08.358
24336,2023-01-27 08:45:18.278,1010223027074451,35.7,2023-01-27 08:45:25.306
24337,2023-01-27 08:45:26.687,1010223027074459,35.6,2023-01-27 08:45:33.796
24338,2023-01-27 08:45:35.298,1010223027074508,35.5,2023-01-27 08:45:42.355
24339,2023-01-27 08:45:43.776,1010223027074516,35.3,2023-01-27 08:45:50.835
24340,2023-01-27 08:46:00.686,1010223027074533,35.1,2023-01-27 08:46:07.786
24341,2023-01-27 08:46:09.226,1010223027074542,35.0,2023-01-27 08:46:16.266
24342,2023-01-27 08:46:17.686,1010223027074551,34.8,2023-01-27 08:46:24.755
24343,2023-01-27 08:46:26.176,1010223027074559,34.7,2023-01-27 08:46:33.305
24344,2023-01-27 08:46:34.676,1010223027074608,34.6,2023-01-27 08:46:41.795
24345,2023-01-27 08:46:51.605,1010223027074624,34.4,2023-01-27 08:46:58.756
24346,2023-01-27 08:47:08.575,1010223027074641,34.3,2023-01-27 08:47:15.713
24347,2023-01-27 08:47:25.615,1010223027074658,34.2,2023-01-27 08:47:32.753
24348,2023-01-27 08:47:34.144,1010223027074707,34.1,2023-01-27 08:47:41.233
24349,2023-01-27 08:47:51.275,1010223027074724,34.0,2023-01-27 08:47:58.354
24350,2023-01-27 08:48:16.624,1010223027074749,33.9,2023-01-27 08:48:23.803
24351,2023-01-27 08:48:42.094,1010223027074815,33.8,2023-01-27 08:48:49.233
24352,2023-01-27 08:49:24.834,1010223027074857,33.7,2023-01-27 08:49:31.953
24353,2023-01-27 08:50:57.851,1010223027075031,33.8,2023-01-27 08:51:04.921
24354,2023-01-27 08:51:48.721,1010223027075121,33.9,2023-01-27 08:51:55.871
24355,2023-01-27 08:52:14.401,1010223027075147,34.0,2023-01-27 08:52:21.480
24356,2023-01-27 08:52:22.891,1010223027075155,33.9,2023-01-27 08:52:30.051
24357,2023-01-27 08:52:31.411,1010223027075204,34.0,2023-01-27 08:52:38.520
24358,2023-01-27 08:52:56.881,1010223027075230,34.1,2023-01-27 08:53:03.960
24359,2023-01-27 08:53:05.391,1010223027075238,34.2,2023-01-27 08:53:12.450
24360,2023-01-27 08:53:47.869,1010223027075321,34.3,2023-01-27 08:53:54.999
24361,2023-01-27 08:53:56.299,1010223027075329,34.4,2023-01-27 08:54:03.398
24362,2023-01-27 08:54:04.769,1010223027075338,34.3,2023-01-27 08:54:11.880
24363,2023-01-27 08:54:31.839,1010223027075346,34.4,2023-01-27 08:54:39.029
24364,2023-01-27 08:55:14.668,1010223027075447,34.5,2023-01-27 08:55:21.727
24365,2023-01-27 08:55:31.608,1010223027075504,34.4,2023-01-27 08:55:38.677
24366,2023-01-27 08:55:40.069,1010223027075513,34.5,2023-01-27 08:55:47.158
24367,2023-01-27 08:56:22.717,1010223027075555,34.6,2023-01-27 08:56:29.796
24368,2023-01-27 08:56:31.098,1010223027075604,34.5,2023-01-27 08:56:38.197
24369,2023-01-27 08:57:03.808,1010223027075621,34.6,2023-01-27 08:57:10.926
24370,2023-01-27 08:57:12.296,1010223027075629,34.5,2023-01-27 08:57:19.335
24371,2023-01-27 08:57:29.236,1010223027075646,34.4,2023-01-27 08:57:36.286
24372,2023-01-27 08:58:11.417,1010223027075745,34.3,2023-01-27 08:58:18.526
24373,2023-01-27 08:58:19.917,1010223027075753,34.4,2023-01-27 08:58:27.085
24374,2023-01-27 08:58:28.447,1010223027075801,34.3,2023-01-27 08:58:35.565
24375,2023-01-27 08:58:36.956,1010223027075810,34.2,2023-01-27 08:58:44.125
24376,2023-01-27 08:59:10.665,1010223027075844,34.1,2023-01-27 08:59:17.716
24377,2023-01-27 08:59:27.526,1010223027075901,34.0,2023-01-27 08:59:34.605
24378,2023-01-27 08:59:44.404,1010223027075918,34.1,2023-01-27 08:59:51.474
24379,2023-01-27 08:59:52.904,1010223027075926,33.9,2023-01-27 09:00:00.055
24380,2023-01-27 09:00:01.404,1010223027075934,34.0,2023-01-27 09:00:08.523
24381,2023-01-27 09:00:09.984,1010223027075943,33.9,2023-01-27 09:00:17.164
24382,2023-01-27 09:00:43.744,1010223027080017,33.8,2023-01-27 09:00:50.845
24383,2023-01-27 09:01:34.803,1010223027080108,33.7,2023-01-27 09:01:41.973
24384,2023-01-27 09:02:42.852,1010223027080216,33.8,2023-01-27 09:02:49.882
24385,2023-01-27 09:02:51.312,1010223027080224,33.7,2023-01-27 09:02:58.361
24386,2023-01-27 09:02:59.822,1010223027080233,33.8,2023-01-27 09:03:06.842
24387,2023-01-27 09:03:08.213,1010223027080241,33.7,2023-01-27 09:03:15.332
24388,2023-01-27 09:03:27.153,1010223027080258,33.8,2023-01-27 09:03:34.211
24389,2023-01-27 09:52:57.571,1010223027085229,33.8,2023-01-27 09:53:17.401
24390,2023-01-27 09:53:40.589,1010123027085324,34.0,2023-01-27 09:53:49.109
24391,2023-01-27 10:19:39.256,1010123027085846,33.8,2023-01-27 10:19:47.625
24392,2023-01-27 10:20:26.676,1010123027091956,32.7,2023-01-27 10:20:35.144
24393,2023-01-27 10:22:51.743,1010123027092219,30.9,2023-01-27 10:23:00.181
24394,2023-01-27 10:48:26.773,1010123027094756,31.4,2023-01-27 10:48:35.263
24395,2023-01-27 10:48:48.332,1010123027094805,31.6,2023-01-27 10:48:56.871
24396,2023-01-27 10:48:58.142,1010123027094814,31.7,2023-01-27 10:49:06.631
24397,2023-01-27 10:55:53.214,1010123027095522,34.2,2023-01-27 10:56:01.664
24398,2023-01-27 10:56:21.404,1010123027095531,33.6,2023-01-27 10:56:29.854
24399,2023-01-27 11:01:39.219,1010123027100108,33.1,2023-01-27 11:01:47.727
24400,2023-01-27 11:02:27.608,1010123027100118,33.9,2023-01-27 11:02:36.187
24401,2023-01-27 11:02:37.487,1010123027100126,34.0,2023-01-27 11:02:45.926
24402,2023-01-27 11:08:45.130,1010223027100814,33.6,2023-01-27 11:08:53.519
24403,2023-01-27 11:09:07.430,1010223027100823,33.4,2023-01-27 11:09:15.918
24404,2023-01-27 11:10:20.898,1010223027100950,32.8,2023-01-27 11:10:29.407
24405,2023-01-27 11:10:39.657,1010223027101008,32.7,2023-01-27 11:10:48.068
24406,2023-01-27 11:41:45.825,1010223027104108,34.4,2023-01-27 11:41:54.243
24407,2023-01-27 11:42:20.394,1010223027104127,34.0,2023-01-27 11:42:28.835
24408,2023-01-27 11:42:39.365,1010223027104142,33.8,2023-01-27 11:42:47.763
24409,2023-01-27 11:43:44.404,1010223027104151,33.1,2023-01-27 11:43:52.983
24410,2023-01-27 13:29:33.020,1010223027122851,33.0,2023-01-27 13:29:41.529
24411,2023-01-27 13:29:51.831,1010223027122909,33.1,2023-01-27 13:30:00.250
24412,2023-01-27 14:37:13.983,1010223027133521,32.2,2023-01-27 14:39:03.010
24413,2023-01-27 14:39:08.842,1010123027133531,32.0,2023-01-27 14:39:15.921
24414,2023-01-27 14:39:37.941,1010123027133540,31.7,2023-01-27 14:39:45.061
24415,2023-01-27 15:02:32.516,1010123027133549,33.3,2023-01-27 15:02:39.746
24416,2023-01-27 15:03:34.875,1010123027133702,33.5,2023-01-27 15:03:42.003
24417,2023-01-27 15:03:53.055,1010123027133926,33.6,2023-01-27 15:04:00.124
24418,2023-01-27 15:04:02.144,1010123027133955,33.5,2023-01-27 15:04:09.164
24419,2023-01-27 15:04:29.444,1010123027140403,33.4,2023-01-27 15:04:36.533
24420,2023-01-27 15:10:06.407,1010123027140422,30.5,2023-01-27 15:10:13.526
24421,2023-01-27 15:10:29.346,1010123027140432,30.8,2023-01-27 15:10:36.516
24422,2023-01-27 15:10:39.756,1010123027140442,31.0,2023-01-27 15:10:46.796
24423,2023-01-27 15:10:58.306,1010123027140649,31.2,2023-01-27 15:11:05.415
24424,2023-01-27 15:11:07.677,1010123027141025,31.3,2023-01-27 15:11:14.746
24425,2023-01-27 15:11:16.746,1010123027141046,31.5,2023-01-27 15:11:23.815
24426,2023-01-27 15:11:26.206,1010123027141057,31.7,2023-01-27 15:11:33.345
24427,2023-01-27 15:11:35.345,1010123027141106,31.8,2023-01-27 15:11:42.365
24428,2023-01-27 15:11:44.676,1010123027141116,32.0,2023-01-27 15:11:51.815
24429,2023-01-27 15:11:53.926,1010123027141126,32.1,2023-01-27 15:12:01.015
24430,2023-01-27 15:12:03.276,1010123027141135,32.2,2023-01-27 15:12:10.295
24431,2023-01-27 15:12:12.466,1010123027141145,32.4,2023-01-27 15:12:19.575
24432,2023-01-27 15:12:21.734,1010123027141154,32.5,2023-01-27 15:12:28.765
24433,2023-01-27 15:12:31.085,1010123027141204,32.7,2023-01-27 15:12:38.134
24434,2023-01-27 15:12:40.394,1010123027141213,32.8,2023-01-27 15:12:47.414
24435,2023-01-27 15:12:49.654,1010123027141223,32.9,2023-01-27 15:12:56.773
24436,2023-01-27 15:12:58.753,1010123027141232,33.0,2023-01-27 15:13:05.812
24437,2023-01-27 15:13:08.104,1010123027141242,33.2,2023-01-27 15:13:15.173
24438,2023-01-27 15:13:17.334,1010123027141252,33.3,2023-01-27 15:13:24.453
24439,2023-01-27 15:13:26.733,1010123027141301,33.4,2023-01-27 15:13:33.813
24440,2023-01-27 15:13:35.983,1010123027141311,33.5,2023-01-27 15:13:43.013
24441,2023-01-27 15:13:45.263,1010123027141320,33.6,2023-01-27 15:13:52.302
24442,2023-01-27 15:13:54.503,1010123027141330,33.7,2023-01-27 15:14:01.572
24443,2023-01-27 15:14:04.032,1010123027141339,33.8,2023-01-27 15:14:11.003
24444,2023-01-27 15:14:13.263,1010123027141349,33.9,2023-01-27 15:14:20.302
24445,2023-01-27 15:14:31.852,1010123027141408,34.0,2023-01-27 15:14:38.861
24446,2023-01-27 15:14:41.122,1010123027141418,34.1,2023-01-27 15:14:48.223
24447,2023-01-27 15:14:50.352,1010123027141427,34.2,2023-01-27 15:14:57.502
24448,2023-01-27 15:15:08.861,1010123027141447,34.3,2023-01-27 15:15:15.901
24449,2023-01-27 15:15:27.371,1010123027141506,34.4,2023-01-27 15:15:34.460
24450,2023-01-27 15:15:55.190,1010123027141535,34.3,2023-01-27 15:16:02.301
24451,2023-01-27 15:16:04.530,1010123027141544,34.4,2023-01-27 15:16:11.661
24452,2023-01-27 15:16:13.821,1010123027141554,34.1,2023-01-27 15:16:20.940
24453,2023-01-27 15:16:23.089,1010123027141603,34.0,2023-01-27 15:16:30.138
24454,2023-01-27 15:16:32.309,1010123027141613,33.9,2023-01-27 15:16:39.408
24455,2023-01-27 15:16:41.670,1010123027141623,33.8,2023-01-27 15:16:48.698
24456,2023-01-27 15:16:51.029,1010123027141632,33.7,2023-01-27 15:16:58.130
24457,2023-01-27 15:17:00.720,1010123027141642,33.5,2023-01-27 15:17:07.740
24458,2023-01-27 15:17:10.380,1010123027141652,33.3,2023-01-27 15:17:17.499
24459,2023-01-27 15:17:19.920,1010123027141701,33.2,2023-01-27 15:17:27.019
24460,2023-01-27 15:17:29.598,1010123027141711,33.1,2023-01-27 15:17:36.618
24461,2023-01-27 15:17:39.249,1010123027141721,33.0,2023-01-27 15:17:46.309
24462,2023-01-27 15:17:48.928,1010123027141730,32.8,2023-01-27 15:17:55.987
24463,2023-01-27 15:17:58.438,1010123027141740,32.7,2023-01-27 15:18:05.578
24464,2023-01-27 15:18:08.138,1010123027141749,32.5,2023-01-27 15:18:15.188
24465,2023-01-27 15:18:26.937,1010123027141809,32.4,2023-01-27 15:18:33.976
24466,2023-01-27 15:18:35.977,1010123027141818,32.3,2023-01-27 15:18:43.016
24467,2023-01-27 15:18:45.487,1010123027141828,32.2,2023-01-27 15:18:52.538
24468,2023-01-27 15:18:55.128,1010123027141838,32.1,2023-01-27 15:19:02.147
24469,2023-01-27 15:19:04.778,1010123027141847,32.0,2023-01-27 15:19:11.828
24470,2023-01-27 15:19:14.528,1010123027141857,31.9,2023-01-27 15:19:21.586
24471,2023-01-27 15:19:33.697,1010123027141916,31.7,2023-01-27 15:19:40.857
24472,2023-01-27 15:19:43.296,1010123027141926,31.8,2023-01-27 15:19:50.387
24473,2023-01-27 15:19:52.815,1010123027141936,31.7,2023-01-27 15:19:59.905
24474,2023-01-27 15:20:12.226,1010123027141955,31.6,2023-01-27 15:20:19.345
24475,2023-01-27 15:20:50.936,1010123027142034,31.7,2023-01-27 15:20:57.983
24476,2023-01-27 15:21:00.654,1010123027142043,31.6,2023-01-27 15:21:07.744
24477,2023-01-27 15:21:10.325,1010123027142053,31.7,2023-01-27 15:21:17.424
24478,2023-01-27 15:21:20.045,1010123027142103,31.8,2023-01-27 15:21:27.184
24479,2023-01-27 15:21:29.634,1010123027142112,31.7,2023-01-27 15:21:36.704
24480,2023-01-27 15:21:39.384,1010123027142122,31.9,2023-01-27 15:21:46.464
24481,2023-01-27 15:21:49.005,1010123027142132,31.8,2023-01-27 15:21:56.063
24482,2023-01-27 15:21:58.713,1010123027142142,31.9,2023-01-27 15:22:05.823
24483,2023-01-27 15:22:18.094,1010123027142201,32.0,2023-01-27 15:22:25.102
24484,2023-01-27 15:23:26.151,1010123027142309,32.1,2023-01-27 15:23:33.262
24485,2023-01-27 15:23:45.451,1010123027142328,32.2,2023-01-27 15:23:52.460
24486,2023-01-27 15:24:04.532,1010123027142348,32.1,2023-01-27 15:24:11.661
24487,2023-01-27 15:24:14.391,1010123027142358,32.2,2023-01-27 15:24:21.522
24488,2023-01-27 15:24:24.151,1010123027142407,32.3,2023-01-27 15:24:31.200
24489,2023-01-27 15:25:02.921,1010123027142446,32.4,2023-01-27 15:25:09.990
24490,2023-01-27 15:25:12.750,1010123027142456,32.5,2023-01-27 15:25:19.910
24491,2023-01-27 15:25:32.240,1010123027142515,32.6,2023-01-27 15:25:39.269
24492,2023-01-27 15:25:51.589,1010123027142535,32.5,2023-01-27 15:25:58.710
24493,2023-01-27 15:26:20.839,1010123027142604,32.6,2023-01-27 15:26:27.987
24494,2023-01-27 15:26:59.947,1010123027142643,32.5,2023-01-27 15:27:07.026
24495,2023-01-27 15:27:29.247,1010123027142713,32.4,2023-01-27 15:27:36.316
24496,2023-01-27 15:27:58.757,1010123027142742,32.3,2023-01-27 15:28:05.826
24497,2023-01-27 15:28:08.348,1010123027142752,32.4,2023-01-27 15:28:15.506
24498,2023-01-27 15:28:18.157,1010123027142802,32.3,2023-01-27 15:28:25.266
24499,2023-01-27 15:28:28.147,1010123027142811,32.2,2023-01-27 15:28:35.196
24500,2023-01-27 15:28:57.387,1010123027142841,32.1,2023-01-27 15:29:04.556
24501,2023-01-27 15:29:16.836,1010123027142900,32.0,2023-01-27 15:29:23.915
24502,2023-01-27 15:29:36.335,1010123027142920,31.9,2023-01-27 15:29:43.436
24503,2023-01-27 15:30:15.635,1010123027142959,32.0,2023-01-27 15:30:22.716
24504,2023-01-27 15:30:35.186,1010123027143018,32.2,2023-01-27 15:30:42.236
24505,2023-01-27 15:30:54.644,1010123027143038,32.3,2023-01-27 15:31:01.674
24506,2023-01-27 15:31:04.605,1010123027143048,32.4,2023-01-27 15:31:11.694
24507,2023-01-27 15:31:24.184,1010123027143107,32.6,2023-01-27 15:31:31.204
24508,2023-01-27 15:31:43.694,1010123027143127,32.5,2023-01-27 15:31:50.795
24509,2023-01-27 15:31:53.483,1010123027143137,32.6,2023-01-27 15:32:00.644
24510,2023-01-27 15:32:03.313,1010123027143147,32.5,2023-01-27 15:32:10.403
24511,2023-01-27 15:32:13.053,1010123027143156,32.6,2023-01-27 15:32:20.153
24512,2023-01-27 15:32:22.944,1010123027143206,32.7,2023-01-27 15:32:30.073
24513,2023-01-27 15:32:42.453,1010123027143226,32.8,2023-01-27 15:32:49.523
24514,2023-01-27 15:33:02.154,1010123027143245,32.9,2023-01-27 15:33:09.193
24515,2023-01-27 15:33:31.423,1010123027143315,33.0,2023-01-27 15:33:38.471
24516,2023-01-27 15:33:41.243,1010123027143325,33.1,2023-01-27 15:33:48.312
24517,2023-01-27 15:34:10.562,1010123027143354,33.2,2023-01-27 15:34:17.602
24518,2023-01-27 15:34:30.122,1010123027143413,33.3,2023-01-27 15:34:37.203
24519,2023-01-27 15:34:49.153,1010123027143432,33.4,2023-01-27 15:34:56.151
24520,2023-01-27 15:35:07.631,1010123027143449,33.5,2023-01-27 15:35:14.631
24521,2023-01-27 15:35:43.961,1010123027143524,33.6,2023-01-27 15:35:51.111
24522,2023-01-27 15:35:53.040,1010123027143532,33.5,2023-01-27 15:36:00.151
24523,2023-01-27 15:36:02.111,1010123027143541,33.6,2023-01-27 15:36:09.190
24524,2023-01-27 15:36:47.680,1010123027143624,33.7,2023-01-27 15:36:54.710
24525,2023-01-27 15:36:56.811,1010123027143633,33.8,2023-01-27 15:37:03.911
24526,2023-01-27 15:37:51.609,1010123027143725,33.7,2023-01-27 15:37:58.709
24527,2023-01-27 15:38:00.888,1010123027143734,33.9,2023-01-27 15:38:07.908
24528,2023-01-27 15:38:10.170,1010123027143742,33.8,2023-01-27 15:38:17.200
24529,2023-01-27 15:38:28.677,1010123027143800,33.9,2023-01-27 15:38:35.747
24530,2023-01-27 15:38:38.009,1010123027143808,33.8,2023-01-27 15:38:45.108
24531,2023-01-27 15:38:47.148,1010123027143817,33.9,2023-01-27 15:38:54.239
24532,2023-01-27 15:39:33.598,1010123027143903,34.0,2023-01-27 15:39:40.638
24533,2023-01-27 15:39:42.908,1010123027143913,33.9,2023-01-27 15:39:49.999
24534,2023-01-27 15:40:48.007,1010123027144018,33.8,2023-01-27 15:40:55.108
24535,2023-01-27 15:41:15.737,1010123027144046,33.6,2023-01-27 15:41:22.796
24536,2023-01-27 15:41:25.147,1010123027144055,33.5,2023-01-27 15:41:32.236
24537,2023-01-27 15:41:34.357,1010123027144104,33.4,2023-01-27 15:41:41.436
24538,2023-01-27 15:41:43.607,1010123027144113,33.2,2023-01-27 15:41:50.637
24539,2023-01-27 15:41:52.957,1010123027144123,33.1,2023-01-27 15:42:00.006
24540,2023-01-27 15:42:02.165,1010123027144132,33.0,2023-01-27 15:42:09.276
24541,2023-01-27 15:42:11.516,1010123027144141,32.8,2023-01-27 15:42:18.556
24542,2023-01-27 15:42:20.676,1010123027144151,32.7,2023-01-27 15:42:27.765
24543,2023-01-27 15:42:29.996,1010123027144200,32.6,2023-01-27 15:42:37.045
24544,2023-01-27 15:42:48.555,1010123027144218,32.4,2023-01-27 15:42:55.605
24545,2023-01-27 15:42:57.845,1010123027144228,32.3,2023-01-27 15:43:04.875
24546,2023-01-27 15:43:25.696,1010123027144255,32.2,2023-01-27 15:43:32.716
24547,2023-01-27 15:43:44.095,1010123027144314,32.1,2023-01-27 15:43:51.196
24548,2023-01-27 15:44:02.625,1010123027144332,32.0,2023-01-27 15:44:09.755
24549,2023-01-27 15:44:30.565,1010123027144400,31.9,2023-01-27 15:44:37.684
