,time,TraceabilityCode,CushionWaterTemperature,time.value
12035,2023-01-18 05:30:45.486,1010223018043015,33.4,2023-01-18 05:30:53.187
12036,2023-01-18 05:31:02.976,1010223018043033,33.3,2023-01-18 05:31:10.536
12037,2023-01-18 05:31:20.826,1010223018043051,33.2,2023-01-18 05:31:28.516
12038,2023-01-18 05:31:56.625,1010223018043126,33.1,2023-01-18 05:32:04.305
12039,2023-01-18 05:32:14.384,1010223018043144,33.2,2023-01-18 05:32:22.073
12040,2023-01-18 05:32:23.144,1010223018043153,33.1,2023-01-18 05:32:30.704
12041,2023-01-18 05:32:41.055,1010223018043211,33.2,2023-01-18 05:32:48.634
12042,2023-01-18 05:32:49.934,1010223018043219,33.1,2023-01-18 05:32:57.594
12043,2023-01-18 05:33:07.743,1010223018043237,33.2,2023-01-18 05:33:15.434
12044,2023-01-18 05:33:16.303,1010223018043246,33.1,2023-01-18 05:33:23.973
12045,2023-01-18 05:33:43.072,1010223018043313,33.2,2023-01-18 05:33:50.713
12046,2023-01-18 05:34:27.513,1010223018043357,33.3,2023-01-18 05:34:35.173
12047,2023-01-18 05:34:54.213,1010223018043424,33.4,2023-01-18 05:35:01.913
12048,2023-01-18 05:35:20.802,1010223018043451,33.5,2023-01-18 05:35:28.552
12049,2023-01-18 05:35:38.691,1010223018043508,33.6,2023-01-18 05:35:46.301
12050,2023-01-18 05:35:56.621,1010223018043526,33.7,2023-01-18 05:36:04.240
12051,2023-01-18 05:36:05.131,1010223018043535,33.6,2023-01-18 05:36:12.841
12052,2023-01-18 05:36:31.901,1010223018043602,33.7,2023-01-18 05:36:39.592
12053,2023-01-18 05:36:49.762,1010223018043619,33.8,2023-01-18 05:36:57.361
12054,2023-01-18 05:37:42.921,1010223018043713,33.9,2023-01-18 05:37:50.561
12055,2023-01-18 05:37:51.680,1010223018043721,33.8,2023-01-18 05:37:59.270
12056,2023-01-18 05:38:00.551,1010223018043731,33.9,2023-01-18 05:38:08.269
12057,2023-01-18 05:38:53.890,1010223018043824,33.8,2023-01-18 05:39:01.519
12058,2023-01-18 05:40:00.009,1010223018043917,33.7,2023-01-18 05:40:07.677
12059,2023-01-18 05:40:17.688,1010223018043948,33.6,2023-01-18 05:40:25.348
12060,2023-01-18 05:40:44.418,1010223018044014,33.5,2023-01-18 05:40:52.059
12061,2023-01-18 05:41:28.477,1010223018044059,33.4,2023-01-18 05:41:36.147
12062,2023-01-18 05:41:55.368,1010223018044125,33.3,2023-01-18 05:42:03.046
12063,2023-01-18 05:42:12.947,1010223018044143,33.2,2023-01-18 05:42:20.647
12064,2023-01-18 05:42:39.526,1010223018044210,33.1,2023-01-18 05:42:47.194
12065,2023-01-18 05:42:57.055,1010223018044227,33.2,2023-01-18 05:43:04.765
12066,2023-01-18 05:43:06.125,1010223018044236,33.1,2023-01-18 05:43:13.755
12067,2023-01-18 05:43:23.956,1010223018044254,33.0,2023-01-18 05:43:31.515
12068,2023-01-18 05:43:32.786,1010223018044303,33.1,2023-01-18 05:43:40.434
12069,2023-01-18 05:43:41.605,1010223018044311,33.0,2023-01-18 05:43:49.344
12070,2023-01-18 05:44:52.874,1010223018044422,32.9,2023-01-18 05:45:00.612
12071,2023-01-18 05:45:01.703,1010223018044431,33.0,2023-01-18 05:45:09.354
12072,2023-01-18 05:46:12.782,1010223018044542,33.1,2023-01-18 05:46:20.440
12073,2023-01-18 05:46:21.542,1010223018044552,33.0,2023-01-18 05:46:29.190
12074,2023-01-18 05:46:39.482,1010223018044609,33.1,2023-01-18 05:46:47.101
12075,2023-01-18 05:47:32.210,1010223018044645,33.2,2023-01-18 05:47:39.849
12076,2023-01-18 05:47:40.970,1010223018044654,33.1,2023-01-18 05:47:48.551
12077,2023-01-18 05:48:07.549,1010223018044738,33.2,2023-01-18 05:48:15.198
12078,2023-01-18 05:51:05.197,1010223018045035,33.3,2023-01-18 05:51:12.796
12079,2023-01-18 05:51:14.197,1010223018045044,33.4,2023-01-18 05:51:21.967
12080,2023-01-18 05:51:31.967,1010223018045102,33.5,2023-01-18 05:51:39.625
12081,2023-01-18 05:51:40.825,1010223018045111,33.6,2023-01-18 05:51:48.615
12082,2023-01-18 05:51:49.815,1010223018045119,33.8,2023-01-18 05:51:57.434
12083,2023-01-18 05:52:07.436,1010223018045137,34.0,2023-01-18 05:52:15.125
12084,2023-01-18 05:52:25.305,1010223018045155,34.1,2023-01-18 05:52:32.936
12085,2023-01-18 05:52:34.025,1010223018045204,34.2,2023-01-18 05:52:41.674
12086,2023-01-18 05:52:43.125,1010223018045213,34.3,2023-01-18 05:52:50.795
12087,2023-01-18 05:52:51.775,1010223018045222,34.4,2023-01-18 05:52:59.483
12088,2023-01-18 05:53:09.674,1010223018045240,34.5,2023-01-18 05:53:17.332
12089,2023-01-18 05:53:18.334,1010223018045248,34.6,2023-01-18 05:53:25.913
12090,2023-01-18 05:53:45.233,1010223018045315,34.7,2023-01-18 05:53:52.914
12091,2023-01-18 05:54:02.823,1010223018045333,34.8,2023-01-18 05:54:10.473
12092,2023-01-18 05:54:11.663,1010223018045342,34.7,2023-01-18 05:54:19.282
12093,2023-01-18 05:54:29.663,1010223018045400,34.8,2023-01-18 05:54:37.361
12094,2023-01-18 05:57:57.779,1010223018045453,34.2,2023-01-18 05:58:05.408
12095,2023-01-18 05:58:06.668,1010223018045502,34.0,2023-01-18 05:58:14.338
12096,2023-01-18 05:58:15.709,1010223018045510,33.9,2023-01-18 05:58:23.427
12097,2023-01-18 05:58:24.549,1010223018045519,33.8,2023-01-18 05:58:32.237
12098,2023-01-18 05:58:42.299,1010223018045812,33.6,2023-01-18 05:58:49.979
12099,2023-01-18 05:58:51.219,1010223018045821,33.5,2023-01-18 05:58:58.809
12100,2023-01-18 05:59:00.118,1010223018045830,33.6,2023-01-18 05:59:07.687
12101,2023-01-18 05:59:08.947,1010223018045839,33.4,2023-01-18 05:59:16.608
12102,2023-01-18 05:59:26.719,1010223018045857,33.3,2023-01-18 05:59:34.407
12103,2023-01-18 05:59:35.447,1010223018045906,33.2,2023-01-18 05:59:43.038
12104,2023-01-18 05:59:53.358,1010223018045923,33.0,2023-01-18 06:00:01.048
12105,2023-01-18 06:00:46.766,1010223018050016,32.9,2023-01-18 06:00:54.315
12106,2023-01-18 06:01:48.986,1010223018050119,33.0,2023-01-18 06:01:56.697
12107,2023-01-18 06:03:26.036,1010223018050221,33.1,2023-01-18 06:03:33.746
12108,2023-01-18 06:03:52.474,1010223018050248,33.2,2023-01-18 06:04:00.085
12109,2023-01-18 06:04:10.414,1010223018050340,33.3,2023-01-18 06:04:18.134
12110,2023-01-18 06:04:36.983,1010223018050407,33.4,2023-01-18 06:04:44.642
12111,2023-01-18 06:05:12.293,1010223018050442,33.3,2023-01-18 06:05:19.953
12112,2023-01-18 06:05:21.364,1010223018050451,33.4,2023-01-18 06:05:28.983
12113,2023-01-18 06:05:56.864,1010223018050527,33.5,2023-01-18 06:06:04.453
12114,2023-01-18 06:06:14.703,1010223018050545,33.4,2023-01-18 06:06:22.342
12115,2023-01-18 06:06:23.673,1010223018050554,33.5,2023-01-18 06:06:31.342
12116,2023-01-18 06:07:07.851,1010223018050638,33.6,2023-01-18 06:07:15.492
12117,2023-01-18 06:07:16.871,1010223018050647,33.5,2023-01-18 06:07:24.582
12118,2023-01-18 06:07:25.742,1010223018050656,33.6,2023-01-18 06:07:33.381
12119,2023-01-18 06:07:34.631,1010223018050705,33.5,2023-01-18 06:07:42.322
12120,2023-01-18 06:08:18.832,1010223018050749,33.4,2023-01-18 06:08:26.460
12121,2023-01-18 06:08:27.911,1010223018050757,33.5,2023-01-18 06:08:35.609
12122,2023-01-18 06:08:36.500,1010223018050807,33.4,2023-01-18 06:08:44.130
12123,2023-01-18 06:09:20.881,1010223018050851,33.3,2023-01-18 06:09:28.569
12124,2023-01-18 06:09:38.861,1010223018050909,33.2,2023-01-18 06:09:46.500
12125,2023-01-18 06:10:22.779,1010223018050953,33.1,2023-01-18 06:10:30.369
12126,2023-01-18 06:10:31.859,1010223018051002,33.2,2023-01-18 06:10:39.539
12127,2023-01-18 06:10:40.630,1010223018051011,33.1,2023-01-18 06:10:48.279
12128,2023-01-18 06:10:49.930,1010223018051020,33.0,2023-01-18 06:10:57.539
12129,2023-01-18 06:11:25.279,1010223018051055,32.9,2023-01-18 06:11:32.967
12130,2023-01-18 06:11:51.819,1010223018051122,32.8,2023-01-18 06:11:59.469
12131,2023-01-18 06:12:42.588,1010223018051140,32.7,2023-01-18 06:12:50.328
12132,2023-01-18 06:13:00.138,1010223018051157,32.8,2023-01-18 06:13:07.867
12133,2023-01-18 06:13:09.118,1010223018051206,32.7,2023-01-18 06:13:16.826
12134,2023-01-18 06:13:18.038,1010223018051215,32.6,2023-01-18 06:13:25.737
12135,2023-01-18 06:13:35.806,1010223018051306,32.7,2023-01-18 06:13:43.466
12136,2023-01-18 06:13:44.986,1010223018051314,32.6,2023-01-18 06:13:52.575
12137,2023-01-18 06:14:02.645,1010223018051333,32.7,2023-01-18 06:14:10.395
12138,2023-01-18 06:14:20.377,1010223018051350,32.8,2023-01-18 06:14:27.976
12139,2023-01-18 06:14:29.197,1010223018051359,33.0,2023-01-18 06:14:36.825
12140,2023-01-18 06:14:38.236,1010223018051408,33.1,2023-01-18 06:14:45.885
12141,2023-01-18 06:14:55.986,1010223018051426,33.2,2023-01-18 06:15:03.615
12142,2023-01-18 06:15:04.635,1010223018051435,33.4,2023-01-18 06:15:12.256
12143,2023-01-18 06:15:13.716,1010223018051444,33.5,2023-01-18 06:15:21.526
12144,2023-01-18 06:15:22.756,1010223018051453,33.6,2023-01-18 06:15:30.415
12145,2023-01-18 06:15:31.595,1010223018051501,33.7,2023-01-18 06:15:39.216
12146,2023-01-18 06:15:40.645,1010223018051510,33.8,2023-01-18 06:15:48.276
12147,2023-01-18 06:15:58.186,1010223018051528,33.9,2023-01-18 06:16:05.855
12148,2023-01-18 06:16:07.325,1010223018051537,34.0,2023-01-18 06:16:15.015
12149,2023-01-18 06:16:44.515,1010223018051546,34.2,2023-01-18 06:16:52.263
12150,2023-01-18 06:17:28.983,1010223018051659,34.5,2023-01-18 06:17:36.733
12151,2023-01-18 06:17:46.834,1010223018051716,34.6,2023-01-18 06:17:54.542
12152,2023-01-18 06:19:01.342,1010223018051752,34.7,2023-01-18 06:19:09.020
12153,2023-01-18 06:19:10.121,1010223018051801,34.8,2023-01-18 06:19:17.801
12154,2023-01-18 06:19:36.772,1010223018051828,34.9,2023-01-18 06:19:44.621
12155,2023-01-18 06:19:45.721,1010223018051916,34.8,2023-01-18 06:19:53.301
12156,2023-01-18 06:26:57.625,1010123018052629,32.5,2023-01-18 06:27:05.315
12157,2023-01-18 06:28:09.094,1010123018052703,32.6,2023-01-18 06:28:16.733
12158,2023-01-18 06:28:17.983,1010123018052712,32.7,2023-01-18 06:28:25.782
12159,2023-01-18 06:29:11.263,1010123018052841,32.8,2023-01-18 06:29:18.903
12160,2023-01-18 06:29:20.094,1010123018052850,32.9,2023-01-18 06:29:27.634
12161,2023-01-18 06:29:50.773,1010123018052859,33.0,2023-01-18 06:29:58.523
12162,2023-01-18 06:29:59.622,1010123018052908,32.9,2023-01-18 06:30:07.312
12163,2023-01-18 06:30:17.552,1010123018052926,33.0,2023-01-18 06:30:25.191
12164,2023-01-18 06:30:26.392,1010123018052934,33.1,2023-01-18 06:30:34.023
12165,2023-01-18 06:30:53.122,1010123018053023,33.2,2023-01-18 06:31:00.752
12166,2023-01-18 06:31:01.792,1010123018053032,33.3,2023-01-18 06:31:09.371
12167,2023-01-18 06:31:10.772,1010123018053041,33.4,2023-01-18 06:31:18.440
12168,2023-01-18 06:31:19.732,1010123018053050,33.6,2023-01-18 06:31:27.440
12169,2023-01-18 06:31:37.312,1010123018053107,33.8,2023-01-18 06:31:44.921
12170,2023-01-18 06:31:46.262,1010123018053116,33.9,2023-01-18 06:31:53.841
12171,2023-01-18 06:31:55.221,1010123018053125,34.0,2023-01-18 06:32:02.831
12172,2023-01-18 06:32:04.012,1010123018053134,34.2,2023-01-18 06:32:11.641
12173,2023-01-18 06:32:21.901,1010123018053152,34.3,2023-01-18 06:32:29.641
12174,2023-01-18 06:35:26.098,1010123018053210,34.5,2023-01-18 06:35:33.838
12175,2023-01-18 06:35:40.128,1010123018053218,34.4,2023-01-18 06:35:47.868
12176,2023-01-18 06:35:59.398,1010123018053236,34.4,2023-01-18 06:36:07.056
12177,2023-01-18 06:36:17.338,1010123018053540,34.3,2023-01-18 06:36:25.066
12178,2023-01-18 06:36:25.967,1010123018053555,34.2,2023-01-18 06:36:33.546
12179,2023-01-18 06:36:34.767,1010123018053606,34.1,2023-01-18 06:36:42.437
12180,2023-01-18 06:36:52.638,1010123018053623,34.0,2023-01-18 06:37:00.267
12181,2023-01-18 06:37:01.697,1010123018053632,33.9,2023-01-18 06:37:09.276
12182,2023-01-18 06:37:10.558,1010123018053640,33.8,2023-01-18 06:37:18.128
12183,2023-01-18 06:37:19.538,1010123018053649,33.6,2023-01-18 06:37:27.267
12184,2023-01-18 06:37:28.298,1010123018053658,33.5,2023-01-18 06:37:36.006
12185,2023-01-18 06:37:37.427,1010123018053707,33.3,2023-01-18 06:37:45.086
12186,2023-01-18 06:37:55.127,1010123018053725,33.1,2023-01-18 06:38:02.756
12187,2023-01-18 06:38:12.677,1010123018053743,32.9,2023-01-18 06:38:20.325
12188,2023-01-18 06:38:30.476,1010123018053801,32.8,2023-01-18 06:38:38.046
12189,2023-01-18 06:38:39.426,1010123018053809,32.7,2023-01-18 06:38:47.145
12190,2023-01-18 06:39:06.165,1010123018053836,32.6,2023-01-18 06:39:13.815
12191,2023-01-18 06:39:14.956,1010123018053845,32.7,2023-01-18 06:39:22.605
12192,2023-01-18 06:39:24.026,1010123018053854,32.6,2023-01-18 06:39:31.615
12193,2023-01-18 06:40:46.595,1010123018053956,32.7,2023-01-18 06:40:54.375
12194,2023-01-18 06:41:31.033,1010123018054101,32.8,2023-01-18 06:41:38.743
12195,2023-01-18 06:41:57.404,1010123018054127,32.9,2023-01-18 06:42:05.112
12196,2023-01-18 06:42:15.443,1010123018054145,33.0,2023-01-18 06:42:23.131
12197,2023-01-18 06:42:42.082,1010123018054212,33.1,2023-01-18 06:42:49.812
12198,2023-01-18 06:43:26.371,1010123018054257,33.2,2023-01-18 06:43:34.061
12199,2023-01-18 06:43:44.092,1010123018054314,33.3,2023-01-18 06:43:51.720
12200,2023-01-18 06:44:11.641,1010123018054323,33.4,2023-01-18 06:44:19.401
12201,2023-01-18 06:44:47.369,1010123018054358,33.5,2023-01-18 06:44:55.130
12202,2023-01-18 06:45:13.980,1010123018054444,33.4,2023-01-18 06:45:21.569
12203,2023-01-18 06:45:22.730,1010123018054453,33.5,2023-01-18 06:45:30.319
12204,2023-01-18 06:46:15.828,1010123018054546,33.6,2023-01-18 06:46:23.489
12205,2023-01-18 06:46:24.668,1010123018054555,33.5,2023-01-18 06:46:32.408
12206,2023-01-18 06:53:10.552,1010123018055243,34.0,2023-01-18 06:53:18.252
12207,2023-01-18 06:53:28.312,1010123018055259,34.1,2023-01-18 06:53:35.900
12208,2023-01-18 06:53:37.131,1010123018055307,34.2,2023-01-18 06:53:44.770
12209,2023-01-18 06:54:03.940,1010123018055334,34.3,2023-01-18 06:54:11.571
12210,2023-01-18 06:54:21.510,1010123018055351,34.4,2023-01-18 06:54:29.170
12211,2023-01-18 06:54:57.089,1010123018055427,34.5,2023-01-18 06:55:04.819
12212,2023-01-18 06:55:06.119,1010123018055436,34.4,2023-01-18 06:55:13.650
12213,2023-01-18 06:55:14.990,1010123018055445,34.5,2023-01-18 06:55:22.698
12214,2023-01-18 06:55:32.599,1010123018055502,34.6,2023-01-18 06:55:40.219
12215,2023-01-18 06:56:08.068,1010123018055538,34.7,2023-01-18 06:56:15.736
12216,2023-01-18 06:56:16.868,1010123018055547,34.6,2023-01-18 06:56:24.526
12217,2023-01-18 06:56:25.828,1010123018055556,34.7,2023-01-18 06:56:33.486
12218,2023-01-18 06:56:43.467,1010123018055614,34.8,2023-01-18 06:56:51.007
12219,2023-01-18 06:56:52.237,1010123018055622,34.7,2023-01-18 06:56:59.806
12220,2023-01-18 06:57:01.207,1010123018055631,34.8,2023-01-18 06:57:08.766
12221,2023-01-18 06:57:19.086,1010123018055649,34.7,2023-01-18 06:57:26.686
12222,2023-01-18 06:57:36.736,1010123018055706,34.6,2023-01-18 06:57:44.365
12223,2023-01-18 06:57:45.706,1010123018055715,34.5,2023-01-18 06:57:53.335
12224,2023-01-18 06:58:03.526,1010123018055733,34.3,2023-01-18 06:58:11.244
12225,2023-01-18 06:58:12.555,1010123018055742,34.2,2023-01-18 06:58:20.204
12226,2023-01-18 06:58:21.266,1010123018055751,34.0,2023-01-18 06:58:28.924
12227,2023-01-18 06:58:30.246,1010123018055800,33.9,2023-01-18 06:58:37.895
12228,2023-01-18 06:58:39.026,1010123018055809,33.8,2023-01-18 06:58:46.686
12229,2023-01-18 06:58:47.875,1010123018055818,33.7,2023-01-18 06:58:55.496
12230,2023-01-18 06:58:56.696,1010123018055827,33.6,2023-01-18 06:59:04.296
12231,2023-01-18 06:59:05.575,1010123018055836,33.5,2023-01-18 06:59:13.253
12232,2023-01-18 06:59:14.724,1010123018055845,33.4,2023-01-18 06:59:22.375
12233,2023-01-18 06:59:41.374,1010123018055911,33.2,2023-01-18 06:59:49.003
12234,2023-01-18 06:59:59.023,1010123018055929,33.1,2023-01-18 07:00:06.684
12235,2023-01-18 07:00:25.573,1010123018055956,33.0,2023-01-18 07:00:33.253
12236,2023-01-18 07:01:10.473,1010123018060040,32.9,2023-01-18 07:01:18.122
12237,2023-01-18 07:01:45.881,1010123018060116,32.8,2023-01-18 07:01:53.651
12238,2023-01-18 07:01:55.032,1010123018060125,32.9,2023-01-18 07:02:02.730
12239,2023-01-18 07:02:03.871,1010123018060134,32.8,2023-01-18 07:02:11.500
12240,2023-01-18 07:02:12.611,1010123018060143,32.9,2023-01-18 07:02:20.250
12241,2023-01-18 07:02:48.151,1010123018060218,33.0,2023-01-18 07:02:55.819
12242,2023-01-18 07:04:08.158,1010123018060338,33.1,2023-01-18 07:04:15.818
12243,2023-01-18 07:04:17.009,1010123018060347,33.2,2023-01-18 07:04:24.687
12244,2023-01-18 07:04:34.759,1010123018060405,33.1,2023-01-18 07:04:42.447
12245,2023-01-18 07:04:52.378,1010123018060423,33.2,2023-01-18 07:05:00.068
12246,2023-01-18 07:05:27.927,1010123018060458,33.3,2023-01-18 07:05:35.576
12247,2023-01-18 07:05:54.618,1010123018060525,33.4,2023-01-18 07:06:02.288
12248,2023-01-18 07:06:03.507,1010123018060533,33.3,2023-01-18 07:06:11.176
12249,2023-01-18 07:06:30.167,1010123018060600,33.4,2023-01-18 07:06:37.734
12250,2023-01-18 07:06:56.726,1010123018060627,33.5,2023-01-18 07:07:04.375
12251,2023-01-18 07:07:14.456,1010123018060645,33.6,2023-01-18 07:07:22.144
12252,2023-01-18 07:07:23.335,1010123018060653,33.5,2023-01-18 07:07:30.934
12253,2023-01-18 07:09:18.664,1010123018060850,33.3,2023-01-18 07:09:26.223
12254,2023-01-18 07:10:38.492,1010123018061013,33.0,2023-01-18 07:10:46.131
12255,2023-01-18 07:11:05.092,1010123018061036,32.9,2023-01-18 07:11:12.680
12256,2023-01-18 07:11:22.851,1010123018061053,32.8,2023-01-18 07:11:30.450
12257,2023-01-18 07:11:49.561,1010123018061120,32.7,2023-01-18 07:11:57.171
12258,2023-01-18 07:11:58.331,1010123018061128,32.8,2023-01-18 07:12:05.980
12259,2023-01-18 07:12:07.250,1010123018061137,32.7,2023-01-18 07:12:14.938
12260,2023-01-18 07:14:02.957,1010123018061334,32.6,2023-01-18 07:14:10.618
12261,2023-01-18 07:14:11.858,1010123018061342,32.7,2023-01-18 07:14:19.588
12262,2023-01-18 07:14:20.648,1010123018061350,32.8,2023-01-18 07:14:28.298
12263,2023-01-18 07:14:29.528,1010123018061400,32.9,2023-01-18 07:14:37.177
12264,2023-01-18 07:14:38.457,1010123018061408,33.0,2023-01-18 07:14:46.056
12265,2023-01-18 07:14:47.536,1010123018061417,33.8,2023-01-18 07:14:55.186
12266,2023-01-18 07:14:56.197,1010123018061426,34.8,2023-01-18 07:15:03.776
12267,2023-01-18 07:15:05.107,1010123018061435,34.7,2023-01-18 07:15:12.786
12268,2023-01-18 07:15:14.046,1010123018061444,33.5,2023-01-18 07:15:21.667
12269,2023-01-18 07:15:23.056,1010123018061453,33.3,2023-01-18 07:15:30.625
12270,2023-01-18 07:15:40.427,1010123018061511,33.5,2023-01-18 07:15:48.056
12271,2023-01-18 07:15:58.556,1010123018061528,33.6,2023-01-18 07:16:06.226
12272,2023-01-18 07:16:07.426,1010123018061537,33.7,2023-01-18 07:16:15.026
12273,2023-01-18 07:16:16.325,1010123018061546,33.8,2023-01-18 07:16:23.974
12274,2023-01-18 07:16:33.946,1010123018061604,33.9,2023-01-18 07:16:41.494
12275,2023-01-18 07:16:42.936,1010123018061613,34.0,2023-01-18 07:16:50.535
12276,2023-01-18 07:17:00.635,1010123018061631,34.1,2023-01-18 07:17:08.295
12277,2023-01-18 07:17:09.756,1010123018061639,34.2,2023-01-18 07:17:17.426
12278,2023-01-18 07:17:58.204,1010123018061706,34.4,2023-01-18 07:18:05.914
12279,2023-01-18 07:18:07.275,1010123018061715,34.3,2023-01-18 07:18:14.944
12280,2023-01-18 07:18:16.164,1010123018061724,34.5,2023-01-18 07:18:23.755
12281,2023-01-18 07:18:24.875,1010123018061733,34.4,2023-01-18 07:18:32.463
12282,2023-01-18 07:19:11.203,1010123018061822,34.5,2023-01-18 07:19:18.862
12283,2023-01-18 07:20:48.892,1010123018062019,34.6,2023-01-18 07:20:56.552
12284,2023-01-18 07:20:57.842,1010123018062028,34.5,2023-01-18 07:21:05.513
12285,2023-01-18 07:21:42.131,1010123018062112,34.4,2023-01-18 07:21:49.760
12286,2023-01-18 07:21:50.982,1010123018062121,34.5,2023-01-18 07:21:58.710
12287,2023-01-18 07:21:59.681,1010123018062130,34.4,2023-01-18 07:22:07.351
12288,2023-01-18 07:22:08.782,1010123018062139,34.3,2023-01-18 07:22:16.322
12289,2023-01-18 07:22:17.611,1010123018062148,34.2,2023-01-18 07:22:25.272
12290,2023-01-18 07:22:26.572,1010123018062157,34.0,2023-01-18 07:22:34.391
12291,2023-01-18 07:22:35.631,1010123018062205,33.9,2023-01-18 07:22:43.270
12292,2023-01-18 07:22:44.371,1010123018062214,33.8,2023-01-18 07:22:51.980
12293,2023-01-18 07:22:53.230,1010123018062223,33.7,2023-01-18 07:23:00.869
12294,2023-01-18 07:23:02.020,1010123018062232,33.6,2023-01-18 07:23:09.571
12295,2023-01-18 07:23:10.980,1010123018062241,33.4,2023-01-18 07:23:18.631
12296,2023-01-18 07:23:19.921,1010123018062250,33.3,2023-01-18 07:23:27.750
12297,2023-01-18 07:23:28.671,1010123018062259,33.2,2023-01-18 07:23:36.299
12298,2023-01-18 07:23:37.780,1010123018062308,33.1,2023-01-18 07:23:45.351
12299,2023-01-18 07:23:46.661,1010123018062316,33.0,2023-01-18 07:23:54.321
12300,2023-01-18 07:24:04.280,1010123018062334,32.8,2023-01-18 07:24:11.898
12301,2023-01-18 07:24:22.009,1010123018062352,32.7,2023-01-18 07:24:29.670
12302,2023-01-18 07:24:30.950,1010123018062401,32.6,2023-01-18 07:24:38.630
12303,2023-01-18 07:25:06.420,1010123018062436,32.5,2023-01-18 07:25:14.157
12304,2023-01-18 07:25:32.809,1010123018062503,32.5,2023-01-18 07:25:40.457
12305,2023-01-18 07:25:41.898,1010123018062512,32.4,2023-01-18 07:25:49.598
12306,2023-01-18 07:27:46.446,1010123018062717,32.5,2023-01-18 07:27:54.065
12307,2023-01-18 07:28:13.206,1010123018062743,32.6,2023-01-18 07:28:20.865
12308,2023-01-18 07:28:39.625,1010123018062810,32.7,2023-01-18 07:28:47.365
12309,2023-01-18 07:28:48.595,1010123018062819,32.8,2023-01-18 07:28:56.234
12310,2023-01-18 07:29:06.535,1010123018062837,33.0,2023-01-18 07:29:14.213
12311,2023-01-18 07:29:15.354,1010123018062845,33.1,2023-01-18 07:29:23.032
12312,2023-01-18 07:29:24.163,1010123018062854,33.3,2023-01-18 07:29:31.753
12313,2023-01-18 07:29:41.884,1010123018062913,33.5,2023-01-18 07:29:49.503
12314,2023-01-18 07:29:50.803,1010123018062921,33.7,2023-01-18 07:29:58.552
12315,2023-01-18 07:29:59.783,1010123018062930,33.8,2023-01-18 07:30:07.354
12316,2023-01-18 07:30:08.513,1010123018062939,33.9,2023-01-18 07:30:16.073
12317,2023-01-18 07:30:17.404,1010123018062948,34.0,2023-01-18 07:30:25.033
12318,2023-01-18 07:30:26.313,1010123018062956,34.1,2023-01-18 07:30:33.993
12319,2023-01-18 07:30:35.243,1010123018063005,34.2,2023-01-18 07:30:42.911
12320,2023-01-18 07:30:43.862,1010123018063014,34.3,2023-01-18 07:30:51.503
12321,2023-01-18 07:30:53.023,1010123018063023,34.4,2023-01-18 07:31:00.711
12322,2023-01-18 07:31:10.792,1010123018063041,34.6,2023-01-18 07:31:18.381
12323,2023-01-18 07:31:28.713,1010123018063058,34.7,2023-01-18 07:31:36.391
12324,2023-01-18 07:31:37.582,1010123018063108,34.8,2023-01-18 07:31:45.191
12325,2023-01-18 07:32:12.992,1010123018063143,34.9,2023-01-18 07:32:20.641
12326,2023-01-18 07:32:22.092,1010123018063152,35.0,2023-01-18 07:32:29.842
12327,2023-01-18 07:33:14.990,1010123018063245,35.1,2023-01-18 07:33:22.641
12328,2023-01-18 07:33:23.841,1010123018063254,35.0,2023-01-18 07:33:31.520
12329,2023-01-18 07:34:17.200,1010123018063347,34.8,2023-01-18 07:34:24.869
12330,2023-01-18 07:34:26.101,1010123018063356,34.7,2023-01-18 07:34:33.750
12331,2023-01-18 07:34:34.940,1010123018063405,34.6,2023-01-18 07:34:42.559
12332,2023-01-18 07:34:43.849,1010123018063414,34.4,2023-01-18 07:34:51.420
12333,2023-01-18 07:34:52.599,1010123018063423,34.3,2023-01-18 07:35:00.240
12334,2023-01-18 07:35:01.440,1010123018063432,34.2,2023-01-18 07:35:09.119
12335,2023-01-18 07:35:10.690,1010123018063441,34.0,2023-01-18 07:35:18.309
12336,2023-01-18 07:35:19.119,1010123018063449,33.8,2023-01-18 07:35:26.880
12337,2023-01-18 07:35:36.900,1010123018063507,33.6,2023-01-18 07:35:44.618
12338,2023-01-18 07:35:45.668,1010123018063516,33.5,2023-01-18 07:35:53.358
12339,2023-01-18 07:35:54.638,1010123018063525,33.3,2023-01-18 07:36:02.388
12340,2023-01-18 07:36:03.648,1010123018063534,33.2,2023-01-18 07:36:11.288
12341,2023-01-18 07:36:12.658,1010123018063542,33.1,2023-01-18 07:36:20.398
12342,2023-01-18 07:36:21.368,1010123018063551,33.0,2023-01-18 07:36:29.038
12343,2023-01-18 07:36:39.229,1010123018063609,32.9,2023-01-18 07:36:46.959
12344,2023-01-18 07:36:48.168,1010123018063618,32.8,2023-01-18 07:36:55.838
12345,2023-01-18 07:37:05.908,1010123018063636,32.7,2023-01-18 07:37:13.596
12346,2023-01-18 07:37:32.667,1010123018063703,32.6,2023-01-18 07:37:40.387
12347,2023-01-18 07:37:50.118,1010123018063720,32.5,2023-01-18 07:37:57.756
12348,2023-01-18 07:37:59.447,1010123018063729,32.4,2023-01-18 07:38:07.127
12349,2023-01-18 07:38:43.667,1010123018063814,32.3,2023-01-18 07:38:51.286
12350,2023-01-18 07:39:01.427,1010123018063832,32.4,2023-01-18 07:39:09.117
12351,2023-01-18 07:39:10.447,1010123018063841,32.3,2023-01-18 07:39:18.096
