,time,PressMode
92,2023-01-04 00:42:36.663,8
93,2023-01-04 01:12:22.799,4
94,2023-01-04 01:14:34.326,16
95,2023-01-04 01:34:03.997,4
96,2023-01-04 01:34:24.078,16
97,2023-01-04 05:04:54.515,0
98,2023-01-04 05:04:55.516,8
99,2023-01-04 05:08:55.471,4
100,2023-01-04 05:18:14.703,16
101,2023-01-04 05:24:54.305,4
102,2023-01-04 05:24:58.315,16
103,2023-01-04 09:20:13.681,4
104,2023-01-04 09:25:06.857,8
105,2023-01-04 09:36:27.575,4
106,2023-01-04 09:46:34.994,16
107,2023-01-04 09:53:11.576,4
108,2023-01-04 10:11:06.868,16
109,2023-01-04 14:09:06.894,4
110,2023-01-04 14:09:30.983,8
111,2023-01-04 14:40:06.312,4
112,2023-01-04 14:42:42.938,16
113,2023-01-04 15:05:18.368,4
114,2023-01-04 15:05:26.398,16
115,2023-01-04 16:05:45.845,4
116,2023-01-04 16:05:53.875,16
117,2023-01-04 16:59:39.749,4
118,2023-01-04 17:19:31.523,16
119,2023-01-05 01:50:25.937,8
120,2023-01-05 02:00:33.368,4
121,2023-01-05 02:03:26.053,16
122,2023-01-05 02:22:44.676,0
123,2023-01-05 02:22:45.687,4
124,2023-01-05 02:27:56.933,16
125,2023-01-05 03:39:09.983,0
126,2023-01-05 03:39:10.993,4
127,2023-01-05 03:57:21.345,16
128,2023-01-05 05:39:30.819,8
129,2023-01-05 05:48:36.007,4
130,2023-01-05 05:58:15.318,16
131,2023-01-05 05:59:34.637,4
132,2023-01-05 06:14:16.161,16
133,2023-01-05 07:51:48.529,4
134,2023-01-05 08:19:23.137,16
135,2023-01-05 08:37:36.497,4
136,2023-01-05 08:53:45.361,16
137,2023-01-05 10:53:49.131,4
138,2023-01-05 11:03:59.571,8
139,2023-01-05 11:13:47.920,4
140,2023-01-05 11:28:21.414,16
141,2023-01-05 11:38:47.915,4
142,2023-01-05 11:46:55.857,16
143,2023-01-05 12:14:11.388,4
144,2023-01-05 12:14:56.568,16
145,2023-01-05 12:50:19.052,4
146,2023-01-05 12:50:26.082,16
147,2023-01-05 17:18:15.257,4
148,2023-01-05 17:18:21.278,16
149,2023-01-05 17:23:39.552,4
150,2023-01-05 17:24:06.661,8
151,2023-01-05 17:36:40.670,32
152,2023-01-05 17:36:41.670,4
153,2023-01-05 17:38:55.207,16
154,2023-01-05 18:15:11.900,4
155,2023-01-05 18:15:17.921,16
156,2023-01-05 18:15:37.000,4
157,2023-01-05 18:21:35.424,16
158,2023-01-05 18:40:32.964,4
159,2023-01-05 18:40:49.035,16
160,2023-01-05 19:20:12.466,4
161,2023-01-05 19:20:15.474,16
162,2023-01-05 20:16:06.868,4
163,2023-01-05 20:18:00.316,8
164,2023-01-05 20:25:00.997,0
165,2023-01-05 20:25:01.997,4
166,2023-01-05 20:27:40.635,16
167,2023-01-05 20:39:50.555,4
168,2023-01-05 20:39:56.575,16
169,2023-01-06 00:40:50.306,4
170,2023-01-06 00:43:05.845,8
171,2023-01-06 00:58:23.512,32
172,2023-01-06 00:58:24.512,4
173,2023-01-06 01:10:33.430,16
174,2023-01-06 01:35:59.513,0
175,2023-01-06 01:36:00.513,4
176,2023-01-06 01:36:07.543,16
177,2023-01-06 01:36:53.733,4
178,2023-01-06 01:42:50.157,16
179,2023-01-06 01:43:55.417,4
180,2023-01-06 01:46:49.105,16
181,2023-01-06 03:49:29.493,0
182,2023-01-06 03:49:30.505,4
183,2023-01-09 06:10:40.163,16
184,2023-01-09 06:27:23.167,4
185,2023-01-09 06:58:35.638,16
186,2023-01-09 07:00:06.006,4
187,2023-01-09 07:22:11.292,16
188,2023-01-09 08:04:11.355,4
189,2023-01-09 08:09:51.709,16
190,2023-01-09 08:10:27.858,4
191,2023-01-09 08:11:18.059,16
192,2023-01-09 08:52:49.013,4
193,2023-01-09 08:53:20.131,0
194,2023-01-09 08:53:21.131,8
195,2023-01-09 09:10:38.276,16
196,2023-01-09 09:10:40.286,4
197,2023-01-09 09:11:02.377,16
198,2023-01-09 09:14:57.312,4
199,2023-01-09 09:35:56.335,16
200,2023-01-09 10:04:10.111,4
201,2023-01-09 10:14:13.522,16
202,2023-01-09 10:15:47.888,4
203,2023-01-09 10:18:28.533,16
204,2023-01-09 10:19:00.653,4
205,2023-01-09 10:23:04.628,16
206,2023-01-09 10:27:45.752,4
207,2023-01-09 10:28:27.920,16
208,2023-01-09 14:07:36.426,4
209,2023-01-09 14:08:07.555,8
210,2023-01-09 14:13:21.801,16
211,2023-01-09 14:13:22.811,4
212,2023-01-09 14:14:27.061,16
213,2023-01-09 14:26:39.992,4
214,2023-01-09 14:33:08.545,16
215,2023-01-09 15:32:55.861,4
216,2023-01-09 15:33:59.121,16
217,2023-01-09 15:42:05.063,4
218,2023-01-09 15:42:17.115,16
219,2023-01-09 18:41:24.029,8
220,2023-01-09 18:51:31.460,0
221,2023-01-09 18:51:32.460,4
222,2023-01-09 18:54:54.267,16
223,2023-01-09 20:55:48.232,4
224,2023-01-09 21:13:49.546,16
225,2023-01-09 22:45:17.466,4
226,2023-01-09 23:02:51.667,16
227,2023-01-10 00:10:22.844,4
228,2023-01-10 00:31:08.825,16
229,2023-01-10 01:26:15.025,4
230,2023-01-10 01:41:21.642,32
231,2023-01-10 01:41:22.653,8
232,2023-01-10 01:55:56.134,4
233,2023-01-10 02:00:43.280,16
234,2023-01-10 02:13:07.259,4
235,2023-01-10 02:26:15.405,16
236,2023-01-10 02:27:21.665,4
237,2023-01-10 02:27:26.684,16
238,2023-01-10 10:36:59.013,4
239,2023-01-10 10:37:21.092,8
240,2023-01-10 10:51:41.526,4
241,2023-01-10 10:54:24.171,16
242,2023-01-10 14:58:16.608,4
243,2023-01-10 15:12:54.101,16
244,2023-01-10 15:15:35.747,4
245,2023-01-10 15:15:40.767,16
246,2023-01-10 15:18:59.563,4
247,2023-01-10 15:19:08.592,16
248,2023-01-10 15:19:18.634,4
249,2023-01-10 15:19:25.664,16
250,2023-01-11 01:45:23.651,4
251,2023-01-11 01:46:23.891,8
252,2023-01-11 01:53:49.674,4
253,2023-01-11 01:59:04.940,16
254,2023-01-11 02:16:44.165,4
255,2023-01-11 02:25:24.243,16
256,2023-01-11 03:21:40.724,4
257,2023-01-11 03:21:45.744,16
258,2023-01-11 07:12:00.936,4
259,2023-01-11 07:12:59.164,16
260,2023-01-11 09:18:58.345,4
261,2023-01-11 09:20:09.625,8
262,2023-01-11 09:30:34.115,4
263,2023-01-11 09:45:43.753,16
264,2023-01-11 09:46:56.042,4
265,2023-01-11 09:47:00.062,16
266,2023-01-11 10:11:26.920,4
267,2023-01-11 10:11:33.940,0
268,2023-01-11 10:11:34.950,16
269,2023-01-11 10:29:25.220,4
270,2023-01-11 10:30:08.390,0
271,2023-01-11 10:30:09.398,8
272,2023-01-11 10:37:43.213,4
273,2023-01-11 10:41:15.062,16
274,2023-01-11 10:47:09.474,4
275,2023-01-11 10:47:15.494,16
276,2023-01-11 13:51:00.529,4
277,2023-01-11 13:51:37.677,16
278,2023-01-11 16:19:22.085,0
279,2023-01-11 16:19:23.085,8
280,2023-01-11 16:32:02.112,4
281,2023-01-11 16:33:21.431,16
282,2023-01-11 16:54:52.594,4
283,2023-01-11 17:17:42.059,16
284,2023-01-11 17:19:27.476,4
285,2023-01-11 17:19:33.506,16
286,2023-01-11 17:39:00.167,4
287,2023-01-11 17:39:23.257,16
288,2023-01-11 17:48:44.489,4
289,2023-01-11 18:07:29.992,16
290,2023-01-11 18:21:23.319,0
291,2023-01-11 18:21:24.319,4
292,2023-01-11 18:21:44.400,16
293,2023-01-11 18:42:57.490,4
294,2023-01-11 18:43:11.539,16
295,2023-01-11 18:51:15.474,4
296,2023-01-11 18:51:29.533,16
297,2023-01-11 19:03:23.382,4
298,2023-01-11 19:03:37.444,16
299,2023-01-11 21:04:48.480,8
300,2023-01-11 21:10:36.867,4
301,2023-01-11 21:10:54.947,16
302,2023-01-11 21:21:08.397,4
303,2023-01-11 21:25:59.563,16
304,2023-01-12 00:46:34.608,4
305,2023-01-12 00:47:23.806,8
306,2023-01-12 00:52:42.082,4
307,2023-01-12 00:54:58.631,16
308,2023-01-12 00:57:47.296,4
309,2023-01-12 00:57:51.316,16
310,2023-01-12 04:42:26.148,4
311,2023-01-12 04:43:38.437,8
312,2023-01-12 04:52:41.605,4
313,2023-01-12 04:55:30.273,16
314,2023-01-12 05:10:19.826,4
315,2023-01-12 05:22:13.671,16
316,2023-01-12 05:30:16.592,4
317,2023-01-12 05:31:13.832,16
318,2023-01-12 05:46:15.427,4
319,2023-01-12 05:46:21.447,16
320,2023-01-12 06:32:11.434,4
321,2023-01-12 06:58:10.661,0
322,2023-01-12 06:58:11.670,16
323,2023-01-12 06:58:54.838,0
324,2023-01-12 06:58:55.839,4
325,2023-01-12 06:58:58.849,16
326,2023-01-12 09:51:37.224,4
327,2023-01-12 10:02:29.835,16
328,2023-01-12 11:32:32.410,32
329,2023-01-12 11:32:33.411,8
330,2023-01-12 11:45:30.519,16
331,2023-01-12 11:45:31.519,4
332,2023-01-12 11:45:54.608,16
333,2023-01-12 11:53:44.490,0
334,2023-01-12 11:53:45.490,4
335,2023-01-12 11:53:47.500,16
336,2023-01-12 12:07:13.720,4
337,2023-01-12 12:07:26.770,16
338,2023-01-12 12:13:30.223,4
339,2023-01-12 12:13:50.305,16
340,2023-01-12 12:17:41.230,0
341,2023-01-12 12:17:42.232,4
342,2023-01-12 12:17:58.301,16
343,2023-01-12 12:33:29.009,4
344,2023-01-12 12:33:50.096,16
345,2023-01-12 15:52:38.732,8
346,2023-01-12 16:09:20.737,4
347,2023-01-12 16:09:42.828,16
348,2023-01-12 16:27:15.033,4
349,2023-01-12 16:38:33.743,16
350,2023-01-12 16:39:05.872,4
351,2023-01-12 17:00:30.005,16
352,2023-01-12 18:06:34.828,8
353,2023-01-12 18:12:55.351,16
354,2023-01-12 18:12:56.352,4
355,2023-01-12 18:13:19.443,16
356,2023-01-12 18:39:53.819,4
357,2023-01-12 18:40:08.880,16
358,2023-01-12 20:52:08.500,8
359,2023-01-13 00:13:11.684,4
360,2023-01-13 01:42:47.142,16
361,2023-01-13 02:02:16.809,4
362,2023-01-13 02:02:22.841,16
363,2023-01-13 04:20:57.046,4
364,2023-01-13 06:35:15.234,8
365,2023-01-13 06:39:08.163,4
366,2023-01-13 10:18:25.704,16
367,2023-01-13 14:52:20.339,0
368,2023-01-13 14:52:21.339,8
369,2023-01-13 14:55:29.096,4
370,2023-01-13 15:07:12.908,16
371,2023-01-13 15:12:34.191,4
372,2023-01-13 15:12:38.201,16
373,2023-01-13 16:53:14.319,4
374,2023-01-13 16:53:54.477,8
375,2023-01-13 18:51:51.743,4
376,2023-01-13 19:00:50.897,16
377,2023-01-13 19:29:34.779,0
378,2023-01-13 19:29:35.779,4
379,2023-01-13 19:29:46.829,16
380,2023-01-13 19:33:59.835,0
381,2023-01-13 19:34:00.845,4
382,2023-01-13 19:34:13.894,16
383,2023-01-13 20:13:52.390,4
384,2023-01-14 01:08:11.920,0
385,2023-01-14 01:08:12.920,8
386,2023-01-14 05:10:09.903,0
387,2023-01-14 05:10:10.901,4
388,2023-01-16 05:45:12.289,16
389,2023-01-16 06:10:52.443,4
390,2023-01-16 06:11:08.503,16
391,2023-01-16 06:14:05.210,4
392,2023-01-16 06:14:20.269,16
393,2023-01-16 06:39:03.187,4
394,2023-01-16 06:39:17.247,16
395,2023-01-16 06:49:17.650,4
396,2023-01-16 06:49:39.740,16
397,2023-01-16 10:36:23.063,4
398,2023-01-16 10:37:01.213,16
399,2023-01-16 10:54:36.427,4
400,2023-01-16 10:54:47.477,8
401,2023-01-16 11:02:06.223,4
402,2023-01-16 11:04:42.851,16
403,2023-01-16 11:13:29.963,4
404,2023-01-16 11:13:37.993,16
405,2023-01-16 11:26:46.141,4
406,2023-01-16 11:26:53.171,16
407,2023-01-16 11:26:54.171,4
408,2023-01-16 11:28:18.510,16
409,2023-01-16 11:28:24.530,4
410,2023-01-16 11:29:07.710,16
411,2023-01-16 11:38:10.871,4
412,2023-01-16 11:38:36.980,16
413,2023-01-16 11:43:44.207,4
414,2023-01-16 11:44:07.296,16
415,2023-01-16 11:47:00.994,4
416,2023-01-16 11:47:47.174,16
417,2023-01-16 11:53:06.460,4
418,2023-01-16 11:53:56.658,16
419,2023-01-16 12:00:39.263,4
420,2023-01-16 12:01:04.362,16
421,2023-01-16 12:01:44.522,4
422,2023-01-16 12:01:49.540,0
423,2023-01-16 12:01:50.542,16
424,2023-01-16 12:03:58.059,4
425,2023-01-16 12:04:46.249,16
426,2023-01-16 12:12:19.052,4
427,2023-01-16 12:12:34.122,16
428,2023-01-16 12:23:37.773,4
429,2023-01-16 12:24:02.872,16
430,2023-01-16 12:28:52.019,0
431,2023-01-16 12:28:53.029,4
432,2023-01-16 12:29:04.078,16
433,2023-01-16 12:32:56.006,4
434,2023-01-16 12:33:01.025,16
435,2023-01-16 13:22:23.848,4
436,2023-01-16 13:32:30.266,16
437,2023-01-16 13:32:44.315,4
438,2023-01-16 13:33:11.426,16
439,2023-01-16 13:45:57.480,4
440,2023-01-16 13:46:46.680,16
441,2023-01-16 13:48:38.118,4
442,2023-01-16 13:48:47.158,16
443,2023-01-16 13:49:38.368,4
444,2023-01-16 13:50:17.516,16
445,2023-01-16 13:53:17.233,4
446,2023-01-16 13:53:21.253,16
447,2023-01-16 14:02:40.483,4
448,2023-01-16 14:02:44.503,16
449,2023-01-16 14:04:59.040,4
450,2023-01-16 14:05:22.128,16
451,2023-01-16 14:07:06.546,4
452,2023-01-16 14:07:38.677,16
453,2023-01-16 14:08:32.885,4
454,2023-01-16 14:10:35.384,16
455,2023-01-16 14:12:44.904,4
456,2023-01-16 14:16:22.769,16
457,2023-01-16 14:30:06.058,4
458,2023-01-16 14:32:21.595,16
459,2023-01-16 14:34:49.184,4
460,2023-01-16 14:35:34.374,16
461,2023-01-16 14:37:46.901,4
462,2023-01-16 14:37:54.931,16
463,2023-01-16 14:39:24.289,4
464,2023-01-16 14:39:57.418,16
465,2023-01-16 14:42:27.016,4
466,2023-01-16 14:44:56.615,16
467,2023-01-16 14:45:00.625,4
468,2023-01-16 14:45:10.664,16
469,2023-01-16 14:46:09.903,4
470,2023-01-16 14:46:15.934,16
471,2023-01-16 14:53:36.686,4
472,2023-01-16 15:28:24.025,16
473,2023-01-16 15:29:14.233,4
474,2023-01-16 15:29:24.273,16
475,2023-01-16 15:31:16.710,4
476,2023-01-16 15:32:10.930,16
477,2023-01-16 15:34:37.519,4
478,2023-01-16 15:36:52.058,16
479,2023-01-16 15:53:41.082,4
480,2023-01-16 15:54:53.371,16
481,2023-01-16 16:14:34.094,4
482,2023-01-16 16:15:23.295,16
483,2023-01-16 22:18:13.221,4
484,2023-01-16 22:18:55.391,8
485,2023-01-16 22:31:06.309,4
486,2023-01-16 22:33:20.845,16
487,2023-01-17 03:03:00.473,8
488,2023-01-17 06:56:01.312,4
489,2023-01-17 08:41:02.463,16
490,2023-01-17 08:50:56.842,4
491,2023-01-17 11:18:11.117,16
492,2023-01-17 11:31:58.423,4
493,2023-01-17 12:16:52.184,16
494,2023-01-17 13:16:34.487,4
495,2023-01-17 14:32:45.753,16
496,2023-01-17 14:34:15.101,0
497,2023-01-17 14:34:16.111,4
498,2023-01-17 14:41:11.765,16
499,2023-01-17 19:14:50.338,4
500,2023-01-17 19:15:43.548,8
501,2023-01-17 19:24:14.586,4
502,2023-01-17 19:58:54.894,16
503,2023-01-17 20:01:38.552,4
504,2023-01-17 20:08:16.137,16
505,2023-01-17 20:43:00.454,4
506,2023-01-17 20:46:49.372,16
507,2023-01-18 02:55:36.739,4
508,2023-01-18 02:55:46.779,16
509,2023-01-18 10:22:22.799,4
510,2023-01-18 10:23:30.066,8
511,2023-01-18 10:33:07.375,4
512,2023-01-18 10:47:57.931,16
513,2023-01-18 10:48:46.121,4
514,2023-01-18 10:55:46.803,16
515,2023-01-18 10:56:10.894,4
516,2023-01-18 11:48:29.440,0
517,2023-01-18 11:48:30.440,8
518,2023-01-18 13:55:09.790,4
519,2023-01-18 14:08:53.078,16
520,2023-01-18 14:17:19.092,4
521,2023-01-18 14:17:23.111,16
522,2023-01-18 18:21:45.664,4
523,2023-01-18 18:23:27.073,8
524,2023-01-18 18:29:34.539,4
525,2023-01-18 18:30:32.778,16
526,2023-01-18 18:59:01.602,4
527,2023-01-18 19:33:17.808,16
528,2023-01-18 19:58:20.805,4
529,2023-01-18 19:58:54.944,8
530,2023-01-18 20:05:34.549,4
531,2023-01-18 20:06:06.668,16
532,2023-01-18 20:14:13.611,4
533,2023-01-18 20:14:17.631,16
534,2023-01-19 02:24:34.355,4
535,2023-01-19 02:26:09.736,8
536,2023-01-19 02:32:53.348,4
537,2023-01-19 02:48:04.996,16
538,2023-01-19 03:41:35.815,4
539,2023-01-19 03:42:21.996,16
540,2023-01-19 03:55:13.084,4
541,2023-01-19 03:55:30.144,16
542,2023-01-19 09:57:40.934,4
543,2023-01-19 09:57:45.954,16
544,2023-01-19 10:01:34.871,8
545,2023-01-19 10:08:59.645,4
546,2023-01-19 10:10:11.944,16
547,2023-01-19 10:23:50.210,4
548,2023-01-19 10:28:58.434,16
549,2023-01-19 11:58:06.793,8
550,2023-01-19 12:04:31.328,32
551,2023-01-19 12:04:32.338,4
552,2023-01-19 12:07:22.016,16
553,2023-01-19 12:48:58.983,4
554,2023-01-19 12:49:07.015,16
555,2023-01-19 12:57:19.983,4
556,2023-01-19 12:57:30.025,16
557,2023-01-19 16:43:02.073,4
558,2023-01-19 16:43:23.154,16
559,2023-01-19 17:09:24.391,4
560,2023-01-19 17:09:36.438,8
561,2023-01-19 17:21:05.186,0
562,2023-01-19 17:21:06.196,4
563,2023-01-19 17:26:07.401,16
564,2023-01-19 17:54:37.219,4
565,2023-01-19 18:02:06.012,16
566,2023-01-19 19:30:00.075,4
567,2023-01-19 19:30:27.184,8
568,2023-01-19 19:59:48.213,4
569,2023-01-19 20:01:03.513,16
570,2023-01-19 20:20:09.095,4
571,2023-01-19 20:22:00.535,16
572,2023-01-20 00:19:25.424,4
573,2023-01-20 00:21:59.042,8
574,2023-01-20 00:35:04.168,4
575,2023-01-20 00:37:50.836,16
576,2023-01-20 00:52:13.283,4
577,2023-01-20 01:08:33.197,16
578,2023-01-20 04:15:23.966,4
579,2023-01-20 04:15:52.076,8
580,2023-01-20 05:01:03.917,4
581,2023-01-20 05:04:16.684,16
582,2023-01-20 05:31:05.108,4
583,2023-01-20 05:45:25.536,16
584,2023-01-20 07:42:47.667,4
585,2023-01-20 07:43:27.825,16
586,2023-01-20 09:06:26.710,4
587,2023-01-20 09:06:36.750,16
588,2023-01-20 09:58:53.275,4
589,2023-01-20 09:58:57.295,16
590,2023-01-20 10:03:18.329,4
591,2023-01-20 10:03:23.349,16
592,2023-01-20 12:05:45.680,8
593,2023-01-20 12:14:24.750,4
594,2023-01-20 12:16:18.210,16
595,2023-01-20 12:50:37.424,4
596,2023-01-20 12:50:39.436,16
597,2023-01-20 15:09:55.802,4
598,2023-01-20 15:10:54.040,8
599,2023-01-20 15:19:33.105,0
600,2023-01-20 15:19:34.115,4
601,2023-01-20 15:22:26.802,16
602,2023-01-20 15:31:51.055,4
603,2023-01-20 15:32:09.134,16
604,2023-01-20 16:19:19.434,4
605,2023-01-20 16:35:12.240,16
606,2023-01-20 18:52:29.130,0
607,2023-01-20 18:52:30.141,4
608,2023-01-20 19:05:51.348,16
609,2023-01-20 20:13:16.489,4
610,2023-01-20 20:30:14.553,16
611,2023-01-20 20:38:34.546,4
612,2023-01-20 20:38:49.607,16
613,2023-01-20 22:23:01.578,4
614,2023-01-20 22:30:07.283,16
615,2023-01-21 01:50:06.197,4
616,2023-01-21 02:08:57.720,16
617,2023-01-21 02:09:42.900,4
618,2023-01-21 02:09:46.918,16
619,2023-01-21 02:44:32.240,4
620,2023-01-21 02:58:01.477,16
621,2023-01-21 04:06:51.973,4
622,2023-01-21 14:20:28.989,16
623,2023-01-21 14:21:09.148,4
624,2023-01-21 14:21:18.187,16
625,2023-01-21 20:02:06.835,4
626,2023-01-21 20:02:39.966,8
627,2023-01-21 20:41:22.240,0
628,2023-01-21 20:41:23.240,4
629,2023-01-24 06:04:03.911,16
630,2023-01-24 06:18:23.336,4
631,2023-01-24 06:18:59.476,16
632,2023-01-24 08:41:24.589,4
633,2023-01-24 08:41:40.661,16
634,2023-01-24 11:21:22.908,4
635,2023-01-24 11:21:32.959,16
636,2023-01-24 15:55:16.539,4
637,2023-01-24 15:55:51.678,8
638,2023-01-24 16:08:12.638,16
639,2023-01-24 16:08:13.648,4
640,2023-01-24 16:10:19.147,16
641,2023-01-24 16:13:49.983,4
642,2023-01-24 16:19:40.388,16
643,2023-01-24 16:29:41.790,4
644,2023-01-24 16:32:58.576,16
645,2023-01-24 16:34:31.947,4
646,2023-01-24 16:34:54.035,16
647,2023-01-24 16:37:31.663,4
648,2023-01-24 16:38:03.792,16
649,2023-01-24 16:38:28.891,0
650,2023-01-24 16:38:29.901,4
651,2023-01-24 16:38:59.010,16
652,2023-01-24 16:46:33.825,4
653,2023-01-24 16:46:49.895,0
654,2023-01-24 16:46:50.895,16
655,2023-01-24 16:48:02.184,4
656,2023-01-24 16:48:15.234,16
657,2023-01-24 16:56:26.197,4
658,2023-01-24 17:05:50.448,16
659,2023-01-24 17:06:34.628,4
660,2023-01-24 17:08:03.986,16
661,2023-01-24 17:21:09.109,4
662,2023-01-24 17:26:43.444,16
663,2023-01-24 19:59:02.934,4
664,2023-01-24 19:59:16.993,16
665,2023-01-24 20:57:30.953,4
666,2023-01-24 20:57:43.003,16
667,2023-01-24 20:58:03.082,8
668,2023-01-24 21:05:13.798,4
669,2023-01-24 21:23:19.141,16
670,2023-01-24 21:30:06.766,4
671,2023-01-24 21:33:03.463,16
672,2023-01-25 00:16:22.589,4
673,2023-01-25 00:16:49.698,8
674,2023-01-25 00:27:24.227,4
675,2023-01-25 00:57:11.361,16
676,2023-01-25 00:58:43.740,4
677,2023-01-25 00:58:48.759,16
678,2023-01-25 02:44:29.069,4
679,2023-01-25 02:44:40.118,16
680,2023-01-25 10:01:10.710,4
681,2023-01-25 10:05:02.627,8
682,2023-01-25 10:15:00.019,4
683,2023-01-25 10:15:29.137,16
684,2023-01-25 10:48:11.973,4
685,2023-01-25 10:48:25.022,16
686,2023-01-25 14:04:17.954,4
687,2023-01-25 14:05:31.243,16
688,2023-01-25 14:33:30.960,4
689,2023-01-25 14:34:09.109,8
690,2023-01-25 14:41:37.904,0
691,2023-01-25 14:41:38.904,4
692,2023-01-25 14:42:59.232,16
693,2023-01-25 15:07:12.025,4
694,2023-01-25 15:21:35.469,16
695,2023-01-25 15:56:55.947,4
696,2023-01-25 16:01:42.085,16
697,2023-01-25 16:04:46.821,4
698,2023-01-25 16:04:53.851,16
699,2023-01-25 16:36:27.413,4
700,2023-01-25 16:36:41.463,8
701,2023-01-25 16:45:47.655,4
702,2023-01-25 16:51:01.911,16
703,2023-01-25 16:53:28.490,4
704,2023-01-25 16:53:47.569,16
705,2023-01-25 21:59:47.894,4
706,2023-01-25 21:59:50.904,16
707,2023-01-25 21:59:58.934,4
708,2023-01-25 22:00:09.974,16
709,2023-01-25 22:01:50.371,4
710,2023-01-25 22:12:41.960,32
711,2023-01-25 22:12:42.970,8
712,2023-01-25 23:06:28.851,4
713,2023-01-25 23:20:24.188,16
714,2023-01-26 06:06:11.407,4
715,2023-01-26 06:11:39.721,16
716,2023-01-26 10:39:16.845,4
717,2023-01-26 10:57:49.286,16
718,2023-01-26 13:13:26.788,4
719,2023-01-26 13:42:17.703,16
720,2023-01-26 13:44:39.272,4
721,2023-01-26 14:04:25.005,16
722,2023-01-26 14:05:08.176,4
723,2023-01-26 14:05:10.184,16
724,2023-01-26 15:23:04.846,4
725,2023-01-26 15:23:35.976,16
726,2023-01-26 15:24:34.207,4
727,2023-01-26 15:24:50.266,16
728,2023-01-26 15:25:22.404,4
729,2023-01-26 15:25:42.486,16
730,2023-01-26 16:27:36.303,4
731,2023-01-26 16:28:01.404,8
732,2023-01-26 16:39:39.193,4
733,2023-01-26 16:42:24.859,16
734,2023-01-26 17:06:37.657,4
