,time,TraceabilityCode,Cylinder3MaxParalelismErrorInBDC,time.value
0,2023-01-04 14:42:53.408,1010223004134159,5.5,2023-01-04 14:43:24.108
1,2023-01-04 14:43:37.658,1010123004134206,5.6,2023-01-04 14:43:45.298
2,2023-01-04 15:12:24.552,1010123004141202,5.7,2023-01-04 15:12:24.841
3,2023-01-04 15:12:32.032,1010123004141209,5.6,2023-01-04 15:12:32.200
4,2023-01-04 15:16:28.596,1010123004141606,5.7,2023-01-04 15:16:28.846
5,2023-01-04 15:16:43.346,1010123004141621,5.6,2023-01-04 15:16:43.496
6,2023-01-04 15:23:20.279,1010123004142215,5.7,2023-01-04 15:23:20.598
7,2023-01-04 15:27:45.796,1010123004142723,5.7,2023-01-04 15:27:46.055
8,2023-01-04 15:28:00.565,1010123004142738,5.6,2023-01-04 15:28:00.785
9,2023-01-04 15:28:15.365,1010123004142753,5.7,2023-01-04 15:28:15.494
10,2023-01-04 15:28:22.655,1010123004142800,5.6,2023-01-04 15:28:22.855
11,2023-01-04 15:28:59.684,1010123004142837,5.7,2023-01-04 15:28:59.815
12,2023-01-04 15:29:07.075,1010123004142845,5.6,2023-01-04 15:29:07.253
13,2023-01-04 15:30:06.063,1010123004142944,5.7,2023-01-04 15:30:06.223
14,2023-01-04 15:30:20.903,1010123004142959,5.6,2023-01-04 15:30:21.101
15,2023-01-04 15:31:27.532,1010123004143105,5.7,2023-01-04 15:31:27.572
16,2023-01-04 15:31:49.651,1010123004143127,5.6,2023-01-04 15:31:49.812
17,2023-01-04 15:32:41.540,1010123004143219,5.7,2023-01-04 15:32:41.730
18,2023-01-04 15:47:21.095,1010123004143241,5.7,2023-01-04 15:47:21.345
19,2023-01-04 15:47:21.095,1010123004143241,5.6,2023-01-04 15:47:28.694
20,2023-01-04 15:51:23.970,1010123004145101,5.7,2023-01-04 15:51:24.141
21,2023-01-04 15:51:46.141,1010123004145124,5.6,2023-01-04 15:51:46.230
22,2023-01-04 15:52:00.790,1010123004145139,5.7,2023-01-04 15:52:01.029
23,2023-01-04 15:52:08.270,1010123004145146,5.6,2023-01-04 15:52:08.390
24,2023-01-04 15:55:50.726,1010123004145528,5.7,2023-01-04 15:55:50.865
25,2023-01-04 15:55:58.035,1010123004145536,5.6,2023-01-04 15:55:58.244
26,2023-01-04 15:56:57.224,1010123004145635,5.7,2023-01-04 15:56:57.424
27,2023-01-04 15:57:04.595,1010123004145642,5.6,2023-01-04 15:57:04.714
28,2023-01-04 15:58:48.492,1010123004145826,5.7,2023-01-04 15:58:48.632
29,2023-01-04 15:58:55.903,1010123004145833,5.6,2023-01-04 15:58:56.072
30,2023-01-04 15:59:40.371,1010123004145918,5.7,2023-01-04 15:59:40.572
31,2023-01-04 15:59:55.240,1010123004145933,5.6,2023-01-04 15:59:55.440
32,2023-01-04 16:00:47.540,1010123004150032,5.7,2023-01-04 16:00:47.760
33,2023-01-04 16:01:02.849,1010123004150046,5.7,2023-01-04 16:01:03.130
34,2023-01-04 16:01:10.359,1010123004150053,5.6,2023-01-04 16:01:10.479
35,2023-01-04 16:01:22.490,1010123004150108,5.7,2023-01-04 16:01:30.209
36,2023-01-04 16:06:13.986,1010123004150427,5.6,2023-01-04 16:06:14.315
37,2023-01-04 16:15:51.285,1010123004151529,5.7,2023-01-04 16:15:51.525
38,2023-01-04 16:16:06.075,1010123004151543,5.6,2023-01-04 16:16:06.224
39,2023-01-04 16:16:13.505,1010123004151551,5.7,2023-01-04 16:16:13.694
40,2023-01-04 16:16:28.463,1010123004151606,5.6,2023-01-04 16:16:28.644
41,2023-01-04 16:16:51.003,1010123004151628,5.7,2023-01-04 16:16:51.203
42,2023-01-04 16:17:13.323,1010123004151651,5.6,2023-01-04 16:17:13.523
43,2023-01-04 16:18:20.013,1010123004151757,5.7,2023-01-04 16:18:20.253
44,2023-01-04 16:18:27.431,1010123004151805,5.6,2023-01-04 16:18:27.700
45,2023-01-04 16:18:34.752,1010123004151812,5.7,2023-01-04 16:18:34.970
46,2023-01-04 16:18:42.022,1010123004151820,5.6,2023-01-04 16:18:42.240
47,2023-01-04 16:19:04.020,1010123004151842,5.7,2023-01-04 16:19:04.250
48,2023-01-04 16:19:11.391,1010123004151849,5.6,2023-01-04 16:19:11.611
49,2023-01-04 16:19:26.171,1010123004151904,5.7,2023-01-04 16:19:26.321
50,2023-01-04 16:28:09.173,1010123004151948,5.6,2023-01-04 16:28:16.742
51,2023-01-04 16:28:25.223,1010123004151956,5.7,2023-01-04 16:28:32.802
52,2023-01-04 16:28:34.282,1010123004152748,5.6,2023-01-04 16:28:41.941
53,2023-01-04 16:29:49.520,1010123004152824,5.7,2023-01-04 16:29:49.710
54,2023-01-04 16:29:56.801,1010123004152930,5.6,2023-01-04 16:29:57.059
55,2023-01-04 16:30:33.900,1010123004153011,5.7,2023-01-04 16:30:34.180
56,2023-01-04 16:30:41.279,1010123004153019,5.6,2023-01-04 16:30:41.460
57,2023-01-04 16:30:48.559,1010123004153026,5.7,2023-01-04 16:30:48.829
58,2023-01-04 16:30:55.990,1010123004153034,5.6,2023-01-04 16:30:56.098
59,2023-01-04 16:31:18.190,1010123004153056,5.7,2023-01-04 16:31:18.338
60,2023-01-04 16:32:02.489,1010123004153140,5.6,2023-01-04 16:32:02.657
61,2023-01-04 16:32:09.819,1010123004153147,5.7,2023-01-04 16:32:10.017
62,2023-01-04 16:32:17.128,1010123004153155,5.6,2023-01-04 16:32:17.388
