time;Cylinder3MaxParalelismErrorInBDC
2023-01-02 06:32:44.365 CET;3,9
2023-01-02 07:10:53.315 CET;4,6
2023-01-02 07:11:20.243 CET;4,7
2023-01-02 07:55:47.078 CET;4,6
2023-01-02 07:56:12.788 CET;4,7
2023-01-02 08:07:25.545 CET;4,8
2023-01-02 08:07:35.335 CET;4,7
2023-01-02 08:50:51.619 CET;4,8
2023-01-02 08:51:13.338 CET;4,7
2023-01-02 08:54:48.355 CET;4,8
2023-01-02 08:54:59.145 CET;4,7
2023-01-02 08:55:09.796 CET;4,8
2023-01-02 08:55:20.496 CET;4,7
2023-01-02 08:55:31.234 CET;4,8
2023-01-02 08:55:42.035 CET;4,7
2023-01-02 09:26:42.282 CET;4,8
2023-01-02 09:28:26.049 CET;4,7
2023-01-02 09:29:09.019 CET;4,8
2023-01-02 09:29:43.279 CET;4,7
2023-01-02 09:37:26.132 CET;4,8
2023-01-02 09:37:39.713 CET;4,7
2023-01-02 09:49:06.750 CET;4,8
2023-01-02 09:50:22.638 CET;4,7
2023-01-02 09:50:33.507 CET;4,8
2023-01-02 09:50:44.147 CET;4,7
2023-01-02 10:16:50.394 CET;4,8
2023-01-02 10:17:01.213 CET;4,7
2023-01-02 10:57:25.407 CET;4,6
2023-01-02 10:57:38.318 CET;4,7
2023-01-02 10:58:49.967 CET;4,6
2023-01-02 10:59:00.845 CET;4,7
2023-01-02 10:59:11.476 CET;4,6
2023-01-02 10:59:22.206 CET;4,7
2023-01-02 10:59:33.075 CET;4,6
2023-01-02 10:59:43.964 CET;4,7
2023-01-02 11:23:53.069 CET;4,6
2023-01-02 11:32:00.099 CET;3,5
2023-01-02 11:36:10.707 CET;3,6
2023-01-02 12:10:30.910 CET;4,6
2023-01-02 13:16:51.122 CET;4,7
2023-01-02 13:17:00.243 CET;4,6
2023-01-02 13:20:17.927 CET;4,7
2023-01-02 13:20:26.888 CET;4,6
2023-01-02 13:21:29.766 CET;4,7
2023-01-02 13:21:38.806 CET;4,6
2023-01-02 13:25:26.732 CET;4,7
2023-01-02 13:25:35.782 CET;4,6
2023-01-02 13:26:38.782 CET;4,7
2023-01-02 13:26:47.760 CET;4,5
2023-01-02 13:26:56.730 CET;4,6
2023-01-02 13:31:21.915 CET;4,7
2023-01-02 13:31:51.516 CET;4,6
2023-01-02 13:32:02.545 CET;4,7
2023-01-02 13:33:46.874 CET;4,6
2023-01-02 13:34:14.104 CET;4,7
2023-01-02 13:34:23.213 CET;4,6
2023-01-02 13:34:32.132 CET;4,7
2023-01-02 13:34:41.144 CET;4,5
2023-01-02 13:34:50.184 CET;4,6
2023-01-02 13:35:44.292 CET;4,7
2023-01-02 13:36:11.372 CET;4,6
2023-01-02 13:36:20.423 CET;4,5
2023-01-02 13:36:29.440 CET;4,6
2023-01-02 13:36:47.530 CET;4,7
2023-01-02 13:36:56.490 CET;4,6
2023-01-02 13:38:44.819 CET;4,5
2023-01-02 13:38:53.779 CET;4,6
2023-01-02 13:42:12.815 CET;4,7
2023-01-02 13:42:21.776 CET;4,6
2023-01-02 13:43:15.865 CET;4,7
2023-01-02 13:43:24.904 CET;4,5
2023-01-02 13:43:34.023 CET;4,6
2023-01-02 13:46:52.819 CET;4,5
2023-01-02 13:47:01.869 CET;4,6
2023-01-02 13:47:19.700 CET;4,5
2023-01-02 13:47:28.579 CET;4,6
2023-01-02 13:48:22.548 CET;4,5
2023-01-02 13:48:31.539 CET;4,6
2023-01-02 13:50:37.595 CET;4,7
2023-01-02 13:50:46.575 CET;4,6
2023-01-02 13:54:48.512 CET;4,7
2023-01-02 13:54:57.470 CET;4,6
2023-01-02 13:55:15.561 CET;4,7
2023-01-02 13:55:24.670 CET;4,6
2023-01-02 14:00:40.983 CET;4,5
2023-01-02 14:00:58.993 CET;4,6
2023-01-02 14:04:52.200 CET;4,5
2023-01-02 14:05:01.240 CET;4,6
2023-01-02 14:07:38.038 CET;4,5
2023-01-02 14:07:47.078 CET;4,6
2023-01-02 17:28:23.155 CET;4,7
2023-01-02 17:28:32.207 CET;4,6
2023-01-02 17:28:50.127 CET;4,7
2023-01-02 17:29:17.005 CET;4,6
2023-01-02 17:29:25.964 CET;4,7
2023-01-02 17:29:48.424 CET;4,6
2023-01-02 17:31:55.493 CET;4,7
2023-01-02 17:32:22.453 CET;4,6
2023-01-02 17:34:47.000 CET;4,7
2023-01-02 17:35:05.089 CET;4,6
2023-01-02 17:37:11.739 CET;4,7
2023-01-02 17:37:20.769 CET;4,6
2023-01-02 17:37:29.727 CET;4,7
2023-01-02 17:37:38.858 CET;4,6
2023-01-02 17:46:37.219 CET;4,7
2023-01-02 17:59:15.115 CET;4,6
2023-01-02 17:59:24.055 CET;4,7
2023-01-02 18:02:29.032 CET;4,6
2023-01-02 18:02:37.983 CET;4,7
2023-01-02 18:06:13.757 CET;4,6
2023-01-02 18:06:40.707 CET;4,7
2023-01-02 18:06:59.999 CET;4,6
2023-01-02 18:07:14.927 CET;4,7
2023-01-02 18:07:23.836 CET;4,6
2023-01-02 18:07:32.877 CET;4,7
2023-01-02 18:07:41.836 CET;4,6
2023-01-02 18:08:08.877 CET;4,7
2023-01-02 18:10:14.724 CET;4,6
2023-01-02 18:10:23.744 CET;4,7
2023-01-02 18:10:41.663 CET;4,6
2023-01-02 18:10:50.632 CET;4,7
2023-01-02 18:11:44.392 CET;4,6
2023-01-02 18:11:53.352 CET;4,7
2023-01-02 18:12:20.322 CET;4,6
2023-01-02 18:12:29.282 CET;4,7
2023-01-02 18:12:47.190 CET;4,6
2023-01-02 18:12:56.161 CET;4,7
2023-01-02 18:13:14.081 CET;4,6
2023-01-02 18:13:23.121 CET;4,7
2023-01-02 18:14:16.880 CET;4,6
2023-01-02 18:14:52.878 CET;4,7
2023-01-02 18:15:01.828 CET;4,6
2023-01-02 18:15:10.799 CET;4,7
2023-01-02 18:15:19.769 CET;4,6
2023-01-02 18:15:46.648 CET;4,7
2023-01-02 18:15:55.608 CET;4,6
2023-01-02 18:16:14.747 CET;4,7
2023-01-02 18:16:32.648 CET;4,6
2023-01-02 18:16:41.598 CET;4,7
2023-01-02 18:16:59.447 CET;4,6
2023-01-02 18:17:09.867 CET;4,7
2023-01-02 18:17:46.407 CET;4,6
2023-01-02 18:17:55.276 CET;4,7
2023-01-02 18:18:22.397 CET;4,6
2023-01-02 18:18:40.325 CET;4,7
2023-01-02 18:19:07.444 CET;4,6
2023-01-02 18:19:43.276 CET;4,7
2023-01-02 18:20:10.164 CET;4,6
2023-01-02 18:20:19.045 CET;4,7
2023-01-02 18:20:37.013 CET;4,6
2023-01-02 18:20:46.005 CET;4,7
2023-01-02 18:20:54.974 CET;4,6
2023-01-02 18:21:04.003 CET;4,7
2023-01-02 18:22:25.211 CET;4,6
2023-01-02 18:23:28.322 CET;4,7
2023-01-02 18:24:04.250 CET;4,6
2023-01-02 18:24:22.170 CET;4,7
2023-01-02 18:24:31.121 CET;4,6
2023-01-02 18:24:49.209 CET;4,7
2023-01-02 18:25:43.128 CET;4,6
2023-01-02 18:25:52.178 CET;4,7
2023-01-02 18:26:28.167 CET;4,6
2023-01-02 18:26:37.128 CET;4,7
2023-01-02 18:26:55.197 CET;4,6
2023-01-02 18:27:04.246 CET;4,7
2023-01-02 18:27:13.246 CET;4,6
2023-01-02 18:27:22.165 CET;4,7
2023-01-02 18:27:31.125 CET;4,6
2023-01-02 18:27:40.167 CET;4,7
2023-01-02 18:27:58.167 CET;4,6
2023-01-02 18:28:16.164 CET;4,7
2023-01-02 18:28:25.125 CET;4,6
2023-01-02 18:28:34.084 CET;4,7
2023-01-02 18:29:28.015 CET;4,6
2023-01-02 18:29:36.974 CET;4,7
2023-01-02 18:29:54.963 CET;4,6
2023-01-02 18:30:04.013 CET;4,7
2023-01-02 18:30:48.813 CET;4,6
2023-01-02 18:31:24.733 CET;4,7
2023-01-02 18:37:13.786 CET;4,6
2023-01-02 18:37:22.838 CET;4,7
2023-01-02 18:42:37.311 CET;4,6
2023-01-02 18:43:40.170 CET;4,7
2023-01-02 18:44:43.059 CET;4,6
2023-01-02 18:44:52.098 CET;4,7
2023-01-02 18:45:19.058 CET;4,6
2023-01-02 18:45:28.019 CET;4,7
2023-01-02 18:46:12.826 CET;4,6
2023-01-02 18:46:21.868 CET;4,7
2023-01-02 18:46:48.276 CET;4,6
2023-01-02 18:47:06.665 CET;4,7
2023-01-02 18:47:24.815 CET;4,6
2023-01-02 18:47:33.937 CET;4,7
2023-01-02 18:47:42.905 CET;4,6
2023-01-02 18:47:51.946 CET;4,7
2023-01-02 18:48:28.096 CET;4,6
2023-01-02 18:48:37.065 CET;4,7
2023-01-02 18:48:46.226 CET;4,6
2023-01-02 18:49:04.315 CET;4,7
2023-01-02 18:51:46.632 CET;4,6
2023-01-02 18:51:55.532 CET;4,7
2023-01-02 18:52:22.510 CET;4,6
2023-01-02 18:52:31.470 CET;4,7
2023-01-02 18:54:55.308 CET;4,6
2023-01-02 18:55:04.348 CET;4,7
2023-01-02 18:56:32.108 CET;4,6
2023-01-02 18:56:41.157 CET;4,7
2023-01-02 18:56:59.157 CET;4,6
2023-01-02 18:57:08.107 CET;4,7
2023-01-02 18:58:55.874 CET;4,6
2023-01-02 18:59:13.874 CET;4,7
2023-01-02 18:59:59.073 CET;4,6
2023-01-02 19:00:07.874 CET;4,7
2023-01-02 19:00:25.884 CET;4,6
2023-01-02 19:00:34.753 CET;4,7
2023-01-02 19:00:43.792 CET;4,6
2023-01-02 19:01:01.871 CET;4,7
2023-01-02 19:02:58.680 CET;4,6
2023-01-02 19:03:07.631 CET;4,7
2023-01-02 19:03:16.601 CET;4,6
2023-01-02 19:03:25.561 CET;4,7
2023-01-02 19:03:52.519 CET;4,6
2023-01-02 19:04:01.561 CET;4,7
2023-01-02 19:06:43.236 CET;4,6
2023-01-02 19:06:52.107 CET;4,7
2023-01-02 19:07:10.115 CET;4,6
2023-01-02 19:07:19.117 CET;4,7
2023-01-02 19:11:12.361 CET;4,6
2023-01-02 19:11:30.280 CET;4,7
2023-01-02 19:12:24.450 CET;4,6
2023-01-02 19:12:42.440 CET;4,7
2023-01-02 19:13:36.598 CET;4,6
2023-01-02 19:13:45.719 CET;4,7
2023-01-02 19:14:49.009 CET;4,6
2023-01-02 19:15:07.167 CET;4,7
2023-01-02 19:15:34.266 CET;4,6
2023-01-02 19:15:43.316 CET;4,7
2023-01-02 19:15:52.276 CET;4,6
2023-01-02 19:16:01.246 CET;4,7
2023-01-02 19:18:53.256 CET;4,6
2023-01-02 19:19:11.334 CET;4,7
2023-01-02 19:19:29.404 CET;4,6
2023-01-02 19:19:38.364 CET;4,7
2023-01-02 19:20:59.733 CET;4,6
2023-01-02 19:21:08.855 CET;4,7
2023-01-02 19:22:55.013 CET;4,6
2023-01-02 19:23:03.974 CET;4,7
2023-01-02 19:23:12.934 CET;4,6
2023-01-02 19:25:14.385 CET;4,7
2023-01-02 19:29:07.983 CET;4,6
2023-01-02 19:29:16.864 CET;4,7
2023-01-02 19:30:55.671 CET;4,6
2023-01-02 19:32:26.319 CET;4,7
2023-01-02 19:32:53.670 CET;4,6
2023-01-02 19:33:02.630 CET;4,7
2023-01-02 19:33:11.680 CET;4,6
2023-01-02 19:33:20.710 CET;4,7
2023-01-02 19:34:51.178 CET;4,6
2023-01-02 19:35:00.219 CET;4,7
2023-01-02 19:35:45.187 CET;4,6
