time;MaxForceFR
2023-01-11 14:00:34.671 CET;0,6
2023-01-11 14:00:43.561 CET;0,5
2023-01-11 14:00:52.512 CET;0,7
2023-01-11 14:01:01.151 CET;0,5
2023-01-11 14:01:10.111 CET;0,9
2023-01-11 14:01:18.829 CET;0,6
2023-01-11 14:01:27.790 CET;0,9
2023-01-11 14:01:36.589 CET;0,5
2023-01-11 14:01:45.380 CET;0,4
2023-01-11 14:01:54.430 CET;0,3
2023-01-11 14:02:03.309 CET;0,5
2023-01-11 14:02:12.259 CET;0,7
2023-01-11 14:02:20.990 CET;0,8
2023-01-11 14:02:29.858 CET;0,9
2023-01-11 14:02:38.588 CET;0,5
2023-01-11 14:02:47.549 CET;0,6
2023-01-11 14:02:56.279 CET;0
2023-01-11 14:03:05.227 CET;0,5
2023-01-11 14:03:14.177 CET;0,8
2023-01-11 14:03:23.059 CET;0,7
2023-01-11 14:03:32.017 CET;0,9
2023-01-11 14:03:40.739 CET;0,4
2023-01-11 14:03:49.697 CET;0,6
2023-01-11 14:03:58.667 CET;0,9
2023-01-11 14:04:07.387 CET;0,7
2023-01-11 14:04:16.266 CET;0,6
2023-01-11 14:04:25.226 CET;0,9
2023-01-11 14:04:34.036 CET;0,5
2023-01-11 14:04:51.877 CET;0,6
2023-01-11 14:05:00.825 CET;0,9
2023-01-11 14:05:09.546 CET;0,5
2023-01-11 14:05:18.506 CET;0,3
2023-01-11 14:05:27.456 CET;0,2
2023-01-11 14:05:36.516 CET;0,9
2023-01-11 14:05:45.305 CET;0,8
2023-01-11 14:06:02.984 CET;0,9
2023-01-11 14:06:29.536 CET;0,6
2023-01-11 14:06:47.395 CET;0,4
2023-01-11 14:06:56.265 CET;0,6
2023-01-11 14:07:05.065 CET;0,2
2023-01-11 14:07:14.184 CET;0,8
2023-01-11 14:07:22.914 CET;0,6
2023-01-11 14:07:31.793 CET;0,9
2023-01-11 14:07:40.503 CET;0,6
2023-01-11 14:07:49.394 CET;0,5
2023-01-11 14:07:58.424 CET;0,6
2023-01-11 14:08:07.243 CET;0,8
2023-01-11 14:08:16.033 CET;0,2
2023-01-11 14:08:25.072 CET;0,6
2023-01-11 14:08:34.033 CET;0,5
2023-01-11 14:08:43.062 CET;0,9
2023-01-11 14:08:51.793 CET;0,4
2023-01-11 14:09:00.743 CET;0,8
2023-01-11 14:09:09.552 CET;0,3
2023-01-11 14:09:18.434 CET;0,6
2023-01-11 14:09:27.302 CET;0,4
2023-01-11 14:09:36.362 CET;0,9
2023-01-11 14:09:45.072 CET;0,8
2023-01-11 14:09:54.032 CET;0,9
2023-01-11 14:10:02.753 CET;0,4
2023-01-11 14:10:11.631 CET;0,9
2023-01-11 14:10:20.433 CET;0,3
2023-01-11 14:10:29.392 CET;0,9
2023-01-11 14:10:38.282 CET;0,7
2023-01-11 14:10:47.233 CET;0,8
2023-01-11 14:10:56.020 CET;0,5
2023-01-11 14:11:04.990 CET;0,7
2023-01-11 14:11:13.792 CET;0,5
2023-01-11 14:11:22.760 CET;0,7
2023-01-11 14:11:31.700 CET;0,8
2023-01-11 14:11:40.512 CET;0,9
2023-01-11 14:11:49.311 CET;0,8
2023-01-11 14:11:58.111 CET;0,7
2023-01-11 14:12:06.911 CET;0,4
2023-01-11 14:12:15.950 CET;0,5
2023-01-11 14:12:24.750 CET;0,6
2023-01-11 14:12:33.640 CET;0,7
2023-01-11 14:12:42.609 CET;0,8
2023-01-11 14:12:51.319 CET;0,3
2023-01-11 14:13:09.400 CET;0,8
2023-01-11 14:13:18.109 CET;0,3
2023-01-11 14:13:27.170 CET;0,6
2023-01-11 14:13:35.868 CET;0,9
2023-01-11 14:14:17.609 CET;0,2
2023-01-11 14:14:26.740 CET;0,6
2023-01-11 14:14:35.400 CET;0,8
2023-01-11 14:14:44.269 CET;0,5
2023-01-11 14:14:53.068 CET;0,6
2023-01-11 14:15:02.038 CET;0,5
2023-01-11 14:15:10.918 CET;0,9
2023-01-11 14:15:19.628 CET;0,6
2023-01-11 14:15:28.507 CET;0,3
2023-01-11 14:15:37.558 CET;0,8
2023-01-11 14:15:46.197 CET;0,4
2023-01-11 14:15:55.148 CET;0,8
2023-01-11 14:16:12.848 CET;0,7
2023-01-11 14:16:21.726 CET;0,9
2023-01-11 14:16:30.437 CET;0,4
2023-01-11 14:16:39.476 CET;0,6
2023-01-11 14:17:25.405 CET;0
2023-01-11 14:17:34.357 CET;0,5
2023-01-11 14:17:52.276 CET;0,8
2023-01-11 14:18:00.996 CET;0,5
2023-01-11 14:18:09.865 CET;0,6
2023-01-11 14:18:18.915 CET;0,5
2023-01-11 14:18:27.954 CET;0,6
2023-01-11 14:18:36.845 CET;0,2
2023-01-11 14:18:45.885 CET;0,7
2023-01-11 14:19:03.645 CET;0,9
2023-01-11 14:19:12.286 CET;0,5
2023-01-11 14:19:21.244 CET;0,6
2023-01-11 14:19:30.045 CET;0,3
2023-01-11 14:19:38.926 CET;0,4
2023-01-11 14:19:47.815 CET;0,7
2023-01-11 14:19:56.594 CET;0,5
2023-01-11 14:20:05.565 CET;0,6
2023-01-11 14:20:14.513 CET;0,8
2023-01-11 14:20:32.204 CET;0,6
2023-01-11 14:20:40.845 CET;0,7
2023-01-11 14:20:58.354 CET;0,5
2023-01-11 14:21:07.404 CET;0,7
2023-01-11 14:21:16.124 CET;0,9
2023-01-11 14:21:24.993 CET;0,5
2023-01-11 14:21:34.042 CET;0,9
2023-01-11 14:21:42.842 CET;0,8
2023-01-11 14:22:29.411 CET;0,6
2023-01-11 14:22:47.171 CET;0,7
2023-01-11 14:23:04.923 CET;0,8
2023-01-11 14:23:39.403 CET;0,4
2023-01-11 14:23:48.451 CET;0,9
2023-01-11 14:24:23.572 CET;0,5
2023-01-11 14:24:32.451 CET;0,7
2023-01-11 14:24:41.332 CET;0,9
2023-01-11 14:24:50.051 CET;0,7
2023-01-11 14:24:58.772 CET;0,4
2023-01-11 14:25:07.651 CET;0,5
2023-01-11 14:25:16.532 CET;0,8
2023-01-11 14:25:25.321 CET;0,5
2023-01-11 14:25:34.289 CET;0,8
2023-01-11 14:25:43.009 CET;0,2
2023-01-11 14:25:51.970 CET;0,6
2023-01-11 14:26:00.849 CET;0,4
2023-01-11 14:26:09.811 CET;0,9
2023-01-11 14:26:18.520 CET;0,5
2023-01-11 14:26:36.438 CET;0,7
2023-01-11 14:26:45.079 CET;0,8
2023-01-11 14:26:53.878 CET;0,2
2023-01-11 14:27:03.009 CET;0,9
2023-01-11 14:27:29.338 CET;0,6
2023-01-11 14:27:47.247 CET;0,7
2023-01-11 14:27:55.967 CET;0,8
2023-01-11 14:28:04.848 CET;0,9
2023-01-11 14:28:13.568 CET;0,5
2023-01-11 14:28:22.697 CET;0,9
2023-01-11 14:28:31.398 CET;0,5
2023-01-11 14:28:40.367 CET;0,7
2023-01-11 14:28:49.088 CET;0,3
2023-01-11 14:28:58.125 CET;0,8
2023-01-11 14:29:15.565 CET;0,5
2023-01-11 14:29:24.595 CET;0,9
2023-01-11 14:29:33.246 CET;0,1
2023-01-11 14:29:42.377 CET;0,7
2023-01-11 14:29:51.165 CET;0,8
2023-01-11 14:30:08.845 CET;0,9
2023-01-11 14:30:44.216 CET;0,6
2023-01-11 14:30:53.414 CET;0,9
2023-01-11 14:31:10.605 CET;0,3
2023-01-11 14:31:19.575 CET;0,4
2023-01-11 14:31:28.523 CET;0,6
2023-01-11 14:31:46.124 CET;0,2
2023-01-11 14:31:55.173 CET;0,7
2023-01-11 14:32:03.973 CET;0,3
2023-01-11 14:32:12.852 CET;0,9
2023-01-11 14:32:21.642 CET;0,8
2023-01-11 14:32:30.372 CET;0,9
2023-01-11 14:32:39.094 CET;0,3
2023-01-11 14:32:48.052 CET;0,8
2023-01-11 14:33:05.892 CET;0,9
2023-01-11 14:33:14.602 CET;0,7
2023-01-11 14:33:23.493 CET;0,8
2023-01-11 14:33:32.302 CET;0,7
2023-01-11 14:33:41.181 CET;0,6
2023-01-11 14:33:50.141 CET;0,8
2023-01-11 14:33:58.772 CET;0,6
2023-01-11 14:34:49.482 CET;0,9
2023-01-11 14:35:07.010 CET;0
2023-01-11 14:35:16.131 CET;0,9
2023-01-11 14:35:33.732 CET;0,5
2023-01-11 14:35:42.611 CET;0,9
2023-01-11 14:36:18.051 CET;0,6
2023-01-11 14:36:26.940 CET;0,9
2023-01-11 14:36:59.269 CET;0,3
2023-01-11 14:37:07.349 CET;0,5
2023-01-11 14:37:15.569 CET;0,6
2023-01-11 14:37:23.750 CET;0,5
2023-01-11 14:37:31.749 CET;0,6
2023-01-11 14:37:40.059 CET;0,5
2023-01-11 14:37:54.839 CET;0,7
2023-01-11 14:38:03.269 CET;0,8
2023-01-11 14:38:44.207 CET;0,4
2023-01-11 14:38:53.108 CET;0,5
2023-01-11 14:39:02.059 CET;0,9
2023-01-11 14:39:10.779 CET;0,7
2023-01-11 14:39:19.657 CET;0,8
2023-01-11 14:39:28.467 CET;0,3
2023-01-11 14:39:37.496 CET;0,5
2023-01-11 14:39:46.296 CET;0,1
2023-01-11 14:39:55.167 CET;0,4
2023-01-11 14:40:04.138 CET;0,9
2023-01-11 14:40:21.667 CET;0,5
2023-01-11 14:40:30.618 CET;0,6
2023-01-11 14:40:48.536 CET;0,3
2023-01-11 14:40:59.676 CET;0,5
2023-01-11 14:41:08.296 CET;0,6
2023-01-11 14:41:16.226 CET;0,2
2023-01-11 14:41:24.536 CET;0,9
2023-01-11 14:41:33.506 CET;0,8
2023-01-11 14:41:41.665 CET;0,6
2023-01-11 14:41:50.615 CET;0,7
2023-01-11 14:42:08.217 CET;0,5
2023-01-11 14:42:17.187 CET;0,7
2023-01-11 14:42:26.226 CET;0,9
2023-01-11 14:42:34.875 CET;0,3
2023-01-11 14:42:43.825 CET;0,8
2023-01-11 14:42:52.546 CET;0,6
2023-01-11 14:43:10.464 CET;0,8
2023-01-11 14:43:36.703 CET;0,4
2023-01-11 14:43:45.743 CET;0,9
2023-01-11 14:43:54.384 CET;0,3
2023-01-11 14:44:03.513 CET;0,6
2023-01-11 14:45:07.663 CET;0,7
2023-01-11 14:45:16.703 CET;0,9
2023-01-11 14:45:43.023 CET;0,6
2023-01-11 14:45:52.072 CET;0,9
2023-01-11 14:46:00.861 CET;0,6
2023-01-11 14:46:09.752 CET;0,8
2023-01-11 14:46:18.381 CET;0,5
2023-01-11 14:46:27.421 CET;0,9
2023-01-11 14:46:45.502 CET;0,8
2023-01-11 14:46:54.631 CET;0,5
2023-01-11 14:47:02.782 CET;0,8
2023-01-11 14:47:11.191 CET;0,6
2023-01-11 14:47:19.901 CET;0,1
2023-01-11 14:47:28.861 CET;0,5
2023-01-11 14:47:37.822 CET;0,2
2023-01-11 14:47:46.782 CET;0,7
2023-01-11 14:47:55.740 CET;0,9
2023-01-11 14:48:04.450 CET;0,4
2023-01-11 14:48:13.430 CET;0,9
2023-01-11 14:48:22.071 CET;0,6
2023-01-11 14:48:31.030 CET;0,9
2023-01-11 14:48:39.990 CET;0,8
2023-01-11 14:48:48.631 CET;0,9
2023-01-11 14:48:57.349 CET;0,5
2023-01-11 14:49:06.299 CET;0,9
2023-01-11 14:49:31.138 CET;0,2
2023-01-11 14:49:40.138 CET;0,3
2023-01-11 14:49:49.017 CET;0,5
2023-01-11 14:49:57.907 CET;0,9
2023-01-11 14:50:06.628 CET;0
2023-01-11 14:50:15.497 CET;0,1
2023-01-11 14:50:24.467 CET;0
2023-01-11 14:50:33.417 CET;0,7
2023-01-11 14:50:42.377 CET;0,6
2023-01-11 14:50:51.177 CET;0,8
2023-01-11 14:51:00.058 CET;0,7
2023-01-11 14:51:08.858 CET;0,9
2023-01-11 14:51:17.588 CET;0,7
2023-01-11 14:51:26.536 CET;0,8
2023-01-11 14:51:35.256 CET;0,9
2023-01-11 14:51:44.065 CET;0,5
2023-01-11 14:51:53.026 CET;0,6
2023-01-11 14:52:01.905 CET;0,5
2023-01-11 14:52:10.865 CET;0,9
2023-01-11 14:52:19.506 CET;0,2
2023-01-11 14:52:29.835 CET;0,7
2023-01-11 14:52:39.345 CET;0,6
2023-01-11 14:52:47.516 CET;0,9
2023-01-11 14:53:03.835 CET;0,7
2023-01-11 14:53:21.664 CET;0,6
2023-01-11 14:53:39.265 CET;0,8
2023-01-11 14:53:48.075 CET;0,3
2023-01-11 14:53:56.953 CET;0,9
2023-01-11 14:54:06.153 CET;0,8
2023-01-11 14:54:15.753 CET;0,6
2023-01-11 14:54:23.983 CET;0,7
2023-01-11 14:54:32.233 CET;0,5
2023-01-11 14:54:41.193 CET;0,9
2023-01-11 14:54:49.993 CET;0,5
2023-01-11 14:54:58.861 CET;0,4
2023-01-11 14:55:07.753 CET;0,6
2023-01-11 14:55:16.782 CET;0,8
2023-01-11 14:55:25.663 CET;0,3
2023-01-11 14:55:34.632 CET;0,6
2023-01-11 14:56:50.180 CET;0,1
2023-01-11 14:56:59.111 CET;0,2
2023-01-11 14:57:08.000 CET;0,8
2023-01-11 14:57:16.871 CET;0,9
2023-01-11 15:27:10.868 CET;0,5
2023-01-11 15:44:02.273 CET;0,6
2023-01-11 15:44:20.342 CET;0,8
2023-01-11 15:44:29.062 CET;0,7
2023-01-11 15:56:06.933 CET;0,3
2023-01-11 15:56:15.872 CET;0,9
2023-01-11 15:56:27.562 CET;0,8
2023-01-11 15:56:59.782 CET;0,6
2023-01-11 16:01:39.157 CET;0,7
2023-01-11 16:02:31.647 CET;0,5
2023-01-11 16:02:48.976 CET;0,6
2023-01-11 16:02:57.716 CET;0,5
2023-01-11 16:03:06.355 CET;0,2
2023-01-11 16:03:24.266 CET;0,7
2023-01-11 16:03:32.905 CET;0,4
2023-01-11 16:03:41.865 CET;0,9
2023-01-11 16:03:50.665 CET;0,5
2023-01-11 16:03:59.476 CET;0,9
2023-01-11 16:04:08.105 CET;0,3
2023-01-11 16:04:17.145 CET;0,4
2023-01-11 16:04:26.105 CET;0,8
2023-01-11 16:04:34.595 CET;0,2
2023-01-11 16:04:43.464 CET;0,5
2023-01-11 16:04:52.444 CET;0,4
2023-01-11 16:05:10.265 CET;0,6
2023-01-11 16:05:19.073 CET;0,2
2023-01-11 16:05:28.045 CET;0,6
2023-01-11 16:05:36.755 CET;0,3
2023-01-11 16:05:45.553 CET;0
2023-01-11 16:05:54.605 CET;0,4
2023-01-11 16:06:03.315 CET;0,2
2023-01-11 16:06:12.125 CET;0
2023-01-11 16:06:21.154 CET;0,8
2023-01-11 16:06:29.792 CET;0,3
2023-01-11 16:06:38.914 CET;0,6
2023-01-11 16:06:47.792 CET;0,8
2023-01-11 16:06:56.513 CET;0,3
2023-01-11 16:07:05.713 CET;0,6
2023-01-11 16:20:36.302 CET;18,7
2023-01-11 16:26:11.987 CET;20,5
2023-01-11 16:56:03.842 CET;0
2023-01-11 18:47:30.486 CET;-0,1
2023-01-11 18:47:39.278 CET;0
2023-01-11 21:10:29.546 CET;18,1
2023-01-11 21:13:36.154 CET;19,8
2023-01-11 21:22:01.915 CET;0
2023-01-11 21:36:07.523 CET;0,1
2023-01-11 21:36:23.523 CET;0
2023-01-11 21:36:31.533 CET;0,1
2023-01-11 21:36:39.444 CET;0
2023-01-11 21:36:47.535 CET;0,1
2023-01-11 21:36:55.595 CET;0
2023-01-11 21:39:45.289 CET;0,1
2023-01-11 21:39:53.371 CET;0
2023-01-11 21:40:17.611 CET;0,1
2023-01-11 21:40:25.621 CET;0
2023-01-11 21:41:30.410 CET;0,3
2023-01-11 21:41:38.499 CET;0
2023-01-11 21:41:54.730 CET;0,3
2023-01-11 21:42:02.730 CET;0
2023-01-11 21:42:10.888 CET;0,3
2023-01-11 21:42:18.819 CET;0
2023-01-11 21:43:31.628 CET;0,2
2023-01-11 21:43:39.697 CET;0
2023-01-11 21:44:36.016 CET;0,1
2023-01-11 21:44:44.095 CET;0
2023-01-11 21:48:54.743 CET;0,1
2023-01-11 21:49:02.822 CET;0
2023-01-11 21:50:39.601 CET;0,1
2023-01-11 21:50:47.782 CET;0
2023-01-11 21:50:55.861 CET;0,1
2023-01-11 21:51:03.871 CET;0
2023-01-11 21:51:11.940 CET;0,2
2023-01-11 21:51:19.950 CET;0
2023-01-11 21:52:40.901 CET;0,1
2023-01-11 21:52:48.901 CET;0
2023-01-11 21:58:55.766 CET;0,2
2023-01-11 21:59:04.125 CET;0
2023-01-11 22:04:43.140 CET;0,1
2023-01-11 22:04:51.480 CET;0
2023-01-11 22:14:44.594 CET;0,1
2023-01-11 22:14:52.584 CET;0
2023-01-11 22:15:00.753 CET;0,2
2023-01-11 22:15:08.812 CET;0
2023-01-11 22:15:16.913 CET;0,1
2023-01-11 22:15:24.993 CET;0
2023-01-11 22:15:33.082 CET;0,1
2023-01-11 22:15:41.072 CET;0
2023-01-11 22:16:37.710 CET;0,1
2023-01-11 22:16:45.770 CET;0
2023-01-11 22:17:01.950 CET;0,2
2023-01-11 22:17:10.029 CET;0
2023-01-11 22:18:22.759 CET;0,2
2023-01-11 22:18:30.930 CET;0
2023-01-11 22:20:07.717 CET;0,1
2023-01-11 22:20:23.877 CET;0
2023-01-11 22:27:15.890 CET;0,1
2023-01-11 22:27:23.878 CET;0
2023-01-11 22:35:00.601 CET;0,1
2023-01-11 22:35:08.680 CET;0
2023-01-11 22:35:25.009 CET;0,1
2023-01-11 22:35:33.089 CET;0
2023-01-11 22:36:13.410 CET;0,1
2023-01-11 22:36:21.490 CET;0
2023-01-11 22:39:13.957 CET;0,3
2023-01-11 22:39:21.967 CET;0
2023-01-11 22:42:11.733 CET;0,2
2023-01-11 22:42:19.894 CET;0,1
2023-01-11 22:42:35.973 CET;0
2023-01-11 22:44:28.372 CET;0,1
2023-01-11 22:44:36.461 CET;0
2023-01-11 22:47:25.500 CET;0,2
2023-01-11 22:47:41.729 CET;0
2023-01-11 22:47:57.888 CET;0,1
2023-01-11 22:48:05.898 CET;0
2023-01-11 22:54:02.144 CET;0,1
2023-01-11 22:54:10.233 CET;0
2023-01-11 22:55:30.943 CET;0,1
2023-01-11 22:55:39.023 CET;0
2023-01-11 22:56:59.913 CET;0,1
2023-01-11 22:57:07.992 CET;0
2023-01-11 22:58:52.940 CET;0,3
2023-01-11 22:59:01.121 CET;0
2023-01-11 23:02:45.655 CET;0,1
2023-01-11 23:02:54.165 CET;0
2023-01-11 23:06:02.084 CET;0,5
2023-01-11 23:06:10.391 CET;0
2023-01-11 23:07:16.221 CET;0,1
2023-01-11 23:07:25.411 CET;0,6
2023-01-11 23:07:34.621 CET;0,2
2023-01-11 23:07:43.262 CET;0
2023-01-11 23:08:01.601 CET;0,2
2023-01-11 23:08:10.961 CET;0,1
2023-01-11 23:08:20.240 CET;0
2023-01-11 23:08:38.711 CET;0,2
2023-01-11 23:08:47.992 CET;0
2023-01-11 23:13:19.678 CET;0,1
2023-01-11 23:13:28.559 CET;0
2023-01-11 23:13:37.828 CET;0,3
2023-01-11 23:13:56.319 CET;0,1
2023-01-11 23:14:05.108 CET;0
2023-01-11 23:14:14.229 CET;0,1
2023-01-11 23:14:23.509 CET;0
2023-01-11 23:14:33.038 CET;0,1
2023-01-11 23:15:01.038 CET;0
2023-01-11 23:15:48.069 CET;0,1
2023-01-11 23:16:16.239 CET;0,2
2023-01-11 23:16:25.598 CET;0,1
2023-01-11 23:16:53.838 CET;0
2023-01-11 23:17:03.038 CET;0,1
2023-01-11 23:17:12.556 CET;0
2023-01-11 23:17:21.996 CET;0,1
2023-01-11 23:18:08.556 CET;0
2023-01-11 23:19:04.727 CET;0,1
2023-01-11 23:19:23.276 CET;0
2023-01-11 23:19:42.246 CET;0,1
2023-01-11 23:20:00.885 CET;0
2023-01-11 23:20:10.165 CET;0,1
2023-01-11 23:20:47.605 CET;0
2023-01-11 23:26:22.901 CET;0,1
2023-01-11 23:26:30.971 CET;0
2023-01-11 23:27:43.539 CET;0,1
2023-01-11 23:27:51.609 CET;0
2023-01-11 23:28:23.927 CET;0,1
2023-01-11 23:30:02.677 CET;0
2023-01-11 23:34:50.502 CET;0,1
2023-01-11 23:34:59.930 CET;0
2023-01-11 23:41:45.706 CET;0,2
2023-01-11 23:41:53.706 CET;0,6
2023-01-11 23:42:01.706 CET;0
2023-01-11 23:44:10.733 CET;0,2
2023-01-11 23:44:18.903 CET;0
2023-01-11 23:45:55.941 CET;0,1
2023-01-11 23:46:03.951 CET;0
2023-01-11 23:50:30.509 CET;0,3
2023-01-11 23:50:38.589 CET;0
2023-01-11 23:53:36.276 CET;0,2
2023-01-11 23:53:44.436 CET;0
2023-01-11 23:56:34.273 CET;0,1
2023-01-11 23:56:42.355 CET;0
2023-01-11 23:57:46.842 CET;0,1
2023-01-11 23:57:54.923 CET;0
2023-01-11 23:58:11.082 CET;-0,1
2023-01-11 23:58:19.154 CET;0
2023-01-11 23:58:43.242 CET;0,1
2023-01-12 00:00:27.450 CET;0
2023-01-12 00:00:36.040 CET;0,1
2023-01-12 00:00:52.678 CET;0
2023-01-12 00:02:53.645 CET;0,1
2023-01-12 00:03:01.717 CET;0
2023-01-12 00:20:02.615 CET;0,1
2023-01-12 00:20:10.686 CET;0
2023-01-12 00:29:11.897 CET;0,2
2023-01-12 00:29:19.967 CET;0
2023-01-12 00:30:08.286 CET;0,1
2023-01-12 00:30:16.365 CET;0
2023-01-12 00:33:05.733 CET;0,1
2023-01-12 00:33:13.812 CET;0
2023-01-12 00:34:02.382 CET;0,1
2023-01-12 00:34:10.463 CET;0
2023-01-12 00:36:27.168 CET;0,1
2023-01-12 00:36:35.178 CET;0
2023-01-12 00:41:33.513 CET;0,2
2023-01-12 00:41:41.584 CET;0
2023-01-12 00:41:49.663 CET;0,1
2023-01-12 00:41:57.823 CET;0
2023-01-12 00:44:31.270 CET;0,2
2023-01-12 00:44:39.341 CET;0
2023-01-12 00:44:55.660 CET;0,1
2023-01-12 00:45:03.740 CET;0
2023-01-12 00:49:35.055 CET;17,7
2023-01-12 00:53:53.651 CET;2,9
2023-01-12 04:44:51.365 CET;3
2023-01-12 04:50:58.107 CET;20,3
2023-01-12 05:10:42.914 CET;0,9
2023-01-12 05:23:54.579 CET;1
2023-01-12 05:24:03.299 CET;0,9
2023-01-12 05:24:48.588 CET;0,7
2023-01-12 05:24:57.709 CET;0,6
2023-01-12 05:25:06.908 CET;0,7
2023-01-12 05:25:16.118 CET;0,6
2023-01-12 05:25:34.507 CET;0,7
2023-01-12 05:25:52.999 CET;0,6
2023-01-12 05:30:28.891 CET;0,7
2023-01-12 05:30:37.362 CET;1
2023-01-12 05:35:32.746 CET;1,1
2023-01-12 05:35:46.576 CET;1
2023-01-12 05:35:55.977 CET;1,4
2023-01-12 05:36:05.088 CET;1,1
2023-01-12 05:46:30.118 CET;1
2023-01-12 05:49:52.813 CET;1,5
2023-01-12 05:50:02.302 CET;1,1
2023-01-12 05:50:11.413 CET;1
2023-01-12 05:50:29.812 CET;1,6
2023-01-12 05:50:48.362 CET;1,1
2023-01-12 05:50:57.732 CET;1,7
2023-01-12 05:51:06.851 CET;0,9
2023-01-12 05:51:25.253 CET;0,6
2023-01-12 05:51:34.290 CET;0,9
2023-01-12 05:51:43.490 CET;0,8
2023-01-12 05:51:52.611 CET;0,7
2023-01-12 05:52:11.171 CET;0,8
2023-01-12 05:52:39.009 CET;0,7
2023-01-12 05:52:48.369 CET;0,6
2023-01-12 05:52:57.648 CET;0,9
2023-01-12 05:53:32.688 CET;1
2023-01-12 05:53:59.658 CET;1,1
2023-01-12 05:54:09.259 CET;1
2023-01-12 05:54:18.299 CET;0,9
2023-01-12 05:54:27.338 CET;1
2023-01-12 05:54:36.299 CET;0,9
2023-01-12 05:54:45.098 CET;1
2023-01-12 06:12:56.621 CET;0,9
2023-01-12 06:13:05.109 CET;1
2023-01-12 06:17:56.467 CET;0,9
2023-01-12 06:18:10.555 CET;1
2023-01-12 06:21:27.334 CET;0,9
2023-01-12 07:06:02.673 CET;1
2023-01-12 07:06:11.372 CET;0,7
2023-01-12 07:06:20.102 CET;0,9
2023-01-12 07:09:58.770 CET;1
2023-01-12 07:10:07.390 CET;0,6
2023-01-12 07:10:16.190 CET;0,9
2023-01-12 07:11:31.487 CET;1
2023-01-12 07:17:06.043 CET;0,9
2023-01-12 07:17:14.844 CET;1
2023-01-12 07:17:23.803 CET;0,9
2023-01-12 07:17:41.414 CET;1
2023-01-12 07:18:08.443 CET;0,9
2023-01-12 07:18:44.272 CET;1
2023-01-12 07:18:53.171 CET;0,9
2023-01-12 07:19:10.923 CET;1
2023-01-12 07:19:20.201 CET;1,1
2023-01-12 07:19:47.071 CET;0,9
2023-01-12 07:19:56.772 CET;1
2023-01-12 07:20:05.651 CET;1,1
2023-01-12 07:20:14.611 CET;1
2023-01-12 07:20:23.572 CET;1,1
2023-01-12 07:20:32.450 CET;0,9
2023-01-12 07:22:21.418 CET;1
2023-01-12 07:22:39.890 CET;0,8
2023-01-12 07:22:49.088 CET;1
2023-01-12 07:23:17.658 CET;0,9
2023-01-12 07:23:36.209 CET;0,6
2023-01-12 07:23:45.489 CET;0,7
2023-01-12 07:23:54.528 CET;0,5
2023-01-12 07:24:13.098 CET;1
2023-01-12 07:24:22.207 CET;0,5
2023-01-12 07:24:31.578 CET;0,7
2023-01-12 07:24:40.858 CET;0,6
2023-01-12 07:24:50.038 CET;0,9
2023-01-12 07:24:59.328 CET;0,7
2023-01-12 07:25:08.357 CET;0,6
2023-01-12 07:25:17.576 CET;0,9
2023-01-12 07:25:36.056 CET;0,7
2023-01-12 07:25:45.256 CET;0,8
2023-01-12 07:25:54.447 CET;0,6
2023-01-12 07:26:03.734 CET;0,7
2023-01-12 07:26:21.984 CET;0,6
2023-01-12 07:27:23.174 CET;0,9
2023-01-12 07:27:47.494 CET;1
2023-01-12 07:28:05.493 CET;1,1
2023-01-12 07:28:15.334 CET;1
2023-01-12 07:28:33.174 CET;0,9
2023-01-12 07:28:42.063 CET;1
2023-01-12 07:28:51.184 CET;0,9
2023-01-12 07:29:00.142 CET;1,1
2023-01-12 07:29:09.092 CET;1
2023-01-12 07:29:18.612 CET;0,9
2023-01-12 07:29:46.382 CET;0,8
2023-01-12 07:30:05.010 CET;0,6
2023-01-12 07:30:14.302 CET;0,5
2023-01-12 07:30:23.582 CET;0,6
2023-01-12 07:30:32.780 CET;0,5
2023-01-12 07:30:51.332 CET;0,6
2023-01-12 07:31:09.740 CET;0,7
2023-01-12 07:31:18.950 CET;0,9
2023-01-12 07:31:28.220 CET;0,6
2023-01-12 07:31:37.339 CET;0,9
2023-01-12 07:31:46.609 CET;0,7
2023-01-12 07:31:55.980 CET;0,9
2023-01-12 07:32:05.091 CET;0,7
2023-01-12 07:32:14.220 CET;0,8
2023-01-12 07:32:23.661 CET;0,9
2023-01-12 07:32:32.858 CET;0,7
2023-01-12 07:32:42.150 CET;0,6
2023-01-12 07:33:00.690 CET;1,1
2023-01-12 07:33:09.809 CET;0,4
2023-01-12 07:33:19.099 CET;0,5
2023-01-12 07:33:28.299 CET;0,7
2023-01-12 07:33:37.418 CET;0,6
2023-01-12 07:34:39.749 CET;1
2023-01-12 07:35:06.947 CET;0,9
2023-01-12 07:35:15.907 CET;1
2023-01-12 07:35:34.066 CET;1,2
2023-01-12 07:35:43.336 CET;0,9
2023-01-12 07:35:52.536 CET;1
2023-01-12 07:36:01.816 CET;0,9
2023-01-12 07:36:31.516 CET;0,6
2023-01-12 07:36:40.546 CET;1
2023-01-12 07:36:56.905 CET;0,9
2023-01-12 07:37:06.125 CET;1,3
2023-01-12 07:37:15.426 CET;1,5
2023-01-12 07:37:24.615 CET;1,1
2023-01-12 07:37:33.914 CET;1,5
2023-01-12 07:37:52.305 CET;1
2023-01-12 07:38:01.516 CET;1,1
2023-01-12 07:38:10.776 CET;1
