time;PressForceValueRL
2023-01-04 03:20:45.782 CET;36
2023-01-04 03:20:54.980 CET;35,7
2023-01-04 03:21:04.250 CET;36
2023-01-04 03:21:13.540 CET;35,7
2023-01-04 03:21:32.191 CET;35,4
2023-01-04 03:22:00.010 CET;35,7
2023-01-04 03:22:09.529 CET;35,4
2023-01-04 03:22:18.730 CET;35,7
2023-01-04 03:22:37.289 CET;35,4
2023-01-04 03:22:46.509 CET;35,7
2023-01-04 03:23:27.299 CET;36
2023-01-04 03:23:55.059 CET;35,7
2023-01-04 03:24:04.348 CET;36,2
2023-01-04 03:24:13.539 CET;35,7
2023-01-04 03:24:22.967 CET;35,4
2023-01-04 03:24:41.536 CET;35,7
2023-01-04 03:25:00.576 CET;35,4
2023-01-04 03:25:18.976 CET;35,2
2023-01-04 03:25:28.496 CET;35,7
2023-01-04 03:25:37.536 CET;36,2
2023-01-04 03:25:46.986 CET;36
2023-01-04 03:25:56.187 CET;36,2
2023-01-04 03:26:05.687 CET;35,7
2023-01-04 03:26:14.826 CET;36
2023-01-04 03:26:52.028 CET;35,4
2023-01-04 03:27:10.496 CET;35,7
2023-01-04 03:27:28.907 CET;35,4
2023-01-04 03:27:56.667 CET;35,7
2023-01-04 03:28:06.096 CET;35,4
2023-01-04 03:28:54.457 CET;36
2023-01-04 03:29:13.628 CET;35,7
2023-01-04 03:29:22.907 CET;36,2
2023-01-04 03:29:32.266 CET;35,4
2023-01-04 03:29:50.907 CET;35,7
2023-01-04 03:30:09.398 CET;35,4
2023-01-04 03:30:18.586 CET;35,7
2023-01-04 03:30:55.865 CET;35,4
2023-01-04 03:31:14.335 CET;35,7
2023-01-04 03:31:23.696 CET;35,4
2023-01-04 03:31:32.915 CET;35,7
2023-01-04 03:31:42.335 CET;36
2023-01-04 03:31:51.773 CET;35,7
2023-01-04 03:32:10.023 CET;36
2023-01-04 03:32:19.315 CET;36,2
2023-01-04 03:32:28.664 CET;36
2023-01-04 03:32:37.944 CET;36,2
2023-01-04 03:32:47.315 CET;36
2023-01-04 03:33:05.783 CET;35,4
2023-01-04 03:33:15.313 CET;35,7
2023-01-04 03:33:24.273 CET;35,2
2023-01-04 03:33:52.342 CET;36
2023-01-04 03:34:01.792 CET;35,2
2023-01-04 03:34:10.901 CET;35,4
2023-01-04 03:34:20.171 CET;35,7
2023-01-04 03:34:29.371 CET;36
2023-01-04 03:34:48.042 CET;35,7
2023-01-04 03:34:57.311 CET;36
2023-01-04 03:35:06.512 CET;36,2
2023-01-04 03:35:15.871 CET;35,7
2023-01-04 03:35:25.232 CET;35,4
2023-01-04 03:35:43.940 CET;35,7
2023-01-04 03:35:53.069 CET;36
2023-01-04 03:36:11.720 CET;35,7
2023-01-04 03:36:39.401 CET;35,4
2023-01-04 03:37:07.309 CET;35,7
2023-01-04 03:37:16.670 CET;35,4
2023-01-04 03:37:25.710 CET;35,7
2023-01-04 03:37:35.140 CET;35,4
2023-01-04 03:37:44.339 CET;35,7
2023-01-04 03:38:40.188 CET;36
2023-01-04 03:39:07.868 CET;35,4
2023-01-04 03:39:26.509 CET;35,2
2023-01-04 03:39:35.967 CET;35,7
2023-01-04 03:39:45.158 CET;35,2
2023-01-04 03:39:54.358 CET;35,4
2023-01-04 03:40:12.987 CET;35,2
2023-01-04 03:40:22.346 CET;36
2023-01-04 03:40:31.637 CET;35,7
2023-01-04 03:40:40.766 CET;36,2
2023-01-04 03:40:50.026 CET;36
2023-01-04 03:41:08.766 CET;35,4
2023-01-04 03:41:18.046 CET;36
2023-01-04 03:41:27.234 CET;35,7
2023-01-04 03:42:04.515 CET;36
2023-01-04 03:42:13.795 CET;35,7
2023-01-04 03:42:23.085 CET;36
2023-01-04 03:42:32.505 CET;35,7
2023-01-04 03:42:41.644 CET;35,4
2023-01-04 03:43:00.295 CET;36
2023-01-04 03:43:09.474 CET;35,4
2023-01-04 03:43:28.043 CET;36
2023-01-04 03:43:37.223 CET;35,7
2023-01-04 03:43:46.443 CET;36
2023-01-04 03:43:55.711 CET;36,2
2023-01-04 03:44:04.913 CET;36
2023-01-04 03:44:14.433 CET;36,5
2023-01-04 03:44:32.913 CET;36
2023-01-04 03:44:51.482 CET;36,5
2023-01-04 03:45:00.680 CET;36
2023-01-04 03:45:19.391 CET;35,7
2023-01-04 03:45:47.242 CET;36
2023-01-04 03:46:24.280 CET;36,5
2023-01-04 03:46:33.641 CET;36
2023-01-04 03:46:42.829 CET;36,2
2023-01-04 03:46:52.198 CET;36,5
2023-01-04 03:47:01.479 CET;36,2
2023-01-04 03:47:10.688 CET;36,5
2023-01-04 03:47:38.848 CET;36,2
2023-01-04 03:47:48.039 CET;36
2023-01-04 03:47:57.319 CET;35,7
2023-01-04 03:48:06.517 CET;36,2
2023-01-04 03:48:15.878 CET;36,5
2023-01-04 03:48:25.157 CET;36
2023-01-04 03:48:34.278 CET;35,4
2023-01-04 03:48:43.798 CET;35,7
2023-01-04 03:48:53.007 CET;36
2023-01-04 03:49:29.957 CET;36,2
2023-01-04 03:49:48.516 CET;36
2023-01-04 03:49:57.875 CET;36,5
2023-01-04 03:50:07.236 CET;36,2
2023-01-04 03:51:10.204 CET;35,7
2023-01-04 03:51:19.954 CET;35,4
2023-01-04 03:51:38.525 CET;35,7
2023-01-04 03:51:47.716 CET;35,4
2023-01-04 03:51:56.993 CET;34,9
2023-01-04 03:52:06.283 CET;35,7
2023-01-04 03:52:24.684 CET;36,2
2023-01-04 03:52:34.134 CET;35,7
2023-01-04 03:52:52.683 CET;36,2
2023-01-04 03:53:11.163 CET;36,5
2023-01-04 03:53:20.602 CET;36,2
2023-01-04 03:53:39.553 CET;36
2023-01-04 03:53:49.084 CET;36,2
2023-01-04 03:53:58.283 CET;36
2023-01-04 03:54:07.563 CET;35,4
2023-01-04 03:54:16.684 CET;36
2023-01-04 03:54:25.971 CET;35,7
2023-01-04 03:54:44.601 CET;36
2023-01-04 03:54:53.963 CET;35,2
2023-01-04 03:55:03.161 CET;35,7
2023-01-04 03:55:12.532 CET;36
2023-01-04 03:55:40.361 CET;35,7
2023-01-04 03:55:49.562 CET;36
2023-01-04 03:56:08.121 CET;36,5
2023-01-04 03:56:17.482 CET;36,2
2023-01-04 03:57:03.888 CET;35,7
2023-01-04 03:57:13.088 CET;36
2023-01-04 03:57:22.369 CET;35,7
2023-01-04 03:57:31.890 CET;36
2023-01-04 03:57:41.089 CET;35,7
2023-01-04 03:57:50.450 CET;36
2023-01-04 03:57:59.638 CET;35,7
2023-01-04 03:58:08.757 CET;36
2023-01-04 03:58:18.128 CET;35,4
2023-01-04 03:58:27.407 CET;35,7
2023-01-04 03:58:36.688 CET;36
2023-01-04 03:58:55.326 CET;36,5
2023-01-04 03:59:04.526 CET;36,2
2023-01-04 03:59:13.717 CET;36
2023-01-04 03:59:32.286 CET;36,2
2023-01-04 04:00:00.286 CET;35,7
2023-01-04 04:00:28.365 CET;35,4
2023-01-04 04:00:46.775 CET;35,7
2023-01-04 04:01:05.246 CET;36,2
2023-01-04 04:01:14.674 CET;35,7
2023-01-04 04:01:33.154 CET;36,2
2023-01-04 04:01:42.444 CET;36
2023-01-04 04:01:51.884 CET;36,2
2023-01-04 04:02:19.734 CET;35,7
2023-01-04 04:02:29.023 CET;36,2
2023-01-04 04:02:38.203 CET;35,7
2023-01-04 04:02:47.573 CET;36,2
2023-01-04 04:02:57.013 CET;36
2023-01-04 04:03:06.213 CET;35,7
2023-01-04 04:03:15.493 CET;35,4
2023-01-04 04:03:24.851 CET;35,7
2023-01-04 04:03:43.482 CET;35,4
2023-01-04 04:03:52.762 CET;35,7
2023-01-04 04:04:11.161 CET;36
2023-01-04 04:04:20.441 CET;35,7
2023-01-04 04:04:29.730 CET;36
2023-01-04 04:04:57.740 CET;35,7
2023-01-04 04:05:16.131 CET;36
2023-01-04 04:05:25.411 CET;36,2
2023-01-04 04:05:34.690 CET;35,7
2023-01-04 04:05:53.259 CET;36,2
2023-01-04 04:06:02.608 CET;35,7
2023-01-04 04:06:11.898 CET;35,4
2023-01-04 04:06:21.078 CET;35,7
2023-01-04 04:06:30.598 CET;35,4
2023-01-04 04:06:49.168 CET;35,2
2023-01-04 04:06:58.368 CET;35,4
2023-01-04 04:07:07.568 CET;36,2
2023-01-04 04:07:16.687 CET;35,7
2023-01-04 04:07:35.338 CET;36
2023-01-04 04:07:54.048 CET;36,2
2023-01-04 04:08:03.336 CET;36,5
2023-01-04 04:08:12.538 CET;36
2023-01-04 04:08:21.897 CET;36,2
2023-01-04 04:08:40.377 CET;35,4
2023-01-04 04:08:49.806 CET;35,7
2023-01-04 04:08:59.086 CET;36
2023-01-04 04:09:08.296 CET;35,7
2023-01-04 04:09:17.575 CET;35,2
2023-01-04 04:09:27.005 CET;36
2023-01-04 04:09:36.305 CET;35,4
2023-01-04 04:09:54.775 CET;36
2023-01-04 04:10:03.966 CET;35,4
2023-01-04 04:10:13.335 CET;36,2
2023-01-04 04:10:22.694 CET;36
2023-01-04 04:10:41.255 CET;36,2
2023-01-04 04:10:50.535 CET;36,5
2023-01-04 04:10:59.733 CET;35,7
2023-01-04 04:11:09.095 CET;36
2023-01-04 04:11:37.013 CET;35,2
2023-01-04 04:11:46.124 CET;36
2023-01-04 04:11:55.562 CET;35,4
2023-01-04 04:12:04.693 CET;36
2023-01-04 04:12:13.983 CET;35,7
2023-01-04 04:12:32.604 CET;35,4
2023-01-04 04:12:51.094 CET;35,7
2023-01-04 04:13:00.463 CET;36
2023-01-04 04:13:09.983 CET;36,2
2023-01-04 04:13:19.173 CET;36
2023-01-04 04:13:28.463 CET;35,7
2023-01-04 04:13:37.651 CET;36
2023-01-04 04:14:15.013 CET;35,7
2023-01-04 04:14:33.421 CET;36
2023-01-04 04:14:42.621 CET;35,7
2023-01-04 04:15:01.332 CET;36
2023-01-04 04:15:10.540 CET;35,7
2023-01-04 04:15:19.812 CET;35,2
2023-01-04 04:15:29.020 CET;35,4
2023-01-04 04:15:38.460 CET;35,2
2023-01-04 04:15:47.569 CET;35,7
2023-01-04 04:16:06.299 CET;36
2023-01-04 04:16:15.730 CET;35,7
2023-01-04 04:16:34.059 CET;36
2023-01-04 04:16:52.697 CET;36,2
2023-01-04 04:17:01.987 CET;36
2023-01-04 04:17:11.578 CET;35,7
2023-01-04 04:17:39.328 CET;35,4
2023-01-04 04:17:48.618 CET;35,7
2023-01-04 04:17:58.137 CET;35,4
2023-01-04 04:18:25.828 CET;35,7
2023-01-04 04:18:35.107 CET;36
2023-01-04 04:19:21.496 CET;35,7
2023-01-04 04:19:30.786 CET;36
2023-01-04 04:19:49.516 CET;36,2
2023-01-04 04:19:58.704 CET;36
2023-01-04 04:20:08.224 CET;35,7
2023-01-04 04:20:54.615 CET;36
2023-01-04 04:21:03.983 CET;35,4
2023-01-04 04:21:22.384 CET;36
2023-01-04 04:21:31.743 CET;35,7
2023-01-04 04:21:40.934 CET;35,4
2023-01-04 04:21:50.374 CET;36,2
2023-01-04 04:21:59.663 CET;36
2023-01-04 04:22:55.502 CET;35,7
2023-01-04 04:23:23.341 CET;36
2023-01-04 04:23:32.621 CET;35,4
2023-01-04 04:23:42.071 CET;35,7
2023-01-04 04:24:33.101 CET;35,2
2023-01-04 04:24:42.621 CET;35,4
2023-01-04 04:24:51.581 CET;35,7
2023-01-04 04:25:10.138 CET;36
2023-01-04 04:25:19.490 CET;36,2
2023-01-04 04:25:28.858 CET;36
2023-01-04 04:27:01.898 CET;35,4
2023-01-04 04:27:10.937 CET;35,2
2023-01-04 04:27:20.308 CET;35,7
2023-01-04 04:27:29.519 CET;36
2023-01-04 04:27:48.209 CET;35,7
2023-01-04 04:28:06.788 CET;36,2
2023-01-04 04:28:16.076 CET;36,5
2023-01-04 04:28:34.546 CET;36,8
2023-01-04 04:28:53.186 CET;36,5
2023-01-04 04:29:21.117 CET;36,2
2023-01-04 04:29:39.986 CET;36
2023-01-04 04:29:49.276 CET;36,2
2023-01-04 04:29:58.546 CET;36
2023-01-04 04:30:07.665 CET;35,7
2023-01-04 04:30:17.186 CET;36
2023-01-04 04:30:26.464 CET;35,4
2023-01-04 04:30:35.506 CET;36
2023-01-04 04:30:44.944 CET;36,5
2023-01-04 04:30:54.223 CET;36,2
2023-01-04 04:31:03.753 CET;36,5
2023-01-04 04:31:12.944 CET;36,8
2023-01-04 04:31:22.223 CET;36,5
2023-01-04 04:31:31.515 CET;36,8
2023-01-04 04:31:40.793 CET;36,5
2023-01-04 04:31:50.223 CET;36,8
2023-01-04 04:31:59.263 CET;36,2
2023-01-04 04:32:27.114 CET;36,5
2023-01-04 04:32:36.473 CET;36,2
2023-01-04 04:32:45.983 CET;35,4
2023-01-04 04:32:55.191 CET;36
2023-01-04 04:33:04.471 CET;35,7
2023-01-04 04:33:22.871 CET;36
2023-01-04 04:34:00.232 CET;36,5
2023-01-04 04:34:09.351 CET;36
2023-01-04 04:34:18.540 CET;36,2
2023-01-04 04:34:27.990 CET;36,5
2023-01-04 04:34:37.191 CET;36,2
2023-01-04 04:34:46.542 CET;35,7
2023-01-04 04:34:55.762 CET;36
2023-01-04 04:35:41.990 CET;35,7
2023-01-04 04:36:10.000 CET;35,4
2023-01-04 04:36:19.269 CET;36
2023-01-04 04:36:28.698 CET;35,7
2023-01-04 04:36:37.750 CET;36,2
2023-01-04 04:36:47.118 CET;36
2023-01-04 04:37:16.970 CET;36,2
2023-01-04 04:37:27.279 CET;35,7
2023-01-04 04:37:45.279 CET;36,2
2023-01-04 04:37:54.799 CET;36
2023-01-04 04:38:03.997 CET;36,2
2023-01-04 04:38:13.358 CET;35,7
2023-01-04 04:38:22.638 CET;36
2023-01-04 04:38:50.548 CET;36,2
2023-01-04 04:38:59.828 CET;35,2
2023-01-04 04:39:09.188 CET;35,4
2023-01-04 04:39:18.477 CET;36
2023-01-04 04:39:27.769 CET;35,7
2023-01-04 04:39:37.188 CET;36
2023-01-04 04:39:46.469 CET;35,7
2023-01-04 04:39:55.667 CET;36
2023-01-04 04:40:05.039 CET;35,7
2023-01-04 04:40:14.239 CET;36
2023-01-04 04:40:23.437 CET;36,2
2023-01-04 04:40:42.078 CET;36
2023-01-04 04:42:11.788 CET;35,4
2023-01-04 04:42:21.447 CET;36
2023-01-04 04:43:55.367 CET;35,4
2023-01-04 04:44:04.877 CET;35,7
2023-01-04 04:44:23.687 CET;35,4
2023-01-04 04:44:32.957 CET;35,7
2023-01-04 04:44:42.496 CET;35,4
2023-01-04 04:44:52.086 CET;35,7
2023-01-04 04:45:10.726 CET;36
2023-01-04 04:45:19.836 CET;36,2
2023-01-04 04:45:57.216 CET;36
2023-01-04 04:46:15.845 CET;35,7
2023-01-04 04:46:25.124 CET;35,4
2023-01-04 04:46:34.404 CET;35,7
2023-01-04 04:46:53.053 CET;36
2023-01-04 04:47:02.325 CET;35,4
2023-01-04 04:47:11.684 CET;35,7
2023-01-04 04:47:20.974 CET;35,4
2023-01-04 04:47:30.153 CET;35,7
2023-01-04 04:47:58.243 CET;35,4
2023-01-04 04:48:07.364 CET;36
2023-01-04 04:48:16.713 CET;35,7
2023-01-04 04:48:35.132 CET;36,2
2023-01-04 04:48:44.492 CET;36,5
2023-01-04 04:48:53.691 CET;36,2
2023-01-04 04:49:12.403 CET;36,5
2023-01-04 04:49:21.683 CET;36,2
2023-01-04 04:49:49.520 CET;35,7
2023-01-04 04:49:58.651 CET;36
2023-01-04 04:51:03.769 CET;36,5
2023-01-04 04:51:13.049 CET;36,8
2023-01-04 04:51:31.529 CET;36,2
2023-01-04 04:51:40.809 CET;36,8
2023-01-04 04:51:50.009 CET;36,2
2023-01-04 04:51:59.371 CET;35,7
2023-01-04 04:52:08.661 CET;36,2
2023-01-04 04:52:18.010 CET;35,7
2023-01-04 04:52:27.289 CET;35,2
2023-01-04 04:52:36.398 CET;35,4
2023-01-04 04:52:55.128 CET;35,7
2023-01-04 04:53:13.759 CET;35,4
2023-01-04 04:53:32.167 CET;35,7
2023-01-04 04:53:50.729 CET;36
2023-01-04 04:54:09.217 CET;36,2
2023-01-04 04:54:46.417 CET;36
2023-01-04 04:54:55.696 CET;36,2
2023-01-04 04:55:04.967 CET;36
2023-01-04 04:55:14.405 CET;35,7
2023-01-04 04:55:23.447 CET;36
2023-01-04 04:55:32.895 CET;35,7
2023-01-04 04:55:42.176 CET;36
2023-01-04 04:55:51.367 CET;35,4
2023-01-04 04:56:00.565 CET;35,7
2023-01-04 04:56:09.845 CET;35,4
2023-01-04 04:56:28.404 CET;36
2023-01-04 04:56:37.765 CET;35,7
2023-01-04 04:56:46.884 CET;36
2023-01-04 04:56:56.424 CET;36,8
2023-01-04 04:57:05.523 CET;36
2023-01-04 04:57:33.293 CET;36,2
2023-01-04 04:57:42.654 CET;36
2023-01-04 04:58:01.282 CET;35,7
2023-01-04 04:58:10.664 CET;36,2
2023-01-04 04:58:29.203 CET;35,7
2023-01-04 04:58:38.411 CET;35,4
2023-01-04 04:58:47.763 CET;35,7
2023-01-04 04:58:57.131 CET;35,4
2023-01-04 04:59:06.411 CET;36
2023-01-04 04:59:34.260 CET;36,2
2023-01-04 04:59:43.532 CET;36,5
2023-01-04 04:59:52.730 CET;36,8
2023-01-04 05:00:02.012 CET;36,5
2023-01-04 05:00:48.411 CET;36,8
2023-01-04 05:00:57.690 CET;36
2023-01-04 05:01:06.890 CET;36,5
2023-01-04 05:01:25.539 CET;36
2023-01-04 05:01:44.180 CET;35,7
2023-01-04 05:01:53.380 CET;36
2023-01-04 05:02:02.658 CET;36,5
2023-01-04 05:02:11.938 CET;36,2
2023-01-04 05:02:21.209 CET;36
2023-01-04 05:02:39.628 CET;36,2
2023-01-04 05:03:07.697 CET;36,5
2023-01-04 05:03:26.267 CET;36,2
2023-01-04 05:03:35.378 CET;35,7
2023-01-04 05:03:44.578 CET;36
2023-01-04 05:03:53.937 CET;35,7
2023-01-04 05:04:12.417 CET;36
2023-01-04 05:04:58.894 CET;36,2
2023-01-04 05:09:58.680 CET;12,5
2023-01-04 05:13:22.907 CET;17
2023-01-04 05:26:39.355 CET;36,2
2023-01-04 05:27:06.664 CET;36,8
2023-01-04 05:36:35.753 CET;36,2
2023-01-04 05:36:58.503 CET;36,5
2023-01-04 05:37:20.891 CET;36,2
2023-01-04 05:37:43.461 CET;36,5
2023-01-04 05:37:54.973 CET;36,2
2023-01-04 05:38:17.460 CET;36
2023-01-04 05:38:28.740 CET;36,5
2023-01-04 05:38:51.141 CET;37
2023-01-04 05:39:02.351 CET;36,8
2023-01-04 05:39:13.609 CET;36,5
2023-01-04 05:39:25.151 CET;37,3
2023-01-04 05:39:36.589 CET;36,8
2023-01-04 05:39:59.450 CET;37
2023-01-04 05:40:10.740 CET;36,8
2023-01-04 05:40:22.259 CET;37
2023-01-04 05:40:44.667 CET;36,8
2023-01-04 05:40:55.947 CET;36,5
2023-01-04 05:41:29.529 CET;36,2
2023-01-04 05:41:41.148 CET;36,8
2023-01-04 05:42:26.098 CET;36,5
2023-01-04 05:42:37.309 CET;36,8
2023-01-04 05:42:48.499 CET;37
2023-01-04 05:42:59.789 CET;36,8
2023-01-04 05:43:10.987 CET;37
2023-01-04 05:43:44.667 CET;36,8
2023-01-04 05:43:55.868 CET;37
2023-01-04 05:44:06.989 CET;36,5
2023-01-04 05:44:18.348 CET;37
2023-01-04 05:44:29.710 CET;36,8
2023-01-04 05:44:41.079 CET;37
2023-01-04 05:44:52.339 CET;36,5
2023-01-04 05:45:03.558 CET;36,2
2023-01-04 05:45:14.828 CET;36,8
2023-01-04 05:45:26.029 CET;36,5
2023-01-04 05:46:00.269 CET;36,8
2023-01-04 05:46:34.359 CET;37,3
2023-01-04 05:46:45.549 CET;37
2023-01-04 05:46:56.920 CET;36,2
2023-01-04 05:47:08.369 CET;36,8
2023-01-04 05:47:41.957 CET;36,2
2023-01-04 05:48:04.437 CET;36,8
2023-01-04 05:48:15.638 CET;36,5
2023-01-04 05:48:38.447 CET;36,8
2023-01-04 05:49:57.556 CET;37
2023-01-04 05:50:42.756 CET;36,8
2023-01-04 05:51:05.637 CET;37
2023-01-04 05:51:16.845 CET;36,5
2023-01-04 05:51:28.046 CET;36,8
2023-01-04 05:51:39.155 CET;37
2023-01-04 05:51:50.595 CET;36,5
2023-01-04 05:52:01.724 CET;37
2023-01-04 05:52:13.164 CET;36,5
2023-01-04 05:52:24.525 CET;36,8
2023-01-04 05:52:58.602 CET;37
2023-01-04 05:53:09.632 CET;36,8
2023-01-04 05:53:43.323 CET;37
2023-01-04 05:54:17.161 CET;36,8
2023-01-04 05:54:28.691 CET;36,5
2023-01-04 05:54:39.881 CET;37
2023-01-04 05:54:51.411 CET;36,5
2023-01-04 05:55:02.530 CET;37
2023-01-04 05:55:13.891 CET;36,8
2023-01-04 05:58:17.757 CET;36
2023-01-04 05:58:28.846 CET;36,2
2023-01-04 05:58:40.207 CET;36,5
2023-01-04 05:59:12.877 CET;36,2
2023-01-04 06:01:20.734 CET;36
2023-01-04 06:01:31.884 CET;36,5
2023-01-04 06:01:43.013 CET;36,8
2023-01-04 06:01:54.364 CET;36,5
2023-01-04 06:02:05.642 CET;36,8
2023-01-04 06:02:39.253 CET;37
2023-01-04 06:02:50.374 CET;37,3
2023-01-04 06:03:03.973 CET;36,5
2023-01-04 06:03:17.562 CET;36,8
2023-01-04 06:03:28.770 CET;36,5
2023-01-04 06:03:40.210 CET;36
2023-01-04 06:03:51.401 CET;36,2
2023-01-04 06:04:02.691 CET;36,5
2023-01-04 06:04:25.561 CET;36,2
2023-01-04 06:04:37.009 CET;36,5
2023-01-04 06:04:48.200 CET;37
2023-01-04 06:04:59.421 CET;36,8
2023-01-04 06:05:10.450 CET;37
2023-01-04 06:05:33.009 CET;37,3
2023-01-04 06:05:44.378 CET;36,8
2023-01-04 06:05:55.729 CET;37
2023-01-04 06:06:29.568 CET;37,3
2023-01-04 06:06:41.078 CET;37
2023-01-04 06:06:52.618 CET;36,8
2023-01-04 06:07:15.328 CET;36,5
2023-01-04 06:08:00.286 CET;36,2
2023-01-04 06:08:11.898 CET;37
2023-01-04 06:08:23.336 CET;36,8
2023-01-04 06:08:56.926 CET;37,3
2023-01-04 06:09:08.377 CET;36,8
2023-01-04 06:09:31.086 CET;37
2023-01-04 06:11:32.875 CET;36,2
2023-01-04 06:11:43.963 CET;36,8
2023-01-04 06:13:02.941 CET;36,5
2023-01-04 06:13:14.223 CET;36
2023-01-04 06:13:25.413 CET;36,5
2023-01-04 06:13:36.941 CET;36,8
2023-01-04 06:13:48.131 CET;37
2023-01-04 06:14:22.211 CET;37,3
2023-01-04 06:14:33.661 CET;37
2023-01-04 06:14:56.461 CET;37,3
2023-01-04 06:15:07.671 CET;36,8
2023-01-04 06:15:18.940 CET;36,5
2023-01-04 06:15:30.131 CET;37,3
2023-01-04 06:15:41.411 CET;36,8
2023-01-04 06:15:52.631 CET;37
2023-01-04 06:16:03.819 CET;36,5
2023-01-04 06:16:14.938 CET;36,8
2023-01-04 06:16:37.747 CET;37
2023-01-04 06:16:49.017 CET;36,2
2023-01-04 06:17:00.299 CET;36,8
2023-01-04 06:17:11.499 CET;36,2
2023-01-04 06:17:23.108 CET;36,8
2023-01-04 06:17:34.226 CET;37
2023-01-04 06:17:45.576 CET;36,8
2023-01-04 06:24:07.411 CET;36,5
2023-01-04 06:24:18.540 CET;36
2023-01-04 06:24:29.841 CET;36,2
2023-01-04 06:24:52.381 CET;37
2023-01-04 06:25:03.819 CET;36,5
2023-01-04 06:25:26.220 CET;36,8
2023-01-04 06:25:37.351 CET;36,2
2023-01-04 06:25:48.710 CET;37
2023-01-04 06:25:59.900 CET;36,5
2023-01-04 06:26:11.269 CET;36,8
2023-01-04 06:26:33.900 CET;36,5
2023-01-04 06:26:45.180 CET;37
2023-01-04 06:27:07.588 CET;36,8
2023-01-04 06:27:18.688 CET;37,3
2023-01-04 06:27:29.907 CET;37
2023-01-04 06:27:41.348 CET;37,3
2023-01-04 06:28:14.947 CET;37
2023-01-04 06:28:48.618 CET;36,8
2023-01-04 06:28:59.907 CET;37,3
2023-01-04 06:29:11.357 CET;36,5
2023-01-04 06:29:22.867 CET;36,8
2023-01-04 06:29:34.135 CET;36,5
2023-01-04 06:29:45.426 CET;36,8
2023-01-04 06:30:07.744 CET;37
2023-01-04 06:30:19.105 CET;36,8
2023-01-04 06:30:30.315 CET;37,3
2023-01-04 06:30:41.424 CET;37
2023-01-04 06:30:52.785 CET;37,3
2023-01-04 06:31:03.823 CET;36,8
2023-01-04 06:31:26.384 CET;37,3
2023-01-04 06:31:37.653 CET;37
2023-01-04 06:32:00.063 CET;36,8
2023-01-04 06:32:22.792 CET;36,5
2023-01-04 06:32:34.062 CET;37
2023-01-04 06:32:56.471 CET;37,3
2023-01-04 06:33:07.671 CET;37
2023-01-04 06:33:18.941 CET;36,5
2023-01-04 06:33:30.151 CET;36,8
2023-01-04 06:33:41.430 CET;37
2023-01-04 06:33:52.631 CET;37,3
2023-01-04 06:34:03.901 CET;37
2023-01-04 06:34:15.101 CET;37,3
2023-01-04 06:34:26.299 CET;37
2023-01-04 06:34:37.819 CET;37,3
2023-01-04 06:35:11.828 CET;37
2023-01-04 06:35:45.838 CET;36,5
2023-01-04 06:35:57.039 CET;36,8
2023-01-04 06:36:08.319 CET;36,5
2023-01-04 06:36:30.788 CET;37
2023-01-04 06:36:42.068 CET;36
2023-01-04 06:36:53.177 CET;37
2023-01-04 06:37:04.476 CET;36,8
2023-01-04 06:37:15.838 CET;37
2023-01-04 06:37:49.676 CET;37,3
2023-01-04 06:38:00.867 CET;37,8
2023-01-04 06:38:11.986 CET;37
2023-01-04 06:38:23.367 CET;37,6
2023-01-04 06:38:34.634 CET;36,8
2023-01-04 06:38:45.676 CET;37,6
2023-01-04 06:38:56.884 CET;37
2023-01-04 06:39:08.315 CET;36,8
2023-01-04 06:39:30.644 CET;37,3
2023-01-04 06:39:41.904 CET;36,8
2023-01-04 06:40:04.713 CET;36,2
2023-01-04 06:40:15.993 CET;36,5
2023-01-04 06:40:27.193 CET;36,8
2023-01-04 06:40:38.312 CET;36,5
2023-01-04 06:40:49.674 CET;37
2023-01-04 06:41:00.782 CET;37,3
2023-01-04 06:41:12.151 CET;37
2023-01-04 06:41:57.352 CET;37,3
2023-01-04 06:42:30.951 CET;36,8
2023-01-04 06:42:42.242 CET;37
2023-01-04 06:43:04.552 CET;36,8
2023-01-04 06:43:15.760 CET;36,5
2023-01-04 06:43:27.111 CET;36,8
2023-01-04 06:43:49.589 CET;37
2023-01-04 06:44:00.720 CET;37,3
2023-01-04 06:44:11.841 CET;37
2023-01-04 06:44:34.480 CET;36,8
2023-01-04 06:44:57.260 CET;37,3
2023-01-04 06:45:08.638 CET;37
2023-01-04 06:47:49.657 CET;36,2
2023-01-04 06:53:13.983 CET;36
2023-01-04 06:55:06.732 CET;36,8
2023-01-04 06:55:18.092 CET;36,5
2023-01-04 06:55:40.332 CET;36
2023-01-04 06:55:51.683 CET;36,2
2023-01-04 06:56:02.951 CET;36,5
2023-01-04 06:56:36.792 CET;36,8
2023-01-04 06:57:18.931 CET;36,2
2023-01-04 06:57:32.329 CET;36,5
2023-01-04 06:57:43.529 CET;37
2023-01-04 06:59:56.119 CET;36,8
2023-01-04 07:00:19.138 CET;37
2023-01-04 07:00:41.858 CET;36,8
2023-01-04 07:05:55.601 CET;36,5
2023-01-04 07:06:29.451 CET;37
2023-01-04 07:06:40.721 CET;36,5
2023-01-04 07:07:14.410 CET;36,8
2023-01-04 07:07:25.529 CET;36,5
2023-01-04 07:07:36.819 CET;37
2023-01-04 07:08:33.299 CET;37,3
2023-01-04 07:08:56.088 CET;37,6
2023-01-04 07:09:07.217 CET;37
2023-01-04 07:09:30.088 CET;36,8
