time;PressForceValueRL
2023-02-02 17:01:36.637 CET;34,6
2023-02-02 17:01:53.635 CET;34,4
2023-02-02 17:02:27.234 CET;34,6
2023-02-02 17:02:44.036 CET;34,4
2023-02-02 17:02:52.676 CET;34,6
2023-02-02 17:03:01.236 CET;34,4
2023-02-02 17:03:18.275 CET;34,6
2023-02-02 17:03:35.075 CET;34,9
2023-02-02 17:03:43.563 CET;34,6
2023-02-02 17:04:43.153 CET;34,4
2023-02-02 17:04:51.642 CET;34,9
2023-02-02 17:04:59.953 CET;34,6
2023-02-02 17:05:25.151 CET;34,9
2023-02-02 17:08:54.529 CET;34,6
2023-02-02 17:09:03.157 CET;34,4
2023-02-02 17:09:55.786 CET;34,6
2023-02-02 17:10:04.766 CET;34,4
2023-02-02 17:10:13.155 CET;34,9
2023-02-02 17:10:22.115 CET;34,6
2023-02-02 17:10:39.476 CET;34,9
2023-02-02 17:10:47.966 CET;34,6
2023-02-02 17:10:56.915 CET;35,4
2023-02-02 17:11:05.476 CET;35,2
2023-02-02 17:11:23.016 CET;34,9
2023-02-02 17:12:06.525 CET;34,6
2023-02-02 17:15:32.921 CET;33,6
2023-02-02 17:15:41.390 CET;34,6
2023-02-02 17:15:59.890 CET;34,4
2023-02-02 17:16:08.759 CET;34,9
2023-02-02 17:16:17.490 CET;34,6
2023-02-02 17:16:26.509 CET;34,9
2023-02-02 17:16:35.079 CET;35,2
2023-02-02 17:16:44.039 CET;34,9
2023-02-02 17:17:01.400 CET;34,6
2023-02-02 17:17:18.769 CET;34,4
2023-02-02 17:17:27.499 CET;34,9
2023-02-02 17:17:36.138 CET;34,6
2023-02-02 17:17:44.848 CET;34,9
2023-02-02 17:18:02.358 CET;34,6
2023-02-02 17:18:11.089 CET;34,4
2023-02-02 17:21:28.055 CET;34,6
2023-02-02 17:21:36.604 CET;34,4
2023-02-02 17:21:45.003 CET;34,6
2023-02-02 17:22:03.403 CET;34,9
2023-02-02 17:22:29.733 CET;34,6
2023-02-02 17:22:38.532 CET;34,9
2023-02-02 17:22:55.891 CET;34,6
2023-02-02 17:23:18.871 CET;34,4
2023-02-02 17:23:27.572 CET;34,1
2023-02-02 17:23:54.121 CET;34,4
2023-02-02 17:24:11.559 CET;34,6
2023-02-02 17:24:20.290 CET;34,9
2023-02-02 17:24:28.839 CET;34,6
2023-02-02 17:27:20.887 CET;33,8
2023-02-02 17:27:29.328 CET;34,6
2023-02-02 17:27:37.815 CET;35,2
2023-02-02 17:27:46.137 CET;34,9
2023-02-02 17:28:03.095 CET;34,6
2023-02-02 17:28:28.526 CET;34,4
2023-02-02 17:28:45.335 CET;34,9
2023-02-02 17:28:53.815 CET;34,6
2023-02-02 17:30:59.612 CET;33,8
2023-02-02 17:31:16.542 CET;33,6
2023-02-02 17:31:25.012 CET;33,8
2023-02-02 17:31:33.413 CET;34,4
2023-02-02 17:31:41.911 CET;34,1
2023-02-02 17:31:50.381 CET;34,4
2023-02-02 17:32:07.250 CET;34,6
2023-02-02 17:32:15.742 CET;34,9
2023-02-02 17:32:24.121 CET;35,2
2023-02-02 17:33:49.848 CET;34,9
2023-02-02 17:33:58.138 CET;34,6
2023-02-02 17:34:15.168 CET;34,4
2023-02-02 17:34:32.059 CET;34,1
2023-02-02 17:34:40.529 CET;34,4
2023-02-02 17:34:57.408 CET;34,1
2023-02-02 17:35:14.288 CET;34,4
2023-02-02 17:35:31.007 CET;35,2
2023-02-02 17:35:39.487 CET;34,9
2023-02-02 17:36:30.135 CET;34,6
2023-02-02 17:38:34.364 CET;34,1
2023-02-02 17:38:42.834 CET;34,6
2023-02-02 17:38:51.313 CET;34,4
2023-02-02 17:39:20.072 CET;34,1
2023-02-02 17:39:55.572 CET;34,6
2023-02-02 17:40:04.292 CET;34,9
2023-02-02 17:40:21.582 CET;35,4
2023-02-02 17:40:30.282 CET;35,2
2023-02-02 17:40:47.733 CET;34,9
2023-02-02 17:41:13.891 CET;35,2
2023-02-02 17:41:30.851 CET;34,9
2023-02-02 17:41:39.582 CET;34,6
2023-02-02 17:41:57.091 CET;34,4
2023-02-02 17:42:40.371 CET;34,9
2023-02-02 17:42:57.740 CET;34,6
2023-02-02 17:43:15.500 CET;34,9
2023-02-02 17:44:07.648 CET;34,6
2023-02-02 17:44:25.109 CET;34,4
2023-02-02 17:44:42.380 CET;34,1
2023-02-02 17:44:51.019 CET;34,9
2023-02-02 17:45:43.338 CET;34,6
2023-02-02 17:45:51.828 CET;34,9
2023-02-02 17:46:00.539 CET;35,2
2023-02-02 17:46:18.148 CET;34,9
2023-02-02 17:46:35.497 CET;34,6
2023-02-02 17:46:52.868 CET;34,4
2023-02-02 17:47:10.226 CET;34,1
2023-02-02 17:47:44.947 CET;34,6
2023-02-02 17:48:02.617 CET;34,9
2023-02-02 17:48:11.187 CET;35,2
2023-02-02 17:48:28.786 CET;34,9
2023-02-02 17:48:37.417 CET;34,6
2023-02-02 17:48:46.135 CET;34,9
2023-02-02 17:49:03.506 CET;34,6
2023-02-02 17:49:46.795 CET;34,4
2023-02-02 17:51:25.654 CET;33,8
2023-02-02 17:51:34.872 CET;34,4
2023-02-02 17:52:11.042 CET;34,6
2023-02-02 17:52:37.832 CET;34,4
2023-02-02 17:52:55.431 CET;35,4
2023-02-02 17:53:03.911 CET;35,2
2023-02-02 17:53:21.431 CET;34,9
2023-02-02 17:53:38.950 CET;34,6
2023-02-02 17:53:47.430 CET;34,4
2023-02-02 17:53:56.079 CET;34,9
2023-02-02 17:54:04.880 CET;34,6
2023-02-02 17:54:22.220 CET;34,4
2023-02-02 17:54:48.388 CET;34,6
2023-02-02 17:55:05.828 CET;34,9
2023-02-02 17:55:23.289 CET;34,6
2023-02-02 17:55:31.910 CET;34,4
2023-02-02 17:55:40.868 CET;34,6
2023-02-02 17:55:49.358 CET;34,9
2023-02-02 17:56:06.788 CET;34,6
2023-02-02 17:56:15.519 CET;35,2
2023-02-02 17:56:24.158 CET;34,9
2023-02-02 17:56:41.918 CET;34,6
2023-02-02 18:00:25.805 CET;34,4
2023-02-02 18:00:51.776 CET;34,1
2023-02-02 18:01:02.095 CET;34,4
2023-02-02 18:01:28.553 CET;34,9
2023-02-02 18:01:37.365 CET;34,6
2023-02-02 18:01:54.875 CET;34,4
2023-02-02 18:02:12.164 CET;34,9
2023-02-02 18:02:47.203 CET;34,6
2023-02-02 18:02:55.592 CET;35,2
2023-02-02 18:03:04.713 CET;34,9
2023-02-02 18:03:22.073 CET;34,6
2023-02-02 18:03:30.803 CET;34,4
2023-02-02 18:03:56.713 CET;34,6
2023-02-02 18:33:55.216 CET;16,8
2023-02-02 18:37:28.594 CET;14,4
2023-02-02 19:02:06.542 CET;72
2023-02-02 19:05:45.298 CET;73
2023-02-02 19:17:43.677 CET;73,3
2023-02-02 19:18:03.157 CET;73,6
2023-02-02 19:27:23.898 CET;74,1
2023-02-02 19:27:33.969 CET;74,4
2023-02-02 19:28:57.127 CET;73,8
2023-02-02 19:29:06.937 CET;74,6
2023-02-02 19:29:16.384 CET;74,9
2023-02-02 19:29:35.174 CET;74,6
2023-02-02 19:30:22.214 CET;74,9
2023-02-02 19:30:31.654 CET;75,2
2023-02-02 19:30:41.164 CET;74,9
2023-02-02 19:30:50.615 CET;75,2
2023-02-02 19:30:59.973 CET;75,4
2023-02-02 19:31:18.703 CET;75,7
2023-02-02 19:32:05.582 CET;75,4
2023-02-02 19:32:43.250 CET;75,7
2023-02-02 19:33:01.970 CET;75,4
2023-02-02 19:33:39.740 CET;76
2023-02-02 19:34:07.980 CET;76,2
2023-02-02 19:34:36.220 CET;76,5
2023-02-02 19:34:45.588 CET;76,2
2023-02-02 19:34:54.940 CET;76
2023-02-02 19:35:13.737 CET;75,7
2023-02-02 19:35:23.088 CET;76
2023-02-02 19:35:32.457 CET;75,7
2023-02-02 19:36:00.779 CET;76
2023-02-02 19:36:10.227 CET;75,7
2023-02-02 19:36:47.647 CET;76
2023-02-02 19:36:57.026 CET;76,5
2023-02-02 19:37:06.306 CET;76,2
2023-02-02 19:37:15.746 CET;76,5
2023-02-02 19:37:25.107 CET;76,2
2023-02-02 19:37:34.546 CET;76,5
2023-02-02 19:37:43.986 CET;76,2
2023-02-02 19:38:02.956 CET;76,5
2023-02-02 19:38:12.296 CET;76,8
2023-02-02 19:38:31.095 CET;76,5
2023-02-02 19:41:15.762 CET;75,4
2023-02-02 19:41:34.951 CET;76
2023-02-02 19:42:12.460 CET;76,2
2023-02-02 19:42:21.831 CET;76,5
2023-02-02 19:42:40.460 CET;76,8
2023-02-02 19:43:18.309 CET;77
2023-02-02 19:43:27.819 CET;76,8
2023-02-02 19:43:37.188 CET;77
2023-02-02 19:43:56.059 CET;76,8
2023-02-02 19:44:14.788 CET;77
2023-02-02 19:44:24.138 CET;76,8
2023-02-02 19:44:33.417 CET;77
2023-02-02 19:44:42.948 CET;76,8
2023-02-02 19:45:20.477 CET;76,5
2023-02-02 19:45:29.907 CET;76,8
2023-02-02 19:45:39.426 CET;76,5
2023-02-02 19:45:48.877 CET;77,3
2023-02-02 19:45:58.226 CET;77
2023-02-02 19:46:16.865 CET;76,8
2023-02-02 19:46:35.746 CET;77
2023-02-02 19:46:45.105 CET;76,8
2023-02-02 19:47:03.835 CET;77,6
2023-02-02 19:47:13.174 CET;77,3
2023-02-02 19:47:22.555 CET;77
2023-02-02 19:47:41.493 CET;77,6
2023-02-02 19:47:50.874 CET;77,3
2023-02-02 19:48:00.233 CET;77,6
2023-02-02 19:48:09.515 CET;77,3
2023-02-02 19:48:28.305 CET;77,6
2023-02-02 19:48:37.674 CET;77,3
2023-02-02 19:49:33.993 CET;77
2023-02-02 19:49:43.342 CET;77,3
2023-02-02 19:49:52.881 CET;77
2023-02-02 19:50:02.391 CET;77,3
2023-02-02 19:50:11.740 CET;77
2023-02-02 19:50:21.111 CET;77,3
2023-02-02 19:50:30.471 CET;77
2023-02-02 19:50:39.990 CET;76,8
2023-02-02 19:50:49.270 CET;77,3
2023-02-02 19:51:17.430 CET;77
2023-02-02 19:51:36.141 CET;77,3
2023-02-02 19:51:55.029 CET;77
2023-02-02 19:52:04.561 CET;77,3
2023-02-02 19:52:32.948 CET;77
2023-02-02 19:52:42.318 CET;77,3
2023-02-02 19:52:51.588 CET;77
2023-02-02 19:53:01.038 CET;77,6
2023-02-02 20:02:00.211 CET;76
2023-02-02 20:02:34.091 CET;76,2
2023-02-02 20:02:43.440 CET;76,5
2023-02-02 20:03:22.479 CET;77
2023-02-02 20:05:07.809 CET;76,2
2023-02-02 20:05:17.759 CET;76,5
2023-02-02 20:05:27.529 CET;76,8
2023-02-02 20:06:05.207 CET;77
2023-02-02 20:06:14.637 CET;77,3
2023-02-02 20:06:23.996 CET;77
2023-02-02 20:06:33.437 CET;77,3
2023-02-02 20:06:42.805 CET;77,6
2023-02-02 20:07:10.946 CET;77,3
2023-02-02 20:07:48.565 CET;77
2023-02-02 20:08:40.493 CET;76,2
2023-02-02 20:08:51.124 CET;76,5
2023-02-02 20:09:00.563 CET;76,8
2023-02-02 20:09:09.923 CET;77
2023-02-02 20:09:29.134 CET;76,8
2023-02-02 20:09:38.644 CET;77,3
2023-02-02 20:09:48.003 CET;77
2023-02-02 20:09:57.523 CET;77,3
2023-02-02 20:10:16.332 CET;77,6
2023-02-02 20:10:25.601 CET;77,3
2023-02-02 20:10:34.961 CET;77,6
2023-02-02 20:10:44.252 CET;77,3
2023-02-02 20:11:50.000 CET;77,6
2023-02-02 20:12:08.812 CET;77,3
2023-02-02 20:12:27.611 CET;77,8
2023-02-02 20:12:36.960 CET;77,6
2023-02-02 20:19:14.486 CET;76,2
2023-02-02 20:19:24.405 CET;77
2023-02-02 20:19:33.785 CET;76,8
2023-02-02 20:29:01.836 CET;75,4
2023-02-02 20:29:12.506 CET;76,5
2023-02-02 20:29:40.585 CET;77
2023-02-02 20:29:59.295 CET;77,6
2023-02-02 20:30:36.984 CET;78,1
2023-02-02 20:30:46.414 CET;77,8
2023-02-02 20:31:05.055 CET;77,6
2023-02-02 20:31:33.374 CET;77,8
2023-02-02 20:31:42.825 CET;77,6
2023-02-02 20:31:52.174 CET;77,8
2023-02-02 20:32:01.624 CET;77,6
2023-02-02 20:32:20.584 CET;77,3
2023-02-02 20:32:30.023 CET;77,6
2023-02-02 20:32:48.894 CET;77,3
2023-02-02 20:32:58.263 CET;77,6
2023-02-02 20:33:17.142 CET;77,3
2023-02-02 20:33:26.663 CET;77,6
2023-02-02 20:33:36.023 CET;77,8
2023-02-02 20:34:22.892 CET;78,1
2023-02-02 20:34:32.342 CET;77,8
2023-02-02 20:34:41.792 CET;77,6
2023-02-02 20:34:51.221 CET;78,1
2023-02-02 20:35:00.591 CET;77,8
2023-02-02 20:35:19.302 CET;77,6
2023-02-02 20:35:28.661 CET;77,8
2023-02-02 20:35:38.111 CET;77,6
2023-02-02 20:35:47.621 CET;77,8
2023-02-02 20:36:34.750 CET;78,1
2023-02-02 20:36:44.099 CET;77,8
2023-02-02 20:37:12.430 CET;78,1
2023-02-02 20:37:40.510 CET;77,8
2023-02-02 20:38:55.467 CET;77,6
2023-02-02 20:39:04.747 CET;77,8
2023-02-02 20:39:23.707 CET;77,6
2023-02-02 20:39:33.227 CET;77,3
2023-02-02 20:39:42.749 CET;77,8
2023-02-02 20:39:52.187 CET;77,6
2023-02-02 20:40:01.698 CET;77,8
2023-02-02 20:40:11.157 CET;77,6
2023-02-02 20:40:20.598 CET;77,8
2023-02-02 20:40:30.028 CET;78,4
2023-02-02 20:40:39.388 CET;78,1
2023-02-02 20:40:48.667 CET;77,8
2023-02-02 20:40:58.026 CET;78,1
2023-02-02 20:41:16.836 CET;77,8
2023-02-02 20:41:26.196 CET;78,1
2023-02-02 20:41:35.555 CET;77,8
2023-02-02 20:41:44.986 CET;78,1
2023-02-02 20:42:03.875 CET;78,4
2023-02-02 20:42:13.315 CET;78,6
2023-02-02 20:42:22.676 CET;78,4
2023-02-02 20:42:50.914 CET;78,1
2023-02-02 20:43:00.265 CET;77,8
2023-02-02 20:43:37.785 CET;78,1
2023-02-02 20:43:56.673 CET;77,8
2023-02-02 20:44:06.184 CET;77,6
2023-02-02 20:44:15.632 CET;77,8
2023-02-02 20:44:34.513 CET;78,1
2023-02-02 20:44:43.871 CET;77,8
2023-02-02 20:44:53.312 CET;78,1
2023-02-02 20:45:02.683 CET;77,8
2023-02-02 20:45:21.552 CET;78,4
2023-02-02 20:45:40.191 CET;78,1
2023-02-02 20:45:49.631 CET;77,8
2023-02-02 20:45:59.072 CET;78,1
2023-02-02 20:46:43.970 CET;77,8
2023-02-02 20:47:21.470 CET;78,1
2023-02-02 20:47:30.920 CET;77,8
2023-02-02 20:47:40.290 CET;78,1
2023-02-02 20:47:49.799 CET;78,4
2023-02-02 20:47:59.140 CET;78,1
2023-02-02 20:48:17.948 CET;78,4
2023-02-02 20:48:27.400 CET;78,1
2023-02-02 20:48:36.839 CET;77,8
2023-02-02 20:48:55.648 CET;78,1
2023-02-02 20:49:33.168 CET;77,8
2023-02-02 20:49:51.878 CET;78,1
2023-02-02 20:50:01.239 CET;77,8
2023-02-02 20:50:10.749 CET;78,1
2023-02-02 20:50:29.638 CET;77,8
2023-02-02 20:50:39.078 CET;78,1
2023-02-02 20:50:48.437 CET;78,4
2023-02-02 20:51:07.157 CET;78,6
2023-02-02 20:52:22.516 CET;78,4
2023-02-02 20:52:31.887 CET;78,6
2023-02-02 20:52:50.687 CET;78,4
2023-02-02 20:53:00.105 CET;78,1
2023-02-02 20:53:09.476 CET;78,4
2023-02-02 20:53:18.845 CET;78,1
2023-02-02 20:53:28.285 CET;78,4
2023-02-02 20:53:37.644 CET;78,6
2023-02-02 20:53:47.155 CET;78,4
2023-02-02 20:54:34.125 CET;78,1
2023-02-02 20:54:43.573 CET;78,4
2023-02-02 20:54:52.924 CET;78,1
2023-02-02 20:55:39.805 CET;77,8
2023-02-02 20:55:49.243 CET;78,4
2023-02-02 20:56:17.483 CET;78,1
2023-02-02 20:56:36.283 CET;78,4
2023-02-02 20:56:45.552 CET;78,1
2023-02-02 20:56:54.923 CET;77,8
2023-02-02 20:57:04.372 CET;78,1
2023-02-02 20:57:13.733 CET;78,4
2023-02-02 20:57:23.171 CET;78,1
2023-02-02 20:58:00.683 CET;78,4
2023-02-02 20:58:10.122 CET;78,1
2023-02-02 20:59:06.121 CET;77,8
2023-02-02 21:00:09.640 CET;78,1
2023-02-02 21:00:37.900 CET;78,4
2023-02-02 21:00:56.519 CET;78,1
2023-02-02 21:01:05.888 CET;78,4
2023-02-02 21:01:34.289 CET;78,1
2023-02-02 21:01:43.648 CET;78,4
2023-02-02 21:01:53.168 CET;78,1
2023-02-02 21:02:02.608 CET;77,8
2023-02-02 21:02:11.959 CET;78,1
2023-02-02 21:02:21.328 CET;77,8
2023-02-02 21:02:30.697 CET;77,6
2023-02-02 21:02:49.647 CET;77,8
2023-02-02 21:02:58.937 CET;77,6
2023-02-02 21:03:08.368 CET;78,1
2023-02-02 21:03:27.086 CET;78,4
2023-02-02 21:03:36.457 CET;78,6
2023-02-02 21:03:45.816 CET;78,4
2023-02-02 21:03:55.177 CET;78,6
2023-02-02 21:04:04.536 CET;78,4
2023-02-02 21:04:13.894 CET;78,6
2023-02-02 21:04:23.265 CET;78,4
2023-02-02 21:04:42.135 CET;78,6
2023-02-02 21:04:51.486 CET;78,4
2023-02-02 21:05:10.535 CET;78,1
2023-02-02 21:05:19.894 CET;78,4
2023-02-02 21:05:38.773 CET;78,1
2023-02-02 21:05:48.293 CET;78,4
2023-02-02 21:05:57.723 CET;78,1
2023-02-02 21:06:07.095 CET;78,4
2023-02-02 21:06:16.532 CET;78,6
2023-02-02 21:06:25.903 CET;78,4
2023-02-02 21:06:44.543 CET;78,6
2023-02-02 21:06:54.134 CET;78,4
2023-02-02 21:07:03.572 CET;78,1
2023-02-02 21:07:13.013 CET;78,6
2023-02-02 21:07:22.292 CET;78,4
2023-02-02 21:07:31.733 CET;78,1
2023-02-02 21:07:41.092 CET;77,8
2023-02-02 21:07:50.451 CET;77,6
2023-02-02 21:07:59.892 CET;78,1
2023-02-02 21:08:09.252 CET;77,8
2023-02-02 21:09:15.020 CET;78,1
2023-02-02 21:09:24.381 CET;77,8
2023-02-02 21:09:33.742 CET;78,1
2023-02-02 21:09:52.460 CET;77,8
2023-02-02 21:10:01.740 CET;78,1
2023-02-02 21:10:30.039 CET;77,8
2023-02-02 21:10:39.500 CET;77,6
2023-02-02 21:10:48.849 CET;77,8
2023-02-02 21:10:58.220 CET;77,6
2023-02-02 21:11:16.940 CET;77,3
2023-02-02 21:11:26.301 CET;77,6
2023-02-02 21:11:45.178 CET;77,8
2023-02-02 21:12:03.979 CET;78,1
2023-02-02 21:12:13.500 CET;78,4
2023-02-02 21:12:22.940 CET;78,1
2023-02-02 21:12:32.309 CET;77,8
2023-02-02 21:12:51.088 CET;78,1
2023-02-02 21:13:00.459 CET;77,8
2023-02-02 21:14:15.667 CET;78,1
2023-02-02 21:14:25.098 CET;77,8
2023-02-02 21:14:34.546 CET;77,6
2023-02-02 21:14:43.898 CET;78,1
2023-02-02 21:15:02.867 CET;77,8
2023-02-02 21:15:12.217 CET;78,1
2023-02-02 21:15:21.667 CET;77,8
2023-02-02 21:15:40.467 CET;77,6
2023-02-02 21:15:49.815 CET;77,3
2023-02-02 21:16:08.707 CET;77,6
2023-02-02 21:16:27.506 CET;77,8
2023-02-02 21:16:37.026 CET;77,6
2023-02-02 21:16:46.315 CET;78,1
2023-02-02 21:16:55.744 CET;77,8
2023-02-02 21:17:05.184 CET;78,1
2023-02-02 21:17:33.265 CET;78,4
2023-02-02 21:18:01.585 CET;78,1
2023-02-02 21:18:10.956 CET;78,4
2023-02-02 21:18:29.744 CET;78,6
2023-02-02 21:19:48.673 CET;78,1
2023-02-02 21:19:58.072 CET;78,4
2023-02-02 21:20:07.433 CET;78,1
2023-02-02 21:20:16.783 CET;78,4
2023-02-02 21:20:26.134 CET;78,1
2023-02-02 21:20:35.414 CET;77,8
2023-02-02 21:20:44.861 CET;77,6
2023-02-02 21:21:03.582 CET;77,8
2023-02-02 21:21:31.592 CET;78,1
2023-02-02 21:21:59.752 CET;78,4
2023-02-02 21:22:09.121 CET;78,1
2023-02-02 21:22:18.470 CET;77,8
2023-02-02 21:22:27.831 CET;78,1
2023-02-02 21:22:37.180 CET;77,8
2023-02-02 21:22:46.470 CET;78,1
2023-02-02 21:32:43.790 CET;64,2
2023-02-02 22:12:00.584 CET;18,6
2023-02-03 01:29:01.203 CET;8,8
2023-02-03 01:38:40.125 CET;10,9
2023-02-03 04:08:25.707 CET;24
2023-02-03 04:08:37.707 CET;23,7
2023-02-03 04:09:18.256 CET;24
2023-02-03 04:09:36.826 CET;24,2
2023-02-03 04:09:45.936 CET;24
2023-02-03 04:09:54.907 CET;24,2
2023-02-03 04:10:03.457 CET;24
2023-02-03 04:10:20.586 CET;23,7
2023-02-03 04:10:46.036 CET;24
2023-02-03 04:11:03.065 CET;23,7
2023-02-03 04:11:28.585 CET;24
2023-02-03 04:11:37.065 CET;24,2
2023-02-03 04:11:45.714 CET;24
2023-02-03 04:12:11.053 CET;24,2
2023-02-03 04:13:10.753 CET;24
2023-02-03 04:13:36.354 CET;24,2
2023-02-03 04:13:44.993 CET;24
2023-02-03 04:14:02.503 CET;24,2
2023-02-03 04:14:11.463 CET;24
2023-02-03 04:14:29.312 CET;24,2
2023-02-03 04:14:38.352 CET;24,5
2023-02-03 04:14:47.391 CET;24,2
2023-02-03 04:14:56.431 CET;24,5
2023-02-03 04:15:22.592 CET;24,8
2023-02-03 04:15:40.592 CET;24,5
2023-02-03 04:15:49.482 CET;24,8
2023-02-03 04:15:58.352 CET;24,5
2023-02-03 04:16:07.401 CET;24,2
2023-02-03 04:16:34.290 CET;24,5
2023-02-03 04:16:43.151 CET;24,2
2023-02-03 04:16:52.430 CET;24,5
2023-02-03 04:17:01.319 CET;24,2
2023-02-03 04:17:10.440 CET;24,5
2023-02-03 04:17:37.081 CET;24,8
2023-02-03 04:17:45.960 CET;24,5
2023-02-03 04:17:54.990 CET;24,8
2023-02-03 04:18:12.841 CET;24,5
2023-02-03 04:18:30.678 CET;24,2
2023-02-03 04:18:39.809 CET;24,8
2023-02-03 04:18:48.759 CET;24,5
2023-02-03 04:19:06.519 CET;24,2
2023-02-03 04:19:24.428 CET;24
2023-02-03 04:19:33.398 CET;23,7
2023-02-03 04:19:42.438 CET;24,5
2023-02-03 04:19:51.328 CET;24,2
2023-02-03 04:20:17.709 CET;24,8
2023-02-03 04:20:36.207 CET;24,5
2023-02-03 04:20:44.927 CET;24,8
2023-02-03 04:21:02.848 CET;24,5
2023-02-03 04:21:56.846 CET;24,2
2023-02-03 04:22:32.686 CET;24,5
2023-02-03 04:22:41.476 CET;24,2
2023-02-03 04:22:59.224 CET;24,5
2023-02-03 04:23:35.084 CET;24,2
2023-02-03 04:23:43.973 CET;24,8
2023-02-03 04:24:11.013 CET;24,5
2023-02-03 04:24:29.003 CET;24,2
2023-02-03 04:24:37.802 CET;24,5
2023-02-03 04:24:55.723 CET;24,2
2023-02-03 04:25:13.641 CET;24
2023-02-03 04:25:31.492 CET;24,5
2023-02-03 04:25:40.372 CET;24,8
2023-02-03 04:26:25.173 CET;24,5
2023-02-03 04:27:00.851 CET;24,2
2023-02-03 04:27:09.651 CET;24,5
2023-02-03 04:27:18.611 CET;24,2
2023-02-03 04:27:36.680 CET;24
2023-02-03 04:27:45.561 CET;24,2
2023-02-03 04:28:03.500 CET;24
2023-02-03 04:28:12.609 CET;24,2
2023-02-03 04:28:30.529 CET;24,5
2023-02-03 04:28:48.299 CET;24,8
2023-02-03 04:29:06.210 CET;24,5
2023-02-03 04:29:24.279 CET;24,8
2023-02-03 04:29:33.180 CET;24,5
2023-02-03 04:30:00.289 CET;24,8
2023-02-03 04:30:09.098 CET;24,5
2023-02-03 04:31:20.697 CET;24,2
2023-02-03 04:31:29.747 CET;24,5
2023-02-03 04:31:38.778 CET;24,2
2023-02-03 04:31:47.638 CET;25
2023-02-03 04:31:56.548 CET;24,8
2023-02-03 04:32:32.538 CET;24,5
2023-02-03 04:32:50.137 CET;24,2
2023-02-03 04:33:17.016 CET;24,8
2023-02-03 04:33:43.973 CET;24,5
2023-02-03 04:33:53.094 CET;24,2
2023-02-03 04:34:19.815 CET;24,5
2023-02-03 04:34:37.664 CET;24,8
2023-02-03 04:34:46.624 CET;24,5
2023-02-03 04:34:55.733 CET;24,8
2023-02-03 04:35:04.523 CET;24,5
2023-02-03 04:35:40.394 CET;24,2
2023-02-03 04:36:25.092 CET;24,5
2023-02-03 04:36:33.971 CET;24,2
2023-02-03 04:36:52.062 CET;24,5
2023-02-03 04:37:00.861 CET;24,2
2023-02-03 04:37:18.700 CET;24,5
2023-02-03 04:38:03.421 CET;24,2
2023-02-03 04:38:30.230 CET;24
2023-02-03 04:38:39.341 CET;24,2
2023-02-03 04:39:06.059 CET;24
2023-02-03 04:39:24.059 CET;24,2
2023-02-03 04:39:41.819 CET;24,5
2023-02-03 04:39:50.849 CET;24,2
2023-02-03 04:39:59.749 CET;24,5
2023-02-03 04:40:26.938 CET;24,2
2023-02-03 04:40:44.707 CET;24,5
2023-02-03 04:41:02.467 CET;24,2
2023-02-03 04:41:38.306 CET;24,5
2023-02-03 04:41:56.056 CET;24,2
2023-02-03 04:42:13.905 CET;24
2023-02-03 04:42:23.026 CET;24,2
2023-02-03 04:42:58.635 CET;24,8
2023-02-03 04:43:16.555 CET;24,5
2023-02-03 04:43:25.746 CET;24,2
2023-02-03 04:43:52.783 CET;24
2023-02-03 04:44:01.594 CET;24,2
2023-02-03 04:44:10.542 CET;24,5
2023-02-03 04:44:28.473 CET;24,8
2023-02-03 04:44:46.473 CET;24,5
2023-02-03 04:44:55.424 CET;24,2
2023-02-03 04:45:04.542 CET;24,5
2023-02-03 04:45:31.413 CET;24,2
2023-02-03 04:46:16.311 CET;24,5
2023-02-03 04:46:34.391 CET;24,2
2023-02-03 04:46:43.430 CET;24,5
2023-02-03 04:47:37.019 CET;24,2
2023-02-03 04:47:55.188 CET;24
2023-02-03 04:48:04.069 CET;24,5
2023-02-03 04:48:21.989 CET;24,2
2023-02-03 04:48:48.869 CET;24,5
2023-02-03 04:48:57.759 CET;24,2
2023-02-03 04:49:15.499 CET;24
2023-02-03 04:51:59.296 CET;23,7
2023-02-03 04:52:19.345 CET;24
2023-02-03 04:52:43.365 CET;24,2
2023-02-03 04:53:23.444 CET;24,5
2023-02-03 04:53:32.484 CET;24,2
2023-02-03 04:53:58.144 CET;24
2023-02-03 04:54:24.785 CET;24,5
2023-02-03 04:54:33.594 CET;24,2
2023-02-03 04:54:51.674 CET;24
2023-02-03 04:55:00.625 CET;24,2
2023-02-03 04:55:09.594 CET;24
2023-02-03 04:55:18.313 CET;24,2
2023-02-03 04:55:44.802 CET;24,5
2023-02-03 04:56:02.644 CET;24,2
2023-02-03 04:56:20.473 CET;24
2023-02-03 04:56:29.443 CET;24,2
2023-02-03 04:56:38.392 CET;24
2023-02-03 04:57:05.362 CET;24,2
2023-02-03 04:57:14.223 CET;24
2023-02-03 04:57:32.082 CET;23,7
2023-02-03 04:57:40.963 CET;24
2023-02-03 04:57:58.871 CET;23,7
2023-02-03 04:58:08.000 CET;24,2
2023-02-03 04:58:34.881 CET;24
2023-02-03 04:58:44.000 CET;24,8
2023-02-03 04:58:52.881 CET;24,5
2023-02-03 04:59:19.599 CET;24,2
2023-02-03 04:59:37.678 CET;24
2023-02-03 04:59:46.479 CET;24,2
2023-02-03 04:59:55.588 CET;24
2023-02-03 05:00:13.279 CET;23,7
2023-02-03 05:00:40.319 CET;24,2
