time;PressForceValueFL
2023-01-03 03:04:20.026 CET;9
2023-01-03 03:04:28.427 CET;9,3
2023-01-03 03:04:36.917 CET;9
2023-01-03 03:05:10.996 CET;9,3
2023-01-03 03:05:19.385 CET;9,6
2023-01-03 03:05:27.956 CET;9,3
2023-01-03 03:05:36.437 CET;8,8
2023-01-03 03:05:45.157 CET;9
2023-01-03 03:06:18.515 CET;8,8
2023-01-03 03:06:27.145 CET;9
2023-01-03 03:06:35.635 CET;8,5
2023-01-03 03:06:44.115 CET;9
2023-01-03 03:06:52.595 CET;8,8
2023-01-03 03:07:01.164 CET;9
2023-01-03 03:07:09.634 CET;8,8
2023-01-03 03:07:18.203 CET;9,3
2023-01-03 03:07:26.753 CET;8,8
2023-01-03 03:07:35.473 CET;9
2023-01-03 03:07:52.124 CET;9,3
2023-01-03 03:08:00.673 CET;9
2023-01-03 03:08:59.961 CET;9,3
2023-01-03 03:09:08.683 CET;8,8
2023-01-03 03:09:25.391 CET;9
2023-01-03 03:09:34.030 CET;8,8
2023-01-03 03:09:42.361 CET;9
2023-01-03 03:10:27.859 CET;8,8
2023-01-03 03:10:35.710 CET;9,3
2023-01-03 03:10:51.390 CET;9
2023-01-03 03:11:49.470 CET;9,3
2023-01-03 03:14:12.236 CET;9
2023-01-03 03:14:40.986 CET;9,3
2023-01-03 03:14:48.357 CET;9
2023-01-03 03:15:36.045 CET;8,8
2023-01-03 03:16:03.743 CET;9
2023-01-03 03:16:50.673 CET;8,8
2023-01-03 03:17:21.894 CET;9,3
2023-01-03 03:17:31.072 CET;9
2023-01-03 03:20:50.861 CET;8,8
2023-01-03 03:21:01.990 CET;9
2023-01-03 03:21:09.720 CET;8,8
2023-01-03 03:21:52.530 CET;9
2023-01-03 03:22:01.170 CET;8,8
2023-01-03 03:22:52.809 CET;9
2023-01-03 03:24:38.836 CET;8,8
2023-01-03 03:24:54.766 CET;9
2023-01-03 03:25:27.256 CET;8,8
2023-01-03 03:25:35.167 CET;9
2023-01-03 03:25:43.566 CET;8,8
2023-01-03 03:26:01.746 CET;8,5
2023-01-03 03:26:11.006 CET;9
2023-01-03 03:26:28.375 CET;8,8
2023-01-03 03:27:26.696 CET;9
2023-01-03 03:27:42.365 CET;8,8
2023-01-03 03:27:50.365 CET;8,5
2023-01-03 03:27:58.456 CET;9
2023-01-03 03:28:14.436 CET;8,8
2023-01-03 03:28:30.996 CET;8,5
2023-01-03 03:28:39.415 CET;9
2023-01-03 03:28:47.815 CET;8,8
2023-01-03 03:28:55.894 CET;9,3
2023-01-03 03:29:04.134 CET;9,6
2023-01-03 03:29:21.404 CET;9,3
2023-01-03 03:29:29.823 CET;9,6
2023-01-03 03:29:38.453 CET;9
2023-01-03 03:29:46.604 CET;9,3
2023-01-03 03:30:46.213 CET;9
2023-01-03 03:30:54.683 CET;9,6
2023-01-03 03:31:03.342 CET;9,3
2023-01-03 03:31:45.901 CET;9
2023-01-03 03:31:54.372 CET;9,6
2023-01-03 03:32:02.931 CET;9,3
2023-01-03 03:32:53.411 CET;9
2023-01-03 03:33:02.299 CET;9,3
2023-01-03 03:33:35.901 CET;9
2023-01-03 03:33:44.621 CET;9,3
2023-01-03 03:33:52.690 CET;9
2023-01-03 03:34:01.430 CET;9,3
2023-01-03 03:34:18.539 CET;9,6
2023-01-03 03:34:26.779 CET;9
2023-01-03 03:34:35.418 CET;9,3
2023-01-03 03:34:43.740 CET;9
2023-01-03 03:35:17.497 CET;9,3
2023-01-03 03:35:34.138 CET;9
2023-01-03 03:36:52.348 CET;9,3
2023-01-03 03:37:28.627 CET;9,6
2023-01-03 03:37:36.367 CET;9
2023-01-03 03:37:53.516 CET;9,3
2023-01-03 03:38:09.266 CET;9
2023-01-03 03:38:17.026 CET;9,3
2023-01-03 03:49:30.953 CET;9
2023-01-03 03:49:49.094 CET;8,8
2023-01-03 03:49:58.953 CET;9
2023-01-03 03:50:25.492 CET;8,8
2023-01-03 03:50:34.221 CET;9
2023-01-03 03:51:11.822 CET;9,3
2023-01-03 03:51:20.382 CET;9
2023-01-03 03:51:37.490 CET;8,8
2023-01-03 03:51:45.911 CET;9,3
2023-01-03 03:51:54.631 CET;9
2023-01-03 03:52:11.420 CET;9,3
2023-01-03 03:52:19.740 CET;9
2023-01-03 03:52:37.190 CET;8,8
2023-01-03 03:52:45.660 CET;9
2023-01-03 03:53:02.779 CET;9,3
2023-01-03 03:53:11.178 CET;9
2023-01-03 03:53:28.140 CET;8,8
2023-01-03 03:53:36.380 CET;9,3
2023-01-03 03:53:53.578 CET;9
2023-01-03 03:54:01.987 CET;9,3
2023-01-03 03:54:18.868 CET;9
2023-01-03 03:54:27.588 CET;8,8
2023-01-03 03:54:36.217 CET;9
2023-01-03 03:55:01.346 CET;8,8
2023-01-03 03:55:10.066 CET;9
2023-01-03 03:55:26.867 CET;9,6
2023-01-03 03:55:35.427 CET;9
2023-01-03 03:55:52.296 CET;9,3
2023-01-03 03:56:26.315 CET;9
2023-01-03 03:56:43.355 CET;9,3
2023-01-03 03:57:00.397 CET;9
2023-01-03 03:57:17.426 CET;9,3
2023-01-03 03:57:25.664 CET;8,8
2023-01-03 03:57:42.786 CET;9
2023-01-03 03:58:30.555 CET;8,8
2023-01-03 03:58:39.664 CET;9,3
2023-01-03 03:58:48.384 CET;8,8
2023-01-03 03:58:56.644 CET;9
2023-01-03 03:59:05.114 CET;9,3
2023-01-03 03:59:13.594 CET;9
2023-01-03 03:59:30.243 CET;9,3
2023-01-03 03:59:38.954 CET;9
2023-01-03 03:59:47.365 CET;9,3
2023-01-03 04:00:04.312 CET;9
2023-01-03 04:00:46.642 CET;8,8
2023-01-03 04:00:55.362 CET;9,3
2023-01-03 04:01:12.243 CET;9
2023-01-03 04:01:20.711 CET;9,3
2023-01-03 04:01:37.440 CET;9
2023-01-03 04:01:46.071 CET;8,8
2023-01-03 04:02:03.042 CET;9
2023-01-03 04:02:36.970 CET;8,8
2023-01-03 04:02:45.591 CET;9
2023-01-03 04:03:02.641 CET;8,8
2023-01-03 04:03:11.121 CET;9
2023-01-03 04:03:44.799 CET;9,3
2023-01-03 04:03:53.349 CET;9
2023-01-03 04:04:01.839 CET;9,3
2023-01-03 04:04:10.480 CET;9
2023-01-03 04:04:18.880 CET;9,3
2023-01-03 04:04:27.358 CET;9
2023-01-03 04:05:14.986 CET;9,3
2023-01-03 04:05:22.707 CET;9
2023-01-03 04:05:30.647 CET;9,3
2023-01-03 04:05:38.647 CET;9
2023-01-03 04:05:46.477 CET;8,8
2023-01-03 04:05:54.467 CET;9
2023-01-03 04:06:27.196 CET;8,8
2023-01-03 04:07:50.895 CET;9,3
2023-01-03 04:07:58.625 CET;8,8
2023-01-03 04:08:06.563 CET;9
2023-01-03 04:08:30.404 CET;8,8
2023-01-03 04:08:38.644 CET;9
2023-01-03 04:09:03.594 CET;8,8
2023-01-03 04:09:19.832 CET;9
2023-01-03 04:09:28.483 CET;9,3
2023-01-03 04:09:37.042 CET;8,8
2023-01-03 04:09:45.683 CET;9
2023-01-03 04:09:54.082 CET;8,8
2023-01-03 04:10:02.802 CET;9
2023-01-03 04:10:11.122 CET;8,8
2023-01-03 04:10:19.523 CET;9
2023-01-03 04:10:36.551 CET;8,8
2023-01-03 04:10:53.762 CET;9
2023-01-03 04:11:18.881 CET;8,8
2023-01-03 04:11:27.509 CET;9
2023-01-03 04:11:52.490 CET;8,5
2023-01-03 04:12:01.200 CET;9
2023-01-03 04:12:26.729 CET;8,8
2023-01-03 04:12:43.519 CET;9
2023-01-03 04:13:00.479 CET;8,8
2023-01-03 04:13:17.368 CET;9
2023-01-03 04:13:26.009 CET;8,5
2023-01-03 04:13:34.398 CET;8,8
2023-01-03 04:13:51.539 CET;9
2023-01-03 04:14:08.558 CET;8,8
2023-01-03 04:14:42.487 CET;9
2023-01-03 04:14:50.808 CET;8,8
2023-01-03 04:14:59.207 CET;9,3
2023-01-03 04:15:07.367 CET;8,8
2023-01-03 04:15:41.137 CET;9
2023-01-03 04:16:15.216 CET;8,8
2023-01-03 04:16:32.244 CET;9
2023-01-03 04:17:06.085 CET;8,5
2023-01-03 04:17:14.736 CET;8,8
2023-01-03 04:17:23.204 CET;9
2023-01-03 04:17:31.605 CET;8,8
2023-01-03 04:17:40.164 CET;9
2023-01-03 04:17:48.483 CET;8,5
2023-01-03 04:17:57.213 CET;8,8
2023-01-03 04:18:05.844 CET;9
2023-01-03 04:18:14.414 CET;8,8
2023-01-03 04:18:31.532 CET;9
2023-01-03 04:18:39.923 CET;8,8
2023-01-03 04:18:48.323 CET;9
2023-01-03 04:19:05.364 CET;8,8
2023-01-03 04:19:22.253 CET;9
2023-01-03 04:19:30.572 CET;8,8
2023-01-03 04:19:39.043 CET;9
2023-01-03 04:19:53.703 CET;8,8
2023-01-03 04:20:02.492 CET;9
2023-01-03 04:20:20.411 CET;8,8
2023-01-03 04:20:45.933 CET;9
2023-01-03 04:21:02.881 CET;8,8
2023-01-03 04:22:10.500 CET;9
2023-01-03 04:22:18.650 CET;8,8
2023-01-03 04:22:27.299 CET;9,3
2023-01-03 04:22:35.928 CET;8,5
2023-01-03 04:22:44.249 CET;8,8
2023-01-03 04:23:43.707 CET;9
2023-01-03 04:23:52.007 CET;8,8
2023-01-03 04:24:26.338 CET;9
2023-01-03 04:25:00.326 CET;8,8
2023-01-03 04:25:25.855 CET;8,5
2023-01-03 04:25:42.736 CET;8,8
2023-01-03 04:25:59.865 CET;9
2023-01-03 04:26:08.486 CET;8,8
2023-01-03 04:26:51.055 CET;8,5
2023-01-03 04:27:07.855 CET;8,8
2023-01-03 04:27:16.344 CET;9
2023-01-03 04:27:33.204 CET;8,8
2023-01-03 04:27:50.244 CET;9
2023-01-03 04:27:58.644 CET;9,3
2023-01-03 04:28:15.374 CET;9
2023-01-03 04:28:23.923 CET;9,3
2023-01-03 04:28:32.503 CET;9,6
2023-01-03 04:28:49.213 CET;9,3
2023-01-03 04:28:57.871 CET;9,6
2023-01-03 04:29:06.493 CET;9,3
2023-01-03 04:29:14.983 CET;9
2023-01-03 04:29:48.970 CET;9,6
2023-01-03 04:29:57.471 CET;9,3
2023-01-03 04:30:05.851 CET;9,6
2023-01-03 04:30:14.260 CET;9,3
2023-01-03 04:30:31.380 CET;9,6
2023-01-03 04:30:39.780 CET;9
2023-01-03 04:30:48.410 CET;9,3
2023-01-03 04:30:56.651 CET;9
2023-01-03 04:31:05.290 CET;9,3
2023-01-03 04:31:30.740 CET;9,6
2023-01-03 04:31:39.390 CET;9,3
2023-01-03 04:31:47.779 CET;9
2023-01-03 04:31:56.250 CET;9,3
2023-01-03 04:32:04.888 CET;9
2023-01-03 04:32:13.378 CET;9,3
2023-01-03 04:32:21.858 CET;9,6
2023-01-03 04:32:30.418 CET;9
2023-01-03 04:32:38.908 CET;9,3
2023-01-03 04:32:56.098 CET;9
2023-01-03 04:33:13.068 CET;9,3
2023-01-03 04:33:29.937 CET;9
2023-01-03 04:35:25.237 CET;9,3
2023-01-03 04:35:33.947 CET;8,8
2023-01-03 04:35:42.907 CET;9,3
2023-01-03 04:35:52.016 CET;9
2023-01-03 04:36:02.107 CET;9,3
2023-01-03 04:36:11.296 CET;9
2023-01-03 04:36:19.776 CET;9,3
2023-01-03 04:36:36.496 CET;9
2023-01-03 04:36:53.546 CET;9,3
2023-01-03 04:37:02.105 CET;9
2023-01-03 04:37:18.826 CET;9,3
2023-01-03 04:38:01.466 CET;9
2023-01-03 04:38:18.427 CET;9,3
2023-01-03 04:38:26.905 CET;9,6
2023-01-03 04:38:35.535 CET;9
2023-01-03 04:38:43.944 CET;9,3
2023-01-03 04:39:15.644 CET;9
2023-01-03 04:39:23.456 CET;9,3
2023-01-03 04:39:31.224 CET;9
2023-01-03 04:39:39.055 CET;9,6
2023-01-03 04:39:46.904 CET;9,3
2023-01-03 04:39:55.303 CET;9,6
2023-01-03 04:40:03.384 CET;9,3
2023-01-03 04:40:11.543 CET;9
2023-01-03 04:40:27.874 CET;9,3
2023-01-03 04:40:36.513 CET;9
2023-01-03 04:40:44.914 CET;9,3
2023-01-03 04:40:53.303 CET;8,8
2023-01-03 04:41:01.944 CET;9
2023-01-03 04:41:18.743 CET;9,3
2023-01-03 04:41:27.154 CET;9
2023-01-03 04:42:05.861 CET;9,3
2023-01-03 04:42:31.542 CET;9
2023-01-03 04:42:40.022 CET;9,3
2023-01-03 04:42:48.351 CET;9,6
2023-01-03 04:43:05.471 CET;9,3
2023-01-03 04:43:22.592 CET;9
2023-01-03 04:43:39.562 CET;9,3
2023-01-03 04:43:56.421 CET;9
2023-01-03 04:44:22.262 CET;9,3
2023-01-03 04:44:30.911 CET;9
2023-01-03 04:44:47.871 CET;9,3
2023-01-03 04:45:13.400 CET;9
2023-01-03 04:45:21.869 CET;9,3
2023-01-03 04:45:30.509 CET;9,6
2023-01-03 04:45:38.678 CET;9,3
2023-01-03 04:46:20.918 CET;9
2023-01-03 04:46:29.309 CET;9,3
2023-01-03 04:47:16.058 CET;9
2023-01-03 04:47:47.398 CET;9,3
2023-01-03 04:47:55.707 CET;9
2023-01-03 04:48:03.865 CET;9,3
2023-01-03 04:48:12.186 CET;9
2023-01-03 04:48:45.865 CET;9,3
2023-01-03 04:48:53.546 CET;9
2023-01-03 04:49:01.944 CET;9,3
2023-01-03 04:49:10.355 CET;9
2023-01-03 04:49:18.674 CET;9,3
2023-01-03 04:49:27.234 CET;9
2023-01-03 04:49:35.793 CET;9,3
2023-01-03 04:49:44.203 CET;9
2023-01-03 04:50:26.743 CET;9,3
2023-01-03 04:50:43.644 CET;9
2023-01-03 04:51:39.851 CET;9,6
2023-01-03 04:51:47.602 CET;9
2023-01-03 04:52:11.200 CET;9,3
2023-01-03 04:52:27.680 CET;9
2023-01-03 04:52:52.720 CET;9,3
2023-01-03 04:53:01.040 CET;9
2023-01-03 04:53:25.851 CET;9,3
2023-01-03 04:53:42.871 CET;9
2023-01-03 04:54:05.309 CET;9,3
2023-01-03 04:54:14.519 CET;9
2023-01-03 04:54:23.710 CET;9,3
2023-01-03 04:54:40.999 CET;9
2023-01-03 04:54:49.158 CET;9,3
2023-01-03 04:55:14.519 CET;9
2023-01-03 04:55:23.079 CET;9,3
2023-01-03 04:55:31.467 CET;9
2023-01-03 04:56:05.398 CET;9,3
2023-01-03 04:56:13.969 CET;9
2023-01-03 04:56:30.598 CET;9,3
2023-01-03 04:56:39.078 CET;9
2023-01-03 04:56:47.789 CET;8,8
2023-01-03 04:56:56.209 CET;9,6
2023-01-03 04:57:04.757 CET;9
2023-01-03 04:58:38.096 CET;9,3
2023-01-03 04:59:02.515 CET;9
2023-01-03 04:59:27.315 CET;8,8
2023-01-03 04:59:35.154 CET;9
2023-01-03 04:59:52.035 CET;8,8
2023-01-03 05:00:00.515 CET;9,3
2023-01-03 05:00:08.914 CET;9
2023-01-03 05:00:17.394 CET;9,3
2023-01-03 05:00:34.355 CET;9
2023-01-03 05:01:24.753 CET;9,3
2023-01-03 05:01:40.683 CET;9
2023-01-03 05:02:04.203 CET;9,3
2023-01-03 05:02:20.763 CET;9
2023-01-03 05:02:46.280 CET;9,3
2023-01-03 05:03:47.071 CET;9
2023-01-03 05:04:04.680 CET;9,3
2023-01-03 05:04:30.368 CET;9
2023-01-03 05:07:11.655 CET;9,3
2023-01-03 05:07:20.055 CET;9
2023-01-03 05:08:11.884 CET;9,3
2023-01-03 05:08:20.515 CET;9
2023-01-03 05:08:28.934 CET;8,8
2023-01-03 05:08:37.654 CET;9
2023-01-03 05:08:45.963 CET;8,8
2023-01-03 05:08:54.354 CET;9
2023-01-03 05:09:28.374 CET;8,8
2023-01-03 05:09:36.923 CET;9,3
2023-01-03 05:09:45.403 CET;8,8
2023-01-03 05:09:53.812 CET;9
2023-01-03 05:10:19.404 CET;8,8
2023-01-03 05:10:36.282 CET;9
2023-01-03 05:11:10.203 CET;8,8
2023-01-03 05:11:35.881 CET;9
2023-01-03 05:11:52.522 CET;9,3
2023-01-03 05:12:01.000 CET;9
2023-01-03 05:12:26.690 CET;8,8
2023-01-03 05:12:43.730 CET;9
2023-01-03 05:12:52.130 CET;8,5
2023-01-03 05:13:00.838 CET;9
2023-01-03 05:13:08.920 CET;9,3
2023-01-03 05:13:17.638 CET;9
2023-01-03 05:13:43.089 CET;9,3
2023-01-03 05:13:51.650 CET;9
2023-01-03 05:14:00.039 CET;8,8
2023-01-03 05:14:17.009 CET;9
2023-01-03 05:15:25.088 CET;8,8
2023-01-03 05:15:33.657 CET;9,3
2023-01-03 05:15:42.278 CET;9,6
2023-01-03 05:15:50.778 CET;8,8
2023-01-03 05:16:16.138 CET;9
2023-01-03 05:16:33.088 CET;8,5
2023-01-03 05:16:41.727 CET;9
2023-01-03 05:16:49.888 CET;8,8
2023-01-03 05:17:06.927 CET;9
2023-01-03 05:17:15.326 CET;9,3
2023-01-03 05:17:23.966 CET;9
2023-01-03 05:17:32.456 CET;8,8
2023-01-03 05:17:41.085 CET;9,3
2023-01-03 05:17:49.246 CET;9
2023-01-03 05:18:32.055 CET;8,8
2023-01-03 05:18:40.454 CET;9
2023-01-03 05:19:05.733 CET;8,8
2023-01-03 05:19:14.374 CET;9
2023-01-03 05:19:23.013 CET;8,8
2023-01-03 05:19:39.825 CET;9
2023-01-03 05:19:48.523 CET;8,8
2023-01-03 05:19:57.015 CET;9
2023-01-03 05:20:05.413 CET;8,8
2023-01-03 05:22:25.361 CET;9
2023-01-03 05:22:41.000 CET;8,8
2023-01-03 05:22:48.849 CET;9
2023-01-03 05:22:56.690 CET;8,5
2023-01-03 05:23:05.009 CET;8,8
2023-01-03 05:23:29.178 CET;9
2023-01-03 05:23:37.579 CET;8,8
2023-01-03 05:23:46.220 CET;8,5
2023-01-03 05:23:54.619 CET;8,8
2023-01-03 05:24:52.858 CET;8,5
2023-01-03 05:25:01.568 CET;9
2023-01-03 05:25:16.707 CET;8,8
2023-01-03 05:25:25.648 CET;9
2023-01-03 05:25:34.767 CET;8,8
2023-01-03 05:25:51.888 CET;8,5
2023-01-03 05:26:00.135 CET;9
2023-01-03 05:26:08.855 CET;8,5
2023-01-03 05:26:25.885 CET;8,8
2023-01-03 05:26:42.776 CET;8,5
2023-01-03 05:27:08.214 CET;8,8
2023-01-03 05:27:42.055 CET;9
2023-01-03 05:28:07.733 CET;9,3
2023-01-03 05:28:16.213 CET;9,8
2023-01-03 05:28:24.854 CET;9,6
2023-01-03 05:28:41.904 CET;9,3
2023-01-03 05:29:21.413 CET;9,6
2023-01-03 05:29:30.622 CET;9,3
2023-01-03 05:29:56.372 CET;9
2023-01-03 05:30:04.763 CET;9,3
2023-01-03 05:30:13.173 CET;9,6
2023-01-03 05:30:21.492 CET;9
2023-01-03 05:30:30.301 CET;9,6
2023-01-03 05:30:38.621 CET;9,3
2023-01-03 05:30:55.661 CET;9,6
2023-01-03 05:31:04.141 CET;9
2023-01-03 05:31:12.861 CET;9,3
2023-01-03 05:31:55.009 CET;9
2023-01-03 05:32:03.500 CET;9,6
2023-01-03 05:32:12.130 CET;9,3
2023-01-03 05:32:37.660 CET;9
2023-01-03 05:32:54.230 CET;9,3
2023-01-03 05:33:02.858 CET;9,6
2023-01-03 05:33:11.499 CET;9
2023-01-03 05:33:19.888 CET;9,3
2023-01-03 05:33:28.308 CET;9
2023-01-03 05:34:02.549 CET;9,6
2023-01-03 05:34:19.489 CET;9,3
2023-01-03 05:34:36.467 CET;9
2023-01-03 05:34:45.108 CET;9,3
2023-01-03 05:34:53.507 CET;9
2023-01-03 05:35:02.056 CET;9,6
2023-01-03 05:35:10.538 CET;9,3
2023-01-03 05:35:18.937 CET;9,6
2023-01-03 05:35:27.338 CET;9,3
2023-01-03 05:36:19.855 CET;9,6
2023-01-03 05:36:27.496 CET;9,3
2023-01-03 05:37:07.426 CET;9
2023-01-03 05:37:15.825 CET;9,3
2023-01-03 05:37:31.755 CET;9
2023-01-03 05:37:40.226 CET;9,3
2023-01-03 05:39:04.243 CET;9,6
2023-01-03 05:39:58.434 CET;9,3
2023-01-03 05:40:18.871 CET;9
2023-01-03 05:40:28.151 CET;9,3
2023-01-03 05:42:52.003 CET;9
2023-01-03 05:43:15.753 CET;9,3
2023-01-03 05:44:03.345 CET;9,6
2023-01-03 05:44:12.305 CET;9,3
2023-01-03 05:44:56.815 CET;9
2023-01-03 05:45:05.905 CET;9,6
2023-01-03 05:45:14.555 CET;9,3
2023-01-03 05:45:31.365 CET;9
2023-01-03 05:45:39.996 CET;9,6
2023-01-03 05:45:56.887 CET;9
2023-01-03 05:46:05.536 CET;9,3
2023-01-03 05:46:30.967 CET;9,6
2023-01-03 05:46:39.368 CET;9
2023-01-03 05:46:47.677 CET;9,3
2023-01-03 05:46:55.997 CET;9
2023-01-03 05:47:04.556 CET;9,3
2023-01-03 05:47:13.276 CET;9
2023-01-03 05:47:29.986 CET;9,3
2023-01-03 05:48:51.615 CET;9,6
2023-01-03 05:49:00.244 CET;9,3
2023-01-03 05:49:28.585 CET;9
2023-01-03 05:49:36.404 CET;9,3
2023-01-03 05:50:06.035 CET;9
2023-01-03 05:50:14.964 CET;9,3
2023-01-03 05:50:32.335 CET;9,6
2023-01-03 05:50:49.364 CET;9,3
2023-01-03 05:50:57.855 CET;9
2023-01-03 05:51:06.332 CET;9,3
2023-01-03 05:51:23.282 CET;9
2023-01-03 05:51:31.924 CET;9,3
2023-01-03 05:52:57.131 CET;9
2023-01-03 05:53:05.522 CET;9,3
2023-01-03 05:53:14.161 CET;9
2023-01-03 05:53:56.331 CET;9,3
2023-01-03 05:54:04.650 CET;9
2023-01-03 05:54:30.089 CET;9,3
2023-01-03 05:54:45.140 CET;9,6
2023-01-03 05:54:54.400 CET;9
2023-01-03 05:55:02.658 CET;9,3
2023-01-03 05:55:11.219 CET;9
2023-01-03 05:55:19.848 CET;9,3
2023-01-03 05:55:45.209 CET;9
2023-01-03 05:55:53.769 CET;8,8
2023-01-03 05:56:02.477 CET;9,3
2023-01-03 05:56:10.808 CET;9
2023-01-03 05:56:19.528 CET;8,8
2023-01-03 05:56:27.937 CET;9,3
2023-01-03 05:56:36.326 CET;9
2023-01-03 05:57:01.855 CET;9,3
2023-01-03 05:57:10.486 CET;9
2023-01-03 05:57:18.806 CET;9,3
2023-01-03 05:57:35.696 CET;9
2023-01-03 05:57:52.645 CET;9,6
2023-01-03 05:58:01.214 CET;9
2023-01-03 05:58:09.605 CET;9,6
2023-01-03 05:59:35.092 CET;9
2023-01-03 06:00:31.812 CET;9,3
2023-01-03 06:00:48.733 CET;9
2023-01-03 06:01:54.181 CET;9,3
2023-01-03 06:02:17.471 CET;9
2023-01-03 06:03:05.290 CET;9,3
2023-01-03 06:03:57.940 CET;9
2023-01-03 06:04:20.898 CET;9,3
2023-01-03 06:04:32.420 CET;9
2023-01-03 06:06:22.177 CET;8,8
2023-01-03 06:06:40.348 CET;9
2023-01-03 06:06:51.298 CET;8,8
2023-01-03 06:07:02.028 CET;9
2023-01-03 06:08:52.186 CET;9,3
2023-01-03 06:09:33.055 CET;9
2023-01-03 06:09:44.265 CET;9,3
2023-01-03 06:09:54.983 CET;9
2023-01-03 06:10:21.013 CET;9,3
2023-01-03 06:10:31.933 CET;9
2023-01-03 06:11:37.931 CET;9,3
2023-01-03 06:12:12.440 CET;9
2023-01-03 06:12:23.051 CET;8,8
2023-01-03 06:12:34.259 CET;9
2023-01-03 06:13:27.940 CET;9,3
2023-01-03 06:13:47.299 CET;8,8
2023-01-03 06:13:58.019 CET;9
2023-01-03 06:15:24.209 CET;9,3
2023-01-03 06:15:35.068 CET;9
2023-01-03 06:17:14.815 CET;9,3
2023-01-03 06:17:26.335 CET;9
2023-01-03 06:18:37.154 CET;8,8
2023-01-03 06:18:48.105 CET;9
2023-01-03 06:19:37.372 CET;9,3
2023-01-03 06:19:53.153 CET;9
2023-01-03 06:20:14.983 CET;8,8
2023-01-03 06:20:26.183 CET;9
2023-01-03 06:20:58.901 CET;8,8
2023-01-03 06:21:39.660 CET;9
2023-01-03 06:23:11.299 CET;8,8
2023-01-03 06:23:39.319 CET;9
2023-01-03 06:24:35.868 CET;8,8
2023-01-03 06:25:04.757 CET;9
2023-01-03 06:25:39.318 CET;9,6
2023-01-03 06:25:54.997 CET;9,3
2023-01-03 06:26:05.947 CET;9,6
2023-01-03 06:26:27.717 CET;9,3
2023-01-03 06:27:00.605 CET;9,6
2023-01-03 06:27:10.996 CET;9,3
2023-01-03 06:27:55.234 CET;9,6
2023-01-03 06:29:07.082 CET;9,3
2023-01-03 06:29:25.073 CET;9,6
2023-01-03 06:29:47.233 CET;9,3
2023-01-03 06:30:15.492 CET;9,6
2023-01-03 06:30:33.963 CET;9,3
2023-01-03 06:31:02.200 CET;9,6
2023-01-03 06:31:12.990 CET;9,3
2023-01-03 06:36:24.256 CET;0,2
2023-01-03 06:41:02.592 CET;2,6
2023-01-03 06:57:40.937 CET;13
2023-01-03 06:57:52.927 CET;13,6
2023-01-03 07:02:07.990 CET;13,3
2023-01-03 07:02:17.010 CET;13,6
2023-01-03 07:02:25.421 CET;13,8
2023-01-03 07:02:58.131 CET;13,3
2023-01-03 07:03:06.200 CET;13,6
2023-01-03 07:03:30.361 CET;13,8
2023-01-03 07:03:38.609 CET;13,3
2023-01-03 07:13:00.121 CET;13,6
2023-01-03 07:13:24.849 CET;13,8
2023-01-03 07:13:32.930 CET;13,6
2023-01-03 07:13:57.250 CET;13,3
2023-01-03 07:14:13.328 CET;13,8
2023-01-03 07:14:30.289 CET;13,6
2023-01-03 07:14:38.849 CET;13,8
2023-01-03 07:14:55.970 CET;13,3
2023-01-03 07:19:52.776 CET;13,8
2023-01-03 07:20:17.184 CET;13,6
2023-01-03 07:20:25.253 CET;13,8
2023-01-03 07:20:49.584 CET;13,3
2023-01-03 07:20:57.743 CET;13,6
2023-01-03 07:25:21.737 CET;13,3
2023-01-03 07:25:30.789 CET;13,8
2023-01-03 07:25:39.507 CET;14,1
2023-01-03 07:25:48.628 CET;13,8
2023-01-03 07:25:57.578 CET;13,6
2023-01-03 07:26:51.657 CET;13,8
2023-01-03 07:27:00.697 CET;13,6
2023-01-03 07:27:18.627 CET;14,1
2023-01-03 07:27:27.826 CET;13,8
2023-01-03 07:27:36.786 CET;13,6
2023-01-03 07:27:54.456 CET;14,1
2023-01-03 07:28:21.585 CET;13,6
2023-01-03 07:28:30.535 CET;13,8
2023-01-03 07:28:39.505 CET;14,1
2023-01-03 07:28:57.263 CET;14,4
2023-01-03 07:29:06.384 CET;13,8
2023-01-03 07:29:15.023 CET;14,1
2023-01-03 07:29:33.115 CET;13,8
2023-01-03 07:29:59.904 CET;14,1
2023-01-03 07:30:08.783 CET;13,8
2023-01-03 07:30:17.743 CET;14,1
2023-01-03 07:30:35.834 CET;14,4
2023-01-03 07:30:53.753 CET;14,1
2023-01-03 07:31:02.874 CET;13,8
2023-01-03 07:31:11.512 CET;14,4
2023-01-03 07:31:20.782 CET;14,1
2023-01-03 07:31:38.723 CET;14,4
2023-01-03 07:31:56.632 CET;14,1
2023-01-03 07:32:05.592 CET;14,4
2023-01-03 07:32:14.782 CET;14,1
2023-01-03 07:32:23.983 CET;13,8
2023-01-03 07:32:33.273 CET;14,1
2023-01-03 07:32:42.221 CET;13,8
2023-01-03 07:33:00.151 CET;14,4
2023-01-03 07:33:18.151 CET;14,1
2023-01-03 07:33:27.111 CET;14,4
2023-01-03 07:33:35.990 CET;14,1
2023-01-03 07:33:44.710 CET;14,4
2023-01-03 07:34:11.829 CET;13,8
2023-01-03 07:34:20.789 CET;14,1
2023-01-03 07:35:05.609 CET;14,4
2023-01-03 07:35:14.569 CET;14,1
2023-01-03 07:35:23.509 CET;14,6
2023-01-03 07:35:32.719 CET;14,1
