time;ClutchBrakeWaterTemperature
2023-01-10 08:50:40.089 CET;30,2
2023-01-10 08:50:58.019 CET;30,3
2023-01-10 08:51:16.079 CET;30,4
2023-01-10 08:51:25.049 CET;30,5
2023-01-10 08:51:34.089 CET;30,6
2023-01-10 08:51:52.158 CET;30,7
2023-01-10 08:52:01.210 CET;30,8
2023-01-10 08:52:19.368 CET;30,9
2023-01-10 08:52:28.410 CET;31
2023-01-10 08:52:37.459 CET;31,1
2023-01-10 08:52:55.528 CET;31,2
2023-01-10 08:53:04.578 CET;31,3
2023-01-10 08:53:22.648 CET;31,4
2023-01-10 08:53:49.858 CET;31,5
2023-01-10 08:54:07.778 CET;31,6
2023-01-10 08:54:25.687 CET;31,7
2023-01-10 08:54:34.808 CET;31,6
2023-01-10 08:54:52.808 CET;31,7
2023-01-10 08:55:01.848 CET;31,6
2023-01-10 08:55:28.805 CET;31,5
2023-01-10 08:55:56.006 CET;31,4
2023-01-10 08:56:14.095 CET;31,3
2023-01-10 08:56:41.214 CET;31,2
2023-01-10 08:56:50.176 CET;31,1
2023-01-10 08:57:08.265 CET;31
2023-01-10 08:57:35.365 CET;30,9
2023-01-10 08:57:44.484 CET;30,8
2023-01-10 08:58:02.575 CET;30,7
2023-01-10 08:58:20.654 CET;30,6
2023-01-10 08:58:47.775 CET;30,5
2023-01-10 08:59:05.773 CET;30,4
2023-01-10 08:59:23.933 CET;30,3
2023-01-10 08:59:59.864 CET;30,1
2023-01-10 09:20:49.256 CET;31,1
2023-01-10 09:20:58.266 CET;31,3
2023-01-10 09:21:58.144 CET;31,9
2023-01-10 09:22:37.644 CET;32,3
2023-01-10 09:22:55.553 CET;32,4
2023-01-10 09:23:13.473 CET;32,5
2023-01-10 09:23:31.463 CET;32,6
2023-01-10 09:23:49.463 CET;32,5
2023-01-10 09:23:58.433 CET;32,4
2023-01-10 09:24:07.473 CET;32,3
2023-01-10 09:24:16.342 CET;32,2
2023-01-10 09:24:25.312 CET;32,1
2023-01-10 09:24:34.282 CET;31,9
2023-01-10 09:24:43.232 CET;31,7
2023-01-10 09:24:52.272 CET;31,5
2023-01-10 09:25:01.232 CET;31,3
2023-01-10 09:25:10.193 CET;31,1
2023-01-10 09:25:19.151 CET;31
2023-01-10 09:25:28.280 CET;30,8
2023-01-10 09:25:37.230 CET;30,7
2023-01-10 09:25:46.190 CET;30,5
2023-01-10 09:27:09.970 CET;29,6
2023-01-10 09:27:27.890 CET;29,4
2023-01-10 09:27:36.849 CET;29,3
2023-01-10 09:27:54.841 CET;29,2
2023-01-10 09:28:03.960 CET;29,1
2023-01-10 09:28:21.959 CET;29
2023-01-10 09:28:30.828 CET;28,9
2023-01-10 09:28:48.759 CET;28,8
2023-01-10 09:29:24.848 CET;28,7
2023-01-10 09:29:51.719 CET;28,6
2023-01-10 09:30:54.528 CET;28,7
2023-01-10 09:31:03.566 CET;28,8
2023-01-10 09:31:21.546 CET;28,9
2023-01-10 09:31:30.516 CET;29,1
2023-01-10 09:31:39.476 CET;29,3
2023-01-10 09:31:48.526 CET;29,4
2023-01-10 09:31:57.486 CET;29,6
2023-01-10 09:32:06.436 CET;29,8
2023-01-10 09:32:15.387 CET;30
2023-01-10 09:32:24.367 CET;30,2
2023-01-10 09:32:33.325 CET;30,4
2023-01-10 09:32:42.286 CET;30,6
2023-01-10 09:32:51.246 CET;30,7
2023-01-10 09:33:00.207 CET;31
2023-01-10 09:33:18.204 CET;31,2
2023-01-10 09:33:27.164 CET;31,3
2023-01-10 09:33:36.206 CET;31,5
2023-01-10 09:33:45.236 CET;31,6
2023-01-10 09:33:54.196 CET;31,8
2023-01-10 09:34:03.246 CET;31,9
2023-01-10 09:34:12.286 CET;32
2023-01-10 09:34:21.244 CET;32,1
2023-01-10 09:34:30.214 CET;32,3
2023-01-10 09:35:09.634 CET;32,7
2023-01-10 09:35:18.694 CET;32,8
2023-01-10 09:35:37.013 CET;32,9
2023-01-10 09:36:04.042 CET;33
2023-01-10 09:36:22.134 CET;33,1
2023-01-10 09:36:58.053 CET;33
2023-01-10 09:37:07.084 CET;32,9
2023-01-10 09:37:16.122 CET;32,8
2023-01-10 09:37:25.092 CET;32,6
2023-01-10 09:37:34.052 CET;32,4
2023-01-10 09:37:43.072 CET;32,2
2023-01-10 09:37:52.042 CET;32
2023-01-10 09:39:29.641 CET;30,3
2023-01-10 09:39:38.611 CET;30,2
2023-01-10 09:39:47.579 CET;30,1
2023-01-10 09:39:56.619 CET;29,9
2023-01-10 09:40:05.579 CET;29,8
2023-01-10 09:40:23.650 CET;29,6
2023-01-10 09:41:03.579 CET;29,4
2023-01-10 09:41:34.539 CET;29,1
2023-01-10 09:41:43.898 CET;29
2023-01-10 09:42:10.938 CET;28,9
2023-01-10 09:43:04.608 CET;29
2023-01-10 09:43:31.568 CET;29,1
2023-01-10 09:43:49.417 CET;29,2
2023-01-10 09:43:58.286 CET;29,4
2023-01-10 09:44:07.338 CET;29,5
2023-01-10 09:44:16.368 CET;29,7
2023-01-10 09:44:25.336 CET;30
2023-01-10 09:44:34.217 CET;30,1
2023-01-10 09:44:43.177 CET;30,4
2023-01-10 09:45:23.276 CET;31,3
2023-01-10 09:45:32.377 CET;31,4
2023-01-10 09:45:41.506 CET;31,6
2023-01-10 09:45:50.446 CET;31,8
2023-01-10 09:45:59.576 CET;31,9
2023-01-10 09:46:08.625 CET;32,2
2023-01-10 09:46:17.575 CET;32,3
2023-01-10 09:46:35.654 CET;32,4
2023-01-10 09:46:44.706 CET;32,6
2023-01-10 09:46:53.815 CET;32,7
2023-01-10 09:47:02.786 CET;32,8
2023-01-10 09:47:11.895 CET;32,9
2023-01-10 09:47:20.936 CET;33
2023-01-10 09:47:29.986 CET;33,1
2023-01-10 09:47:48.053 CET;33,2
2023-01-10 09:47:57.013 CET;33,3
2023-01-10 09:48:24.214 CET;33,5
2023-01-10 09:48:33.174 CET;33,3
2023-01-10 09:48:51.184 CET;33,2
2023-01-10 09:49:00.213 CET;33,1
2023-01-10 09:49:09.094 CET;32,9
2023-01-10 09:49:17.982 CET;32,8
2023-01-10 09:49:26.941 CET;32,6
2023-01-10 09:49:35.903 CET;32,4
2023-01-10 09:49:44.861 CET;32,3
2023-01-10 09:49:53.911 CET;32,1
2023-01-10 09:50:02.941 CET;32
2023-01-10 09:50:12.062 CET;31,8
2023-01-10 09:50:21.030 CET;31,7
2023-01-10 09:50:30.052 CET;31,6
2023-01-10 09:50:39.101 CET;31,4
2023-01-10 09:50:48.141 CET;31,3
2023-01-10 09:50:57.260 CET;31,1
2023-01-10 09:51:15.180 CET;30,9
2023-01-10 09:51:24.301 CET;30,8
2023-01-10 09:51:33.341 CET;30,7
2023-01-10 09:51:42.460 CET;30,6
2023-01-10 09:51:51.420 CET;30,5
2023-01-10 09:52:00.450 CET;30,4
2023-01-10 09:52:18.529 CET;30,3
2023-01-10 09:52:27.500 CET;30,2
2023-01-10 09:52:36.460 CET;30,1
2023-01-10 09:53:03.338 CET;29,9
2023-01-10 09:53:12.459 CET;30
2023-01-10 09:53:21.499 CET;29,9
2023-01-10 09:53:39.578 CET;29,8
2023-01-10 09:55:17.838 CET;29,9
2023-01-10 09:55:26.707 CET;29,8
2023-01-10 09:55:35.667 CET;29,9
2023-01-10 09:55:53.915 CET;30
2023-01-10 09:56:11.915 CET;30,1
2023-01-10 09:56:30.066 CET;30,3
2023-01-10 09:56:57.265 CET;30,4
2023-01-10 09:57:06.315 CET;30,5
2023-01-10 09:57:24.466 CET;30,6
2023-01-10 09:57:33.575 CET;30,7
2023-01-10 09:57:42.625 CET;30,8
2023-01-10 09:58:00.546 CET;30,9
2023-01-10 09:58:18.553 CET;31,1
2023-01-10 09:58:54.785 CET;31,2
2023-01-10 09:59:03.744 CET;31,4
2023-01-10 09:59:12.785 CET;31,3
2023-01-10 09:59:39.753 CET;31,4
2023-01-10 10:00:42.944 CET;31,5
2023-01-10 10:00:51.982 CET;31,4
2023-01-10 10:01:01.032 CET;31,3
2023-01-10 10:01:28.223 CET;31,2
2023-01-10 10:01:46.153 CET;31,1
2023-01-10 10:02:04.292 CET;31,2
2023-01-10 10:02:13.341 CET;31
2023-01-10 10:02:22.302 CET;30,9
2023-01-10 10:02:40.232 CET;30,8
2023-01-10 10:03:07.351 CET;30,7
2023-01-10 10:03:16.380 CET;30,6
2023-01-10 10:03:43.430 CET;30,5
2023-01-10 10:03:52.470 CET;30,4
2023-01-10 10:04:10.631 CET;30,3
2023-01-10 10:04:37.829 CET;30,2
2023-01-10 10:04:55.828 CET;30,1
2023-01-10 10:05:31.829 CET;30
2023-01-10 10:05:58.868 CET;29,9
2023-01-10 10:06:16.959 CET;30
2023-01-10 10:06:26.069 CET;29,9
2023-01-10 10:06:43.918 CET;30
2023-01-10 10:06:52.957 CET;29,9
2023-01-10 10:07:10.948 CET;30
2023-01-10 10:07:20.078 CET;29,9
2023-01-10 10:07:56.157 CET;30
2023-01-10 10:08:32.726 CET;30,4
2023-01-10 10:08:41.927 CET;30,6
2023-01-10 10:08:50.966 CET;30,8
2023-01-10 10:09:00.075 CET;30,9
2023-01-10 10:09:08.957 CET;31,1
2023-01-10 10:09:17.926 CET;31,3
2023-01-10 10:09:26.875 CET;31,4
2023-01-10 10:09:35.996 CET;31,6
2023-01-10 10:09:45.035 CET;31,8
2023-01-10 10:10:03.125 CET;31,9
2023-01-10 10:10:46.516 CET;32,4
2023-01-10 10:10:55.634 CET;32,5
2023-01-10 10:11:04.776 CET;32,6
2023-01-10 10:11:13.845 CET;32,7
2023-01-10 10:11:31.914 CET;32,8
2023-01-10 10:11:58.805 CET;32,9
2023-01-10 10:12:07.763 CET;33
2023-01-10 10:12:16.803 CET;32,9
2023-01-10 10:12:34.892 CET;33
2023-01-10 10:12:53.042 CET;33,1
2023-01-10 10:13:02.082 CET;32,9
2023-01-10 10:13:11.203 CET;33
2023-01-10 10:13:20.243 CET;32,9
2023-01-10 10:13:29.283 CET;32,8
2023-01-10 10:15:32.631 CET;30,9
2023-01-10 10:15:41.690 CET;30,8
2023-01-10 10:15:50.648 CET;30,7
2023-01-10 10:15:59.608 CET;30,6
2023-01-10 10:16:08.559 CET;30,5
2023-01-10 10:16:17.539 CET;30,4
2023-01-10 10:16:26.740 CET;30,3
2023-01-10 10:16:44.638 CET;30,2
2023-01-10 10:16:53.687 CET;30,1
2023-01-10 10:17:02.638 CET;30
2023-01-10 10:17:29.526 CET;29,8
2023-01-10 10:17:38.476 CET;29,9
2023-01-10 10:17:47.437 CET;29,8
2023-01-10 10:17:56.405 CET;29,7
2023-01-10 10:18:14.486 CET;29,6
2023-01-10 10:20:28.963 CET;29,7
2023-01-10 10:21:04.951 CET;29,8
2023-01-10 10:21:31.921 CET;29,9
2023-01-10 10:21:58.801 CET;30
2023-01-10 10:22:07.759 CET;30,1
2023-01-10 10:22:34.729 CET;30,3
2023-01-10 10:23:10.410 CET;30,4
2023-01-10 10:23:28.328 CET;30,5
2023-01-10 10:23:46.328 CET;30,6
2023-01-10 10:24:04.318 CET;30,7
2023-01-10 10:24:13.288 CET;30,6
2023-01-10 10:24:31.127 CET;30,7
2023-01-10 10:28:09.992 CET;30,1
2023-01-10 10:28:46.332 CET;30,2
2023-01-10 10:28:55.200 CET;30,3
2023-01-10 10:29:13.131 CET;30,5
2023-01-10 10:29:22.161 CET;30,6
2023-01-10 10:29:40.092 CET;30,8
2023-01-10 10:30:07.051 CET;30,9
2023-01-10 10:30:16.091 CET;31
2023-01-10 10:30:25.131 CET;31,1
2023-01-10 10:30:34.091 CET;31,2
2023-01-10 10:30:52.088 CET;31,3
2023-01-10 10:32:18.417 CET;31,6
2023-01-10 10:33:03.848 CET;31,7
2023-01-10 10:33:31.055 CET;31,8
2023-01-10 10:39:03.599 CET;30,5
2023-01-10 10:51:31.217 CET;28,5
2023-01-10 11:09:05.927 CET;30,6
2023-01-10 11:09:29.265 CET;30,7
2023-01-10 11:09:44.265 CET;30,8
2023-01-10 11:10:04.944 CET;30,9
2023-01-10 11:16:09.997 CET;29
2023-01-10 11:16:26.197 CET;28,9
2023-01-10 11:18:15.394 CET;29
2023-01-10 11:18:37.466 CET;29,1
2023-01-10 11:19:07.224 CET;29,2
2023-01-10 11:19:21.865 CET;29,3
2023-01-10 11:19:44.114 CET;29,4
2023-01-10 11:20:06.104 CET;29,6
2023-01-10 11:20:35.871 CET;29,7
2023-01-10 11:20:50.661 CET;29,8
2023-01-10 11:21:12.982 CET;29,9
2023-01-10 11:21:34.921 CET;30
2023-01-10 11:21:49.471 CET;30,1
2023-01-10 11:22:19.549 CET;30,2
2023-01-10 11:22:34.519 CET;30,3
2023-01-10 11:25:02.217 CET;30,1
2023-01-10 11:25:24.357 CET;30
2023-01-10 11:25:39.237 CET;29,9
2023-01-10 11:25:46.667 CET;30
2023-01-10 11:26:01.466 CET;29,8
2023-01-10 11:26:30.917 CET;29,7
2023-01-10 11:26:45.806 CET;29,6
2023-01-10 11:30:25.730 CET;29,3
2023-01-10 11:31:42.200 CET;29,4
2023-01-10 11:31:49.638 CET;29,3
2023-01-10 11:32:26.598 CET;29,4
2023-01-10 11:33:11.007 CET;29,5
2023-01-10 11:33:40.608 CET;29,6
2023-01-10 11:34:25.145 CET;29,7
2023-01-10 11:34:53.815 CET;29,8
2023-01-10 11:35:30.845 CET;29,9
2023-01-10 11:35:38.365 CET;29,8
2023-01-10 11:36:00.526 CET;29,9
2023-01-10 11:36:08.046 CET;30
2023-01-10 11:36:15.404 CET;30,1
2023-01-10 11:36:22.684 CET;30,2
2023-01-10 11:36:30.124 CET;30,3
2023-01-10 11:36:37.644 CET;30,5
2023-01-10 11:36:45.003 CET;30,6
2023-01-10 11:36:52.374 CET;30,7
2023-01-10 11:36:59.713 CET;30,8
2023-01-10 11:37:07.082 CET;30,9
2023-01-10 11:37:14.443 CET;31
2023-01-10 11:37:21.882 CET;31,1
2023-01-10 11:37:29.233 CET;31,2
2023-01-10 11:37:36.602 CET;31,4
2023-01-10 11:37:43.963 CET;31,3
2023-01-10 11:37:51.413 CET;31,4
2023-01-10 11:38:06.193 CET;31,5
2023-01-10 11:38:13.592 CET;31,6
2023-01-10 11:38:28.443 CET;31,7
2023-01-10 11:38:43.322 CET;31,8
2023-01-10 11:39:12.992 CET;31,9
2023-01-10 11:39:27.802 CET;32
2023-01-10 11:39:35.201 CET;31,9
2023-01-10 11:39:57.410 CET;32
2023-01-10 11:40:49.160 CET;32,1
2023-01-10 11:41:03.970 CET;32
2023-01-10 11:41:18.677 CET;31,9
2023-01-10 11:41:33.427 CET;31,8
2023-01-10 11:41:40.917 CET;31,7
2023-01-10 11:41:48.288 CET;31,6
2023-01-10 11:41:55.727 CET;31,4
2023-01-10 11:42:03.088 CET;31,3
2023-01-10 11:42:17.878 CET;31,1
2023-01-10 11:42:25.328 CET;31
2023-01-10 11:42:32.757 CET;30,9
2023-01-10 11:42:40.138 CET;30,8
2023-01-10 11:42:54.697 CET;30,7
2023-01-10 11:43:02.137 CET;30,6
2023-01-10 11:43:09.486 CET;30,5
2023-01-10 11:43:24.286 CET;30,4
2023-01-10 11:43:38.996 CET;30,3
2023-01-10 11:44:08.355 CET;30,2
2023-01-10 11:44:15.726 CET;30,1
2023-01-10 11:45:08.894 CET;30
2023-01-10 11:47:07.092 CET;30,1
2023-01-10 11:47:44.141 CET;30,2
2023-01-10 11:47:58.931 CET;30,3
2023-01-10 11:53:20.107 CET;30,6
2023-01-10 11:53:58.335 CET;30,4
2023-01-10 11:54:18.115 CET;30,3
2023-01-10 11:54:41.904 CET;30,2
2023-01-10 11:54:56.696 CET;30,1
2023-01-10 11:55:26.295 CET;30
2023-01-10 11:55:48.384 CET;29,9
2023-01-10 11:55:56.055 CET;30
2023-01-10 11:56:03.503 CET;29,9
2023-01-10 11:56:18.213 CET;29,8
2023-01-10 11:57:17.262 CET;29,9
2023-01-10 11:57:24.621 CET;29,8
2023-01-10 11:57:54.211 CET;29,9
2023-01-10 11:58:01.572 CET;29,8
2023-01-10 11:58:09.092 CET;29,9
2023-01-10 11:58:16.451 CET;29,8
2023-01-10 11:59:01.801 CET;29,9
2023-01-10 11:59:46.071 CET;30
2023-01-10 12:00:01.019 CET;29,9
2023-01-10 12:00:08.470 CET;30,1
2023-01-10 12:00:15.819 CET;30
2023-01-10 12:00:30.628 CET;30,1
2023-01-10 12:01:29.819 CET;30,2
2023-01-10 12:01:59.338 CET;30,3
2023-01-10 12:02:14.068 CET;30,4
2023-01-10 12:02:21.407 CET;30,3
2023-01-10 12:02:50.786 CET;30,4
2023-01-10 12:03:05.586 CET;30,3
2023-01-10 12:03:27.818 CET;30,5
2023-01-10 12:03:35.177 CET;30,4
2023-01-10 12:03:57.426 CET;30,5
2023-01-10 12:04:04.786 CET;30,4
2023-01-10 12:05:41.174 CET;30,3
2023-01-10 12:07:17.444 CET;30,2
2023-01-10 12:08:09.112 CET;30,1
2023-01-10 12:19:45.724 CET;29,6
2023-01-10 12:20:15.595 CET;29,5
2023-01-10 12:20:45.032 CET;29,6
2023-01-10 12:20:52.403 CET;29,5
2023-01-10 12:22:32.940 CET;29,6
2023-01-10 12:23:19.529 CET;29,7
2023-01-10 12:23:27.530 CET;29,6
2023-01-10 12:27:47.867 CET;30,7
2023-01-10 12:27:55.137 CET;30,8
2023-01-10 12:28:06.055 CET;30,9
2023-01-10 12:28:21.447 CET;31
2023-01-10 12:28:28.806 CET;31,1
2023-01-10 12:28:36.157 CET;31,2
2023-01-10 12:28:43.526 CET;31,3
2023-01-10 12:29:05.525 CET;31,5
2023-01-10 12:29:12.875 CET;31,4
2023-01-10 12:29:20.155 CET;31,5
2023-01-10 12:29:27.515 CET;31,6
2023-01-10 12:29:34.895 CET;31,7
2023-01-10 12:29:42.165 CET;31,6
2023-01-10 12:29:49.523 CET;31,7
2023-01-10 12:30:04.244 CET;31,9
2023-01-10 12:30:18.884 CET;31,8
2023-01-10 12:30:33.523 CET;31,9
2023-01-10 12:36:52.608 CET;29,8
2023-01-10 12:37:00.096 CET;29,7
2023-01-10 12:37:37.296 CET;29,8
2023-01-10 12:37:52.085 CET;29,7
2023-01-10 12:37:59.456 CET;29,8
2023-01-10 12:41:09.701 CET;30,6
2023-01-10 12:42:00.492 CET;30,7
2023-01-10 12:42:59.769 CET;30,6
2023-01-10 12:46:43.956 CET;29,9
2023-01-10 12:47:19.434 CET;29,8
2023-01-10 12:47:34.265 CET;29,7
2023-01-10 12:47:56.334 CET;29,6
2023-01-10 12:49:39.851 CET;29,7
2023-01-10 12:49:54.492 CET;29,8
2023-01-10 12:50:01.861 CET;29,7
2023-01-10 12:50:09.221 CET;29,8
2023-01-10 12:50:16.572 CET;29,9
2023-01-10 12:50:23.861 CET;29,8
2023-01-10 12:50:53.280 CET;29,9
2023-01-10 12:51:08.022 CET;30
2023-01-10 12:51:15.690 CET;29,9
2023-01-10 12:51:30.651 CET;30
2023-01-10 12:51:53.539 CET;30,1
2023-01-10 12:52:39.299 CET;30,2
2023-01-10 12:53:01.698 CET;30,3
2023-01-10 12:53:24.588 CET;30,4
2023-01-10 12:53:31.928 CET;30,3
2023-01-10 12:54:09.707 CET;30,4
2023-01-10 12:54:17.538 CET;30,3
2023-01-10 12:54:25.046 CET;30,4
2023-01-10 12:57:07.184 CET;30,3
2023-01-10 12:57:37.453 CET;30,2
2023-01-10 12:57:45.914 CET;30,1
2023-01-10 12:57:53.302 CET;30,2
2023-01-10 12:58:01.233 CET;30,1
2023-01-10 12:58:08.582 CET;30,2
2023-01-10 12:58:15.944 CET;30,1
2023-01-10 12:58:23.292 CET;30
2023-01-10 12:58:52.740 CET;29,9
2023-01-10 13:00:06.740 CET;29,8
2023-01-10 13:05:50.186 CET;29,9
2023-01-10 13:05:57.555 CET;30
2023-01-10 13:06:12.436 CET;29,9
2023-01-10 13:06:19.706 CET;30
2023-01-10 13:06:27.065 CET;29,9
2023-01-10 13:06:41.954 CET;30
2023-01-10 13:06:56.825 CET;29,9
2023-01-10 13:07:11.704 CET;30
2023-01-10 13:07:19.144 CET;29,9
2023-01-10 13:07:26.434 CET;30
2023-01-10 13:07:41.154 CET;29,9
2023-01-10 13:10:02.752 CET;30
2023-01-10 13:10:10.513 CET;29,9
2023-01-10 13:10:17.871 CET;30
2023-01-10 13:10:25.552 CET;29,9
2023-01-10 13:11:17.280 CET;30
2023-01-10 13:15:39.168 CET;29,8
2023-01-10 13:20:55.072 CET;29,9
2023-01-10 13:21:17.961 CET;30
2023-01-10 13:21:25.723 CET;29,9
2023-01-10 13:24:31.529 CET;30
2023-01-10 13:27:53.806 CET;29,8
2023-01-10 13:29:07.726 CET;29,7
2023-01-10 13:30:06.615 CET;29,8
2023-01-10 13:31:44.855 CET;29,9
2023-01-10 13:31:52.533 CET;29,8
2023-01-10 13:32:15.403 CET;29,9
2023-01-10 13:33:58.752 CET;30
2023-01-10 13:34:06.772 CET;29,9
2023-01-10 13:34:29.411 CET;30
2023-01-10 13:34:44.032 CET;29,9
2023-01-10 13:39:06.497 CET;30,3
2023-01-10 13:39:14.227 CET;30,4
2023-01-10 13:39:21.667 CET;30,5
2023-01-10 13:39:29.096 CET;30,7
2023-01-10 13:39:43.897 CET;30,8
2023-01-10 13:39:51.417 CET;30,9
2023-01-10 13:39:58.776 CET;31
2023-01-10 13:40:06.207 CET;31,1
2023-01-10 13:40:20.926 CET;31,2
2023-01-10 13:40:28.285 CET;31,3
2023-01-10 13:40:43.265 CET;31,4
2023-01-10 13:40:50.785 CET;31,5
2023-01-10 13:41:05.496 CET;31,6
2023-01-10 13:41:20.216 CET;31,7
2023-01-10 13:41:27.575 CET;31,8
2023-01-10 13:41:50.303 CET;31,9
2023-01-10 13:42:05.904 CET;32
2023-01-10 13:42:21.575 CET;32,1
2023-01-10 13:42:52.374 CET;32,2
2023-01-10 13:43:00.072 CET;32,3
2023-01-10 13:43:38.703 CET;32,2
2023-01-10 13:43:54.221 CET;32,1
2023-01-10 13:44:07.552 CET;31,9
2023-01-10 13:44:15.822 CET;31,8
2023-01-10 13:44:23.342 CET;31,7
2023-01-10 13:44:31.181 CET;31,6
2023-01-10 13:44:38.782 CET;31,4
2023-01-10 13:44:46.792 CET;31,3
2023-01-10 13:45:01.322 CET;31,2
2023-01-10 13:45:09.572 CET;31,1
2023-01-10 13:45:23.871 CET;30,9
2023-01-10 13:45:46.681 CET;30,8
2023-01-10 13:45:54.790 CET;30,7
2023-01-10 13:46:09.321 CET;30,6
2023-01-10 13:46:32.049 CET;30,5
2023-01-10 13:46:39.809 CET;30,4
2023-01-10 13:46:54.680 CET;30,3
2023-01-10 13:47:48.141 CET;30,2
2023-01-10 13:49:09.229 CET;30,1
2023-01-10 13:49:48.548 CET;30,2
2023-01-10 13:50:26.937 CET;30,4
2023-01-10 13:50:34.717 CET;30,3
2023-01-10 13:51:05.756 CET;30,4
2023-01-10 13:51:36.857 CET;30,5
2023-01-10 13:51:44.388 CET;30,6
2023-01-10 13:52:15.746 CET;30,7
2023-01-10 13:52:23.836 CET;30,8
2023-01-10 13:52:54.786 CET;30,9
2023-01-10 13:53:17.915 CET;31
2023-01-10 13:53:41.265 CET;31,1
2023-01-10 13:56:00.624 CET;31
2023-01-10 13:56:08.473 CET;31,1
2023-01-10 13:56:16.233 CET;31
2023-01-10 13:56:24.084 CET;30,9
2023-01-10 13:56:31.674 CET;31
2023-01-10 13:56:39.503 CET;30,9
2023-01-10 13:56:54.872 CET;30,8
2023-01-10 13:57:25.992 CET;30,7
2023-01-10 13:57:41.431 CET;30,6
2023-01-10 13:58:12.951 CET;30,5
2023-01-10 13:58:53.821 CET;30,4
2023-01-10 13:59:17.592 CET;30,3
2023-01-10 14:01:28.769 CET;30,1
2023-01-10 14:01:36.078 CET;30,2
2023-01-10 14:01:50.799 CET;30,1
2023-01-10 14:02:22.138 CET;30,2
2023-01-10 14:03:29.216 CET;30,3
2023-01-10 14:03:36.726 CET;30,2
2023-01-10 14:03:44.716 CET;30,3
2023-01-10 14:05:41.525 CET;30,4
2023-01-10 14:05:57.115 CET;30,5
2023-01-10 14:06:04.704 CET;30,4
2023-01-10 14:07:06.802 CET;30,5
2023-01-10 14:08:44.773 CET;30,3
2023-01-10 14:08:52.013 CET;30,4
2023-01-10 14:08:59.361 CET;30,3
2023-01-10 14:09:43.601 CET;30,2
2023-01-10 14:10:32.500 CET;30,1
2023-01-10 14:12:03.789 CET;30
2023-01-10 14:12:19.769 CET;29,9
2023-01-10 14:12:35.599 CET;30
2023-01-10 14:12:43.609 CET;29,9
2023-01-10 14:14:07.207 CET;30
2023-01-10 14:14:15.128 CET;29,9
2023-01-10 14:15:38.996 CET;30
2023-01-10 14:16:02.335 CET;30,1
2023-01-10 14:16:09.696 CET;30
2023-01-10 14:16:17.127 CET;30,1
2023-01-10 14:16:24.566 CET;30
2023-01-10 14:16:54.075 CET;30,1
2023-01-10 14:17:01.454 CET;30
2023-01-10 14:17:16.315 CET;30,1
2023-01-10 14:19:37.602 CET;30,2
2023-01-10 14:19:45.134 CET;30,1
2023-01-10 14:19:52.582 CET;30,2
2023-01-10 14:43:49.874 CET;29,5
2023-01-10 14:49:27.576 CET;29
2023-01-10 14:49:35.306 CET;28,9
2023-01-10 14:49:51.556 CET;29
2023-01-10 14:49:59.397 CET;28,9
2023-01-10 14:50:46.357 CET;28,8
2023-01-10 14:50:54.286 CET;28,9
2023-01-10 14:51:10.196 CET;28,8
2023-01-10 14:51:18.036 CET;28,9
2023-01-10 15:10:27.302 CET;27,6
2023-01-10 15:13:38.138 CET;27,8
2023-01-10 15:15:36.647 CET;28,1
2023-01-10 15:19:19.062 CET;29,8
2023-01-10 15:24:17.907 CET;30,4
2023-01-10 15:25:13.417 CET;30,5
2023-01-10 15:25:57.966 CET;30,6
2023-01-10 15:26:27.414 CET;30,5
2023-01-10 15:26:42.526 CET;30,4
2023-01-10 15:26:50.286 CET;30,3
2023-01-10 15:27:06.055 CET;30,2
2023-01-10 15:27:13.974 CET;30,1
2023-01-10 15:27:21.894 CET;30
2023-01-10 15:27:29.963 CET;29,9
2023-01-10 15:27:37.664 CET;29,8
2023-01-10 15:27:53.483 CET;29,7
2023-01-10 15:28:01.753 CET;29,6
2023-01-10 15:28:54.144 CET;29,5
2023-01-10 15:29:40.342 CET;29,4
2023-01-10 15:30:26.551 CET;29,5
2023-01-10 15:30:42.861 CET;29,6
2023-01-10 15:34:27.538 CET;30,1
2023-01-10 15:34:36.229 CET;30,2
2023-01-10 15:34:43.657 CET;30,1
2023-01-10 15:35:20.697 CET;30,2
2023-01-10 15:35:28.058 CET;30,1
2023-01-10 15:36:12.447 CET;30,2
2023-01-10 15:36:19.826 CET;30,1
2023-01-10 15:36:27.266 CET;30,2
2023-01-10 15:36:42.298 CET;30,1
2023-01-10 15:36:49.747 CET;30,3
2023-01-10 15:36:57.256 CET;30,1
2023-01-10 15:38:11.265 CET;30,2
2023-01-10 15:38:18.704 CET;30,1
2023-01-10 15:39:03.095 CET;30
2023-01-10 15:39:10.535 CET;30,1
2023-01-10 15:39:17.894 CET;30
2023-01-10 15:39:54.944 CET;29,9
2023-01-10 15:41:31.664 CET;30
2023-01-10 15:41:39.184 CET;29,9
2023-01-10 15:41:46.553 CET;29,8
2023-01-10 15:41:54.073 CET;29,9
2023-01-10 15:42:08.852 CET;30
2023-01-10 15:42:16.302 CET;29,9
2023-01-10 15:44:15.260 CET;30
2023-01-10 15:44:27.329 CET;30,1
2023-01-10 15:44:34.769 CET;30
2023-01-10 15:45:03.269 CET;30,1
2023-01-10 15:45:10.710 CET;30
2023-01-10 15:45:23.638 CET;30,1
2023-01-10 15:45:44.767 CET;30,2
2023-01-10 15:45:52.118 CET;30,1
2023-01-10 15:46:07.358 CET;30,2
