time;PressForceValueRR
2023-01-04 02:38:25.303 CET;70,6
2023-01-04 02:38:34.584 CET;70,9
2023-01-04 02:39:02.424 CET;70,6
2023-01-04 02:39:11.703 CET;71,2
2023-01-04 02:39:20.983 CET;70,6
2023-01-04 02:39:48.743 CET;70,4
2023-01-04 02:40:07.312 CET;70,1
2023-01-04 02:40:35.132 CET;70,6
2023-01-04 02:40:44.411 CET;70,1
2023-01-04 02:40:53.711 CET;70,6
2023-01-04 02:41:02.982 CET;70,4
2023-01-04 02:41:21.532 CET;70,6
2023-01-04 02:41:40.191 CET;71,2
2023-01-04 02:41:49.529 CET;70,9
2023-01-04 02:42:08.190 CET;71,2
2023-01-04 02:42:17.470 CET;70,6
2023-01-04 02:42:26.740 CET;70,4
2023-01-04 02:42:36.109 CET;70,9
2023-01-04 02:42:45.400 CET;70,1
2023-01-04 02:42:54.591 CET;70,6
2023-01-04 02:43:03.871 CET;70,4
2023-01-04 02:43:22.438 CET;70,6
2023-01-04 02:43:31.698 CET;70,4
2023-01-04 02:43:50.348 CET;70,9
2023-01-04 02:43:59.628 CET;70,6
2023-01-04 02:44:08.989 CET;71,2
2023-01-04 02:44:18.188 CET;70,9
2023-01-04 02:44:27.457 CET;70,6
2023-01-04 02:44:36.749 CET;70,9
2023-01-04 02:45:04.509 CET;70,6
2023-01-04 02:45:13.789 CET;70,4
2023-01-04 02:45:23.069 CET;70,6
2023-01-04 02:46:00.187 CET;70,4
2023-01-04 02:47:05.145 CET;70,6
2023-01-04 02:47:23.717 CET;70,9
2023-01-04 02:47:42.266 CET;70,6
2023-01-04 02:48:00.926 CET;70,9
2023-01-04 02:48:10.194 CET;70,6
2023-01-04 02:48:47.236 CET;70,1
2023-01-04 02:48:56.585 CET;70,6
2023-01-04 02:49:05.783 CET;70,4
2023-01-04 02:49:15.063 CET;70,6
2023-01-04 02:49:24.352 CET;70,9
2023-01-04 02:49:33.723 CET;70,6
2023-01-04 02:49:43.072 CET;70,9
2023-01-04 02:50:01.542 CET;70,6
2023-01-04 02:50:10.832 CET;70,9
2023-01-04 02:50:29.302 CET;70,4
2023-01-04 02:50:38.592 CET;70,9
2023-01-04 02:50:57.151 CET;71,2
2023-01-04 02:51:06.443 CET;70,6
2023-01-04 02:51:15.713 CET;70,9
2023-01-04 02:51:24.992 CET;70,4
2023-01-04 02:51:34.270 CET;70,6
2023-01-04 02:51:43.562 CET;70,4
2023-01-04 02:52:11.551 CET;70,6
2023-01-04 02:52:30.119 CET;70,4
2023-01-04 02:52:39.400 CET;70,9
2023-01-04 02:52:48.660 CET;70,6
2023-01-04 02:53:07.309 CET;70,9
2023-01-04 02:53:35.229 CET;71,4
2023-01-04 02:53:44.519 CET;70,9
2023-01-04 02:54:03.007 CET;70,6
2023-01-04 02:54:30.987 CET;70,4
2023-01-04 02:54:40.197 CET;70,6
2023-01-04 02:54:58.757 CET;70,1
2023-01-04 02:55:08.197 CET;70,9
2023-01-04 02:55:17.398 CET;70,6
2023-01-04 02:55:26.677 CET;70,4
2023-01-04 02:55:35.967 CET;70,6
2023-01-04 02:55:54.506 CET;70,9
2023-01-04 02:56:03.865 CET;71,2
2023-01-04 02:56:13.076 CET;70,9
2023-01-04 02:56:31.724 CET;71,4
2023-01-04 02:56:40.915 CET;70,9
2023-01-04 02:56:50.194 CET;70,6
2023-01-04 02:56:59.486 CET;70,9
2023-01-04 02:57:08.924 CET;70,6
2023-01-04 02:57:18.194 CET;70,4
2023-01-04 02:57:46.025 CET;70,6
2023-01-04 02:58:04.595 CET;70,4
2023-01-04 02:58:13.884 CET;70,6
2023-01-04 02:58:32.354 CET;70,9
2023-01-04 02:58:50.993 CET;70,6
2023-01-04 02:59:00.273 CET;71,2
2023-01-04 02:59:09.552 CET;70,9
2023-01-04 02:59:18.753 CET;71,2
2023-01-04 02:59:28.112 CET;70,9
2023-01-04 02:59:46.602 CET;70,4
2023-01-04 02:59:55.882 CET;70,9
2023-01-04 03:00:14.513 CET;70,4
2023-01-04 03:00:23.713 CET;70,6
2023-01-04 03:00:33.003 CET;70,1
2023-01-04 03:00:42.273 CET;70,4
2023-01-04 03:01:10.121 CET;70,6
2023-01-04 03:01:19.391 CET;70,4
2023-01-04 03:01:28.762 CET;71,2
2023-01-04 03:01:38.042 CET;70,9
2023-01-04 03:01:47.322 CET;70,4
2023-01-04 03:01:56.681 CET;70,9
2023-01-04 03:02:05.961 CET;71,2
2023-01-04 03:02:15.321 CET;70,9
2023-01-04 03:02:33.970 CET;71,2
2023-01-04 03:02:43.160 CET;70,6
2023-01-04 03:02:52.450 CET;70,9
2023-01-04 03:03:01.730 CET;70,4
2023-01-04 03:03:10.920 CET;70,6
2023-01-04 03:03:38.759 CET;70,1
2023-01-04 03:03:48.128 CET;70,4
2023-01-04 03:03:57.408 CET;70,9
2023-01-04 03:04:06.678 CET;70,4
2023-01-04 03:04:15.969 CET;70,6
2023-01-04 03:04:25.239 CET;70,9
2023-01-04 03:04:34.517 CET;70,6
2023-01-04 03:04:43.878 CET;71,7
2023-01-04 03:04:53.157 CET;70,9
2023-01-04 03:05:02.447 CET;71,2
2023-01-04 03:05:39.648 CET;70,4
2023-01-04 03:05:48.846 CET;70,6
2023-01-04 03:05:58.125 CET;70,9
2023-01-04 03:06:07.486 CET;70,6
2023-01-04 03:06:16.846 CET;70,9
2023-01-04 03:06:26.036 CET;70,6
2023-01-04 03:06:35.315 CET;70,4
2023-01-04 03:06:53.885 CET;70,6
2023-01-04 03:07:12.515 CET;70,9
2023-01-04 03:07:21.714 CET;70,6
2023-01-04 03:07:40.365 CET;71,2
2023-01-04 03:07:49.644 CET;70,9
2023-01-04 03:07:59.003 CET;71,2
2023-01-04 03:08:08.283 CET;70,9
2023-01-04 03:08:26.844 CET;70,6
2023-01-04 03:08:36.125 CET;70,9
2023-01-04 03:08:45.414 CET;70,6
2023-01-04 03:09:03.953 CET;70,4
2023-01-04 03:09:13.334 CET;70,6
2023-01-04 03:09:41.092 CET;70,9
2023-01-04 03:09:59.642 CET;70,6
2023-01-04 03:10:08.921 CET;71,2
2023-01-04 03:10:18.201 CET;70,6
2023-01-04 03:10:45.960 CET;71,2
2023-01-04 03:11:04.530 CET;70,9
2023-01-04 03:11:23.311 CET;70,6
2023-01-04 03:11:41.960 CET;70,9
2023-01-04 03:11:51.240 CET;70,4
2023-01-04 03:12:09.730 CET;70,1
2023-01-04 03:12:19.010 CET;70,6
2023-01-04 03:12:56.289 CET;70,9
2023-01-04 03:13:05.578 CET;70,6
2023-01-04 03:13:14.928 CET;70,9
2023-01-04 03:13:24.118 CET;70,6
2023-01-04 03:13:33.407 CET;70,9
2023-01-04 03:14:10.618 CET;71,2
2023-01-04 03:14:19.808 CET;70,6
2023-01-04 03:14:56.926 CET;70,4
2023-01-04 03:15:06.207 CET;70,6
2023-01-04 03:15:15.486 CET;70,9
2023-01-04 03:15:24.776 CET;70,6
2023-01-04 03:15:52.775 CET;70,9
2023-01-04 03:16:11.414 CET;71,2
2023-01-04 03:16:20.684 CET;70,9
2023-01-04 03:16:48.535 CET;70,6
2023-01-04 03:16:57.803 CET;70,9
2023-01-04 03:17:07.003 CET;70,4
2023-01-04 03:17:16.285 CET;70,6
2023-01-04 03:17:25.573 CET;70,9
2023-01-04 03:17:34.854 CET;70,4
2023-01-04 03:17:53.493 CET;70,6
2023-01-04 03:19:28.703 CET;70,4
2023-01-04 03:19:38.211 CET;69,8
2023-01-04 03:19:47.493 CET;70,6
2023-01-04 03:19:56.773 CET;70,4
2023-01-04 03:20:06.042 CET;70,1
2023-01-04 03:20:15.322 CET;71,2
2023-01-04 03:20:24.611 CET;70,9
2023-01-04 03:21:20.451 CET;70,6
2023-01-04 03:21:29.732 CET;70,4
2023-01-04 03:21:39.022 CET;70,6
2023-01-04 03:21:48.302 CET;70,4
2023-01-04 03:22:06.851 CET;70,6
2023-01-04 03:22:25.420 CET;70,4
2023-01-04 03:22:38.309 CET;70,9
2023-01-04 03:22:47.730 CET;70,6
2023-01-04 03:22:57.329 CET;70,4
2023-01-04 03:23:06.619 CET;70,6
2023-01-04 03:23:16.069 CET;70,9
2023-01-04 03:23:25.338 CET;70,4
2023-01-04 03:23:34.538 CET;70,9
2023-01-04 03:23:43.819 CET;71,2
2023-01-04 03:23:53.108 CET;70,9
2023-01-04 03:24:02.378 CET;70,6
2023-01-04 03:24:21.016 CET;70,9
2023-01-04 03:24:30.217 CET;70,1
2023-01-04 03:24:39.506 CET;70,6
2023-01-04 03:25:07.348 CET;70,9
2023-01-04 03:25:16.536 CET;70,4
2023-01-04 03:25:25.828 CET;70,1
2023-01-04 03:25:35.096 CET;70,6
2023-01-04 03:25:44.457 CET;70,9
2023-01-04 03:25:53.736 CET;70,6
2023-01-04 03:26:02.937 CET;70,4
2023-01-04 03:26:12.217 CET;70,6
2023-01-04 03:26:21.487 CET;70,9
2023-01-04 03:27:17.177 CET;70,6
2023-01-04 03:27:35.667 CET;70,4
2023-01-04 03:27:44.937 CET;70,6
2023-01-04 03:27:54.217 CET;70,4
2023-01-04 03:28:22.148 CET;70,6
2023-01-04 03:29:11.108 CET;70,4
2023-01-04 03:29:20.377 CET;70,6
2023-01-04 03:29:29.828 CET;70,9
2023-01-04 03:29:39.108 CET;70,6
2023-01-04 03:29:57.596 CET;70,9
2023-01-04 03:30:06.857 CET;71,2
2023-01-04 03:30:16.148 CET;70,9
2023-01-04 03:30:25.427 CET;70,4
2023-01-04 03:30:34.786 CET;70,9
2023-01-04 03:30:44.076 CET;70,6
2023-01-04 03:31:21.266 CET;70,4
2023-01-04 03:31:30.546 CET;70,6
2023-01-04 03:31:49.016 CET;70,4
2023-01-04 03:31:58.305 CET;70,6
2023-01-04 03:32:16.874 CET;70,4
2023-01-04 03:32:26.144 CET;70,9
2023-01-04 03:32:35.503 CET;71,2
2023-01-04 03:32:44.785 CET;70,6
2023-01-04 03:32:54.072 CET;71,2
2023-01-04 03:33:12.634 CET;70,9
2023-01-04 03:33:40.542 CET;70,6
2023-01-04 03:33:49.822 CET;70,4
2023-01-04 03:33:59.101 CET;70,6
2023-01-04 03:34:26.941 CET;70,9
2023-01-04 03:34:36.230 CET;70,6
2023-01-04 03:34:45.500 CET;70,4
2023-01-04 03:34:54.782 CET;70,9
2023-01-04 03:35:13.430 CET;70,4
2023-01-04 03:35:22.710 CET;70,6
2023-01-04 03:35:31.980 CET;71,2
2023-01-04 03:35:41.280 CET;70,9
2023-01-04 03:35:59.910 CET;71,2
2023-01-04 03:36:09.190 CET;70,9
2023-01-04 03:36:36.960 CET;70,6
2023-01-04 03:37:04.779 CET;70,4
2023-01-04 03:37:13.990 CET;70,1
2023-01-04 03:37:23.259 CET;70,6
2023-01-04 03:37:51.108 CET;70,9
2023-01-04 03:38:00.390 CET;70,6
2023-01-04 03:38:19.039 CET;70,9
2023-01-04 03:38:46.868 CET;71,2
2023-01-04 03:38:56.148 CET;70,9
2023-01-04 03:39:33.358 CET;70,6
2023-01-04 03:39:42.618 CET;70,4
2023-01-04 03:39:51.907 CET;70,6
2023-01-04 03:40:01.267 CET;70,1
2023-01-04 03:40:10.467 CET;70,4
2023-01-04 03:40:19.747 CET;70,9
2023-01-04 03:40:29.036 CET;70,6
2023-01-04 03:40:47.586 CET;70,9
2023-01-04 03:41:24.796 CET;71,2
2023-01-04 03:41:43.424 CET;70,9
2023-01-04 03:42:01.994 CET;70,6
2023-01-04 03:42:11.276 CET;70,9
2023-01-04 03:42:29.825 CET;70,1
2023-01-04 03:42:39.105 CET;70,6
2023-01-04 03:42:48.394 CET;70,4
2023-01-04 03:42:57.674 CET;70,6
2023-01-04 03:43:06.954 CET;70,9
2023-01-04 03:43:25.434 CET;70,4
2023-01-04 03:43:43.993 CET;70,9
2023-01-04 03:43:53.282 CET;70,6
2023-01-04 03:44:02.631 CET;71,2
2023-01-04 03:44:11.842 CET;70,9
2023-01-04 03:44:21.201 CET;71,4
2023-01-04 03:44:30.401 CET;71,2
2023-01-04 03:45:07.512 CET;70,9
2023-01-04 03:45:16.801 CET;71,2
2023-01-04 03:45:26.071 CET;70,6
2023-01-04 03:45:53.910 CET;70,4
2023-01-04 03:46:03.200 CET;70,9
2023-01-04 03:46:12.470 CET;70,6
2023-01-04 03:46:40.319 CET;70,9
2023-01-04 03:46:59.029 CET;70,6
2023-01-04 03:47:08.319 CET;71,2
2023-01-04 03:47:36.227 CET;70,6
2023-01-04 03:47:45.517 CET;70,9
2023-01-04 03:48:03.989 CET;70,6
2023-01-04 03:48:13.289 CET;70,9
2023-01-04 03:48:22.556 CET;70,4
2023-01-04 03:48:31.836 CET;70,6
2023-01-04 03:48:41.117 CET;70,9
2023-01-04 03:48:50.316 CET;70,6
2023-01-04 03:49:08.967 CET;70,9
2023-01-04 03:49:18.237 CET;70,6
2023-01-04 03:49:36.786 CET;70,9
2023-01-04 03:49:46.157 CET;70,6
2023-01-04 03:50:40.286 CET;70,9
2023-01-04 03:50:49.936 CET;70,6
2023-01-04 03:50:59.526 CET;70,9
2023-01-04 03:51:18.085 CET;71,2
2023-01-04 03:51:27.275 CET;70,9
2023-01-04 03:51:36.565 CET;70,6
2023-01-04 03:51:45.756 CET;70,9
2023-01-04 03:51:55.043 CET;70,4
2023-01-04 03:52:13.604 CET;70,9
2023-01-04 03:52:22.884 CET;70,6
2023-01-04 03:52:32.233 CET;70,4
2023-01-04 03:52:41.503 CET;70,9
2023-01-04 03:52:50.723 CET;70,6
2023-01-04 03:53:00.003 CET;70,4
2023-01-04 03:53:09.292 CET;70,6
2023-01-04 03:53:18.562 CET;71,2
2023-01-04 03:53:27.842 CET;70,9
2023-01-04 03:54:23.512 CET;70,6
2023-01-04 03:54:42.082 CET;70,9
2023-01-04 03:54:51.361 CET;70,6
2023-01-04 03:55:00.641 CET;70,4
2023-01-04 03:55:09.921 CET;70,6
2023-01-04 03:55:28.401 CET;70,4
2023-01-04 03:55:37.681 CET;71,2
2023-01-04 03:55:46.960 CET;70,9
2023-01-04 03:55:56.332 CET;70,6
2023-01-04 03:56:05.681 CET;71,2
2023-01-04 03:56:14.881 CET;70,9
2023-01-04 03:56:52.088 CET;71,2
2023-01-04 03:57:01.359 CET;70,9
2023-01-04 03:57:47.769 CET;70,4
2023-01-04 03:58:06.328 CET;70,9
2023-01-04 03:58:15.598 CET;70,4
2023-01-04 03:58:34.237 CET;70,6
2023-01-04 03:58:52.637 CET;70,9
2023-01-04 03:59:02.006 CET;71,2
2023-01-04 03:59:11.197 CET;70,6
2023-01-04 03:59:29.846 CET;71,2
2023-01-04 03:59:48.486 CET;71,4
2023-01-04 03:59:57.845 CET;71,2
2023-01-04 04:00:07.217 CET;70,9
2023-01-04 04:00:25.674 CET;70,6
2023-01-04 04:01:02.805 CET;70,9
2023-01-04 04:01:12.075 CET;70,6
2023-01-04 04:01:21.365 CET;70,4
2023-01-04 04:01:30.724 CET;70,9
2023-01-04 04:01:40.005 CET;70,4
2023-01-04 04:01:49.275 CET;70,6
2023-01-04 04:01:58.573 CET;70,9
2023-01-04 04:02:07.844 CET;71,2
2023-01-04 04:02:17.134 CET;70,9
2023-01-04 04:02:35.842 CET;71,2
2023-01-04 04:02:45.124 CET;70,9
2023-01-04 04:03:31.602 CET;70,6
2023-01-04 04:03:40.891 CET;70,4
2023-01-04 04:03:50.163 CET;70,9
2023-01-04 04:03:59.451 CET;70,4
2023-01-04 04:04:08.720 CET;70,6
2023-01-04 04:04:27.280 CET;70,9
2023-01-04 04:04:36.661 CET;70,6
2023-01-04 04:04:45.841 CET;70,9
2023-01-04 04:05:04.331 CET;70,6
2023-01-04 04:05:13.601 CET;70,9
2023-01-04 04:05:22.901 CET;71,2
2023-01-04 04:05:41.450 CET;70,9
2023-01-04 04:05:50.730 CET;71,2
2023-01-04 04:06:00.009 CET;70,9
2023-01-04 04:06:09.380 CET;71,2
2023-01-04 04:06:18.650 CET;70,6
2023-01-04 04:06:28.009 CET;70,9
2023-01-04 04:07:14.338 CET;71,2
2023-01-04 04:07:23.608 CET;70,9
2023-01-04 04:08:10.096 CET;71,2
2023-01-04 04:08:19.378 CET;71,4
2023-01-04 04:08:38.016 CET;70,9
2023-01-04 04:08:56.566 CET;70,6
2023-01-04 04:09:05.857 CET;70,9
2023-01-04 04:09:52.255 CET;70,6
2023-01-04 04:10:10.825 CET;71,2
2023-01-04 04:10:20.164 CET;70,9
2023-01-04 04:10:29.444 CET;70,6
2023-01-04 04:10:38.654 CET;71,4
2023-01-04 04:10:48.015 CET;71,2
2023-01-04 04:10:57.293 CET;70,9
2023-01-04 04:11:06.654 CET;71,2
2023-01-04 04:11:34.493 CET;71,7
2023-01-04 04:11:43.694 CET;71,2
2023-01-04 04:12:02.173 CET;70,6
2023-01-04 04:12:11.453 CET;70,9
2023-01-04 04:12:30.104 CET;70,6
2023-01-04 04:12:48.733 CET;70,9
2023-01-04 04:12:58.003 CET;70,6
2023-01-04 04:13:07.292 CET;71,2
2023-01-04 04:13:16.582 CET;70,9
2023-01-04 04:13:25.852 CET;70,6
2023-01-04 04:13:35.132 CET;70,9
2023-01-04 04:13:44.423 CET;71,2
2023-01-04 04:13:53.773 CET;70,9
2023-01-04 04:14:03.062 CET;71,2
2023-01-04 04:14:21.532 CET;70,9
2023-01-04 04:14:30.822 CET;71,4
2023-01-04 04:14:40.101 CET;71,2
2023-01-04 04:14:49.381 CET;70,9
2023-01-04 04:14:58.661 CET;70,6
2023-01-04 04:15:08.022 CET;70,9
2023-01-04 04:15:17.302 CET;70,4
2023-01-04 04:15:26.571 CET;70,6
2023-01-04 04:15:54.490 CET;70,9
2023-01-04 04:16:40.969 CET;71,4
2023-01-04 04:16:50.338 CET;71,2
2023-01-04 04:17:08.977 CET;71,4
2023-01-04 04:17:18.257 CET;71,2
2023-01-04 04:17:36.987 CET;70,9
2023-01-04 04:17:55.457 CET;70,6
2023-01-04 04:18:04.746 CET;71,2
2023-01-04 04:18:14.026 CET;70,4
2023-01-04 04:18:23.286 CET;70,6
2023-01-04 04:18:32.578 CET;71,2
2023-01-04 04:18:41.937 CET;70,4
2023-01-04 04:19:00.496 CET;70,9
2023-01-04 04:19:19.065 CET;70,6
2023-01-04 04:19:28.417 CET;71,2
2023-01-04 04:20:14.984 CET;71,4
2023-01-04 04:20:24.253 CET;71,2
2023-01-04 04:20:33.545 CET;71,4
2023-01-04 04:20:42.894 CET;70,6
2023-01-04 04:20:52.184 CET;71,2
2023-01-04 04:21:01.384 CET;70,9
2023-01-04 04:21:10.654 CET;70,4
2023-01-04 04:21:19.934 CET;70,6
2023-01-04 04:21:38.572 CET;70,9
2023-01-04 04:22:06.503 CET;71,2
2023-01-04 04:22:15.703 CET;70,6
2023-01-04 04:22:24.983 CET;71,2
2023-01-04 04:22:43.532 CET;70,6
2023-01-04 04:22:52.903 CET;71,4
2023-01-04 04:23:11.542 CET;71,2
2023-01-04 04:23:20.832 CET;70,9
2023-01-04 04:23:30.101 CET;71,2
2023-01-04 04:23:39.381 CET;70,9
2023-01-04 04:24:10.990 CET;70,4
2023-01-04 04:24:21.311 CET;70,9
2023-01-04 04:24:30.571 CET;70,6
2023-01-04 04:24:58.420 CET;70,4
2023-01-04 04:25:07.688 CET;70,9
2023-01-04 04:25:16.980 CET;70,6
2023-01-04 04:25:26.250 CET;70,9
2023-01-04 04:25:54.259 CET;71,2
2023-01-04 04:26:03.549 CET;70,9
2023-01-04 04:26:12.828 CET;71,2
2023-01-04 04:26:40.747 CET;70,9
2023-01-04 04:26:49.948 CET;70,6
2023-01-04 04:27:08.497 CET;71,2
2023-01-04 04:27:27.069 CET;70,6
2023-01-04 04:27:36.338 CET;70,9
2023-01-04 04:28:04.267 CET;71,2
2023-01-04 04:28:13.546 CET;70,9
2023-01-04 04:28:32.187 CET;71,2
2023-01-04 04:28:41.467 CET;70,6
2023-01-04 04:28:50.746 CET;71,4
2023-01-04 04:29:00.036 CET;70,9
2023-01-04 04:29:09.315 CET;71,2
2023-01-04 04:29:18.665 CET;71,4
2023-01-04 04:29:28.187 CET;71,2
2023-01-04 04:29:37.467 CET;70,9
2023-01-04 04:30:23.865 CET;70,6
2023-01-04 04:30:33.224 CET;70,9
2023-01-04 04:31:10.434 CET;70,6
2023-01-04 04:31:19.703 CET;71,2
2023-01-04 04:31:47.545 CET;71,4
2023-01-04 04:31:56.834 CET;71,2
2023-01-04 04:32:06.104 CET;71,4
2023-01-04 04:32:15.394 CET;70,9
2023-01-04 04:32:24.753 CET;71,2
2023-01-04 04:32:34.114 CET;70,9
2023-01-04 04:33:01.871 CET;70,6
2023-01-04 04:33:11.151 CET;70,9
2023-01-04 04:33:29.792 CET;70,6
2023-01-04 04:33:48.351 CET;70,9
2023-01-04 04:34:16.101 CET;71,2
2023-01-04 04:34:25.381 CET;70,9
2023-01-04 04:34:34.680 CET;71,2
2023-01-04 04:34:53.242 CET;71,4
2023-01-04 04:35:11.792 CET;71,2
2023-01-04 04:35:30.269 CET;70,6
2023-01-04 04:35:48.829 CET;71,2
2023-01-04 04:35:58.180 CET;70,6
2023-01-04 04:36:44.588 CET;70,9
2023-01-04 04:36:53.869 CET;71,2
2023-01-04 04:37:24.319 CET;70,9
2023-01-04 04:37:33.690 CET;71,2
2023-01-04 04:38:10.908 CET;71,4
2023-01-04 04:38:20.188 CET;71,2
2023-01-04 04:38:29.398 CET;71,4
2023-01-04 04:38:48.108 CET;71,2
2023-01-04 04:38:57.398 CET;70,6
2023-01-04 04:39:06.749 CET;70,9
2023-01-04 04:39:16.098 CET;70,6
2023-01-04 04:39:53.148 CET;70,4
2023-01-04 04:40:02.427 CET;71,2
2023-01-04 04:40:11.707 CET;70,9
2023-01-04 04:40:20.997 CET;70,6
2023-01-04 04:40:30.279 CET;71,2
2023-01-04 04:40:39.628 CET;71,4
2023-01-04 04:41:51.328 CET;71,2
2023-01-04 04:43:34.927 CET;70,9
2023-01-04 04:43:44.437 CET;70,6
2023-01-04 04:43:53.717 CET;70,9
2023-01-04 04:44:03.167 CET;71,2
2023-01-04 04:44:12.447 CET;70,6
2023-01-04 04:44:21.717 CET;69,8
2023-01-04 04:44:30.997 CET;70,4
2023-01-04 04:44:40.286 CET;70,6
2023-01-04 04:45:17.407 CET;70,9
2023-01-04 04:45:36.035 CET;70,4
2023-01-04 04:45:45.395 CET;70,9
2023-01-04 04:46:13.404 CET;71,2
2023-01-04 04:46:22.684 CET;70,9
2023-01-04 04:46:31.963 CET;71,2
2023-01-04 04:46:41.243 CET;70,6
2023-01-04 04:46:50.604 CET;71,2
2023-01-04 04:46:59.884 CET;70,6
2023-01-04 04:47:18.444 CET;70,9
2023-01-04 04:47:27.713 CET;70,6
2023-01-04 04:47:46.273 CET;70,9
2023-01-04 04:47:55.553 CET;70,6
2023-01-04 04:48:04.842 CET;70,9
2023-01-04 04:48:23.404 CET;70,6
2023-01-04 04:48:51.242 CET;71,2
2023-01-04 04:49:19.082 CET;71,4
2023-01-04 04:49:28.351 CET;70,6
2023-01-04 04:49:37.641 CET;70,9
2023-01-04 04:50:24.052 CET;71,2
2023-01-04 04:50:33.331 CET;70,6
2023-01-04 04:50:42.681 CET;70,4
2023-01-04 04:51:01.240 CET;71,2
2023-01-04 04:51:10.519 CET;70,9
2023-01-04 04:51:29.009 CET;70,6
2023-01-04 04:51:38.290 CET;71,2
2023-01-04 04:52:43.319 CET;70,9
2023-01-04 04:52:52.608 CET;70,6
2023-01-04 04:53:01.890 CET;70,9
2023-01-04 04:53:20.368 CET;70,6
2023-01-04 04:53:38.928 CET;70,4
2023-01-04 04:53:48.209 CET;70,6
2023-01-04 04:53:57.489 CET;71,2
2023-01-04 04:54:06.767 CET;70,9
2023-01-04 04:54:25.407 CET;71,2
2023-01-04 04:54:34.618 CET;70,9
2023-01-04 04:54:43.898 CET;71,2
2023-01-04 04:55:11.736 CET;71,4
2023-01-04 04:55:21.095 CET;71,2
2023-01-04 04:55:30.375 CET;71,7
2023-01-04 04:55:39.576 CET;70,9
2023-01-04 04:55:48.766 CET;70,6
2023-01-04 04:56:16.615 CET;70,4
2023-01-04 04:56:25.894 CET;70,6
2023-01-04 04:56:53.805 CET;70,9
2023-01-04 04:57:03.003 CET;71,2
2023-01-04 04:57:12.293 CET;70,9
2023-01-04 04:57:21.573 CET;71,2
2023-01-04 04:57:30.854 CET;71,4
2023-01-04 04:57:40.134 CET;71,2
2023-01-04 04:57:49.493 CET;71,7
2023-01-04 04:57:58.773 CET;71,2
2023-01-04 04:58:08.053 CET;70,9
2023-01-04 04:58:17.332 CET;71,4
2023-01-04 04:58:26.611 CET;71,2
2023-01-04 04:58:35.973 CET;70,9
2023-01-04 04:59:13.101 CET;70,6
2023-01-04 04:59:22.451 CET;71,2
2023-01-04 04:59:31.661 CET;70,6
2023-01-04 04:59:40.931 CET;70,4
2023-01-04 04:59:50.210 CET;70,9
2023-01-04 04:59:59.492 CET;71,2
2023-01-04 05:00:08.770 CET;70,9
2023-01-04 05:00:18.052 CET;71,2
2023-01-04 05:00:36.611 CET;71,4
2023-01-04 05:00:45.890 CET;71,2
2023-01-04 05:00:55.170 CET;71,4
2023-01-04 05:01:23.019 CET;71,2
2023-01-04 05:01:32.289 CET;70,9
2023-01-04 05:01:41.578 CET;71,2
2023-01-04 05:01:50.848 CET;70,9
2023-01-04 05:02:00.128 CET;70,4
2023-01-04 05:02:09.328 CET;70,6
2023-01-04 05:02:18.618 CET;70,9
2023-01-04 05:02:27.898 CET;71,2
2023-01-04 05:02:37.168 CET;70,6
2023-01-04 05:02:46.459 CET;70,9
2023-01-04 05:03:05.006 CET;70,6
2023-01-04 05:03:14.286 CET;71,4
2023-01-04 05:03:23.496 CET;71,2
2023-01-04 05:03:32.858 CET;71,4
2023-01-04 05:03:42.048 CET;71,2
2023-01-04 05:03:51.338 CET;70,9
2023-01-04 05:04:00.607 CET;71,2
2023-01-04 05:04:28.546 CET;70,9
2023-01-04 05:04:37.736 CET;71,4
2023-01-04 05:10:33.430 CET;26,1
2023-01-04 05:14:29.367 CET;33
2023-01-04 05:25:19.244 CET;58,9
2023-01-04 05:25:33.914 CET;59,2
2023-01-04 05:25:47.453 CET;59,4
2023-01-04 05:36:11.743 CET;58,9
2023-01-04 05:36:22.392 CET;59,2
2023-01-04 05:36:33.602 CET;60
2023-01-04 05:36:44.793 CET;60,2
2023-01-04 05:37:07.763 CET;60,5
2023-01-04 05:37:18.963 CET;60
2023-01-04 05:37:30.163 CET;60,5
2023-01-04 05:37:41.352 CET;60
2023-01-04 05:37:52.882 CET;60,2
2023-01-04 05:38:04.161 CET;60
2023-01-04 05:38:15.361 CET;60,2
2023-01-04 05:38:26.571 CET;60,5
2023-01-04 05:38:37.921 CET;60,2
2023-01-04 05:39:00.321 CET;60
2023-01-04 05:39:23.131 CET;60,2
2023-01-04 05:39:34.640 CET;60,5
2023-01-04 05:39:45.920 CET;60
2023-01-04 05:39:57.438 CET;60,2
2023-01-04 05:40:08.638 CET;60,5
2023-01-04 05:40:20.098 CET;60,8
2023-01-04 05:40:53.778 CET;61
2023-01-04 05:41:05.039 CET;60,8
2023-01-04 05:41:27.608 CET;60,2
2023-01-04 05:41:50.338 CET;60,5
2023-01-04 05:42:01.528 CET;60,2
2023-01-04 05:42:23.928 CET;60
2023-01-04 05:42:35.219 CET;60,2
2023-01-04 05:42:46.407 CET;60
2023-01-04 05:42:57.779 CET;60,2
2023-01-04 05:43:31.378 CET;60,8
2023-01-04 05:43:42.648 CET;60,2
2023-01-04 05:43:53.769 CET;61
2023-01-04 05:44:04.980 CET;60,8
2023-01-04 05:44:27.779 CET;61
2023-01-04 05:44:38.979 CET;60,5
2023-01-04 05:44:50.339 CET;60,2
2023-01-04 05:45:46.900 CET;60,5
