time;MaxOffCenteredLoadLR
2023-01-11 08:53:51.834 CET;8,4
2023-01-11 08:54:00.703 CET;7,9
2023-01-11 08:54:09.503 CET;7,5
2023-01-11 08:54:18.463 CET;8,4
2023-01-11 08:54:27.263 CET;8
2023-01-11 08:54:36.154 CET;7,7
2023-01-11 08:54:45.023 CET;7,5
2023-01-11 08:55:02.871 CET;7,9
2023-01-11 08:55:11.753 CET;7,7
2023-01-11 08:55:20.631 CET;7,4
2023-01-11 08:55:29.513 CET;7,3
2023-01-11 08:55:47.111 CET;7,5
2023-01-11 08:55:55.911 CET;8
2023-01-11 08:56:04.790 CET;7,9
2023-01-11 08:56:13.592 CET;8,3
2023-01-11 08:56:22.480 CET;7,5
2023-01-11 08:56:31.101 CET;6,9
2023-01-11 08:56:40.069 CET;8,1
2023-01-11 08:56:48.859 CET;8,2
2023-01-11 08:56:57.740 CET;7,4
2023-01-11 08:57:06.710 CET;8,1
2023-01-11 08:57:15.510 CET;8
2023-01-11 08:57:24.401 CET;8,3
2023-01-11 08:57:33.270 CET;7,9
2023-01-11 08:57:42.069 CET;7,3
2023-01-11 08:57:50.959 CET;8,4
2023-01-11 08:57:59.930 CET;7,9
2023-01-11 08:58:08.717 CET;7
2023-01-11 08:58:17.529 CET;7,5
2023-01-11 09:29:52.556 CET;37,7
2023-01-11 09:37:18.348 CET;11,4
2023-01-11 10:03:11.556 CET;5,6
2023-01-11 10:06:48.112 CET;5,2
2023-01-11 10:11:40.220 CET;5,9
2023-01-11 10:12:42.568 CET;6
2023-01-11 10:12:54.049 CET;6,2
2023-01-11 10:13:05.407 CET;8,4
2023-01-11 10:13:16.858 CET;6
2023-01-11 10:13:28.437 CET;8,2
2023-01-11 10:13:39.878 CET;12,5
2023-01-11 10:13:50.917 CET;5,5
2023-01-11 10:14:01.877 CET;10,7
2023-01-11 10:14:12.838 CET;5,7
2023-01-11 10:14:23.877 CET;9,3
2023-01-11 10:14:34.836 CET;12,6
2023-01-11 10:14:46.055 CET;7,3
2023-01-11 10:16:16.885 CET;9,4
2023-01-11 10:16:28.204 CET;9,8
2023-01-11 10:16:39.165 CET;7,4
2023-01-11 10:16:56.865 CET;9,1
2023-01-11 10:17:08.295 CET;6,5
2023-01-11 10:17:20.694 CET;7,7
2023-01-11 10:17:33.263 CET;5,8
2023-01-11 10:17:46.463 CET;5,9
2023-01-11 10:17:59.354 CET;6,1
2023-01-11 10:18:12.131 CET;7
2023-01-11 10:18:24.701 CET;9,4
2023-01-11 10:18:35.971 CET;7,5
2023-01-11 10:19:48.710 CET;6,6
2023-01-11 10:19:59.651 CET;7,2
2023-01-11 10:20:10.680 CET;7,3
2023-01-11 10:20:21.730 CET;7,1
2023-01-11 10:20:32.690 CET;6,9
2023-01-11 10:20:43.730 CET;6,7
2023-01-11 10:20:54.609 CET;5,5
2023-01-11 10:21:27.658 CET;7,7
2023-01-11 10:21:38.608 CET;7,3
2023-01-11 10:21:49.658 CET;6,6
2023-01-11 10:22:00.687 CET;7
2023-01-11 10:22:11.648 CET;6,9
2023-01-11 10:22:22.687 CET;7
2023-01-11 10:22:33.648 CET;6,5
2023-01-11 10:25:12.874 CET;9,3
2023-01-11 10:25:23.973 CET;5,3
2023-01-11 10:26:04.844 CET;5,7
2023-01-11 10:26:37.594 CET;7,9
2023-01-11 10:26:49.033 CET;7,5
2023-01-11 10:27:00.052 CET;5,7
2023-01-11 10:27:10.933 CET;5,3
2023-01-11 10:27:21.892 CET;6,9
2023-01-11 10:27:32.852 CET;6,1
2023-01-11 10:27:43.901 CET;6,7
2023-01-11 10:27:54.851 CET;6,1
2023-01-11 10:28:05.732 CET;6,4
2023-01-11 10:28:16.782 CET;6,7
2023-01-11 10:32:33.638 CET;14,6
2023-01-11 10:42:15.039 CET;17,3
2023-01-11 10:49:17.592 CET;5,4
2023-01-11 10:49:30.242 CET;6,2
2023-01-11 10:49:39.003 CET;6,8
2023-01-11 10:49:47.881 CET;7,5
2023-01-11 10:52:46.071 CET;5,6
2023-01-11 10:52:55.160 CET;6,2
2023-01-11 10:53:03.970 CET;7,2
2023-01-11 10:53:12.838 CET;8,2
2023-01-11 10:53:21.490 CET;7,2
2023-01-11 10:53:30.369 CET;8,5
2023-01-11 10:53:39.249 CET;8,4
2023-01-11 10:53:56.838 CET;7,7
2023-01-11 10:54:14.369 CET;6,5
2023-01-11 10:54:23.178 CET;7,3
2023-01-11 10:54:31.809 CET;7,7
2023-01-11 10:54:40.779 CET;8,4
2023-01-11 10:54:49.739 CET;8,3
2023-01-11 10:54:58.457 CET;6,5
2023-01-11 10:55:07.318 CET;8,3
2023-01-11 10:55:16.128 CET;7,2
2023-01-11 10:55:25.098 CET;7,3
2023-01-11 10:55:33.729 CET;7,9
2023-01-11 10:55:42.598 CET;8
2023-01-11 10:55:51.418 CET;6,7
2023-01-11 10:56:00.299 CET;8,7
2023-01-11 10:56:09.098 CET;6,7
2023-01-11 10:56:17.977 CET;8
2023-01-11 10:56:26.937 CET;9,2
2023-01-11 10:56:35.737 CET;8,3
2023-01-11 10:56:44.536 CET;7,2
2023-01-11 10:56:53.417 CET;6,9
2023-01-11 10:57:02.296 CET;6,7
2023-01-11 10:57:11.177 CET;8
2023-01-11 10:57:20.135 CET;7
2023-01-11 10:57:29.186 CET;8,8
2023-01-11 10:57:37.986 CET;7,9
2023-01-11 10:57:55.676 CET;8,2
2023-01-11 10:58:04.466 CET;7
2023-01-11 10:58:13.335 CET;7,9
2023-01-11 10:58:22.135 CET;7,4
2023-01-11 10:58:43.775 CET;5,4
2023-01-11 10:58:53.115 CET;7
2023-01-11 10:59:01.825 CET;6,4
2023-01-11 10:59:38.776 CET;5,8
2023-01-11 10:59:47.654 CET;6,8
2023-01-11 10:59:56.375 CET;7
2023-01-11 11:00:05.265 CET;8,2
2023-01-11 11:00:14.063 CET;7,2
2023-01-11 11:00:22.944 CET;7
2023-01-11 11:00:31.924 CET;7,5
2023-01-11 11:00:40.714 CET;6,5
2023-01-11 11:00:49.523 CET;8,2
2023-01-11 11:00:58.313 CET;7,9
2023-01-11 11:01:07.194 CET;8
2023-01-11 11:01:15.993 CET;7,2
2023-01-11 11:01:24.884 CET;6,6
2023-01-11 11:01:33.753 CET;7,6
2023-01-11 11:01:42.562 CET;7,4
2023-01-11 11:01:51.433 CET;8
2023-01-11 11:02:00.223 CET;7,3
2023-01-11 11:02:09.112 CET;8,1
2023-01-11 11:02:27.032 CET;6,5
2023-01-11 11:02:35.743 CET;7,1
2023-01-11 11:02:44.711 CET;7,6
2023-01-11 11:02:53.592 CET;8
2023-01-11 11:03:02.552 CET;7,1
2023-01-11 11:03:11.523 CET;9,7
2023-01-11 11:03:20.322 CET;7
2023-01-11 11:03:29.273 CET;7,8
2023-01-11 11:03:38.092 CET;8,3
2023-01-11 11:03:46.881 CET;7,7
2023-01-11 11:03:55.851 CET;6,8
2023-01-11 11:04:04.562 CET;8
2023-01-11 11:04:13.440 CET;7,4
2023-01-11 11:04:22.161 CET;6,7
2023-01-11 11:04:31.121 CET;7,5
2023-01-11 11:05:09.380 CET;5,2
2023-01-11 11:05:18.160 CET;8,2
2023-01-11 11:05:27.029 CET;7,8
2023-01-11 11:05:35.851 CET;8,3
2023-01-11 11:05:44.710 CET;7,1
2023-01-11 11:05:53.589 CET;6,5
2023-01-11 11:07:42.618 CET;4,9
2023-01-11 11:07:51.197 CET;6,5
2023-01-11 11:08:00.247 CET;7
2023-01-11 11:08:09.128 CET;8,5
2023-01-11 11:08:17.927 CET;7,1
2023-01-11 11:08:26.805 CET;7
2023-01-11 11:08:44.496 CET;7,2
2023-01-11 11:08:53.046 CET;7,6
2023-01-11 11:09:01.836 CET;7,2
2023-01-11 11:09:19.525 CET;7,1
2023-01-11 11:09:28.395 CET;8,1
2023-01-11 11:09:37.355 CET;8,7
2023-01-11 11:09:46.155 CET;7,2
2023-01-11 11:09:54.885 CET;7
2023-01-11 11:10:12.473 CET;7,9
2023-01-11 11:10:21.434 CET;6,8
2023-01-11 11:10:30.323 CET;8,5
2023-01-11 11:10:39.374 CET;6,4
2023-01-11 11:10:48.164 CET;7,3
2023-01-11 11:10:57.124 CET;7,8
2023-01-11 11:11:05.924 CET;7,6
2023-01-11 11:11:14.815 CET;8,3
2023-01-11 11:11:23.765 CET;7,1
2023-01-11 11:11:32.484 CET;6,5
2023-01-11 11:11:41.375 CET;8
2023-01-11 11:11:50.163 CET;6,7
2023-01-11 11:12:08.003 CET;7,1
2023-01-11 11:12:16.963 CET;7,5
2023-01-11 11:12:25.923 CET;7,9
2023-01-11 11:12:34.793 CET;8
2023-01-11 11:12:43.602 CET;6,9
2023-01-11 11:12:52.493 CET;7,9
2023-01-11 11:13:01.282 CET;7,1
2023-01-11 11:13:10.164 CET;7,9
2023-01-11 11:13:19.131 CET;7,6
2023-01-11 11:13:28.012 CET;7,3
2023-01-11 11:13:36.822 CET;7,8
2023-01-11 11:13:45.772 CET;7,5
2023-01-11 11:13:54.493 CET;6,7
2023-01-11 11:14:03.292 CET;7,5
2023-01-11 11:14:12.171 CET;7,3
2023-01-11 11:14:21.052 CET;7,5
2023-01-11 11:14:29.931 CET;7,6
2023-01-11 11:14:38.732 CET;7,2
2023-01-11 11:14:47.371 CET;6,9
2023-01-11 11:14:56.171 CET;8,4
2023-01-11 11:15:04.960 CET;7,8
2023-01-11 11:15:13.770 CET;6,5
2023-01-11 11:15:22.561 CET;9,3
2023-01-11 11:15:31.371 CET;7,4
2023-01-11 11:15:40.332 CET;7,1
2023-01-11 11:15:49.200 CET;6,8
2023-01-11 11:15:57.940 CET;6
2023-01-11 11:16:06.821 CET;7,9
2023-01-11 11:16:15.621 CET;6,7
2023-01-11 11:16:24.589 CET;7,2
2023-01-11 11:16:33.460 CET;8,5
2023-01-11 11:16:42.339 CET;7,4
2023-01-11 11:16:51.059 CET;8,1
2023-01-11 11:16:59.858 CET;7
2023-01-11 11:17:08.740 CET;6,9
2023-01-11 11:17:17.539 CET;7,5
2023-01-11 11:17:26.420 CET;7,3
2023-01-11 11:17:35.289 CET;7,5
2023-01-11 11:18:01.928 CET;7,2
2023-01-11 11:18:19.688 CET;6,8
2023-01-11 11:18:28.569 CET;7,3
2023-01-11 11:18:37.448 CET;8,9
2023-01-11 11:18:46.249 CET;7,5
2023-01-11 11:18:55.219 CET;6,9
2023-01-11 11:19:04.108 CET;7
2023-01-11 11:19:12.979 CET;7,9
2023-01-11 11:19:21.778 CET;7,4
2023-01-11 11:19:30.588 CET;7,2
2023-01-11 11:19:39.469 CET;7,1
2023-01-11 11:19:48.338 CET;7,4
2023-01-11 11:19:57.138 CET;7,5
2023-01-11 11:20:06.017 CET;7,2
2023-01-11 11:20:14.986 CET;7,1
2023-01-11 11:20:23.857 CET;6,7
2023-01-11 11:20:32.737 CET;7,7
2023-01-11 11:20:41.536 CET;7,4
2023-01-11 11:20:50.405 CET;7,5
2023-01-11 11:20:59.216 CET;7,7
2023-01-11 11:21:16.897 CET;7,6
2023-01-11 11:21:25.857 CET;6,7
2023-01-11 11:21:43.466 CET;7,8
2023-01-11 11:21:52.746 CET;6,7
2023-01-11 11:22:02.266 CET;4,8
2023-01-11 11:22:11.145 CET;6,9
2023-01-11 11:22:19.954 CET;6,8
2023-01-11 11:22:28.825 CET;7,2
2023-01-11 11:22:37.555 CET;7,1
2023-01-11 11:22:46.426 CET;7
2023-01-11 11:22:55.385 CET;7,3
2023-01-11 11:23:04.345 CET;8,4
2023-01-11 11:23:13.134 CET;6,9
2023-01-11 11:23:22.025 CET;7,2
2023-01-11 11:23:30.894 CET;6,9
2023-01-11 11:23:39.625 CET;7,3
2023-01-11 11:23:48.345 CET;6,5
2023-01-11 11:23:57.223 CET;7,5
2023-01-11 11:24:06.025 CET;7,2
2023-01-11 11:24:14.904 CET;7
2023-01-11 11:24:23.864 CET;7,6
2023-01-11 11:24:32.664 CET;7,1
2023-01-11 11:24:41.553 CET;7,3
2023-01-11 11:24:50.503 CET;7,2
2023-01-11 11:24:59.302 CET;6,8
2023-01-11 11:25:08.102 CET;8,6
2023-01-11 11:25:16.914 CET;7,5
2023-01-11 11:25:34.584 CET;8
2023-01-11 11:25:43.382 CET;6,8
2023-01-11 11:25:52.263 CET;7,6
2023-01-11 11:26:01.072 CET;6,9
2023-01-11 11:26:09.943 CET;7,2
2023-01-11 11:26:18.740 CET;6,6
2023-01-11 11:26:27.711 CET;6,7
2023-01-11 11:26:36.591 CET;7,7
2023-01-11 11:26:45.302 CET;7
2023-01-11 11:26:54.181 CET;8
2023-01-11 11:27:03.062 CET;7,3
2023-01-11 11:27:11.871 CET;7,5
2023-01-11 11:27:20.671 CET;7,1
2023-01-11 11:27:29.559 CET;7,3
2023-01-11 11:27:38.430 CET;7,2
2023-01-11 11:27:47.151 CET;6,8
2023-01-11 11:27:56.190 CET;8,4
2023-01-11 11:28:05.071 CET;6,9
2023-01-11 11:28:22.660 CET;8,2
2023-01-11 11:28:31.469 CET;7,6
2023-01-11 11:28:40.349 CET;7,3
2023-01-11 11:28:49.309 CET;6,9
2023-01-11 11:28:58.188 CET;7
2023-01-11 11:29:06.989 CET;7,9
2023-01-11 11:29:15.868 CET;8,1
2023-01-11 11:29:24.667 CET;7
2023-01-11 11:29:33.548 CET;8,4
2023-01-11 11:29:42.509 CET;8,3
2023-01-11 11:29:51.308 CET;7
2023-01-11 11:30:00.267 CET;7,2
2023-01-11 11:30:17.877 CET;7,8
2023-01-11 11:30:26.746 CET;6,5
2023-01-11 11:30:35.867 CET;7,6
2023-01-11 11:30:44.756 CET;6,6
2023-01-11 11:30:53.536 CET;7,5
2023-01-11 11:31:02.427 CET;6,7
2023-01-11 11:31:11.306 CET;7,6
2023-01-11 11:31:20.016 CET;6,7
2023-01-11 11:31:28.816 CET;7,3
2023-01-11 11:31:37.887 CET;8,7
2023-01-11 11:31:46.665 CET;7,1
2023-01-11 11:31:55.555 CET;7,6
2023-01-11 11:32:04.436 CET;6,9
2023-01-11 11:32:13.236 CET;7
2023-01-11 11:32:22.105 CET;8,3
2023-01-11 11:32:31.066 CET;7
2023-01-11 11:32:48.756 CET;7,1
2023-01-11 11:32:57.726 CET;8,3
2023-01-11 11:33:06.686 CET;7,2
2023-01-11 11:33:15.555 CET;7,3
2023-01-11 11:33:24.275 CET;6,5
2023-01-11 11:33:32.994 CET;7
2023-01-11 11:33:41.956 CET;7,5
2023-01-11 11:33:50.674 CET;6,9
2023-01-11 11:33:59.555 CET;7,7
2023-01-11 11:34:08.355 CET;7,1
2023-01-11 11:34:17.233 CET;7,8
2023-01-11 11:34:26.194 CET;6,9
2023-01-11 11:34:35.144 CET;8
2023-01-11 11:34:43.953 CET;6,7
2023-01-11 11:34:52.755 CET;7,6
2023-01-11 11:35:01.565 CET;7,3
2023-01-11 11:35:10.434 CET;7,7
2023-01-11 11:35:19.312 CET;7,2
2023-01-11 11:35:28.102 CET;7,4
2023-01-11 11:35:37.003 CET;7,1
2023-01-11 11:35:45.802 CET;7,5
2023-01-11 11:35:54.683 CET;7,2
2023-01-11 11:36:03.552 CET;7,6
2023-01-11 11:36:12.362 CET;6,7
2023-01-11 11:36:30.032 CET;6,5
2023-01-11 11:36:39.003 CET;6,8
2023-01-11 11:36:47.782 CET;7,6
2023-01-11 11:36:56.602 CET;7,1
2023-01-11 11:37:05.471 CET;7,5
2023-01-11 11:37:14.513 CET;7
2023-01-11 11:37:23.562 CET;7,3
2023-01-11 11:37:32.361 CET;7,4
2023-01-11 11:37:50.030 CET;8,4
2023-01-11 11:37:59.002 CET;7,5
2023-01-11 11:38:07.951 CET;7
2023-01-11 11:38:16.921 CET;6,7
2023-01-11 11:38:25.891 CET;6,8
2023-01-11 11:38:34.690 CET;7,6
2023-01-11 11:38:43.482 CET;7,5
2023-01-11 11:38:52.201 CET;5,9
2023-01-11 11:39:41.799 CET;6
2023-01-11 11:39:50.510 CET;6,7
2023-01-11 11:39:59.401 CET;6
2023-01-11 11:40:08.359 CET;7,2
2023-01-11 11:40:17.000 CET;6,9
2023-01-11 11:40:25.960 CET;7,4
2023-01-11 11:40:34.759 CET;7,1
2023-01-11 11:40:43.559 CET;6,6
2023-01-11 11:40:52.448 CET;7,4
2023-01-11 11:41:01.319 CET;7,7
2023-01-11 11:41:10.198 CET;8,5
2023-01-11 11:41:19.000 CET;8
2023-01-11 11:41:27.880 CET;7,9
2023-01-11 11:41:36.680 CET;7,8
2023-01-11 11:41:45.568 CET;7,2
2023-01-11 11:41:54.447 CET;8,7
2023-01-11 11:42:03.318 CET;6,9
2023-01-11 11:42:12.207 CET;7,3
2023-01-11 11:42:21.088 CET;7,8
2023-01-11 11:42:30.039 CET;6,7
2023-01-11 11:42:39.009 CET;6,8
2023-01-11 11:42:47.717 CET;7,9
2023-01-11 11:42:56.598 CET;7,5
2023-01-11 11:43:05.548 CET;6,9
2023-01-11 11:43:14.276 CET;6,8
2023-01-11 11:43:23.237 CET;7,4
2023-01-11 11:43:32.197 CET;8,5
2023-01-11 11:43:40.997 CET;7,4
2023-01-11 11:43:49.868 CET;7,3
2023-01-11 11:44:27.957 CET;6,1
2023-01-11 11:44:36.905 CET;7,3
2023-01-11 11:44:45.717 CET;7,1
2023-01-11 11:44:54.526 CET;7,5
2023-01-11 11:45:12.296 CET;7,2
2023-01-11 11:45:21.164 CET;7,3
2023-01-11 11:45:30.045 CET;7
2023-01-11 11:45:39.005 CET;6,5
2023-01-11 11:45:47.885 CET;7,1
2023-01-11 11:46:05.645 CET;7,3
2023-01-11 11:46:14.523 CET;7,4
2023-01-11 11:46:32.203 CET;7,6
2023-01-11 11:46:41.164 CET;8,6
2023-01-11 11:46:49.894 CET;6,4
2023-01-11 11:46:58.844 CET;6,9
2023-01-11 11:47:07.723 CET;6,8
2023-01-11 11:47:16.444 CET;6,6
2023-01-11 11:47:25.404 CET;7,6
2023-01-11 11:47:34.273 CET;7,9
2023-01-11 11:47:51.971 CET;7,1
2023-01-11 11:48:09.641 CET;7,9
2023-01-11 11:48:18.601 CET;6,5
2023-01-11 11:48:27.332 CET;6,2
2023-01-11 11:48:36.282 CET;8,2
2023-01-11 11:48:45.002 CET;6,3
2023-01-11 11:48:53.802 CET;6,9
2023-01-11 11:49:11.562 CET;7,2
2023-01-11 11:49:21.002 CET;6,2
2023-01-11 11:49:29.802 CET;6,9
2023-01-11 11:49:38.681 CET;7,7
2023-01-11 11:49:47.641 CET;6,5
2023-01-11 11:50:00.901 CET;5,8
2023-01-11 11:50:10.279 CET;6,7
2023-01-11 11:50:19.089 CET;7,4
2023-01-11 11:50:27.960 CET;7,7
2023-01-11 11:50:36.849 CET;6,9
2023-01-11 11:50:45.660 CET;7,2
2023-01-11 11:50:54.529 CET;7,7
2023-01-11 11:51:11.980 CET;6
2023-01-11 11:51:52.299 CET;5,8
2023-01-11 11:52:01.250 CET;7,2
2023-01-11 11:52:09.970 CET;6,9
2023-01-11 11:52:18.848 CET;7,3
2023-01-11 11:52:27.638 CET;7,5
2023-01-11 11:52:36.529 CET;7,3
2023-01-11 11:52:45.407 CET;7,7
2023-01-11 11:52:54.128 CET;7,5
2023-01-11 11:53:03.088 CET;8
2023-01-11 11:53:11.888 CET;7,8
2023-01-11 11:53:20.767 CET;7,5
2023-01-11 11:53:29.717 CET;7,9
2023-01-11 11:53:38.447 CET;7,3
2023-01-11 11:53:47.328 CET;7
2023-01-11 11:53:56.288 CET;7,7
2023-01-11 11:54:04.927 CET;6,8
2023-01-11 11:54:13.976 CET;6,7
2023-01-11 11:54:22.937 CET;8,3
2023-01-11 11:54:31.816 CET;7,5
2023-01-11 11:54:40.618 CET;7,1
2023-01-11 11:54:49.486 CET;7,6
2023-01-11 11:55:07.177 CET;7,5
2023-01-11 11:55:16.046 CET;8,7
2023-01-11 11:55:24.845 CET;8,2
2023-01-11 11:55:33.726 CET;7,1
2023-01-11 11:55:42.516 CET;8
2023-01-11 11:55:51.336 CET;7,1
2023-01-11 11:56:00.377 CET;8,7
2023-01-11 11:56:09.165 CET;6,4
2023-01-11 11:56:45.164 CET;5,1
2023-01-11 11:56:53.894 CET;7,3
2023-01-11 11:57:02.855 CET;7
2023-01-11 11:57:11.734 CET;7,2
2023-01-11 11:57:20.694 CET;7,5
2023-01-11 11:57:29.415 CET;6,9
2023-01-11 11:57:38.375 CET;6,8
2023-01-11 11:57:47.184 CET;7
2023-01-11 11:57:56.055 CET;7,8
2023-01-11 11:58:04.934 CET;6,9
2023-01-11 11:58:13.803 CET;7,5
2023-01-11 11:58:22.615 CET;7,2
2023-01-11 11:58:31.563 CET;7,5
2023-01-11 11:58:40.384 CET;7,2
2023-01-11 11:58:49.253 CET;8,4
2023-01-11 11:58:58.213 CET;7,9
2023-01-11 11:59:06.934 CET;7
2023-01-11 11:59:15.812 CET;7,8
2023-01-11 11:59:24.614 CET;6,9
2023-01-11 11:59:33.493 CET;8,3
2023-01-11 11:59:42.282 CET;6,9
2023-01-11 11:59:51.092 CET;6,7
2023-01-11 11:59:59.973 CET;7,6
2023-01-11 12:00:08.943 CET;7
2023-01-11 12:00:17.742 CET;7,3
2023-01-11 12:00:26.621 CET;6,7
2023-01-11 12:00:35.342 CET;6,6
2023-01-11 12:00:53.092 CET;7,9
2023-01-11 12:01:01.983 CET;6,7
2023-01-11 12:01:10.862 CET;6,9
2023-01-11 12:01:19.663 CET;7,3
2023-01-11 12:01:28.381 CET;7,5
2023-01-11 12:01:46.131 CET;6,9
2023-01-11 12:01:54.851 CET;7
2023-01-11 12:02:03.811 CET;7,2
2023-01-11 12:02:12.780 CET;7,3
2023-01-11 12:02:24.490 CET;5,3
2023-01-11 12:02:33.740 CET;6,3
2023-01-11 12:02:42.540 CET;7,1
2023-01-11 12:02:51.500 CET;7,4
2023-01-11 12:03:00.381 CET;7,5
2023-01-11 12:03:09.339 CET;8,1
2023-01-11 12:03:18.301 CET;6,8
2023-01-11 12:03:27.020 CET;6,7
2023-01-11 12:03:35.911 CET;7,5
2023-01-11 12:03:44.700 CET;7,9
2023-01-11 12:03:53.579 CET;7,2
2023-01-11 12:04:02.540 CET;7,5
2023-01-11 12:04:11.411 CET;7,2
2023-01-11 12:04:20.209 CET;6,9
2023-01-11 12:04:29.098 CET;7,1
2023-01-11 12:04:38.049 CET;7,4
2023-01-11 12:04:46.858 CET;6,7
2023-01-11 12:04:55.729 CET;7,8
2023-01-11 12:05:04.618 CET;6,8
2023-01-11 12:05:13.418 CET;7,1
2023-01-11 12:05:22.299 CET;7,8
2023-01-11 12:05:39.989 CET;6,5
2023-01-11 12:05:48.947 CET;7,1
2023-01-11 12:05:57.737 CET;8,2
2023-01-11 12:06:06.548 CET;7,3
2023-01-11 12:06:15.427 CET;6,9
2023-01-11 12:06:24.306 CET;7,8
2023-01-11 12:06:33.096 CET;7,9
2023-01-11 12:06:41.986 CET;7,4
2023-01-11 12:06:50.776 CET;7,6
2023-01-11 12:06:59.506 CET;6,9
2023-01-11 12:07:08.466 CET;7,8
2023-01-11 12:07:17.345 CET;8,4
2023-01-11 12:07:26.135 CET;6,7
2023-01-11 12:08:00.535 CET;4,9
2023-01-11 12:08:09.265 CET;7,1
2023-01-11 12:08:18.144 CET;7,3
2023-01-11 12:09:23.253 CET;5,8
2023-01-11 12:09:32.213 CET;7,5
2023-01-11 12:09:41.094 CET;7,4
2023-01-11 12:09:50.062 CET;6,6
2023-01-11 12:09:58.933 CET;7,8
2023-01-11 12:10:07.753 CET;7,5
2023-01-11 12:10:16.624 CET;8,7
2023-01-11 12:10:25.582 CET;7
2023-01-11 12:10:34.532 CET;8,4
2023-01-11 12:10:43.344 CET;7,1
2023-01-11 12:10:52.141 CET;6,8
2023-01-11 12:11:00.931 CET;7,7
2023-01-11 12:11:18.463 CET;6,9
2023-01-11 12:11:27.332 CET;8,3
2023-01-11 12:11:36.142 CET;7,6
2023-01-11 12:11:45.102 CET;8,3
2023-01-11 12:11:53.901 CET;7,8
2023-01-11 12:12:02.782 CET;7,6
2023-01-11 12:12:11.663 CET;7,7
2023-01-11 12:12:20.381 CET;6,4
2023-01-11 12:12:29.342 CET;6,9
2023-01-11 12:12:38.302 CET;7,4
2023-01-11 12:12:47.190 CET;7,2
2023-01-11 12:12:55.911 CET;6,9
2023-01-11 12:13:04.871 CET;6,6
2023-01-11 12:13:13.671 CET;7,2
2023-01-11 12:13:22.539 CET;7,3
2023-01-11 12:13:31.500 CET;6,8
2023-01-11 12:13:40.390 CET;7,1
2023-01-11 12:13:49.190 CET;7,7
2023-01-11 12:13:58.069 CET;7,4
2023-01-11 12:14:06.869 CET;7,9
2023-01-11 12:14:15.750 CET;6,8
2023-01-11 12:14:24.611 CET;7,7
2023-01-11 12:14:33.430 CET;7
2023-01-11 12:14:42.391 CET;7,5
2023-01-11 12:14:51.259 CET;8,4
2023-01-11 12:15:00.230 CET;6,5
2023-01-11 12:15:38.628 CET;7
2023-01-11 12:15:47.420 CET;7,5
2023-01-11 12:15:56.309 CET;7,4
2023-01-11 12:16:05.188 CET;7,9
2023-01-11 12:16:14.160 CET;6,7
2023-01-11 12:16:56.229 CET;6
2023-01-11 12:17:05.187 CET;8
2023-01-11 12:17:13.898 CET;8,4
2023-01-11 12:17:22.717 CET;7
2023-01-11 12:17:31.506 CET;7,8
2023-01-11 12:17:40.476 CET;8,8
2023-01-11 12:17:49.108 CET;6,8
2023-01-11 12:17:57.987 CET;7,2
2023-01-11 12:18:06.867 CET;7,5
2023-01-11 12:18:24.467 CET;6,7
2023-01-11 12:18:33.507 CET;8,3
2023-01-11 12:18:42.306 CET;6,7
2023-01-11 12:18:51.115 CET;6,8
2023-01-11 12:18:59.986 CET;7,2
2023-01-11 12:19:08.717 CET;7,1
2023-01-11 12:19:17.676 CET;7,7
2023-01-11 12:19:26.555 CET;8
2023-01-11 12:19:35.426 CET;7,2
2023-01-11 12:19:44.157 CET;6,8
2023-01-11 12:19:52.946 CET;7,4
2023-01-11 12:20:01.825 CET;7,5
2023-01-11 12:20:10.785 CET;6,9
2023-01-11 12:20:19.595 CET;7,7
2023-01-11 12:20:28.476 CET;7,4
2023-01-11 12:20:37.424 CET;6,9
2023-01-11 12:20:46.325 CET;7,5
2023-01-11 12:20:55.275 CET;7,7
2023-01-11 12:21:03.984 CET;7
2023-01-11 12:21:12.954 CET;7,1
2023-01-11 12:21:21.835 CET;7,5
2023-01-11 12:21:30.634 CET;7,1
2023-01-11 12:21:39.513 CET;7,5
2023-01-11 12:21:48.234 CET;6,8
2023-01-11 12:21:57.204 CET;7,1
2023-01-11 12:22:06.075 CET;7
2023-01-11 12:22:14.884 CET;7,8
2023-01-11 12:22:23.845 CET;6,5
2023-01-11 12:22:41.444 CET;7
2023-01-11 12:22:50.322 CET;7,2
2023-01-11 12:23:31.523 CET;6
2023-01-11 12:23:40.243 CET;6,7
2023-01-11 12:23:49.122 CET;7,6
2023-01-11 12:23:57.913 CET;7
2023-01-11 12:24:06.872 CET;8
2023-01-11 12:24:15.681 CET;7,1
2023-01-11 12:24:24.471 CET;7
2023-01-11 12:24:33.282 CET;7,7
2023-01-11 12:24:42.072 CET;6,9
2023-01-11 12:24:51.030 CET;7,4
2023-01-11 12:24:59.680 CET;6,5
2023-01-11 12:25:08.561 CET;7,3
2023-01-11 12:25:17.451 CET;7,2
2023-01-11 12:25:26.332 CET;6,4
2023-01-11 12:25:35.040 CET;7
2023-01-11 12:25:43.921 CET;7,6
2023-01-11 12:25:52.710 CET;7,2
2023-01-11 12:26:01.589 CET;7,5
2023-01-11 12:26:10.480 CET;8
2023-01-11 12:26:19.270 CET;7,1
2023-01-11 12:26:28.240 CET;7,3
2023-01-11 12:26:37.200 CET;6,6
2023-01-11 12:26:46.160 CET;6,9
2023-01-11 12:26:54.960 CET;7,6
