time;Cylinder5MaxParalelismErrorInBDC
2023-01-02 07:10:53.315 CET;-0,1
2023-01-02 07:11:20.243 CET;0
2023-01-02 07:55:47.078 CET;-0,1
2023-01-02 07:56:12.788 CET;0
2023-01-02 08:28:28.013 CET;-0,1
2023-01-02 08:28:52.533 CET;0
2023-01-02 08:36:49.214 CET;0,1
2023-01-02 08:36:59.855 CET;0
2023-01-02 08:37:10.575 CET;0,1
2023-01-02 08:42:22.569 CET;0
2023-01-02 08:44:22.838 CET;0,1
2023-01-02 09:26:01.322 CET;0
2023-01-02 09:26:42.282 CET;0,1
2023-01-02 09:46:28.732 CET;0
2023-01-02 09:49:06.750 CET;0,1
2023-01-02 09:50:22.638 CET;0
2023-01-02 09:50:33.507 CET;0,1
2023-01-02 09:50:44.147 CET;0
2023-01-02 09:50:55.115 CET;0,1
2023-01-02 10:15:51.362 CET;0
2023-01-02 10:16:50.394 CET;0,1
2023-01-02 10:23:56.161 CET;0
2023-01-02 10:57:38.318 CET;0,1
2023-01-02 10:57:52.417 CET;0
2023-01-02 10:59:22.206 CET;0,1
2023-01-02 10:59:33.075 CET;0
2023-01-02 10:59:43.964 CET;0,1
2023-01-02 11:20:39.033 CET;0
2023-01-02 11:32:00.099 CET;0,7
2023-01-02 11:36:10.707 CET;0,8
2023-01-02 12:10:30.910 CET;-0,5
2023-01-02 12:38:20.211 CET;-0,6
2023-01-02 12:38:38.221 CET;-0,5
2023-01-02 13:17:00.243 CET;-0,6
2023-01-02 13:17:09.213 CET;-0,5
2023-01-02 13:25:08.584 CET;-0,6
2023-01-02 13:25:17.624 CET;-0,5
2023-01-02 13:25:35.782 CET;-0,6
2023-01-02 13:26:02.651 CET;-0,5
2023-01-02 13:26:29.601 CET;-0,4
2023-01-02 13:26:38.782 CET;-0,5
2023-01-02 13:26:47.760 CET;-0,6
2023-01-02 13:26:56.730 CET;-0,5
2023-01-02 13:27:05.690 CET;-0,4
2023-01-02 13:27:14.660 CET;-0,5
2023-01-02 13:27:32.650 CET;-0,6
2023-01-02 13:27:41.690 CET;-0,5
2023-01-02 13:33:46.874 CET;-0,6
2023-01-02 13:34:14.104 CET;-0,5
2023-01-02 13:34:41.144 CET;-0,6
2023-01-02 13:34:50.184 CET;-0,5
2023-01-02 13:36:20.423 CET;-0,6
2023-01-02 13:36:29.440 CET;-0,5
2023-01-02 13:36:47.530 CET;-0,4
2023-01-02 13:37:05.540 CET;-0,5
2023-01-02 13:38:35.549 CET;-0,6
2023-01-02 13:38:53.779 CET;-0,4
2023-01-02 13:39:02.819 CET;-0,5
2023-01-02 13:39:38.979 CET;-0,4
2023-01-02 13:39:48.098 CET;-0,5
2023-01-02 13:40:15.217 CET;-0,4
2023-01-02 13:40:24.256 CET;-0,5
2023-01-02 13:40:42.417 CET;-0,6
2023-01-02 13:40:51.457 CET;-0,5
2023-01-02 13:42:12.815 CET;-0,4
2023-01-02 13:42:30.865 CET;-0,5
2023-01-02 13:42:48.815 CET;-0,4
2023-01-02 13:42:57.904 CET;-0,5
2023-01-02 13:43:24.904 CET;-0,6
2023-01-02 13:43:34.023 CET;-0,5
2023-01-02 13:45:31.371 CET;-0,6
2023-01-02 13:45:40.331 CET;-0,4
2023-01-02 13:45:58.500 CET;-0,5
2023-01-02 13:46:25.460 CET;-0,4
2023-01-02 13:46:34.500 CET;-0,5
2023-01-02 13:46:52.819 CET;-0,6
2023-01-02 13:47:01.869 CET;-0,5
2023-01-02 13:47:10.749 CET;-0,4
2023-01-02 13:47:19.700 CET;-0,5
2023-01-02 13:47:37.539 CET;-0,4
2023-01-02 13:47:46.589 CET;-0,5
2023-01-02 13:48:22.548 CET;-0,6
2023-01-02 13:48:31.539 CET;-0,4
2023-01-02 13:48:49.539 CET;-0,5
2023-01-02 13:49:07.457 CET;-0,4
2023-01-02 13:49:25.397 CET;-0,5
2023-01-02 13:50:19.377 CET;-0,4
2023-01-02 13:50:28.516 CET;-0,5
2023-01-02 13:50:46.575 CET;-0,4
2023-01-02 13:50:55.635 CET;-0,5
2023-01-02 13:52:14.253 CET;-0,4
2023-01-02 13:52:23.832 CET;-0,5
2023-01-02 13:52:32.842 CET;-0,4
2023-01-02 13:52:42.033 CET;-0,5
2023-01-02 13:52:50.983 CET;-0,4
2023-01-02 13:52:59.944 CET;-0,5
2023-01-02 13:53:09.063 CET;-0,4
2023-01-02 13:53:27.233 CET;-0,5
2023-01-02 13:53:36.273 CET;-0,4
2023-01-02 13:53:45.223 CET;-0,5
2023-01-02 13:56:27.950 CET;-0,4
