time;CushionPumpMaxPower1
2023-01-02 06:32:44.365 CET;72,6
2023-01-02 07:10:53.315 CET;66
2023-01-02 07:11:20.243 CET;53,4
2023-01-02 07:55:47.078 CET;52,5
2023-01-02 07:55:59.828 CET;53,1
2023-01-02 07:56:12.788 CET;52,8
2023-01-02 07:57:04.086 CET;52,5
2023-01-02 07:57:14.897 CET;52,8
2023-01-02 07:57:58.976 CET;53,1
2023-01-02 08:07:35.335 CET;52,8
2023-01-02 08:07:45.244 CET;53,1
2023-01-02 08:08:11.434 CET;52,5
2023-01-02 08:08:21.994 CET;53,1
2023-01-02 08:13:38.371 CET;52,5
2023-01-02 08:13:52.440 CET;53,1
2023-01-02 08:17:24.776 CET;52,5
2023-01-02 08:17:36.516 CET;53,1
2023-01-02 08:18:23.696 CET;52,8
2023-01-02 08:18:36.696 CET;53,1
2023-01-02 08:29:15.602 CET;52,2
2023-01-02 08:29:26.171 CET;52,8
2023-01-02 08:29:36.802 CET;53,1
2023-01-02 08:29:47.532 CET;52,8
2023-01-02 08:30:08.881 CET;53,1
2023-01-02 08:31:56.249 CET;52,8
2023-01-02 08:32:07.049 CET;52,2
2023-01-02 08:32:17.859 CET;52,8
2023-01-02 08:35:55.076 CET;52,2
2023-01-02 08:36:07.407 CET;52,8
2023-01-02 08:36:17.276 CET;52,2
2023-01-02 08:36:27.946 CET;52,8
2023-01-02 08:37:10.575 CET;53,1
2023-01-02 08:42:22.569 CET;52,8
2023-01-02 08:44:22.838 CET;53,1
2023-01-02 08:44:32.727 CET;52,2
2023-01-02 08:44:46.706 CET;52,8
2023-01-02 08:47:29.374 CET;52,5
2023-01-02 08:47:39.273 CET;52,8
2023-01-02 08:47:49.862 CET;53,1
2023-01-02 08:48:00.673 CET;52,8
2023-01-02 08:48:22.213 CET;53,1
2023-01-02 08:48:33.733 CET;52,8
2023-01-02 08:51:01.529 CET;52,2
2023-01-02 08:51:13.338 CET;52,8
2023-01-02 08:53:54.076 CET;53,1
2023-01-02 08:54:05.815 CET;52,8
2023-01-02 08:55:09.796 CET;53,1
2023-01-02 08:55:20.496 CET;52,8
2023-01-02 09:26:11.122 CET;52,2
2023-01-02 09:26:20.982 CET;53,1
2023-01-02 09:26:31.572 CET;52,8
2023-01-02 09:27:03.742 CET;53,1
2023-01-02 09:28:26.049 CET;52,2
2023-01-02 09:28:36.940 CET;52,8
2023-01-02 09:29:09.019 CET;52,5
2023-01-02 09:29:31.670 CET;52,8
2023-01-02 09:30:05.499 CET;52,5
2023-01-02 09:30:16.789 CET;52,8
2023-01-02 09:32:03.486 CET;52,5
2023-01-02 09:32:14.786 CET;52,8
2023-01-02 09:32:37.506 CET;52,5
2023-01-02 09:32:48.454 CET;52,8
2023-01-02 09:46:38.512 CET;52,2
2023-01-02 09:46:48.342 CET;53,1
2023-01-02 09:49:06.750 CET;52,8
2023-01-02 09:49:17.657 CET;52,5
2023-01-02 09:49:28.538 CET;52,8
2023-01-02 09:50:33.507 CET;52,5
2023-01-02 09:50:44.147 CET;52,8
2023-01-02 09:52:48.634 CET;52,2
2023-01-02 09:52:59.344 CET;52,8
2023-01-02 09:55:29.743 CET;52,2
2023-01-02 09:55:40.631 CET;52,8
2023-01-02 09:57:46.480 CET;52,5
2023-01-02 09:57:57.269 CET;52,8
2023-01-02 10:01:16.615 CET;53,1
2023-01-02 10:01:27.276 CET;52,8
2023-01-02 10:03:26.154 CET;52,2
2023-01-02 10:03:36.974 CET;52,8
2023-01-02 10:04:20.332 CET;52,5
2023-01-02 10:04:43.132 CET;52,8
2023-01-02 10:07:32.160 CET;52,5
2023-01-02 10:07:42.809 CET;52,8
2023-01-02 10:09:20.267 CET;52,2
2023-01-02 10:09:31.036 CET;52,5
2023-01-02 10:10:15.127 CET;52,8
2023-01-02 10:10:26.657 CET;52,5
2023-01-02 10:12:16.354 CET;52,8
2023-01-02 10:12:26.963 CET;52,2
2023-01-02 10:12:37.934 CET;52,8
2023-01-02 10:16:28.973 CET;52,2
2023-01-02 10:16:39.694 CET;52,8
2023-01-02 10:18:16.335 CET;53,1
2023-01-02 10:18:27.045 CET;52,8
2023-01-02 10:54:23.200 CET;53,1
2023-01-02 10:54:32.979 CET;52,2
2023-01-02 10:54:51.359 CET;53,1
2023-01-02 10:55:02.920 CET;52,8
2023-01-02 10:55:13.630 CET;53,1
2023-01-02 10:57:14.568 CET;52,2
2023-01-02 10:57:25.407 CET;52,8
2023-01-02 10:57:38.318 CET;53,1
2023-01-02 10:57:52.417 CET;52,8
2023-01-02 10:59:00.845 CET;53,1
2023-01-02 10:59:11.476 CET;52,8
2023-01-02 10:59:43.964 CET;53,1
2023-01-02 11:00:42.924 CET;52,8
2023-01-02 11:00:53.825 CET;52,2
2023-01-02 11:01:04.573 CET;53,1
2023-01-02 11:01:15.303 CET;52,8
2023-01-02 11:20:39.033 CET;53,1
2023-01-02 11:20:48.743 CET;52,2
2023-01-02 11:23:53.069 CET;53,1
2023-01-02 11:24:03.719 CET;52,5
2023-01-02 11:24:19.948 CET;53,1
2023-01-02 11:36:10.707 CET;52,5
2023-01-02 12:10:30.910 CET;53,1
2023-01-02 12:31:50.388 CET;52,8
2023-01-02 12:37:17.275 CET;52,2
2023-01-02 12:37:26.302 CET;52,8
2023-01-02 12:38:56.223 CET;53,1
2023-01-02 12:39:05.262 CET;52,8
2023-01-02 12:43:14.948 CET;52,2
2023-01-02 12:43:23.977 CET;52,5
2023-01-02 12:44:00.217 CET;52,8
2023-01-02 12:45:48.456 CET;53,1
2023-01-02 12:45:57.415 CET;52,8
2023-01-02 12:47:45.664 CET;53,1
2023-01-02 12:47:54.782 CET;52,8
2023-01-02 12:50:10.062 CET;52,5
2023-01-02 12:50:19.191 CET;52,8
2023-01-02 12:55:25.595 CET;52,5
2023-01-02 12:55:34.716 CET;52,8
2023-01-02 12:57:40.602 CET;52,5
2023-01-02 12:57:49.592 CET;52,8
2023-01-02 12:58:52.540 CET;52,5
2023-01-02 12:59:01.680 CET;52,8
2023-01-02 12:59:10.641 CET;52,5
2023-01-02 12:59:28.549 CET;52,8
2023-01-02 12:59:37.630 CET;52,5
2023-01-02 13:00:04.710 CET;52,8
2023-01-02 13:00:22.868 CET;52,5
2023-01-02 13:00:31.838 CET;52,8
2023-01-02 13:00:49.759 CET;52,5
2023-01-02 13:01:34.628 CET;52,8
2023-01-02 13:04:07.194 CET;52,5
2023-01-02 13:05:18.805 CET;52,8
2023-01-02 13:05:36.783 CET;52,5
2023-01-02 13:05:45.763 CET;52,8
2023-01-02 13:05:54.793 CET;52,5
2023-01-02 13:06:03.753 CET;52,8
2023-01-02 13:06:21.832 CET;52,5
2023-01-02 13:06:39.772 CET;52,8
2023-01-02 13:07:15.681 CET;52,5
2023-01-02 13:07:24.711 CET;52,8
2023-01-02 13:07:33.671 CET;52,5
2023-01-02 13:08:54.641 CET;52,8
2023-01-02 13:10:24.559 CET;52,5
2023-01-02 13:10:42.480 CET;52,8
2023-01-02 13:11:09.450 CET;52,5
2023-01-02 13:11:36.319 CET;52,8
2023-01-02 13:11:54.328 CET;52,5
2023-01-02 13:12:12.398 CET;52,8
2023-01-02 13:12:30.398 CET;52,5
2023-01-02 13:12:48.328 CET;52,8
2023-01-02 13:15:02.953 CET;52,5
2023-01-02 13:15:20.884 CET;52,8
2023-01-02 13:15:30.005 CET;52,5
2023-01-02 13:15:57.042 CET;52,8
2023-01-02 13:17:00.243 CET;52,5
2023-01-02 13:18:21.111 CET;52,8
2023-01-02 13:18:48.160 CET;52,5
2023-01-02 13:18:57.130 CET;52,8
2023-01-02 13:19:06.161 CET;52,5
2023-01-02 13:19:15.200 CET;52,8
2023-01-02 13:19:24.170 CET;52,5
2023-01-02 13:19:42.078 CET;52,8
2023-01-02 13:19:50.970 CET;52,5
2023-01-02 13:20:17.927 CET;52,8
2023-01-02 13:20:26.888 CET;52,5
2023-01-02 13:20:35.858 CET;52,8
2023-01-02 13:21:29.766 CET;52,5
2023-01-02 13:24:41.612 CET;52,8
2023-01-02 13:24:59.703 CET;52,5
2023-01-02 13:25:08.584 CET;52,8
2023-01-02 13:25:53.691 CET;52,5
2023-01-02 13:26:02.651 CET;52,8
2023-01-02 13:26:11.611 CET;52,5
2023-01-02 13:27:14.660 CET;52,8
2023-01-02 13:27:41.690 CET;52,5
2023-01-02 13:27:59.680 CET;52,8
2023-01-02 13:34:32.132 CET;52,5
2023-01-02 13:34:59.142 CET;52,8
2023-01-02 13:35:26.332 CET;52,5
2023-01-02 13:35:35.292 CET;52,8
2023-01-02 13:36:11.372 CET;52,5
2023-01-02 13:36:20.423 CET;52,8
2023-01-02 13:40:24.256 CET;52,5
2023-01-02 13:40:33.378 CET;52,8
2023-01-02 13:41:09.546 CET;52,5
2023-01-02 13:41:18.586 CET;52,8
2023-01-02 13:41:36.746 CET;52,5
2023-01-02 13:41:54.746 CET;52,8
2023-01-02 13:44:55.223 CET;52,5
2023-01-02 13:45:40.331 CET;52,8
2023-01-02 13:45:49.381 CET;52,5
2023-01-02 13:45:58.500 CET;52,8
2023-01-02 13:46:25.460 CET;52,5
2023-01-02 13:47:01.869 CET;52,8
2023-01-02 13:47:19.700 CET;52,5
2023-01-02 13:48:49.539 CET;52,8
2023-01-02 13:50:01.305 CET;52,5
2023-01-02 13:50:10.336 CET;52,8
2023-01-02 13:50:55.635 CET;52,5
2023-01-02 13:51:04.585 CET;52,8
2023-01-02 13:52:23.832 CET;52,5
2023-01-02 13:55:24.670 CET;52,8
2023-01-02 13:55:51.789 CET;52,5
2023-01-02 13:56:18.819 CET;52,8
2023-01-02 13:56:55.059 CET;52,5
2023-01-02 13:57:04.118 CET;52,8
2023-01-02 13:57:31.298 CET;52,5
2023-01-02 13:57:40.338 CET;52,8
2023-01-02 13:57:49.467 CET;52,5
2023-01-02 13:57:58.586 CET;52,8
2023-01-02 13:58:07.628 CET;52,5
2023-01-02 13:59:01.947 CET;52,8
2023-01-02 13:59:10.996 CET;52,5
2023-01-02 13:59:19.946 CET;52,8
2023-01-02 13:59:28.825 CET;52,5
2023-01-02 13:59:46.915 CET;52,8
2023-01-02 14:00:31.953 CET;52,5
2023-01-02 14:01:07.954 CET;52,8
2023-01-02 14:01:52.913 CET;52,5
2023-01-02 14:02:01.862 CET;52,8
2023-01-02 14:02:10.832 CET;52,5
2023-01-02 14:02:19.782 CET;52,8
2023-01-02 14:02:37.882 CET;52,5
2023-01-02 14:02:46.753 CET;52,8
2023-01-02 14:02:55.792 CET;52,5
2023-01-02 14:03:22.592 CET;52,8
2023-01-02 14:03:49.431 CET;52,5
2023-01-02 14:03:58.421 CET;52,8
2023-01-02 14:04:07.401 CET;52,5
2023-01-02 14:04:16.421 CET;52,8
2023-01-02 14:04:34.351 CET;52,5
2023-01-02 14:04:52.200 CET;52,8
2023-01-02 14:05:01.240 CET;52,5
2023-01-02 14:05:10.190 CET;52,8
2023-01-02 14:05:19.150 CET;52,5
2023-01-02 14:06:43.259 CET;52,8
2023-01-02 14:07:01.878 CET;52,5
2023-01-02 14:08:23.157 CET;52,8
2023-01-02 14:09:35.387 CET;52,5
2023-01-02 14:09:44.427 CET;52,8
2023-01-02 14:09:53.474 CET;52,5
2023-01-02 14:10:02.515 CET;52,8
2023-01-02 14:10:11.474 CET;52,5
2023-01-02 14:10:38.434 CET;52,8
2023-01-02 14:10:47.474 CET;52,5
2023-01-02 14:11:41.793 CET;52,8
2023-01-02 14:11:50.844 CET;52,5
2023-01-02 14:11:59.882 CET;52,8
2023-01-02 14:12:35.871 CET;52,5
2023-01-02 14:18:23.835 CET;52,8
2023-01-02 14:19:14.926 CET;52,5
2023-01-02 14:19:23.795 CET;52,8
2023-01-02 14:19:32.684 CET;52,5
2023-01-02 14:19:41.644 CET;52,8
2023-01-02 14:20:08.765 CET;52,5
2023-01-02 14:20:17.724 CET;52,8
2023-01-02 14:20:44.852 CET;52,5
2023-01-02 14:20:53.802 CET;52,8
2023-01-02 14:21:02.842 CET;52,5
2023-01-02 14:22:19.451 CET;52,8
2023-01-02 14:26:20.257 CET;53,1
2023-01-02 14:26:29.586 CET;52,8
2023-01-02 14:27:23.486 CET;52,5
2023-01-02 14:27:50.496 CET;52,8
2023-01-02 14:28:08.375 CET;52,5
2023-01-02 14:28:44.365 CET;52,8
2023-01-02 14:28:53.256 CET;52,5
2023-01-02 14:29:47.244 CET;52,8
2023-01-02 14:29:56.134 CET;52,5
2023-01-02 14:31:42.171 CET;52,8
2023-01-02 14:31:51.503 CET;52,5
2023-01-02 14:35:31.298 CET;52,8
2023-01-02 14:37:00.786 CET;52,5
2023-01-02 14:37:32.375 CET;52,8
2023-01-02 14:37:55.805 CET;52,5
2023-01-02 14:39:07.575 CET;52,8
2023-01-02 14:39:25.493 CET;52,5
2023-01-02 14:39:52.532 CET;52,8
2023-01-02 14:40:20.834 CET;52,5
2023-01-02 14:43:34.428 CET;52,8
