time;ClutchBrakeTemperatureUnitOil
2023-01-02 12:53:19.838 CET;48,2
2023-01-02 12:53:28.957 CET;47,9
2023-01-02 12:53:37.846 CET;48,1
2023-01-02 12:53:46.877 CET;48
2023-01-02 12:54:13.927 CET;47,9
2023-01-02 12:54:22.875 CET;48,1
2023-01-02 12:54:58.895 CET;48,2
2023-01-02 12:55:16.895 CET;48,1
2023-01-02 12:55:34.815 CET;48,2
2023-01-02 12:55:43.855 CET;48,3
2023-01-02 12:55:53.055 CET;48,2
2023-01-02 12:56:02.013 CET;48,3
2023-01-02 12:56:11.134 CET;48,4
2023-01-02 12:56:20.084 CET;48,3
2023-01-02 12:56:29.053 CET;48,5
2023-01-02 12:56:38.003 CET;48,4
2023-01-02 12:56:46.963 CET;48,6
2023-01-02 12:56:56.003 CET;48,5
2023-01-02 12:57:31.851 CET;48,6
2023-01-02 12:57:49.851 CET;48,4
2023-01-02 12:58:07.943 CET;48,5
2023-01-02 12:58:16.743 CET;48,6
2023-01-02 12:58:34.881 CET;48,5
2023-01-02 12:58:43.861 CET;48,9
2023-01-02 12:58:52.891 CET;48,7
2023-01-02 12:59:02.010 CET;48,8
2023-01-02 12:59:19.930 CET;48,9
2023-01-02 12:59:28.890 CET;48,8
2023-01-02 12:59:37.849 CET;48,7
2023-01-02 13:00:05.049 CET;48,8
2023-01-02 13:00:14.178 CET;48,9
2023-01-02 13:00:22.970 CET;48,8
2023-01-02 13:00:32.088 CET;48,9
2023-01-02 13:01:08.017 CET;48,7
2023-01-02 13:01:16.977 CET;48,8
2023-01-02 13:01:34.888 CET;49
2023-01-02 13:01:43.937 CET;48,9
2023-01-02 13:01:52.888 CET;48,8
2023-01-02 13:02:01.767 CET;48,9
2023-01-02 13:02:19.937 CET;48,7
2023-01-02 13:02:28.808 CET;48,9
2023-01-02 13:02:37.937 CET;49
2023-01-02 13:03:31.766 CET;48,8
2023-01-02 13:03:40.575 CET;49,1
2023-01-02 13:04:07.535 CET;49,2
2023-01-02 13:04:16.496 CET;49,4
2023-01-02 13:04:25.444 CET;49,1
2023-01-02 13:04:34.335 CET;49,2
2023-01-02 13:04:52.334 CET;49,3
2023-01-02 13:05:01.214 CET;49,1
2023-01-02 13:05:10.255 CET;49,2
2023-01-02 13:05:19.224 CET;49,3
2023-01-02 13:05:37.063 CET;49,1
2023-01-02 13:05:46.104 CET;49,3
2023-01-02 13:05:55.052 CET;49,2
2023-01-02 13:06:04.013 CET;49,1
2023-01-02 13:06:22.171 CET;49,2
2023-01-02 13:06:40.092 CET;49,1
2023-01-02 13:06:49.052 CET;49,6
2023-01-02 13:06:58.013 CET;49,3
2023-01-02 13:07:06.982 CET;49,4
2023-01-02 13:07:16.102 CET;49,3
2023-01-02 13:07:34.022 CET;49,1
2023-01-02 13:07:42.971 CET;49,2
2023-01-02 13:08:27.861 CET;49,1
2023-01-02 13:08:45.861 CET;49
2023-01-02 13:08:54.980 CET;49,1
2023-01-02 13:09:03.940 CET;49,2
2023-01-02 13:09:12.901 CET;49,5
2023-01-02 13:09:22.089 CET;49,3
2023-01-02 13:09:31.210 CET;49,1
2023-01-02 13:10:07.059 CET;49,2
2023-01-02 13:10:16.019 CET;49,3
2023-01-02 13:10:24.990 CET;49,2
2023-01-02 13:10:51.769 CET;49,1
2023-01-02 13:11:00.819 CET;49,2
2023-01-02 13:11:09.858 CET;49,1
2023-01-02 13:11:45.549 CET;49
2023-01-02 13:12:03.459 CET;49,1
2023-01-02 13:12:12.737 CET;49,5
2023-01-02 13:12:21.697 CET;49,2
2023-01-02 13:12:39.628 CET;49,1
2023-01-02 13:12:48.648 CET;49
2023-01-02 13:12:57.627 CET;49,1
2023-01-02 13:13:06.726 CET;48,9
2023-01-02 13:13:15.546 CET;49,1
2023-01-02 13:13:24.657 CET;49
2023-01-02 13:13:33.627 CET;48,9
2023-01-02 13:13:51.546 CET;48,8
2023-01-02 13:14:00.496 CET;48,9
2023-01-02 13:14:09.536 CET;48,8
2023-01-02 13:14:18.496 CET;49,1
2023-01-02 13:14:27.615 CET;49,2
2023-01-02 13:14:45.384 CET;49,1
2023-01-02 13:15:03.233 CET;49
2023-01-02 13:15:57.453 CET;48,9
2023-01-02 13:16:06.342 CET;49
2023-01-02 13:16:15.453 CET;49,1
2023-01-02 13:16:24.342 CET;49
2023-01-02 13:16:33.382 CET;48,8
2023-01-02 13:16:42.423 CET;49
2023-01-02 13:16:51.391 CET;48,8
2023-01-02 13:17:09.621 CET;48,7
2023-01-02 13:17:18.502 CET;49
2023-01-02 13:17:36.341 CET;49,2
2023-01-02 13:17:45.290 CET;48,9
2023-01-02 13:17:54.342 CET;49
2023-01-02 13:18:03.302 CET;48,9
2023-01-02 13:18:21.529 CET;49,1
2023-01-02 13:18:30.500 CET;49
2023-01-02 13:18:48.430 CET;48,9
2023-01-02 13:19:06.510 CET;48,8
2023-01-02 13:19:15.460 CET;48,9
2023-01-02 13:19:24.420 CET;48,8
2023-01-02 13:19:33.470 CET;49
2023-01-02 13:19:51.388 CET;48,9
2023-01-02 13:20:00.348 CET;48,8
2023-01-02 13:20:36.187 CET;49
2023-01-02 13:20:45.138 CET;48,9
2023-01-02 13:21:12.026 CET;48,8
2023-01-02 13:21:30.107 CET;48,9
2023-01-02 13:21:48.108 CET;48,8
2023-01-02 13:21:57.145 CET;48,6
2023-01-02 13:22:06.016 CET;48,7
2023-01-02 13:22:15.055 CET;48,8
2023-01-02 13:22:24.026 CET;48,7
2023-01-02 13:22:32.907 CET;48,8
2023-01-02 13:24:59.213 CET;48
2023-01-02 13:25:08.372 CET;47,9
2023-01-02 13:25:17.313 CET;47,8
2023-01-02 13:25:26.183 CET;47,6
2023-01-02 13:25:35.312 CET;47,5
2023-01-02 13:25:53.302 CET;47,6
2023-01-02 13:26:02.262 CET;47,8
2023-01-02 13:26:11.221 CET;47,7
2023-01-02 13:26:20.272 CET;47,9
2023-01-02 13:26:29.221 CET;47,7
2023-01-02 13:26:38.180 CET;47,8
2023-01-02 13:26:47.230 CET;47,9
2023-01-02 13:26:56.420 CET;48,2
2023-01-02 13:27:05.380 CET;48,1
2023-01-02 13:27:32.259 CET;48,2
2023-01-02 13:27:41.390 CET;48,1
2023-01-02 13:31:06.846 CET;47,7
2023-01-02 13:31:36.246 CET;47,5
2023-01-02 13:31:46.895 CET;47,4
2023-01-02 13:33:16.605 CET;47,6
2023-01-02 13:33:31.525 CET;47,5
2023-01-02 13:34:07.543 CET;47,4
2023-01-02 13:34:16.194 CET;47,6
2023-01-02 13:34:25.313 CET;47,4
2023-01-02 13:34:34.273 CET;47,7
2023-01-02 13:34:52.112 CET;48
2023-01-02 13:35:01.072 CET;47,9
2023-01-02 13:35:10.032 CET;47,8
2023-01-02 13:35:27.874 CET;48
2023-01-02 13:35:45.872 CET;48,1
2023-01-02 13:35:54.842 CET;47,9
2023-01-02 13:36:03.872 CET;48
2023-01-02 13:36:12.923 CET;48,1
2023-01-02 13:36:21.940 CET;47,9
2023-01-02 13:36:30.831 CET;48
2023-01-02 13:36:48.911 CET;48,2
2023-01-02 13:36:57.881 CET;48,1
2023-01-02 13:37:06.680 CET;48,3
2023-01-02 13:37:15.561 CET;48,1
2023-01-02 13:37:24.589 CET;48,2
2023-01-02 13:38:11.240 CET;48,6
2023-01-02 13:38:20.200 CET;48,5
2023-01-02 13:38:28.999 CET;48,4
2023-01-02 13:38:38.019 CET;48,3
2023-01-02 13:39:04.999 CET;48,4
2023-01-02 13:39:31.798 CET;48,5
2023-01-02 13:39:49.719 CET;48,7
2023-01-02 13:40:16.677 CET;48,8
2023-01-02 13:40:34.516 CET;48,7
2023-01-02 13:40:43.548 CET;48,6
2023-01-02 13:40:52.516 CET;49
2023-01-02 13:41:01.556 CET;48,9
2023-01-02 13:41:10.426 CET;49
2023-01-02 13:41:19.486 CET;48,8
2023-01-02 13:41:28.506 CET;49
2023-01-02 13:41:46.746 CET;48,9
2023-01-02 13:41:55.714 CET;48,8
2023-01-02 13:42:13.716 CET;48,7
2023-01-02 13:42:22.905 CET;49
2023-01-02 13:42:40.915 CET;48,9
2023-01-02 13:42:49.796 CET;49
2023-01-02 13:43:07.714 CET;49,1
2023-01-02 13:43:16.904 CET;49
2023-01-02 13:44:10.993 CET;48,9
2023-01-02 13:44:20.032 CET;49
2023-01-02 13:44:56.201 CET;48,9
2023-01-02 13:45:05.082 CET;49
2023-01-02 13:45:14.203 CET;49,2
2023-01-02 13:45:23.141 CET;49,1
2023-01-02 13:45:32.201 CET;49
2023-01-02 13:45:41.232 CET;49,1
2023-01-02 13:46:08.361 CET;49
2023-01-02 13:46:17.470 CET;48,9
2023-01-02 13:46:26.430 CET;49,1
2023-01-02 13:46:35.480 CET;48,9
2023-01-02 13:46:44.440 CET;49
2023-01-02 13:46:53.559 CET;48,9
2023-01-02 13:47:37.970 CET;49
2023-01-02 13:47:47.000 CET;48,9
2023-01-02 13:47:55.789 CET;48,8
2023-01-02 13:48:04.838 CET;49
2023-01-02 13:48:22.759 CET;48,9
2023-01-02 13:48:31.789 CET;48,8
2023-01-02 13:48:40.918 CET;48,9
2023-01-02 13:48:49.799 CET;49,1
2023-01-02 13:48:58.927 CET;49
2023-01-02 13:49:07.798 CET;48,9
2023-01-02 13:49:16.848 CET;49
2023-01-02 13:49:25.727 CET;48,9
2023-01-02 13:49:34.677 CET;49
2023-01-02 13:50:01.716 CET;48,8
2023-01-02 13:50:10.596 CET;48,9
2023-01-02 13:50:19.726 CET;49
2023-01-02 13:50:55.875 CET;49,1
2023-01-02 13:51:59.023 CET;48,9
2023-01-02 13:52:17.644 CET;48,7
2023-01-02 13:52:44.374 CET;48,6
2023-01-02 13:52:53.563 CET;48,5
2023-01-02 13:53:02.203 CET;48,6
2023-01-02 13:53:29.082 CET;48,4
2023-01-02 13:53:38.193 CET;48,5
2023-01-02 13:53:56.201 CET;48,4
2023-01-02 13:54:05.082 CET;48,5
2023-01-02 13:54:23.072 CET;48,7
2023-01-02 13:54:31.811 CET;48,5
2023-01-02 13:54:41.092 CET;48,4
2023-01-02 13:54:49.960 CET;48,5
2023-01-02 13:55:16.849 CET;48,6
2023-01-02 13:55:34.859 CET;48,7
2023-01-02 13:55:43.730 CET;48,8
2023-01-02 13:55:52.849 CET;48,5
2023-01-02 13:56:01.720 CET;48,9
2023-01-02 13:56:10.680 CET;48,7
2023-01-02 13:56:28.849 CET;48,8
2023-01-02 13:56:47.009 CET;48,6
2023-01-02 13:56:55.969 CET;48,5
2023-01-02 13:57:14.197 CET;48,6
2023-01-02 13:57:50.288 CET;48,8
2023-01-02 13:57:59.237 CET;48,6
2023-01-02 13:58:07.967 CET;48,5
2023-01-02 13:58:16.778 CET;48,6
2023-01-02 13:58:25.885 CET;48,7
2023-01-02 13:58:34.927 CET;48,8
2023-01-02 13:58:44.046 CET;48,5
2023-01-02 13:58:52.917 CET;48,7
2023-01-02 13:59:02.036 CET;48,5
2023-01-02 13:59:38.125 CET;48,7
2023-01-02 13:59:47.075 CET;48,6
2023-01-02 13:59:56.045 CET;48,5
2023-01-02 14:00:05.155 CET;48,6
2023-01-02 14:00:14.216 CET;48,7
2023-01-02 14:00:23.005 CET;48,6
2023-01-02 14:00:32.194 CET;48,7
2023-01-02 14:00:41.255 CET;48,6
2023-01-02 14:00:50.295 CET;48,7
2023-01-02 14:01:17.244 CET;48,5
2023-01-02 14:01:35.173 CET;48,7
2023-01-02 14:02:20.282 CET;48,9
2023-01-02 14:02:29.163 CET;48,7
2023-01-02 14:02:38.042 CET;48,8
2023-01-02 14:02:47.173 CET;48,7
2023-01-02 14:02:56.122 CET;48,8
2023-01-02 14:03:14.052 CET;48,7
2023-01-02 14:03:23.003 CET;48,9
2023-01-02 14:03:32.213 CET;48,7
2023-01-02 14:03:40.931 CET;48,8
2023-01-02 14:04:07.802 CET;48,9
2023-01-02 14:04:16.772 CET;49
2023-01-02 14:04:25.732 CET;48,9
2023-01-02 14:04:34.690 CET;49
2023-01-02 14:04:52.621 CET;48,8
2023-01-02 14:05:01.569 CET;49,2
2023-01-02 14:05:10.529 CET;48,8
2023-01-02 14:05:19.490 CET;48,7
2023-01-02 14:06:28.019 CET;48,8
2023-01-02 14:06:37.309 CET;48,9
2023-01-02 14:06:46.539 CET;48,7
2023-01-02 14:07:04.378 CET;48,5
2023-01-02 14:07:22.207 CET;48,7
2023-01-02 14:07:31.249 CET;48,5
2023-01-02 14:07:49.088 CET;48,6
2023-01-02 14:08:07.017 CET;48,7
2023-01-02 14:08:33.887 CET;48,8
2023-01-02 14:08:42.937 CET;48,7
2023-01-02 14:09:00.926 CET;48,8
2023-01-02 14:09:09.897 CET;48,9
2023-01-02 14:09:27.665 CET;48,8
2023-01-02 14:09:54.375 CET;48,9
2023-01-02 14:10:12.444 CET;49,4
2023-01-02 14:10:21.496 CET;49
2023-01-02 14:10:39.414 CET;48,9
2023-01-02 14:10:57.644 CET;49,1
2023-01-02 14:11:06.454 CET;49,2
2023-01-02 14:11:15.654 CET;49
2023-01-02 14:11:33.573 CET;49,1
2023-01-02 14:11:42.694 CET;48,9
2023-01-02 14:11:51.723 CET;49
2023-01-02 14:12:00.693 CET;49,1
2023-01-02 14:12:36.923 CET;49,2
2023-01-02 14:12:45.812 CET;49,1
2023-01-02 14:12:54.852 CET;49
2023-01-02 14:13:04.052 CET;49,2
2023-01-02 14:13:12.933 CET;49,1
2023-01-02 14:13:21.911 CET;49,2
2023-01-02 14:13:40.061 CET;49,3
2023-01-02 14:13:57.980 CET;49,2
2023-01-02 14:14:15.970 CET;49,3
2023-01-02 14:14:25.180 CET;49,2
2023-01-02 14:14:34.130 CET;49,3
2023-01-02 14:14:52.210 CET;49,2
2023-01-02 14:15:01.168 CET;49,3
2023-01-02 14:15:10.378 CET;49,4
2023-01-02 14:15:19.339 CET;49,3
2023-01-02 14:15:28.369 CET;49,5
2023-01-02 14:15:37.500 CET;49,4
2023-01-02 14:15:46.450 CET;49,5
2023-01-02 14:15:55.569 CET;49,4
2023-01-02 14:16:04.538 CET;49,5
2023-01-02 14:16:13.578 CET;49,4
2023-01-02 14:16:31.497 CET;49,5
2023-01-02 14:16:40.618 CET;49,4
2023-01-02 14:18:42.355 CET;49
2023-01-02 14:18:55.746 CET;48,9
2023-01-02 14:19:14.456 CET;48,7
2023-01-02 14:19:23.565 CET;48,6
2023-01-02 14:19:32.535 CET;48,8
2023-01-02 14:19:41.414 CET;48,7
2023-01-02 14:19:50.303 CET;48,9
2023-01-02 14:19:59.345 CET;48,8
2023-01-02 14:20:08.293 CET;48,7
2023-01-02 14:20:17.345 CET;48,6
2023-01-02 14:20:26.382 CET;49
2023-01-02 14:20:35.344 CET;48,9
2023-01-02 14:21:02.451 CET;49,1
2023-01-02 14:21:11.423 CET;49
2023-01-02 14:21:38.381 CET;49,1
2023-01-02 14:22:06.461 CET;49,2
2023-01-02 14:22:15.180 CET;49
2023-01-02 14:22:37.032 CET;49,2
2023-01-02 14:22:45.911 CET;49,1
2023-01-02 14:23:24.210 CET;48,9
2023-01-02 14:24:04.109 CET;49
2023-01-02 14:24:59.668 CET;48,8
2023-01-02 14:25:23.588 CET;48,9
2023-01-02 14:25:47.588 CET;48,7
2023-01-02 14:26:37.835 CET;48,4
2023-01-02 14:26:47.256 CET;48,6
2023-01-02 14:26:56.145 CET;48,4
2023-01-02 14:27:14.147 CET;48,3
2023-01-02 14:27:41.026 CET;48,1
2023-01-02 14:27:49.986 CET;48,2
2023-01-02 14:28:08.075 CET;48,3
2023-01-02 14:28:17.035 CET;48,2
2023-01-02 14:28:25.894 CET;48,4
2023-01-02 14:28:34.946 CET;48,3
2023-01-02 14:28:52.954 CET;48,4
2023-01-02 14:29:10.874 CET;48,5
2023-01-02 14:29:19.753 CET;48,6
2023-01-02 14:29:37.674 CET;48,5
2023-01-02 14:29:46.954 CET;48,7
2023-01-02 14:30:04.703 CET;48,8
2023-01-02 14:30:13.743 CET;48,7
