time;SlideAdjustment
2023-01-27 09:41:32.529 CET;1450
2023-01-27 13:36:05.753 CET;1195,5
2023-01-27 19:23:42.092 CET;1173,9
2023-01-28 10:43:37.602 CET;1180
2023-01-30 06:23:37.582 CET;1173,9
2023-01-30 09:09:17.289 CET;1196
2023-01-30 17:27:11.641 CET;1450
2023-02-01 06:27:15.783 CET;1195,5
2023-02-01 06:28:26.062 CET;1450
2023-02-01 06:31:31.809 CET;1195,5
2023-02-01 11:10:54.786 CET;979
2023-02-01 22:08:43.473 CET;977,9
2023-02-02 08:48:38.881 CET;1400
2023-02-02 15:01:03.157 CET;1450
2023-02-02 18:31:17.559 CET;1196,8
2023-02-02 21:31:44.812 CET;1196,4
2023-02-03 01:31:13.211 CET;977
2023-02-03 23:33:08.094 CET;1194,5
2023-02-04 00:32:39.151 CET;0
2023-02-04 00:32:39.171 CET;1194,5
2023-02-04 00:32:46.391 CET;0
2023-02-04 00:33:17.519 CET;1194,5
2023-02-06 10:29:29.704 CET;1450
2023-02-08 04:35:12.059 CET;977,9
2023-02-08 10:49:52.865 CET;1378
2023-02-08 13:53:46.944 CET;977,9
2023-02-08 19:15:05.971 CET;1450
2023-02-09 03:04:43.542 CET;1194,5
2023-02-09 08:49:03.078 CET;1450
2023-02-09 13:00:40.394 CET;1377
2023-02-09 14:22:38.043 CET;1450
2023-02-09 20:14:16.334 CET;1400
2023-02-10 03:57:47.446 CET;1450
2023-02-10 06:30:39.092 CET;1378
2023-02-10 13:08:04.361 CET;1450
2023-02-10 18:09:32.627 CET;979
2023-02-10 22:29:30.938 CET;1450
2023-02-13 06:44:59.016 CET;1377
2023-02-13 06:45:09.056 CET;1450
2023-02-13 06:48:28.852 CET;1377
2023-02-13 12:45:22.397 CET;1195,5
2023-02-13 19:23:44.900 CET;977
2023-02-14 05:32:31.838 CET;979
2023-02-14 17:13:46.947 CET;1450
2023-02-15 03:21:48.697 CET;1377
2023-02-15 04:37:59.980 CET;1378
2023-02-15 13:31:49.947 CET;1450
2023-02-15 22:59:50.108 CET;977
2023-02-16 04:31:55.730 CET;1450
2023-02-16 09:23:02.520 CET;1195,5
2023-02-16 13:15:09.164 CET;977,9
2023-02-17 05:20:29.602 CET;1196
2023-02-17 07:31:45.075 CET;977,9
2023-02-17 08:39:53.411 CET;1196
2023-02-17 12:08:41.480 CET;1450
2023-02-17 22:29:42.351 CET;1194,5
2023-02-18 03:29:23.200 CET;979
2023-02-18 03:37:28.141 CET;1080
2023-02-18 03:40:13.796 CET;979
2023-02-20 16:16:08.358 CET;1450
2023-02-20 19:17:03.733 CET;1400
2023-02-21 11:16:52.815 CET;1450
2023-02-21 11:18:41.252 CET;1400
2023-02-21 11:20:33.701 CET;1450
2023-02-22 15:25:08.536 CET;1195,5
2023-02-22 16:14:47.434 CET;0
2023-02-22 16:15:03.493 CET;1195,5
2023-02-22 20:29:52.585 CET;1177,3
2023-02-22 20:30:19.696 CET;1240
2023-02-22 20:30:53.835 CET;1413,5
2023-02-22 20:32:13.144 CET;1195,5
2023-02-22 20:32:41.255 CET;1278
2023-02-22 20:39:49.976 CET;1208,7
2023-02-22 21:11:19.526 CET;1400
2023-02-22 21:11:26.546 CET;1300
2023-02-22 21:11:54.664 CET;1278
2023-02-22 21:16:30.769 CET;1177,3
2023-02-22 21:16:39.799 CET;1240
2023-02-22 21:17:57.107 CET;1200
2023-02-22 21:19:21.447 CET;1240
2023-02-22 21:29:53.974 CET;1177,3
2023-02-23 03:12:30.115 CET;1258,5
2023-02-23 06:44:11.865 CET;1258,2
2023-02-23 07:10:57.273 CET;1258
2023-02-23 08:57:24.153 CET;1258
2023-02-23 08:58:15.982 CET;1258
2023-02-23 09:15:19.553 CET;1258
2023-02-23 09:16:39.983 CET;1258
2023-02-23 09:17:29.262 CET;1258
2023-02-23 09:20:51.835 CET;1258
2023-02-23 09:34:18.069 CET;1258
2023-02-23 09:35:50.688 CET;1258
2023-02-23 09:40:50.605 CET;1258
2023-02-23 09:43:04.209 CET;1258
2023-02-23 09:43:41.559 CET;1258
2023-02-23 09:51:29.756 CET;1258
2023-02-23 09:51:29.808 CET;1258
2023-02-23 10:14:47.973 CET;1258
2023-02-23 10:14:48.026 CET;1258
2023-02-23 10:26:40.201 CET;1450
2023-02-23 10:29:09.799 CET;1258,5
2023-02-23 10:29:21.849 CET;1380
2023-02-23 10:37:22.766 CET;1378
2023-02-23 10:38:15.976 CET;1380
2023-02-23 10:40:01.394 CET;1450
2023-02-23 11:02:59.029 CET;1450
2023-02-23 11:02:59.081 CET;1450
2023-02-23 11:05:06.638 CET;1450
2023-02-23 11:06:18.926 CET;1450
2023-02-23 11:06:39.595 CET;1450
2023-02-23 11:06:39.647 CET;1450
2023-02-23 13:00:23.191 CET;1450
2023-02-23 14:47:18.357 CET;1450
2023-02-23 14:47:18.407 CET;1450
2023-02-23 14:55:11.005 CET;1450
2023-02-23 15:01:54.526 CET;1450
2023-02-23 15:16:02.418 CET;1450
2023-02-23 15:50:18.779 CET;977
2023-02-23 22:33:56.548 CET;1258,5
2023-02-23 23:28:54.723 CET;1258
2023-02-23 23:30:14.043 CET;1256,5
2023-02-24 08:48:16.849 CET;1377
2023-02-24 12:00:41.971 CET;1450
2023-02-24 19:16:02.355 CET;1378
2023-02-24 23:00:03.052 CET;1295,6
2023-02-24 23:04:07.028 CET;1300
2023-02-24 23:08:04.973 CET;1196,7
2023-02-24 23:10:55.651 CET;1195,7
2023-02-24 23:11:30.790 CET;1194,7
2023-02-24 23:12:13.970 CET;1194,4
2023-02-24 23:12:26.019 CET;1194,2
2023-02-24 23:13:03.170 CET;1193,7
2023-02-24 23:13:43.331 CET;1193,5
2023-02-25 23:04:46.385 CET;1300
2023-02-26 00:34:41.940 CET;1196,9
2023-02-27 08:41:12.520 CET;1196,9
2023-02-27 11:49:04.726 CET;1196,6
2023-02-27 12:26:53.786 CET;1196,1
2023-02-27 12:34:18.529 CET;1195,1
2023-02-27 12:38:26.493 CET;1194
2023-02-27 13:28:58.404 CET;1196,8
2023-02-27 17:44:26.900 CET;1194,5
2023-02-27 21:46:02.845 CET;1450
2023-02-28 00:49:26.792 CET;979
2023-02-28 06:31:02.687 CET;1195,1
2023-02-28 06:31:22.766 CET;979
2023-02-28 06:38:29.470 CET;1080
2023-02-28 06:42:29.426 CET;1195,1
2023-02-28 06:42:40.476 CET;1300
2023-02-28 06:48:06.782 CET;1195,1
2023-02-28 10:17:36.990 CET;1194,5
2023-02-28 10:18:40.240 CET;1194
2023-02-28 10:45:07.582 CET;1379,9
2023-02-28 19:11:06.877 CET;979
