time;Cylinder4MaxParallelismInCycle
2023-01-09 17:14:59.871 CET;6,3
2023-01-09 17:15:16.921 CET;6,4
2023-01-09 17:15:33.790 CET;6,5
2023-01-09 17:15:59.160 CET;6,4
2023-01-09 17:16:41.719 CET;6,6
2023-01-09 17:17:14.378 CET;6,7
2023-01-09 17:17:22.908 CET;6,5
2023-01-09 17:17:31.388 CET;6,3
2023-01-09 17:17:39.868 CET;6,2
2023-01-09 17:18:05.476 CET;6,1
2023-01-09 17:18:13.957 CET;6,2
2023-01-09 17:18:30.907 CET;6,5
2023-01-09 17:18:39.477 CET;6,3
2023-01-09 17:18:48.028 CET;6,4
2023-01-09 17:18:56.517 CET;6,3
2023-01-09 17:19:54.436 CET;6,4
2023-01-09 17:20:11.476 CET;6,5
2023-01-09 17:20:54.035 CET;6,4
2023-01-09 17:21:10.914 CET;6,6
2023-01-09 17:21:19.394 CET;6,1
2023-01-09 17:21:36.513 CET;6,2
2023-01-09 17:21:44.993 CET;6,4
2023-01-09 17:21:53.473 CET;6,3
2023-01-09 17:22:01.872 CET;6,2
2023-01-09 17:22:10.352 CET;6,3
2023-01-09 17:22:18.913 CET;6,2
2023-01-09 17:22:27.392 CET;6,3
2023-01-09 17:22:35.872 CET;6,2
2023-01-09 17:22:44.431 CET;6,3
2023-01-09 17:22:52.913 CET;6,2
2023-01-09 17:23:09.891 CET;6,4
2023-01-09 17:23:26.752 CET;6,5
2023-01-09 17:23:52.292 CET;6,4
2023-01-09 17:24:17.720 CET;6,3
2023-01-09 17:24:26.270 CET;6,4
2023-01-09 17:24:43.141 CET;6,5
2023-01-09 17:24:51.630 CET;6,6
2023-01-09 17:25:08.589 CET;6,3
2023-01-09 17:25:25.480 CET;6,2
2023-01-09 17:25:50.920 CET;6,1
2023-01-09 17:25:59.400 CET;6,3
2023-01-09 17:26:16.348 CET;6,2
2023-01-09 17:26:24.759 CET;6,3
2023-01-09 17:26:41.628 CET;6,4
2023-01-09 17:26:50.197 CET;6,5
2023-01-09 17:26:58.678 CET;6,3
2023-01-09 17:27:07.066 CET;6,4
2023-01-09 17:27:57.717 CET;6,5
2023-01-09 17:28:48.355 CET;6,4
2023-01-09 17:28:56.845 CET;6,5
2023-01-09 17:29:05.315 CET;6,1
2023-01-09 17:29:22.355 CET;6,2
2023-01-09 17:29:39.315 CET;6,4
2023-01-09 17:29:56.203 CET;6,3
2023-01-09 17:30:04.604 CET;6,2
2023-01-09 17:30:30.124 CET;6,3
2023-01-09 17:30:55.483 CET;6,2
2023-01-09 17:31:03.953 CET;6,3
2023-01-09 17:31:12.362 CET;6,4
2023-01-09 17:31:20.753 CET;6,5
2023-01-09 17:31:29.163 CET;6,4
2023-01-09 17:31:54.612 CET;6,3
2023-01-09 17:32:03.082 CET;6,5
2023-01-09 17:32:11.562 CET;6,3
2023-01-09 17:32:20.042 CET;6,5
2023-01-09 17:32:28.601 CET;6,6
2023-01-09 17:32:37.072 CET;6,5
2023-01-09 17:32:45.651 CET;6,6
2023-01-09 17:32:54.121 CET;6,3
2023-01-09 17:33:02.601 CET;6,2
2023-01-09 17:33:11.079 CET;6,3
2023-01-09 17:33:19.569 CET;6,2
2023-01-09 17:33:28.119 CET;6,3
2023-01-09 17:33:36.601 CET;6,1
2023-01-09 17:33:45.161 CET;6,3
2023-01-09 17:33:53.549 CET;6,2
2023-01-09 17:34:02.029 CET;6,3
2023-01-09 17:34:19.069 CET;6,5
2023-01-09 17:34:27.559 CET;6,4
2023-01-09 17:34:36.039 CET;6,5
2023-01-09 17:34:52.920 CET;6,3
2023-01-09 17:35:09.888 CET;6,4
2023-01-09 17:35:27.009 CET;6,3
2023-01-09 17:35:35.568 CET;6,4
2023-01-09 17:35:44.038 CET;6,5
2023-01-09 17:35:52.517 CET;6,4
2023-01-09 17:36:00.997 CET;6,5
2023-01-09 17:36:17.887 CET;6,6
2023-01-09 17:36:26.526 CET;6,4
2023-01-09 17:36:43.566 CET;6,5
2023-01-09 17:36:51.957 CET;6,1
2023-01-09 17:38:59.875 CET;6,5
2023-01-09 17:39:08.374 CET;6,3
2023-01-09 17:39:16.783 CET;6,6
2023-01-09 17:39:25.253 CET;6,4
2023-01-09 17:39:33.803 CET;6,5
2023-01-09 17:39:50.694 CET;6,6
2023-01-09 17:39:59.334 CET;6,4
2023-01-09 17:40:16.282 CET;6,5
2023-01-09 17:40:41.721 CET;6,2
2023-01-09 17:40:50.211 CET;6,3
2023-01-09 17:40:58.683 CET;6,2
2023-01-09 17:41:07.082 CET;6,3
2023-01-09 17:41:24.042 CET;6,2
2023-01-09 17:41:49.411 CET;6,3
2023-01-09 17:42:06.522 CET;6,5
2023-01-09 17:42:15.002 CET;6,4
2023-01-09 17:42:31.881 CET;6,5
2023-01-09 17:42:40.371 CET;6,4
2023-01-09 17:42:57.490 CET;6,5
2023-01-09 17:43:05.960 CET;6,3
2023-01-09 17:44:38.828 CET;6,1
2023-01-09 17:44:47.408 CET;6,2
2023-01-09 17:44:55.819 CET;6,3
2023-01-09 17:45:04.209 CET;6,4
2023-01-09 17:45:12.698 CET;6,2
2023-01-09 17:45:21.168 CET;6,3
2023-01-09 17:45:29.737 CET;6,4
2023-01-09 17:45:46.618 CET;6,3
2023-01-09 17:46:11.977 CET;6,2
2023-01-09 17:46:20.447 CET;6,3
2023-01-09 17:46:37.487 CET;6,5
2023-01-09 17:46:45.967 CET;6,3
2023-01-09 17:46:54.538 CET;6,5
2023-01-09 17:47:03.078 CET;6,4
2023-01-09 17:47:11.565 CET;6,5
2023-01-09 17:47:28.526 CET;6,7
2023-01-09 17:47:37.085 CET;6,6
2023-01-09 17:47:45.565 CET;6,4
2023-01-09 17:48:02.605 CET;6,5
2023-01-09 17:48:11.095 CET;6,6
2023-01-09 17:48:19.494 CET;6,2
2023-01-09 17:48:27.976 CET;6,3
2023-01-09 17:48:36.453 CET;6,2
2023-01-09 17:48:44.934 CET;6,3
2023-01-09 17:48:53.414 CET;6,4
2023-01-09 17:49:10.375 CET;6,2
2023-01-09 17:49:35.825 CET;6,1
2023-01-09 17:49:44.295 CET;6,3
2023-01-09 17:50:01.164 CET;6,5
2023-01-09 17:50:26.693 CET;6,4
2023-01-09 17:50:52.131 CET;6,3
2023-01-09 17:51:00.601 CET;6,4
2023-01-09 17:51:34.614 CET;6,5
2023-01-09 17:52:00.003 CET;6,6
2023-01-09 17:52:08.451 CET;6,7
2023-01-09 17:52:16.933 CET;6,2
2023-01-09 17:52:59.490 CET;6,3
2023-01-09 17:53:16.371 CET;6,4
2023-01-09 17:53:41.971 CET;6,3
2023-01-09 17:53:50.450 CET;6,4
2023-01-09 17:53:58.851 CET;6,3
2023-01-09 17:54:07.421 CET;6,2
2023-01-09 17:54:15.901 CET;6,4
2023-01-09 17:54:49.819 CET;6,6
2023-01-09 17:54:58.290 CET;6,5
2023-01-09 17:55:06.858 CET;6,4
2023-01-09 17:55:23.900 CET;6,5
2023-01-09 17:55:32.289 CET;6,4
2023-01-09 17:55:49.180 CET;6,6
2023-01-09 17:55:57.740 CET;6,5
2023-01-09 17:56:06.130 CET;6,4
2023-01-09 17:56:14.700 CET;6,3
2023-01-09 17:56:31.660 CET;6,4
2023-01-09 17:56:40.138 CET;6,2
2023-01-09 17:57:03.118 CET;6,3
2023-01-09 17:57:11.549 CET;6,2
2023-01-09 17:57:19.967 CET;6,4
2023-01-09 17:57:28.448 CET;6,3
2023-01-09 17:58:02.289 CET;6,5
2023-01-09 17:58:27.586 CET;6,6
2023-01-09 17:58:36.068 CET;6,4
2023-01-09 17:59:01.496 CET;6,5
2023-01-09 17:59:18.617 CET;6,6
2023-01-09 17:59:35.655 CET;6,7
2023-01-09 17:59:44.065 CET;6,6
2023-01-09 17:59:52.506 CET;6,5
2023-01-09 18:00:01.026 CET;6,2
2023-01-09 18:22:29.015 CET;6,5
2023-01-09 18:22:48.546 CET;6,4
2023-01-09 18:23:37.104 CET;6,2
2023-01-09 18:23:45.594 CET;6,3
2023-01-09 18:24:02.553 CET;6,5
2023-01-09 18:24:19.434 CET;6,3
2023-01-09 18:24:27.993 CET;6,4
2023-01-09 18:24:36.473 CET;6,5
2023-01-09 18:24:44.953 CET;6,2
2023-01-09 18:24:53.523 CET;6,3
2023-01-09 18:25:01.993 CET;6,5
2023-01-09 18:25:10.473 CET;6,4
2023-01-09 18:25:35.842 CET;6,5
2023-01-09 18:26:09.661 CET;6,6
2023-01-09 18:26:18.151 CET;6,4
2023-01-09 18:26:43.680 CET;6,5
2023-01-09 18:26:52.240 CET;6,6
2023-01-09 18:27:00.710 CET;6,2
2023-01-09 18:27:09.180 CET;6,3
2023-01-09 18:27:34.631 CET;6,4
2023-01-09 18:27:43.200 CET;6,3
2023-01-09 18:27:51.750 CET;6,2
2023-01-09 18:28:00.230 CET;6,1
2023-01-09 18:28:08.710 CET;6,3
2023-01-09 18:28:25.601 CET;6,2
2023-01-09 18:28:34.071 CET;6,3
2023-01-09 18:28:42.651 CET;6,4
2023-01-09 18:28:51.111 CET;6,3
2023-01-09 18:28:59.589 CET;6,5
2023-01-09 18:29:08.151 CET;6,4
2023-01-09 18:29:16.720 CET;6,3
2023-01-09 18:29:33.520 CET;6,4
2023-01-09 18:29:41.999 CET;6,3
2023-01-09 18:29:50.549 CET;6,4
2023-01-09 18:29:59.049 CET;6,3
2023-01-09 18:30:07.608 CET;6,5
2023-01-09 18:30:16.079 CET;6,6
2023-01-09 18:30:24.559 CET;6,7
2023-01-09 18:30:33.029 CET;6,6
2023-01-09 18:30:50.157 CET;6,3
2023-01-09 18:31:07.039 CET;6,2
2023-01-09 18:31:24.069 CET;6,3
2023-01-09 18:31:32.559 CET;6,2
2023-01-09 18:31:49.598 CET;6,3
2023-01-09 18:31:58.088 CET;6,4
2023-01-09 18:32:06.487 CET;6,3
2023-01-09 18:32:23.437 CET;6,4
2023-01-09 18:32:31.846 CET;6,3
2023-01-09 18:32:40.316 CET;6,4
2023-01-09 18:32:48.887 CET;6,3
2023-01-09 18:32:57.447 CET;6,4
2023-01-09 18:33:14.315 CET;6,3
2023-01-09 18:33:22.806 CET;6,5
2023-01-09 18:33:48.246 CET;6,6
2023-01-09 18:33:56.726 CET;6,5
2023-01-09 18:34:05.127 CET;6,4
2023-01-09 18:34:13.647 CET;6,5
2023-01-09 18:34:22.076 CET;6,4
2023-01-09 18:34:54.345 CET;6,3
2023-01-09 18:35:11.454 CET;6,4
2023-01-09 18:35:28.486 CET;6,3
2023-01-09 18:35:50.006 CET;6,4
2023-01-09 18:36:06.884 CET;6,2
2023-01-09 18:36:15.364 CET;6,4
2023-01-09 18:36:40.813 CET;6,5
2023-01-09 18:37:06.003 CET;6,6
2023-01-09 18:37:14.493 CET;6,4
2023-01-09 18:37:22.884 CET;6,6
2023-01-09 18:37:31.453 CET;6,5
2023-01-09 18:37:48.323 CET;6,4
2023-01-09 18:37:56.802 CET;6,6
2023-01-09 18:38:05.302 CET;6,5
2023-01-09 18:38:13.782 CET;6,6
2023-01-09 18:38:22.183 CET;6,7
2023-01-09 18:38:30.653 CET;6,6
2023-01-09 18:38:39.213 CET;6,5
2023-01-09 18:38:47.681 CET;6,3
2023-01-09 18:38:56.092 CET;6,4
2023-01-09 18:39:04.562 CET;6,2
2023-01-09 18:39:18.273 CET;6,3
2023-01-09 18:39:26.653 CET;6,2
2023-01-09 18:39:35.132 CET;6,4
2023-01-09 18:39:43.701 CET;6,3
2023-01-09 18:39:52.171 CET;6,6
2023-01-09 18:40:00.661 CET;6,5
2023-01-09 18:40:09.211 CET;6,6
2023-01-09 18:40:17.611 CET;6,5
2023-01-09 18:40:26.091 CET;6,4
2023-01-09 18:40:34.661 CET;6,5
2023-01-09 18:40:43.130 CET;6,4
2023-01-09 18:40:51.539 CET;6,5
2023-01-09 18:43:39.358 CET;-86,3
2023-01-09 18:51:31.111 CET;-86,4
2023-01-09 18:57:56.566 CET;-93,8
2023-01-09 18:58:55.595 CET;5,6
2023-01-09 19:17:06.167 CET;5,7
2023-01-09 19:17:15.819 CET;5,4
2023-01-09 19:17:44.996 CET;5,5
2023-01-09 19:17:54.598 CET;5,3
2023-01-09 19:18:04.197 CET;5,4
2023-01-09 19:18:23.486 CET;5,5
2023-01-09 19:18:33.165 CET;5,4
2023-01-09 19:18:52.365 CET;5,5
2023-01-09 19:19:01.966 CET;5,6
2023-01-09 19:19:21.095 CET;5,5
2023-01-09 19:19:49.644 CET;5,4
2023-01-09 19:19:59.164 CET;5,5
2023-01-09 19:20:08.684 CET;5,7
2023-01-09 19:20:18.296 CET;5,8
2023-01-09 19:20:27.894 CET;5,6
2023-01-09 19:20:37.405 CET;5,8
2023-01-09 19:20:46.835 CET;5,7
2023-01-09 19:20:56.444 CET;5,6
2023-01-09 19:23:14.621 CET;5,5
2023-01-09 19:24:57.460 CET;5,8
2023-01-09 19:25:07.599 CET;5,6
2023-01-09 19:25:18.660 CET;5,3
2023-01-09 19:25:28.130 CET;5,4
2023-01-09 19:28:31.746 CET;5,5
2023-01-09 19:28:42.085 CET;5,6
2023-01-09 19:28:51.575 CET;5,3
2023-01-09 19:29:01.174 CET;5,4
2023-01-09 19:29:10.684 CET;5,6
2023-01-09 19:29:49.023 CET;5,4
2023-01-09 19:29:58.615 CET;5,5
2023-01-09 19:30:08.134 CET;5,4
2023-01-09 19:30:27.322 CET;5,6
2023-01-09 19:30:46.614 CET;5,5
2023-01-09 19:31:05.743 CET;5,6
2023-01-09 19:31:43.891 CET;5,4
2023-01-09 19:31:53.572 CET;5,6
2023-01-09 19:32:03.191 CET;5,5
2023-01-09 19:32:12.710 CET;5,7
2023-01-09 19:32:50.700 CET;5,5
2023-01-09 19:33:19.500 CET;5,4
2023-01-09 19:33:29.010 CET;5,5
2023-01-09 19:33:48.220 CET;5,6
2023-01-09 19:34:16.950 CET;5,9
2023-01-09 19:34:26.450 CET;5,6
2023-01-09 19:34:36.059 CET;5,8
2023-01-09 19:34:45.569 CET;5,6
2023-01-09 19:35:04.618 CET;5,7
2023-01-09 19:35:14.227 CET;5,8
2023-01-09 19:35:23.739 CET;5,9
2023-01-09 19:35:42.868 CET;5,8
2023-01-09 19:35:52.467 CET;5,7
2023-01-09 19:36:02.058 CET;5,8
2023-01-09 19:36:21.336 CET;6
2023-01-09 19:36:30.946 CET;5,8
2023-01-09 19:36:40.387 CET;5,7
2023-01-09 19:36:59.657 CET;5,5
2023-01-09 19:37:09.266 CET;5,6
2023-01-09 19:37:28.375 CET;5,7
2023-01-09 19:37:47.825 CET;5,9
2023-01-09 19:37:57.494 CET;5,8
2023-01-09 19:38:16.864 CET;5,9
2023-01-09 19:38:26.464 CET;5,5
2023-01-09 19:38:36.144 CET;5,6
2023-01-09 19:38:45.743 CET;5,7
2023-01-09 19:39:04.865 CET;5,8
2023-01-09 19:39:14.542 CET;5,9
2023-01-09 19:39:33.663 CET;5,8
2023-01-09 19:39:52.701 CET;5,7
2023-01-09 19:40:31.023 CET;5,5
2023-01-09 19:40:40.540 CET;5,6
2023-01-09 19:40:59.651 CET;5,7
2023-01-09 19:41:09.262 CET;5,9
2023-01-09 19:41:18.950 CET;5,8
2023-01-09 19:41:38.061 CET;5,7
2023-01-09 19:41:47.579 CET;5,9
2023-01-09 19:42:06.789 CET;5,8
2023-01-09 19:42:16.309 CET;6
2023-01-09 19:42:25.831 CET;5,9
2023-01-09 19:42:35.500 CET;5,7
2023-01-09 19:42:45.190 CET;6
2023-01-09 19:42:54.710 CET;5,7
2023-01-09 19:43:04.230 CET;5,9
2023-01-09 19:43:23.348 CET;5,8
2023-01-09 19:43:33.028 CET;5,9
2023-01-09 19:43:42.467 CET;5,7
2023-01-09 19:44:01.588 CET;6
2023-01-09 19:44:11.107 CET;6,1
2023-01-09 19:44:20.697 CET;5,7
2023-01-09 19:44:30.217 CET;5,6
2023-01-09 19:44:39.907 CET;5,8
2023-01-09 19:44:49.507 CET;5,9
2023-01-09 19:44:59.118 CET;5,8
2023-01-09 19:45:08.638 CET;5,7
2023-01-09 19:45:18.145 CET;5,6
2023-01-09 19:45:51.187 CET;5,7
2023-01-09 19:46:19.984 CET;5,8
2023-01-09 19:46:29.506 CET;5,9
2023-01-09 19:46:39.194 CET;6
2023-01-09 19:46:58.313 CET;5,9
2023-01-09 19:47:07.823 CET;5,8
2023-01-09 19:47:17.355 CET;5,9
2023-01-09 19:47:26.783 CET;6
2023-01-09 19:47:36.394 CET;5,9
2023-01-09 19:47:45.904 CET;5,8
2023-01-09 19:47:55.344 CET;5,9
2023-01-09 19:48:04.953 CET;6,1
2023-01-09 19:48:14.543 CET;5,8
2023-01-09 19:48:33.592 CET;5,9
2023-01-09 19:48:43.191 CET;5,8
2023-01-09 19:48:52.871 CET;5,7
2023-01-09 19:49:02.471 CET;5,6
2023-01-09 19:49:12.163 CET;5,7
2023-01-09 19:49:21.822 CET;5,8
2023-01-09 19:49:41.200 CET;5,9
2023-01-09 19:49:50.792 CET;6
2023-01-09 19:50:00.311 CET;5,8
2023-01-09 19:50:09.901 CET;5,9
2023-01-09 19:50:19.430 CET;6,1
2023-01-09 19:50:28.950 CET;5,9
2023-01-09 19:50:57.509 CET;6
2023-01-09 19:51:06.950 CET;5,8
2023-01-09 19:51:25.910 CET;6
2023-01-09 19:51:35.420 CET;5,9
2023-01-09 19:51:45.029 CET;6
2023-01-09 19:52:03.990 CET;5,8
2023-01-09 19:52:13.608 CET;5,7
2023-01-09 19:52:32.957 CET;5,8
2023-01-09 19:52:42.467 CET;5,7
2023-01-09 19:52:52.158 CET;5,6
2023-01-09 19:53:01.759 CET;5,8
2023-01-09 19:53:30.637 CET;5,9
2023-01-09 19:53:49.835 CET;5,8
2023-01-09 19:53:59.427 CET;5,9
2023-01-09 19:54:18.476 CET;6
2023-01-09 19:54:27.996 CET;5,8
2023-01-09 19:54:37.506 CET;6
2023-01-09 19:54:47.025 CET;5,7
2023-01-09 19:54:56.545 CET;5,9
2023-01-09 19:55:15.835 CET;6
2023-01-09 19:55:25.436 CET;5,9
2023-01-09 19:55:35.046 CET;6,2
2023-01-09 19:55:44.634 CET;6
2023-01-09 19:56:03.674 CET;5,6
2023-01-09 19:56:13.285 CET;5,7
2023-01-09 19:56:42.164 CET;5,6
2023-01-09 19:56:51.844 CET;5,8
2023-01-09 19:57:11.163 CET;5,7
2023-01-09 19:57:20.713 CET;6
2023-01-09 19:57:30.403 CET;5,9
2023-01-09 19:57:40.072 CET;6
2023-01-09 19:58:39.411 CET;5,7
2023-01-09 19:58:48.961 CET;5,8
2023-01-09 19:59:08.071 CET;5,9
2023-01-09 19:59:27.280 CET;6
2023-01-09 19:59:44.400 CET;5,9
2023-01-09 19:59:54.180 CET;5,7
2023-01-09 20:00:03.779 CET;5,8
2023-01-09 20:00:23.118 CET;5,7
2023-01-09 20:00:32.709 CET;5,8
2023-01-09 20:00:42.309 CET;5,7
2023-01-09 20:01:01.428 CET;5,8
2023-01-09 20:01:11.038 CET;5,7
2023-01-09 20:01:20.717 CET;5,9
2023-01-09 20:01:39.757 CET;6
2023-01-09 20:01:58.957 CET;5,9
2023-01-09 20:02:08.559 CET;5,8
2023-01-09 20:02:27.757 CET;5,7
2023-01-09 20:02:37.367 CET;5,6
2023-01-09 20:02:46.967 CET;5,8
2023-01-09 20:02:56.566 CET;6
2023-01-09 20:03:06.076 CET;5,8
2023-01-09 20:03:15.667 CET;5,9
2023-01-09 20:03:25.286 CET;6,1
2023-01-09 20:03:44.647 CET;5,7
2023-01-09 20:03:54.155 CET;5,8
2023-01-09 20:04:03.677 CET;5,6
2023-01-09 20:04:13.276 CET;5,7
2023-01-09 20:04:32.486 CET;5,8
2023-01-09 20:04:42.075 CET;5,9
2023-01-09 20:04:51.515 CET;5,8
2023-01-09 20:05:01.036 CET;6
2023-01-09 20:05:10.644 CET;5,8
2023-01-09 20:05:20.164 CET;6
2023-01-09 20:05:29.595 CET;5,8
2023-01-09 20:05:39.125 CET;5,7
2023-01-09 20:07:58.053 CET;5,6
2023-01-09 20:08:07.184 CET;5,5
2023-01-09 20:08:16.233 CET;5,8
2023-01-09 20:08:25.282 CET;5,9
2023-01-09 20:08:34.483 CET;5,8
2023-01-09 20:08:43.592 CET;5,9
2023-01-09 20:09:01.842 CET;5,8
2023-01-09 20:09:10.871 CET;5,9
2023-01-09 20:09:38.242 CET;5,8
2023-01-09 20:09:47.362 CET;5,9
2023-01-09 20:09:56.401 CET;5,7
2023-01-09 20:10:05.443 CET;5,8
2023-01-09 20:10:32.801 CET;5,9
2023-01-09 20:10:41.842 CET;6,1
2023-01-09 20:10:50.871 CET;5,9
2023-01-09 20:11:00.000 CET;6
2023-01-09 20:11:09.030 CET;5,9
2023-01-09 20:11:18.081 CET;5,8
2023-01-09 20:11:27.190 CET;5,7
2023-01-09 20:11:36.391 CET;5,6
2023-01-09 20:11:45.351 CET;5,7
2023-01-09 20:11:54.480 CET;5,8
2023-01-09 20:12:21.838 CET;5,9
2023-01-09 20:12:39.990 CET;5,8
2023-01-09 20:12:58.249 CET;5,9
2023-01-09 20:13:07.328 CET;5,7
2023-01-09 20:13:49.957 CET;5,8
2023-01-09 20:13:58.957 CET;6,1
2023-01-09 20:14:53.595 CET;5,9
2023-01-09 20:15:11.766 CET;5,8
2023-01-09 20:15:20.796 CET;5,7
2023-01-09 20:15:29.927 CET;5,6
2023-01-09 20:15:39.127 CET;5,7
2023-01-09 20:15:48.165 CET;5,9
2023-01-09 20:15:57.115 CET;5,8
2023-01-09 20:16:06.165 CET;5,6
2023-01-09 20:16:33.184 CET;5,7
2023-01-09 20:16:42.384 CET;5,6
2023-01-09 20:16:51.444 CET;5,7
2023-01-09 20:17:00.474 CET;6
2023-01-09 20:17:09.515 CET;5,8
2023-01-09 20:17:36.644 CET;5,9
2023-01-09 20:17:54.724 CET;5,8
2023-01-09 20:18:03.765 CET;5,7
2023-01-09 20:18:12.953 CET;5,9
2023-01-09 20:20:35.552 CET;5,7
2023-01-09 20:20:44.552 CET;5,8
2023-01-09 20:20:53.691 CET;5,9
2023-01-09 20:21:02.651 CET;5,7
2023-01-09 20:21:20.801 CET;5,9
2023-01-09 20:21:29.851 CET;5,8
2023-01-09 20:21:48.000 CET;5,9
2023-01-09 20:22:24.581 CET;5,8
2023-01-09 20:22:33.680 CET;5,9
2023-01-09 20:22:42.809 CET;6,1
2023-01-09 20:23:01.009 CET;5,7
2023-01-09 20:23:10.009 CET;5,6
2023-01-09 20:23:19.209 CET;5,8
2023-01-09 20:23:28.239 CET;5,6
2023-01-09 20:23:46.410 CET;5,7
2023-01-09 20:24:03.299 CET;5,6
2023-01-09 20:24:12.418 CET;5,5
2023-01-09 20:24:21.638 CET;5,6
2023-01-09 20:24:30.789 CET;5,7
2023-01-09 20:24:48.809 CET;5,8
2023-01-09 20:25:34.247 CET;5,9
2023-01-09 20:25:52.566 CET;6,1
2023-01-09 20:26:01.608 CET;5,7
2023-01-09 20:26:10.576 CET;5,8
2023-01-09 20:26:19.607 CET;6
2023-01-09 20:26:37.687 CET;5,9
2023-01-09 20:26:46.647 CET;6
2023-01-09 20:26:55.687 CET;5,6
2023-01-09 20:27:04.897 CET;5,5
2023-01-09 20:27:14.026 CET;5,7
2023-01-09 20:27:41.296 CET;5,8
2023-01-09 20:28:17.615 CET;5,6
2023-01-09 20:28:26.664 CET;5,7
2023-01-09 20:28:35.696 CET;5,5
2023-01-09 20:28:50.025 CET;5,8
2023-01-09 20:28:59.214 CET;5,7
2023-01-09 20:29:08.255 CET;5,6
2023-01-09 20:29:17.464 CET;5,8
2023-01-09 20:29:26.575 CET;5,9
2023-01-09 20:29:35.615 CET;5,8
2023-01-09 20:29:44.835 CET;6,1
2023-01-09 20:29:53.865 CET;6
2023-01-09 20:30:02.974 CET;5,9
2023-01-09 20:30:12.015 CET;5,8
2023-01-09 20:30:21.134 CET;5,7
2023-01-09 20:30:30.174 CET;5,8
2023-01-09 20:30:48.342 CET;5,5
2023-01-09 20:30:57.543 CET;5,6
2023-01-09 20:31:06.653 CET;5,7
2023-01-09 20:31:24.733 CET;5,8
2023-01-09 20:31:42.822 CET;5,7
2023-01-09 20:32:00.891 CET;5,6
2023-01-09 20:32:10.022 CET;5,5
2023-01-09 20:32:19.062 CET;5,6
2023-01-09 20:32:37.223 CET;5,7
2023-01-09 20:32:46.260 CET;5,8
2023-01-09 20:33:13.460 CET;5,7
2023-01-09 20:33:22.500 CET;5,8
2023-01-09 20:33:49.529 CET;5,7
2023-01-09 20:33:58.569 CET;5,9
2023-01-09 20:34:07.700 CET;5,8
2023-01-09 20:34:25.859 CET;5,9
2023-01-09 20:34:34.969 CET;5,7
2023-01-09 20:34:53.130 CET;5,6
2023-01-09 20:35:02.188 CET;5,7
2023-01-09 20:35:11.299 CET;5,8
2023-01-09 20:35:20.418 CET;5,7
2023-01-09 20:35:29.538 CET;5,6
2023-01-09 20:35:56.658 CET;5,7
2023-01-09 20:36:24.028 CET;5,9
2023-01-09 20:36:32.967 CET;5,8
2023-01-09 20:36:51.227 CET;5,9
2023-01-09 20:37:00.187 CET;5,8
2023-01-09 20:37:18.427 CET;5,6
2023-01-09 20:37:27.526 CET;5,7
2023-01-09 20:37:45.766 CET;5,8
2023-01-09 20:37:54.815 CET;5,9
2023-01-09 20:38:03.776 CET;5,8
2023-01-09 20:38:12.786 CET;5,9
2023-01-09 20:38:21.857 CET;6
2023-01-09 20:38:30.815 CET;5,6
2023-01-09 20:38:48.907 CET;5,5
2023-01-09 20:39:36.046 CET;5,4
2023-01-09 20:39:45.216 CET;5,5
2023-01-09 20:39:54.265 CET;5,7
2023-01-09 20:40:12.344 CET;5,8
2023-01-09 20:40:39.625 CET;5,7
2023-01-09 20:41:34.104 CET;5,8
2023-01-09 20:41:52.174 CET;5,9
2023-01-09 20:42:10.184 CET;6
2023-01-09 20:42:19.144 CET;5,7
2023-01-09 20:42:28.092 CET;5,6
2023-01-09 20:42:37.063 CET;5,5
2023-01-09 20:42:55.151 CET;5,4
2023-01-09 20:43:04.101 CET;5,6
2023-01-09 20:43:22.183 CET;5,5
2023-01-09 20:43:31.232 CET;5,7
2023-01-09 20:43:40.342 CET;5,8
2023-01-09 20:43:49.391 CET;5,6
2023-01-09 20:43:58.423 CET;5,7
2023-01-09 20:44:07.371 CET;5,6
2023-01-09 20:44:16.421 CET;5,7
2023-01-09 20:44:34.502 CET;5,6
2023-01-09 20:44:43.631 CET;5,7
2023-01-09 20:44:52.582 CET;5,6
2023-01-09 20:45:01.460 CET;5,7
2023-01-09 20:45:19.470 CET;5,8
2023-01-09 20:45:55.470 CET;5,9
2023-01-09 20:46:04.510 CET;5,8
2023-01-09 20:46:13.540 CET;5,5
2023-01-09 20:46:22.500 CET;5,6
2023-01-09 20:46:31.540 CET;5,5
2023-01-09 20:46:40.589 CET;5,7
2023-01-09 20:46:49.618 CET;5,5
2023-01-09 20:46:58.589 CET;5,7
2023-01-09 20:50:00.997 CET;5,8
2023-01-09 20:50:10.118 CET;5,6
2023-01-09 20:50:19.157 CET;5,4
2023-01-09 20:50:28.157 CET;5,5
2023-01-09 20:50:46.276 CET;5,6
2023-01-09 20:51:04.345 CET;5,5
2023-01-09 20:51:13.306 CET;5,6
2023-01-09 20:51:56.315 CET;5,7
2023-01-09 20:52:05.565 CET;5,8
2023-01-09 20:52:14.664 CET;5,6
2023-01-09 20:52:23.634 CET;5,7
2023-01-09 20:52:59.803 CET;5,8
2023-01-09 21:14:40.196 CET;5,5
2023-01-09 21:14:49.174 CET;5,9
2023-01-09 21:14:58.194 CET;5,8
2023-01-09 21:15:07.164 CET;6,1
2023-01-09 21:15:16.214 CET;6
2023-01-09 21:15:25.164 CET;5,8
2023-01-09 21:15:34.204 CET;5,9
