time;TotalPressForceValue
2023-01-03 04:43:39.101 CET;15,4
2023-01-03 04:43:56.151 CET;14,9
2023-01-03 04:44:04.381 CET;14,8
2023-01-03 04:44:13.030 CET;15
2023-01-03 04:44:21.351 CET;15,2
2023-01-03 04:44:29.980 CET;15
2023-01-03 04:44:38.299 CET;15,3
2023-01-03 04:44:46.871 CET;15,2
2023-01-03 04:44:55.421 CET;14,8
2023-01-03 04:45:03.829 CET;14,9
2023-01-03 04:45:12.539 CET;15,2
2023-01-03 04:45:29.490 CET;15,6
2023-01-03 04:45:37.829 CET;15,3
2023-01-03 04:45:46.390 CET;15,1
2023-01-03 04:46:03.509 CET;14,8
2023-01-03 04:46:11.989 CET;15
2023-01-03 04:46:28.938 CET;14,9
2023-01-03 04:46:37.348 CET;15,6
2023-01-03 04:46:45.828 CET;15,5
2023-01-03 04:46:54.459 CET;14,8
2023-01-03 04:47:02.867 CET;14,9
2023-01-03 04:47:28.568 CET;15,2
2023-01-03 04:47:36.937 CET;15
2023-01-03 04:47:45.197 CET;15,1
2023-01-03 04:47:53.517 CET;15,3
2023-01-03 04:48:01.835 CET;15,2
2023-01-03 04:48:10.385 CET;15,1
2023-01-03 04:48:18.786 CET;15
2023-01-03 04:48:27.186 CET;15,2
2023-01-03 04:48:35.676 CET;15
2023-01-03 04:48:52.476 CET;15,1
2023-01-03 04:49:00.796 CET;15,4
2023-01-03 04:49:09.345 CET;14,7
2023-01-03 04:49:17.835 CET;15
2023-01-03 04:49:26.305 CET;14,9
2023-01-03 04:49:34.875 CET;14,7
2023-01-03 04:49:43.434 CET;14,9
2023-01-03 04:49:51.844 CET;15
2023-01-03 04:50:00.154 CET;15,4
2023-01-03 04:50:08.713 CET;14,8
2023-01-03 04:50:17.194 CET;15,2
2023-01-03 04:50:25.594 CET;15
2023-01-03 04:50:34.063 CET;15,2
2023-01-03 04:50:42.634 CET;15
2023-01-03 04:50:51.124 CET;15,2
2023-01-03 04:50:59.602 CET;15
2023-01-03 04:51:52.372 CET;14,8
2023-01-03 04:52:17.351 CET;15,1
2023-01-03 04:52:25.671 CET;14,8
2023-01-03 04:52:34.151 CET;15,2
2023-01-03 04:52:42.562 CET;15
2023-01-03 04:52:51.121 CET;14,8
2023-01-03 04:52:59.680 CET;15
2023-01-03 04:53:07.990 CET;14,9
2023-01-03 04:53:16.631 CET;15
2023-01-03 04:53:25.029 CET;14,8
2023-01-03 04:53:33.589 CET;15,1
2023-01-03 04:53:48.051 CET;14,9
2023-01-03 04:53:57.121 CET;14,8
2023-01-03 04:54:14.869 CET;15,2
2023-01-03 04:54:23.509 CET;14,4
2023-01-03 04:54:31.908 CET;14,8
2023-01-03 04:54:40.319 CET;15
2023-01-03 04:54:48.789 CET;14,8
2023-01-03 04:55:05.588 CET;15
2023-01-03 04:55:14.069 CET;15,2
2023-01-03 04:55:22.549 CET;15
2023-01-03 04:55:30.788 CET;14,7
2023-01-03 04:55:39.358 CET;14,4
2023-01-03 04:55:47.838 CET;14,8
2023-01-03 04:56:13.279 CET;15,1
2023-01-03 04:56:21.769 CET;14,8
2023-01-03 04:56:38.878 CET;15,6
2023-01-03 04:56:47.428 CET;15,2
2023-01-03 04:56:56.078 CET;14,9
2023-01-03 04:57:04.398 CET;15,2
2023-01-03 04:57:30.076 CET;15,1
2023-01-03 04:57:38.717 CET;14,8
2023-01-03 04:57:46.957 CET;15
2023-01-03 04:58:27.085 CET;14,6
2023-01-03 04:58:35.447 CET;15,4
2023-01-03 04:58:43.687 CET;15,2
2023-01-03 04:58:51.927 CET;15,1
2023-01-03 04:59:00.315 CET;15
2023-01-03 04:59:08.634 CET;15,4
2023-01-03 04:59:17.204 CET;15,2
2023-01-03 04:59:25.756 CET;15,1
2023-01-03 04:59:34.154 CET;15,2
2023-01-03 04:59:51.046 CET;15,4
2023-01-03 04:59:59.515 CET;15,2
2023-01-03 05:00:16.394 CET;15,5
2023-01-03 05:00:24.954 CET;14,9
2023-01-03 05:00:33.355 CET;15
2023-01-03 05:00:41.914 CET;14,9
2023-01-03 05:00:50.315 CET;15
2023-01-03 05:00:58.803 CET;15,2
2023-01-03 05:01:29.482 CET;15
2023-01-03 05:01:37.802 CET;14,9
2023-01-03 05:01:46.243 CET;15,1
2023-01-03 05:01:54.401 CET;15,2
2023-01-03 05:02:02.812 CET;15,1
2023-01-03 05:02:11.272 CET;14,9
2023-01-03 05:02:19.753 CET;14,8
2023-01-03 05:02:28.322 CET;15,1
2023-01-03 05:03:29.750 CET;14,6
2023-01-03 05:03:38.871 CET;14,8
2023-01-03 05:03:47.361 CET;15,2
2023-01-03 05:04:04.549 CET;14,4
2023-01-03 05:04:12.960 CET;15,1
2023-01-03 05:06:54.246 CET;14,7
2023-01-03 05:07:02.806 CET;14,2
2023-01-03 05:07:12.076 CET;14,8
2023-01-03 05:07:37.526 CET;14,6
2023-01-03 05:07:46.165 CET;14,4
2023-01-03 05:07:54.486 CET;14,8
2023-01-03 05:08:03.115 CET;14,5
2023-01-03 05:08:11.525 CET;15
2023-01-03 05:08:20.164 CET;14,5
2023-01-03 05:08:28.553 CET;15
2023-01-03 05:08:37.124 CET;14,9
2023-01-03 05:08:45.684 CET;14,6
2023-01-03 05:08:54.085 CET;14,8
2023-01-03 05:09:02.644 CET;14,5
2023-01-03 05:09:11.125 CET;14,6
2023-01-03 05:09:19.523 CET;14,7
2023-01-03 05:09:28.164 CET;14,4
2023-01-03 05:09:36.483 CET;14,8
2023-01-03 05:09:53.532 CET;14,5
2023-01-03 05:10:02.084 CET;15
2023-01-03 05:10:10.473 CET;15,1
2023-01-03 05:10:18.884 CET;14,9
2023-01-03 05:10:27.283 CET;15
2023-01-03 05:10:35.763 CET;14,8
2023-01-03 05:10:44.483 CET;14,2
2023-01-03 05:10:52.723 CET;14,8
2023-01-03 05:11:01.203 CET;15,2
2023-01-03 05:11:09.763 CET;15,3
2023-01-03 05:11:18.473 CET;14,9
2023-01-03 05:11:26.961 CET;15,2
2023-01-03 05:11:35.201 CET;15,4
2023-01-03 05:11:43.762 CET;15,3
2023-01-03 05:11:52.331 CET;15,2
2023-01-03 05:12:00.891 CET;14,9
2023-01-03 05:12:09.280 CET;15,2
2023-01-03 05:12:18.000 CET;15
2023-01-03 05:12:26.329 CET;14,8
2023-01-03 05:12:34.720 CET;15,1
2023-01-03 05:12:43.450 CET;14,8
2023-01-03 05:12:51.609 CET;15
2023-01-03 05:13:00.239 CET;14,7
2023-01-03 05:13:08.819 CET;14,6
2023-01-03 05:13:17.130 CET;15,4
2023-01-03 05:13:25.759 CET;14,6
2023-01-03 05:13:34.319 CET;15,1
2023-01-03 05:13:42.730 CET;15,4
2023-01-03 05:13:59.609 CET;15,2
2023-01-03 05:14:08.250 CET;14,8
2023-01-03 05:14:16.650 CET;15,2
2023-01-03 05:14:25.049 CET;14,7
2023-01-03 05:14:33.678 CET;15
2023-01-03 05:14:42.407 CET;14,9
2023-01-03 05:14:50.717 CET;15
2023-01-03 05:14:59.437 CET;14,7
2023-01-03 05:15:07.838 CET;14,9
2023-01-03 05:15:16.247 CET;15,4
2023-01-03 05:15:24.888 CET;14,7
2023-01-03 05:15:33.367 CET;15
2023-01-03 05:15:41.776 CET;14,7
2023-01-03 05:15:50.247 CET;15,4
2023-01-03 05:15:58.726 CET;15,1
2023-01-03 05:16:07.288 CET;15,2
2023-01-03 05:16:15.687 CET;15,4
2023-01-03 05:16:24.336 CET;14,8
2023-01-03 05:16:32.568 CET;15,1
2023-01-03 05:16:41.138 CET;15
2023-01-03 05:16:49.528 CET;15,1
2023-01-03 05:16:58.028 CET;14,7
2023-01-03 05:17:06.496 CET;15,1
2023-01-03 05:17:15.056 CET;15,3
2023-01-03 05:17:23.697 CET;14,9
2023-01-03 05:17:32.006 CET;15
2023-01-03 05:17:49.125 CET;14,7
2023-01-03 05:17:57.526 CET;14,6
2023-01-03 05:18:06.246 CET;14,7
2023-01-03 05:18:14.645 CET;15,1
2023-01-03 05:18:23.055 CET;14,6
2023-01-03 05:18:31.444 CET;14,8
2023-01-03 05:18:39.924 CET;15,3
2023-01-03 05:18:48.405 CET;15,2
2023-01-03 05:18:57.045 CET;14,9
2023-01-03 05:19:13.924 CET;14,7
2023-01-03 05:19:22.414 CET;14,9
2023-01-03 05:19:39.615 CET;14,8
2023-01-03 05:19:56.494 CET;15,1
2023-01-03 05:20:04.973 CET;15,2
2023-01-03 05:20:13.453 CET;15,3
2023-01-03 05:20:22.092 CET;14,8
2023-01-03 05:20:30.573 CET;14,7
2023-01-03 05:22:46.259 CET;14,8
2023-01-03 05:22:54.490 CET;15
2023-01-03 05:23:11.141 CET;14,8
2023-01-03 05:23:19.690 CET;14,7
2023-01-03 05:23:28.250 CET;14,4
2023-01-03 05:23:36.739 CET;14,7
2023-01-03 05:23:45.299 CET;14,6
2023-01-03 05:23:53.598 CET;15,1
2023-01-03 05:24:18.970 CET;14,8
2023-01-03 05:24:27.059 CET;15
2023-01-03 05:24:44.098 CET;14,4
2023-01-03 05:24:59.336 CET;14,8
2023-01-03 05:25:08.187 CET;14,3
2023-01-03 05:25:17.447 CET;15,3
2023-01-03 05:25:26.088 CET;14,8
2023-01-03 05:25:34.576 CET;15,4
2023-01-03 05:25:42.897 CET;15
2023-01-03 05:26:00.016 CET;15,3
2023-01-03 05:26:08.415 CET;14,8
2023-01-03 05:26:16.895 CET;15,6
2023-01-03 05:26:25.456 CET;14,6
2023-01-03 05:26:33.855 CET;15,3
2023-01-03 05:26:42.256 CET;14,7
2023-01-03 05:26:50.887 CET;15,3
2023-01-03 05:26:59.375 CET;15,4
2023-01-03 05:27:08.015 CET;15
2023-01-03 05:27:16.414 CET;14,9
2023-01-03 05:27:24.734 CET;14,8
2023-01-03 05:27:33.055 CET;15,2
2023-01-03 05:27:41.696 CET;15,1
2023-01-03 05:27:50.325 CET;14,8
2023-01-03 05:27:58.815 CET;15
2023-01-03 05:28:07.365 CET;15,2
2023-01-03 05:28:15.864 CET;15
2023-01-03 05:28:24.493 CET;14,6
2023-01-03 05:28:32.894 CET;15
2023-01-03 05:28:55.273 CET;15,2
2023-01-03 05:29:04.013 CET;14,3
2023-01-03 05:29:13.292 CET;15,2
2023-01-03 05:29:21.933 CET;14,8
2023-01-03 05:29:30.332 CET;15,4
2023-01-03 05:29:38.983 CET;15
2023-01-03 05:29:47.372 CET;15,2
2023-01-03 05:29:55.773 CET;15,6
2023-01-03 05:30:04.171 CET;15,2
2023-01-03 05:30:12.891 CET;14,9
2023-01-03 05:30:21.302 CET;15
2023-01-03 05:30:29.611 CET;14,8
2023-01-03 05:30:38.341 CET;15
2023-01-03 05:30:46.740 CET;15,2
2023-01-03 05:30:55.381 CET;15
2023-01-03 05:31:03.940 CET;15,4
2023-01-03 05:31:12.492 CET;14,8
2023-01-03 05:31:20.901 CET;15
2023-01-03 05:31:29.210 CET;15,3
2023-01-03 05:31:37.700 CET;15
2023-01-03 05:31:46.089 CET;15,2
2023-01-03 05:31:54.740 CET;14,6
2023-01-03 05:32:03.200 CET;15,2
2023-01-03 05:32:11.539 CET;15
2023-01-03 05:32:20.249 CET;14,8
2023-01-03 05:32:36.980 CET;15
2023-01-03 05:32:54.178 CET;14,7
2023-01-03 05:33:02.499 CET;15
2023-01-03 05:33:10.979 CET;15,4
2023-01-03 05:33:19.618 CET;14,6
2023-01-03 05:33:27.927 CET;14,8
2023-01-03 05:33:45.059 CET;14,6
2023-01-03 05:33:53.678 CET;14,7
2023-01-03 05:34:02.088 CET;15,1
2023-01-03 05:34:10.499 CET;15
2023-01-03 05:34:19.059 CET;15,2
2023-01-03 05:34:27.628 CET;15,3
2023-01-03 05:34:36.108 CET;15
2023-01-03 05:34:44.667 CET;14,8
2023-01-03 05:34:53.227 CET;14,6
2023-01-03 05:35:01.627 CET;15
2023-01-03 05:35:09.937 CET;14,9
2023-01-03 05:35:18.667 CET;14,8
2023-01-03 05:35:27.058 CET;15
2023-01-03 05:35:35.456 CET;14,8
2023-01-03 05:35:43.946 CET;14,7
2023-01-03 05:35:52.496 CET;15
2023-01-03 05:36:00.895 CET;15,1
2023-01-03 05:36:09.546 CET;14,8
2023-01-03 05:36:32.266 CET;15
2023-01-03 05:36:48.815 CET;14,3
2023-01-03 05:36:57.145 CET;15
2023-01-03 05:37:05.466 CET;14,9
2023-01-03 05:37:13.796 CET;15
2023-01-03 05:37:39.226 CET;14,9
2023-01-03 05:37:47.855 CET;15
2023-01-03 05:39:04.443 CET;14,9
2023-01-03 05:39:13.542 CET;15
2023-01-03 05:40:01.463 CET;14,9
2023-01-03 05:40:10.663 CET;15,2
2023-01-03 05:40:19.142 CET;15,4
2023-01-03 05:40:27.701 CET;14,6
2023-01-03 05:40:36.352 CET;14,8
2023-01-03 05:40:53.062 CET;15,4
2023-01-03 05:41:01.540 CET;15
2023-01-03 05:41:09.950 CET;14,7
2023-01-03 05:41:18.591 CET;14,9
2023-01-03 05:42:48.683 CET;14,4
2023-01-03 05:42:57.003 CET;14,8
2023-01-03 05:43:05.233 CET;14,9
2023-01-03 05:43:13.563 CET;14,8
2023-01-03 05:43:54.963 CET;14,6
2023-01-03 05:44:11.555 CET;14,9
2023-01-03 05:44:39.436 CET;14,2
2023-01-03 05:44:48.595 CET;15,1
2023-01-03 05:44:57.236 CET;14,5
2023-01-03 05:45:05.717 CET;15,2
2023-01-03 05:45:14.115 CET;14,9
2023-01-03 05:45:22.506 CET;14,8
2023-01-03 05:45:48.026 CET;15
2023-01-03 05:46:04.927 CET;15,1
2023-01-03 05:46:13.566 CET;14,8
2023-01-03 05:46:21.967 CET;15
2023-01-03 05:46:30.266 CET;14,6
2023-01-03 05:46:38.596 CET;14,7
2023-01-03 05:46:47.237 CET;14,8
2023-01-03 05:46:55.877 CET;14,6
2023-01-03 05:47:12.605 CET;14,9
2023-01-03 05:47:21.326 CET;14,4
2023-01-03 05:47:29.627 CET;14,9
2023-01-03 05:47:38.115 CET;15,2
2023-01-03 05:47:46.516 CET;14,9
2023-01-03 05:48:51.855 CET;14,5
2023-01-03 05:49:01.085 CET;14,8
2023-01-03 05:49:48.615 CET;14,4
2023-01-03 05:49:57.634 CET;14,9
2023-01-03 05:50:06.604 CET;14,6
2023-01-03 05:50:31.964 CET;14,9
2023-01-03 05:50:48.914 CET;15
2023-01-03 05:50:57.394 CET;15,1
2023-01-03 05:51:05.882 CET;14,8
2023-01-03 05:51:14.604 CET;14,6
2023-01-03 05:51:23.243 CET;14,4
2023-01-03 05:51:31.644 CET;14,8
2023-01-03 05:51:40.122 CET;14,7
2023-01-03 05:51:48.753 CET;14,2
2023-01-03 05:51:57.163 CET;15,3
2023-01-03 05:52:05.723 CET;14,6
2023-01-03 05:52:13.973 CET;14,8
2023-01-03 05:52:22.532 CET;14,6
2023-01-03 05:52:31.081 CET;15
2023-01-03 05:52:39.641 CET;15,2
2023-01-03 05:52:48.131 CET;15,4
2023-01-03 05:52:56.772 CET;15
2023-01-03 05:53:05.171 CET;14,8
2023-01-03 05:53:13.641 CET;15,3
2023-01-03 05:53:22.042 CET;15
2023-01-03 05:53:30.520 CET;15,4
2023-01-03 05:53:39.010 CET;15,1
2023-01-03 05:53:47.410 CET;14,6
2023-01-03 05:53:55.740 CET;15,1
2023-01-03 05:54:12.680 CET;15,4
2023-01-03 05:54:27.769 CET;14,6
2023-01-03 05:54:37.009 CET;15,1
2023-01-03 05:54:45.329 CET;15,3
2023-01-03 05:54:53.970 CET;15,1
2023-01-03 05:55:02.529 CET;14,8
2023-01-03 05:55:10.838 CET;15
2023-01-03 05:55:27.960 CET;15,3
2023-01-03 05:55:36.529 CET;15
2023-01-03 05:55:45.078 CET;14,8
2023-01-03 05:55:53.489 CET;15,2
2023-01-03 05:56:02.118 CET;14,6
2023-01-03 05:56:10.447 CET;15
2023-01-03 05:56:18.917 CET;15,3
2023-01-03 05:56:27.487 CET;15
2023-01-03 05:56:44.607 CET;15,1
2023-01-03 05:56:53.007 CET;15,2
2023-01-03 05:57:01.405 CET;14,6
2023-01-03 05:57:09.967 CET;15,3
2023-01-03 05:57:18.456 CET;14,8
2023-01-03 05:57:26.915 CET;15
2023-01-03 05:57:35.326 CET;14,8
2023-01-03 05:57:52.217 CET;15,3
2023-01-03 05:58:00.845 CET;14,7
2023-01-03 05:58:09.164 CET;15,5
2023-01-03 05:58:17.654 CET;15
2023-01-03 05:58:26.125 CET;14,8
2023-01-03 05:59:47.542 CET;15
2023-01-03 06:00:44.252 CET;14,9
2023-01-03 06:01:01.221 CET;14,7
2023-01-03 06:01:17.513 CET;14,6
2023-01-03 06:01:40.701 CET;14,4
2023-01-03 06:01:55.782 CET;14,9
2023-01-03 06:02:06.461 CET;14,6
2023-01-03 06:02:29.891 CET;14,8
2023-01-03 06:02:47.930 CET;14,9
2023-01-03 06:03:04.131 CET;14,6
2023-01-03 06:03:17.790 CET;15
2023-01-03 06:03:28.700 CET;14,6
2023-01-03 06:03:39.651 CET;14,8
2023-01-03 06:04:00.131 CET;14,7
2023-01-03 06:04:10.539 CET;15
2023-01-03 06:04:23.269 CET;14,8
2023-01-03 06:04:33.410 CET;14,7
2023-01-03 06:04:44.688 CET;14,6
2023-01-03 06:05:12.658 CET;14,8
2023-01-03 06:05:54.588 CET;14,7
2023-01-03 06:06:23.507 CET;14,5
2023-01-03 06:06:34.618 CET;14,8
2023-01-03 06:07:14.568 CET;15,2
2023-01-03 06:08:10.417 CET;15
2023-01-03 06:08:29.266 CET;15,2
2023-01-03 06:08:39.746 CET;15,1
2023-01-03 06:09:04.543 CET;14,9
2023-01-03 06:09:15.345 CET;15,1
2023-01-03 06:09:35.323 CET;15
2023-01-03 06:10:07.503 CET;15,1
2023-01-03 06:10:33.503 CET;14,6
2023-01-03 06:10:44.384 CET;14,8
2023-01-03 06:11:05.651 CET;14,7
2023-01-03 06:11:16.221 CET;15
2023-01-03 06:11:40.142 CET;14,8
2023-01-03 06:11:50.463 CET;14,9
2023-01-03 06:12:35.591 CET;14,6
2023-01-03 06:12:46.779 CET;15
2023-01-03 06:13:11.500 CET;14,8
2023-01-03 06:13:40.410 CET;15
2023-01-03 06:13:59.829 CET;14,8
2023-01-03 06:14:10.529 CET;14,7
2023-01-03 06:14:34.628 CET;14,8
2023-01-03 06:15:17.378 CET;14,6
2023-01-03 06:15:47.578 CET;14,9
2023-01-03 06:16:09.736 CET;14,6
2023-01-03 06:16:20.467 CET;14,8
2023-01-03 06:16:45.915 CET;14,9
2023-01-03 06:16:56.457 CET;14,8
2023-01-03 06:17:27.255 CET;14,7
2023-01-03 06:17:38.785 CET;15
2023-01-03 06:17:59.726 CET;14,9
2023-01-03 06:18:10.694 CET;15,1
2023-01-03 06:18:27.543 CET;14,7
2023-01-03 06:18:49.634 CET;14,8
2023-01-03 06:19:00.634 CET;14,9
2023-01-03 06:19:21.584 CET;14,7
2023-01-03 06:19:49.861 CET;14,6
2023-01-03 06:20:05.572 CET;14,9
2023-01-03 06:20:27.332 CET;15
2023-01-03 06:20:38.631 CET;14,9
2023-01-03 06:20:49.500 CET;15
2023-01-03 06:21:11.421 CET;14,8
2023-01-03 06:21:52.190 CET;14,9
2023-01-03 06:22:29.559 CET;15
2023-01-03 06:22:53.361 CET;14,8
2023-01-03 06:23:12.190 CET;15,2
2023-01-03 06:23:23.750 CET;14,8
2023-01-03 06:23:34.388 CET;15
2023-01-03 06:23:51.700 CET;14,8
2023-01-03 06:24:02.348 CET;14,9
2023-01-03 06:24:20.068 CET;15,1
2023-01-03 06:24:30.469 CET;14,8
2023-01-03 06:24:48.267 CET;14,9
2023-01-03 06:25:17.108 CET;14,8
2023-01-03 06:25:28.798 CET;15
2023-01-03 06:25:51.736 CET;15,1
2023-01-03 06:26:07.556 CET;14,8
2023-01-03 06:26:18.447 CET;15
2023-01-03 06:27:13.026 CET;14,9
2023-01-03 06:27:23.426 CET;14,8
2023-01-03 06:27:34.795 CET;14,9
2023-01-03 06:27:56.704 CET;14,8
2023-01-03 06:28:32.724 CET;14,7
2023-01-03 06:29:08.862 CET;14,8
2023-01-03 06:30:27.851 CET;14,6
2023-01-03 06:30:46.272 CET;14,8
2023-01-03 06:30:56.503 CET;15
2023-01-03 06:31:14.790 CET;14,5
2023-01-03 06:31:25.341 CET;14,8
2023-01-03 06:36:56.446 CET;1,7
2023-01-03 06:41:49.790 CET;8
2023-01-03 06:56:52.176 CET;17,5
2023-01-03 06:57:03.486 CET;17,4
2023-01-03 06:57:15.736 CET;17,6
2023-01-03 07:01:49.653 CET;17,5
2023-01-03 07:01:58.052 CET;17,6
2023-01-03 07:02:14.361 CET;17,4
2023-01-03 07:02:22.351 CET;17,5
2023-01-03 07:02:30.520 CET;17,6
2023-01-03 07:02:38.601 CET;17,8
2023-01-03 07:02:46.520 CET;17,7
2023-01-03 07:03:02.690 CET;17,4
2023-01-03 07:03:10.930 CET;17,8
2023-01-03 07:03:19.071 CET;17,7
2023-01-03 07:12:56.520 CET;17,8
2023-01-03 07:13:12.210 CET;17,6
2023-01-03 07:13:20.380 CET;17,8
2023-01-03 07:13:28.450 CET;17,9
2023-01-03 07:13:36.619 CET;17,6
2023-01-03 07:13:44.690 CET;17,8
2023-01-03 07:13:52.770 CET;17,7
2023-01-03 07:14:01.009 CET;17,4
2023-01-03 07:14:08.928 CET;17,8
2023-01-03 07:14:33.088 CET;17,6
2023-01-03 07:19:16.956 CET;17,5
2023-01-03 07:19:25.426 CET;17,9
2023-01-03 07:19:33.575 CET;17,8
2023-01-03 07:19:49.744 CET;17,7
2023-01-03 07:19:57.895 CET;17,8
2023-01-03 07:20:13.894 CET;18
2023-01-03 07:20:22.134 CET;17,6
2023-01-03 07:20:30.283 CET;17,9
2023-01-03 07:20:38.364 CET;17,7
2023-01-03 07:24:45.509 CET;17,9
2023-01-03 07:24:54.459 CET;18
2023-01-03 07:25:03.428 CET;17
2023-01-03 07:25:12.378 CET;17,2
2023-01-03 07:25:21.267 CET;18,5
2023-01-03 07:25:30.229 CET;17,7
2023-01-03 07:25:39.259 CET;17,5
2023-01-03 07:25:48.378 CET;18,3
2023-01-03 07:25:57.417 CET;17,3
2023-01-03 07:26:06.378 CET;17,7
2023-01-03 07:26:15.336 CET;17,8
2023-01-03 07:26:24.207 CET;18,2
2023-01-03 07:26:42.378 CET;17,8
2023-01-03 07:26:51.417 CET;17,7
2023-01-03 07:27:00.377 CET;17,4
2023-01-03 07:27:09.496 CET;17,7
2023-01-03 07:27:18.377 CET;18
2023-01-03 07:27:36.226 CET;17,9
2023-01-03 07:27:45.266 CET;18
2023-01-03 07:27:54.306 CET;17,2
2023-01-03 07:28:03.186 CET;18,3
2023-01-03 07:28:12.145 CET;17,9
2023-01-03 07:28:21.105 CET;18
2023-01-03 07:28:30.065 CET;17,7
2023-01-03 07:28:39.025 CET;18
2023-01-03 07:28:47.984 CET;17,8
2023-01-03 07:28:56.785 CET;18,6
2023-01-03 07:29:05.815 CET;17,6
2023-01-03 07:29:14.703 CET;18,2
2023-01-03 07:29:23.744 CET;17,7
2023-01-03 07:29:32.533 CET;18,4
2023-01-03 07:29:41.503 CET;17,8
2023-01-03 07:29:50.552 CET;17,6
2023-01-03 07:29:59.423 CET;18,4
2023-01-03 07:30:08.463 CET;17,7
2023-01-03 07:30:17.493 CET;17,6
2023-01-03 07:30:26.394 CET;18,1
2023-01-03 07:30:35.424 CET;18
2023-01-03 07:30:44.463 CET;17,5
2023-01-03 07:30:53.273 CET;18,3
2023-01-03 07:31:02.394 CET;18,4
2023-01-03 07:31:11.421 CET;18
2023-01-03 07:31:47.352 CET;17,6
2023-01-03 07:31:56.382 CET;18,2
2023-01-03 07:32:05.102 CET;18,5
2023-01-03 07:32:14.302 CET;18,7
2023-01-03 07:32:23.342 CET;18
2023-01-03 07:32:32.233 CET;18,2
2023-01-03 07:32:41.181 CET;18,4
2023-01-03 07:32:50.230 CET;18,2
2023-01-03 07:33:08.151 CET;18,3
2023-01-03 07:33:17.111 CET;18,2
2023-01-03 07:33:26.391 CET;18,8
2023-01-03 07:33:35.411 CET;17,6
2023-01-03 07:33:44.470 CET;18,1
2023-01-03 07:33:53.421 CET;18,3
2023-01-03 07:34:02.460 CET;17,8
2023-01-03 07:34:11.420 CET;17,2
2023-01-03 07:34:20.301 CET;18,6
2023-01-03 07:34:29.269 CET;17,8
2023-01-03 07:34:38.309 CET;18,3
2023-01-03 07:34:47.269 CET;18
2023-01-03 07:34:56.229 CET;17,9
2023-01-03 07:35:05.188 CET;18
2023-01-03 07:35:14.309 CET;17,7
2023-01-03 07:35:23.108 CET;18,6
2023-01-03 07:35:32.150 CET;18,4
2023-01-03 07:35:41.187 CET;18,2
2023-01-03 07:35:50.148 CET;18,4
2023-01-03 07:35:59.188 CET;17,8
2023-01-03 07:36:08.069 CET;18,6
2023-01-03 07:36:16.948 CET;18
2023-01-03 07:36:25.838 CET;18,4
2023-01-03 07:36:34.878 CET;18
2023-01-03 07:36:43.828 CET;18,3
2023-01-03 07:36:52.638 CET;18,6
2023-01-03 07:37:01.747 CET;17,8
2023-01-03 07:37:19.506 CET;18,6
2023-01-03 07:37:28.546 CET;18
2023-01-03 07:37:37.415 CET;18,4
2023-01-03 07:37:46.236 CET;18,7
2023-01-03 07:37:55.417 CET;18,4
2023-01-03 07:38:13.266 CET;18,1
2023-01-03 07:38:22.315 CET;18
2023-01-03 07:38:31.184 CET;18,8
2023-01-03 07:38:40.075 CET;18,4
2023-01-03 07:38:49.105 CET;17,9
2023-01-03 07:38:58.154 CET;17,8
2023-01-03 07:39:07.104 CET;18
2023-01-03 07:39:15.993 CET;18,6
2023-01-03 07:39:25.023 CET;18
2023-01-03 07:39:34.144 CET;17,9
2023-01-03 07:39:43.344 CET;18,6
2023-01-03 07:39:52.224 CET;18,3
2023-01-03 07:40:01.344 CET;18,2
2023-01-03 07:40:10.313 CET;17,6
2023-01-03 07:40:19.355 CET;17,8
2023-01-03 07:40:28.233 CET;18
2023-01-03 07:40:37.273 CET;18,1
2023-01-03 07:40:46.062 CET;18,7
2023-01-03 07:40:55.193 CET;18,5
2023-01-03 07:41:04.153 CET;18
2023-01-03 07:41:13.033 CET;18,8
2023-01-03 07:41:21.753 CET;18,7
2023-01-03 07:41:30.803 CET;17,5
2023-01-03 07:41:39.582 CET;18,3
2023-01-03 07:41:48.723 CET;18,4
2023-01-03 07:41:57.592 CET;18,3
2023-01-03 07:42:06.632 CET;17,6
2023-01-03 07:42:15.592 CET;17,8
2023-01-03 07:42:24.562 CET;18,2
2023-01-03 07:42:33.512 CET;18,4
2023-01-03 07:42:51.671 CET;17,3
2023-01-03 07:43:00.552 CET;18,5
2023-01-03 07:43:09.601 CET;18,1
2023-01-03 07:43:18.470 CET;18,5
2023-01-03 07:43:27.431 CET;17,9
2023-01-03 07:43:36.321 CET;18,2
2023-01-03 07:43:54.230 CET;18,6
2023-01-03 07:44:03.280 CET;18,1
2023-01-03 07:44:12.311 CET;17,9
2023-01-03 07:44:21.351 CET;17,4
2023-01-03 07:44:30.311 CET;18,5
2023-01-03 07:44:39.180 CET;18
2023-01-03 07:44:48.091 CET;18,6
2023-01-03 07:44:57.121 CET;17,2
2023-01-03 07:45:05.999 CET;18,2
2023-01-03 07:45:14.960 CET;17,7
2023-01-03 07:45:24.000 CET;17,8
2023-01-03 07:45:32.869 CET;18,4
2023-01-03 07:45:50.878 CET;18,2
2023-01-03 07:45:59.769 CET;18,6
2023-01-03 07:46:08.717 CET;17,6
2023-01-03 07:46:17.588 CET;17,9
2023-01-03 07:46:26.467 CET;18,8
2023-01-03 07:46:35.598 CET;18
2023-01-03 07:46:44.469 CET;18,7
2023-01-03 07:46:53.358 CET;18,6
2023-01-03 07:47:02.398 CET;18
2023-01-03 07:47:11.437 CET;17,8
