time;Gear2MaxTorque
2023-01-02 06:28:45.000 CET;308,5
2023-01-02 07:14:03.200 CET;12,6
2023-01-02 07:56:34.697 CET;12,7
2023-01-02 07:56:44.857 CET;13,2
2023-01-02 07:56:55.266 CET;12,1
2023-01-02 07:57:05.937 CET;13,2
2023-01-02 07:57:17.226 CET;12,9
2023-01-02 07:57:28.905 CET;11,9
2023-01-02 07:57:40.335 CET;12,3
2023-01-02 08:01:38.562 CET;12,5
2023-01-02 08:05:48.947 CET;12,1
2023-01-02 08:06:22.766 CET;12,7
2023-01-02 08:07:51.265 CET;12,4
2023-01-02 08:08:01.875 CET;9,3
2023-01-02 08:08:12.505 CET;13,7
2023-01-02 08:08:23.214 CET;13
2023-01-02 08:08:33.934 CET;14
2023-01-02 08:08:44.733 CET;12,6
2023-01-02 08:10:30.092 CET;11,8
2023-01-02 08:10:40.082 CET;12,2
2023-01-02 08:10:50.812 CET;12,9
2023-01-02 08:13:28.740 CET;12,8
2023-01-02 08:13:43.020 CET;13,7
2023-01-02 08:15:45.127 CET;13
2023-01-02 08:15:55.066 CET;12,4
2023-01-02 08:17:40.984 CET;12,1
2023-01-02 08:17:53.545 CET;12,4
2023-01-02 08:18:05.144 CET;12,2
2023-01-02 08:18:17.704 CET;13,4
2023-01-02 08:18:29.454 CET;11,9
2023-01-02 08:18:41.394 CET;12,4
2023-01-02 08:18:53.713 CET;12,1
2023-01-02 08:19:11.903 CET;11,7
2023-01-02 08:19:29.053 CET;12,5
2023-01-02 08:26:30.474 CET;12,6
2023-01-02 08:26:41.224 CET;12,5
2023-01-02 08:28:43.313 CET;12,1
2023-01-02 08:28:55.394 CET;14,5
2023-01-02 08:29:06.114 CET;8,6
2023-01-02 08:29:16.742 CET;11,7
2023-01-02 08:29:27.392 CET;12,5
2023-01-02 08:29:38.032 CET;11,7
2023-01-02 08:29:48.832 CET;12,9
2023-01-02 08:31:37.631 CET;13,2
2023-01-02 08:31:47.619 CET;12,3
2023-01-02 08:31:58.269 CET;12,7
2023-01-02 08:33:44.357 CET;12,2
2023-01-02 08:33:54.756 CET;13,3
2023-01-02 08:34:05.556 CET;13,1
2023-01-02 08:34:16.997 CET;12,4
2023-01-02 08:36:18.196 CET;12
2023-01-02 08:36:28.984 CET;9
2023-01-02 08:36:39.716 CET;12,5
2023-01-02 08:36:50.355 CET;12,1
2023-01-02 08:37:01.085 CET;13,5
2023-01-02 08:37:11.724 CET;13,7
2023-01-02 08:37:22.276 CET;12,7
2023-01-02 08:38:54.174 CET;12,6
2023-01-02 08:44:23.627 CET;12,2
2023-01-02 08:44:50.246 CET;12,7
2023-01-02 08:45:00.805 CET;11,3
2023-01-02 08:47:13.233 CET;11,5
2023-01-02 08:47:25.094 CET;13,5
2023-01-02 08:47:40.253 CET;12,7
2023-01-02 08:48:26.681 CET;12,5
2023-01-02 08:48:37.153 CET;12,4
2023-01-02 08:48:48.611 CET;12,1
2023-01-02 08:51:15.569 CET;12,7
2023-01-02 08:51:26.128 CET;12,5
2023-01-02 08:51:36.680 CET;12,7
2023-01-02 08:53:56.306 CET;12,6
2023-01-02 08:54:06.926 CET;12,4
2023-01-02 08:54:17.565 CET;13,2
2023-01-02 08:54:28.125 CET;12,6
2023-01-02 08:54:50.296 CET;13,3
2023-01-02 08:55:00.936 CET;11,9
2023-01-02 08:55:11.736 CET;13,2
2023-01-02 08:55:22.454 CET;12,9
2023-01-02 08:55:33.256 CET;12,3
2023-01-02 08:55:43.966 CET;12,5
2023-01-02 08:55:54.775 CET;13,2
2023-01-02 08:56:05.734 CET;12,2
2023-01-02 08:56:16.283 CET;12,6
2023-01-02 08:56:26.934 CET;13,1
2023-01-02 08:56:47.084 CET;12,6
2023-01-02 08:56:57.563 CET;12,7
2023-01-02 09:26:22.002 CET;11,9
2023-01-02 09:26:32.721 CET;9,5
2023-01-02 09:26:43.492 CET;12,2
2023-01-02 09:27:57.500 CET;11,4
2023-01-02 09:28:07.430 CET;12,9
2023-01-02 09:28:17.420 CET;12
2023-01-02 09:28:28.069 CET;12,4
2023-01-02 09:28:38.789 CET;13
2023-01-02 09:28:50.150 CET;12,7
2023-01-02 09:29:01.671 CET;12,6
2023-01-02 09:29:13.109 CET;11,8
2023-01-02 09:29:24.549 CET;12,7
2023-01-02 09:29:36.160 CET;12,1
2023-01-02 09:29:58.158 CET;11,3
2023-01-02 09:30:08.698 CET;11,6
2023-01-02 09:30:20.318 CET;12,2
2023-01-02 09:31:22.556 CET;12,7
2023-01-02 09:31:34.226 CET;12,2
2023-01-02 09:31:44.717 CET;12,4
2023-01-02 09:31:56.226 CET;12,3
2023-01-02 09:32:07.756 CET;11,9
2023-01-02 09:32:18.147 CET;12,7
2023-01-02 09:32:29.845 CET;11,9
2023-01-02 09:32:40.305 CET;12,9
2023-01-02 09:32:51.756 CET;12,1
2023-01-02 09:33:02.395 CET;12,5
2023-01-02 09:37:07.881 CET;13,3
2023-01-02 09:37:20.691 CET;12,4
2023-01-02 09:37:54.482 CET;13,7
2023-01-02 09:38:08.381 CET;13
2023-01-02 09:40:40.907 CET;13,3
