time;SlideAdjustment
2023-01-13 06:39:48.321 CET;1494,9
2023-01-13 09:40:01.509 CET;1482
2023-01-13 09:45:15.763 CET;1339,2
2023-01-13 14:55:29.096 CET;1341
2023-01-13 14:57:20.536 CET;1482
2023-01-13 15:04:23.230 CET;1341
2023-01-13 18:51:51.743 CET;1473,1
2023-01-13 18:52:00.773 CET;1550
2023-01-13 18:56:17.799 CET;1473,1
2023-01-14 01:11:16.658 CET;1191,6
2023-01-14 06:59:43.141 CET;1214
2023-01-14 10:14:37.861 CET;1191,4
2023-01-16 06:10:59.473 CET;1191,6
2023-01-16 10:56:50.967 CET;1191,4
2023-01-16 14:05:19.118 CET;1191,6
2023-01-16 14:07:35.657 CET;1191,4
2023-01-16 14:37:52.921 CET;1191
2023-01-16 14:39:34.328 CET;1190,8
2023-01-16 14:43:23.246 CET;1191,4
2023-01-16 14:45:06.654 CET;1191
2023-01-16 14:53:45.726 CET;1191,4
2023-01-16 14:55:33.153 CET;1197
2023-01-16 15:27:16.755 CET;1191,4
2023-01-16 22:21:21.977 CET;1480,6
2023-01-17 03:06:15.250 CET;1342,5
2023-01-17 06:56:27.414 CET;1480
2023-01-17 07:52:08.767 CET;1342,5
2023-01-17 11:32:09.463 CET;1480
2023-01-17 12:12:02.029 CET;1342,5
2023-01-17 13:33:31.553 CET;1480
2023-01-17 13:40:50.299 CET;1441,7
2023-01-17 13:41:14.397 CET;1495
2023-01-17 14:12:47.960 CET;1441,7
2023-01-17 19:19:28.444 CET;1480,6
2023-01-17 19:24:25.627 CET;1610
2023-01-17 19:53:32.608 CET;1480,6
2023-01-18 10:27:04.923 CET;1342,5
2023-01-18 10:55:32.744 CET;1343
2023-01-18 11:55:45.173 CET;1616,5
2023-01-18 18:24:30.322 CET;1472,5
2023-01-18 20:02:18.762 CET;1616,5
2023-01-19 02:27:28.043 CET;1516,3
2023-01-19 10:05:54.908 CET;1544,4
2023-01-19 12:00:31.371 CET;1516,3
2023-01-19 17:14:23.585 CET;1341
2023-01-19 19:35:53.486 CET;1191,6
2023-01-20 00:24:47.707 CET;1441,7
2023-01-20 04:22:56.779 CET;1191,6
2023-01-20 12:07:49.177 CET;1194,7
2023-01-20 15:12:41.459 CET;1334,8
2023-01-20 20:13:25.529 CET;1480
2023-01-20 20:21:38.492 CET;1339
2023-01-20 20:21:56.562 CET;1480
2023-01-20 20:27:14.835 CET;1339
2023-01-21 01:50:37.325 CET;1480
2023-01-21 01:56:57.838 CET;1339,2
2023-01-21 01:57:15.908 CET;1482
2023-01-21 02:04:19.602 CET;1339,2
2023-01-21 04:08:28.352 CET;1482
2023-01-21 04:15:21.006 CET;1516,3
2023-01-21 04:15:34.055 CET;1616,5
2023-01-21 04:15:42.095 CET;1618
2023-01-21 14:16:33.053 CET;1616,5
2023-01-21 20:04:27.392 CET;1480,6
2023-01-24 16:00:44.855 CET;1341
2023-01-24 16:38:01.782 CET;1341,3
2023-01-24 16:46:44.875 CET;1341,5
2023-01-24 16:48:12.224 CET;1341
2023-01-24 21:05:13.798 CET;1191,2
2023-01-24 21:05:27.858 CET;1487
2023-01-24 21:15:35.278 CET;1191,2
2023-01-24 21:15:48.328 CET;1196
2023-01-24 21:22:22.911 CET;1191,2
2023-01-25 00:18:44.157 CET;1191,4
2023-01-25 10:05:54.835 CET;1616,5
2023-01-25 14:36:24.658 CET;1355,3
2023-01-25 16:40:40.430 CET;1616,5
2023-01-25 22:13:37.188 CET;1441,7
2023-01-26 10:39:25.875 CET;1495
2023-01-26 10:48:30.046 CET;1339,2
2023-01-26 10:48:45.114 CET;1482
2023-01-26 10:52:32.019 CET;1339,2
2023-01-26 13:13:34.818 CET;1482
2023-01-26 13:32:10.282 CET;1334,8
2023-01-26 13:32:22.322 CET;1480
2023-01-26 13:39:24.006 CET;1334,8
2023-01-26 16:34:55.055 CET;1474,4
2023-01-26 18:24:55.410 CET;1191,6
2023-01-27 09:22:42.515 CET;1339
2023-01-27 13:41:03.420 CET;1480
2023-01-27 13:51:41.961 CET;1441,7
2023-01-27 13:52:28.151 CET;1496
2023-01-27 14:11:08.625 CET;1441,7
2023-01-27 18:59:06.624 CET;1532
2023-01-28 08:42:24.867 CET;1575
2023-01-30 06:15:26.542 CET;1532
2023-01-30 09:09:30.239 CET;1191,9
2023-01-30 17:22:15.276 CET;1339,2
2023-01-30 19:27:41.325 CET;1482
2023-01-31 14:43:44.267 CET;1341
2023-01-31 14:43:56.318 CET;1487
2023-01-31 14:50:11.812 CET;1341
2023-01-31 19:27:54.332 CET;1191,6
2023-01-31 22:39:11.151 CET;1191,4
2023-02-01 06:28:01.483 CET;1441,7
2023-02-01 11:14:35.142 CET;1480,6
2023-02-01 22:06:46.398 CET;1516,3
2023-02-02 08:52:56.214 CET;1191,6
2023-02-02 08:59:43.851 CET;1214
2023-02-02 09:10:32.441 CET;1191,6
2023-02-02 15:01:56.638 CET;1341
2023-02-02 18:19:47.038 CET;1190,6
2023-02-02 21:29:06.394 CET;1191,5
2023-02-03 01:10:36.463 CET;1616,5
2023-02-03 23:32:46.023 CET;1441,7
2023-02-04 00:32:36.032 CET;0
2023-02-04 00:32:39.760 CET;1441,7
2023-02-04 00:32:46.401 CET;0
2023-02-04 00:33:19.529 CET;1441,7
2023-02-04 03:00:05.696 CET;1441,5
2023-02-04 03:00:14.736 CET;1441,4
2023-02-06 11:17:52.782 CET;1189,1
2023-02-06 11:18:07.842 CET;1441,7
2023-02-06 11:34:08.678 CET;1189,1
2023-02-07 15:52:50.552 CET;1191,2
2023-02-07 19:20:21.275 CET;1339,2
2023-02-07 21:23:57.884 CET;1482
2023-02-07 21:34:10.326 CET;1334,8
2023-02-07 21:34:24.385 CET;1480
2023-02-07 21:39:16.552 CET;1334,8
2023-02-08 04:39:20.184 CET;1516,3
2023-02-08 10:50:36.125 CET;1473,5
2023-02-08 13:53:52.035 CET;1516,3
2023-02-08 19:17:03.470 CET;1341
2023-02-08 21:32:39.953 CET;1487
2023-02-08 21:40:12.765 CET;1339
2023-02-08 21:40:53.924 CET;1480
2023-02-08 21:43:24.523 CET;1339
2023-02-09 03:07:27.148 CET;1441,7
2023-02-09 03:07:32.170 CET;1480
2023-02-09 03:10:23.857 CET;1495
2023-02-09 03:14:58.964 CET;1441,7
2023-02-09 08:49:29.098 CET;1191,4
2023-02-09 12:59:53.095 CET;1545,5
2023-02-09 14:21:38.674 CET;1191,4
2023-02-09 20:11:11.427 CET;1191,6
2023-02-10 03:55:15.617 CET;1339,2
2023-02-10 08:52:22.808 CET;1471,5
2023-02-10 08:53:33.085 CET;1482
2023-02-10 08:54:01.196 CET;1471,5
2023-02-10 12:55:09.976 CET;1191,6
2023-02-10 17:50:45.792 CET;1480,6
2023-02-10 23:46:20.986 CET;1339,2
2023-02-10 23:47:06.165 CET;1482
2023-02-10 23:57:00.536 CET;1339,2
2023-02-11 03:41:23.296 CET;1472,5
2023-02-13 11:10:25.753 CET;1441,7
2023-02-13 11:23:50.970 CET;1472,5
2023-02-13 11:24:03.020 CET;1610
2023-02-13 11:28:36.108 CET;1472,5
2023-02-13 12:46:19.736 CET;1441,7
2023-02-13 19:25:57.467 CET;1616,5
2023-02-14 05:28:49.921 CET;1480,6
2023-02-14 17:06:44.134 CET;1341
2023-02-14 19:25:37.411 CET;1487
2023-02-14 19:35:06.680 CET;1334,8
2023-02-14 19:35:47.849 CET;1480
2023-02-14 20:05:09.884 CET;1334,8
2023-02-15 03:24:50.213 CET;1472,5
2023-02-15 04:24:44.582 CET;1471,5
2023-02-15 08:15:39.907 CET;1610
2023-02-15 09:25:53.739 CET;1471,5
2023-02-15 13:32:43.877 CET;1341
2023-02-15 18:08:40.990 CET;1482
2023-02-15 18:10:45.486 CET;1339
2023-02-15 18:11:10.588 CET;1480
2023-02-15 18:15:09.542 CET;1339
2023-02-15 23:04:58.983 CET;1616,5
2023-02-16 04:42:57.967 CET;1191,2
2023-02-16 09:23:53.279 CET;1194,7
2023-02-16 13:14:40.572 CET;1516,3
2023-02-17 05:21:51.331 CET;1191,9
2023-02-17 07:31:50.476 CET;1516,3
2023-02-17 08:43:30.645 CET;1191,9
2023-02-17 12:06:28.292 CET;1191,4
2023-02-17 22:28:44.394 CET;1441,7
2023-02-18 03:29:58.578 CET;1480,6
2023-02-20 16:13:32.448 CET;1339,2
2023-02-20 19:21:12.420 CET;1191,6
2023-02-21 03:20:41.299 CET;1214
2023-02-21 05:26:44.496 CET;1191,6
2023-02-21 15:07:50.743 CET;1339,2
2023-02-21 17:33:03.553 CET;1341
2023-02-21 17:34:24.874 CET;1482
2023-02-21 17:37:16.559 CET;1341
2023-02-21 17:37:28.609 CET;1482
2023-02-21 17:40:49.415 CET;1341
2023-02-21 20:35:58.410 CET;1487
2023-02-21 20:36:28.529 CET;1482
2023-02-21 20:38:15.959 CET;1341
2023-02-21 20:38:53.107 CET;1482
2023-02-21 20:41:55.835 CET;1341
2023-02-21 22:41:32.453 CET;1487
2023-02-21 23:08:25.894 CET;1191,9
2023-02-21 23:08:45.974 CET;1230
2023-02-21 23:42:18.010 CET;1341
2023-02-21 23:42:33.071 CET;1487
2023-02-22 05:37:31.121 CET;1341
2023-02-22 06:49:46.427 CET;1334,8
2023-02-22 06:49:57.469 CET;1487,1
2023-02-22 06:54:34.594 CET;1480
2023-02-22 06:57:48.361 CET;1334,8
2023-02-22 15:27:14.423 CET;1441,7
2023-02-22 19:54:58.582 CET;1193,9
2023-02-22 20:05:09.023 CET;1215
2023-02-22 20:06:14.282 CET;1214
2023-02-22 20:08:52.908 CET;1193,9
2023-02-23 03:11:41.216 CET;1355,3
2023-02-23 08:40:07.451 CET;1355,3
2023-02-23 08:57:24.153 CET;1355,3
2023-02-23 08:58:15.982 CET;1355,3
2023-02-23 09:15:19.553 CET;1355,3
2023-02-23 09:16:39.983 CET;1355,3
2023-02-23 09:17:14.322 CET;1355,3
2023-02-23 09:17:29.262 CET;1355,3
2023-02-23 09:20:51.835 CET;1355,3
2023-02-23 09:34:18.069 CET;1355,3
2023-02-23 09:35:50.688 CET;1355,3
2023-02-23 09:40:17.328 CET;1355,3
2023-02-23 09:40:50.605 CET;1355,3
2023-02-23 09:43:04.209 CET;1355,3
2023-02-23 09:43:41.559 CET;1355,3
2023-02-23 09:51:29.756 CET;1355,3
2023-02-23 09:51:29.808 CET;1355,3
2023-02-23 10:07:38.891 CET;1355
2023-02-23 10:14:47.973 CET;1355
2023-02-23 10:14:48.026 CET;1355
2023-02-23 10:25:49.243 CET;1339
2023-02-23 11:02:59.029 CET;1339
2023-02-23 11:02:59.081 CET;1339
2023-02-23 11:05:06.588 CET;1339
2023-02-23 11:05:06.638 CET;1339
2023-02-23 11:06:18.926 CET;1339
2023-02-23 11:06:18.976 CET;1339
2023-02-23 11:06:39.595 CET;1339
2023-02-23 11:06:39.647 CET;1339
2023-02-23 13:00:23.191 CET;1339
2023-02-23 13:00:23.243 CET;1339
2023-02-23 14:47:18.357 CET;1339
2023-02-23 14:47:18.407 CET;1339
2023-02-23 14:55:11.005 CET;1339
2023-02-23 15:00:12.484 CET;1339
2023-02-23 15:01:54.526 CET;1339
2023-02-23 15:07:58.368 CET;1339
2023-02-23 15:16:02.418 CET;1339
2023-02-23 15:55:13.163 CET;1616,5
2023-02-23 22:30:32.901 CET;1355,3
2023-02-23 23:39:33.436 CET;1355
2023-02-24 00:06:54.990 CET;1354
2023-02-24 00:17:19.493 CET;1356
2023-02-24 00:28:20.132 CET;1355,3
2023-02-24 00:45:34.255 CET;1354,8
2023-02-24 05:15:13.887 CET;1355,3
2023-02-24 08:46:48.582 CET;1474,7
2023-02-24 12:01:34.260 CET;1191,4
2023-02-24 19:17:10.654 CET;1473,5
2023-02-24 23:04:13.048 CET;1250
2023-02-25 00:27:30.003 CET;1200
2023-02-25 00:38:46.701 CET;1197
2023-02-25 00:40:37.151 CET;1196
2023-02-25 00:41:26.351 CET;1195,5
2023-02-25 00:42:00.480 CET;1195
2023-02-25 00:42:43.660 CET;1194,5
2023-02-25 00:43:21.809 CET;1194
2023-02-25 01:01:37.183 CET;1193,5
2023-02-25 01:02:26.381 CET;1193
2023-02-25 01:21:53.036 CET;1192,7
2023-02-25 02:54:02.125 CET;1192,3
2023-02-25 03:02:05.059 CET;1192
2023-02-25 03:08:58.703 CET;1191,7
2023-02-25 23:17:02.119 CET;1200
2023-02-25 23:17:49.309 CET;1220
2023-02-25 23:18:22.437 CET;1205
2023-02-26 03:38:58.877 CET;1191,7
2023-02-27 08:41:12.520 CET;1191,7
2023-02-27 13:14:42.479 CET;1190,6
2023-02-27 17:48:07.226 CET;1441,7
2023-02-27 21:45:29.117 CET;1191,2
2023-02-28 00:50:37.470 CET;1480,6
2023-02-28 06:24:31.471 CET;1191,7
2023-02-28 10:47:24.463 CET;1473,1
2023-02-28 19:09:08.648 CET;1480,6
