time;Gear3MaxTorque
2023-01-02 06:16:25.881 CET;6
2023-01-02 06:17:12.480 CET;4,8
2023-01-02 06:19:05.709 CET;8,4
2023-01-02 07:15:02.328 CET;43,2
2023-01-02 07:16:27.207 CET;42,6
2023-01-02 07:56:46.046 CET;44,1
2023-01-02 07:56:57.697 CET;43,1
2023-01-02 07:57:09.375 CET;43,2
2023-01-02 07:57:20.907 CET;42,3
2023-01-02 07:57:32.456 CET;43,2
2023-01-02 08:00:18.163 CET;43,4
2023-01-02 08:01:54.851 CET;43,6
2023-01-02 08:02:08.743 CET;43,7
2023-01-02 08:06:30.915 CET;43,2
2023-01-02 08:08:02.444 CET;43,6
2023-01-02 08:08:13.555 CET;43,8
2023-01-02 08:08:24.295 CET;43,2
2023-01-02 08:08:35.775 CET;42,6
2023-01-02 08:08:46.174 CET;43,5
2023-01-02 08:10:31.334 CET;43,6
2023-01-02 08:10:42.812 CET;42,7
2023-01-02 08:13:20.801 CET;43,4
2023-01-02 08:13:31.230 CET;42,3
2023-01-02 08:13:41.819 CET;42,7
2023-01-02 08:15:46.397 CET;43,2
2023-01-02 08:17:33.105 CET;43,7
2023-01-02 08:17:45.634 CET;42,8
2023-01-02 08:17:57.224 CET;43
2023-01-02 08:18:21.464 CET;42,6
2023-01-02 08:18:33.464 CET;42,8
2023-01-02 08:18:45.793 CET;42,6
2023-01-02 08:19:04.033 CET;42,8
2023-01-02 08:26:22.644 CET;43,5
2023-01-02 08:26:33.305 CET;42,6
2023-01-02 08:28:20.473 CET;43,6
2023-01-02 08:28:30.983 CET;42,3
2023-01-02 08:28:54.434 CET;41,6
2023-01-02 08:29:06.503 CET;43,3
2023-01-02 08:29:17.871 CET;42,7
2023-01-02 08:29:28.513 CET;42,9
2023-01-02 08:29:40.032 CET;43,1
2023-01-02 08:29:50.510 CET;43
2023-01-02 08:31:38.891 CET;43,2
2023-01-02 08:31:50.348 CET;42,3
2023-01-02 08:32:00.898 CET;42,6
2023-01-02 08:33:35.437 CET;43,3
2023-01-02 08:33:46.117 CET;43,2
2023-01-02 08:33:57.566 CET;42
2023-01-02 08:34:09.236 CET;42,2
2023-01-02 08:34:19.707 CET;42,4
2023-01-02 08:36:29.375 CET;43,3
2023-01-02 08:36:40.674 CET;42,9
2023-01-02 08:36:51.555 CET;43,4
2023-01-02 08:37:02.125 CET;43,1
2023-01-02 08:37:13.565 CET;42,1
2023-01-02 08:37:25.085 CET;42,8
2023-01-02 08:38:55.433 CET;42,9
2023-01-02 08:39:05.872 CET;42,6
2023-01-02 08:44:41.836 CET;42,7
2023-01-02 08:45:01.405 CET;42,6
2023-01-02 08:47:13.382 CET;43,4
2023-01-02 08:47:30.134 CET;42,8
2023-01-02 08:47:55.572 CET;43
2023-01-02 08:48:07.163 CET;42,6
2023-01-02 08:48:18.762 CET;43,3
2023-01-02 08:48:29.253 CET;42,3
2023-01-02 08:48:52.213 CET;42,5
2023-01-02 08:49:02.693 CET;42,4
2023-01-02 08:49:53.030 CET;42,9
2023-01-02 08:51:26.970 CET;43,1
2023-01-02 08:51:38.608 CET;42,7
2023-01-02 08:51:49.157 CET;42,4
2023-01-02 08:54:07.706 CET;44,1
2023-01-02 08:54:19.266 CET;42,6
2023-01-02 08:54:30.816 CET;42,8
2023-01-02 08:54:41.325 CET;42
2023-01-02 08:54:51.736 CET;43,1
2023-01-02 08:55:03.256 CET;42,1
2023-01-02 08:55:13.805 CET;42,7
2023-01-02 08:55:25.335 CET;42,9
2023-01-02 08:55:35.734 CET;42,5
2023-01-02 08:55:46.226 CET;42,7
2023-01-02 08:55:57.865 CET;42,8
2023-01-02 08:56:08.285 CET;42,1
2023-01-02 08:56:18.844 CET;42,5
2023-01-02 08:56:39.174 CET;43,2
2023-01-02 08:56:49.654 CET;42,8
2023-01-02 08:57:01.334 CET;43
2023-01-02 08:57:11.805 CET;42,3
2023-01-02 09:26:33.151 CET;43,7
2023-01-02 09:26:44.631 CET;43,1
2023-01-02 09:28:08.631 CET;43
2023-01-02 09:28:20.160 CET;41,3
2023-01-02 09:28:30.710 CET;42,6
2023-01-02 09:28:42.240 CET;41,5
2023-01-02 09:28:53.670 CET;42,1
2023-01-02 09:29:05.111 CET;41,4
2023-01-02 09:29:16.630 CET;42,1
2023-01-02 09:29:28.230 CET;42,3
2023-01-02 09:29:38.779 CET;42,2
2023-01-02 09:29:50.309 CET;42
2023-01-02 09:30:12.309 CET;42,4
2023-01-02 09:31:14.657 CET;43,4
2023-01-02 09:31:26.316 CET;42,8
2023-01-02 09:31:36.796 CET;42,5
2023-01-02 09:31:48.246 CET;42,2
2023-01-02 09:32:21.917 CET;42,4
2023-01-02 09:32:32.306 CET;42,1
2023-01-02 09:32:43.835 CET;42,2
2023-01-02 09:32:54.315 CET;42,3
2023-01-02 09:37:01.082 CET;42,4
2023-01-02 09:37:12.713 CET;42,6
2023-01-02 09:37:46.651 CET;42,9
2023-01-02 09:40:32.959 CET;43
2023-01-02 09:40:51.038 CET;42,7
2023-01-02 09:41:12.328 CET;42,6
2023-01-02 09:41:22.877 CET;42,3
2023-01-02 09:45:51.433 CET;43,8
2023-01-02 09:49:00.279 CET;43,1
2023-01-02 09:49:22.328 CET;42,1
2023-01-02 09:49:33.858 CET;42,7
2023-01-02 09:49:44.407 CET;42,5
2023-01-02 09:49:54.887 CET;42
2023-01-02 09:50:06.407 CET;42,5
2023-01-02 09:50:16.898 CET;41,9
2023-01-02 09:50:28.497 CET;42,2
2023-01-02 09:50:38.967 CET;41,9
2023-01-02 09:50:49.526 CET;42,3
2023-01-02 09:51:00.167 CET;42,1
2023-01-02 09:51:11.857 CET;42,4
2023-01-02 09:51:22.326 CET;41,9
2023-01-02 09:52:20.276 CET;42,9
2023-01-02 09:52:30.815 CET;43,3
2023-01-02 09:52:42.255 CET;42
2023-01-02 09:52:53.864 CET;42,9
2023-01-02 09:53:04.253 CET;42,2
2023-01-02 09:53:15.854 CET;42,1
2023-01-02 09:54:49.092 CET;42,7
2023-01-02 09:55:01.612 CET;42,5
2023-01-02 09:55:12.973 CET;42,3
2023-01-02 09:55:23.443 CET;42,2
2023-01-02 09:55:35.052 CET;42,1
2023-01-02 09:55:45.622 CET;42
2023-01-02 09:55:56.092 CET;41,9
2023-01-02 09:56:07.622 CET;42,2
2023-01-02 09:56:19.131 CET;42,4
2023-01-02 09:56:29.621 CET;41,9
2023-01-02 09:56:52.661 CET;42,4
2023-01-02 09:57:08.331 CET;42,5
2023-01-02 09:57:30.492 CET;42,6
2023-01-02 09:57:41.941 CET;42,3
2023-01-02 09:57:52.569 CET;42,1
2023-01-02 09:58:03.130 CET;42,3
2023-01-02 09:58:13.609 CET;42,4
2023-01-02 09:58:35.789 CET;41,8
2023-01-02 09:58:55.940 CET;42,5
2023-01-02 10:00:57.197 CET;42,9
2023-01-02 10:01:08.816 CET;42,1
2023-01-02 10:01:29.946 CET;42
2023-01-02 10:02:57.914 CET;42,5
2023-01-02 10:03:08.573 CET;42,1
2023-01-02 10:03:20.105 CET;41,4
2023-01-02 10:03:30.505 CET;42
2023-01-02 10:03:42.105 CET;43
2023-01-02 10:03:53.543 CET;42,5
2023-01-02 10:04:04.983 CET;42,9
2023-01-02 10:04:16.414 CET;42,2
2023-01-02 10:04:27.933 CET;42,6
2023-01-02 10:04:38.503 CET;42,1
2023-01-02 10:04:48.993 CET;42,4
2023-01-02 10:04:59.542 CET;41,9
2023-01-02 10:05:11.062 CET;42,1
2023-01-02 10:05:21.622 CET;42,4
2023-01-02 10:05:33.223 CET;42,2
2023-01-02 10:05:43.780 CET;41,9
2023-01-02 10:07:03.881 CET;42,5
2023-01-02 10:07:25.069 CET;42,3
2023-01-02 10:07:35.539 CET;42,2
2023-01-02 10:08:42.217 CET;42,6
2023-01-02 10:08:53.709 CET;42,9
2023-01-02 10:09:04.257 CET;42,2
2023-01-02 10:09:15.857 CET;42,3
2023-01-02 10:09:26.417 CET;42,1
2023-01-02 10:10:00.026 CET;42,4
2023-01-02 10:10:10.426 CET;43,1
2023-01-02 10:10:22.016 CET;42,2
2023-01-02 10:10:32.506 CET;42,4
2023-01-02 10:10:43.055 CET;42
2023-01-02 10:11:58.854 CET;43
2023-01-02 10:12:09.384 CET;42,3
2023-01-02 10:12:19.953 CET;42,4
2023-01-02 10:14:15.602 CET;42,3
2023-01-02 10:15:41.594 CET;42,7
2023-01-02 10:15:52.032 CET;42
2023-01-02 10:16:19.644 CET;42,5
2023-01-02 10:16:30.582 CET;42,8
2023-01-02 10:16:42.033 CET;42,3
2023-01-02 10:16:53.545 CET;42,7
2023-01-02 10:17:04.115 CET;42,5
2023-01-02 10:17:15.714 CET;43
2023-01-02 10:17:26.354 CET;42,8
2023-01-02 10:17:47.394 CET;42,6
2023-01-02 10:18:20.994 CET;42
2023-01-02 10:18:37.405 CET;42,2
2023-01-02 10:18:48.984 CET;42,3
2023-01-02 10:18:59.565 CET;42,7
2023-01-02 10:21:10.265 CET;42,1
2023-01-02 10:24:06.802 CET;42,8
2023-01-02 10:24:17.802 CET;42,1
2023-01-02 10:24:31.013 CET;43,3
2023-01-02 10:42:15.953 CET;41,9
2023-01-02 10:50:22.755 CET;42,2
2023-01-02 10:51:14.973 CET;41
2023-01-02 10:53:52.470 CET;42,2
2023-01-02 10:55:19.019 CET;43,5
2023-01-02 10:56:58.266 CET;42,6
2023-01-02 10:57:10.788 CET;42,8
2023-01-02 10:57:25.108 CET;42,5
2023-01-02 10:57:37.187 CET;41,6
2023-01-02 10:57:48.778 CET;42,5
2023-01-02 10:58:00.298 CET;41,8
2023-01-02 10:58:10.788 CET;42
2023-01-02 10:58:21.575 CET;43,1
2023-01-02 10:58:32.707 CET;42,4
2023-01-02 10:58:44.226 CET;41,8
2023-01-02 10:58:54.786 CET;41,9
2023-01-02 10:59:05.346 CET;42,4
2023-01-02 10:59:15.986 CET;41,9
2023-01-02 10:59:26.625 CET;42,8
2023-01-02 11:00:25.453 CET;42,5
2023-01-02 11:00:36.543 CET;42,9
2023-01-02 11:00:47.104 CET;42,1
2023-01-02 11:01:08.303 CET;41,9
2023-01-02 11:01:18.943 CET;42,5
2023-01-02 11:01:30.382 CET;41,9
2023-01-02 11:01:40.782 CET;42,4
2023-01-02 11:23:30.430 CET;43,4
2023-01-02 11:24:02.499 CET;43,9
2023-01-02 11:24:13.678 CET;43,3
2023-01-02 11:24:34.799 CET;43,1
2023-01-02 11:24:46.239 CET;42,9
2023-01-02 11:25:33.138 CET;43
2023-01-02 11:37:23.575 CET;9,6
2023-01-02 11:40:36.451 CET;4
2023-01-02 12:24:55.914 CET;42,1
2023-01-02 12:31:57.398 CET;42,5
2023-01-02 12:32:17.739 CET;42,1
2023-01-02 12:37:35.503 CET;42,9
2023-01-02 12:37:45.344 CET;42,4
2023-01-02 12:37:54.382 CET;41,9
2023-01-02 12:38:03.423 CET;40,4
2023-01-02 12:38:12.374 CET;41,8
2023-01-02 12:38:21.263 CET;41,7
2023-01-02 12:38:30.221 CET;41,9
2023-01-02 12:38:39.332 CET;41,7
2023-01-02 12:38:48.371 CET;42,3
2023-01-02 12:38:57.582 CET;41,5
2023-01-02 12:39:06.611 CET;42,3
2023-01-02 12:39:15.582 CET;41,9
2023-01-02 12:39:24.542 CET;42,2
2023-01-02 12:39:33.421 CET;42,1
2023-01-02 12:40:36.410 CET;41,9
2023-01-02 12:40:46.150 CET;41,7
2023-01-02 12:40:55.088 CET;42
2023-01-02 12:41:04.158 CET;41,8
2023-01-02 12:41:13.098 CET;42,1
2023-01-02 12:41:22.049 CET;42
2023-01-02 12:41:39.819 CET;41,8
2023-01-02 12:41:48.698 CET;42
2023-01-02 12:41:57.740 CET;42,1
2023-01-02 12:42:15.579 CET;41,7
2023-01-02 12:42:44.157 CET;41,9
2023-01-02 12:42:53.507 CET;42,1
2023-01-02 12:43:11.269 CET;42,4
2023-01-02 12:43:20.138 CET;41,7
2023-01-02 12:43:29.017 CET;42,2
2023-01-02 12:43:37.907 CET;42,1
2023-01-02 12:43:46.857 CET;41,7
2023-01-02 12:43:55.747 CET;41,3
2023-01-02 12:44:04.627 CET;42,1
2023-01-02 12:44:13.588 CET;41,3
2023-01-02 12:44:22.457 CET;41,6
2023-01-02 12:44:40.387 CET;41,8
2023-01-02 12:44:49.256 CET;42
2023-01-02 12:44:58.226 CET;41,6
2023-01-02 12:45:07.186 CET;42,5
2023-01-02 12:45:16.145 CET;42,4
2023-01-02 12:45:25.186 CET;42,1
2023-01-02 12:45:34.065 CET;41,8
2023-01-02 12:45:51.996 CET;41,5
2023-01-02 12:46:00.956 CET;42,3
2023-01-02 12:46:09.996 CET;42,4
2023-01-02 12:46:18.875 CET;42,2
2023-01-02 12:46:54.954 CET;41,9
2023-01-02 12:47:12.864 CET;42,3
2023-01-02 12:47:21.914 CET;42,5
2023-01-02 12:47:30.783 CET;41,3
2023-01-02 12:47:39.674 CET;42,6
2023-01-02 12:47:48.555 CET;42,1
2023-01-02 12:47:57.503 CET;42,2
2023-01-02 12:48:06.542 CET;42,8
2023-01-02 12:48:15.352 CET;41,6
2023-01-02 12:48:24.392 CET;42,3
2023-01-02 12:48:33.263 CET;41,7
2023-01-02 12:48:42.233 CET;42,3
2023-01-02 12:48:51.352 CET;41,7
2023-01-02 12:49:00.471 CET;42,3
2023-01-02 12:49:09.431 CET;42
2023-01-02 12:49:18.482 CET;42,6
2023-01-02 12:49:27.592 CET;41,8
2023-01-02 12:49:36.641 CET;42,4
2023-01-02 12:49:45.592 CET;42,9
2023-01-02 12:49:54.782 CET;41,8
2023-01-02 12:50:12.711 CET;42,2
2023-01-02 12:50:21.670 CET;41,9
2023-01-02 12:50:39.591 CET;42,2
2023-01-02 12:50:48.890 CET;41,8
2023-01-02 12:50:57.809 CET;42,2
2023-01-02 12:51:06.809 CET;42,1
2023-01-02 12:51:15.670 CET;42,2
2023-01-02 12:51:24.709 CET;42,3
2023-01-02 12:51:33.680 CET;42,1
2023-01-02 12:51:42.789 CET;42,2
2023-01-02 12:51:51.920 CET;42,1
2023-01-02 12:52:00.868 CET;42,5
2023-01-02 12:52:09.989 CET;41,4
2023-01-02 12:52:18.950 CET;42,5
2023-01-02 12:52:27.997 CET;41,9
2023-01-02 12:52:36.959 CET;42,2
2023-01-02 12:52:45.838 CET;42
2023-01-02 12:52:54.878 CET;42,4
2023-01-02 12:53:12.727 CET;42,1
2023-01-02 12:53:21.657 CET;42,2
2023-01-02 12:53:30.736 CET;42
2023-01-02 12:53:39.687 CET;42,4
2023-01-02 12:53:48.536 CET;42,1
2023-01-02 12:53:57.536 CET;41,9
2023-01-02 12:54:06.486 CET;42,3
2023-01-02 12:54:24.496 CET;41,8
2023-01-02 12:54:33.426 CET;41,9
2023-01-02 12:54:42.395 CET;42
2023-01-02 12:54:51.506 CET;42,3
2023-01-02 12:55:00.565 CET;42,1
2023-01-02 12:55:09.515 CET;42,2
2023-01-02 12:55:18.476 CET;42,5
2023-01-02 12:55:27.436 CET;42,7
2023-01-02 12:55:36.476 CET;42,3
2023-01-02 12:55:45.355 CET;42,1
2023-01-02 12:55:54.394 CET;42,2
2023-01-02 12:56:03.523 CET;41,9
2023-01-02 12:56:12.494 CET;42,3
2023-01-02 12:56:21.654 CET;42
2023-01-02 12:56:30.642 CET;41,7
2023-01-02 12:56:39.614 CET;42
2023-01-02 12:56:48.523 CET;41,7
2023-01-02 12:56:57.622 CET;42
2023-01-02 12:57:06.552 CET;41,6
2023-01-02 12:57:15.592 CET;43
2023-01-02 12:57:24.483 CET;42,4
2023-01-02 12:57:42.641 CET;42
2023-01-02 12:57:51.601 CET;42,1
2023-01-02 12:58:00.562 CET;41,8
2023-01-02 12:58:09.532 CET;41,9
2023-01-02 12:58:18.473 CET;42,5
2023-01-02 12:58:27.451 CET;41,8
2023-01-02 12:58:36.482 CET;41,9
2023-01-02 12:58:45.441 CET;42
2023-01-02 12:58:54.401 CET;42,1
2023-01-02 12:59:03.440 CET;42,2
2023-01-02 12:59:21.519 CET;42,3
2023-01-02 12:59:30.480 CET;42,1
2023-01-02 12:59:39.440 CET;42
2023-01-02 12:59:48.400 CET;41,8
2023-01-02 12:59:57.359 CET;42
2023-01-02 13:00:06.640 CET;42,5
2023-01-02 13:00:15.609 CET;42,1
2023-01-02 13:00:24.719 CET;42,2
2023-01-02 13:00:33.678 CET;41,8
2023-01-02 13:00:42.648 CET;42,2
2023-01-02 13:01:00.657 CET;41,8
2023-01-02 13:01:09.578 CET;42,3
2023-01-02 13:01:18.588 CET;42,1
2023-01-02 13:01:27.528 CET;42
2023-01-02 13:01:45.437 CET;42,2
