time;Gear3MaxTorque
2023-01-02 11:24:11.809 CET;29,3
2023-01-02 11:24:22.328 CET;28,3
2023-01-02 11:24:33.029 CET;27,9
2023-01-02 11:24:43.608 CET;28,8
2023-01-02 11:36:05.075 CET;25,6
2023-01-02 11:40:02.621 CET;22,6
2023-01-02 12:24:21.395 CET;16,8
2023-01-02 12:31:47.269 CET;16,2
2023-01-02 12:37:25.713 CET;16,9
2023-01-02 12:37:34.763 CET;16,8
2023-01-02 12:37:43.903 CET;17
2023-01-02 12:37:52.943 CET;16,8
2023-01-02 12:38:01.832 CET;16,7
2023-01-02 12:38:10.703 CET;16,8
2023-01-02 12:38:19.671 CET;16,6
2023-01-02 12:38:28.871 CET;17,1
2023-01-02 12:38:37.832 CET;16,5
2023-01-02 12:38:47.032 CET;17,1
2023-01-02 12:38:55.742 CET;17,3
2023-01-02 12:39:04.621 CET;16,3
2023-01-02 12:39:13.822 CET;17
2023-01-02 12:39:31.831 CET;17,2
2023-01-02 12:39:40.700 CET;16,7
2023-01-02 12:39:49.831 CET;16,8
2023-01-02 12:40:42.619 CET;16,5
2023-01-02 12:41:01.279 CET;16,6
2023-01-02 12:41:10.398 CET;16,5
2023-01-02 12:41:54.880 CET;16,3
2023-01-02 12:42:03.990 CET;16,7
2023-01-02 12:42:21.757 CET;16,5
2023-01-02 12:42:50.358 CET;16,4
2023-01-02 12:42:59.769 CET;16,3
2023-01-02 12:43:08.398 CET;16,4
2023-01-02 12:43:17.517 CET;16,3
2023-01-02 12:43:26.237 CET;16,4
2023-01-02 12:43:35.276 CET;16,3
2023-01-02 12:43:44.078 CET;16,4
2023-01-02 12:44:01.987 CET;16,3
2023-01-02 12:44:10.806 CET;16,2
2023-01-02 12:44:28.476 CET;16,4
2023-01-02 12:44:37.756 CET;16,2
2023-01-02 12:44:46.477 CET;16,4
2023-01-02 12:44:55.427 CET;16,1
2023-01-02 12:45:04.395 CET;16,5
2023-01-02 12:45:13.437 CET;16,2
2023-01-02 12:45:22.395 CET;16,3
2023-01-02 12:45:31.357 CET;16,2
2023-01-02 12:46:07.526 CET;16,4
2023-01-02 12:46:25.434 CET;16,8
2023-01-02 12:46:34.476 CET;16,7
2023-01-02 12:46:43.595 CET;16,8
2023-01-02 12:46:52.315 CET;16,5
2023-01-02 12:47:01.365 CET;16,4
2023-01-02 12:47:10.563 CET;16,7
2023-01-02 12:47:19.515 CET;16,6
2023-01-02 12:47:28.563 CET;16,8
2023-01-02 12:47:37.684 CET;17,1
2023-01-02 12:47:46.723 CET;17
2023-01-02 12:47:55.513 CET;17,1
2023-01-02 12:48:04.802 CET;16,9
2023-01-02 12:48:13.842 CET;17
2023-01-02 12:48:22.723 CET;17,1
2023-01-02 12:48:31.763 CET;17
2023-01-02 12:48:40.884 CET;17,1
2023-01-02 12:48:49.924 CET;16,8
2023-01-02 12:48:58.891 CET;17,2
2023-01-02 12:49:07.921 CET;17,3
2023-01-02 12:49:17.042 CET;16,9
2023-01-02 12:49:26.082 CET;17,1
2023-01-02 12:49:34.961 CET;16,9
2023-01-02 12:49:44.253 CET;17,4
2023-01-02 12:49:53.040 CET;16,9
2023-01-02 12:50:02.082 CET;17,3
2023-01-02 12:50:11.042 CET;17,1
2023-01-02 12:50:20.082 CET;17,4
2023-01-02 12:50:29.039 CET;17,1
2023-01-02 12:50:38.400 CET;16,9
2023-01-02 12:50:47.279 CET;17,2
2023-01-02 12:50:56.250 CET;17,1
2023-01-02 12:51:05.130 CET;16,9
2023-01-02 12:51:14.170 CET;17,4
2023-01-02 12:51:23.130 CET;17,2
2023-01-02 12:51:32.329 CET;17,1
2023-01-02 12:51:41.369 CET;17
2023-01-02 12:51:50.319 CET;17,3
2023-01-02 12:52:08.408 CET;17,5
2023-01-02 12:52:17.279 CET;17,1
2023-01-02 12:52:25.937 CET;16,8
2023-01-02 12:52:35.038 CET;16,9
2023-01-02 12:52:43.927 CET;16,8
2023-01-02 12:53:01.918 CET;17,3
2023-01-02 12:53:10.888 CET;17,7
2023-01-02 12:53:19.838 CET;17,4
2023-01-02 12:53:28.957 CET;17,3
2023-01-02 12:53:37.846 CET;17,6
2023-01-02 12:53:46.877 CET;16,9
2023-01-02 12:53:55.926 CET;17,3
2023-01-02 12:54:04.875 CET;17,2
2023-01-02 12:54:22.875 CET;17,3
2023-01-02 12:54:31.845 CET;17,4
2023-01-02 12:54:40.966 CET;17,3
2023-01-02 12:54:49.846 CET;17,1
2023-01-02 12:54:58.895 CET;17
2023-01-02 12:55:07.926 CET;17,4
2023-01-02 12:55:16.895 CET;17,2
2023-01-02 12:55:25.926 CET;17,3
2023-01-02 12:55:34.815 CET;17
2023-01-02 12:55:43.855 CET;17,1
2023-01-02 12:55:53.055 CET;17,2
2023-01-02 12:56:02.013 CET;17
2023-01-02 12:56:11.134 CET;17,2
2023-01-02 12:56:20.084 CET;17,1
2023-01-02 12:56:29.053 CET;17,3
2023-01-02 12:56:46.963 CET;17,2
2023-01-02 12:56:56.003 CET;17,4
2023-01-02 12:57:13.844 CET;17
2023-01-02 12:57:22.963 CET;17,3
2023-01-02 12:57:31.851 CET;17,1
2023-01-02 12:57:40.812 CET;17,4
2023-01-02 12:57:49.851 CET;17,3
2023-01-02 12:58:07.943 CET;17,4
2023-01-02 12:58:16.743 CET;17,3
2023-01-02 12:58:34.881 CET;17,2
2023-01-02 12:58:43.861 CET;16,7
2023-01-02 12:58:52.891 CET;17,1
2023-01-02 12:59:19.930 CET;17,2
2023-01-02 12:59:28.890 CET;17,4
2023-01-02 12:59:37.849 CET;17,1
2023-01-02 12:59:46.811 CET;17,3
2023-01-02 13:00:14.178 CET;17
2023-01-02 13:00:22.970 CET;17,2
2023-01-02 13:00:32.088 CET;17,3
2023-01-02 13:00:59.049 CET;17,5
2023-01-02 13:01:08.017 CET;17,2
2023-01-02 13:01:16.977 CET;17
2023-01-02 13:01:25.927 CET;17,1
2023-01-02 13:01:52.888 CET;17,3
2023-01-02 13:02:01.767 CET;17,1
2023-01-02 13:02:10.657 CET;17
2023-01-02 13:02:19.937 CET;17,4
2023-01-02 13:02:28.808 CET;17,1
2023-01-02 13:02:46.818 CET;17
2023-01-02 13:02:55.946 CET;17,2
2023-01-02 13:03:04.816 CET;17,1
2023-01-02 13:03:22.655 CET;17,4
2023-01-02 13:03:31.766 CET;17,1
2023-01-02 13:03:40.575 CET;17,5
2023-01-02 13:03:49.694 CET;17,3
2023-01-02 13:04:07.535 CET;17,2
2023-01-02 13:04:16.496 CET;17
2023-01-02 13:04:25.444 CET;17,1
2023-01-02 13:04:34.335 CET;17,2
2023-01-02 13:04:52.334 CET;17,7
2023-01-02 13:05:01.214 CET;16,8
2023-01-02 13:05:10.255 CET;17,3
2023-01-02 13:05:19.224 CET;17,4
2023-01-02 13:05:28.094 CET;17,1
2023-01-02 13:05:55.052 CET;17,5
2023-01-02 13:06:04.013 CET;17,4
2023-01-02 13:06:13.134 CET;17,3
2023-01-02 13:06:22.171 CET;17,4
2023-01-02 13:06:31.132 CET;17,3
2023-01-02 13:06:58.013 CET;17,2
2023-01-02 13:07:06.982 CET;17,3
2023-01-02 13:07:16.102 CET;17,1
2023-01-02 13:07:24.901 CET;17,2
2023-01-02 13:07:34.022 CET;17
2023-01-02 13:07:42.971 CET;17,1
2023-01-02 13:08:00.982 CET;17
2023-01-02 13:08:09.941 CET;17,3
2023-01-02 13:08:18.901 CET;17,4
2023-01-02 13:08:27.861 CET;17,5
2023-01-02 13:08:36.980 CET;17,3
2023-01-02 13:08:45.861 CET;17,2
2023-01-02 13:08:54.980 CET;17,1
2023-01-02 13:09:03.940 CET;17
2023-01-02 13:09:22.089 CET;17,2
2023-01-02 13:09:40.099 CET;17,3
2023-01-02 13:09:49.130 CET;17
2023-01-02 13:09:58.099 CET;17,3
2023-01-02 13:10:07.059 CET;17,8
2023-01-02 13:10:16.019 CET;17,2
2023-01-02 13:10:24.990 CET;17,3
2023-01-02 13:10:34.089 CET;17,4
2023-01-02 13:10:42.910 CET;17,3
2023-01-02 13:10:51.769 CET;17
2023-01-02 13:11:00.819 CET;17,3
2023-01-02 13:11:09.858 CET;17,4
2023-01-02 13:11:18.969 CET;17,3
2023-01-02 13:11:54.578 CET;17,2
2023-01-02 13:12:03.459 CET;17,3
2023-01-02 13:12:21.697 CET;17,8
2023-01-02 13:12:30.578 CET;17
2023-01-02 13:12:39.628 CET;17,2
2023-01-02 13:12:48.648 CET;17
2023-01-02 13:12:57.627 CET;17,2
2023-01-02 13:13:06.726 CET;17,4
2023-01-02 13:13:15.546 CET;17,1
2023-01-02 13:13:24.657 CET;17,4
2023-01-02 13:13:33.627 CET;17,2
2023-01-02 13:13:42.586 CET;17,1
2023-01-02 13:13:51.546 CET;17,4
2023-01-02 13:14:00.496 CET;17,2
2023-01-02 13:14:09.536 CET;17,1
2023-01-02 13:14:18.496 CET;17,4
2023-01-02 13:14:27.615 CET;16,9
2023-01-02 13:14:36.345 CET;17,2
2023-01-02 13:14:45.384 CET;17,4
2023-01-02 13:15:03.233 CET;17,1
2023-01-02 13:15:12.253 CET;17,3
2023-01-02 13:15:30.334 CET;16,8
2023-01-02 13:15:39.134 CET;17,1
2023-01-02 13:15:48.335 CET;17,2
2023-01-02 13:15:57.453 CET;17,4
2023-01-02 13:16:06.342 CET;17,1
2023-01-02 13:16:15.453 CET;17,2
2023-01-02 13:16:24.342 CET;17
2023-01-02 13:16:33.382 CET;17,2
2023-01-02 13:16:42.423 CET;17,1
2023-01-02 13:16:51.391 CET;17,3
2023-01-02 13:17:00.493 CET;16,9
2023-01-02 13:17:09.621 CET;17,2
2023-01-02 13:17:27.540 CET;17,3
2023-01-02 13:17:45.290 CET;16,8
2023-01-02 13:17:54.342 CET;17,5
2023-01-02 13:18:03.302 CET;16,9
2023-01-02 13:18:12.342 CET;17,3
2023-01-02 13:18:30.500 CET;17,1
2023-01-02 13:18:39.460 CET;17,2
2023-01-02 13:18:57.549 CET;17,3
2023-01-02 13:19:15.460 CET;17,1
2023-01-02 13:19:24.420 CET;17,2
2023-01-02 13:19:42.339 CET;17,4
2023-01-02 13:20:00.348 CET;17,5
2023-01-02 13:20:09.299 CET;17,2
2023-01-02 13:20:27.378 CET;17,3
2023-01-02 13:20:36.187 CET;17
2023-01-02 13:20:45.138 CET;17,1
2023-01-02 13:20:54.336 CET;17,4
2023-01-02 13:21:03.066 CET;17,2
2023-01-02 13:21:12.026 CET;17,5
2023-01-02 13:21:21.137 CET;17,4
2023-01-02 13:21:30.107 CET;17,1
2023-01-02 13:21:39.227 CET;17,2
2023-01-02 13:21:48.108 CET;17,3
2023-01-02 13:22:06.016 CET;17,1
2023-01-02 13:22:15.055 CET;17
2023-01-02 13:22:24.026 CET;17,3
2023-01-02 13:22:32.907 CET;17
2023-01-02 13:24:59.213 CET;16,9
2023-01-02 13:25:08.372 CET;17
2023-01-02 13:25:17.313 CET;17,3
2023-01-02 13:25:26.183 CET;17,8
2023-01-02 13:25:35.312 CET;17,5
2023-01-02 13:25:44.193 CET;17,1
2023-01-02 13:25:53.302 CET;17
2023-01-02 13:26:02.262 CET;17,3
2023-01-02 13:26:11.221 CET;17,1
2023-01-02 13:26:29.221 CET;17,3
2023-01-02 13:26:38.180 CET;17,7
2023-01-02 13:26:47.230 CET;17,6
2023-01-02 13:26:56.420 CET;17,2
2023-01-02 13:27:05.380 CET;17,3
2023-01-02 13:27:14.349 CET;17,6
2023-01-02 13:27:23.230 CET;16,8
2023-01-02 13:27:32.259 CET;17,8
2023-01-02 13:27:41.390 CET;17,2
2023-01-02 13:27:50.269 CET;17,4
2023-01-02 13:27:59.219 CET;17,5
2023-01-02 13:28:08.348 CET;17,2
2023-01-02 13:31:06.846 CET;17,3
2023-01-02 13:31:36.246 CET;17
2023-01-02 13:33:31.525 CET;16,9
2023-01-02 13:33:40.755 CET;16,7
2023-01-02 13:33:49.713 CET;16,8
2023-01-02 13:33:58.434 CET;16,7
2023-01-02 13:34:16.194 CET;16,5
2023-01-02 13:34:25.313 CET;16,8
2023-01-02 13:34:34.273 CET;16,6
2023-01-02 13:34:52.112 CET;16,7
2023-01-02 13:35:10.032 CET;16,5
2023-01-02 13:35:19.062 CET;16,9
2023-01-02 13:35:36.834 CET;16,7
2023-01-02 13:35:45.872 CET;16,6
2023-01-02 13:36:03.872 CET;16,3
2023-01-02 13:36:12.923 CET;16,6
2023-01-02 13:36:21.940 CET;16,3
2023-01-02 13:36:30.831 CET;16,4
2023-01-02 13:36:39.960 CET;16,8
2023-01-02 13:36:48.911 CET;16,6
2023-01-02 13:36:57.881 CET;16,5
2023-01-02 13:37:15.561 CET;16,6
2023-01-02 13:37:24.589 CET;16,5
2023-01-02 13:37:33.710 CET;16,6
2023-01-02 13:38:11.240 CET;16,3
2023-01-02 13:38:28.999 CET;16,4
2023-01-02 13:38:38.019 CET;16,6
2023-01-02 13:38:47.148 CET;16,3
2023-01-02 13:39:22.759 CET;16,1
2023-01-02 13:39:31.798 CET;16,3
2023-01-02 13:39:40.828 CET;16,1
2023-01-02 13:39:49.719 CET;16,3
2023-01-02 13:39:58.687 CET;16,5
2023-01-02 13:40:16.677 CET;16,8
2023-01-02 13:40:34.516 CET;16,6
2023-01-02 13:40:43.548 CET;16,7
2023-01-02 13:40:52.516 CET;16,6
2023-01-02 13:41:01.556 CET;16,8
2023-01-02 13:41:10.426 CET;16,6
2023-01-02 13:41:28.506 CET;16,7
2023-01-02 13:41:37.555 CET;16,9
2023-01-02 13:41:46.746 CET;17,4
2023-01-02 13:41:55.714 CET;16,9
2023-01-02 13:42:04.755 CET;16,8
2023-01-02 13:42:13.716 CET;16,7
2023-01-02 13:42:22.905 CET;17,1
2023-01-02 13:42:31.716 CET;17
2023-01-02 13:42:40.915 CET;17,3
2023-01-02 13:42:49.796 CET;16,7
2023-01-02 13:42:59.005 CET;17,3
2023-01-02 13:43:07.714 CET;17,2
2023-01-02 13:43:16.904 CET;17,1
2023-01-02 13:43:34.832 CET;17
2023-01-02 13:44:10.993 CET;17,3
2023-01-02 13:44:20.032 CET;17,4
2023-01-02 13:44:29.161 CET;17
2023-01-02 13:44:38.112 CET;17,4
2023-01-02 13:44:47.161 CET;17,6
2023-01-02 13:44:56.201 CET;17,1
2023-01-02 13:45:05.082 CET;16,7
2023-01-02 13:45:14.203 CET;17,1
2023-01-02 13:45:23.141 CET;17
2023-01-02 13:45:32.201 CET;17,1
2023-01-02 13:45:50.441 CET;17,2
2023-01-02 13:45:59.311 CET;17
2023-01-02 13:46:08.361 CET;17,1
2023-01-02 13:46:26.430 CET;17,4
2023-01-02 13:46:44.440 CET;17,2
2023-01-02 13:46:53.559 CET;17,1
2023-01-02 13:47:02.598 CET;17,4
2023-01-02 13:47:29.150 CET;17,1
2023-01-02 13:47:37.970 CET;17,5
2023-01-02 13:47:47.000 CET;17
2023-01-02 13:47:55.789 CET;17,1
2023-01-02 13:48:04.838 CET;17,2
2023-01-02 13:48:13.789 CET;17
2023-01-02 13:48:22.759 CET;16,8
2023-01-02 13:48:31.789 CET;17,1
2023-01-02 13:48:40.918 CET;17,2
2023-01-02 13:48:49.799 CET;17,3
2023-01-02 13:48:58.927 CET;17,5
2023-01-02 13:49:07.798 CET;16,8
2023-01-02 13:49:16.848 CET;17,4
2023-01-02 13:49:25.727 CET;17
2023-01-02 13:49:34.677 CET;16,8
2023-01-02 13:49:52.605 CET;17,3
2023-01-02 13:50:01.716 CET;17,2
2023-01-02 13:50:10.596 CET;17,1
2023-01-02 13:50:19.726 CET;17,2
2023-01-02 13:50:37.795 CET;17,3
2023-01-02 13:50:55.875 CET;17,1
2023-01-02 13:51:59.023 CET;17,2
2023-01-02 13:52:08.594 CET;17,1
2023-01-02 13:52:17.644 CET;16,9
2023-01-02 13:52:35.562 CET;17,1
2023-01-02 13:52:53.563 CET;16,9
2023-01-02 13:53:02.203 CET;17
2023-01-02 13:53:11.392 CET;17,1
2023-01-02 13:53:20.372 CET;16,9
2023-01-02 13:53:38.193 CET;17,2
2023-01-02 13:53:47.233 CET;17,1
2023-01-02 13:54:05.082 CET;16,8
2023-01-02 13:54:14.022 CET;17,2
2023-01-02 13:54:23.072 CET;17,1
2023-01-02 13:54:31.811 CET;17,2
2023-01-02 13:54:58.921 CET;17
2023-01-02 13:55:07.891 CET;17,2
2023-01-02 13:55:16.849 CET;17
2023-01-02 13:55:34.859 CET;17,1
2023-01-02 13:56:01.720 CET;17
2023-01-02 13:56:19.880 CET;17,4
2023-01-02 13:56:28.849 CET;17,3
2023-01-02 13:56:37.799 CET;16,8
2023-01-02 13:56:47.009 CET;16,9
2023-01-02 13:56:55.969 CET;17,4
2023-01-02 13:57:14.197 CET;17,2
2023-01-02 13:57:32.207 CET;17,4
2023-01-02 13:57:41.318 CET;17,2
2023-01-02 13:57:50.288 CET;17,1
2023-01-02 13:57:59.237 CET;17,3
2023-01-02 13:58:07.967 CET;17,2
2023-01-02 13:58:16.778 CET;17,4
2023-01-02 13:58:25.885 CET;17,7
2023-01-02 13:58:34.927 CET;17,2
2023-01-02 13:58:44.046 CET;17,1
2023-01-02 13:58:52.917 CET;16,6
2023-01-02 13:59:02.036 CET;17,2
2023-01-02 13:59:11.016 CET;16,9
2023-01-02 13:59:20.207 CET;17,6
2023-01-02 13:59:29.236 CET;17,1
2023-01-02 13:59:38.125 CET;17
2023-01-02 13:59:47.075 CET;16,9
2023-01-02 13:59:56.045 CET;17,6
2023-01-02 14:00:05.155 CET;17,5
2023-01-02 14:00:14.216 CET;17,2
2023-01-02 14:00:32.194 CET;17,5
2023-01-02 14:00:41.255 CET;17,2
2023-01-02 14:00:50.295 CET;17,4
