time;StrokeCounter
2023-01-02 07:16:38.128 CET;25686428
2023-01-02 07:19:39.444 CET;25686429
2023-01-02 07:57:14.677 CET;25686430
2023-01-02 08:00:07.845 CET;25686431
2023-01-02 08:01:39.193 CET;25686432
2023-01-02 08:01:52.463 CET;25686433
2023-01-02 08:02:07.663 CET;25686434
2023-01-02 08:05:44.838 CET;25686435
2023-01-02 08:06:45.756 CET;25686436
2023-01-02 08:06:56.946 CET;25686437
2023-01-02 08:07:09.194 CET;25686438
2023-01-02 08:07:21.595 CET;25686439
2023-01-02 08:07:32.775 CET;25686440
2023-01-02 08:08:25.444 CET;25686441
2023-01-02 08:08:38.634 CET;25686442
2023-01-02 08:08:53.914 CET;25686443
2023-01-02 08:09:09.114 CET;25686444
2023-01-02 08:09:21.515 CET;25686445
2023-01-02 08:13:20.250 CET;25686446
2023-01-02 08:14:05.470 CET;25686447
2023-01-02 08:17:19.086 CET;25686448
2023-01-02 08:17:29.187 CET;25686449
2023-01-02 08:17:39.427 CET;25686450
2023-01-02 08:17:53.615 CET;25686451
2023-01-02 08:18:03.825 CET;25686452
2023-01-02 08:18:17.055 CET;25686453
2023-01-02 08:18:29.365 CET;25686454
2023-01-02 08:18:47.634 CET;25686455
2023-01-02 08:19:04.834 CET;25686456
2023-01-02 08:26:07.076 CET;25686457
2023-01-02 08:26:17.275 CET;25686458
2023-01-02 08:26:27.505 CET;25686459
2023-01-02 08:26:37.755 CET;25686460
2023-01-02 08:28:20.003 CET;25686461
2023-01-02 08:28:32.573 CET;25686462
2023-01-02 08:28:43.602 CET;25686463
2023-01-02 08:28:55.053 CET;25686464
2023-01-02 08:29:17.431 CET;25686465
2023-01-02 08:29:29.542 CET;25686466
2023-01-02 08:29:40.891 CET;25686467
2023-01-02 08:29:52.572 CET;25686468
2023-01-02 08:30:03.691 CET;25686469
2023-01-02 08:30:14.582 CET;25686470
2023-01-02 08:32:03.009 CET;25686471
2023-01-02 08:32:14.259 CET;25686472
2023-01-02 08:32:25.059 CET;25686473
2023-01-02 08:33:58.476 CET;25686474
2023-01-02 08:34:10.276 CET;25686475
2023-01-02 08:34:21.697 CET;25686476
2023-01-02 08:34:32.417 CET;25686477
2023-01-02 08:34:43.375 CET;25686478
2023-01-02 08:34:54.325 CET;25686479
2023-01-02 08:36:52.424 CET;25686480
2023-01-02 08:37:03.706 CET;25686481
2023-01-02 08:37:14.755 CET;25686482
2023-01-02 08:37:26.184 CET;25686483
2023-01-02 08:37:37.706 CET;25686484
2023-01-02 08:37:48.253 CET;25686485
2023-01-02 08:39:18.461 CET;25686486
2023-01-02 08:39:29.703 CET;25686487
2023-01-02 08:47:39.993 CET;25686488
2023-01-02 08:47:50.253 CET;25686489
2023-01-02 08:48:00.493 CET;25686490
2023-01-02 08:48:10.723 CET;25686491
2023-01-02 08:48:20.982 CET;25686492
2023-01-02 08:48:31.943 CET;25686493
2023-01-02 08:48:42.423 CET;25686494
2023-01-02 08:48:53.381 CET;25686495
2023-01-02 08:49:04.832 CET;25686496
2023-01-02 08:49:15.861 CET;25686497
2023-01-02 08:49:26.891 CET;25686498
2023-01-02 08:50:53.398 CET;25686499
2023-01-02 08:51:51.257 CET;25686500
2023-01-02 08:52:02.358 CET;25686501
2023-01-02 08:52:13.388 CET;25686502
2023-01-02 08:54:31.946 CET;25686503
2023-01-02 08:54:43.395 CET;25686504
2023-01-02 08:54:54.026 CET;25686505
2023-01-02 08:55:04.974 CET;25686506
2023-01-02 08:55:18.025 CET;25686507
2023-01-02 08:55:28.184 CET;25686508
2023-01-02 08:55:38.494 CET;25686509
2023-01-02 08:55:48.986 CET;25686510
2023-01-02 08:55:59.536 CET;25686511
2023-01-02 08:56:22.803 CET;25686512
2023-01-02 08:56:33.094 CET;25686513
2023-01-02 08:56:43.303 CET;25686514
2023-01-02 08:56:53.543 CET;25686515
2023-01-02 08:57:03.775 CET;25686516
2023-01-02 08:57:14.355 CET;25686517
2023-01-02 08:57:24.904 CET;25686518
2023-01-02 08:57:35.954 CET;25686519
2023-01-02 09:26:57.191 CET;25686520
2023-01-02 09:27:08.913 CET;25686521
2023-01-02 09:28:20.789 CET;25686522
2023-01-02 09:28:32.829 CET;25686523
2023-01-02 09:28:43.801 CET;25686524
2023-01-02 09:28:54.829 CET;25686525
2023-01-02 09:29:07.000 CET;25686526
2023-01-02 09:29:17.710 CET;25686527
2023-01-02 09:29:29.170 CET;25686528
2023-01-02 09:29:40.690 CET;25686529
2023-01-02 09:29:51.249 CET;25686530
2023-01-02 09:30:58.357 CET;25686531
2023-01-02 09:31:08.536 CET;25686532
2023-01-02 09:31:18.836 CET;25686533
2023-01-02 09:31:28.986 CET;25686534
2023-01-02 09:31:39.398 CET;25686535
2023-01-02 09:31:50.046 CET;25686536
2023-01-02 09:32:00.845 CET;25686537
2023-01-02 09:32:12.367 CET;25686538
2023-01-02 09:32:23.407 CET;25686539
2023-01-02 09:32:34.286 CET;25686540
2023-01-02 09:33:13.045 CET;25686541
2023-01-02 09:33:23.236 CET;25686542
2023-01-02 09:37:33.982 CET;25686543
2023-01-02 09:37:44.141 CET;25686544
2023-01-02 09:37:54.441 CET;25686545
2023-01-02 09:38:04.681 CET;25686546
2023-01-02 09:40:56.668 CET;25686547
2023-01-02 09:41:06.848 CET;25686548
2023-01-02 09:41:17.177 CET;25686549
2023-01-02 09:45:27.033 CET;25686550
2023-01-02 09:45:46.253 CET;25686551
2023-01-02 09:46:02.562 CET;25686552
2023-01-02 09:46:14.460 CET;25686553
2023-01-02 09:49:23.207 CET;25686554
2023-01-02 09:49:34.938 CET;25686555
2023-01-02 09:49:46.306 CET;25686556
2023-01-02 09:49:56.857 CET;25686557
2023-01-02 09:50:07.576 CET;25686558
2023-01-02 09:50:19.028 CET;25686559
2023-01-02 09:50:30.217 CET;25686560
2023-01-02 09:50:41.088 CET;25686561
2023-01-02 09:50:52.147 CET;25686562
2023-01-02 09:51:02.786 CET;25686563
2023-01-02 09:51:13.427 CET;25686564
2023-01-02 09:51:24.306 CET;25686565
2023-01-02 09:51:34.857 CET;25686566
2023-01-02 09:51:46.075 CET;25686567
2023-01-02 09:52:43.404 CET;25686568
2023-01-02 09:52:54.875 CET;25686569
2023-01-02 09:53:06.473 CET;25686570
2023-01-02 09:53:17.664 CET;25686571
2023-01-02 09:53:28.384 CET;25686572
2023-01-02 09:53:40.075 CET;25686573
2023-01-02 09:55:12.282 CET;25686574
2023-01-02 09:55:25.693 CET;25686575
2023-01-02 09:55:36.632 CET;25686576
2023-01-02 09:55:47.601 CET;25686577
2023-01-02 09:55:58.882 CET;25686578
2023-01-02 09:56:09.423 CET;25686579
2023-01-02 09:56:20.230 CET;25686580
2023-01-02 09:56:31.750 CET;25686581
2023-01-02 09:56:52.210 CET;25686582
2023-01-02 09:57:02.480 CET;25686583
2023-01-02 09:57:12.721 CET;25686584
2023-01-02 09:57:22.961 CET;25686585
2023-01-02 09:57:33.282 CET;25686586
2023-01-02 09:57:43.680 CET;25686587
2023-01-02 09:57:54.561 CET;25686588
2023-01-02 09:58:05.680 CET;25686589
2023-01-02 09:58:16.400 CET;25686590
2023-01-02 09:58:39.640 CET;25686591
2023-01-02 09:58:49.950 CET;25686592
2023-01-02 09:59:00.150 CET;25686593
2023-01-02 10:00:34.766 CET;25686594
2023-01-02 10:00:45.167 CET;25686595
2023-01-02 10:01:21.566 CET;25686596
2023-01-02 10:01:32.486 CET;25686597
2023-01-02 10:01:43.207 CET;25686598
2023-01-02 10:01:54.075 CET;25686599
2023-01-02 10:03:21.144 CET;25686600
2023-01-02 10:03:32.734 CET;25686601
2023-01-02 10:03:43.763 CET;25686602
2023-01-02 10:03:54.644 CET;25686603
2023-01-02 10:04:06.253 CET;25686604
2023-01-02 10:04:17.684 CET;25686605
2023-01-02 10:04:29.134 CET;25686606
2023-01-02 10:04:40.414 CET;25686607
2023-01-02 10:04:51.042 CET;25686608
2023-01-02 10:05:02.253 CET;25686609
2023-01-02 10:05:12.792 CET;25686610
2023-01-02 10:05:23.683 CET;25686611
2023-01-02 10:05:34.903 CET;25686612
2023-01-02 10:05:45.921 CET;25686613
2023-01-02 10:05:56.881 CET;25686614
2023-01-02 10:06:07.921 CET;25686615
2023-01-02 10:06:18.960 CET;25686616
2023-01-02 10:06:29.520 CET;25686617
2023-01-02 10:08:25.838 CET;25686618
2023-01-02 10:08:36.078 CET;25686619
2023-01-02 10:08:46.318 CET;25686620
2023-01-02 10:08:56.558 CET;25686621
2023-01-02 10:09:06.959 CET;25686622
2023-01-02 10:09:18.088 CET;25686623
2023-01-02 10:09:28.967 CET;25686624
2023-01-02 10:09:39.598 CET;25686625
2023-01-02 10:09:50.806 CET;25686626
2023-01-02 10:10:01.766 CET;25686627
2023-01-02 10:10:12.476 CET;25686628
2023-01-02 10:10:23.117 CET;25686629
2023-01-02 10:10:34.576 CET;25686630
2023-01-02 10:10:45.605 CET;25686631
2023-01-02 10:10:56.246 CET;25686632
2023-01-02 10:11:07.296 CET;25686633
2023-01-02 10:11:18.255 CET;25686634
2023-01-02 10:12:21.755 CET;25686635
2023-01-02 10:12:32.634 CET;25686636
2023-01-02 10:12:43.684 CET;25686637
2023-01-02 10:15:53.874 CET;25686638
2023-01-02 10:16:04.664 CET;25686639
2023-01-02 10:16:15.694 CET;25686640
2023-01-02 10:16:42.703 CET;25686641
2023-01-02 10:16:54.654 CET;25686642
2023-01-02 10:17:06.265 CET;25686643
2023-01-02 10:17:17.224 CET;25686644
2023-01-02 10:17:28.174 CET;25686645
2023-01-02 10:17:38.884 CET;25686646
2023-01-02 10:17:49.444 CET;25686647
2023-01-02 10:18:00.575 CET;25686648
2023-01-02 10:18:21.016 CET;25686649
2023-01-02 10:18:31.214 CET;25686650
2023-01-02 10:18:41.446 CET;25686651
2023-01-02 10:18:51.625 CET;25686652
2023-01-02 10:23:51.492 CET;25686653
2023-01-02 10:24:01.773 CET;25686654
2023-01-02 10:24:12.012 CET;25686655
2023-01-02 10:24:22.252 CET;25686656
2023-01-02 10:24:32.572 CET;25686657
2023-01-02 10:24:42.822 CET;25686658
2023-01-02 10:24:53.951 CET;25686659
2023-01-02 10:42:40.114 CET;25686660
2023-01-02 10:50:46.953 CET;25686661
2023-01-02 10:51:37.963 CET;25686662
2023-01-02 10:54:16.670 CET;25686663
2023-01-02 10:57:10.546 CET;25686664
2023-01-02 10:57:20.848 CET;25686665
2023-01-02 10:57:31.058 CET;25686666
2023-01-02 10:57:41.378 CET;25686667
2023-01-02 10:57:51.536 CET;25686668
2023-01-02 10:58:01.857 CET;25686669
2023-01-02 10:58:12.917 CET;25686670
2023-01-02 10:58:24.046 CET;25686671
2023-01-02 10:58:34.996 CET;25686672
2023-01-02 10:58:45.957 CET;25686673
2023-01-02 10:58:56.667 CET;25686674
2023-01-02 10:59:07.236 CET;25686675
2023-01-02 10:59:17.795 CET;25686676
2023-01-02 10:59:28.595 CET;25686677
2023-01-02 10:59:39.075 CET;25686678
2023-01-02 10:59:50.686 CET;25686679
2023-01-02 11:00:48.575 CET;25686680
2023-01-02 11:00:59.644 CET;25686681
2023-01-02 11:01:10.775 CET;25686682
2023-01-02 11:01:21.403 CET;25686683
2023-01-02 11:01:31.963 CET;25686684
2023-01-02 11:01:43.084 CET;25686685
2023-01-02 11:23:31.420 CET;25686686
2023-01-02 11:23:41.640 CET;25686687
2023-01-02 11:23:51.969 CET;25686688
2023-01-02 11:24:02.279 CET;25686689
2023-01-02 11:24:25.628 CET;25686690
2023-01-02 11:25:17.838 CET;25686691
2023-01-02 11:25:28.038 CET;25686692
2023-01-02 11:25:38.358 CET;25686693
2023-01-02 11:25:48.596 CET;25686694
2023-01-02 11:25:58.846 CET;25686695
2023-01-02 21:14:06.167 CET;25686696
2023-01-02 21:15:53.073 CET;25686697
2023-01-02 21:32:49.115 CET;25686698
2023-01-02 21:32:58.815 CET;25686699
2023-01-02 21:33:08.655 CET;25686700
2023-01-02 21:33:17.924 CET;25686701
2023-01-02 21:33:27.125 CET;25686702
2023-01-02 21:33:36.234 CET;25686703
2023-01-02 21:33:45.436 CET;25686704
2023-01-02 21:33:54.565 CET;25686705
2023-01-02 21:34:03.765 CET;25686706
2023-01-02 21:34:13.046 CET;25686707
2023-01-02 21:34:22.244 CET;25686708
2023-01-02 21:34:31.434 CET;25686709
2023-01-02 21:34:40.644 CET;25686710
2023-01-02 21:34:49.765 CET;25686711
2023-01-02 21:34:58.964 CET;25686712
2023-01-02 21:35:08.164 CET;25686713
2023-01-02 21:35:17.845 CET;25686714
2023-01-02 21:35:28.033 CET;25686715
2023-01-02 21:35:38.674 CET;25686716
2023-01-02 21:35:47.763 CET;25686717
2023-01-02 21:37:49.782 CET;25686718
2023-01-02 21:38:00.022 CET;25686719
2023-01-02 21:38:09.601 CET;25686720
2023-01-02 21:38:18.811 CET;25686721
2023-01-02 21:38:28.009 CET;25686722
2023-01-02 21:38:37.119 CET;25686723
2023-01-02 21:38:46.240 CET;25686724
2023-01-02 21:38:55.529 CET;25686725
2023-01-02 21:39:04.730 CET;25686726
2023-01-02 21:39:13.769 CET;25686727
2023-01-02 21:39:23.529 CET;25686728
2023-01-02 21:40:51.249 CET;25686729
2023-01-02 21:41:00.908 CET;25686730
2023-01-02 21:41:10.078 CET;25686731
2023-01-02 21:41:19.217 CET;25686732
2023-01-02 21:41:28.407 CET;25686733
2023-01-02 21:41:37.707 CET;25686734
2023-01-02 21:41:46.885 CET;25686735
2023-01-02 21:41:56.176 CET;25686736
2023-01-02 21:42:05.365 CET;25686737
2023-01-02 21:44:23.765 CET;25686738
2023-01-02 21:44:34.124 CET;25686739
2023-01-02 21:44:43.862 CET;25686740
2023-01-02 21:45:33.502 CET;25686741
2023-01-02 21:45:42.651 CET;25686742
2023-01-02 21:45:51.851 CET;25686743
2023-01-02 21:46:01.042 CET;25686744
2023-01-02 21:46:10.173 CET;25686745
2023-01-02 21:46:40.203 CET;25686746
2023-01-02 21:50:09.220 CET;25686747
2023-01-02 21:50:18.259 CET;25686748
2023-01-02 21:51:38.816 CET;25686749
2023-01-02 21:51:49.246 CET;25686750
2023-01-02 21:55:48.413 CET;25686751
2023-01-02 21:55:58.191 CET;25686752
2023-01-02 21:56:08.273 CET;25686753
2023-01-02 21:56:17.542 CET;25686754
2023-01-02 21:56:26.663 CET;25686755
2023-01-02 21:56:35.861 CET;25686756
2023-01-02 22:01:38.345 CET;25686757
2023-01-02 22:01:47.464 CET;25686758
2023-01-02 22:01:56.665 CET;25686759
2023-01-02 22:02:05.786 CET;25686760
2023-01-02 22:03:24.584 CET;25686761
2023-01-02 22:03:33.904 CET;25686762
2023-01-02 22:03:43.063 CET;25686763
2023-01-02 22:03:52.283 CET;25686764
2023-01-02 22:04:01.384 CET;25686765
2023-01-02 22:04:10.584 CET;25686766
2023-01-02 22:04:19.701 CET;25686767
2023-01-02 22:04:28.901 CET;25686768
2023-01-02 22:04:38.102 CET;25686769
2023-01-02 22:04:47.232 CET;25686770
2023-01-02 22:04:56.351 CET;25686771
2023-01-02 22:05:05.621 CET;25686772
2023-01-02 22:05:14.742 CET;25686773
2023-01-02 22:05:23.941 CET;25686774
2023-01-02 22:05:33.141 CET;25686775
2023-01-02 22:05:42.263 CET;25686776
2023-01-02 22:05:51.461 CET;25686777
2023-01-02 22:06:00.663 CET;25686778
2023-01-02 22:06:09.871 CET;25686779
