time;PressSpeed
2022-12-31 00:19:10.430 CET;0
2023-01-02 04:15:07.798 CET;8
2023-01-02 06:18:27.380 CET;20
2023-01-02 11:30:17.171 CET;8
2023-01-02 11:38:44.193 CET;0
2023-01-02 11:38:45.203 CET;8
2023-01-02 12:09:36.601 CET;0
2023-01-02 12:09:37.601 CET;17
2023-01-02 20:17:54.753 CET;8
2023-01-02 20:23:55.198 CET;10
2023-01-02 23:12:34.655 CET;8
2023-01-02 23:18:25.062 CET;18
2023-01-03 03:13:49.538 CET;8
2023-01-03 03:14:14.637 CET;18
2023-01-03 06:33:57.558 CET;8
2023-01-03 06:43:22.819 CET;15
2023-01-03 19:24:26.423 CET;8
2023-01-03 19:38:12.723 CET;21
2023-01-03 20:04:53.124 CET;8
2023-01-03 20:09:04.131 CET;21
2023-01-03 20:10:27.460 CET;8
2023-01-03 20:10:33.490 CET;21
2023-01-03 21:19:22.989 CET;8
2023-01-03 21:30:53.756 CET;15
2023-01-04 00:44:19.171 CET;0
2023-01-04 00:44:20.171 CET;8
2023-01-04 00:56:00.970 CET;18
2023-01-04 05:06:46.134 CET;8
2023-01-04 05:16:41.513 CET;0
2023-01-04 05:16:42.523 CET;15
2023-01-04 09:32:11.819 CET;0
2023-01-04 09:32:12.819 CET;8
2023-01-04 09:38:55.433 CET;10
2023-01-04 14:09:08.266 CET;8
2023-01-04 14:22:36.490 CET;0
2023-01-04 14:22:37.490 CET;21
2023-01-05 01:56:12.921 CET;8
2023-01-05 02:03:53.763 CET;0
2023-01-05 02:03:54.763 CET;14
2023-01-05 05:40:58.848 CET;8
2023-01-05 05:48:40.697 CET;14
2023-01-05 07:57:41.642 CET;8
2023-01-05 08:05:49.598 CET;16
2023-01-05 10:58:51.115 CET;8
2023-01-05 11:05:44.769 CET;18
2023-01-05 11:05:45.769 CET;8
2023-01-05 11:28:09.145 CET;18
2023-01-05 12:02:17.331 CET;8
2023-01-05 12:02:18.341 CET;18
2023-01-05 17:23:47.480 CET;0
2023-01-05 17:23:48.480 CET;8
2023-01-05 17:39:10.167 CET;12
2023-01-05 20:16:39.959 CET;8
2023-01-05 20:32:24.732 CET;18
2023-01-05 23:31:20.673 CET;8
2023-01-05 23:32:38.990 CET;18
2023-01-05 23:43:45.650 CET;8
2023-01-05 23:43:52.680 CET;18
2023-01-05 23:44:13.759 CET;8
2023-01-05 23:44:19.789 CET;18
2023-01-06 00:34:37.851 CET;8
2023-01-06 00:43:29.986 CET;20
2023-01-06 03:46:57.996 CET;8
2023-01-06 04:23:17.714 CET;16
2023-01-09 08:52:31.653 CET;8
2023-01-09 09:02:03.944 CET;20
2023-01-09 14:09:30.703 CET;8
2023-01-09 14:20:49.415 CET;18
2023-01-09 18:42:44.257 CET;8
2023-01-09 18:51:00.242 CET;15
2023-01-09 22:47:53.072 CET;8
2023-01-09 22:56:10.065 CET;14
2023-01-10 01:50:05.792 CET;8
2023-01-10 01:57:47.634 CET;17
2023-01-10 01:57:48.644 CET;8
2023-01-10 01:58:48.882 CET;17
2023-01-10 10:37:12.282 CET;8
2023-01-10 10:37:13.292 CET;0
2023-01-10 10:37:14.292 CET;8
2023-01-10 10:48:26.980 CET;21
2023-01-11 01:46:25.430 CET;0
2023-01-11 01:46:26.430 CET;8
2023-01-11 02:03:14.466 CET;18
2023-01-11 09:25:47.661 CET;8
2023-01-11 09:38:01.588 CET;0
2023-01-11 09:38:02.588 CET;16
2023-01-11 10:30:18.130 CET;8
2023-01-11 10:42:30.059 CET;18
2023-01-11 16:15:57.075 CET;8
2023-01-11 16:27:53.944 CET;18
2023-01-11 21:07:43.089 CET;8
2023-01-11 21:13:31.484 CET;10
2023-01-12 00:47:26.806 CET;8
2023-01-12 00:51:27.763 CET;0
2023-01-12 00:51:28.773 CET;10
2023-01-12 04:43:49.539 CET;8
2023-01-12 04:51:58.496 CET;14
2023-01-12 11:33:46.898 CET;8
2023-01-12 11:44:51.559 CET;15
2023-01-12 15:52:59.092 CET;8
2023-01-12 16:06:59.460 CET;17
2023-01-12 18:32:33.384 CET;8
2023-01-12 18:43:36.036 CET;15
2023-01-12 18:43:40.056 CET;8
2023-01-12 18:44:23.226 CET;15
2023-01-12 21:00:35.914 CET;8
2023-01-13 00:06:15.457 CET;15
2023-01-13 06:16:29.302 CET;8
2023-01-13 07:28:09.496 CET;0
2023-01-13 07:28:10.506 CET;14
2023-01-13 14:54:02.497 CET;0
2023-01-13 14:54:03.499 CET;8
2023-01-13 15:01:01.163 CET;16
2023-01-13 17:07:36.555 CET;8
2023-01-13 19:21:26.668 CET;13
2023-01-13 23:33:42.197 CET;8
2023-01-14 00:17:22.674 CET;18
2023-01-16 10:56:13.976 CET;8
2023-01-16 11:05:13.141 CET;17
2023-01-16 11:34:56.273 CET;8
2023-01-16 11:35:00.283 CET;17
2023-01-16 22:19:05.822 CET;8
2023-01-16 22:30:20.509 CET;18
2023-01-16 23:30:09.865 CET;8
2023-01-16 23:31:17.144 CET;18
2023-01-16 23:31:21.153 CET;8
2023-01-16 23:39:32.118 CET;18
2023-01-17 01:19:59.223 CET;8
2023-01-17 01:20:41.394 CET;18
2023-01-17 02:28:32.671 CET;8
2023-01-17 02:30:14.079 CET;18
2023-01-17 03:10:55.846 CET;8
2023-01-17 14:07:59.513 CET;15
2023-01-17 19:16:06.437 CET;8
2023-01-17 19:29:47.720 CET;18
2023-01-18 11:45:10.773 CET;8
2023-01-18 12:39:07.713 CET;15
2023-01-18 18:23:13.273 CET;8
2023-01-18 18:35:49.302 CET;13
2023-01-18 19:58:59.253 CET;8
2023-01-18 20:12:05.404 CET;15
2023-01-19 02:26:04.135 CET;8
2023-01-19 02:41:58.951 CET;21
2023-01-19 10:03:22.871 CET;8
2023-01-19 10:16:39.058 CET;0
2023-01-19 10:16:40.066 CET;19
2023-01-19 11:59:15.680 CET;8
2023-01-19 12:10:05.283 CET;21
2023-01-19 17:28:27.667 CET;8
2023-01-19 17:36:04.500 CET;14
2023-01-19 17:36:05.500 CET;8
2023-01-19 17:37:32.848 CET;14
2023-01-19 19:30:31.963 CET;8
2023-01-19 19:40:17.302 CET;10
2023-01-20 00:21:56.881 CET;8
2023-01-20 00:30:32.944 CET;18
2023-01-20 04:20:25.101 CET;8
2023-01-20 04:53:04.931 CET;18
2023-01-20 12:08:43.467 CET;8
2023-01-20 12:19:02.947 CET;20
2023-01-20 15:12:58.668 CET;0
2023-01-20 15:12:59.680 CET;8
2023-01-20 15:23:35.221 CET;15
2023-01-20 15:23:36.220 CET;8
2023-01-20 15:25:06.591 CET;15
2023-01-20 20:14:32.029 CET;8
2023-01-20 20:21:42.752 CET;0
2023-01-20 20:21:43.762 CET;8
2023-01-20 20:23:10.101 CET;14
2023-01-21 01:51:38.914 CET;8
2023-01-21 02:00:25.016 CET;14
2023-01-21 04:07:12.453 CET;8
2023-01-21 14:22:07.987 CET;15
2023-01-21 20:12:53.134 CET;8
2023-01-21 20:25:04.055 CET;18
2023-01-24 15:55:42.789 CET;8
2023-01-24 16:04:40.941 CET;16
2023-01-24 20:58:08.342 CET;8
2023-01-24 21:06:12.276 CET;10
2023-01-25 00:17:20.128 CET;8
2023-01-25 00:25:39.119 CET;17
2023-01-25 10:15:17.596 CET;8
2023-01-25 10:24:33.816 CET;15
2023-01-25 14:34:08.700 CET;8
2023-01-25 14:46:17.619 CET;12
2023-01-25 16:36:19.013 CET;8
2023-01-25 16:48:08.855 CET;0
2023-01-25 16:48:09.855 CET;15
2023-01-25 22:22:15.000 CET;8
2023-01-25 22:53:10.423 CET;15
2023-01-26 10:41:05.265 CET;8
2023-01-26 10:42:54.711 CET;15
2023-01-26 10:43:37.881 CET;8
2023-01-26 10:50:47.592 CET;14
2023-01-26 13:17:13.736 CET;0
2023-01-26 13:17:14.746 CET;8
2023-01-26 13:24:33.497 CET;0
2023-01-26 13:24:34.497 CET;8
2023-01-26 13:26:01.848 CET;15
2023-01-26 16:27:36.414 CET;8
2023-01-26 16:38:14.973 CET;16
2023-01-26 18:15:54.387 CET;8
2023-01-27 01:09:21.589 CET;0
2023-01-27 01:09:22.601 CET;18
2023-01-27 01:09:23.599 CET;8
2023-01-27 01:20:47.328 CET;18
2023-01-27 09:39:43.051 CET;8
2023-01-27 09:46:25.664 CET;14
2023-01-27 13:34:46.446 CET;8
2023-01-27 14:01:26.842 CET;18
2023-01-27 19:14:59.071 CET;8
2023-01-28 01:18:13.220 CET;21
2023-01-28 01:18:28.279 CET;8
2023-01-30 06:39:25.158 CET;21
2023-01-30 06:53:29.536 CET;8
2023-01-30 07:04:21.144 CET;21
2023-01-30 08:14:03.868 CET;8
2023-01-30 08:14:19.927 CET;21
2023-01-30 08:53:39.371 CET;8
2023-01-30 08:54:03.460 CET;21
2023-01-30 09:05:51.292 CET;8
2023-01-30 09:16:59.973 CET;20
2023-01-30 17:21:56.299 CET;8
2023-01-30 17:35:19.513 CET;14
2023-01-30 19:30:43.190 CET;8
2023-01-31 14:29:13.319 CET;16
2023-01-31 19:24:11.076 CET;8
2023-01-31 19:31:38.868 CET;10
2023-01-31 22:37:25.434 CET;0
2023-01-31 22:37:26.434 CET;8
2023-01-31 22:47:50.934 CET;17
2023-02-01 06:24:39.526 CET;8
2023-02-01 06:33:20.608 CET;18
2023-02-01 11:09:10.788 CET;8
2023-02-01 11:20:39.549 CET;18
2023-02-01 13:24:47.322 CET;8
2023-02-01 13:27:20.940 CET;18
2023-02-01 22:03:28.770 CET;8
2023-02-01 22:11:22.660 CET;0
2023-02-01 22:11:23.660 CET;8
2023-02-01 22:12:40.970 CET;21
2023-02-02 08:47:09.200 CET;8
2023-02-02 08:55:13.132 CET;18
2023-02-02 15:00:34.808 CET;0
2023-02-02 15:00:35.808 CET;8
2023-02-02 15:06:51.311 CET;14
2023-02-02 16:43:03.391 CET;8
2023-02-02 16:43:06.401 CET;12
2023-02-02 16:43:38.530 CET;8
2023-02-02 16:43:41.540 CET;14
2023-02-02 18:31:16.348 CET;8
2023-02-02 18:39:57.440 CET;18
2023-02-02 18:40:01.450 CET;8
2023-02-02 18:42:12.979 CET;18
2023-02-02 21:29:48.184 CET;8
2023-02-02 22:12:18.374 CET;0
2023-02-02 22:12:19.374 CET;10
2023-02-03 01:28:26.434 CET;8
2023-02-03 01:42:52.903 CET;15
2023-02-03 23:30:44.676 CET;8
2023-02-03 23:40:34.036 CET;15
2023-02-03 23:40:35.036 CET;8
2023-02-03 23:42:01.377 CET;15
2023-02-04 00:32:38.470 CET;0
2023-02-04 00:32:38.970 CET;15
2023-02-04 00:32:46.561 CET;0
2023-02-04 00:33:17.690 CET;15
2023-02-06 10:33:33.549 CET;8
2023-02-06 10:45:08.325 CET;0
2023-02-06 10:45:09.336 CET;8
2023-02-07 13:37:03.982 CET;20
2023-02-07 15:53:56.821 CET;8
2023-02-07 15:54:10.869 CET;10
2023-02-07 19:19:22.095 CET;0
2023-02-07 19:19:23.105 CET;8
2023-02-07 19:28:34.305 CET;14
2023-02-07 21:30:31.561 CET;8
2023-02-07 21:38:11.404 CET;15
2023-02-07 22:04:12.650 CET;8
2023-02-07 22:16:47.644 CET;15
2023-02-08 04:34:26.250 CET;8
2023-02-08 04:41:41.990 CET;21
2023-02-08 04:58:28.012 CET;8
2023-02-08 04:58:52.111 CET;21
2023-02-08 10:48:16.937 CET;8
2023-02-08 10:59:40.667 CET;16
2023-02-08 11:59:47.094 CET;8
2023-02-08 13:41:13.436 CET;16
2023-02-08 13:45:51.540 CET;8
2023-02-08 13:45:57.559 CET;16
2023-02-08 13:51:16.835 CET;8
2023-02-08 14:02:53.628 CET;21
2023-02-08 19:12:11.834 CET;8
2023-02-08 19:19:10.509 CET;16
2023-02-08 21:28:01.427 CET;8
2023-02-08 21:35:48.290 CET;14
2023-02-09 03:02:27.654 CET;8
2023-02-09 03:11:12.756 CET;15
2023-02-09 07:02:24.220 CET;8
2023-02-09 07:03:32.490 CET;15
2023-02-09 08:47:01.319 CET;8
2023-02-09 08:54:32.112 CET;17
2023-02-09 12:59:18.845 CET;8
2023-02-09 13:07:55.917 CET;0
2023-02-09 13:07:56.915 CET;20
2023-02-09 14:19:09.996 CET;8
2023-02-09 14:26:46.828 CET;17
2023-02-09 20:10:30.296 CET;8
2023-02-09 20:15:48.572 CET;0
2023-02-09 20:15:49.572 CET;8
2023-02-09 20:16:54.832 CET;18
2023-02-10 03:53:40.418 CET;0
2023-02-10 03:53:41.418 CET;8
2023-02-10 04:01:31.302 CET;14
2023-02-10 06:28:40.602 CET;8
2023-02-10 08:16:22.438 CET;13
2023-02-10 13:02:10.016 CET;8
2023-02-10 13:09:47.839 CET;10
2023-02-10 18:08:03.398 CET;8
2023-02-10 18:19:52.227 CET;18
2023-02-10 22:27:42.690 CET;8
2023-02-10 23:01:05.697 CET;14
2023-02-11 01:19:10.828 CET;8
2023-02-11 01:19:12.828 CET;14
2023-02-11 01:24:56.200 CET;8
2023-02-11 01:24:59.210 CET;14
2023-02-11 03:09:30.296 CET;8
2023-02-13 06:37:06.993 CET;13
2023-02-13 06:37:08.003 CET;8
2023-02-13 06:45:57.115 CET;0
2023-02-13 06:45:58.115 CET;13
2023-02-13 12:44:22.098 CET;8
2023-02-13 14:05:01.454 CET;18
2023-02-13 19:20:37.163 CET;8
2023-02-13 19:30:34.552 CET;0
2023-02-13 19:30:35.552 CET;15
2023-02-14 05:28:59.121 CET;8
2023-02-14 05:45:04.983 CET;0
2023-02-14 05:45:05.983 CET;18
2023-02-14 17:03:04.658 CET;8
2023-02-14 17:12:44.976 CET;16
2023-02-14 19:23:42.392 CET;8
2023-02-14 19:30:43.075 CET;15
2023-02-15 03:20:56.888 CET;0
2023-02-15 03:20:57.898 CET;8
2023-02-15 03:33:02.790 CET;13
2023-02-15 04:33:38.345 CET;8
2023-02-15 05:39:50.226 CET;13
2023-02-15 13:22:06.134 CET;8
2023-02-15 13:34:19.065 CET;14
2023-02-15 18:00:43.986 CET;8
2023-02-15 18:09:14.029 CET;0
2023-02-15 18:09:15.029 CET;14
2023-02-15 22:57:40.230 CET;8
2023-02-15 23:05:52.201 CET;15
2023-02-16 04:31:36.349 CET;8
2023-02-16 04:32:50.648 CET;0
2023-02-16 04:32:51.648 CET;8
2023-02-16 05:47:05.459 CET;10
2023-02-16 09:22:55.250 CET;8
2023-02-16 09:26:44.165 CET;20
2023-02-16 09:26:45.165 CET;8
2023-02-16 09:30:48.144 CET;20
2023-02-16 13:10:01.736 CET;8
2023-02-16 13:24:25.196 CET;21
2023-02-17 05:18:23.095 CET;8
2023-02-17 05:31:39.285 CET;0
2023-02-17 05:31:40.285 CET;20
2023-02-17 07:27:05.977 CET;8
2023-02-17 07:40:27.188 CET;21
2023-02-17 08:36:48.713 CET;8
2023-02-17 08:53:05.618 CET;20
2023-02-17 12:04:06.464 CET;8
2023-02-17 12:12:28.467 CET;0
2023-02-17 12:12:29.479 CET;8
2023-02-17 22:28:53.374 CET;8
2023-02-17 22:35:39.999 CET;15
2023-02-18 03:27:21.980 CET;8
2023-02-18 03:37:52.509 CET;18
2023-02-18 04:52:47.480 CET;8
2023-02-20 06:39:21.997 CET;18
2023-02-20 16:10:39.052 CET;8
2023-02-20 16:19:38.204 CET;14
2023-02-20 19:16:16.585 CET;8
2023-02-20 19:23:07.227 CET;18
2023-02-20 22:48:42.546 CET;8
2023-02-21 05:20:38.582 CET;18
2023-02-21 11:15:30.724 CET;8
2023-02-21 11:25:35.145 CET;10
2023-02-21 15:06:19.105 CET;8
2023-02-21 15:14:19.029 CET;14
2023-02-21 17:28:37.259 CET;0
2023-02-21 17:28:38.259 CET;8
2023-02-21 17:36:42.190 CET;14
2023-02-21 20:33:11.572 CET;8
2023-02-21 20:39:20.048 CET;16
2023-02-22 06:43:30.956 CET;8
2023-02-22 06:54:05.505 CET;15
2023-02-22 15:23:17.668 CET;8
2023-02-22 15:29:55.262 CET;18
2023-02-22 19:49:42.598 CET;8
2023-02-22 20:00:07.086 CET;20
2023-02-22 23:47:14.588 CET;8
2023-02-23 03:24:41.763 CET;12
2023-02-23 07:22:55.911 CET;8
2023-02-23 07:23:40.102 CET;12
2023-02-23 08:02:21.374 CET;8
2023-02-23 08:23:50.529 CET;12
2023-02-23 08:32:06.513 CET;8
2023-02-23 08:32:47.671 CET;12
2023-02-23 08:35:59.440 CET;8
2023-02-23 08:36:18.519 CET;12
2023-02-23 08:58:15.982 CET;12
2023-02-23 09:07:37.023 CET;8
2023-02-23 09:15:19.553 CET;8
2023-02-23 09:16:39.983 CET;8
2023-02-23 09:17:14.322 CET;12
2023-02-23 09:20:51.835 CET;12
2023-02-23 09:25:41.575 CET;8
2023-02-23 09:30:29.526 CET;12
2023-02-23 09:34:18.069 CET;12
2023-02-23 09:35:50.688 CET;12
2023-02-23 09:40:17.328 CET;12
2023-02-23 09:40:50.605 CET;12
2023-02-23 09:43:04.209 CET;12
2023-02-23 09:43:41.559 CET;12
2023-02-23 09:51:29.756 CET;12
2023-02-23 09:51:29.808 CET;12
2023-02-23 10:14:48.026 CET;12
2023-02-23 10:17:41.858 CET;8
2023-02-23 10:37:06.507 CET;14
2023-02-23 11:02:59.029 CET;14
2023-02-23 11:02:59.081 CET;14
2023-02-23 11:05:06.588 CET;14
2023-02-23 11:05:06.638 CET;14
2023-02-23 11:06:18.926 CET;14
2023-02-23 11:06:39.595 CET;14
2023-02-23 11:06:39.647 CET;14
2023-02-23 13:00:23.191 CET;14
2023-02-23 14:47:18.357 CET;14
2023-02-23 14:47:18.407 CET;14
2023-02-23 14:55:11.005 CET;14
2023-02-23 15:00:12.484 CET;14
2023-02-23 15:01:54.526 CET;14
2023-02-23 15:07:58.368 CET;14
2023-02-23 15:16:02.418 CET;14
2023-02-23 15:49:44.519 CET;8
2023-02-23 16:00:16.038 CET;15
2023-02-23 22:31:15.859 CET;8
2023-02-23 22:49:08.155 CET;12
2023-02-23 23:09:21.005 CET;8
2023-02-23 23:09:34.055 CET;12
2023-02-23 23:09:38.063 CET;8
2023-02-23 23:09:44.095 CET;12
2023-02-23 23:12:10.683 CET;8
2023-02-23 23:12:25.740 CET;10
2023-02-23 23:18:14.134 CET;8
2023-02-23 23:18:28.194 CET;10
2023-02-23 23:30:35.094 CET;8
2023-02-23 23:31:19.272 CET;12
2023-02-23 23:56:43.369 CET;8
2023-02-23 23:56:51.400 CET;12
2023-02-23 23:59:19.999 CET;8
2023-02-23 23:59:30.039 CET;12
2023-02-24 05:00:16.217 CET;8
2023-02-24 05:12:39.188 CET;12
2023-02-24 08:41:14.236 CET;8
2023-02-24 08:41:26.276 CET;12
2023-02-24 08:42:46.605 CET;8
2023-02-24 08:52:28.927 CET;17
2023-02-24 11:57:22.293 CET;8
2023-02-24 12:08:09.884 CET;17
2023-02-24 19:15:19.388 CET;8
2023-02-24 19:25:09.746 CET;16
2023-02-24 20:19:06.696 CET;0
2023-02-24 20:19:07.694 CET;8
2023-02-24 23:16:18.198 CET;0
2023-02-24 23:16:19.209 CET;8
2023-02-25 01:34:57.476 CET;15
2023-02-25 01:35:21.575 CET;8
2023-02-25 01:35:32.615 CET;10
2023-02-25 01:35:51.696 CET;8
2023-02-25 03:01:02.128 CET;10
2023-02-25 03:01:27.230 CET;8
2023-02-25 23:12:32.796 CET;0
2023-02-26 00:19:55.961 CET;8
2023-02-27 06:37:14.920 CET;10
2023-02-27 08:13:59.128 CET;8
2023-02-27 08:14:09.168 CET;10
2023-02-27 12:03:52.262 CET;8
2023-02-27 12:03:56.282 CET;14
2023-02-27 12:04:00.292 CET;8
2023-02-27 12:04:05.311 CET;14
2023-02-27 13:22:21.844 CET;8
2023-02-27 13:31:08.926 CET;0
2023-02-27 13:31:09.936 CET;18
2023-02-27 17:41:38.289 CET;0
2023-02-27 17:41:39.299 CET;8
2023-02-27 17:51:40.719 CET;15
2023-02-27 21:42:53.198 CET;8
2023-02-27 21:50:09.941 CET;10
2023-02-28 00:48:46.782 CET;8
2023-02-28 01:04:36.584 CET;18
2023-02-28 06:20:18.325 CET;8
2023-02-28 06:55:46.832 CET;14
2023-02-28 10:25:14.082 CET;8
2023-02-28 10:28:24.839 CET;14
2023-02-28 10:41:25.966 CET;8
2023-02-28 12:49:09.611 CET;13
2023-02-28 19:05:49.970 CET;8
2023-02-28 19:21:36.756 CET;18
