time;PressSpeed
2022-12-29 07:26:37.85 CET;0
2023-01-02 04:14:57.519 CET;8
2023-01-02 06:30:33.017 CET;20
2023-01-02 11:30:43.971 CET;8
2023-01-02 11:42:27.779 CET;17
2023-01-02 20:18:17.453 CET;8
2023-01-02 20:25:18.135 CET;17
2023-01-02 23:12:22.197 CET;8
2023-01-02 23:22:16.569 CET;24
2023-01-03 06:35:37.467 CET;8
2023-01-03 06:52:45.575 CET;15
2023-01-03 19:24:56.923 CET;8
2023-01-03 19:35:17.407 CET;21
2023-01-03 20:01:14.628 CET;8
2023-01-03 20:03:02.055 CET;21
2023-01-03 21:19:49.457 CET;8
2023-01-03 21:28:09.459 CET;15
2023-01-04 00:47:47.329 CET;0
2023-01-04 00:47:48.339 CET;8
2023-01-04 00:56:13.351 CET;18
2023-01-04 05:06:01.243 CET;8
2023-01-04 05:16:52.844 CET;15
2023-01-04 09:30:50.732 CET;0
2023-01-04 09:30:51.732 CET;8
2023-01-04 09:40:03.941 CET;10
2023-01-04 14:09:50.622 CET;8
2023-01-04 14:20:00.052 CET;19
2023-01-05 01:53:48.414 CET;8
2023-01-05 02:05:34.232 CET;0
2023-01-05 02:05:35.232 CET;14
2023-01-05 02:05:55.321 CET;8
2023-01-05 02:07:25.680 CET;14
2023-01-05 05:41:36.028 CET;0
2023-01-05 05:41:37.028 CET;8
2023-01-05 05:48:15.628 CET;14
2023-01-05 05:48:32.697 CET;8
2023-01-05 05:51:25.384 CET;14
2023-01-05 07:57:30.612 CET;8
2023-01-05 08:06:43.828 CET;16
2023-01-05 08:06:44.839 CET;0
2023-01-05 08:06:45.839 CET;8
2023-01-05 08:07:50.098 CET;16
2023-01-05 10:59:42.305 CET;8
2023-01-05 11:13:18.561 CET;16
2023-01-05 17:23:35.351 CET;8
2023-01-05 17:38:58.038 CET;11
2023-01-05 18:00:36.224 CET;8
2023-01-05 18:00:43.255 CET;0
2023-01-05 18:00:44.253 CET;11
2023-01-05 18:04:02.049 CET;8
2023-01-05 18:04:06.059 CET;11
2023-01-05 20:16:06.709 CET;8
2023-01-05 20:31:54.500 CET;16
2023-01-06 00:34:47.742 CET;8
2023-01-06 00:45:01.193 CET;19
2023-01-06 03:48:54.275 CET;8
2023-01-06 04:48:38.605 CET;15
2023-01-09 08:52:25.674 CET;8
2023-01-09 09:01:55.944 CET;0
2023-01-09 09:01:56.953 CET;20
2023-01-09 14:10:01.813 CET;8
2023-01-09 14:19:32.095 CET;0
2023-01-09 14:19:33.095 CET;8
2023-01-09 14:21:07.476 CET;24
2023-01-09 18:42:21.108 CET;8
2023-01-09 18:51:05.201 CET;0
2023-01-09 18:51:06.211 CET;14
2023-01-09 22:49:19.311 CET;8
2023-01-09 22:54:25.538 CET;0
2023-01-09 22:54:26.548 CET;8
2023-01-09 22:55:57.905 CET;14
2023-01-10 01:50:14.691 CET;8
2023-01-10 02:00:21.122 CET;17
