time;PressSpeed
2022-12-29 07:29:18.345 CET;0
2023-01-02 04:15:17.207 CET;8
2023-01-02 06:18:07.650 CET;0
2023-01-02 06:18:08.660 CET;8
2023-01-02 06:45:59.332 CET;20
2023-01-02 11:30:04.411 CET;8
2023-01-02 11:37:55.293 CET;17
2023-01-02 20:18:37.112 CET;8
2023-01-02 20:26:34.015 CET;17
2023-01-02 23:12:28.786 CET;8
2023-01-02 23:18:26.213 CET;17
2023-01-02 23:37:57.898 CET;8
2023-01-02 23:40:57.615 CET;17
2023-01-03 06:34:27.737 CET;8
2023-01-03 06:44:30.148 CET;18
2023-01-03 19:25:13.513 CET;8
2023-01-03 19:32:33.267 CET;21
2023-01-03 21:19:23.878 CET;8
2023-01-03 21:28:57.168 CET;18
2023-01-04 00:43:49.891 CET;8
2023-01-04 00:53:54.302 CET;18
2023-01-04 05:06:51.953 CET;8
2023-01-04 05:14:55.885 CET;15
2023-01-04 09:30:40.190 CET;8
2023-01-04 09:39:16.253 CET;10
2023-01-04 14:09:49.102 CET;8
2023-01-04 14:23:22.348 CET;20
2023-01-04 21:59:08.608 CET;8
2023-01-04 21:59:20.657 CET;0
2023-01-04 21:59:21.657 CET;20
2023-01-05 01:53:39.844 CET;8
2023-01-05 02:05:47.750 CET;10
2023-01-05 05:41:28.448 CET;8
2023-01-05 05:43:04.838 CET;10
2023-01-05 07:56:51.914 CET;8
2023-01-05 08:01:00.913 CET;10
2023-01-05 10:59:45.753 CET;8
2023-01-05 11:14:19.250 CET;18
2023-01-05 11:52:19.351 CET;8
2023-01-05 11:52:24.369 CET;18
2023-01-05 17:27:02.608 CET;8
2023-01-05 18:02:50.191 CET;0
2023-01-05 18:02:51.190 CET;8
2023-01-05 18:02:53.200 CET;12
2023-01-05 18:12:45.562 CET;0
2023-01-05 18:12:46.572 CET;8
2023-01-05 18:13:41.792 CET;12
2023-01-05 20:15:53.079 CET;8
2023-01-05 20:31:17.772 CET;18
2023-01-05 20:31:18.782 CET;8
2023-01-05 20:38:48.575 CET;18
2023-01-06 00:34:42.131 CET;8
2023-01-06 00:49:05.579 CET;20
2023-01-06 01:41:55.247 CET;8
2023-01-06 01:42:15.328 CET;20
2023-01-06 03:40:44.720 CET;8
2023-01-06 04:15:01.951 CET;16
2023-01-09 08:52:46.003 CET;8
2023-01-09 09:23:10.296 CET;0
2023-01-09 09:23:11.296 CET;20
2023-01-09 14:10:15.115 CET;8
2023-01-09 14:17:38.878 CET;17
2023-01-09 18:43:17.556 CET;8
2023-01-09 18:47:49.654 CET;10
2023-01-09 22:49:12.510 CET;8
2023-01-09 22:54:14.717 CET;10
2023-01-10 01:53:38.729 CET;8
2023-01-10 01:58:04.783 CET;17
2023-01-10 10:37:20.292 CET;8
2023-01-10 10:49:18.148 CET;20
2023-01-11 01:46:28.220 CET;8
2023-01-11 02:01:00.717 CET;18
2023-01-11 09:20:54.174 CET;8
2023-01-11 09:38:56.499 CET;16
2023-01-11 10:29:34.640 CET;8
2023-01-11 10:44:51.309 CET;18
2023-01-11 16:16:17.776 CET;8
2023-01-11 16:25:52.068 CET;0
2023-01-11 16:25:53.078 CET;18
2023-01-11 17:25:54.460 CET;8
2023-01-11 17:26:09.520 CET;18
2023-01-11 21:07:35.619 CET;8
2023-01-11 21:14:08.184 CET;10
2023-01-12 00:47:49.395 CET;8
2023-01-12 00:52:47.592 CET;10
2023-01-12 04:43:34.948 CET;8
2023-01-12 04:47:27.871 CET;16
2023-01-12 11:33:39.249 CET;8
2023-01-12 11:34:33.467 CET;0
2023-01-12 11:34:34.469 CET;18
2023-01-12 11:34:36.477 CET;8
2023-01-12 11:35:18.648 CET;16
2023-01-12 11:35:21.657 CET;8
2023-01-12 11:36:49.006 CET;20
2023-01-12 11:36:50.006 CET;8
2023-01-12 11:37:42.214 CET;16
2023-01-12 11:37:50.244 CET;8
2023-01-12 11:50:53.375 CET;18
2023-01-12 15:52:48.382 CET;8
2023-01-12 16:04:46.253 CET;17
2023-01-12 18:32:39.704 CET;8
2023-01-12 18:44:31.555 CET;0
2023-01-12 18:44:32.555 CET;18
2023-01-12 20:59:38.954 CET;8
2023-01-12 21:18:20.438 CET;15
2023-01-13 06:15:04.111 CET;8
2023-01-13 07:28:21.684 CET;10
2023-01-13 14:54:27.638 CET;8
2023-01-13 14:58:08.526 CET;0
2023-01-13 14:58:09.526 CET;10
2023-01-13 17:09:23.002 CET;8
2023-01-13 19:01:44.936 CET;12
2023-01-13 23:28:31.901 CET;8
2023-01-14 00:52:23.005 CET;17
2023-01-14 07:03:25.957 CET;8
2023-01-16 05:26:01.039 CET;17
2023-01-16 05:26:11.078 CET;8
2023-01-16 05:30:32.125 CET;0
2023-01-16 05:30:33.125 CET;17
2023-01-16 10:56:46.328 CET;8
2023-01-16 11:04:54.280 CET;17
2023-01-16 22:30:09.549 CET;8
2023-01-16 22:46:33.483 CET;18
2023-01-17 03:18:40.729 CET;8
2023-01-17 14:07:45.342 CET;15
2023-01-17 19:16:04.267 CET;8
2023-01-17 19:29:25.463 CET;0
2023-01-17 19:29:26.461 CET;18
2023-01-18 11:37:57.667 CET;8
2023-01-18 12:52:53.638 CET;18
2023-01-18 18:22:57.773 CET;8
2023-01-18 18:37:19.210 CET;12
2023-01-18 19:58:35.694 CET;8
2023-01-18 20:12:34.053 CET;18
2023-01-19 02:26:22.664 CET;8
2023-01-19 02:35:06.757 CET;20
2023-01-19 10:03:20.232 CET;8
2023-01-19 10:13:20.631 CET;21
2023-01-19 11:58:55.941 CET;8
2023-01-19 12:06:47.825 CET;20
2023-01-19 17:28:26.937 CET;8
2023-01-19 17:38:32.367 CET;10
2023-01-19 19:30:44.263 CET;8
2023-01-19 19:34:47.229 CET;0
2023-01-19 19:34:48.239 CET;10
2023-01-20 00:22:12.131 CET;8
2023-01-20 00:27:58.516 CET;0
2023-01-20 00:27:59.526 CET;8
2023-01-20 00:29:54.983 CET;0
2023-01-20 00:29:56.983 CET;18
2023-01-20 04:29:19.375 CET;8
2023-01-20 04:51:13.634 CET;17
2023-01-20 12:09:01.586 CET;8
2023-01-20 12:18:10.788 CET;20
2023-01-20 15:12:11.500 CET;8
2023-01-20 15:20:18.444 CET;10
2023-01-20 20:16:41.496 CET;8
2023-01-20 20:17:29.684 CET;16
2023-01-21 01:53:54.332 CET;8
2023-01-21 01:54:32.483 CET;0
2023-01-21 01:54:33.493 CET;10
2023-01-21 04:05:30.894 CET;8
2023-01-21 14:19:22.049 CET;18
2023-01-21 20:01:41.105 CET;8
2023-01-21 20:24:34.596 CET;18
2023-01-24 15:55:56.678 CET;8
2023-01-24 16:09:43.986 CET;10
2023-01-24 20:58:33.221 CET;8
2023-01-24 21:02:57.279 CET;10
2023-01-25 00:18:17.096 CET;8
2023-01-25 00:22:18.053 CET;17
2023-01-25 10:15:27.246 CET;0
2023-01-25 10:15:28.246 CET;8
2023-01-25 10:27:11.055 CET;18
2023-01-25 10:27:55.233 CET;0
2023-01-25 10:27:56.233 CET;8
2023-01-25 10:28:57.483 CET;18
2023-01-25 14:36:05.727 CET;8
2023-01-25 14:48:33.716 CET;12
2023-01-25 15:17:02.543 CET;8
2023-01-25 15:17:18.614 CET;12
2023-01-25 16:36:03.493 CET;8
2023-01-25 16:50:09.874 CET;18
2023-01-25 22:23:15.719 CET;8
2023-01-26 00:49:51.865 CET;15
2023-01-26 10:40:38.483 CET;8
2023-01-26 10:50:13.782 CET;10
2023-01-26 13:17:47.164 CET;8
2023-01-26 13:22:29.289 CET;0
2023-01-26 13:22:30.299 CET;10
2023-01-26 16:27:36.674 CET;8
2023-01-26 16:35:36.585 CET;16
2023-01-26 18:16:44.825 CET;8
2023-01-27 01:05:35.845 CET;0
2023-01-27 01:05:36.845 CET;8
2023-01-27 01:05:38.855 CET;17
2023-01-27 09:40:37.311 CET;8
2023-01-27 09:44:23.217 CET;16
